,UKF266,UKF269,UKF296,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916bulk
IGFL3,,-0.019246214363129586,,,,,
BMP1,-0.07352735336411335,0.08224757071908827,-0.03710545143942808,0.031528102314328045,-0.03531912808579974,0.018401015354519656,-0.011321549334527692
NDP,0.03276665292124975,-0.021965191383350867,-0.0023452551863355655,-0.009376196739053825,0.084243846312947,-0.03142263326360883,0.04626734600120013
TNFSF18,-0.014769704198397033,-0.014913584837744891,,,,,0.09987533221187675
RTN4,0.06565300189287526,-0.0742956241806702,0.022937136491327927,0.06879491228074588,-0.04174433280199328,0.024001335506612854,0.019401492643873225
HEBP1,0.024158827445197973,0.0057249060521635765,-0.012106299264399795,-0.002426992765302578,0.035334793546831826,-0.009119072888493273,0.0031009436222646652
WNT7B,-0.0014157119821431895,0.004718196980556659,0.08807960620340738,-0.0058083103056319535,-0.028957759262466125,-0.034290265510630455,0.1493560433213877
PTMA,-0.05538931809683464,0.03748224628480875,-0.04239476477278582,-0.07974470499427226,-0.04570083830894303,-0.009624082037429246,-0.04224518022134267
CEACAM1,,0.11860523817107227,,0.02941043045522965,-0.027844021663646974,0.04231881471009908,
PDAP1,0.006432038633785868,0.0889992281730909,-0.02664602518816767,-0.008160868654438403,-0.040854532891747584,0.03814836668002634,0.006120213611032143
QDPR,0.05605941732608718,-0.07109771142684365,0.008654240722203591,-0.02102133370416669,0.08284484869913376,-0.028566533965778896,0.022550893868757464
POMC,0.02173955434923498,-0.009082464928446334,0.006729431510351489,-0.0437285165511679,0.015472541300367923,0.05205933517526723,0.06513248755235201
CCL18,,,,-0.033327933095542626,0.11867586524335587,-0.04432506637990649,
CCL17,,,-0.013920452784894496,-0.012920608691718637,-0.04019459330339175,,
VEGFD,,-0.020063796839468264,-0.010210820463679394,,-0.027844021663646974,,
TNFSF13,-0.014323531938342526,,,-0.024792707374208446,0.04429544765317271,0.07731042824490433,-0.029715439306759298
WNT5A,-0.07605076015554171,0.04157571876843762,0.015682827867160066,-0.032746063202251416,0.01762919095941663,0.03376104960356066,0.03167183881691065
CXCL8,-0.020374295170105604,-0.004186574373866018,-0.00950875999701229,0.06812031760318811,-0.1501188105658689,-0.03616916873435992,-0.017948598590687953
GRN,-0.01227145832035986,0.053110414110176384,-0.03710783331263912,0.04771923099116305,0.02684293064725935,0.04622651203877052,0.0020865609315471544
MIA,-0.025899708198261845,0.016767243896549593,0.0867597583997892,-0.07251233472821693,0.1480828498927107,0.003577746643023366,0.07391398024987698
COL4A4,-0.013628207819735349,0.06224754231203906,-0.004371640892321763,-0.020314858769148143,0.04351056734283839,0.003524452613288109,0.030315953682421022
TAC1,0.07954844538801936,-0.04636598626787302,0.04219523673505349,,,0.028679069138972352,-0.009726114082151814
RARRES2,-0.04250170175919031,0.09113940601634234,-0.03624402272013424,0.06978115161587856,-0.02761656002947604,-0.018979898211815505,0.0066978162751386
FGF7,-0.029305995156213654,-0.018260786924968495,0.016255370416008975,0.06506758955685896,-0.013568102326668562,0.08357105276582538,0.11445970727317513
EFNA2,,,,,-0.026463879183685726,,
HBEGF,-0.0003945462524254315,0.0017427401685572977,-0.026222365990817054,0.010614984360281746,0.016909639031233433,-0.030806534498590527,0.07432866066752679
CSF3,,-0.02006536216736985,,0.05821954121199204,-0.08538765211141035,-0.03262806069492747,-0.005964345657198814
PI3,,0.09420924122227521,,0.09383467369844255,-0.16456215239291025,-3.3462654214869424e-05,0.029624538714487388
PCSK1N,0.010976324351488528,-0.02406857052853267,0.021191926354460346,-0.008306281234264084,0.03759819530298563,0.03214449826440309,0.006873406758245523
NTS,-0.01663694530763202,0.03615498597382079,0.02287816516625447,-0.030142435091983114,-0.03224121490899939,0.06682451291691074,
SFRP1,-0.017754466872842125,-0.013564850286484463,0.006318913356886234,0.08160848869609906,-0.002421434981232575,-0.0015189649479942194,-0.008121943490069993
CXCL13,,,,-0.02902233621755431,0.004774376168852539,0.006461701031479449,-0.010191767557964103
MICA,-0.001589408711336026,0.06037013188666325,-0.0013351672858800269,0.028961817479087996,0.10840534747822858,0.01417715939891931,-0.0219754392304482
TG,-0.01920342060464382,0.006916346347315623,-0.010074171229175763,-0.01716825861398462,0.10773667657603486,-0.026853395333656938,-0.031227287109154175
ADA,-0.016072773027053358,0.02987166588631559,-0.016361264241570923,-0.03076641540588413,0.0034407780004639295,0.07965152508739913,-0.012350297261229678
LAMC3,-0.023139068448022448,0.07208591947279064,-0.04224019296994661,-0.025287292903442393,0.0657207328375792,0.062224958965194414,0.01085300485978138
CCL7,,,,0.13432645278992422,,,-0.013061495328017083
NGF,-0.01832521394115063,,,-0.022365041138128313,0.006512887680490085,0.05736794396270144,0.011549890630519427
TNFSF15,-0.005233658996781748,,,0.0038699260590109017,,-0.001096753419710847,-0.03866383651431231
HMGB1,-0.07089711368581035,0.09436668514491428,0.01346384273736591,-0.005000807758845868,-0.04534298857265759,0.05165480331721521,0.028341349583790972
ITGB3BP,-0.054395778917425364,0.04964598841500736,-0.014225889616558057,-0.010751225624596456,0.03316938397653427,-0.006994172030170081,0.027603771120543442
AANAT,,-0.01809949968220469,-0.011612658544594102,-0.016988581599248986,-0.012581198735170634,,0.0020787631822080355
RELN,-0.019297024606772864,-0.035958487523478015,0.04174908799746927,,,0.00618502215356382,-0.01954943275261789
IL15,-0.01583278636145942,0.03173965766177958,0.058823675103212916,0.06629831642204147,0.007615597247056716,0.06786942698742802,0.006213137478187606
UTS2,,0.018225849768454885,,-0.014467020585076406,,,
BSG,-0.05335563450531708,0.03240284918100441,0.016930024266890456,0.03697055527266498,0.009002548410169123,-0.032570612973744445,0.06655194924725946
ADAMTS3,0.004129568279739409,0.024015876961959982,0.04286549930601844,0.14012743687735277,0.04395124277160015,0.07118906839967284,0.05524073839297549
CD34,-0.04969362009900087,0.004375860666538761,0.00484649769403231,-0.007715437527009058,0.1484157379418386,-0.008225866485785471,-0.012140744939283823
CCL23,,0.016883983591636596,,,,,
PLAT,-0.05017591115691105,0.11105182465016869,-0.0022612703068381605,-0.06989653004491249,0.11713521228851412,0.027095502607514595,0.058315010544077436
NTF3,,,-0.003815205449570522,-0.009533849771442608,0.07901329585186614,-0.007382859644491154,
CKLF,-0.006204175223635082,0.06232240932221889,0.019055885812573142,-0.02278972747526904,0.0893929393723887,-0.014278879723070813,0.040395371971105196
CD24,0.05418925780818496,-0.013737023375279635,-0.03282322637308289,0.06802552298888664,0.05491838056681522,0.07024476513371068,0.0834329433411952
HSP90AA1,0.08216439569979753,-0.07708404925110632,0.044202683088864096,0.03596834123082333,-0.14381085965916898,0.035658938249875836,0.011260468438465482
BMP4,-0.005153533975562721,-0.026673086081686993,-0.0063659655457260446,-0.01693015507205573,0.016496442971612898,0.055228148048145964,0.02326395644306232
SCGB3A1,-0.02021083181402773,,-0.009795391062172226,0.04549398119455723,0.053926193857779046,0.013323996760002224,0.0076575719042762174
IGFBP4,-0.02148316446503898,0.08763890883958486,-0.013062945815927192,0.011787845246573917,-0.06308742460598991,0.06254541925036546,0.0010211469448161768
RSPO4,,,0.10490298035356413,,,0.1310070082740223,-0.026897653826297767
LEFTY2,-0.027303090234859134,0.12219804562438515,-0.010740764528856733,-0.016438704158558845,0.07645648832269002,-0.01858387657032989,0.08370262691199366
PF4,,,,,0.0425321403641829,,-0.021070454237514236
ANGPTL2,-0.04902561738829588,0.05997483952332369,-0.02252778555949054,0.0068333337644448525,0.08810648997540586,-0.005448506439566855,0.08430937470282407
LRIG2,-0.007547591764248141,-0.00517077211212053,-0.023652913202713437,0.0383473272692823,0.019428339771568357,0.012320378732398872,0.004583133688448662
ICOSLG,-0.03758483513197666,0.07939063731955778,-0.018589820306862747,0.024046523257314142,0.10065038880100732,-0.05348223236839721,0.02041221590720187
WIF1,0.0253718092067283,-0.08718571521139279,0.042093137533854845,,,-0.026341843974164617,0.01672347399525764
NPPC,0.031239523723297136,-0.012952453551747203,-0.01361319444494943,-0.028908474067679168,0.01808940939497166,-0.03341277335415153,-0.010655682333257735
LYZ,-0.01759165822347857,0.014348496254510191,0.01823821590477034,0.03075837865637224,0.11360510691006372,-0.0033814405689922772,-0.00037888313102764376
EREG,,,,-0.03930750651466348,-0.04493293537298439,-0.035294020601462556,-0.024258334586824273
SPTAN1,0.024461223764651867,-0.026299533922888554,-0.009008070650964909,0.01536325907328844,0.03750629347115685,0.019110232629284928,0.03357708916747314
PTH2,,,,,,0.005497143199356538,
