,UKF243,UKF334,ZH8811Abulk,ZH8811Bbulk,ZH916T1,ZH916bulk
IGFL3,,,,,-0.019211060776484247,
BMP1,-0.024918059137349798,-0.01787873378280798,0.06293262954021454,0.06713517222740038,-0.024504074189832286,0.025328118508160847
NDP,0.03864925353331038,-0.01285222403603276,0.004562006614165252,-0.04607126360838856,-0.04925309868197109,-0.004318534726130187
TNFSF18,-0.025976061510255697,,,,-0.006460718114572265,0.05299825545343084
IL36G,,-0.01293468188891718,,,,
RTN4,0.07403269355865165,0.05083277364688135,0.0021489417237915945,-0.015942005281656332,-0.0025031669259939857,0.04778642387754564
HEBP1,0.028518501959629447,-0.030788951579180147,0.08875294860056676,-0.015979561333817685,0.014243900891571007,-0.013195363071060695
WNT7B,0.06325843662875268,0.08226660778543683,0.07338628317577202,0.1407496389579518,0.033461605074123935,0.08665753973651544
PTMA,0.010300971542179547,-0.07277324169360469,-0.08279444037918038,0.044887860090972904,0.016349651910542096,-0.022411488266587076
FASLG,,,,,0.033063417480879875,
CEACAM1,,,0.006880192395047925,0.053521738075612245,-0.02318237303049016,
PDAP1,-0.038868591441968026,-0.05983275398798801,-0.03535075016955601,0.01195597055853753,0.02780590608048411,-0.024683495834906213
QDPR,0.014175960264372634,0.0036602782789712067,-0.04617234506980434,-0.10494605034099617,-0.016858139506424886,0.057022407369872
POMC,0.07590337869470606,0.03798901814100736,-0.06764431225385949,-0.050616692437453925,0.030541857150927748,-0.03464456644609763
CCL18,-0.03483603434681984,,-0.005739086325294295,-0.020857278323299793,,
CCL17,,-0.011816199121020166,0.09318988012939067,0.04955298626402359,-0.015102001722708078,
VEGFD,0.006866159303828556,0.014245417223535329,,-0.0021471160902734572,,
TNFSF13,,,-0.045349035956524605,0.013225994157079193,0.09688442210613994,-0.02794196529425478
WNT5A,-0.00882313081173606,-0.06313280350291232,0.06967384755182543,0.014165046826959944,-0.01580067370356333,-0.03990466143158917
CXCL8,-0.0009722304173351237,0.035035827288953,0.17187919136640153,0.11476870584953404,0.08365895450151184,-0.02501015185005199
GRN,-0.023211988431062397,0.00651403781132207,-0.04341519527651186,-0.1051003549060879,-0.07277686037359428,-0.01211590787627824
MIA,0.02177722354383219,-0.017343636078753506,-0.05211244754160454,0.04606401558807758,-0.05042619938317295,-0.051185450421090295
COL4A4,-0.03951200380630761,-0.016823970429652533,-0.0010192606145645385,-0.03459564266182813,-0.04434983154517116,-0.031229377128563635
TAC1,0.04854295661870832,0.04340540064266362,,,0.0009447155803759843,0.05000762207823629
RARRES2,-0.039488540025963026,-0.015638925109532464,0.15495156319187464,0.07328521635966069,0.007603090719582699,0.008063678536643948
FGF7,0.05904394616238511,0.08818419100695075,0.00395206034580507,0.01465657553384502,0.01069929203690762,-0.015247874444008389
EFNA2,,,,0.05975546060816838,,
HBEGF,0.04539587085718058,0.004594866749835392,0.11010183282106348,0.040411786826919184,0.021016109156665682,0.05038096056279315
CSF3,-0.024022095288875833,,0.18311317933046395,0.07809683477786261,-0.015900078055267268,-0.0016586854813686249
PI3,0.06049868544399915,,0.18519407641705768,0.08817865242592683,0.04453564397062235,0.07312158394241758
PCSK1N,0.0006252872685591853,0.02663836537054207,-0.05476726053764705,-0.09401740829133182,-0.03166237628840723,0.06981076537573354
NTS,,,-0.046183296958963074,-0.008285100369736844,-0.023545847445849085,
SFRP1,0.0497045486672701,0.03279130038102795,0.06862019843710838,-0.004695557712109588,0.048236996905076684,-0.028066310868134454
CXCL13,,,0.02596823999515314,-0.036557144293344515,,-0.02664559460170466
MICA,-0.06175710296170012,-0.02371567596535593,0.0643778402635975,-0.005798886133643308,-0.019155676437862187,-0.031464545138368785
TG,-0.03149734867839401,0.02019203011071506,0.025632484296676063,-0.03081343103136679,-0.03100818502649361,0.07476073208993549
ADA,0.03455171060747209,0.03353234712272964,-0.015984400806950978,-0.025188568841433695,-0.06454581357849294,0.0947063115718303
LAMC3,-0.020154939571954498,-0.013184371036155168,-0.06279409305888034,-0.02355185762270117,-0.028763004044674228,-0.004783245040484738
CCL7,,,0.06178920391977025,,0.08520021298225025,0.0766550025311208
NGF,-0.022763970558411853,,-0.04090852360066279,-0.02025965114092448,-0.04988474897824963,0.07736428428716928
TNFSF15,-0.028161872601822478,,0.04374982333744607,,0.07024455930450726,0.10351346751769062
HMGB1,-0.06292927538332936,-0.024483854804420363,-0.0522504230937213,0.019460200315374293,0.0419858083747626,-0.04576107579845872
ITGB3BP,-0.04495558538296057,-0.03738428376801067,0.060883739500770424,0.08824715961726393,-0.012582756876579082,0.05955365379544768
AANAT,-0.04080081779523383,-0.01585030088919472,-0.03107429076487824,-0.027635470413492725,-0.01762881631455245,-0.020058005657102994
RELN,-0.039250008294751344,-0.017547651179917852,,,,0.07199820721220608
IL15,-0.02499633019902753,-0.014700421485738111,0.02796121659308729,-0.033297181828539996,-0.07230293493767348,-0.03277661391850254
UTS2,,,0.0856061774168093,,,
BSG,0.04389890117925593,-0.031023774811067918,0.11861600372999487,0.08619681467941945,0.04748244283179786,0.0552327954513901
ADAMTS3,0.013102900444224286,-0.024427356060828454,0.038802107278013885,-0.06833496444477244,0.024062779630801417,0.011738135248946744
CD34,0.05708185798718429,-0.03404382086229945,-0.014627839009887175,-0.006689078977140774,-0.08461188244181801,-0.04659669299561566
PLAT,-0.051373943011978625,-0.0352263495900195,-0.10703749793162323,-0.10240313866055782,0.041669151808057345,-0.04988321798785476
NTF3,,,-0.07622428385645104,-0.010103140998003135,,
LTA,,-0.014700423300364997,,,-0.006169172555027092,
CKLF,-0.005035146754216886,0.032065666103681355,-0.06755872093693875,-0.0189836203207286,-0.002649290114045035,-0.032850218474296915
CD24,-0.01446134708332968,0.022379941580708607,-0.087546527230052,-0.06255962468083956,0.04911849687251625,0.02353741046751155
HSP90AA1,0.09536981232526369,0.07164838005894117,0.10552345045858251,0.12553593944574115,0.05737370105316052,0.04077395624583909
BMP4,-0.02568658024260396,-0.012526278976685727,0.029370071740982277,-0.014419966991959656,-0.030858258315218462,-0.026735814375258682
SCGB3A1,,-0.010257760974027088,0.015811963106980954,0.0379065313988672,-0.03493521525508505,0.00817997783830711
IGFBP4,-0.05590900251174247,0.03089657264674139,-0.028308555304367693,-0.07681759422152737,-0.038983287008727316,0.014860997830418714
RSPO4,-0.027808523885295512,-0.020391801432133677,,,-0.031291754376723685,-0.025292350617893537
LEFTY2,-0.04657945739211316,-0.018147508395348576,-0.030068494525961637,-0.023612348507198726,-0.019185752162463036,-0.01631431730579224
PF4,,,,-0.01882237732945065,-0.02372572454269743,-0.019812929398788492
ANGPTL2,0.07663770113253131,-0.0009154938728056642,-0.1533429360582226,-0.11175651826002563,0.022192444119976285,0.012262003259685052
LRIG2,0.05292000961695774,-0.05584401349495436,0.04391862469439551,0.048998977214968834,-0.03260908000302061,0.04501134988247184
ICOSLG,-0.007540262607733453,0.025948397872790203,-0.03401406330928784,-0.08229625290631137,-0.01965961364301884,-0.03044610837188311
WIF1,0.07357301598043836,0.06258889368979546,,,,0.1300126127100235
NPPC,0.045391206731263116,-0.025286251048234332,0.0510467255823339,-0.023881238835880766,,0.058675033612371974
LYZ,-0.050452968708532574,-0.03355764246808795,-0.0041843165683298576,0.006230824569175205,0.0012314049338850478,-0.033605319885091585
EREG,,,-0.009785114580788406,-0.010423194765708117,0.023989457604109737,-0.00025932300380776866
SPTAN1,0.07804931812440788,0.01977402921780752,-0.03386187353821142,-0.00946602404318623,-0.04136745342796563,0.07975965437190825
LIPC,-0.017265197139277835,-0.023092990300249316,,,-0.029998295954688555,-0.030897077415950155
COL8A1,-0.08343017098061382,-0.04215177982531109,-0.02079528767287947,0.03887031848738236,-0.04675645484557093,0.024138032089880822
GSTM2,-0.04164468191613846,-0.008057207726030906,-0.038849689830208645,-0.010927791884646154,0.0727888673772371,-0.014828484395912615
SPX,0.020287414449686493,0.06714841499691461,-0.03571317487167112,0.0478929527566641,-0.031287652746043344,0.006005336455219425
MFGE8,-0.09531778829186231,-0.05913667623806719,-0.012228688424957284,-0.02287801111445693,-0.04308968501974846,-0.003597971568337902
TGFA,0.011212513248566343,-0.017633020499942,0.021822973973015237,-0.0062574395944887395,0.01965281170736914,0.10723740040843086
SLIT2,0.06896131765491144,0.13302861093884838,0.012438744378574926,0.013677731119810086,0.01288168450878663,0.06614162686931517
PLTP,-0.05821882611549037,0.028281507847066883,-0.015577497586138127,-0.037469376441812814,-0.004675255483410745,0.008872864691345397
APOD,-0.04779138014935477,0.019907589061332713,-0.10376425327558429,-0.09602977778312961,-0.06569856214494892,-0.024471606506119323
B2M,-0.07214068692288228,-0.018614798212585965,-0.015275956085562292,-0.02716001741343097,0.004120030672688778,0.016576265691758293
OMG,0.025473577478878583,0.03410009405069314,-0.08493097102405132,-0.05002339862043235,-0.06455274801752135,0.04885699024339026
CXCL3,0.03654265718900792,-0.010586966822838698,0.1644812154252601,0.1593614918646395,-0.01679479720709804,0.04011353626181091
CXCL10,-0.014560838057279047,0.023401468272134338,0.04806800032933304,-0.02524626453988697,0.01196140062676727,0.022893912123534425
RSPO3,,0.20046338482820042,-0.05623385035451321,-0.028755624695240373,-0.016908408596384428,-0.0051419280616718166
CORT,0.00647475761254156,-0.005533474962232542,0.014884993212294678,-0.01969666120716342,,
NCAN,-0.01058738323371334,-0.05263976690208154,-0.17474877401287767,-0.12566915924638664,0.02284562535195022,0.03580125468379023
PRG4,0.07039136357106254,-0.01293468188891718,-0.03879589586857157,-0.029063628929556103,-0.038302102346934624,-0.02757689846382436
ZG16B,,,,,-0.02108296583876709,-0.016902460787474705
TGM2,-0.035204479483789276,0.019017277453048397,0.13283788303825877,0.05588073594569177,-0.00398461826759512,0.08349619224310939
VEGFC,0.06480242536741618,-0.013200358442292264,0.034198976455757986,-0.03946493044735072,-0.03150813811785281,0.07745423482441785
WNT6,-0.006367707374153188,-0.011520606270904007,0.04464616239064506,0.04178369052333875,-0.009191954785690258,-0.017465313097621997
NRG4,-0.00801751085426573,-0.015399757802250589,,,0.03210387703534766,0.033548915079493286
PMCH,,,-0.03600310004112266,-0.027635469433483252,0.011217274972514122,0.026382964902399317
COL9A1,-0.04495524978223508,0.020120575629354664,-0.041948487045266096,-0.09457445324227942,-0.047303599533556194,0.052569651242252984
GDF11,0.0037668426405055018,-0.06699982627788877,-0.018473594756696837,-0.006326644453392797,-0.019399264465087697,-0.032189930010331484
RAET1E,,,,,-0.018548406171583553,
IL24,,,-0.00973143374115332,-0.018522264092581054,,0.0374410563796785
SORBS1,-0.0720207883795045,-0.04382623770150396,-0.04194189262314018,-0.039236975755028033,-0.09194384977698537,0.047949777307486556
DLL1,-0.008201709569167187,0.029604544722570146,-0.10698294724013417,-0.025986756403317206,-0.056354449030969415,0.012011622490052125
TLN1,-0.019163066161330494,-0.04516624241816477,0.08244785351232273,0.039351067766841816,0.012852573543989764,-0.007918746192531684
COL2A1,0.00923073044189159,-0.010747944861404065,-0.025102319784562056,-0.02212174589215205,-0.024607449392045268,0.019326428709036253
SHH,,-0.01025776007743492,0.053133819375927045,0.10525082529721445,-0.023844514485440244,-0.024862181106171246
PON2,-0.07126721725074132,-0.030733222983952035,-0.07518558320893211,-0.04693427626632013,-0.0656076016709138,0.013074493221643724
ICAM5,0.014228961621081056,0.050667060558675765,0.043956900010444645,0.09713187320928972,-0.03646095482420559,0.019187514868526292
HPX,0.09347749296783289,-0.02607317885623589,0.02516212639930193,0.007265716655485502,-0.03902021546965197,0.1282276469457006
SFRP2,-0.038455212563691894,-0.020123100172450586,0.013718635546419484,0.027171252648633654,-0.07598233162834313,0.04462272569775137
CFC1,,,,,,-0.0016295616315017774
CD70,,,0.08743947387440927,0.017721532515384265,0.042738162290314595,0.010084205672590755
HP,-0.12186944753230905,0.0038589507436114557,0.020592088442440336,-0.026684263790942103,-0.025293132749793903,0.07425668422776774
CXCL2,-0.009768603088954556,-0.02030257258937065,0.1508734709734539,0.06020142449231449,0.05539590203372834,0.0008986306750007273
NPPB,,0.16325154390159213,0.09628356511592956,0.09357108710603271,0.07806288616773746,
CCK,0.05011102445546819,0.062092167157798576,-0.07878230838113699,-0.0655325482104564,-0.022250384251108087,0.01704438469004835
SEMA6A,-0.01984907786638506,-0.06517896150536162,-0.045022318088672894,-0.02136161651061406,0.014890801463461318,0.05282964807133696
IRAK4,0.002975385106365193,-0.03154819792377113,-0.07663082854064245,0.012713984325648476,-0.06101552063077891,-0.008499291108975019
GSTP1,-0.07366982188454545,-0.0159527767738701,-0.010112880397464063,0.021492486221418087,-0.07247754688442774,-0.015702599176575346
VCAM1,0.05222275961283362,-0.01358053693993635,0.0626050337060105,0.039149622279283744,0.003300650764122949,-0.017987552907014315
NXPH3,0.05416987057297244,0.02777309078673207,-0.009042752808181884,-0.018746334866608025,-0.07494132034830292,-0.04125278385288885
MTMR4,0.09272804284386797,0.028513193691696765,-0.0037567561554161842,-0.07783016417295333,0.09129908437827255,0.005387208031472235
LAMC2,-0.026351909569672944,,-0.03300107369443657,0.01123203745325211,-0.01932945757177607,-0.0252923645412645
IL10,-0.04180822347391164,-0.01181619836888215,0.02478840913596097,0.002955827850957617,-0.04744268196406419,-0.03185768173777732
SEMA4D,0.025578410365945728,-0.009424739651082124,-0.0757523949630088,-0.048670482906420426,-0.014453686204055075,0.037083253466556866
TRH,-0.027529672535079736,-0.006197405975558061,-0.03787020216135333,-0.0871803077442778,-0.019211053490393433,0.02461192680909748
SEMA6D,0.007196845014984677,-0.021011313954811366,0.04072354173289849,-0.013591982375945765,-0.046940693664085514,0.018396373687316017
