,UKF248,UKF266,UKF269,UKF296,UKF304,ZH916bulk,ZH916inf
LRIG2,0.03716909742838436,-0.05380461632097534,-0.03296034378238921,-0.001866022269121769,-0.04862453482497863,-0.03093268918561328,-0.007537455173920984
ICOSLG,0.021974873568529417,-0.023594393192635194,0.014429361478039643,-0.0150702554062587,-0.07133207069327677,0.08779880554967313,-0.0419394626531697
WIF1,-0.018814604971335972,0.11007832125576204,0.054649372235164397,-0.02600400397553903,0.11707960549280069,-0.04085152004150721,0.2129649545373064
NPPC,0.006029749786149449,0.018339708849106757,0.11777603982254178,0.040581694199595814,-0.046760517352627394,0.05387995248000538,0.025124925642683246
LYZ,0.017043925614417168,-0.04854955871817164,0.00043047104979158885,-0.00531633503982504,-0.09195680553847964,-0.041167740161447856,-0.00010419542009923166
EREG,,,,,-0.02719820689238678,-0.02563092574907844,
SPTAN1,0.06107217135603927,0.03327161186799901,0.009098791875891186,0.013807821405253029,0.08551894042649923,0.13720172955240792,0.10282088833546317
LIPC,0.027664785524950768,0.12053001333338,-0.030103126573784212,,0.11517077966717702,-0.01942131638511334,
COL8A1,0.010002617410749448,-0.04618389460340922,-0.00939686611794809,-0.02147941428803104,-0.0708470100931485,-0.0747345254544511,
GSTM2,0.05018635907570554,-0.01435000108468857,-0.020551135320140586,-0.033714574828172104,-0.006250298717409557,-0.05336549358620749,
SPX,0.026825040206061683,0.03531809819166931,0.13799938138040627,0.07988925349945776,0.024724190266191617,-0.018040937731938426,0.002014847470481504
MFGE8,0.00873213996219273,-0.08246486648432912,-0.027674228802723033,-0.04828353537807053,0.05545554210976459,0.02359274273933698,0.012795036773501153
TGFA,0.047396218703319,-0.05214137859275037,-0.014274071912608596,-0.032820118168490564,0.00316674358199085,0.03261886829808467,0.008157982642489618
SLIT2,0.045948819253473286,-0.0011808488910813278,0.06449876091432631,0.015221627460192302,0.08701803570361734,0.01920821909786475,0.08842881568269663
PLTP,-0.03337255778080094,-0.035230139322796145,-0.02214908385304829,-0.025942378677143416,-0.14251772032502694,0.03686629395480374,0.07833250920828404
APOD,0.06770574538111222,-0.006281006438311251,0.002276215206828004,0.001962540404396797,-0.03634490048688043,0.030515882600914944,-0.015240460503850434
B2M,0.10674565642691548,-0.04331400666365615,-0.014384192685795482,-0.051411982119620614,-0.16982908362972735,-0.0034938201064940565,-0.09491359275103255
OMG,0.01898464249421863,-0.04915898335210085,0.029252255789218973,0.013729082231923555,0.019664609029587752,0.03690873642853165,-0.04533013074085128
CXCL3,-0.04777841869581851,,-0.015111518969092467,-0.01478312879403767,-0.023251398003235103,-0.003687467028955571,
CXCL10,0.0913066679605145,-0.023195390278224145,-0.007940854122675237,-0.009531506454623523,-0.04249006582135022,0.06037595539230072,
RSPO3,0.023886405254668282,-0.03485551629674687,0.06315595118332057,0.04231629061981594,-0.002663398655884892,-0.015566611619315947,0.02260161949379683
CORT,0.04582104427804231,-0.028754322206469663,0.11657488770584404,0.010425985588594956,-0.032547810191954525,,-0.02734288217395857
NCAN,0.10925918156102976,-0.07879003443980763,-0.0022021451173238104,0.09910997545962152,0.06048683935925765,0.11673756893303557,0.005883034476208155
PRG4,0.02316807990538528,,-0.016371953538455674,,,-0.030986600789157208,
ZG16B,0.01984376397088321,,0.04817483194589408,,,-0.01899233902111662,
TGM2,0.023180629355467587,-0.04223713213201211,0.03754283682429015,0.0037880678083973304,0.0027440615317441746,0.03256513055642506,0.03707765447871056
VEGFC,-0.013084344022582142,0.012291492611260791,-0.021585392814521914,0.024028972184890193,-0.030733855363839303,-0.04366931308560519,
WNT6,0.0011748070692315688,-0.017405482992401987,-0.01609967249052128,,,-0.019624784321688335,
NRG4,0.09412305806403566,0.05126067772636151,-0.020392306740417542,0.02783430687225405,0.12913966669912,0.11277897096471386,
PMCH,0.05995571133868795,,,,,0.015776888865491095,
COL9A1,0.09153882168027513,-0.02783226221347371,-0.041965153075199935,-0.029272418862855604,0.10877161411222834,0.02800172621749301,-0.04166066124496831
GDF11,0.055459361389124814,-0.054536031218840215,0.006493310308494908,-0.021332517603221218,-0.020007885527769827,0.051932468893870445,-0.025984965657874795
IL24,,,,,,-0.032994178341971325,
SORBS1,0.046643055355827905,-0.05723025738484669,0.0061332866354986484,-0.0021443562029910997,-0.021771719207394652,0.028709741973642608,-0.0195819624380162
DLL1,0.05839133963046279,-0.054181254734046884,0.03597568025721656,-0.036118010528054655,-0.05729545031668896,-0.010812274254016476,0.06487755464189332
TLN1,0.010443588894447913,-0.03554421908339313,-0.02144259321328161,0.012220521880636612,-0.07175887570783239,-0.050378182490675674,-0.012465062089391325
COL2A1,0.11735559736148604,-0.018856674662138896,-0.015111524111709851,,,0.01156154020661422,
SHH,,0.01495412553970691,0.053123886911568066,-0.015866378111866603,,0.008308083122783135,
PON2,0.05598476445020331,-0.03544830522285981,-0.01188132658837799,-0.03647506908018514,-0.0869639949812951,0.033224363593881,-0.047851018161909356
ICAM5,0.0015051981894064687,0.005256465967320095,0.011198762076504002,-0.013289725326259058,0.08120833281315426,0.06648975634833271,0.05761916530827106
HPX,0.040667725673292895,-0.017405484166524654,-0.022005527420469365,-0.013818738699548937,,0.010795120693028962,
SFRP2,0.0033342798411777094,-0.04114651070266779,-0.012060400902531404,0.005774489378824149,-0.037804067874022684,0.05694885034663647,-0.08228330377551463
CFC1,,0.04673443195320915,,,-0.02793811508411091,-0.026114065450861985,
CD70,0.02943490994208211,,,,,-0.05184540375016907,
HP,0.012749248469570887,,-0.024709303505587105,0.02259072914984565,-0.06304221907518433,-0.0020024672638831935,
CXCL2,-0.001975387515172579,-0.02690092927316585,-0.04229743235710761,-0.01920466269926062,-0.0469560793571553,-0.03748464072105307,-0.020862432623005973
NPPB,0.015128190313312488,,,,,,
CCK,0.08833213991455265,0.055681318580135856,0.041275102138194,0.037374843245568536,0.15691337345116513,0.0019589533238981932,0.09703111588431447
SEMA6A,0.025929227365554638,-0.013833232761122378,-0.009579414627913634,0.0034875504237793786,-0.09062921405723506,0.10645490614984846,-0.05216831458627077
IRAK4,0.0815661256728735,0.011123239363109624,0.01488286044795423,0.024428818918679093,-0.06241985070276987,0.01268542539840118,-0.039318604647202236
GSTP1,0.05512131529311768,-0.019468976225285935,-0.021282006806985204,-0.01939242446782226,-0.10244848147587929,-0.050529743047039284,-0.027495024147636483
VCAM1,0.06711806222313801,-0.0536927337615419,-0.02279057321461374,-0.0004094629306724051,-0.05878463118140653,0.04069453831223686,-0.06498352668868888
NXPH3,0.04796069034256979,-0.01851310835749871,0.0036288390346159013,0.045064046815035695,0.14777856423400784,0.020986750071524375,0.035252516205806474
MTMR4,0.07421915328386712,-0.039710769656029925,-0.013620238831026957,0.01964078518217189,0.0636064606117936,0.05766377753297354,0.01898769333697433
LAMC2,-0.023545078151296465,0.11843637116215978,,,,-0.028419599255590525,
IL10,-0.04246053125047311,,-0.01982969367240367,,-0.049787456460802904,0.024043608717933193,
SEMA4D,0.024869798472473274,-0.03775890123521288,-0.0626979905407117,0.06084611080613095,-0.10642354986588456,0.0003165040319293798,-0.04346135968861594
TRH,-0.04521692653701258,-0.03262497096471726,0.020151636597277235,,0.011464484559274265,0.026325218993318772,
SEMA6D,0.057577433449441065,-0.037148170505030415,-0.0258162845777691,-0.0035893287778399592,0.08170713879890898,0.040790838564373,0.04750705861409206
CEL,,,,,,0.055349133112973084,
PDCD1LG2,-0.006721011132893731,-0.016747504007033984,0.06696128712319886,-0.010052566499033026,-0.05189124784725876,0.011667622534195973,
SPINT1,-0.0020977004100733642,-0.021661879304186483,-0.014662431037685896,-0.022582859230009245,-0.04225334003744279,-0.00575608850448345,
CTHRC1,0.031682574259435194,-0.07879482825208316,-0.017921778178982568,0.023644753394816885,-0.07574597093774589,0.05701808709080438,0.08636989565518219
PODXL,0.047188897306703635,-0.0782488786306516,-0.020919853765357158,0.0062384089469829295,0.015556274426313077,0.03117343241218657,-0.045526443930382465
JAM3,-0.03113964667180703,-0.09299886936710725,-0.02712886525523262,-0.025240307608159016,-0.07257345581835159,0.05582414100527956,-0.04033268795772128
TGFB2,-0.01803420431873508,-0.00869326815232202,-0.00725951324492802,0.03308302113961808,-0.02947179260518113,0.022060730436422794,0.008072229031078423
COL18A1,0.04965820239318796,-0.048850595155139565,0.03284303120455288,-0.042013680874298465,-0.12372253546718212,0.041780821704135836,0.046088612582676956
NODAL,-0.02018999394775257,0.019655486808856183,0.017331813708735114,,,-0.01130213680091688,
INHBB,-0.0002681403450505709,0.016834094531739834,-0.044308259167569926,-0.0028779623861811994,0.04620306542738232,0.004225099450895759,-0.002908794573956614
LCN1,-0.023545083449034918,,-0.013261238953578225,,,0.10670272923134014,
ARF4,0.06889962688501003,0.008406240036011576,0.022740107856335484,0.05209440317512932,-0.09682896394675067,-0.05737441457646328,0.03345312086726232
CXCL14,0.0035056537753770005,0.04135201207577198,0.008019761696088295,0.006913429821313824,-0.004054868589842639,-0.006019529807553211,0.11594444705967771
LIF,0.03805976883818842,-0.02112832400169757,0.07982628768401046,0.0013915059465054243,-0.038011375572174454,-0.027905132321867896,
IL17B,,,-0.021901133141662053,,,-0.00023102301120603308,
MMP1,0.01949631969496012,,,,,-0.029991351930627613,
MATN1,-0.020107306114802975,-0.02039708911913123,-0.013903507477755839,,,-0.020539143769891584,
ADAM28,-0.014701307569038584,0.03757319393989598,-0.06524844837804972,-0.014408350325077751,-0.08606608870418765,0.030228175314978702,0.018683437716002168
TCN2,0.02997577463463267,-0.028068448425783165,0.027274257784861002,0.00794054983276295,-0.07160102652675573,0.06592122968764826,-0.027035407019046373
THPO,0.021068250508681604,0.07852665285847465,-0.02705804652738744,-0.017047474346564208,-0.03773287234989574,-0.03077977436636349,
CUBN,0.02967895310833301,-0.03628583224564301,0.01227199392401327,0.04084935463466582,-0.029015371691741107,0.05232277822485322,
TIMP3,-0.002270043279388708,0.0024445897785951827,-0.01284621513249444,0.010481702875618915,0.05988083504354914,0.05595001585003148,-0.022437101646793522
PIGF,0.09229436039761753,0.01601335258515487,-0.030741357405597504,-0.007775974275420895,-0.021288005087118745,0.02038894193426617,-0.06063831373549966
CRH,0.13257989340007,0.0707861371516315,0.016857216752872523,-0.011877049510146408,0.0010572235655689657,0.02983468386783259,0.10994545677390512
BDNF,-0.008114003479400715,0.02658369337697129,0.07880601765439532,-0.017276681498301902,0.005297883171566405,0.04027313722320474,-0.05901814503423864
CCL5,0.04337188158177215,-0.02510860059503587,0.05072052367259321,-0.02827112649300374,-0.046709150691221356,-0.009479988454934472,
GAD1,0.08557591595102301,0.0435976515096799,0.059602038992741094,0.001929032311650226,0.14692055626367534,0.03648562289646028,0.010004063234501379
COL14A1,-0.004071639107015912,-0.02660954259343113,0.04080888618601899,-0.02232980570130185,-0.016999328357467442,-0.044389012526703006,
HLA-A,0.019919607625076385,-0.094457759470083,-0.0072821034631222106,-0.00036976852595905157,-0.14598556231102047,0.013658766316076936,0.07369990110211362
CD5L,0.020626830068100437,,,,0.01957741851268114,,
FGF18,-0.0249602221266746,-0.00806776281051219,,,,-0.028196536667424235,
ADM,-0.0644743960725077,0.007668690655459857,0.025583873939469065,0.07895898322323276,-0.04578538140290626,-0.07756037768082813,0.13713621563921635
CCL15,0.000887341966059734,,,-0.020670561123488137,,,
GNAI2,-0.014509011093424055,-0.05362352555044109,-0.03176926675325033,0.052575414804999596,-0.13100068209957474,0.0077664908788538925,0.08708098152711924
HDC,,,-0.03340437258282418,-0.020753107332404857,,0.07526432088937803,
COL11A1,0.052227424881690916,-0.03637380647870105,-0.024110048677886093,-0.0320098031422242,0.045180213923921124,0.04087340860584065,-0.04398863030675063
NUCB2,-0.0005638742255699824,-0.01584132506651535,0.012409940566942118,-0.016999404289676553,0.05469355908314328,-0.08139281151041868,0.054333692253092564
FGF16,,,,,,-0.02023864694733079,
CXCL1,0.06886144775702628,,-0.011138144998295569,0.02151231416768597,0.008482999904995459,-0.03817375017035539,0.13588190536858336
VCAN,-0.034351361312376934,-0.057444847939229944,-0.04583416415223023,0.0019945502957411233,-0.04388184470493601,0.014840853787172113,-0.05118124079613588
MMP7,0.050441948291386034,-0.021128318071081745,-0.00967961078932093,0.02058312217894422,-0.02317365491320244,-0.03959821508587678,
PTPN6,-0.02560963006613076,-0.044147562768132864,0.013208344551679088,-0.05082694171649858,0.03340381925242835,0.06502397069640092,-0.046884163803536105
PTGS2,0.015606713002955453,0.04083028659386256,0.0761382311836363,-0.03308514599406428,0.026991831747241082,0.027733126795222985,-0.03395631268623367
XCL1,-0.03022917436975357,,,,0.06223443516503791,-0.022909264829552613,
CD58,0.025998604284817203,0.03455575146422026,0.020518730697126755,-0.008400684162016898,0.011125333013310748,0.04657863694558564,0.08752390589139604
TNFSF14,-0.008421005066654035,,-0.0012637143640746012,0.023280869657030887,-0.06600692617897844,-0.019031312167635046,0.1919883851772563
CNTN4,0.016669527199403983,-0.0044437468923505365,0.06018556454157243,0.03937877224862695,0.14274165520611745,0.038320129038859195,0.008820348571470307
INSL3,-0.0016832393824714892,,,,,,
BTLA,,,,0.042214811357628175,,,
MFNG,0.007001559931341342,-0.027529178980310355,-0.021481702779713736,-0.02191391476325735,-0.03797636802122092,0.006317180311516402,-0.0645168963357116
ICAM1,-0.055417832679992604,-0.03131476954156629,-0.03165450764149058,0.035854723979106586,-0.09443702277357038,0.046428114656280335,-0.05537804236794041
PROS1,0.048542946683720625,-0.0580922951409029,-0.04568387989380644,-0.02729020744254192,-0.04516825669790701,-0.03210278828589554,0.08342233071923787
CLCF1,-0.022779237727666976,-0.019640881529667906,0.001315524495582726,0.00240274085198023,-0.042813343401842174,0.006238366045649371,
PSAP,0.003781672116841511,0.10280187912008763,-0.018506413156455234,-0.04232461565675629,-0.09317424404427767,0.005504969356118642,0.004416439866120033
EFEMP1,0.013375264423570923,-0.024868415363542402,-0.012205273599211438,-0.0067274837268129365,-0.1300417431332111,-0.044596463382581907,-0.08022731688876102
C1QTNF1,-0.004605965432054767,-0.03403291505186553,-0.018130157847810097,-0.03362657532534098,-0.013182897702777982,-0.01676711940434519,-0.04855044254837063
ALB,0.008427665892625134,-0.02021049018304006,-0.016236329255836186,-0.017209943501716115,-0.0244622932516412,0.005025573082560009,-0.02920247622355401
EFNA3,0.015907439239086482,0.05182372408662556,0.03173681717502367,0.005623691787542158,0.09885739135066322,0.06834291225076992,-0.006001627729173431
DRAXIN,0.026893649548690866,0.02190380640735633,-0.0017189424312763716,-0.01381874010833621,-0.01411235013623158,0.0696652927852071,0.0796482405129365
RAET1L,-0.021095396945712296,,,0.05347066562374426,,,
NPTX2,0.14070351380057483,0.07750986994283336,0.04542434692042698,-0.031710416509044936,-0.054565117515938136,-0.004281650893099713,0.04835049362034276
FGF11,-0.009692328059334487,-0.0424806843900141,-0.0006365110815632548,-0.031321511858609874,0.013240485780428779,0.020522431877887975,0.011407310797335484
CD59,0.015596651924618923,0.07930639882819678,0.019199296879837624,-0.024591693912318406,-0.028758173846111724,0.052167228517379205,-0.06433848896564096
COL9A2,0.015038100147973492,-0.07071970546441156,-0.0378573679667918,0.012429535166342884,-0.09773144065920232,0.007677083655797823,0.004133210362058775
DLL3,0.060305160556256836,-0.0417861489846774,0.0661081220474335,0.017833551744860746,0.02265479654780586,0.08628816127138379,-0.04142762640737122
FGF5,,,-0.01292889758475493,,0.17328519395638717,-0.03471728759964278,
LIN7C,-0.005893611993846742,0.013827218042777208,0.023237101423628757,0.04709560477742811,0.0057003741691164156,0.0518499699914853,-0.02422763804780878
GDF7,-0.012902216139858045,-0.028869330693947988,-0.023127684985401742,-0.015152414730488823,0.026859310653856796,0.08193861076559518,
PSPN,0.012056588710080873,0.009840820114490329,0.004137459362478149,-0.005156572555434041,0.025075062274027258,-0.003953182412437901,0.2541178647240148
ANGPT1,0.07498372790770284,0.03491565804286122,0.013150000682483056,0.026424878935466502,-0.07656299536578902,0.0037093272275342034,0.06875121745209056
PNOC,0.04032669010673344,0.06931719766086121,0.04300287096994034,-0.0007833131473884469,0.012181134287158729,0.055126727218107754,-0.05049460391355238
L1CAM,0.08186204112361795,0.023183153025502175,-0.021094829964559893,-0.013736685961045417,0.10106723772537426,0.08047310614235345,-0.014530582523892168
APOA1,-0.009662676329488654,0.05760516964001677,-0.027669796297873795,0.0339912843928601,0.05293253326362197,0.06797800809822281,0.10715864184704516
PSEN1,0.017454888844250255,-0.03860465584747345,-0.03725558765546721,0.00670697793683186,-0.05362073969731226,-0.041918010078157986,-0.034789456099763603
CALM2,0.057195472070487315,0.04793174591261193,0.046721427650812455,0.010107582258797574,0.1615075436228829,0.06416874008738617,-0.06932293925808443
CLEC2B,0.023824259330636883,0.0378622029170908,0.0008381626296830914,-0.047308891004969246,-0.04737181650932871,-0.021970982097127813,-0.025618389818495534
NTNG1,0.025347271836724843,-0.010788593398075093,-0.04105730644567433,-0.0352732745526403,0.06301594739718124,-0.008283404984608982,-0.023353016922572377
LRIG1,0.06147562923209775,-0.005970561406156662,-0.013785479160339018,0.02348155394128375,-0.04449115824612722,-0.017908389149538316,0.040409360907427465
CPAMD8,0.03383236157558617,-0.000584893585851056,-0.011695927792212063,0.045144819514753756,-0.0075744620191649315,-0.02226268796692521,-0.04589364976760471
GHRL,-0.0010824371094419383,-0.02148536158086258,-0.024873039980630993,-0.01381874010833621,-0.02485673345961111,-0.019624791087093345,
NPY,-0.013423016003369181,0.1037056585720495,0.06674943636107919,-0.08086775238506139,0.004324087911782707,0.05802242407468659,-0.07896723657415547
MMP2,0.05317196109002021,-0.04135891837097906,-0.021212435939396854,-0.018350047645434263,0.042479683104703465,0.07256575804091543,0.01818910993965095
PPY,-0.016583534483693343,,,,,-0.014705336740115383,
ALKAL2,0.10989114308865648,0.10710791008968523,0.04468909677982831,-0.027981128168353776,-0.08147231230915482,-0.06797713742200528,-0.024101434696576305
CSF1,0.023242073421219624,-0.0257167659209526,-0.05074960244989593,0.03153091195331975,-0.05595167662058657,0.01289523134955608,-0.024899937388231017
SEMA4C,0.04091258887802583,-0.03380567777372604,-0.0034213239821604463,-0.02026773544330276,0.033798791118292926,-0.017591109738146465,-0.005241126852759134
ICAM2,0.033885906256454865,0.039408489655080745,-0.000826230113237981,0.03585035967252453,0.0023055931751828993,-0.005375225732337374,-0.021790567636593042
SYTL3,-0.06269109392790503,-0.027759181812950805,-0.051982445806733064,-0.012486717117006458,-0.045066867320778754,-0.038765684469135246,
IL1A,-0.03155783935242061,0.036736505545952446,0.04507165078716997,-0.009902398652278379,-0.054975372488399815,0.007349504732959241,-0.05152311930461342
HLA-G,0.011380819037048812,0.007946924223863743,,,,,
PGF,0.001526520649312342,-0.006827343903167281,0.0340564016887344,-0.024986709240815495,-0.022691278722072328,0.05268468979294128,-0.021255958498211172
LGALS8,0.021314837587033363,0.02082294936351817,0.031981321120544415,-0.002175076163034127,0.04013789225834557,0.013032072545455601,-0.05063459220635777
DKK3,0.07251232176232808,0.09551594334505176,0.029831182808167378,0.001611579068691047,0.11238211384857112,0.06899368625935053,0.08911073447278607
COL16A1,0.045246415268024275,-0.07593379567560626,-0.04665451510103338,0.024287503426913812,0.013571605354560319,0.024466452900304463,0.04371730468388076
TPH1,0.004795935184258274,-0.01652268360551341,-0.013903507346512583,,,-0.033884495564951156,0.3019411191962242
TNC,0.018050648667213218,-0.0640840785680395,-0.03314172320141876,0.031101796930709413,-0.120584157076734,-0.062163866578656586,0.02349415907509809
TNFSF9,-0.008333121572990822,0.0131383005981913,0.061304579889120706,-0.02308146922335632,0.010758156731178619,0.02334876933333138,-0.03300335697048564
C4A,,,,,-0.02682117141906479,,
CNTN2,0.014643189140833965,-0.04088965152808624,-0.09243932356762444,-0.04503533663621833,-0.09278211457944884,0.057670253514928785,-0.0523290752763105
F7,0.021465458581260772,-0.014349997860024782,-0.011695920994147584,,,-0.02751794040859654,
LUM,0.07303817354186215,0.044681318303283805,0.039959184056790324,-0.0013940554220132878,-0.013738148738303193,0.05890015391813865,
BTC,-0.021095388158801482,,,0.010261950471085683,-0.03268767358874758,-0.03381553708856178,
APOC1,0.013523909105858893,-0.051750858194767525,-0.007626755865504967,-0.0711706039841043,-0.12989086255518334,-0.017611132078267762,-0.09495281256321669
PKM,-0.041334853757029916,0.0031169259846793177,-0.019131558413042486,0.05101767348545821,0.09858509697906799,-0.03660058515874197,0.041067129099582496
TNF,0.023969797515010886,-0.014471227972952912,-0.01716521533337115,-0.020202692636864326,-0.07665896377113865,0.0017394835119528976,-0.07206830164094326
GNAS,0.02457349712465297,0.07707908850084995,0.02539112960397582,-0.03272287037670154,0.1476257475021794,0.0973337985022369,0.09671729362844922
BMP8B,0.05650544176374059,-0.013023181581966867,0.007300083746057642,-0.013414380253320564,-0.07662119687147177,0.05059183505229946,0.016766722104583152
LIPH,-0.0238344496487114,,,,,-0.03415091741137414,
CCL28,0.019932277450386462,0.016020908754955564,,0.05615533391317045,0.11429589782218132,-0.03240295307088463,
