,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
IGFL3,,,,,,,,-0.03192529686294356,,,,,,,,,,0.04021465800353983,,
BMP1,0.02497356087988498,-0.037544112202820265,0.012711728745346174,-0.008451992332960363,0.05461265517889931,-0.0487135754074621,-0.0363883968757624,-0.19808883715254502,-0.03285616587927188,-0.008865207686315171,-0.12183102614013301,-0.028706974507344815,-0.13718820278934793,0.040644543860539596,0.032516699078607395,-0.05584038028313721,-0.04422422438802147,0.014897499699956771,0.07911061329211881,-0.0018748604023256694
NDP,-0.06879582801016057,0.02295237414746332,0.06187289045601721,-0.06246885672013202,0.03851181314598266,0.15628258464865893,0.053489187923604936,-0.05103402079606752,0.00701763403133331,-0.00843839986600521,-0.0642655787973242,-0.03503287764401374,-0.05354045353398812,0.03813096307692273,0.056212021401507925,-0.0050688798667105515,0.0018527280027328026,0.05684073968149062,0.020331327700758225,0.049036609266937134
TNFSF18,-0.05265471766295392,0.016576377718551305,-0.03570016436521175,,,,-0.03909988054464208,-0.04740810741779564,-0.007043752243502164,,,,,,,,0.030869027812140477,0.038260967816169326,-0.021299959972600667,
IL36G,,,,,,,,,,,,,-0.02526073459509931,,,,,,,
RTN4,0.27514928436549396,0.04209819936467701,0.08379236154861272,0.0046091375966350765,0.03703565994039001,0.1872975375954327,0.20132565564241572,0.2579325178482861,0.11827948423697926,0.10583001435897192,0.3404820836259844,0.03976428753475853,0.21485894397428396,0.022015531623466037,0.02411422074136339,0.12010851342668845,0.06396935069423512,-0.001001012323516849,0.23283569574295954,0.06491062476226875
HEBP1,-0.0915394407253816,0.054991908074196495,-0.04411490518586249,0.010329699745481468,-0.008277230782645681,-0.049022046743068586,-0.059955265201227896,-0.024036709741791593,-0.002256411759482829,-0.07698634451656423,-0.12662376715836468,0.016130912632205566,0.012244111179715838,0.06241987647887639,0.039101056597525365,-0.005329561810403192,-0.01633147249541292,0.03292046051520158,0.07339439205329724,0.013145101919639246
WNT7B,0.4444128310651207,0.04876051926043566,-0.022175835442967577,0.0029162860325284545,0.0019212546196674075,0.04781480851932116,0.061961476957886126,0.20515361758867456,0.05429794124880414,0.05871285426095289,,-0.01629295093305812,0.1326163407430537,-0.05268154726269757,0.009678916929659201,0.015973738201356905,0.02033416213672548,0.02506268743270679,0.054559862292145225,0.04242735554767096
PTMA,-0.05443378328271633,0.027570458203967706,-0.02070111636550107,-0.03459834299037142,0.0029817960334968586,-0.16280781333744226,-0.191890091054643,0.07404319982680298,0.025577612450587168,-0.03220768622964319,-0.3290183455761688,-0.07788193682021188,-0.1996809699577753,-0.014317574657828668,0.12860629174505786,-0.07670697473069897,-0.1453891254568747,-0.039546676879594365,-0.051344886511447675,-0.19128576635701428
FASLG,,,,,,,,,,,,,,,,,,-0.0302799228266477,,
CEACAM1,,-0.014868623482531332,-0.017018619915788548,,-0.03721065844738368,0.023971261120067717,,-0.03694829648037987,0.015365424969371804,,,,,-0.00714036062681749,0.00020563276106926474,-0.008400989691769676,,0.028480320821284145,,
PDAP1,-0.07398012518182812,-0.007810861732581224,-0.037422225262520745,-0.010522399571195076,0.019532109355419842,-0.05713774739729188,-0.01531043694152843,-0.1644236186267029,0.02396212892929306,-0.023408170545436393,-0.034489664190926535,-0.06701872829614434,-0.11900784007294404,0.05313305877847939,-0.029975378109196107,0.015943094924826613,-0.00031011929538994604,0.03093287440796519,-0.06217727855207611,0.0481211617140434
QDPR,0.14984243626768448,-0.007379530479771738,0.00578480547265179,0.00517250626423216,0.0030873388997780253,0.18063218859134914,-0.0014045765359174418,0.03839080081500756,0.019260479264728996,0.019955304887142828,-0.22428107227726812,-0.007713338138935936,0.058424590975769825,-0.03819030051158072,0.0072758821190537365,0.04715698798200605,-0.12318062573359018,0.03939724594221535,0.11645445228714592,-0.15616286561341428
POMC,0.14851157803341952,0.08070624170841684,-0.030239372395527746,,0.0099312932538163,0.15212211404263296,0.044265063901922225,0.030642136496546638,-0.031248072801963938,-0.058423959586933,-0.006258862046832066,-0.022929638123191584,0.07633362940080589,-0.05122418120871837,0.01957425037078434,0.044838155286328965,,0.0458997499852187,0.08696707359755379,0.09349061963952093
CCL18,-0.00999771181727538,-0.05687169327530565,,,,,,,,,-0.12113602322230159,-0.054383488025261266,,-0.025816851163560205,0.016586630628022483,-0.060694743915256824,,,,
CCL17,,,,,-0.0021016597815054147,,,,-0.02780511644011976,0.007074442048868369,,,-0.02307639820463522,0.10249587867335576,0.06751607711165034,,,0.03230385518563697,,
VEGFD,-0.01777823632615992,-0.005552982784659913,-0.024375758594441223,,-0.02864508235651635,0.1050573458645467,,-0.02464370802728769,-0.010989972009016628,-0.026973663164985853,0.11558570592751312,-0.015492190411177272,0.01753405128002695,,-0.007714268094978491,,,,,
TNFSF13,,0.00666597947938903,,,-0.01773498944679005,,0.07376887313036909,,,,,,,0.02439888897371514,0.004929202132379745,0.04588023172947215,,-0.007314633077803813,0.0457765679510136,
WNT5A,-0.06653519461938573,-0.029969951145513294,0.008766564623383943,0.016375472627522807,-0.019238293656175097,-0.16061315838950213,-0.09196400770312813,-0.1651440504927482,0.0028770596807637843,-0.008367201936347685,-0.014376873430227569,-0.0031167468914501586,-0.03246459846471944,0.0879868149857884,0.12056835646892564,0.054531271811973946,-0.03499118237877427,0.043165181108205164,-0.05440595070071914,0.06963506620345429
CXCL8,-0.19812341140414935,0.000257864179103262,-0.022824015550545654,-0.009729984577955922,0.03335199457177109,-0.09290895260293025,0.006544841682247604,-0.07471279294293104,-0.017144659817460776,-0.03394185736619716,-0.12069201802222702,0.0443600891894204,-0.007925872529722175,0.1369708838770969,-0.00639165846985048,0.00988093364877599,0.037874548175342346,0.07554279500999313,-0.10887727728579791,0.028869781107545237
GRN,-0.07450313784004077,0.034300114333548515,-0.012862124978059136,-0.035691102367586214,-0.015073831772667015,-0.07192521187818658,-0.07062063004783363,-0.22013220915506154,-0.05745134218234841,-0.06137559255089298,-0.21121846165320682,-0.02482584356238046,-0.03348598269555112,0.013796269490791194,-0.06533629444133139,-0.005243543413778649,0.06697697133047405,0.005963233217395566,0.05667072942195956,-0.1293483316461783
MIA,-0.030487687443973767,-0.0364461851197653,-0.021678095028273104,-0.060042580477435555,0.005358056966825252,-0.04709356246607486,-0.03354028014708748,-0.0911975569815037,-0.019107924085765005,0.018381948300473506,,-0.0018474884857890433,-0.0239187475826996,-0.03888351464437521,0.05148026337339991,0.1016247912206163,,0.12251223876119904,-0.02236107340240635,
COL4A4,-0.0036768557981559664,-0.06830244155444189,0.06566329245881565,0.014281254779782883,0.015752779499117905,-0.11793001608492239,0.033218029344425595,-0.031460010397935514,0.03329728401399429,-0.048015399269870467,,,-0.03285630489477998,-0.02744421037766718,-0.012157020570985326,0.04133250511912029,,-0.004851895800078013,-0.01720455415304707,
TAC1,0.3449884231465099,0.041520133098176856,-0.028385456521879786,0.028075016821250194,0.13679978369654372,0.2343839621586804,0.14440831958642494,0.2729916363209303,0.03590332468850693,0.07685428781418112,0.2328527154324368,,0.15192073194279507,,,0.010637653216938367,0.05340925109986306,0.03463926592099438,0.05938121949855225,0.14704850030916916
RARRES2,0.0388430005594842,0.025171676282566998,-0.08994770406541613,0.004004990843205574,0.053994475647733804,-0.21311572349635802,-0.08948153427485071,-0.21760186401496123,0.0635076919775393,0.037142081759325124,-0.10972577729999396,-0.05346594606138071,-0.07590833249423441,0.04930501976644683,-0.03376644210441859,0.023888598245284377,-0.1323873511081431,0.03532808514887628,-0.060708847212185266,-0.059475806431454475
FGF7,-0.03715956394264789,,-0.027512550844942783,0.053738993087950195,0.00822036130840192,0.12198734047223846,0.0235014004279957,-0.017559332089545257,-0.014123966711861783,-0.0076377854819691835,0.016658655964558292,0.014563542039560659,0.0036736507411229205,-0.014625973561680081,0.045684459692193896,0.07028626314647848,0.0323756030657479,0.12246654281140588,0.06416040020376713,0.03827769431491758
EFNA2,,,,,,,,,,,,,,,-0.0015211906135888275,,,,,
HBEGF,-0.021606838571874797,-0.016835414744109312,0.00020102560845240933,-0.005535855535495994,-0.03230215301460039,-0.06201395311367191,-0.10361649614222035,-0.07188165230772321,-0.1048799040131731,-0.02462076719217038,-0.10936863468880727,0.010614751168975815,-0.04720376267228742,0.029704385515458467,0.0051276415487840794,0.03595401214989971,-0.01846454850462709,-0.013270935930204973,-0.016286634052681076,0.02935236853903084
CSF3,-0.06434710687318199,,,-0.031980623331595175,-0.030645472483188104,0.01866055790169157,,-0.020566502449904392,,,,-0.02327432415811273,,0.07920933377046598,-0.02634993461133347,-0.022715307264990978,-0.05723474028754074,0.031263176022000405,0.0051463685945815725,
PI3,-0.07404904327231684,-0.030310018230558625,,-0.005001450392089387,-0.0410527075091256,-0.03497674300821306,,-0.02748723141416993,,,,,,0.10260020141957903,-0.056189685860703914,0.009320903937075875,,-0.03383620337765629,-0.05634426107410692,
PCSK1N,0.3143651466245479,0.08289394378143337,0.08906872843267655,-0.0704075260664309,0.05615403426647989,0.0856280199518451,0.09407298850169053,0.1883468070239238,-0.04198044216645271,0.05265682626467991,0.35651897245449765,-0.03519090722969787,0.21155777467405087,0.02517467929639712,-0.026051427068946448,0.2268828474936637,0.12247024934009763,0.046469988540153224,0.16406794992971396,0.2515578775844089
NTS,,,,,,-0.09606237461155029,0.05284849800414187,-0.04091014483193691,-0.024342929024726526,-0.02760079799988626,-0.030320942914108712,,,0.03231746701995898,0.00286770728981321,0.033097161718622786,,0.07704912851789435,,
SFRP1,0.15275894344192087,0.04697969232566268,-0.0019517939931943157,,-0.02243398941845862,0.13602380331527958,-0.06113436889796136,0.03028359503775863,0.017883722847037088,-0.004376762516806805,-0.142434185024501,-0.004286309970274079,-0.003967069482682068,0.043802962264201474,0.021501745949670702,-0.07456590239581407,-0.07297358920414362,-0.04179627336400732,0.025875693180332258,0.08662366967024107
CXCL13,,,0.012118329959944255,-0.023221716575388334,,-0.013611012696088045,,,,,,0.11418601253361642,,0.045514290304091085,0.014030368864318679,0.03635853574461156,,,0.044578660676024284,
MICA,-0.08734233553597331,-0.04110127404540641,-0.03242880741450787,0.07674937900494516,-0.009894209388983537,0.032141236425024075,-0.07222347495302642,-0.043680891336678074,-0.038240672548383564,-0.0451031340538112,0.025622161803884082,0.03620518041223116,-0.09725664547469935,0.012120756566165899,0.02071460483430521,-0.049380739058397925,0.05429733137836632,0.0978906412018969,-0.05232512095379992,-0.08360468476119003
TG,-0.005427837709475035,0.0030609950058645345,0.0044464892840492985,,-0.01202260188020145,-0.0045166097877740495,0.03188438631085837,-0.040170913303768284,0.07287936937841306,-0.028066161541193103,,-0.03306705078192428,-0.034664006250965475,-0.03185525044968998,-0.020433486612230694,0.0051408396774492654,,0.015903247713161928,0.016643520261522236,
ADA,0.048419148859402884,0.0014661645697978108,-0.03250141353801378,0.0046500716116468855,-0.01111731417895277,-0.014101896011246388,0.018383822997369608,-0.14673860063255412,-0.033747523410177546,-0.016050027699864116,-0.12991296074586814,-0.07839787573100275,-0.07804088832563687,-0.02034222787816215,0.03446679070556489,-0.043787317919540124,-0.12081448956842893,0.023929218066072684,0.006671347420792515,0.04037531459221087
LAMC3,0.066587154599366,0.04489601586782305,0.07601220388090571,0.025924106351729967,0.017060983920965757,0.04957030742840186,-0.032485652419505275,-0.15355486559196946,-0.03660237119531439,-0.03534667835068329,-0.03304302836339401,-0.010200252876243437,-0.030336658499071363,-0.0638377494983742,0.07362673579364885,-0.047529029750979515,0.043692610025981245,0.06466559773936302,0.05804915630798317,-0.059127933806524854
CCL7,,0.0031952920593779255,,,-0.017503667610086256,-0.032297975895105475,,,,,,,,-0.03075626011578951,,,,0.02989044215520195,-0.04640299648161827,
NGF,0.007737344006816876,-0.00518750514892453,,,-0.01670652244461552,0.01893552447553774,0.0010579662515559111,,,,0.060624866326014375,-0.04859370937323589,,0.04333822564871854,-0.023495628895988083,0.07787039390505462,,-0.004321508151344279,-0.00253885407154877,
TNFSF15,0.024197964369133067,,,,0.0991195563573769,-0.02183855821107571,0.06742272893369262,,,,,-0.014821547095750056,,-0.03774009932671968,,0.04874586715813269,,0.03221787065920838,-0.05029569656483102,
HMGB1,0.11554980914821647,0.026107981867194582,-0.0033274671386124416,-0.020636438592168287,0.030131094600049552,0.03918504806146452,-0.08482935544383943,-0.18511160763839965,-0.006126370443193689,-0.08885350443990783,-0.08165908943254657,-0.04838413461933616,0.007107885687694071,-0.053688401383633254,-0.03763973308324436,-0.08238637036350992,0.09220657511748687,-0.05131819724398776,-0.028790796776070438,-0.15412738562258627
ITGB3BP,-0.1933123785880217,0.03321942616397972,0.052172198025525376,0.040267475782973516,-0.03820541007812978,-0.010248160013767387,-0.06958788363250346,-0.14516250078635456,-0.04620167537539944,-0.06701928094390157,-0.025036046515313257,0.03912545764029314,-0.10552310659850701,0.013209842287229745,0.021979711767676928,-0.013779162935805875,-0.022623578712103302,0.06983147253689877,-0.08704959157955958,0.1715727297337404
AANAT,0.13184374184764813,-0.008975277261824887,,,-0.017734991339611716,-0.0032326378541468036,,-0.030023145826126883,-0.02998004341034172,0.015247131303065887,0.01734642141187133,,0.014836869436381633,0.02591761964741184,-0.006882328162220307,,,0.07738361433948915,-0.06115565516874006,
RELN,0.11059794032598462,0.0268881891118902,0.10684544792499144,0.03799803155350135,-0.02125312940521432,0.024810617607480705,0.1326615307425494,0.14825757193074976,0.03586082820611416,0.00034655830391763933,0.0851819453083215,,0.0156829276985736,,,-0.003988662601873762,-0.0010492611066218313,,0.10976010538585133,0.1522086350574778
IL15,-0.03123433013807321,0.0628334362577882,-0.029482419033904483,,-0.002900379815636635,-0.03382554096702744,-0.0073234361883490005,-0.057634990531511006,-0.007076799384587799,-0.01342717421642624,-0.0715234659584043,0.014329647093007368,-0.016448402713185366,-0.04757682671851405,0.0134155058582439,-0.03692498592659069,0.0544263053805995,0.09471266269667204,-0.050622992967423314,
UTS2,,,,,,,,-0.07708685846298508,,,,,,0.00806655447377405,,,,,,
