,UKF243,UKF248,UKF251,UKF259,UKF260,UKF334,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH916bulk
PTPN6,0.014577310846309444,-0.02409390775638955,-0.0072251085593528774,-0.026680041056771027,0.009138426801352151,0.027676531891346823,0.03745595947965121,0.012614277352857334,0.006261813159012244,0.00024521101649463536
PTGS2,-0.0010771744008467646,-0.03848720796710607,-0.024367173888943643,-0.008611138515248595,-0.06297739762315419,-0.006178651304673242,0.03241468836418723,-0.05063837040279841,-0.04161683768513332,0.08739909740481935
XCL1,,-0.03128753304458874,,-0.013082997880495164,-0.012405932139643442,,,,,-0.014471922191163418
CD58,-0.018603189758287356,-0.03840702070997009,-0.020364946738265114,-0.04598595195966331,0.047414169932704156,0.09414247105500936,-0.05562975961729288,0.04458310725369731,0.015864036364595494,0.011917722572594054
TNFSF14,0.0460030462796346,-0.03152541499134674,-0.028476921931389117,0.014326048451250718,-0.03491855635327615,,,-0.023480245825117096,-0.03704739140608744,-0.05145063786465444
CNTN4,-0.04247120142938212,-0.018182872925109287,-0.022291643645930323,-0.023512500955870083,-0.029217743134487648,-0.04921085202902899,,0.03571775532251599,0.05741052240926065,0.03941958756170372
NTF4,,,,-0.016549419383743092,,,,,,
INSL3,,0.03275196979989988,,-0.012024416342750607,,,,0.006401430807560512,-0.021504302539504833,
BTLA,,,,-0.019086403009678822,-0.012933597247822254,,,,,
MFNG,0.0019668664777108226,-0.011079560044743834,-0.011262807778426738,0.033634143819073814,0.009475959892691208,0.07827613545966065,0.04036686380711158,0.013713536919372413,0.06225445402587381,0.0811133244483883
ICAM1,-0.04661909341934181,-0.04230335272359592,-0.04976211683889484,0.010141504333370176,-0.005329836915221592,0.026128148424101525,0.02581566537944327,-0.00631514251882338,0.004913609242185465,0.05719713339801835
PROS1,-0.0009520298901495785,-0.01693944095786012,-0.02042013554704154,0.029995519689173505,-0.04157355608923339,-0.013388227056030287,0.03970987187462466,-0.021762996958859547,-0.005632227252711534,-0.01758416970620179
CLCF1,-0.012706360509584068,-0.04502499735434319,-0.01098218430160315,-0.044948576565801764,-0.07090858853258263,-0.01774676894254913,-0.06097953533013141,0.010090669564303148,-0.03197590337785138,0.008383014124662764
PSAP,0.035460602678368466,0.012731629172636018,0.03626437433159054,0.013359212012116348,-0.06860939016143226,-0.10878575161563024,0.047252328749075145,-0.05056570239844649,-0.03458837619815875,0.05741458144223188
EFEMP1,-0.01287880535702116,0.0066688315614658895,-0.0911065876826583,-0.0068756575959632235,-0.09935880218139766,0.05457665431712013,0.028330195905226268,-0.058860922692140605,-0.01992389290791262,-0.02209724462478567
C1QTNF1,-0.05909271974370461,0.004533953856682957,-0.05203826690078273,0.057671883534077394,0.002044218494121468,-0.01845802182811114,0.0608390270979998,-0.07696048916991115,-0.06105519874250053,-0.06993103352934724
ALB,-0.03633785160148123,-0.0433317955415042,0.018107175027937527,0.03546793413262049,-0.03055027797932283,0.04494768884837875,0.03703293019178505,0.022280933487127196,-0.03045820669765041,-0.024492833757465707
CCL13,,,,,,,,-0.017430114208271556,,
EFNA3,0.02641907803013083,0.03103738818318073,-0.019165549803136,-0.03808476404962321,-0.04847573243368456,0.023404256399058243,0.020722065757555752,-0.0018682016403208945,-0.0032529265793652122,0.009426488160517226
DRAXIN,-0.008210975836991192,0.05777127169315177,0.028162136271170233,0.013952753501036195,-0.03569435719568346,0.0658870016742733,-0.0025740097319405667,-0.08310504416375343,-0.02284458509831593,0.08926210371723489
RAET1L,,-0.02183397141299663,,,,,,,-0.003153873015605108,
NPTX2,-0.019883846606998375,0.03872631744685794,0.019403397648788966,0.03904429431081245,0.06456655837096587,-0.004466397367713242,,-0.07679314896610807,0.06411188598476095,0.05338516827287451
FGF11,-0.030158832482114952,0.006476916163810223,-0.04192324442909283,0.022595185380301332,-0.05684112455831661,-0.02678397299531559,-0.05450902966277051,-0.008791750169693434,-0.05096018643472532,-0.03040715884218853
CD59,0.0761294617453402,-0.0008923234561170365,0.053606881830649045,0.03795573128604868,0.03846635810503287,-0.05067553652110249,-0.05570514180852081,-0.05786374468130476,-0.06748522139814173,-0.012630537342252814
COL9A2,0.05331890611092122,-0.0309616930169682,-0.0038315135441206747,0.03229861820912544,0.09605199232987599,0.02328634920185451,-0.005030066957960429,0.1041755993459746,0.04959065828898822,-0.035953319212603196
DLL3,0.10600169513506753,0.04809402806164234,-0.02464640463398816,0.033254223958876415,0.010443087180408176,0.04151301966121037,0.04349066161878035,0.14235425253146708,0.08423669599741747,-0.04119566451866275
FGF5,,,,,,,,,,-0.029241153135333507
LIN7C,0.00806518555805679,-0.005963979915487882,0.06916253060971779,0.09079889644163086,0.01612077109800085,0.04279328597903998,-0.0031928537364100287,0.044236428651943896,-0.02189739177606315,-0.018223674264272252
GDF7,-0.02567337082672409,-0.023125120424981774,-0.023920519879290916,-0.021455069293244235,,,,,0.0035148947833564008,-0.02644442720628536
PSPN,0.0037485448432256195,0.008795385743015876,-0.009089670369559214,-0.010519036329444688,0.017411045794683038,0.03819863343055359,-0.10216738023976721,0.012416957477732733,0.0045525580166693655,0.01043238426713389
ANGPT1,-0.018715231768807346,-0.02723157598845062,0.08286384629487645,-0.01447328607710179,0.002051415421522875,-0.015260708388408272,0.042398458031558305,0.030123223421659965,0.012486535385271141,-0.024330206508098293
PNOC,0.025126556996280854,0.08731025929088483,0.036868546564647824,-0.049230472231740555,0.0654458436727541,-0.03487977627797177,,,-0.019844928656900754,-0.021257851199650585
L1CAM,0.012143474646972852,0.014635762367760586,0.013144664544002418,-0.00239266875368282,0.006915322453918871,-0.04872169941329667,-0.020755021494301484,-0.08150724090656145,-0.05708852934493219,0.0782316961877241
APOA1,-0.008918814507576547,0.024665070686477334,-0.03312670876589497,-0.018726041748969174,0.011580204011037593,0.14501767283969613,-0.02583572461072955,-0.01586401922895659,0.09054428261118165,0.03119318121657071
PSEN1,0.0028615355731667334,0.052542535130961514,0.010532326184721432,-0.009662563885782113,0.016762670196011364,0.10395746278286493,0.02176851887527584,-0.00763945397150461,0.016994030667961485,0.039488215409058086
CALM2,0.08846023795981742,0.04884377089870364,0.06491877375842538,0.05957521051718386,0.08226222409168996,-0.011918007798054688,0.059816777353007465,0.011301243584734064,0.06504925815404136,-0.04001215118835656
CLEC2B,-0.10515252099438784,-0.04650086741400216,0.022834291965773384,-0.03291313117212758,-0.02613067007766168,-0.05473588405223857,-0.08154586162969162,-0.03037853126509593,0.017152309415481095,0.060601091135380786
NTNG1,0.06661222524574247,0.014578628932728231,0.04919421468329017,-0.008271501396824253,0.06978623038291355,-0.014783809921244137,-0.031823485907400514,-0.018281862257641755,0.0479946381971715,-0.037507574676520265
LRIG1,0.06860675225037696,0.026456303440319264,0.0017586968700499246,0.02969724015986815,0.02568284614768861,0.11424601750146178,0.06234535767614892,0.1395315399453618,0.03217326178977862,-0.03803492084926783
CPAMD8,,-0.0032687760651983213,,0.026552407012585988,-0.01575135350533785,-0.012357184299847378,0.004132890203863842,,-0.02096490731720594,-0.018751080889502007
GHRL,,0.0386192263498828,-0.00952996282290369,0.011776862167095028,-0.012768258025537427,0.06843995760498327,0.020405031911094357,,,-0.016529272909918496
NPY,0.01292422302820614,0.02780915588509753,0.029208789271749247,0.01725672912481899,0.026969938152584205,-0.05107563981000283,,-0.08751786933547791,-0.029040460145085576,-0.023386458637291187
MMP2,0.03276115488041887,-0.005572798578003024,0.04232119550468498,0.00726043609586172,-0.03687750089334884,0.11559844343870998,0.0007888322079890804,-0.013770083021111131,-0.03386221890483079,-0.11063574755940779
LHB,,,,-0.01238693151646228,,,,,,
PPY,,0.030901030163011756,,0.006082733955768404,,,,-0.030800836045674705,0.028912320436951352,-0.033566733071355846
ALKAL2,-0.03355720983631515,-0.03266109309322566,-0.0024726412048047047,-0.012206968721824535,,-0.013501037075115654,,-0.03811087548769785,0.016393650773396162,-0.016514399971671857
CSF1,-0.054818436062980175,0.016578134116260853,-0.030745139266254582,0.037327871750458985,0.007544681596078291,0.08610049037902912,0.05760924831541389,-0.007771705812415846,-0.0023879103400727213,-0.11304025969124476
SEMA4C,0.06888939303706326,-0.014414686775788868,-0.04288166366153331,-0.036484103767904376,-0.028194328106661615,0.003548646871091741,0.020098948847504412,0.02816189462763379,0.002803057653914248,-0.03998924767548077
ICAM2,-0.00564206569986648,-0.02273549534359764,-0.028113442046827072,0.005612245871060041,0.04196609180431428,0.02283237439414827,-0.023546539274994584,0.09400671560875794,0.05557995478925074,-0.011223294845945886
SYTL3,-0.05346949930064539,0.06432467392521597,-0.06214475917219542,-0.018302232421830832,0.01187830124721657,0.05900703095919801,-0.06441519686155493,0.03335784079781759,0.05558621271323695,-0.04141076624432372
IL1A,0.04698823458909143,-0.028205326801214247,-0.03831126667326772,-0.022832185045365917,0.025070567994168246,0.06940376215503538,0.05395852356013427,-0.013280391707397018,0.03190974376342783,0.16579006341502592
HLA-G,0.015400923840715387,0.009620590967104256,,-0.013082996698990572,,,-0.00974622718120255,-0.03844753479393229,0.09044466588427029,
PGF,-0.026778705107576465,-0.0470139480655958,0.041983923917859205,0.0693203711271092,-0.013473687219153839,-0.012089413539164822,-0.002776234869426607,0.03684975393492736,0.02680110047740769,-0.08290147781597258
LGALS8,-0.06636027753965758,0.022449649279515635,0.03764527323651644,-0.038432612285819644,-0.04618198026100429,0.004289308215410348,-0.028851391465927263,-0.030415235062450193,0.02013525254955001,0.0672172795586914
DKK3,0.04930260738216317,0.07906236021715496,0.11420660509342784,0.04339751495482647,0.03618185003609853,-0.037702559274772694,0.07005167034470354,0.11482998920259918,0.018542873106688104,0.007865520819043598
COL16A1,0.08324736774758568,0.01251040362308846,-0.02653190477000596,0.07946435623160904,0.04928914982578094,0.11161052312305311,-0.038388440235363856,0.060028180811512594,0.008746914225040427,-0.1062549652306843
TPH1,-0.03419223188800892,-0.02466892762114432,,-0.01146998148388224,-0.015461995366450819,-0.021214446265246757,0.02052246254846635,-0.009910578732747966,0.08868792076939637,-0.03904005695529403
TNC,0.01995800000711421,-0.05213825583828455,-0.02806410007997765,-0.07036726084151693,-0.055374448959036274,0.04209219498624907,0.13531818950938448,-0.1224448036490585,-0.033852371444246236,0.07939467265246689
TNFSF9,-0.036173563741686725,0.02106721283759482,-0.011673450853282108,0.006201518797864735,-0.01592046549220698,-0.03599286798367203,-0.03495623640176996,0.1477965672487002,0.0369785715249669,0.0911965822116889
C4A,,,-0.0009906220666867317,-0.014685426098097448,,0.05319705811852361,,-0.0194052222728592,,
CNTN2,-0.013585292566766277,-0.020951794449051236,0.019089044852280957,0.04816091915698054,0.05611793630368059,0.02576935660619421,0.10010307054344697,0.12610629191594797,-0.014800479226015946,0.0913881914420341
F7,,0.003823624704897926,,,,,,0.08198497547634809,,-0.023177395617307184
LUM,0.05300068748120979,-0.025351471801215004,-0.027895953033541997,-0.003628773437927364,-0.04220452977932809,-0.05991237063007913,-0.04815840037169135,0.029538842558251403,0.0647433038708798,-0.06755088789450016
BTC,,-0.021833962318445813,0.039564520547959094,0.011266203812592746,0.02038222404927844,,0.04874687517856129,0.08219140416405792,-0.03180139620427532,-0.033967972702268506
APOC1,-0.017436552755058607,0.08976104055962222,-0.09750945297600495,-0.08776994758029147,0.03953150652856673,0.0429837908930121,-0.013896982319498518,-0.022762321713224024,0.03134792987638713,-0.06325074315451014
PKM,-0.028776593867853393,0.0031218750874246874,0.05152004864461294,-0.008049877849460561,-0.08969160709665902,-0.014822875600945352,-0.007189401521551325,-0.13910064552241488,-0.06752503312249894,0.05194260171484246
TNF,0.08359540052167254,-0.011224285316722945,0.014399652351266877,-0.022749579279685073,-0.033404481380442004,-0.01834752267874646,0.05332907882986555,-0.017168264751767737,-0.021769295360644425,-0.018038774821412598
GNAS,0.026182586287680935,0.025058857808862824,-0.0032405238485870816,0.009178775915046386,0.06798980400342751,0.025504436180048794,-0.07378848930579329,-0.04856418382688502,-0.017604975895796036,-0.014955961152715165
BMP8B,-0.0416860589292323,0.05204713733084519,0.02249240798135264,0.08849040213502915,0.016226151515966878,-0.009879816429816874,0.047088265964119184,0.05110329041278824,0.0018088435288699436,-0.01683951147066223
LIPH,0.03183475680858661,0.0044326947984995296,,-0.018604507649602406,,,,-0.017430120618643557,-0.02427089148695954,-0.028764119399362117
CCL28,0.06653353616268239,0.026166485089899154,,,,-0.016823977447009177,,,,-0.02729187037044081
PTPN11,0.024906227679339848,0.0006360340446955955,0.00485632192022341,-0.016815360046387735,-0.011510051858940273,0.003015101762217422,-0.04521651666806971,0.003360269180879438,0.004644688407151264,-0.006393474912808544
ADAM12,0.04751509994397135,-0.037491395475455935,0.006251841261864275,0.02685574448191033,-0.025368956944100792,0.12422941225861073,-0.06150338416376491,-0.0534423792789645,-0.010208312898978328,-0.013479719686082303
EPO,0.0018521939578616886,-0.0226734796058992,,-0.018966975732336244,-0.01659150579884439,-0.021214449380660038,0.009089447107339818,-0.018929556134967766,-0.025207171066467013,
EDN3,-0.018381609251023612,-0.02684959838477169,-0.02393005821460014,-0.023611248455518437,0.004935898581096443,-0.02143335092637517,,0.047134786570377535,0.026947968301821425,-0.028764111304587836
CCL22,,,-0.02392051930004599,,,,,0.01908469871528656,-0.023051571979171438,
CCL2,-0.023417975678976872,-0.053085956152169364,-0.006414259920372529,0.03128472456919812,-0.07241720084771618,0.06218098104066501,0.027226768546049777,-0.09825924814954759,0.008829288111775689,0.039402168097402324
DSCAM,0.054018624034221356,0.034361832835726594,-0.0077416590482552936,-0.007840585070779758,0.005360148383555486,-0.006460443311052722,-0.06110768988402775,0.10040818618717616,0.050456976549225784,-0.05480124733618663
GPHA2,,-0.027494766557809327,,,,,,,,
ANG,-0.014253882813239738,0.008405313483251476,-0.031190982332694628,-0.027817201354564038,-0.0417281403859489,-0.0357674871471353,-0.017508045424159558,0.04287719211206466,0.03525369992356168,0.08452941725899332
FBLN2,0.011616975296099548,0.03242666374058879,0.00409026715476962,-0.007830778683559744,-0.01082357465505257,-0.00957281859389148,,0.03567947794203567,0.04727269497828903,-0.07609395360532309
VTN,-0.0332356923037482,-0.03885357017340063,,-0.024388761522964875,-0.01672776789317497,-0.017627930188063596,0.005384781171617447,-0.021637778075049036,-0.017725174533874736,0.06141713592155036
VEGFA,-0.03092942926751291,-0.018826839478237354,0.015918214288372416,-0.028167031898828222,-0.08587023583761924,0.028711065408537094,-0.09560552952237665,-0.11755987241521174,-0.07109257679965271,0.07944262042958777
F10,,,-0.0026604823404999477,,0.14801871250827897,,0.027430032380479398,,0.024368817741089642,-0.0237489619832953
SERPINA1,-0.023115443883568315,0.038218141430133426,0.0073268546298154635,0.03296382020073537,-0.01336137855925772,0.028386914151114086,-0.054067889035957495,-0.12150938871654401,-0.033441948262238834,-0.00245792269299623
VWF,0.07233482925511323,-0.08523776172115362,0.027482380578931202,0.039158044603643076,0.07262986433843649,-0.027297997655669076,0.04112352988295063,0.05850195344989537,0.038827899188822186,-0.06077477572042701
GDNF,,-0.001589608415709825,,0.060770877695435474,,-0.021214447728546765,-0.047209446165686376,0.0020060321806449253,0.025375661675525903,
VASP,-0.046867991179457384,-0.054701199926722836,-0.02136575287561313,0.030911823872233214,-0.017763779583915347,0.04249948652754645,-0.03225227229117833,0.016633630037851628,-0.01741442130739173,0.010379462180686503
ADAM15,0.0023036203536402995,0.02173972977346143,-0.06511822185739685,0.015004633076549402,0.036614147656701346,0.03617172920293209,0.12845695407743873,0.007695442183146001,-0.005389434968989566,-0.008966058777349975
WNT2,-0.029852501376455818,-0.04315225310951813,,,0.1728694567977998,-0.019853577770670934,,-0.023480235184140875,-0.0100168251431126,-0.045407812621492516
CALCB,-0.0312452112767384,,-0.034606774458331296,,-0.020205418454641987,,,0.022800354593940156,-0.030661307425633083,0.12125893518040261
OLFM2,0.03985404820541932,0.03243421270057626,-0.04065874268842358,0.055875107869066264,0.03807072114173122,-0.01736647911928982,0.054295318863713526,0.056093141756254364,0.024862737132435312,-0.08958224821690551
MFAP2,0.02148467342185495,-0.04231247577113454,-0.005596795782559872,-0.03607212600677881,0.029538137382519716,-0.03521138231533475,0.028555990861589754,0.03284294625795613,0.10404726156487229,0.02682965820736752
HLA-C,0.031970509048909454,-0.01966275226068001,0.11973069076026499,-0.013449106962138845,-0.04080484726432335,0.06681922712742154,0.036464032333099916,-0.04998114068200342,-0.007099544729661104,-0.03809201632161036
THBS1,0.012429169250326244,-0.004951478610394047,-0.03919086291544523,-0.013697129038267098,-0.03593634965797848,-0.01817920409192864,0.08547152085114447,-0.03188035324353105,-0.021043833880149198,-0.030510905051187115
HSPA4,-0.03969390658029384,0.05663158112267639,0.03370679192724387,-0.02801538673158874,-0.012985930214571041,0.037481382973335,0.03503687048152466,0.006642475299408984,0.00833335206781399,0.04195743366828995
LMAN1,0.017950264777895002,-0.0058287183968662865,0.02688106330831079,-0.008590741145522909,-0.05002896710510742,0.04231913321952927,0.06006319510784064,-0.0255246146746952,-0.03975607690256966,0.06132879811058457
LYPD3,,-0.03763340343217355,-0.02204974070542967,-0.01390618261215173,-0.016727769332459046,,0.06413909237436712,0.10484903130376692,0.03395268095731831,-0.02627216791004657
APOE,0.10840259660386459,0.07845839390447928,-0.007480730279240697,0.009401436607207476,0.032963397833637983,-0.02796774532625217,0.0502162733577213,0.06655259561438459,-0.0204816427768899,-0.0736458869662737
SOSTDC1,0.023145559967186254,-0.03575927125880913,,,0.10014842924096774,-0.032258431688085114,,-0.017096186157231845,0.04628362499519374,-0.03604506165936783
ANXA1,-0.030071827659318113,-0.06830985503287161,0.012340374180599464,-0.014751617293842464,-0.050850777431523796,-0.021847837940661686,-0.02045907399187585,-0.0835949300644879,0.0006133872742144107,0.020938755175918373
WNT2B,-0.00269350203650516,-0.051416267292812505,0.07676210222458435,-0.04606928753627664,-0.024024924366123586,0.06787339911640246,-0.007677200269368679,0.06927642008916184,-0.051561547164123665,0.004514564299571327
AMH,0.01648919197150193,-0.00039222210482912304,-0.007201272983200342,-0.019323236690041143,-0.02077173347972644,-0.015316969472137815,0.02786083613219255,-0.002226010878665373,0.0510427366149497,-0.03370802214947941
GDF10,-0.009705393489103707,-0.02855167996118764,0.14613290543100851,,-0.005959450755037772,-0.040813804836702675,0.00022560409843286016,-0.01402876720855189,-0.01788929244925588,-0.02908287039032615
EFNB3,-0.02019707184222872,0.01667615123652478,-0.0068221552154251325,0.021328132363386088,-0.018390429985662905,-0.06533807739384334,-0.004657972720496714,0.01426671944634357,0.029854430765869397,-0.00023006472382553143
LTB,-0.01882338512001219,-0.041312658958534136,0.0021107401357767217,-0.03294956364317765,-0.02382640272101774,-0.020649044309899,-0.046619526265953996,0.14543827052415878,-0.008076848800800117,-0.01997527575581911
ANGPT2,0.04394011668103571,-0.05014208648307832,0.024345692252129986,0.07830419256760783,-0.046633568175643764,-0.0012155572644403994,0.05702952660526474,0.052060256301247616,0.06403510014660059,0.007685026716470859
ADAM17,0.039404865344432376,-0.028054578263206748,-0.0015379483460276585,0.004752120929667474,-0.04525930891942695,-0.017666802686833176,0.07800523443529112,-0.028859777352917188,-0.02737657528452261,0.04309987985586952
LRPAP1,0.022314149407968026,0.01947044636149957,-0.0072237694545617724,-0.00017178162927034704,0.0333037561018692,-0.03162900274218681,0.10634005391965758,0.09226951200778027,0.045942695797725364,0.005961876205452231
NID1,0.019369188689828832,-0.05549666132609569,-0.010934210253005006,0.052116619118952004,-0.03605116151254044,-3.412021144186535e-05,0.023472354755470114,-0.007198057931638116,-0.004442554372680591,-0.058967796603356125
MST1,0.016726113080338754,-0.02303026201903007,0.000638978401176329,-0.03532453493371494,-0.034394393363517246,0.030306602011934185,0.012462283092394248,0.024811964657284153,0.00753458870160072,-0.003453800215458899
IL13,,,,,,0.017101814156012973,,,,
DCN,0.02801022985779238,-0.07118583515631978,0.07208359931929541,0.07358785354575727,0.021361633018715905,-0.03514507213876233,0.1203736264732236,0.06284620176249923,0.037135107024052906,-0.06159522879889779
IGFL2,,,,,,,,,-0.02497610971200447,
COL7A1,-0.004650323482151884,0.0570265277917129,0.06964477626627431,0.06268430780266963,-0.040848285765547866,-0.022604213490047143,-0.05064062116463601,-0.0305235601167815,-0.014275349575589616,0.008002106789649842
CALR,-0.024891941802767083,0.02114780699286876,0.02997144561243133,0.011680732622525707,-0.07107846841752782,0.027686219164669026,0.0676590740768745,-0.06277508558957738,-0.058847217666700605,0.02482687283633569
PIGA,-0.08709239698281435,-0.01607905006445466,0.01287441791133091,-0.03199207867043229,0.0380086747454055,0.06144592975459225,0.012713827797898664,0.049115306449788274,-0.013065074851973764,0.0484206304549082
CD200,0.033940312962475336,0.004907596820546734,0.03635239333946915,-0.02741089917617361,0.013837743715635587,-0.010232128426715711,-0.029739909674781757,-0.0013448931032692137,0.014780287785218282,0.03400419432287409
GRP,,-0.015607717612506285,-0.021055952327657796,,,0.042336724518565336,,,0.04731873531459338,-0.02695559486869058
CDH1,,-0.023376241998540093,-0.016751195817045445,0.06655432550868509,,0.08604840380848408,0.05823800405649302,-0.01186924167976795,-0.0018285802320705234,-0.039040050183553276
LPL,-0.000992508422636451,-0.03943108755453185,0.005406499075020636,0.07871748093530558,0.020034652600586057,0.0631414077960694,0.1245678688230353,0.16772687987234652,0.06552259093629217,0.013690652305551013
SEMA5A,-0.017109370404838467,0.0219316547513624,0.0010864516184605694,-0.035722880818873384,0.01291383070983312,0.012723178558519718,0.029313052381385447,0.09496461923137443,0.032009295786656934,-0.11417002094685655
SEMA7A,-0.017289134233320905,0.004627794114639558,0.009488159261328325,0.024560961092588852,0.026650073639816325,-0.04248548634261594,0.03970109890440608,-0.02893062457947628,0.055745573411330185,-0.02140445787361358
SEMA4G,-0.0008764131284781998,0.012012752444615622,0.03407803530323462,0.029537224405193147,0.0069333442091009485,-0.02256188084580168,-0.02458319086529819,-0.021896695213158016,0.044434387024079536,-0.02414773038029882
SEMA3B,0.02096069215950037,0.008860435867497046,0.05859919837585404,-0.06321998525518957,0.006632611475081363,0.05160823704650304,0.08501619620403543,0.04208970953120495,-0.03621677502332929,0.06162688824377343
RPH3A,0.03576356193424246,0.03925749279026791,-0.013420777770791616,-0.018181889592957457,-0.01799441926893364,0.049184035125606713,,0.022682835782636062,0.0034210434113526463,0.010131531452052834
JAG2,0.003728162015339004,-0.04344816656636706,0.015014261820684553,-0.0067186795021599195,0.003553749076173852,-0.035603939358107954,0.04324044433515888,0.002747758690980843,0.06789755918527814,-0.023626659879049633
CGN,0.09133482739118096,-0.000779590482010601,0.017193894870541192,-0.029330953736848138,-0.04200907123362648,0.002683518582622441,0.09633207133417564,0.042721174978349714,0.0008054531077557684,0.0019923447609812906
GDF15,-0.02699398609360573,-0.013904133347255371,-0.032958686655028206,-0.05914966933458031,-0.0283701485152731,-0.01790073300760011,0.05142419198979951,0.0027883399163298335,0.015598820270846282,0.012508179240520587
SEMA4F,0.03047115024137232,-0.044900942622128265,-0.0013138346158864756,0.03632040405554219,0.04525912321775489,-0.05738670583156156,-0.1018747463127807,0.05788970534813406,-0.0028801123029110333,-0.03470548362096571
NXPH1,0.03949329752545015,0.04952736065186053,0.05448136144095906,0.0239391741236671,0.029390591801839488,0.06662477589643916,0.06299443369632628,0.09440731164662527,0.04386794058250284,-0.0335208039806237
ARF1,0.04067403712202205,0.0054222171254533465,-0.029103056162747876,0.040871682029015935,-0.017207970764870295,-0.0678966537195386,0.07783892934061368,0.04627865985816825,0.010673454544998568,0.08845844600820985
DSC3,,-0.02080749545103642,,,,,,,,
EBI3,-0.030272470152117183,0.04176729335719883,-0.02506696361567336,0.01651004478719447,-0.020857913741124317,0.046924009958754134,0.05980623904323553,-0.000779477902806636,0.07943077559689447,-0.008378350650758705
TIMP1,0.009518145013480118,-0.08938570688576694,0.06417909232040019,0.03793815474918842,-0.09370234323256744,-0.02106670299128835,0.08722758202941076,-0.08738012288571963,-0.07883643747198263,0.12200040445862327
SEMA3C,0.02554075131874238,-0.06923911855066846,-0.03890269634072135,0.03437513917268675,-0.06665471976476078,-0.03106985403697275,-0.03733398157029659,-0.003759729853682865,-0.03146845663932254,0.038171304133600426
GAS6,0.023390055162102196,0.013256563461735257,0.03715617731888599,-0.025017605655821347,0.01607548145113385,-0.05016393908416741,0.006722795264109839,-0.049235836922984944,0.02620797400447142,-0.06432076786950018
MEPE,-0.030206127901594874,0.013060784925310277,,-0.007978239811444457,0.014448247435408377,-0.03930254966444982,,-0.005049175473555801,0.010251341031935606,-0.031901330384637154
SERPINE1,-0.053688217537261565,-0.08936918935130739,0.02861939030756778,0.009220526989781055,-0.10484532999238981,-0.03140727700997298,-0.009016657746243781,-0.12597289305920692,-0.05122840161058407,0.04763495484942977
RSPO2,0.0745536334428849,0.018465813538043187,-0.02303091404288028,-0.015714921053550067,0.06859854892696962,-0.04647255943063684,,0.12204744628273995,-0.008564322270175374,-0.07584846915737102
SHBG,0.030986473650592164,-0.02695185720957195,-0.031760713560901856,0.10490650138855155,0.020763596998237693,-0.017095984306235098,-0.013902134643756099,-0.02836382398234622,0.0007640454518412781,0.0007794211717839843
LGALS3BP,0.0357650238702317,-0.031845559202272805,0.013680272895788683,-0.008897381410006698,0.020520211066334622,0.011358587463470597,0.07438895867249067,-0.013485013355598586,-0.048113822713236054,-0.057438947219301
LAMB1,-0.01928725927698869,-0.06550154641331475,0.0028829542577491277,0.07367059324993412,-0.07221713096132926,0.03092476881063418,-0.013341939921875576,-0.02902234280180952,0.00634717573797536,0.06976494741559393
SPTBN2,0.04899871946251525,0.02444705310400755,0.017549648993769637,-0.04632709967448042,0.046534710126512314,-0.06400623469101056,0.008567614264387539,0.05351080672158188,0.0195473848554013,-0.013236462469301984
COL1A2,0.048775764451223766,-0.04086432932259834,0.07987561302481944,0.021511887083508693,0.00522076988236691,-0.006256336172691863,-0.03815742269045943,-0.029915351792537872,0.010005624074065895,-0.050910417648004726
DEFB1,,,0.050072340738014066,,-0.013607001557839886,,,,,-0.022395238893530834
CEACAM16,,,,,,-0.02014371956385218,,,,
WNT11,,0.06606077887251437,,0.03535313233939816,,,,0.021881900177511647,0.07644167111132635,-0.02010575878350351
LGALS1,-0.03294506412287901,-0.05185556999323738,0.0929467431611732,0.015614409787317486,-0.06894027454700472,-0.07677353889588896,0.04808928409963881,-0.14932892781487273,-0.07289033260556123,0.07670621860779733
BCAN,0.09600767070397645,0.05595832710255618,0.0009093876829546881,-0.023644552979657642,0.08553419961418667,0.14693559958971023,-0.013654335021006877,0.16692424573420186,0.07682589554010702,-0.11714070239059657
ANOS1,0.008881686110316343,0.06378319945158692,0.01499707554573714,-0.003592596611456581,-0.025773239545473788,0.05351574401549793,-0.03599558292745821,0.11944239957312276,0.019311802024377725,-0.10055859736160475
EDA,-0.04502735684228929,-0.021833969799446466,-0.03845902951814319,-0.007395233277385781,0.05665117851889344,0.02918812528107965,-0.0609796776283455,0.0896468541471558,0.005025291140407074,0.025901564928954554
FGF22,0.03280445926615291,-0.00800844499192581,-0.02566369112538116,,-0.0007335179153091793,-0.029169479440661596,,0.03260391984416679,-0.023790092363701127,-0.027954189993442846
SHANK1,,0.018052345325614946,-0.020800489197260914,-0.0022064705791180715,,0.006057613827000661,,0.017501285487117737,0.06218644475914424,0.040515053146431085
NPVF,,,,,,,,-0.02142418188734341,-0.0023726819745613597,
RAET1G,,,,,,,,,,0.009327775586132622
TGFB1,0.021601128104341172,-0.016866311573746882,-0.0038654774002766087,-0.014301877262840865,-0.025567135014489723,-0.018989433643628924,-0.0048534022859952845,-0.09890464151471924,0.011053500913515823,0.020468024058116863
MSTN,0.10848664096905587,0.05051326938341785,-0.031897925886838444,-0.04882244230847977,0.014909036355434778,0.004964072726377823,-0.0675136759784281,0.15831244059073793,-0.0061521064360410115,-0.02503808059602891
