,MGH258,UKF243,UKF255,UKF275,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
ITGB3BP,-0.03472658817247671,0.09630680653633336,-0.008355388145680433,-0.02302134732532447,-0.009829320005032439,-0.0001011907692551783,0.025811634523315894,-0.01466550394583257,-0.012925923744125213,0.039554584390103474,-0.050021194405291035
AANAT,,-0.03121404918726957,,-0.013192240093214668,-0.007632136425703771,-0.009760108683939785,-0.037173687731756895,,0.07206586179286854,0.0344114284609309,
RELN,-0.018949155973900948,-0.03002762581038813,-0.03339336944909128,0.04038543634312327,,,0.0021178075420414787,0.00930748564403227,,-0.028037116450549175,-0.046282437971912574
IL15,-0.04317725482469112,-0.030625582814978642,,0.013644298145003049,-0.002617741857750445,-0.031000860359815398,0.043866771878388534,0.03097899284511814,-0.030295318557497487,0.06356387063949434,
UTS2,,,,,-0.021079019701991903,,,,,,
BSG,-0.07333630908022616,0.01859404204617665,-0.053903563723162067,-0.02845346019715875,0.016415018527677655,-0.002150497077548128,-0.05203890708278631,-0.019585188543606927,-0.0067265309188203485,-0.011551503575922144,-0.06009024619727087
ADAMTS3,-0.031089133299401835,-0.0571219305267184,,0.025568345278496763,-0.003926607390369339,-0.029640226451183933,-0.02357560370107607,-0.04363024131253571,-0.029430228909214182,-0.0013907516637116791,
CD34,0.042721609979852415,-0.057690414563000385,-0.049167290228347926,0.048349014276460066,-0.0635974178055973,-0.04328493164078741,-0.02922728418331373,0.06909966948062493,-0.017666998442586002,-0.005918004818814873,0.04273798580378058
PLAT,-0.04132625322712887,-0.012931898449144196,-0.013058281084839383,0.018578053228102936,-0.08063951644966276,-0.0596775224627074,-0.019155656336025145,-0.016185795676598,-0.07840460861374815,-0.10888397681652848,-0.05438405070262581
NTF3,,,,,-0.00902257504312614,-0.06799506668325309,,-0.038076730110966,,,
LTA,,,,-0.012705502056198489,,,,,-0.02445605499936364,,
CKLF,-0.007505602163808112,0.03333350748003618,-0.07315270903827133,0.01580632160448021,-0.046435119895602665,-0.08348585363147361,0.008968508396482068,0.025277031247491144,0.03939754094000686,0.014234507070545495,-0.05573206393027221
CD24,-0.052815828582012184,-0.022459642815268067,0.03590506425156548,0.01675725749498908,-0.05606650019900206,-0.00447142399940913,-0.03866853323370957,0.004971266148647772,-0.012713974515379431,-0.03394775927735772,-0.02056866548911661
HSP90AA1,0.032410065249039596,-0.005790961937073675,0.10484800363696957,0.007548178191158214,0.10877565348665921,0.09398355670209428,0.026106996858587247,0.050830906545621724,0.1100907031877893,-0.054402425664276687,-0.05370922944541059
BMP4,0.015719987361421363,-0.03769082145563337,-0.0904382686476475,-0.03644306954567041,-0.06133290083919743,-0.07206953622034964,0.013887290566334412,-0.012063121134131502,-0.005598384754558847,-0.03938567166698716,
SCGB3A1,,,-0.03169570762753194,,-0.04294532025785317,0.009645625176478507,,0.04326843755260863,0.011912179768561912,-0.006660730275212461,
IGFBP4,-0.06475094792751904,-0.018681980307880708,-0.047215758959658745,0.028351946876765514,-0.06283531008911032,-0.0499583867556102,-0.03175429401187749,0.04608815179302152,-0.0336905351545975,-0.06767190377742173,0.026220694858529823
RSPO4,,-0.02127449103440207,,0.00401606633310292,,,,0.010825502820992094,-0.03225497655916514,-0.00603502128998803,
LEFTY2,0.01894541102467214,0.029563777268435038,0.005917235232360831,0.049218860071709766,0.011736141720993649,0.026759812235708294,-0.0018912360951797921,-0.02056549042093188,-0.05627349756329536,-0.020848469863099985,
PF4,,,,,,-0.02285229479771055,,,-0.024456049340051113,-0.008726655972874878,
ANGPTL2,0.022377548210167856,-0.02411645715919806,0.007993085581987459,-0.03455934398886058,-0.0856018603636801,-0.07489435125286233,-0.05995505345077726,0.013378416366856459,-0.012651773899229684,-0.0783499112531567,-0.018192632042195483
LRIG2,-0.026472507431732354,-0.04916503121563551,0.007998579203822109,-0.04363272725338091,-0.04015305321594584,0.018683273655439953,-0.03744886866427143,0.050041079583572456,0.021418611349412822,-0.055512419797006336,-0.14068123724464135
ICOSLG,0.05834145210671393,0.05538833784666205,-0.03860179571692641,0.025221345785829293,-0.07379740288854178,-0.0373365140071414,-0.04617694659645129,0.024388908458020706,-0.02340937308737259,0.031003875366980644,-0.029003603404787016
WIF1,,-0.04950914080346638,0.015997847643218977,-0.011403271087897229,,,,-0.01943735006236903,,0.007934269834921407,-0.08224959696214253
NPPC,-0.06550444668720026,0.01361500975509108,-0.03976488887373758,-0.022244158654144197,5.3263639062382394e-05,-0.043238073775238924,-0.03526698837586078,0.09480399729604558,,0.030716945410727843,-0.09988652391932873
LYZ,0.010865639469527039,0.029112461828410856,-0.057882691550203064,0.04555300525369161,-0.02533582642998258,0.020948423620814605,-0.0029379660148458444,0.03648388291424811,-0.052745422689842045,0.0638812355353472,-0.01791629679800925
EREG,,,-0.012203122044051724,,-0.022257909211839448,0.08418866894152735,,-0.0424144913217584,0.024737375189234464,0.02820835892653555,
SPTAN1,-0.043645880793176835,0.0647579479897524,-0.02520258660799866,0.03017553277075926,-0.0919346933427794,-0.07234657754844981,0.03447611829030866,-0.04571974229637235,-0.013044045282393285,0.025276945881829608,-0.1844898813685658
PTH2,,,,,,,,0.05025766057944258,,,
LIPC,-0.029263951999468792,0.03848402959621121,,-0.007466390793851662,,,-0.0183931097511819,,-0.030921702924816555,-0.03958586317027945,
COL8A1,-0.012142766583925753,-0.03510087762272258,-0.03702182463593618,0.006703731538584064,-0.04522247034643775,0.04686157620453959,-0.027511994897116882,0.02702883771321318,-0.10632818308831099,-0.02406063342302985,
GSTM2,-0.04698323075782585,-0.009517564540702749,0.11479703511718352,-0.02601328448121751,-0.007169029555489371,-0.004303318625055495,-0.036936101240977445,0.08022725047506475,0.03280423334474094,0.006953814386567621,
SPX,-0.011398786033562284,0.0008737011716397641,,-0.006178664734661506,0.003877856652771548,0.014035871036103924,0.07300450846944538,0.006368566206322406,-0.028149181448707872,0.09700955577766299,-0.01081091696107662
MFGE8,0.04499225119428215,-0.08287918160285243,-0.03005250282440719,0.011258328354824697,-0.02676531574820151,-0.02209005081505784,-0.04369959276954575,0.0032908069762585855,0.018940443713274597,-0.07403739366272502,-0.003991925574058911
TGFA,0.04767615678901978,0.0014609493566549617,0.004853165534789607,-0.04982533622203905,-0.09817950480736701,-0.019440303071979442,0.014806167504024739,0.019713411454051078,0.0021352606155050765,-0.00932272477468843,0.0022361993833620595
SLIT2,-0.023523287906692735,-0.04311419318525668,-0.023558474438258113,-0.004413901114067134,-0.051002605663895965,0.02999688006745277,0.009142955842135434,0.030799839549403678,0.04289482093610138,-0.030214226110364777,-0.1028767799947142
PLTP,0.013757322006826833,0.04382203562994788,-0.021221148165304307,0.024126383263806478,-0.05502693287445787,-0.013055712439068511,-0.04568028648525836,0.043589489265323,-0.0741124535018855,-0.06333854216421707,0.1264197815384828
APOD,0.12488204541736542,0.030274046267577286,-0.021292356550073246,0.024155306288375897,-0.0645069560001688,-0.11298099120756058,0.02039938117471158,0.014186539453121162,-0.006671815072920441,-0.03339738206979527,0.06793946111257
B2M,0.01713396807510585,0.0020896709765049867,-0.062407638517912964,0.004785597507742763,-0.021278762310495428,-0.011702133190080573,-0.02902777245090544,-0.015225439851126952,-0.06905544105445248,0.010140808501642416,0.09942252086586892
OMG,0.06880926445639099,0.05764483759642244,-0.032937123650004146,0.012156123184413435,-0.11033836074839717,-0.044500922199132376,0.03848888118195354,0.08723605893572081,-0.06435232825481467,-0.022403281158306046,0.15959393818899237
CXCL3,-0.018406908804475118,0.020001213785188546,-0.045770846764959856,0.06001293250602254,0.021520817947302536,-0.0016377390178144767,0.011353093560378752,0.018092005989768997,-0.0010079797191826496,-0.01619941890380429,
CXCL10,-0.06364227762354235,0.06647786206483068,,0.012693496245584636,-0.029136216023538962,-0.017681433826334834,0.02099615782791797,-0.013834955098421127,-0.0683477585546273,0.16816945663328992,
RSPO3,,,0.0767974946719484,-0.022318836142825735,-0.05586318307636763,0.0017107210459818341,,0.018575420177246452,-0.017428882905167066,0.06895759546903214,-0.04586098523425181
CORT,-0.02285712177039096,-0.023852452768961342,0.016055535693283083,0.0718538086021054,-0.032173239097018747,-0.02391376501269326,,0.09063106677898734,,,-0.04897210417569496
NCAN,0.07082423035002577,0.062098147971606746,-0.008175995525414568,0.017509873342854643,-0.07727915484892985,-0.03801005075976604,0.06356882644922598,-0.05043143318301614,-0.0021966366261153792,0.06381682459317847,0.013964496878748773
PRG4,,0.07956250019332858,-0.002768151120798795,0.010298967266108988,-0.030903878713893856,-0.010545081076950093,,0.005552003843758026,0.018004119686395672,-0.05274268377851371,
ZG16B,,,,-0.010095674769840985,,,,,0.05354926248802992,0.019195997963006216,
TGM2,0.026079823950347455,-0.036996348566237826,-0.0038238058383728594,-0.02893825020768834,-0.0004984488145476888,-0.05954775411505882,0.0395564199080607,-0.031211941869268487,0.021314821714406577,0.05851283886228671,-0.08184543328912308
VEGFC,-0.02285712324208881,0.05202848636663424,0.17855997046602134,-0.02718516137679779,0.040737183516254646,-0.011425336598801144,-0.03452885565124325,0.02122611748091589,0.0002160230940118549,-0.04185300895785899,
WNT6,,-0.00869171886207417,0.0031883157153866078,-0.02246756411148555,0.022978321624682316,-0.04444480113133222,,0.021678219704821037,-0.02624578552556594,-0.0007692054487276266,
NRG4,,0.03185221407615119,-0.02222622580421164,-0.01939542586815596,,,-0.027726172353410822,0.06979918710466688,0.006403322366425818,0.07017927339162788,
PMCH,,,,0.003855073961278757,-0.028679204644849656,-0.03355229168522414,,-0.010715631555974929,-0.037583296816837176,-0.06433171299526252,
COL9A1,-0.04796011090790134,-0.001011392035863442,-0.0063857043443878376,0.014954223902897757,-0.03628758094940614,-0.03103672632578761,-0.03951058787193321,-0.02949581690709112,-0.0016751756373497304,-0.02340430307590458,0.023318320164879718
GDF11,-0.07323597293093807,0.022993847147300833,-0.002808575475578117,0.003831579388849626,-0.08979056350276057,-0.04939054498453234,0.0540333116285632,0.0317524679405957,-0.06918797223654437,-0.03148943553018505,0.009072718844325285
RAET1E,,,,,,,,,-0.019119362854239003,,
IL24,,,,,-0.021382523902404346,-0.022487926575694924,,,,0.016026560769078012,
SORBS1,0.01493530301354108,-0.056849929082373685,-0.07214956109881175,0.029448745375203013,-0.03436319702277769,-0.03191933931165468,-0.04751017577540149,0.00540424572423652,-0.015314149932688613,0.009362842555526659,-0.19455389360376704
DLL1,0.01027443808696596,0.00491248859694501,-0.03580004165641943,0.06638313873786558,-0.061030192113349195,-0.07420458243649172,-0.007701038559778715,-0.020950083875601315,-0.03379069374101355,0.0018713207641735494,-0.027895074481414785
TLN1,-0.025553728509168084,0.00019276324498841973,-0.010279586412390546,0.04434089555961331,-0.013136043896918869,0.043700079653121185,-0.09013457725626868,-0.037801007507197386,0.028733887812670337,-0.057919859552095616,-0.029813935122392703
COL2A1,-0.021468682844131684,0.028938106837075206,,,-0.016850970623167996,-0.005244055004929718,,-0.01216585854009578,0.04148161585488129,0.050368986626842305,
SHH,,,,-0.0012141017438107597,0.009533791300011793,-0.03521238700410261,-0.001899466197821653,0.023911460966055897,-0.03991029914781787,-0.04463016729308771,
PON2,-0.061101024064105225,0.06168074627348672,0.01628194043198967,0.008752292364170975,-0.10800662743528402,-0.08328384918193202,-0.01993194518598704,-0.030875122669019973,-0.09270081156533591,-0.04027720411075884,0.03064452938809295
ICAM5,,0.0015733733306183848,-0.0316957098706339,0.04277749945335882,0.06906149626737933,0.06048334218939905,,0.0011580867478758904,0.10665131071865547,0.03757811650723835,-0.08331505330075407
HPX,0.016046440592533052,-0.0019440578254831717,-0.02965261862311235,-0.019812136027392117,-0.020265701739040843,-0.02400283550501412,-0.03717367250853855,0.02524383168362719,0.001904205204910968,0.013117539349640642,
SFRP2,,-0.029419579345054302,,0.08300487705141622,-0.030239222928283353,-0.045594277482780846,-0.015689139368985305,0.02591971816623291,-0.04884159359213999,-0.043112047589295786,-0.05584655336025874
CFC1,,,,-0.012705502824057613,,,,,,-0.03328803537752368,
CD70,,,,-0.023700211373032985,-0.017911715428176468,0.06536401967076702,,-0.014137780173006678,0.03837500850921038,0.017576282744019053,
HP,0.018881788621899823,0.017228675674683978,-0.04689931047555814,0.0037795330704620475,-0.01175379500731506,-0.02526221761162062,-0.035510088006936516,0.02347961181094099,0.038812435062919044,-0.020187561381346034,
CXCL2,0.04423487072142192,0.02188184334128191,-0.023318697362100595,0.03392628716439282,-0.005764307723065937,-0.019682297039754472,0.014063258012795324,0.060545107450972115,-0.030158694486233872,-0.011844226169073137,-0.030344014723090208
NPPB,,,0.12168117712616464,-0.011125454988874307,0.05483382107244406,-0.0112257050027893,,0.031888542235626656,0.02964596624435811,,
CCK,-0.04911663056235202,-0.03866428602978116,-0.006823586268601794,-0.013688996242340084,-0.05262822590651873,-0.03424956065580175,-0.030151582289358717,0.01697634294348383,-0.02293529515193171,0.06048781724361409,-0.09576403561594549
SEMA6A,-0.00013140618246118565,0.04975697626626272,-0.007763176682316187,0.040613500178063214,-0.060415917985638466,-0.04139606178462224,-0.0037153186535895397,-0.010110005621341353,0.01125407215002323,-0.01725091546472484,-0.044280671005230386
IRAK4,0.06548249170164622,0.009729587555187514,0.006782119450385965,-0.015411599906575799,0.009317164875356906,0.039638105150966135,0.0026466426513967064,0.11153022255323276,-0.02984198056417937,0.01849520150289047,0.02631064132275482
GSTP1,-0.07389004275917747,0.013917397122470034,-0.019502573296860753,-0.014848036634215665,0.0018429071306338733,-0.0403361309015996,-0.06227423320925272,-0.019833889809263816,-0.010647228193601086,-0.004619687674465793,-0.0333738933114503
VCAM1,-0.00470219958949499,0.036599019771160715,-0.02551156921376551,0.018484218956609955,-0.08750968933495593,-0.025134773501039084,-0.03201456072517451,0.012412262639919354,-0.06541905010368211,-0.012990320732164114,0.09394205378725332
NXPH3,-0.0037023849017332557,0.03435853343894589,-0.03462141057938607,0.01954979669222617,-0.04333551804534711,-0.005138759811155311,0.019906894501869443,-0.06569546153957048,0.008918093938555378,0.08435466113245695,0.020549956689658096
MTMR4,-0.03785760791781907,0.004175430905531595,0.0016006009003706092,0.01894186926589055,-0.026553655920060693,-0.02424224221131776,0.025737255716501525,-0.036209884185234006,0.010956772011427703,0.02787878379036319,-0.07414216608175661
LAMC2,,-0.020160130260485545,,-0.014005706628671559,-0.026287862570208792,-0.02953295758500107,-0.02680692278050747,-0.025131443981454817,-0.00937333415962635,0.1451715256386066,
IL10,-0.023741591240517286,0.04174859571347444,-0.030943464452474492,-0.043791041538974,-0.050035796882113126,-0.03318350205751857,-0.02585785141819762,0.007180721626702682,-0.06592801428488135,0.011327146602566377,
SEMA4D,0.010009193048370339,0.013221243047232111,-0.021636569147268934,-0.014330365497450322,-0.039762249813792915,-0.06464204860529667,-0.011545907403917931,-0.017429185059562004,0.016130333201131036,0.0720419093499309,0.07054031545304008
TRH,-0.0209872252935711,-0.03934174174799169,-0.022901383568607287,-0.0015794262207848321,-0.07441341464837764,-0.034440205440830034,0.0052753103656598115,-0.048398340028942714,-0.019802407770094062,-0.056431014993923646,
SEMA6D,-0.053486921736107244,-0.0018837801867146696,-0.019138236831601343,0.0390143628306223,-0.04359594565309525,0.018714660616907422,0.014368288389877389,0.023761964007312165,-0.05936973087709974,-0.03148977353162079,-0.10706120884050428
CEL,,,-0.025131516062168173,,-0.032380564037618756,0.09064856256375092,-0.0411054569737963,-0.011824808985403315,-0.03867548730161667,0.02812009042119263,
PDCD1LG2,-0.012018302484742463,-0.0014472511926639877,-0.0309434484178462,0.0042489808860820865,0.04684953160052995,-0.05514722824533356,0.0299107521849922,0.05988533617236886,-0.06607588183177569,-0.027664765689631485,
SPINT1,0.022766990493641667,-0.031214030469153123,-0.03017480368981063,0.05753639913968349,-0.04593672498112608,-0.013221516706782187,0.03898537114899077,0.006767263173149896,-0.07171367202363503,0.05909659436327147,
CTHRC1,-0.016326731487660815,0.0036800597257371703,-0.026907430380364486,0.006906751302916463,-0.053622861044621155,0.00341947673610525,0.010668361492701133,0.07913386672902382,0.026434765318626922,0.004345732499248604,0.054583477390259684
PODXL,0.08624540212097245,-0.006538292616140993,-0.047737490962193874,-0.008363248061738961,-0.1034134054354293,-0.00955993536492128,0.03477914324773291,0.0039879208762275175,-0.025163754944529947,-0.07073060962404652,-0.04901645810214037
JAM3,0.031310013014733705,0.050489285566814264,0.0021821774622368894,-0.03597454319830418,-0.006172078914387023,0.030864425343074615,0.04436620969894213,-0.10323584112063827,-0.04817544898643,0.0008892571339685977,0.07723508207276608
TGFB2,0.0365528682936237,0.01935174572673314,0.0589033132562443,-0.019358363004739563,-0.04033354257447709,-0.02304270465159544,0.023551132675886065,-0.022739367503058227,0.0009658598836892395,-0.04221122932876781,0.06535001674846114
COL18A1,-0.04387828052347889,-0.05437190642638748,-0.08338867213469484,-0.0016407380310428192,0.01570925866358386,-0.009730848727050696,-0.00030315806235792274,0.02002595009037567,-0.011271797096927504,-0.023369887406053464,0.04198813658891868
NODAL,-0.0034553327475065217,,,,-0.017586010480779336,-0.027777886636069733,-0.01476447758644922,-0.002629797184932615,0.0942285601698881,-0.026265257378081823,
INHBB,-0.012457906164178986,0.03976948044837988,0.07261012984767432,0.002595349368407527,0.006783722629591173,0.08189154553961174,-0.034764168884665866,0.007515736569022902,-0.02361454552315116,0.015330059534722862,-0.03250379107315378
LCN1,,,,,-0.033999667689032724,-0.026232700483099274,,,-0.020025272559784056,0.029597148680426153,
ARF4,-0.056582134151307965,0.024782573963008172,-0.00351696812760694,0.01966372326493049,-0.01830112058786256,-0.08207197798099213,-0.024284802021531538,-0.0037944913562724635,0.06763814352234027,-0.01064426466756374,-0.08719614236081699
CXCL14,0.1285735584291382,-0.036977548043624194,-0.05615087050590844,-0.051035919790735136,0.003059276308716366,0.025255625242583887,-0.008688421353453924,-0.002326873657542098,-0.05376884970797709,-0.014364798256338783,-0.11811910253086873
LIF,-0.028347191365950233,-0.02982422594679452,0.03882322940417021,-0.0046944761099898535,0.028910215881570094,0.03661717617001938,0.022630059490502764,0.005849679636494737,0.06878752748209636,-0.036990564804347835,
IL17B,,-0.024096581860360025,-0.022901383568607287,,-0.02958690390983076,-0.04200265767013263,,0.026841015115232934,0.006760580428824079,-0.03836228495855374,
MMP1,,,0.030694707833172696,,8.012975621891864e-05,0.12709178289155262,,0.002687493178189347,-0.04811052301632298,-0.03586837823978233,
MATN1,,-0.018985860720305017,0.053852371871433415,0.15946824031700574,-0.010990073152506026,-0.008922839056667086,-0.027116497876254236,0.026361856583658534,0.010838107377552754,0.027126604238048486,
ADAM28,-0.0008880536598473804,0.05963674738470461,-0.03019053731407781,0.0023923287974441233,0.030249437103298242,0.05407467673790476,0.04853886455765678,-0.01265843895537903,0.007755962444799062,0.0011693026722517058,-0.013351510107446386
TCN2,0.0028116675719307357,0.0669810433986538,-0.006094318560927722,0.020204271175074506,-0.05482643336867227,0.05101055834592033,0.019059656105021104,0.033841007985886885,-0.0442626794927749,-0.021451869467301793,-0.013849684487743081
THPO,,,,0.037515048436939875,,,,0.031446243129895156,-0.02607171341327764,0.02845269079795886,
CUBN,0.010261124149860185,-0.006776282629443371,-0.005035097454532033,0.002519657512832265,0.020617266633128458,-0.02321837713814374,-0.046036446724282816,0.038154298293766944,-0.008866368285882411,0.011406785450250203,
TIMP3,-0.03722957222662006,0.02110973143631983,0.007548057851809036,0.024374479921521176,-0.021452191289258266,0.07372856847872243,-0.05582421308016905,0.03464996632209249,0.017843537882581233,-0.09292906251374004,-0.10663672392882784
PIGF,-0.0800099927470023,-0.02007531402042745,0.038002474986951244,0.01203834919504709,-0.07802690844194407,-0.0038150857268184515,0.059659061487286544,-0.02337091586034983,-0.01577832307145994,-0.010849327751705804,-0.05901742530124043
CRH,,,,-0.017734026028506437,0.08408690897302076,0.02465599694561584,0.019847236504606857,-0.0038519411450855493,-0.029694916225063706,0.010411189538213666,-0.08667605636797787
BDNF,,-0.0009631792593137248,0.04641423745155076,-0.019667429230020322,-0.05662058541616986,0.0008731542986139862,0.04192847667397674,-0.07611022093372723,0.009485104259570267,0.04687287808616877,-0.0782474712899672
CCL5,0.10445399204369225,-0.016425091893568246,,-0.000393171196271453,0.031038015613242306,0.017479797860460954,0.03831498796456232,-0.04673598910610985,0.026530460005098472,0.038684746094363606,
GAD1,-0.0690537067252792,-0.04367558349861559,0.05576578009743228,0.055928937883232936,-0.05608385681679742,-0.0010012608117845963,0.027893378254965726,0.0283879887562886,-0.012047229484847913,-0.04031324002902597,-0.058997345452590076
