,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916bulk,ZH916inf
PDAP1,0.0013080293321517274,-0.043095735885729104,0.015464877123162232,-0.03336396734475811,-0.06275522832080735,-0.00021430462927625013,0.028898298412480553,0.00032808338685020027,0.019403357657783813,0.032636940681345886,-0.07497387200037295,-0.09646953450593358,-0.027519346213352582,0.159527927882696,-0.0009531194310905634,0.02819334532665971,-0.009005750783671348,0.026773636267522584,0.03694643454109183,-0.006257488320844352,-0.033359400999839056,-0.02871527962609729
QDPR,0.05291364262533644,0.06036453817723313,0.008447788584974074,0.01565195308992261,0.008346706548591409,0.04094609808296829,0.054234188093029566,-0.017706778350652118,-0.022976358873408247,0.02290818815967686,0.048586101283083154,0.07575323542809849,0.06903429610189916,0.05353208537738448,0.00923634329519659,0.04092350487175411,0.05233153048424097,0.04452629179820137,0.056905887763990325,0.06705929682471287,0.06631279097237755,0.08451592200945154
POMC,-0.026463016615675714,0.07105817517491633,0.02554122219591259,0.003978480352591361,,-0.007995633269658324,0.02734527171992712,-0.048643441864897274,-0.008049595115114043,-0.003222897127425747,-0.0151860595324667,0.1140996040200278,0.02443491453000267,-0.04775071937392638,-0.0007370967860279361,0.05345712330771587,-0.016645113966312644,0.04435593794383867,0.00040816253792352706,0.07623575193367946,-0.01655595953894651,0.011617944712123024
CCL18,,-0.027036395107968264,-0.019721816330907405,,,,,,,,,0.09059758520720336,,0.02734740907122052,,-0.007002921375540542,0.012014140180160398,-0.04628820839377504,,-0.04915328372877895,,
CCL17,,,,,,-0.0010705503972987997,,,,-0.01323297472346507,-0.009074791099923192,,,,,,-0.033140135734217924,-0.06052754382992215,-0.041209967915990506,,,
VEGFD,,-0.030462114960590248,-0.019721822593507802,-0.0004315728706606828,,-0.005880030585459448,0.015671334708522385,,0.0842864423287029,0.11219862189034545,-0.016310822911691093,0.03796285618795749,,0.02393867078153201,-0.047391556802662965,,,-0.03222787874871807,-0.02080000368683175,,,
TNFSF13,,,-0.014882720198635716,,,-0.01687944135895035,,-0.02721650881891511,,,,,,,,,0.007820757522937849,0.04168842679832722,0.07511096376772608,0.037572625119118325,0.0012146102733473693,
WNT5A,-0.028222381505747757,0.05025707180133372,-0.03701987497048635,-0.04929894815644016,-0.02139589573638727,0.04343214357131844,0.008453867549733205,0.08409956039992712,-0.03948027857185047,-0.02865853296859896,0.00996933608137235,-0.003358905008170681,-0.002477155302600142,0.06030910201868743,0.06919393042246076,-0.006025009396007868,-0.03171268573163599,0.06140000651359655,0.06824788717838066,-0.004162695773334736,-0.07044980609741179,0.04900945536381631
CXCL8,,-0.037375984087875416,0.03000100693212317,0.006468767362677591,-0.06817142528270247,0.03230044744937807,0.001151467891359557,0.07004842500384102,-0.0034923927973591236,0.020691636806185583,0.0032191269111129556,0.04401564210264261,,-0.17809956035479121,0.054995407502301016,-0.05502719055382403,-0.07241239751208767,-0.1477757656725544,-0.01428653485262365,0.03725009256266759,-0.07326401882584456,-0.08985179072384841
GRN,0.03275072453466356,0.017365002779486032,0.07889940582386774,0.018534409191450763,-0.005241103733026647,0.010057075337113395,0.00209622958541997,0.03934894118979026,0.0015706573673503808,0.0363618528776336,0.0004994087417022466,0.07119085439190154,0.1114865032998508,-0.01184508768382775,-0.000993295419901361,0.05165306072854199,-0.04452920946958761,0.018898268208942966,0.018103161284641425,-0.025123107271217703,0.030063961826136777,-0.0490340833555639
MIA,-0.02526609147424384,0.008602429436489596,0.03268901268161451,0.010410240300963955,0.04630498225897686,0.02174029298136153,0.05462989163552905,-0.009667286809090016,0.04734822191327567,-0.04260504162899944,-0.0031960018776573266,,-0.0027402892632785955,-0.03275876570166205,-0.005785920708624843,-0.00522569711495184,0.05930937796249792,0.10539568726269134,0.005036245365161537,-0.010029962385325629,-0.0032221760085751673,
COL4A4,0.0653759218331175,0.049623522544259245,0.09382941081032144,-0.018534489231727132,-0.03442386017606042,-0.020611560887686713,-0.033837830837618196,0.004737619175631393,-0.018149086596551452,0.05804420675951717,0.036876697316534854,,,,-0.037108522316772335,0.0497844307186102,0.13753199409365324,0.024786882877933587,-0.01265504131917101,-0.009015986387400329,-0.03617550103891666,
TAC1,-0.019303088358243493,0.05232136448708175,0.053843586963915474,-0.012337332022071915,0.0910091871267973,0.05842082129380034,0.02139723410221716,-0.06910957566138051,-0.01154293346422852,0.004647350023867567,-0.04368725682293772,-0.041948889685367974,,,,,,,,0.008110473174235048,0.04951730965718526,-0.06945086478127396
RARRES2,0.011944820753006742,-0.08769620261832879,-0.07416350469246458,-0.04278772614506907,-0.06027268403151428,0.07393521354871593,0.0017511398159662337,0.09087884538464695,0.00848914030835202,0.021984961763459123,0.0391516758623574,0.07358299027139983,0.01011034977463075,-0.031228406698311544,-0.11340384201536398,0.011261570223580765,-0.0743127309095166,-0.02384140406904537,-0.004030349405803808,0.02084558647060922,-0.06261652225000773,0.05584290405202599
FGF7,0.04154014682584852,-0.01270161515018967,,-0.01587156577214009,-0.04093601170546561,-0.0018340934382082726,-0.011454529312870108,0.01973802251415131,-0.02667065992039737,-0.03324212162049323,0.04266220839667035,0.05528429605941834,0.010498406337683026,0.013967573824883384,0.07312837683716839,0.0952608977623191,0.01678215696476215,0.027421237687090587,0.014066917751342459,0.014579295202976076,0.02628674381906297,0.050092529744950924
EFNA2,,,,,,,,,,,,,,,,,,0.06151581514109591,,,,
HBEGF,0.048436012438429786,-0.028117550509528796,0.0903468345600554,-0.017979613230851236,-0.03860729758001071,-0.02935376289888647,-0.009599534534660732,0.05842699596351313,0.034860728053134886,-0.00023209419594742006,-0.014660677821658518,0.12503340908920935,0.02571877769201543,-0.03856592484546985,-0.05304353405694804,-0.05780494143602468,0.0016473877310579856,0.03417641490942194,0.020980645770679845,0.029158721276003823,0.04248417810582234,0.0020272088707057783
CSF3,,-0.030665410707578635,,,-0.02409539358393178,-0.029167113814715307,-0.006682902119338841,,-0.019201384292612842,,,,,,,,-0.08370108109249515,-0.06548401240864982,,-0.024076156137782963,-0.03805248804095298,
PI3,,-0.03632775183932554,0.011898584195274503,,0.006358905093961962,0.010427381722488506,-0.0009693514431839142,,-0.021621012144323222,,,,,-0.011202772526089021,,,-0.06662869252694349,-0.12024648942689314,0.03782986780995946,-0.046013260200724514,-0.043014363596461345,
PCSK1N,0.00806996457156285,0.01101277311068989,-0.028910816795749687,0.031245332338192423,0.03506363619235344,0.018211283960025783,0.004092070610369096,-0.066079511618839,0.014371297143168205,-0.004074148566598757,-0.0683982464210147,-0.038867448084241384,-0.01978627157997234,0.09390326331043276,0.01319940943020865,0.00820379094471386,0.02343471779538158,0.07721381475450866,0.028886858448229004,0.09194370673297045,0.016457685069637743,-0.050669884289187284
NTS,,,,,,,-0.017922055900823623,-0.03161228463999723,0.009535401730564825,0.01026268272062322,0.06263073452095207,-0.029389728997497838,,,,,0.0337009276252407,0.004457089386655346,,0.045814656842640696,,
SFRP1,-0.0280864811531436,0.10089537081029629,0.02425782912274646,-0.03379130687081569,,-0.021351758340331182,0.021409182904174807,0.08314461255205888,0.03482331011368481,0.002145498562921579,-0.022236610987259948,0.10938879205514043,0.08124281474614321,0.08195125551275703,0.04030677285970076,-0.06359902674019584,-0.009842426875653894,0.06023401172177217,0.008556277889246712,0.01887627519784237,0.06216687677816333,0.010727050748692794
CXCL13,,,,-0.015463993083106115,-0.0174961067761835,,-0.02356634999611453,,,,,,,,,,-0.07443953953890109,-0.03703289149374496,,-0.018955834549276355,0.035517686483076884,
MICA,-0.012990124315819095,0.041145148752524945,0.07888489027847904,-0.0008213399737424631,-0.04605354039717654,0.013512923045326504,0.005005659300030074,-0.005361579450968088,-0.017528190707281458,0.01703435058222186,0.03861463199048336,0.01616228300195293,0.0537879994881397,-0.09481213887406897,0.024939640417607243,0.0008137402043308129,-0.049182290826319,0.0465233633116805,0.08458466362199163,0.01560479538162291,-0.049175295341649494,-0.046859723809204994
TG,-0.02235533551239273,-0.0005604499812114786,-0.031057076206851067,-0.02536534614346432,,0.026180015194886115,-0.004021849272786824,-0.016185823730728553,-0.02317435293220674,-0.04333042316609768,-0.016092538644238236,,0.005408831324167008,0.016888186342011398,0.03411830611756301,-0.019074237005648944,-0.01298086594470302,0.06935502310123241,,-0.0018197230756760512,-0.03401420169313926,
ADA,-0.04374922579375488,-0.01985820624586004,0.08266924682064494,-0.0004183967465194909,0.01589009980709974,0.023223649065502117,0.047189262969271485,0.007345087504281986,-0.00568871507846505,-0.02535233199989857,-0.0045606058610721395,0.1065757945162704,0.03584187242702606,0.019544908127610998,0.03423058579921301,0.06632734903488169,0.0037763297745154753,0.027881920967254222,0.08648684265454662,0.007390050132971171,-0.007495859066667081,-0.027169006234392185
LAMC3,-0.08126515130180613,0.022917546180486508,0.09285556437216022,-0.039406562538894255,-0.02158129202018937,-0.0122356816359116,0.0046102899710405995,0.044834348159246265,0.03091492468378268,0.009027990026215137,-0.0600555946613628,0.07740736467348788,0.007652373614908809,0.13819556493926416,0.07508843083438627,0.03370162206162142,-0.05419532754034391,0.02841358370807236,-0.004258216328341626,0.07288390710139198,0.04641786962041995,-0.02188203636247087
CCL7,,,-0.012544741241426906,,,-0.01665927864673667,-0.031244629107822393,,,,,,,,,,0.026499594695895787,,,,-0.05654001805145544,
NGF,,-0.017667214818886653,-0.0047312733983853154,,,-0.022781893143718052,0.06899069350675881,0.03798157687730518,,,,-0.010666081984702584,,,0.07868545540721095,-0.046445081993486625,-0.017471012149395386,-0.03931530776682524,,0.03422636545795061,0.03847056242244053,
TNFSF15,,-0.021856549659552343,,,,-0.002829662851819205,-0.02313341736520149,0.004179960756226667,,,,,0.17144708546487866,,0.027214138388880423,-0.04690560595190982,-0.04842211163225208,,,0.002588878179371973,0.023131579608738198,
HMGB1,-0.01943213386674821,-0.0005379556020367154,-0.03045384544900443,0.005438908172283945,0.04590224207669882,0.048231779440078025,0.0064831017551125174,0.10328729595449114,0.07031170429586195,-0.03998089345865756,0.06043473437465207,0.043481155246560765,-0.03825791766650935,0.1238197960319165,0.02076970579657697,0.08347247702080106,0.012893833916259473,0.04006911508897356,-0.027297537291088008,-0.023759293286099433,0.036574948460210435,0.09169696911782849
ITGB3BP,-0.008427258482504148,-0.031190083310927583,0.04594141993119392,-0.03686236123682489,0.0235913037243381,-0.039063813677515345,0.014292848179050743,0.020406466566176392,-0.014394085028382714,-0.022167071518697817,0.05059719105937494,0.029582476418696265,0.06591123124382647,-0.011925517789462598,-0.01473768356121635,0.06821689057808024,0.06245170490609392,-0.03951636486794876,0.0066022624120031115,-0.0048880425402925394,-0.04330220474757116,0.029141187464745776
AANAT,,0.00810641275330868,-0.018200510992181305,,,-0.016879443160461,0.04944832356223875,,-0.017320168258273254,0.04638127719907447,-0.01855012706653326,-0.02763068568627041,,-0.015670450906682235,,-0.032552116153869846,-0.03243913864986924,0.08090941136066185,-0.030024540379764132,,-0.023234802330509993,
RELN,0.03239549226044034,0.04617117573557088,-0.03929266443214368,-0.05517166096608108,0.10861442973075205,0.0803304185802567,-0.009802792956777747,-0.027932130952650104,0.02964540806526506,-0.015815309966968297,0.012093082029612894,0.018536027632118396,,,-0.009674461787465193,,,,-0.023372213643084987,0.013550548967671867,-0.03955953243915788,0.03535106742470541
IL15,-0.03401543200071909,-0.031068708066093825,-0.0011021514155333655,0.00937403616233126,,-0.036342224329850396,0.08787005065877856,-0.030084281690408478,-0.0451780567135242,0.024831733465080236,0.020695907400018743,0.06842067154812326,-0.015596449597352758,-0.012395029588245355,-0.054133563481370287,-0.055027334372270406,0.02390417794682326,-0.001044870023782891,-0.010690979455857313,0.02015362694946615,-0.04492822015860814,
UTS2,,,,,,,,,-0.02491240598952972,,,,-0.04973966607719954,0.10685258136165553,,,0.04864860427319876,,,,,
BSG,-0.0843216899437381,0.0663799680257548,0.05075014247724807,-0.00625806408234547,0.036795923428072246,-0.08906574985094806,-0.0032807702709901146,0.008335596637783424,0.052211688951791936,-0.0234181618626842,-0.0453612842743235,-0.10800822581124392,0.03000575001101783,-0.009703813056462413,-0.01814176199154963,-0.025759082089601676,-0.06065977350633208,-0.0884223880078637,-0.02125367239665347,-0.02409407081107918,-0.056702493486447174,0.020231134909174525
ADAMTS3,-0.034639575180025556,-0.00687902701116872,-0.0031885652228176705,-0.005160275804787978,,-0.01232804739501304,0.0005106280374519945,-0.0324365404541973,0.03971333541453192,-0.06984399810597643,0.045515307016032756,-0.020331164485837938,0.05582444879178802,0.14123544320858997,,0.05206734167023037,0.007811298120511724,0.11100846207837506,-0.0019128305662750409,0.02874971379276851,-0.03876115794753001,
CD34,0.0006948257462586815,0.020535738802806465,0.08043552836385386,-0.04974189142971546,-0.039952814048987886,-0.037544760759751036,0.01651466212140547,-0.03529221311977078,-0.026677810279997674,0.03149774620484022,0.01788005928243145,0.07659468870924982,-0.04162963529310199,0.09315490046054693,0.066730014458772,0.08602990218414228,-0.016943681343108086,0.06787932371476672,0.00638500079184379,0.04613076624697134,0.018448326878398886,0.02137811696509089
CCL23,,,,,,,,,-0.019707602082166837,,,,-0.012616797246769134,,,,,,,,,
PLAT,-0.007153837812517183,-0.007460971652263589,0.06451890125593965,0.023949875467518266,-0.004677307219007382,0.03250475790621969,-0.0038240219230062716,0.03489117877630326,0.041377163265391675,0.01842728206499614,-0.017579203426542823,-0.014325373917080053,0.07253160353356271,0.07943779185918237,-0.01768908602698832,0.030107573700617864,0.0714555956653974,0.1156513568830296,0.0026040987996764973,-0.01976929925436693,0.035994098999895946,0.047114012464489693
NTF3,,,,,,,,,,,0.008122149102665314,,,,,,0.04146592712854496,0.11887572345992062,,0.035050129662389594,,
LTA,,,,-0.025594986969702253,,-0.021351757341462368,,,,-0.0037342426162295965,,,,,,,,,,,,
CKLF,0.02776903740576469,0.0024718273920378256,0.02272655887667569,0.04354410250791661,0.04147308247990508,-0.04174354936198608,-0.011510085321793645,0.03380623906702618,-0.01052705338924199,0.030272218742109024,0.011288161382863954,0.07411218306662584,0.04571543664306789,-0.0811174449062179,-0.027905953650202087,0.060585158967246165,0.09988229059029691,0.11210196739945417,0.042050097764298036,0.022496390291092325,-0.08022039526272863,-0.09221236212006827
CD24,-0.04202480146277483,-0.02040760156489782,-0.026157706506565223,0.02194847816627066,0.031259126243748624,0.007668700378421448,-0.03201869870320895,0.07960084875877031,-0.00712188010846645,-0.012784063388471871,0.036278404684520676,0.08729068491072077,0.021346250594200384,0.012265519470456118,-0.034349294547401314,0.014351062362699623,0.0355909870740108,0.07374931507368583,-0.026562175877728557,0.10658242371799248,0.08229318864511469,-0.061001712755851936
HSP90AA1,0.042527904815822845,0.02136662743928557,0.01638667152618365,-0.04870725857808352,-0.023301212944933203,0.06201101196638647,-0.04294702673479112,-0.09318507174220929,-0.01274869902434784,0.10070695899087065,0.03417860588422873,-0.11743922338896798,-0.040927479826373556,-0.1545732036773396,-0.08274361106034261,-0.04716760687276297,-0.13995322483949327,-0.1624118307237931,0.02464610682949133,0.023492019153921816,0.02852095228791701,0.017550412871940188
BMP4,-0.02300688568669657,-0.02311029195124068,0.08128840092094458,-0.027132186566166266,-0.067089114245857,-0.0498162130501964,0.009480043455257827,0.09464585992387771,-0.01238156491627241,-0.012111310429708809,-0.022954593971689082,0.03195448288494518,-0.07711245867086326,-0.04121214535384438,-0.07838110507000527,-0.037173772123129216,0.009741518191762335,0.025166581490063924,0.007307485346875597,0.010497747036964458,0.0581376172911961,
SCGB3A1,,,-0.012544739986969542,,-0.025755592938163447,,0.034075096722439226,-0.03840311765784689,,,0.0029423797365274464,0.06820855097334608,-0.003925089950722412,0.017587824654719097,0.11259748615158907,,0.0070147203042181866,0.046794141166164295,,-0.012243979925590866,0.002950516503301715,
IGFBP4,-0.01157439419189221,0.04846450352189673,0.08627110593336403,-0.05161899735646865,-0.06552757144532949,-0.09692966836519396,0.0009614916411316862,0.0894260781355702,-0.009564805587673168,-0.03892016286454204,0.0032219132688975226,0.15640568035907734,-0.06853405819929936,0.06629557054349175,-0.003212086469326718,0.05000279540091292,-0.07224587883904174,-0.028687530886585162,0.06775288847875782,0.02033760229720834,0.01308979824696273,-0.0560330202741519
RSPO4,,-0.021582314210826854,,0.11231302522247219,,0.04559732264371686,0.0249855060761851,,,0.016780282927919776,-0.015647211324894245,,,,0.11702183791296068,,,,,-0.027401537927817975,0.005702681108874984,
LEFTY2,-0.022134302087391037,-0.03615051591206474,0.046763111408686504,-0.025909332351780813,-0.05953465990454292,-0.022099755558056877,0.006736434055436111,0.10398441401199687,0.030124586668686858,-0.023522984003801647,-0.01715735858734575,-0.029389748348684405,0.002628959469873097,0.2265559664181965,,0.07904586905775403,0.06728959557155811,-0.03666686754970189,-0.016398152273930832,-0.05105427653054243,0.028763887953989157,
PF4,,,-0.01301315401116035,-0.02328211937151526,,-0.014534892411918146,,,,,,,,,,,,0.01398736716283336,,,0.022459321053108206,
ANGPTL2,-0.038900622644078585,-0.03849892051288287,0.04839879336861163,0.006612825384242152,-0.014288047380898105,0.059471289046554555,0.0054078378797812274,0.12190199197098177,0.031565745912617335,0.04175315327680297,0.014513717201529216,0.08542210153654806,0.08090743079212875,0.12354606489349193,0.08413580522551392,-0.009731684356495669,0.08416675848729807,0.08534695494373346,-0.028659431133356963,-0.035996576642966314,0.030990152521069413,0.08167278404260842
LRIG2,-0.007384856117307762,0.027246293958819,0.07419431983612616,-0.025475498173545094,-0.05875275355632174,-0.017097684384057017,0.008176407926599414,0.015898220444323537,0.048660805381185994,0.021601924644040475,0.008888750768977396,-0.03130405561002977,-0.09430209778611212,0.08172063730057014,-0.11442634919582617,0.12069989201565892,-0.013885853284418449,0.07231275985543653,-0.04760833397592615,0.036601866684795724,-0.02567341657533174,0.1442850797901412
ICOSLG,0.06237891096016817,0.00239156774417993,0.025156230685735238,-0.05584118074800982,0.0025632701444866265,-0.05645494337783062,8.835063446697594e-05,0.1218922830182307,0.02747331425447158,0.05024019296922617,-0.029695485104645144,0.010547509058860035,-0.0050823143814550074,-0.031183952868149605,-0.06002373644476315,0.0747830542681013,0.062461195921090375,0.060279248124571284,0.04245362368018001,-0.003114900401897075,-0.040285966412507423,0.11793329362271943
WIF1,,0.0720182691169344,-0.008622688185575569,,-0.027982940208973947,,-0.007529860525057174,-0.05426359355182592,-0.014767650173580987,-0.016252684546021298,-0.029444812032472335,-0.05858541381468621,,,,,,,,0.010107067978962398,0.04929221318946669,-0.04573786074074455
NPPC,-0.007213729339885062,-0.03041239088867194,-0.020421486699332022,,0.051929340404233526,0.027756245447584236,-0.034590118536211314,-0.03833907941589897,0.028033858341510783,0.04680535398709294,0.04614520908180864,0.08347656634267694,-0.04020717278261426,-0.0023472662482151014,-0.03309052401164777,0.033208849020667314,0.022351494649533857,0.062092266365777686,-0.02642910066845098,0.05722402103828154,0.05166056266350337,0.04281890802583496
LYZ,0.08053069196560111,0.03980693864235539,0.039471573671280534,0.015377028414513211,-0.07763474722385903,-0.005272668313709479,-0.010147382716773365,-0.020739369565399735,-0.0013436796940506372,0.05266308734200109,-0.01343924504850023,0.13312840045907162,-0.040522060767592225,-0.10369981463020915,0.07108915255584435,0.060798010886726164,-0.0026871676778622566,0.04262538136214009,0.017693272832160496,-0.00780397360421676,0.03188518475583867,0.02847657866308646
EREG,,,,,0.06732317665215706,,0.06271418745423761,,,,,0.03952440349384715,,,,,0.012620671307828964,-0.04684276514867016,,0.09886390051970763,0.013521026512916616,
SPTAN1,0.018418430482074845,0.0037597032765888582,0.053828737588762776,0.006353530332603268,-0.03568277313779277,0.02804026187352171,0.016284094750824176,0.03597825964861765,0.022341967587054028,0.006301921761987893,-0.009690104781044496,-0.07907755532207364,0.0459780711267451,0.15129489648990754,-0.06406103686386094,-0.06453241727981612,0.06088281986043609,0.07713638434500712,0.03158802460750646,0.028959844042645348,0.029070564747698452,-0.055584961846578004
PTH2,,,,,,,,,,,,,,,,,,,,0.011603215496861038,,
LIPC,0.03690506705761017,-0.04526530954321411,-0.015931520949417625,0.07160047549006206,,0.020333030646005334,-0.027738075711492498,0.023245104292531585,-0.04530065746167303,0.012594160990576494,,0.008720021002055779,-0.023003006872423085,-0.05913765753812283,0.03371297355189751,0.032896782994677326,,,0.025722027023830894,,-0.021547419383113404,
COL8A1,0.01769918916591205,-0.0400087276863004,0.02877008199027495,0.059213257406839775,-0.030083538640512487,-0.03657341135265192,0.03296821671224941,0.033121967622321655,-0.010924663019175728,0.007854728758361912,0.013648074656701842,0.11496793776654304,-0.0012622331960809796,-0.015599065063051603,-0.0885221361377217,0.024121540682521658,0.04923885283345743,0.0460270814114717,-0.009894043491313573,-0.006665063291550599,-0.01822477955408502,
GSTM2,-0.05420043151605861,0.03888028767560531,-0.015401429041919051,-0.037678453722008516,0.028261655244344996,-0.0053145960944783344,0.06040574201240642,-0.02544031109632943,0.04845258779903161,0.019081175355469385,0.06672863581838896,0.1808241322152311,0.007841206151890313,0.07897278583316426,-0.05341154647603083,-0.048037550343444174,0.03021144525543527,0.0191781413500127,0.060952838558792265,-0.03236863482908084,-0.0021041265471821607,
IL4,,,,,,,,,,,,,,-0.01834308561847512,,,,,,,,
SPX,0.0027262663091386628,0.07135610184191964,-0.012649902073318404,0.03903252766476054,,0.06360470678346607,0.015015452447207811,-0.012777608499979934,-0.04051604245300322,-0.00593482577422773,0.016535878165987224,-0.13324147778253345,-0.004603139322248865,,,-0.028006190118686873,-0.014338482888273779,-0.018004800535896606,-0.038901216115606374,-0.06797271782678362,0.007583478868852646,0.17340820354144545
MFGE8,-0.011278647663589757,0.02129047804815179,0.07798026047200844,-0.054366688031926715,0.003926752186303486,0.016181965913028395,0.01432171841524173,0.022639219632529503,0.014536857405445863,-0.01196888788921866,0.022708862001582904,-0.03929811441676013,0.022786710128258107,0.077876725837926,-0.029566976111338985,0.10587325442010975,-0.043092472603970026,-0.0029938095842336324,-0.00011396212062352513,0.04356688883552675,-0.03048115373443458,-0.021044301358825068
TGFA,0.03678148868944646,-0.023815319317346668,-0.02657010690403733,-0.003669440219934933,-0.04415049989277694,0.05835901214949567,-0.05986804661212782,0.09650453426686469,-0.03655954006497597,-0.0022960297225523177,-0.007958408996724134,-0.08528686261784935,-0.018672019515076507,-0.041413053584292245,-0.014343369443042918,-0.026848168211626947,0.02347717583921986,0.02927963369810389,0.010139725545375872,-0.005992002062659556,-0.029801833158042725,0.05176692179344261
SLIT2,-0.02300688200524984,0.10033125209987304,0.15298847240917265,0.012048463601804536,-0.019143364300497616,-0.04946923876312199,-0.003998195140648887,-0.004636039453972065,0.03703372292319505,-0.02738648425787531,-0.003344830920861073,-0.020491309075335338,0.04357146359359058,0.015671352050928254,-0.01417173869303929,-0.011374475763318532,0.05314891939944841,0.11227560561611394,0.036376329838887486,-0.006662717985742087,-0.001637319126206537,-0.09256262366332212
PLTP,-0.08369667632573058,-0.002859222670722502,-0.006418408541272407,-0.03725559557785857,-0.03912583351562969,-0.048436411168168866,0.04768066852379561,0.08284254839154297,-0.015491555968331013,0.023857387335100868,0.0668053521721908,0.16735379440496603,0.002043674843948848,-0.03213086039380365,-0.05487818181391013,-0.010091039871723068,-0.03611493656949457,0.025768484003699237,-0.02104070089043579,-0.04896828700409568,-0.0034889703418205715,0.0689600956623938
APOD,0.06523747104841156,0.04327628515364788,-0.04166903364326814,0.03876999192559661,0.08083726914860062,0.04120481062622683,0.004730214705812067,-0.041605964443588446,0.020253064601262277,0.018488177072979346,0.016722264574108425,0.03261116718018637,-0.13850732295111134,-0.01547796021049602,0.026537111665861216,0.04723864239559818,0.10818631795794892,0.15536255198156929,0.06281654987012415,0.05616975477672647,0.0303561327515304,0.020588184729430723
B2M,0.045540915259493796,0.013980940356981214,0.03953017393352012,0.03514322840367028,-0.041813282876291866,-0.011213958887218038,0.0419425807511216,0.09542825029735152,0.006586998985113457,0.05084929110006219,0.04108625971913131,0.1895215557918101,0.030234131605729957,0.0036167930982257982,-0.021693317666959606,0.1093596312153096,0.008098851832369558,0.1492703364377835,-0.0023528657471116403,-0.045009929102716756,0.06148656613283787,0.1370073338040916
