,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
IGFL3,,,,,,,,-0.013231781339424776,,,,,,,,,,-0.004634321997363584,,,0.015169109322398917,,
BMP1,0.017148535906431138,0.07571425933616709,-0.09414923651182872,0.028436209056407116,0.04689068223234067,-0.01359326465016182,-0.028977364539654518,0.0502919675875705,-0.003210389100314225,-0.040847345069742344,-0.017369111542053863,-0.05569069740607993,0.015584207213979634,-0.0030368874490331738,0.09078860090792343,-0.009280940652765983,0.0018221425512128183,0.083818478111074,-0.07213479070682341,0.09930003323911692,0.01787838086406128,0.10114729757265997,-0.030399490828910226
NDP,0.02762059314181505,0.07847411979488676,-0.02405354528707507,0.019682153640257202,0.04050798826963255,-0.021658785694777413,-0.005060218441579512,0.02749805266568885,0.03245391251823348,0.021636080837149886,0.027551217763399513,-0.029474861253569403,0.028196201438609125,0.08800175669867069,0.14693471204525907,0.0694680333442449,0.10167424412057088,0.03225978860482906,0.08717065072028098,0.0702650475470601,0.10551901039197524,0.009343000797538486,0.02297391623732903
TNFSF18,-0.038199234394248854,0.009685035504845604,-0.03948891354347948,0.011159349396333845,,,,-0.019648798060084707,-0.029112313154624755,,,,,0.02523519575756581,,,,-0.024096059032199156,,-0.0359729879648967,0.05396574574642003,-0.011158629130913244,
IL36G,,,,,,,,,,,,,0.07275366848401356,,,,,,,,,,
RTN4,-0.04978548285838788,-0.08216313875044547,0.026118637981340103,-0.04751135562187978,0.06080531955562641,-0.03229360026537444,0.0530442112499361,-0.09435381158504778,-0.018606550078012766,0.029285034920353677,-0.0062120311778539996,-0.02737448244205272,-0.0006785839776250757,-0.014446682548924788,-0.09618401300692972,-0.06997847581553551,-0.078384273157492,0.01946466030698493,0.008275860019500352,-0.05856121578406429,-0.04456323299508776,-0.15359444663102254,0.015455301258876437
HEBP1,0.009816328137678826,0.03823988711614404,-0.07650555166559658,0.009037893969373684,0.09084113181655797,0.07678516826601173,-0.006544083751100064,0.01810738217767701,-0.0048843760861957426,0.01666223630930571,0.03690388640527078,-0.04538313534017353,0.041898514585621355,-0.05859320985313531,0.06012806928196895,0.0020366067503802417,-0.04067975827065928,-0.0029693984436476085,0.012723084520361356,-0.012516529401931684,0.12478531488432962,0.05291253470064337,-0.0360291876905825
WNT7B,-0.017564415131850072,-0.08368351189729509,0.004779604327696706,0.03653651158731378,-0.000855354188337796,0.09360633567377259,-0.02193204830088789,-0.04765136235158034,-0.025958168079097246,-0.018785648461141363,,-0.04832754220586118,0.02972999058720488,,-0.008146085219855421,0.11314026947862033,-0.0036796419338204988,0.027583205373230047,-0.03410681819878095,0.1062069759624787,0.052121651020718286,0.046264395587289356,-0.04680024551743804
PTMA,-0.0648100076557054,-0.1167512413587946,0.016292696257614796,0.030176248457421923,-0.0073417448294185545,0.031542975770815176,-0.023737747387292618,-0.05176291646987802,0.07568224294870199,0.011534480451619686,0.09671915744642826,-0.001013387210860769,-0.03157829386508248,-0.08076458847957496,-0.1536260652102815,-0.09287429933168727,-0.017339788674651004,0.040539611854315906,-0.05679205737443514,-0.06263751917341043,-0.05735378534341583,0.01515000875263586,-0.02213453558229687
FASLG,-0.002604333114787538,,,,,,,,,,,,,,,,,,,,-0.02627909759603092,,
CEACAM1,0.04077880944931433,,-0.02513361124922324,0.011461981743719011,,0.017250689730003203,0.030101296234121097,-0.010417026051360639,0.06798519533676882,,,,,0.04211120286377255,0.10998167138234978,-0.02973186082110465,-0.00487389915125759,0.04164582194127054,-0.022637191277878003,,0.0005747649036710571,,
PDAP1,0.03710006412712589,-0.03013408114675073,0.041503655212667544,0.017570687166067373,-0.014453582129268363,0.026477332741627325,-0.03420191886797508,0.09581481023204537,-0.016790020527250128,-0.018046777401159616,0.047165060116112344,-0.1112438018868184,-0.0014648877501533717,-0.02748834551091771,-0.006002068616252437,-0.03839374101236274,-0.004171457543121037,0.02409071870054784,-0.014580780491284091,-0.011641643810994902,0.061394876724777996,0.0026497937177387965,0.09118876720827644
QDPR,-0.03485199438954186,0.01122092433993749,0.05315730229930452,0.006996017639769162,0.0896191868942909,0.008564502831744833,-0.023700638616722787,-0.05936231709164373,-0.050649548348439315,0.029822738152147463,0.06462340193938564,-0.02435933223471313,-0.07606135174901042,0.06091284648099774,-0.15662445342638476,0.04099604463415221,0.07978499345014026,0.037502915345805944,0.09002365042744258,0.04248886574620453,0.13420540325830618,-0.0814195144197987,0.05509258519874003
POMC,-0.01852536753547225,-0.022674761455242574,-0.059569466129430815,-0.0007000445226477604,,-0.06133219366718167,0.0030305374012873725,0.014166676118348901,-0.0003578836365054055,0.015203620660912597,-0.0017655625328959212,0.01966506063787857,-0.039715123949584936,-0.03173080949747825,-0.05698461273444372,0.006331656650703954,0.020262717375335054,0.0007348917204918121,0.015670345018386114,,-0.016354521602580305,-0.05886145907865412,0.07829137887672245
CCL18,,0.0033057941583547455,0.10392961524953444,,,,,,,,0.08123963441748554,0.03162145023041401,,,-0.050454775173669114,-0.003828620254731742,0.038390201995531156,,-0.012333794019695426,,,,
CCL17,,,,,,-0.02313537949110601,,,-0.0023845620356587444,0.0019372590625420794,,,-0.01693382111597594,,,-0.02109331619005898,0.056529229642051364,0.004627215123421782,,,0.014173173405267482,,
VEGFD,,-0.037120818358254634,0.014246591766950267,0.004144028891503594,,0.031325269831541575,-0.012893628381976321,0.046900056641982664,0.028454617286081292,-0.00033629491295717227,0.045604849465404655,-0.021063316768815423,0.0186900365853021,-0.07265689962832282,,,0.06381442082136805,0.015530791044621932,,,,,
