,MGH258,UKF248,UKF255,UKF259,UKF260,UKF266,UKF269,UKF296,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Bbulk,ZH881T1,ZH881inf,ZH916T1,ZH916inf
ITGB3BP,-0.04454653659685723,-0.04233782757797702,-0.04010025855244406,0.012312906925646551,-0.011641256596219764,-0.033990575499877496,0.02013289742947799,0.04985475716763073,0.025107009910535605,0.12960498009379828,0.0033066100031509645,-0.014994388995911403,0.08764583240149437,-0.0005739044121658061,0.04504431581180581,-0.0925251035516065,-0.014309249145599535,0.08196807501406206
AANAT,,0.051641556871351996,,0.07827124851812674,0.11785068302932326,,0.02175310157135149,-0.013767069050901954,0.05425405164221498,,-0.07913833082522036,,0.009768907350050237,-0.018522283298503507,,,0.025201986586117654,
RELN,-0.018949155973900948,0.04116767885434749,0.1860808005283181,-0.02161698374596713,0.011479032831993356,-0.01600218307747982,-0.03847641162309889,0.015286589611219786,-0.025147582994969303,,,0.03898710432670513,,,-0.01515451040674889,-0.04987467176503657,,-0.019092988301808368
IL15,-0.008455733449681745,-0.01834539594376809,,0.023154697759298862,0.00626370335140181,-0.014971928398608279,-0.02422120948230881,0.00837260689334312,0.04363218748004527,0.028856657896377876,0.017933556830304214,0.08329682244629898,0.06437173004299955,0.02869279977714031,-0.01822646218845313,-0.029095108147034303,0.08390804251676015,
UTS2,,,,,,,-0.0020682904647467614,,,0.14448148735036084,0.030924818255883765,,,,,,,
BSG,0.034800158401783986,0.018475233366835958,0.08829991796955743,0.07830320461821365,0.04982440217363327,-0.045126421379865334,-0.021932931212171047,0.0009428947899012531,0.03503307304887757,0.12689745014380174,0.12072400483438646,0.08908483935063996,0.04020947101292541,0.005093918988442721,-0.033702442327013846,-0.053911731057813994,0.04070471397892995,0.09263993268012488
ADAMTS3,-0.012954514302078536,0.006674166128281008,,-0.024363814785032842,-0.04160686517150977,-0.024115445459791184,0.0682670949853616,0.037926989306031396,-0.02493913062006228,0.10060112562438894,0.0227862369762333,,-0.020091444961400542,0.05431543504708805,0.06182366358460073,0.08867846390796053,0.104180054157901,
CD34,0.0366665308057293,0.04055621994164003,0.09931733021462909,0.013561695485358962,0.07596155510052484,-0.04438811396050643,0.07230440092277624,-0.02575781238950521,0.06624656302045007,-0.06510749457333294,0.05255142352336356,0.02918113180396705,0.0908511389754536,-0.01955350326481615,0.05289930944345653,-0.04509102830403282,0.11040104802007615,0.06803670397152323
CCL23,,,,,,,-0.021308013408835723,,,0.03677389698863956,,,,,,,,
PLAT,0.00039439786513224926,0.033368631059029485,0.0729118302805629,-0.01019272342722929,0.023451266529160516,-0.003225477269491138,0.076330286145503,-0.0054571439673244656,0.00114958826356424,-0.08424173951375875,0.010466993789506785,0.08736700768811227,0.06641711625797368,0.019674739675116418,0.0698471484518839,-0.055197834036423435,0.12178238876241627,0.037915198606819384
NTF3,,,,,,,,0.04224482054218755,,,,,,0.0377029187603494,0.043597515262007745,,,
LTA,,,,0.021030599728112893,,,,,-0.021067213567031947,,,,,,,,0.012290277230722225,
CKLF,-0.026397011106162084,0.01795718795082107,0.08869628385684948,-0.04998625711595494,0.003370668310110945,0.025354432525134463,0.05878102174306101,-0.0012156848383532764,-0.008228203070089663,0.1070256262736419,0.10813134055957993,0.04711210611895628,0.12105579205817453,0.026875115607779318,0.01278573648197397,-0.0277439992030802,0.048451479160605375,-0.06459261246059944
CD24,0.09549738191277765,-0.004625398635378267,0.02034404097574766,0.07081636243066407,0.06388327141727645,0.027827202814018133,0.047014655748418864,-0.020494326508993417,0.007997337401532018,0.045492987455976505,-0.0275646770013712,-0.09492034601055253,0.07720735233668685,-0.005748826736362584,0.04326956171280275,0.019459529951427034,-0.05853019522147134,-0.04985752524247802
HSP90AA1,-0.004561968481340387,-0.017784122894280417,-0.10654825888147122,0.026923950497163503,-0.0001544335418458059,0.022064847034682932,-0.08451000073179576,0.035416211800163855,-0.030590807766761232,-0.08632722169154465,-0.07974078231568882,0.011338097621870394,-0.008311403006677029,-0.04946676543580237,-0.054377276732791364,0.04632081522261806,-0.11555596056324811,0.037192644463326
BMP4,-0.023523291670772162,-0.03844847420101038,0.03596363335060577,0.0532396671569382,-0.028793971733570414,-0.004268176141593347,-0.03670185857660217,0.016237077531778703,-0.017951441874160746,0.08965413982480949,-0.006840137150265435,0.04359233351926654,0.08349504485048885,-0.025889915086685172,0.02353297554036506,,0.04735958154772439,
SCGB3A1,,0.04810647337801817,-0.029633281254821175,,-0.03109975847993062,-0.01911193139904435,,-0.011612657395863044,-0.014700423024827363,0.056026527385339676,-0.08488172220551735,-0.023716025244111476,,0.036853795473129086,0.07598838646379032,,0.004832477120421107,
IGFBP4,-0.041157642680600966,0.06409442795188418,0.09364688286729655,0.0031688792900969962,0.03471543675153865,-0.030510506684633558,0.05533122761644048,-0.010134644171337788,-0.012314892834902277,0.0026017537775421943,0.04634175413264168,0.07046975335827148,0.05436639569667149,0.04543026782948935,-0.022533586813351953,0.05526302041794894,0.15085084732335743,-0.05423127193386968
RSPO4,,,,0.07294907243311607,0.02655728420499936,,,-0.011612655697249202,-0.029223541867437343,,,-0.015167603093779174,,,-0.017546665948283247,,-0.007244870349897947,
LEFTY2,0.018085122050977703,0.03339532456231151,0.11667396340375073,0.00936397126353835,-0.016323261198596575,-0.023922420094455592,-0.03676952965027547,-0.012733418997933475,0.025162016911073375,0.01729672585425894,0.026052116440538155,,0.05959636065190565,-0.015825842724927798,-0.007999380193012174,-0.04504957133855226,0.07111818639268978,
PF4,,-0.021179894852676177,,0.09850072467513254,,,,,,,,,,-0.012615432269870037,,,-0.020434247725926453,
ANGPTL2,0.0161796113971435,0.07504081954147768,0.13064814898163304,0.016685669879414347,0.04619835731564785,0.001381599995889282,0.02856721014880069,0.001240838939350741,0.07975952583798282,-0.010453062884036345,0.0921789871650076,0.02548119294448784,0.05214659082332904,0.07312855204308111,0.0476431445220065,-0.05765777878111978,0.11452723223846788,0.0009951271745396284
LRIG2,0.005650769154910809,0.003468048835572713,0.014274885494396504,-0.02378738829517236,-0.004068666227508917,0.06760381498623394,0.028989909015776284,0.015263581696839463,0.022380737070935387,0.04508549325695306,-0.007508031346530435,0.0729266032262783,0.053913988417170676,-0.04985623616780183,-0.01738986540799335,-0.01796276823381003,0.012972403085860895,0.002211244742017154
ICOSLG,0.028798670937218347,0.045790935945762355,-0.019167973063842703,-0.06063120190481493,0.01528100892387759,-0.03421647187872478,0.03176650600717526,-0.022038651943966567,0.019805104866642057,0.04372737917379899,-0.1261752599994734,0.11949750843170118,0.015689582949023416,0.00914161407514699,-0.034180413917177244,-0.08624855351415617,0.10243076826223171,-0.016122787556986123
WIF1,,0.029298172367129855,-0.048053748485583095,,0.06021150230056765,0.02502912560696628,-0.0808071336158268,0.01652432091380594,-0.011104631667782448,,,,,,-0.01631132560243832,-0.02960679358425484,,0.11556709203408418
NPPC,0.04718890039633793,-0.0027612618545284386,-0.03717740426904396,-0.016635503629878107,0.012253867315485254,0.005764053844472213,-0.01809473431470061,-0.016138749555692233,0.02909102247501317,-0.0262079943171411,0.00011219218401774882,-0.08242058422119596,-0.019074258100794442,0.01076862221172841,-0.053205689714139824,0.06412165062095777,,0.16195286263263553
LYZ,-0.015155850285016275,0.04631540152301053,-0.03599992388383552,-0.03701494884874678,-0.06258693811301079,-0.008586917614618118,0.011405418510408969,-0.012305920204392397,0.012967038367772256,-0.04895454166550668,0.06384411228533944,0.0007169112574267906,0.07872930055279657,0.05802745670795067,-0.007635200354665127,-0.039818129434763025,0.04766361954908262,0.02410180145321948
EREG,,,-0.03736873368860026,,-0.01845679133544174,,,,,,,,,-0.040086077300942734,-0.021854668276611363,,-0.005498831185710334,
SPTAN1,0.037137082867871006,0.03226252326949259,0.02978172486738109,-0.024057133877495262,0.03780529550097159,-0.011244148746565175,0.004113342483764313,0.01233297099176096,-0.006967960388592789,-0.06488339873436291,0.04720202533737401,0.009360967689341061,0.10971818933958305,0.05186276848797586,0.06238652940572379,0.09673613682970678,0.027536116719939194,0.12539146571695367
PTH2,,,,,,,,,,,,,,,0.012214556609231583,,,
LIPC,-0.029263951999468792,0.0002600866000728199,,-0.019271751420652107,-0.03475147090086568,-0.023217621943503956,0.04362732466642778,,0.1292255360816081,0.13775892603985,0.13751611722971127,-0.010843677061003205,-0.0033620356349303823,,,,-0.04412978256395466,
COL8A1,0.09774673438924536,0.007591561794040498,0.12037522940620851,0.008012846183319695,0.055937993282951536,-0.02209688188990357,0.04020529667475663,-0.007891673921157413,0.0005448430907961101,-0.052589599879237496,0.020012202651513183,-0.027522309931963713,0.14327105166328843,0.012022117865175019,-0.04681068484531484,-0.06275069989702664,-0.005585706396953995,
GSTM2,0.0291243866049448,-0.04217841647270519,-0.046130820361185695,-0.002974004530525804,0.0034586029277248846,-0.012660781470278546,0.020464622532383195,-0.01732041180431661,0.024973785540442345,0.054488381234212964,0.0940349122285673,-0.04863623138623449,0.04406857164428956,-0.015085807825695048,0.05343637855006041,-0.05216465782592367,0.06411152454865986,
IL4,,,,,,,,,,,-0.04309581323626538,,,,,,,
SPX,0.002353352591025261,0.08714977575044525,,-0.031578931274837296,0.023508272686475266,-0.040278131275799635,-0.052440939426239994,-0.0017081976294533708,-0.04411823847023376,-0.05977943306688512,,,0.049153857042656124,-0.015663671649771924,-0.02381834331710818,0.021848116613504536,0.044760026534046864,-0.008350699645253637
MFGE8,0.028380462778119588,-0.0025404803014899887,-0.026460398960066488,0.04684562418431667,0.057176872364504465,-0.03609555145195674,0.07282542706074241,0.025732789082515344,0.008832697352876525,0.025285644661199876,0.029883827461042234,0.11850270087315212,0.05873909246158505,0.018677708440790423,0.02298282832373432,-0.07347870081935912,0.15263124529124786,0.04102364439026322
TGFA,0.06006545541329237,0.024819141449745032,0.003418659873815341,-0.03775873563123934,0.01356806431742796,-0.01052737506689136,0.052245692865360495,0.008644828902023812,-0.0006206597643846746,0.07993986608392606,0.10560062208074318,0.08763088759282982,0.022417851435892203,0.005153535926782511,-0.06773138563514113,-0.0925793913230764,0.09575295891480522,0.01918519032382221
SLIT2,0.053785986567741535,0.022125189676802094,-0.022025534408861482,0.03291241417577202,0.02762065142193965,0.03317402814897132,-0.010329801077611405,0.04101399807882275,-0.03983620176308291,0.00718490672184624,0.010818442574854363,0.020735500096407337,0.038207102649196224,0.0007793808655607409,-0.022433374509510957,-0.025710139106709287,-0.006626367877547812,0.013845294300733538
PLTP,-0.03908292032682005,0.05887621826578809,0.05765590855447649,0.0542236353909276,-0.00825504474463666,0.0299936706948902,0.09202748118421525,0.05679947172996754,0.021780557553849396,0.04232180097893653,0.04485979178213681,-0.06968478949869177,0.12075924012248433,-0.02272479530047542,-0.0626907809776153,-0.003294089320555161,0.10012214364756374,0.03442351619231148
APOD,-0.00735977605790814,0.015914324449419256,0.1302336595328866,-0.009652916490698993,0.13420624659284658,-0.03376215948274477,0.0546819396880857,0.013377671448944875,-0.0006351868331448664,-0.0032374286916789863,0.014002490520056738,0.08948754177399128,-0.11745498603772112,-0.004752638704308907,0.024402477797274797,-0.0866899131031723,-0.09892538379052813,-0.0386040886904983
B2M,0.08053171009903684,0.0993241365117734,0.07793954527458119,-0.026985664849157254,-0.01738531527633355,-0.0393690938905524,0.08990225859732297,0.021026582449842495,-0.018729460508003483,0.07421745119051557,0.08799524368367338,0.16790196012744207,0.022717194865143522,0.023487606509887297,-0.08126237849107826,-0.12952487329754242,0.0852783932271075,-0.02851403610644888
OMG,0.01127955456880736,0.02561218503462705,0.15085358230680423,-0.0578829404427412,0.0699184499229546,-0.01252159866264619,-0.0005368476788624415,0.005875092897772519,0.0017879347496702112,0.05973647782064267,-0.029975738189593676,-0.029715031982466736,-0.08239670915401083,0.021501952769431922,0.007689218020121067,0.009192290767875179,0.06998407695136598,0.03214123384021385
CXCL3,-0.018406908804475118,-0.0038875833239172776,-0.028354167910517408,-0.015471449605579038,0.015213254265070749,,-0.024587263619457064,-0.012423086951357888,-0.015172208753899396,-0.046472867484526635,0.03510819718492471,,,-0.055254371291645836,0.0017048653589429575,-0.04057780370593917,0.032999375439466586,
CXCL10,-0.06650164900290982,0.03951593314543856,,0.04045868244828734,0.004146983663041826,-0.020464929981348003,0.059439694203848266,0.01213308963615813,-0.024110475816681576,-0.013578202860026365,0.03578620594901224,0.061162979620140286,0.0913602150602339,-0.01692095184341208,-0.02397590432890736,,0.13328067510038727,
RSPO3,,-0.027734600571929766,0.01017767923633598,-0.012453785202858652,-0.03475144947487914,-0.01826986179611729,-0.030750236502799313,0.045669084195599195,-0.015854665732145234,,,,,0.06858964359974289,0.038441659374039386,-0.050864973931920666,-0.029442335850750193,0.05911275725818773
CORT,-0.002413271852880484,0.0023213238082871856,-0.036792367777698086,-0.027928569583032147,0.03648525564709173,-0.023013178351200172,-0.0017989295908569464,0.0071452098525249886,-0.006866388652708528,,,,,-0.013201408677147102,-0.0015683353657629485,-0.020264995434341928,,-0.02859150284094641
NCAN,-0.06119815683657723,0.09558130097184893,0.07439430028104198,-0.0345269868003559,0.07264176083686849,0.023460197773248072,0.03922484024593263,0.04077422292193789,0.03223828008462451,-0.03328723182254761,-0.06712893302977092,0.1645389207347184,0.08554651957239501,3.407442458447034e-05,-0.00727645347692571,-0.10229699510748322,0.06266206655904379,0.02867064830293447
PRG4,,-0.01937724647849342,0.0027184627394944926,-0.012291348926016164,0.003852612275678093,,0.002484823705293451,,0.017197604356429985,,,,,-0.019479486350736732,0.02968709659355017,,-0.02715922582686228,
ZG16B,,-0.02831293161506714,,0.0671579638509282,,,-0.002407116878833029,,,,,,0.04053593409636925,,,,0.0328049439535553,
TGM2,0.08124668405140921,-0.023906821924226093,0.008590089672392357,-0.01372802291748499,0.005437542281277273,-0.006625612675252143,0.032767090411313794,0.023114278259647104,-0.05631226130286274,-0.0019970772223645646,0.1686054245117355,0.09300032609054562,0.13336444356360624,0.013348411235547954,0.06166439765088606,-0.08170950048490105,0.07235260511130034,-0.06372022094930715
VEGFC,-0.02285712324208881,0.061105798862192404,-0.04122193867778054,-0.021906474914502268,0.06182092626351796,-0.030692633816121216,-0.0010441682260766308,-0.02025714563598978,-0.018917466849967472,0.004903917396578278,0.11048954957923576,0.06020170923016941,0.015547229099396865,0.004623681717079399,-0.029947188101886357,,0.0934371366528774,
WNT6,,-0.022573331673486564,0.05304961861410573,0.016836681040107025,-0.011715731914536289,-0.015356585358490518,0.03515745546912927,,-0.016510209792720457,,0.07223445938385287,,-0.0341942364242627,0.044410653058099554,0.1572144811827625,,0.11269752712278228,
NRG4,,0.09178552890009317,0.10215640969767092,-0.014959133921449975,0.007213963091650524,0.0008963701084478113,-0.009672106731469324,0.05444550802091637,-0.022069431598784255,,,-0.01943521388894958,,,-0.023170827645040755,,-0.0020700678146066934,
PMCH,,-0.021674063194843482,,-0.020727337419717728,,,,,,,,,,0.1156882173981925,-0.013340805889272021,,0.150558784115858,
COL9A1,-0.02662085916288875,0.06519606742928691,0.07882695615686014,-0.015623723577696653,0.0302694848949938,0.06518593417082086,-0.017975561385842595,-0.0013984935886111047,-0.02514759264066602,0.035318373275095,0.09205120897964178,-0.03489679329352446,0.050113226994703525,-0.01643340953994437,-0.021187745242914995,,0.03630698836196051,-0.014355622690198196
GDF11,0.04511606962013585,0.09144733342850958,0.046412350394698154,0.044389777225521135,0.07467760750021321,0.0034542180947582136,0.02399491931695347,0.05749044364810848,-0.003691564874262201,0.08237581645625594,0.09013514887265812,-0.0002571864148586448,0.051355543074200864,0.0019410806559041636,-0.005893474276787265,-0.002323082783826252,0.0995021732429779,-0.02627662339338263
RAET1E,,,,,,,,,,,,,,,,,0.008257505097821622,
IL24,,,,,,,,,,,,,,-0.012414285616248555,,,,
SORBS1,0.033379589798212136,0.04247133399116148,0.03801584528277293,0.04018340782512964,0.02464143757544764,0.07547170750518074,-0.037789451965669185,0.09025795268127139,-0.03371646100219114,-0.04497349381225159,-0.020698654723007213,-0.04588941793093392,0.04352916890882249,-0.02294355765458641,-0.01212359484414612,0.05673090009845997,-0.02128225612124579,0.1017024224328904
DLL1,0.020841737360681675,0.02424670148561713,0.056218774443778374,0.006061114516701705,-1.5576031167101768e-05,0.04354820610809,0.026175342523224294,-0.0044471995611594034,-0.028537199773990628,0.08264693894135097,0.010403056482682525,0.006906690345297747,-0.042931258112202025,-0.04247618125632951,0.018443904162184256,0.021746179572518783,0.042997278054325246,-0.003139479510136857
