,MGH258,UKF296
BMP1,0.017410064564804227,-0.010942640192140867
NDP,0.018594010859077956,-0.007186655661825816
TNFSF18,-0.01871251888680054,
RTN4,-0.034130925065040695,0.03845389970723725
HEBP1,-0.010881474514753435,-0.04733978789328522
WNT7B,0.09983956643736033,0.028694400215396803
PTMA,-0.041843774624500375,0.049094557809788886
FASLG,-0.016485147707189434,
CEACAM1,-0.022889771864288835,
PDAP1,0.0520994071444906,-0.04020017402058428
QDPR,-0.05868146858437856,-0.03135226129151009
POMC,0.07093817146006348,0.03118730607532833
CCL17,,0.05207079601601988
VEGFD,,0.08023592908211574
WNT5A,0.0666744118511473,-0.016815674536843753
CXCL8,,0.08863547537185204
GRN,-0.0778365205300506,-0.0534512772170244
MIA,-0.02157763646922254,-0.013908774766632274
COL4A4,0.08190183342374577,0.0010140075609172173
TAC1,0.09597635168303631,-0.00926822288248351
RARRES2,0.055712219933050776,-0.019690435443801068
FGF7,0.03842726812192841,0.04362444361380615
HBEGF,-0.02816849660087259,-0.012971992960599775
PCSK1N,0.046635403658413316,-0.014850554454217487
NTS,,-0.03224587922288811
SFRP1,-0.023986293275317146,0.0007917492004116422
MICA,0.045852950947357154,0.004057682973507165
TG,-0.01909180544706104,0.08021863217410413
ADA,-0.00034212586527460553,0.00909833270343541
LAMC3,0.06409730449309894,0.00445312401433869
HMGB1,0.023942240361304046,-0.0011179902944496451
ITGB3BP,-0.06631741516062149,0.001248295196386098
AANAT,,-0.013908775540273841
RELN,0.10146696653308443,-0.03366423333446106
IL15,0.012426984902241334,0.047712995709224056
BSG,0.07800443846027197,0.0049273399368809385
ADAMTS3,0.009486651687051576,0.03700164422609299
CD34,0.028895132706685544,-0.026022941383492308
PLAT,0.0624475892144339,-0.022897852680829306
NTF3,,-0.02245208172331217
CKLF,-0.07040632748968939,0.016056995146881043
CD24,-0.01902127302168464,0.04885305137204766
HSP90AA1,-0.0627413519660803,-0.03143525730577296
BMP4,-0.019648239465235896,-0.00774361168611697
SCGB3A1,,-0.011732188205635397
IGFBP4,0.04485377539155818,0.052664051295762994
RSPO4,,-0.011732186489537472
LEFTY2,0.032370296597082626,-0.012864485973571269
ANGPTL2,-0.01547035503075196,-0.04784800445050477
LRIG2,0.08574568518987655,-0.03418593879911705
ICOSLG,-0.01228871910233156,0.042301144906247326
WIF1,,-0.022077545879676242
NPPC,-0.06107323285113329,0.01972693168639265
LYZ,-0.03679523706047532,0.02966645127627663
SPTAN1,0.07415219174034567,0.02401866968827169
LIPC,-0.024443226085537773,
COL8A1,-0.03256823994539974,0.026941435788771114
GSTM2,0.07204242073193154,-0.034676537875770144
SPX,0.004917403852626181,0.0011251209868964182
MFGE8,0.07961122869452496,0.019842595934869416
TGFA,0.013933148621922886,-0.03183858373318928
SLIT2,-0.019648236321222926,0.03580077779960987
PLTP,-0.001988195754786929,-0.014699677518014887
APOD,-0.07512630704623115,-0.06880015015002727
B2M,0.054774817755948356,0.03338796063278252
OMG,-0.02840259471952812,-0.035476430545361766
CXCL3,-0.015374691478848387,0.032431175288021884
CXCL10,-0.0323182513059373,0.04198272213186926
RSPO3,,-0.010986292127177904
CORT,-0.019091809442158575,0.004287911777335089
NCAN,-0.01955153546602624,0.0029009419336191015
TGM2,0.008738753717141272,-0.03779382659736566
VEGFC,-0.01909181067141986,-0.04079654286420899
NRG4,,-0.02798171209868848
COL9A1,-0.0085970031049258,-0.013536969418367104
GDF11,0.04569845625738859,-0.016646527835862592
SORBS1,0.04876278904851491,-0.043958805043606504
DLL1,0.0034502575292220316,0.034778317302143966
