,UKF243,UKF248,UKF259,UKF269,UKF275,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH916T1,ZH916bulk
B2M,-0.05203722638683974,0.08187144868842106,-0.023489885884157347,0.12633552301279966,0.03650523185897741,-0.0018162869972016195,0.09080230271572931,0.0827829613480017,-0.029818123683881814,0.0861839557014487,-0.025420250508226303
OMG,-0.0011943306733819836,0.04800164115809884,-0.02564850344856412,0.01246209706640991,0.017144613075644535,-0.026458052984482425,0.018451735483666,0.06998248775842077,-0.023711664409094575,-0.015427666965364977,0.05778591825792781
CXCL3,-0.035721689416597854,-0.036908439652027385,0.029341167878556697,0.021584149602526907,-0.05245282491784667,,0.04041889447013715,0.034607796148267346,-0.0187889638814896,0.044743317563558024,-0.021851256737466195
CXCL10,0.04788387878575949,0.037734490198498435,0.0023064466789784023,0.07827548140968107,-0.018333961452163483,-0.015639472982764944,0.007010164833483641,-0.026368107767963563,-0.025312742130833583,0.0399704687736317,0.09446604011415329
RSPO3,,-0.019571317633101482,-0.01332683886128095,-0.03233740871765164,-0.02849866052804848,,-0.025627427614361892,0.035399942644444016,,0.04321372934878061,0.045745797320638534
CORT,0.029905711325152108,-0.018235078108692935,0.009922945946733692,-0.012652923256522184,-0.0131987152764446,,-0.028904767690069232,0.179257173735572,,,
NCAN,-0.005081192698314278,0.036344741155625464,-0.003041751876955423,0.014641121589689766,0.023334953735837972,0.020250646519434708,-0.010816259351214698,0.05901867357815573,-0.05768206739210497,0.008321618317487865,0.07956239978536883
PRG4,-0.04918783556274544,-0.02166778097766807,-0.013153015236459686,0.08361147794624414,0.02337107685650522,,0.08228436328904513,0.049754118011653074,,0.014657769809490214,-0.03539390532961398
ZG16B,,-0.019979425206634743,-0.015265682792269223,-0.004433823168523221,-0.012891048898164252,-0.024111166491513424,,,,0.14913397339327567,-0.028468813279957542
TGM2,-0.024200405374239137,0.023870678797051206,0.06937417466882548,0.09658985241967419,-0.023949183696816964,0.019034267781709684,0.07738854544488266,-0.028431696620965476,0.03629932655138592,0.09513025734407977,-0.04550754458561864
VEGFC,-0.035293254084160085,-0.027511558592128223,-0.02344219499925629,0.03443744628359364,0.03782908121208397,-0.03125286032404311,0.09037608632139682,0.002892175423895933,0.07755257042607623,0.051459867637071034,-0.03878729058794754
WNT6,-0.04476124860660041,0.03397303765417789,-0.018192313691937266,-0.027547099261639275,0.05181688376991582,-0.02292972216416923,0.07581346313344431,-0.038233799751000316,,-0.036752331875258414,0.008044370787079981
NRG4,0.03813033617267275,-0.013270194004376377,-0.01600782123893744,-0.013172715029125806,-0.024765792180036376,,,,-0.019900353267739923,0.008881874044250072,-0.032032549053701447
PMCH,,-0.015294612737834758,-0.022180395864911093,,0.03837052492318049,,0.16311885872416404,-0.014271987505475045,,0.06024766027846479,0.007902761506801343
COL9A1,-0.02959267200550613,0.0856689871095915,0.018648366013254074,0.0020943841026467617,-0.025981606838013913,0.020193294622582632,-0.0005277956660124178,0.08589078694830524,-0.038379208499386315,0.053822762610155936,0.054568085500426806
GDF11,0.023253052852025266,-0.006722625743998444,0.08840958371991668,0.07617029318893218,0.008086391515181977,0.073463917994266,0.014364079867398771,0.05770713461530094,-0.021840743308940487,0.040675695738514046,0.03679577845864475
RAET1E,,,,,,,,,,0.06819575969398448,
IL24,,,,,,,0.026653239467935165,-0.0193453195789909,,,0.011191216288641538
SORBS1,-0.02097014102634172,0.005112786702635566,0.04727964665486674,-0.012944372018233574,0.011115401425626616,0.05357899420622862,-0.04876916229690187,0.05151946718571567,-0.04766595214539621,-0.012169758646530889,-0.026260756166902238
DLL1,-0.02939175761748651,0.03890409797735807,-0.011537100466311366,0.03413375471167294,0.005617140511901257,-0.01598972109040877,0.035678224868846704,0.041447804447804486,-0.002744234100667264,0.015053876218944875,0.10904113745663024
TLN1,-0.12597412783056747,0.023089290505708175,-5.1537772810831094e-05,0.035782240717511155,0.03468940507242402,-0.010679739647009107,0.10378617447255543,-0.06602805884753161,0.015821719136185457,0.12121133387365077,0.03843646326673572
COL2A1,-0.017194596486339385,0.041951791578614964,,-0.025856343037102873,,,0.03290723543875234,-0.025488138044951328,,0.023943739316402205,0.04835277868330173
SHH,,,-0.013668142372508596,-0.020326227337137785,-0.007980552665116379,,0.0688917949046803,0.01630281781626127,-0.02548426131694105,0.035274587241904555,-0.046118937157734956
PON2,0.005947992635848295,0.0330542460501517,-0.03205315743767664,0.06848653829446867,0.006221076258132575,-0.04037603672406845,0.05319242495240895,0.017239991653948062,0.0016791183294616752,-0.02891626455554072,0.09255370275945803
ICAM5,0.05174936110205828,-0.021397904563941132,0.006737637419110866,-0.017318267688874477,0.007432250131903247,,-0.03381342387531009,0.008884198736561605,,-0.00981042856562402,0.056438252018742245
HPX,-0.031618784434654615,0.004475694590552387,0.04076961514256547,0.08867249843557463,-0.025297884502891547,-0.03951454742915905,0.10674467299281667,0.05991681964821959,0.10923100165624898,0.03171350821970364,0.02184437340411356
SFRP2,-0.04445321577369371,-0.019155357254565842,-0.015566532947607674,-0.001468242149352287,-0.021084132435625423,-0.05961957865886246,-0.009203363521078532,0.008424355078275306,0.015148571803400637,0.03958881123302601,0.05635571368861262
CFC1,,,,,-0.016223507780775158,,,,,,-0.039144017620714906
CD70,,-0.025232142045479224,-0.02645867689771976,,-0.020710604620228213,,0.047753451883895306,-0.048515860883735516,,-0.03723561860674689,-0.031341768049646425
HP,-0.0493609972508309,-0.022874355812313004,-0.022262729363008372,0.0530448367571095,0.013681069155862514,0.022996894335340093,0.06956910661207755,0.030873970300957312,0.14171814283257939,-0.0021641708412943315,0.05269480146616724
CXCL2,0.0009875269807515378,0.03297353427663648,0.011270784003154689,0.003143366345096035,0.06728043399926523,,0.051927958252060494,-0.05007992931431806,0.09112245781583245,-0.005381559733461589,-0.06280834844920521
NPPB,,-0.0004398091616026043,-0.030844249150415816,,-0.014205963201621945,,-0.021569027009051903,-0.0013647768621418243,,-0.024757073008763987,
CCK,-0.0463817426836561,0.04267649755030062,-0.06607331219688571,-0.06890710941787485,-0.0397227410599611,-0.030009326859826893,-0.014586609258688234,0.02455625363237317,-0.0347042114289877,0.03481076614362952,-0.012906347680750526
SEMA6A,0.03221269680496722,0.011253691718814985,0.024882360464135854,0.03287095143372194,0.023842515732711882,-0.07197989320591741,-0.008072428038972878,0.006706564975459865,0.048186957815987426,-0.009574738596978766,0.09143726925621151
IRAK4,-0.006211598797926463,0.011309392451753133,0.02379704623796127,0.07273630359330524,-0.0058288201323901095,-0.002290291019555786,0.018861319784595456,-0.011465602911303656,-0.022937376708859033,0.05543250220591501,0.06699903332781611
GSTP1,0.0037660914341749127,-0.0006417384043648058,0.02366892239264411,0.04970359113846708,-0.04221819411526275,-0.023139642521667624,0.023636177769583044,0.07707905631452874,0.045607253292785636,0.028405866089722294,0.038215428172982416
VCAM1,0.027734436389434833,0.0502938716420727,-0.027264899799674776,0.10490126780608683,0.042143055275808625,0.052111551606805424,0.026326260014424268,-0.023643554271316983,0.03622974084813929,0.05793297240463101,-0.028434984179144984
NXPH3,-0.022754238957181684,-0.015711238523768278,-0.012990836214813813,-0.03453412642201729,0.03246623495683221,-0.01706333021197703,0.11067756110544436,-0.022468833400807176,-0.04490387043218837,-0.028077489361801856,0.002264682750822282
MTMR4,0.06394253045675055,0.027081612260679837,0.0018501824227904586,-0.028193705967863136,0.04667162388247183,0.0450779616829351,0.04856893070137399,0.005057993142530982,0.02439311446826621,0.012298384635362026,0.08107926182435844
LAMC2,0.0471226159407312,-0.01458932305185932,-0.0005787462422202216,,0.043070751887250784,,0.04954977595052476,0.07158848257081,-0.01924056543230344,0.026391799630070736,0.03455559244106243
IL10,-0.04832920832572235,0.08387415779694513,-0.03432268425503994,0.013262125840698628,0.023647298942176653,-0.0414891283115275,-0.024191316068262244,0.01666211037281885,-0.018559373122542088,0.04279777571242468,-0.026145706193695856
SEMA4D,0.023363000976337613,0.02012039975671573,0.0505267771714845,-0.03924519344918531,0.032251929411669454,-0.051410688424153396,0.0056963233014827785,0.06930601244770816,0.01930949397557695,0.05635362830706042,0.07911059116033387
TRH,-0.007560308462093588,-0.019915860298485844,-0.013837624434110157,-0.001691088007978929,0.025776036364887567,,0.013448525082583136,0.041982801494227846,-0.016073576199146504,0.03498129258052091,0.028271558679850154
SEMA6D,-0.004596099199423666,0.03395877497685557,-0.02487160044019522,0.016936322587363602,0.019837288277211682,0.0318375682452644,-0.0005449549399635804,0.037890330933113864,-0.023257744568821244,-0.025973820960189204,0.044997278936903355
CEL,,,,,,0.055269132840085874,-0.029091030541202424,0.03491863377961798,-0.007943627567140317,0.058915809872173354,0.10450887398607332
PDCD1LG2,0.005025342608563482,0.030061396149761034,-0.01795692862838477,0.06482470939513571,0.06904576206909935,0.10354308800998065,-0.015699592573332085,0.05644506088301621,0.03824919090512947,0.020897022800646824,0.0041523662913030435
SPINT1,0.0029565760567691122,0.02759139145708127,-0.02172799895407776,0.08410209860726567,0.0046912526596607895,0.11410851181740705,0.044092863735591514,0.04447340780575494,0.07404619641577623,0.1149485177068858,-0.05453980943940775
CTHRC1,-0.05508479078348552,-0.011116403966028773,-0.02016691892499947,0.10281472289701306,0.017219031068244846,0.09046798095210114,0.11926044007997658,0.0026055509254162804,-0.010307555111276994,0.07636136022113837,0.03902367098462128
PODXL,-0.043105883189668195,0.06724464084090631,0.051472524732250086,0.11644567712746651,0.008034463060756575,0.056648837752019954,0.01520082731432411,0.030045419455674394,0.05490881398686548,0.10199456194742064,0.0221921504568004
JAM3,-0.03784274105858084,0.04271068698672916,0.058841575593567466,0.004666433784378934,-0.034162238927469106,0.06221116467342491,-0.006910460447501307,0.005646873610773577,0.03932979369589518,-0.0270689261954212,0.01001035301292633
TGFB2,0.006413873528132306,-0.004313404914249187,0.020181526276399058,0.09487566237075659,0.05401623579285196,0.036112574932080296,0.06597049694505416,0.03219857586188395,0.07387870263398413,-0.04011716674479442,0.020190372047928302
COL18A1,-0.10649388548060928,0.016328474949436202,-0.007101766079054733,0.11725537975065362,-0.008244041880228748,0.1050229074835436,0.054211802961287026,-0.04624648115727376,0.05935491504910816,0.06842272974507761,0.01626923197218459
NODAL,,-0.029976973326896757,-0.004406363372686525,0.10810022541149178,,-0.009615666595131269,0.09608783676052395,0.011075531209006954,0.007540069920176696,0.06496083404999167,-0.02255166666079211
INHBB,0.059602613072433405,0.05969435600338027,0.050577836510877834,0.07252915801367686,-0.019933333287580852,0.10939503513208287,0.04540046088657103,-0.00820287346515735,-0.08407443339888912,-0.004886026840894506,0.01590420138499119
LCN1,,-0.01458932633451641,,-0.0226904408149677,,,-0.030545649852896168,0.05027400216211274,,-0.012485272157301809,0.09488430457631253
ARF4,0.02677148489363436,-0.005693177617080995,-0.028314115880620976,0.029339221456463612,0.009270984898392922,0.0387293780807775,0.006208543717802375,0.056807186136769924,0.0023065982271745483,0.05283522379562472,0.01915518271042017
CXCL14,-0.05818342334454502,-0.03747382763924822,-0.00996947554586126,-0.013024797219012136,0.0008498137556327748,-0.03777303384623599,0.007279683595305285,-0.04739455564533521,-0.04967369925499137,0.0482000309280372,-0.01217610906916671
LIF,-0.0057331399473091495,0.02826048887065145,0.012803684244281433,0.03132452000202288,-0.018320034340600554,-0.0036681117006291983,0.015550260145968867,-0.09728158750755067,0.027094811818407005,0.016409258421725338,-0.048869605205563216
IL17B,-0.004218964354240586,,,0.05035912461969657,,,-0.026581177655230385,-0.03613293707005798,,0.04696976530811123,0.01177262539695161
MMP1,,0.04807370194947018,,,,,0.022026645954126782,-0.02591530162854922,,0.0818631314586154,-0.0006952808546871358
MATN1,-0.028687784871094562,-0.019155359864943072,,0.04257555763063715,-0.014384378959800676,,0.017600645440826766,0.13899947699956144,-0.019462761763254878,-0.03372509719102122,-0.014277757657034547
ADAM28,0.12332423091513,0.060997470441644136,-0.011313069597015684,0.08599117885982527,-0.062130132861571846,-0.01117950809387549,0.03467175536983693,0.05857880617536567,0.020861328741046577,0.04419591815584109,0.08947333595354177
TCN2,0.04496948396347448,0.004929548988503889,0.0032468146573392605,0.15250172817061972,0.026867094703449994,0.07108037372820199,0.046991019111396935,0.04983558762964502,0.06509733662214728,0.05676454802717791,0.0008876687030084393
THPO,,-0.024960227037954388,0.015234608650591083,-0.02876271866984207,-7.633193034234885e-05,-0.024870146637761086,,,,-0.0013711306167269218,0.08244876808454833
CUBN,0.15286236564176597,0.03449125591114146,0.034509349293368054,0.034446077399457486,-0.04745532266648227,0.0947391581907459,0.05442201218143898,0.08297522742371917,-0.0455180208582684,0.0034322416827904582,0.034819502222575155
TIMP3,-0.00017108734280852676,0.011064415509964978,-0.06328448014473831,0.0028928659644747727,0.012506540027176218,-0.09133820812123748,0.043613138350669295,-0.061626804718054595,0.02484989879062514,0.055042308850836295,0.01815176734504964
PIGF,-0.026173703485418715,0.015589911583555926,0.025694257495231215,0.04264898392333831,0.0005059490571281093,0.10031157467927515,-0.04227698156705581,0.03980088864515565,-0.016899465926469456,0.032355232696798485,0.044253776640736264
CRH,,-0.017093132784304493,-0.015416799534015299,0.025282285785842594,-0.02264437017897268,,0.03477422871126903,-0.02944460504281001,-0.03280424093049904,0.13135764659528568,-0.019465531848426386
