,UKF243,UKF248,UKF259,UKF269,UKF275,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH916T1,ZH916bulk
IGFL3,,,,-0.002841760295248211,,,,,-0.016360138320128722,-0.027729592532500565,
BMP1,0.006598824496495417,0.016320387840240223,0.010404886795521413,0.12435661604943586,-0.03199766513156134,0.12456078053980774,-0.007125151062239825,-0.058390012567076516,0.10286785405565899,0.05525317598378238,0.07361811509716795
NDP,0.029965337197426414,0.0242195572315712,0.05315107927923721,-0.0037457807439775425,-0.00017313034405569178,-0.041730227362470715,0.027160643475420472,0.006574657546951291,-0.04539966828474788,-0.05650726835666332,0.037077676127125474
TNFSF18,-0.011003448790430014,-0.028518381673610524,,0.06854398128931129,0.05980961300115229,,,,-0.016871921876149172,-0.008401025258347414,-0.03167640900621053
RTN4,-0.08351722031887528,-0.013559000209513387,-0.05020991636606921,-0.08049456410158387,0.021616043372627597,0.0198526154876416,-0.005485167938517895,-0.002892079523369902,-0.04263027507967385,0.04465016695123505,-0.009493976561355063
HEBP1,0.0005239342265542851,0.007528524135689726,0.055572545100385444,0.03724757668097756,-0.001463913594285844,-0.05628323144658785,-0.012176231030241857,0.011505042340850884,-0.009440972891477967,-0.026758849612112508,0.09996787130265657
WNT7B,-0.005359638683340411,0.017726233242679926,-0.007873327863288324,0.008343912550601042,0.019761946214350273,-0.0327497351460072,0.09508893431672313,0.008067113828360374,-0.0050609671552405595,-0.02923662770884296,0.0893201955673801
PTMA,-0.01831228314502319,0.017095451141744412,-0.010152495895215458,-0.07792511130507393,-0.03337541361749891,-0.01674289870413804,-0.09106671057559608,0.01243793778685283,0.02665699240005578,0.033348173744437444,0.008213682834369893
FASLG,,,,,,,,,,-0.024049866143350553,
CEACAM1,,-0.018151168369124563,0.054579313784288645,0.055286428766171854,0.05986606915281236,-0.0054091536576182766,-0.02383999770798054,-0.02256677477833779,-0.024243190283541313,-0.008408819966574105,
PDAP1,0.012130825069160458,-0.008016043859616639,0.016290198894129106,0.015060907340880973,0.036526244819178585,-0.007031638539370958,0.06959247723874938,-0.03427456771853496,-0.008760167352523524,-0.035840208874876704,0.002051169976355155
QDPR,-0.04464208427491412,0.02378952818225882,-0.039218782614303165,-0.14353952134073872,0.029442290720404225,-0.07240005767682503,0.0584611794969756,0.051130030843020764,0.04504929097982141,0.06539289034422588,-0.009566827915660676
POMC,0.10515573290133824,0.010706551420629904,-0.02099844743817553,0.017617359755086024,0.04754733274691452,0.06027843557579512,0.09984008095688973,-0.0030243584738723953,0.03608622571545099,0.06995667292259707,0.058994957212079716
CCL18,-0.01242994953428276,-0.022650943129182134,,,,-0.020824158210511205,0.01772793399323675,0.036179999641290775,,,
CCL17,,,0.010150844033318363,,-0.018592393128154184,,-0.016913324485488147,-0.032576556121875974,-0.021569897331387183,-0.021798502387146933,
VEGFD,0.07565349659429793,-0.007828839216905375,-0.02152515429131637,-0.023911738552952255,-0.019808622311801614,,,0.013794400861580451,0.022993845180905886,,
TNFSF13,,-0.017093133977651102,-0.01332683842363543,,,,0.10236828791865688,0.08372523330062251,0.06829184113287672,0.06056080718671202,-0.004892287750344933
WNT5A,0.012429980141624183,0.045184927049495865,-0.04614425567243648,0.06894240793765014,-0.022265046160485726,-0.01778632311068604,0.00932272757156322,-0.007176499962124075,0.05558029114589267,0.0476437952300545,0.06545754408452785
CXCL8,-0.03356822513886648,-0.004358314585946272,-0.035555632427201535,0.013812202950560891,0.03268879365520718,-0.0366642091524028,0.011938994163042243,-0.045317611223119475,-0.030624552304751803,-0.01968439548601952,-0.07906113821629598
GRN,0.013382002480359274,0.02839368818816303,0.011330403943621259,0.07177478425912202,-0.003197042259605039,0.05171503016926981,0.11203743784754405,0.02858185448188198,-0.010178934774878185,0.02770651876269471,-0.023820526781253713
MIA,0.05364011136370078,-0.03002151068531794,-0.0052092870172908735,0.04699044648770361,-0.03654359463186691,-0.04425802571410007,-0.004642915234593927,0.11845143529754736,0.034227679077317705,0.009214614379301624,0.05327360530333436
COL4A4,0.08128236192755056,-0.014020723706202737,-0.040318878383238374,-0.020635771244552556,0.009280802472451706,-0.026328242554444874,-0.025596985797306012,0.07687607429673698,0.0008162304825959675,-0.03053317320749393,-0.011059139269984721
TAC1,-0.016639967125453715,0.03159983390279398,-0.04969781708799443,-0.015776666329606344,-0.028639516553533823,,,,,0.13872084404780313,0.08281576203299296
RARRES2,0.00149053975943449,-0.017306175918533197,-0.02447925075181163,0.04734917479325093,0.016335121633997085,-0.05724358102709116,-0.0047883729624596544,-0.02451562900598803,-0.013680755923722322,0.014063002070071011,0.005163835022455826
FGF7,0.08044381247030673,,4.152779490304998e-05,-0.024292354545029572,0.04191555014011326,-0.04443725041270623,-0.009847497460467898,-0.018836467691060916,-0.006094182713765008,-0.02126500648167148,0.07029733246976007
EFNA2,,,,,,,,0.07695560502574957,,,
HBEGF,-0.029370561948104952,0.029550777646244204,-0.014282627389118837,0.08234952803423927,-0.019275696853977158,-0.016903521874363996,0.055310538289711456,-0.016447797115495433,0.00033523209454686803,0.03668759806637666,0.027649982003224636
CSF3,-0.03231962549831641,,-0.023028333984903122,0.08837718857930815,,,0.00025930942680194166,-0.09319003691036636,,-0.022950460197763402,0.03443192116025402
PI3,0.013460591561364744,-0.023829747175396262,0.060696519246900775,0.007821677278187208,,,0.006809251504524564,-0.07427286708664638,-0.018327145753790304,-0.049863725466804835,-0.05299049081296415
PCSK1N,-0.03477159715943325,0.04070461556361074,-0.02346386160571414,-0.04967493797348197,0.010334487069082212,-0.011407403353604649,-0.04700051616047921,0.003673883457985353,0.04885424757619737,0.03011794544347968,0.06045018204079404
NTS,,,,-0.02683445999079401,-0.022174849556714574,,0.027286795810349467,-0.026130572810942075,,-0.033986502000193174,
SFRP1,-0.016960983803780263,0.022694404573387398,-0.01685787031756356,-0.032522497006983744,0.0007507082582482242,0.011127227493591126,-0.002294110032777009,0.004524601524650894,0.023874314068787924,0.017614662961457087,0.10880543621335502
CXCL13,,,,,,,0.05305370417900402,-0.0403511470031886,,,-0.033717454325233584
MICA,-0.00012043883469301463,-0.03523555023233565,-0.03448359981719412,0.09953002666701861,0.014654773320561063,0.09978583340607039,0.06633089147590596,0.033435200668120627,0.02623592608279821,0.00731817928693763,0.003907271049710439
TG,-0.03641010785679281,-0.035669740307722055,-0.018192312936582782,-0.026349570999369847,-0.018731132475509834,-0.03390659821025991,-0.022473579667745124,0.22988944934203354,,0.00453035546363035,0.005321590620455658
ADA,-0.042226267275783054,0.00019090435331545116,-0.016389444438692807,0.05162300654088698,0.04161292939565941,-0.02860648095078146,0.07021029716628142,0.02068259751558453,-0.025335785572082457,0.09200222509088775,-0.061851047521008576
LAMC3,-0.06517274019651273,0.016888977454108882,0.03831790480679216,0.07687447307043316,-0.009029174246647322,0.017081612114504607,0.07379574040721344,0.018978869736489073,0.06658029034434644,0.09178796427212194,0.034592985394191776
CCL7,,-0.014407913331215608,-0.01315301318675783,,,,-0.02534917487193509,,,0.04400496383748286,0.03075909429478929
NGF,-0.004729720115510782,-0.024737671705886626,0.00025512403770790604,,,-0.030946013837360127,0.06081202844702753,-0.0016313914125897172,,-0.01666783878560069,-0.027270870588156488
TNFSF15,0.002259940902891476,,-0.01464652348908917,,,0.07980170659028141,-0.006716398486175947,,,-0.027501215251526833,-0.06123492163930913
HMGB1,-0.012639302265077599,0.0007557967307746652,-0.011830872903697923,0.04723274320309342,-0.052219075565054944,0.019164630486779813,-0.016025370035251934,-0.015382672616699539,0.06323796774264641,-0.06076529536950794,-0.02329243193845301
ITGB3BP,0.010460515090858064,-0.014766911497447575,0.004285527522290672,0.03481216583838273,0.02818025935666884,0.027270422254720053,0.03750128834743203,0.026633849938491154,-0.008610372503687964,0.0067279326048412065,0.02845794987170356
AANAT,0.017958007657622822,0.04529872799294512,-0.013326839845983528,0.019944409276837737,-0.016845016900304908,-0.021689233686233572,0.07522415940410113,0.02671970564890293,-0.026681270991796558,-0.0254457522632594,0.07070004896261933
RELN,-0.020029384815459017,-0.005407702929137285,0.06400465637272362,-0.030728414579951905,0.009197360235441024,,,,-0.033366574560833286,,-0.02170741167391679
IL15,0.060425059929491994,0.058033133711235994,0.03582996923210509,0.045009816283769453,0.012298467669346313,0.13342229053077387,-0.03002355950390803,-0.052329221529074994,-0.03322667902509498,0.09118830328061239,-0.0044104628198460265
UTS2,,,,0.04916332954709828,,,-0.018937607300998367,,,,
BSG,0.08108320216511497,0.021460197082677778,-0.04484916681102612,0.05007762342030564,0.023249238276758753,0.10245745684330528,0.06427296964357905,-0.0014653056838322123,6.82666174454896e-05,0.06285184966866461,-0.016983116173607954
ADAMTS3,-0.05817963240788827,-0.038599765808451716,0.006843165488757136,0.09551721397583243,0.034882956938320345,-0.025970649283747416,-0.014194388234393163,0.04319558479795591,-0.015918533057340808,0.06174868295191814,0.07477182694675293
CD34,-0.04932583238720721,0.008513692149883314,-0.02645624681859917,0.09707934497521896,0.011155284576848596,0.12842685697108888,0.0367231235361454,0.11103235272363537,0.0214525118796442,0.05097127652390545,-0.09725295790617804
CCL23,,,,0.06343781298820515,,,,,,,
PLAT,-0.036577925514970584,0.020114593386371216,0.027729512234799608,0.06357915847948468,-0.017546472938247494,0.03277163278368003,-0.006636240703461735,0.028113800788567646,-0.024828273447951858,0.07118542586915565,0.021481866678932437
NTF3,,,,,,,-0.026456135104359187,0.08544578102334459,,,
LTA,,,-0.016857869528925887,,-0.016223506800304835,,,,,0.05179679509876809,
CKLF,0.06809963391347028,0.019375947540648537,0.010643702034121004,0.08153013297173678,-0.004622316694651813,0.0529865959384654,0.050758104481460835,0.11090487956667501,0.0005715726102811436,0.03735707405288013,0.03251554261974508
CD24,-0.008772227699475275,0.021421595189055842,0.02997115605236521,-0.00108177818915009,0.10667377284682168,0.02765482033590888,-0.05042988705945905,0.03559724620893765,0.02075369593839428,-0.0027574815680024836,0.012225187202519342
HSP90AA1,-0.04886722871732559,-0.004109738937869916,-0.015147599920856868,-0.06450858576387333,0.053430107684909335,-0.00807428841204942,0.0011396748926171402,-0.06634430802984642,0.01227685569889693,-0.12887596067788065,0.015783791496205502
BMP4,-0.024353300047184518,-0.015409087538560882,0.00557257805730907,0.04211098506594553,0.020550476398912373,0.03967500175069294,0.08629390979309706,0.0700264491891795,0.04316748923027168,0.032050611284245585,0.035407679356938455
SCGB3A1,,-0.014407911890443525,,,,,0.031523073494210185,0.028846517646537204,,0.14652972635459718,-0.027249910631662697
IGFBP4,-0.06251315699584689,0.02158490397708728,0.042919258803501316,0.1474605764719236,0.01540337318100683,0.007373256709302393,0.05653878506838678,-0.02899914598520312,0.0721250107525045,0.09714686060996036,0.019472370922143854
RSPO4,-0.03214592327564234,,-0.025803922819543208,,0.03846398707406675,,,,,0.004336239217936819,-0.04259990401430816
LEFTY2,-0.03242974388884688,0.03447621094231145,-0.03766744334057206,0.12358471038433222,0.010340404484104273,-0.027717002492075257,-0.02151857889890685,-0.024661587028403893,0.0026533966597214707,0.00953345203641446,0.022440669152220493
PF4,,-0.0149458957781765,-0.011475744875635106,,,,,0.021620795403340342,,0.03121246900395033,0.04243956430647501
ANGPTL2,-0.02786010342473517,0.06650692028884814,-0.03382161495448338,0.04584997911147411,-0.03488310551731251,-0.010550350438787251,0.029019765191309985,0.046120599015787,0.013919413940402314,0.08256145132460992,-0.012498465431183504
LRIG2,0.06263510982312713,-0.007457822785313591,0.008909583740499405,0.006614701011862365,-0.0015874826165785565,-0.038922731629573,0.0048293749168592396,0.012610902351563423,0.03800875218769675,0.015689998835891544,0.06640508385583281
ICOSLG,0.039536625880839074,0.034697263666762526,-0.029417662692381778,0.027890801702678047,-0.0010041621780954913,0.02198137980274582,-0.011785393130594122,0.06962857876594344,0.0361127178024067,0.05240310563519459,0.0469270863170084
WIF1,-0.014590513286162699,8.741831137740281e-05,,-0.0353462664330376,-0.014560703325372796,,,,,,0.0755461849241456
NPPC,0.05763887547736841,0.008682373167887083,-0.01780171029453366,-0.03876265632810424,0.011020510108956239,-0.025970599405560305,0.14387501182582416,0.008574938689753666,-0.02531274488317785,,0.004472554783906529
LYZ,0.014831568893373085,-0.030288338136113542,-0.004323160767647722,0.13410553051365567,0.04429971503792322,-0.027214738666326784,0.06437895441025349,0.07379239490048808,-0.016937949922603345,0.042981076009222755,-0.022389565649103892
EREG,,,,,,,-0.031450232104635656,-0.04219739447204045,,0.013737391181144816,0.013321644747072673
SPTAN1,-0.015978182367015807,0.029099210419084417,-0.00605894766941501,-0.0011805526488343464,0.014839794696314738,0.012038901209504262,-0.01943033922225876,0.03839260444568679,-0.04403502791823354,-0.037147763655819836,0.05118646864904999
LIPC,0.12536870212756765,0.03700813343752593,-0.020622768224614913,0.030691875607716794,0.045203547003308656,-0.02388312229952092,,,-0.031070117473160727,0.05585933738985704,0.053974424270960185
COL8A1,-0.05733896026274961,-0.018074592029377928,-0.009241369969502406,-0.020928467621732026,0.0340937242094679,0.0144478031467151,-0.0164804653484872,0.03941545080764885,0.0716625342590293,0.07328108849305892,-0.03839296855762927
GSTM2,0.01509676054212768,-0.018815806678358724,-0.006336204936962811,0.019465499310598485,-0.04486168166689557,0.10980404859562895,0.03175207155639093,0.078277899843911,-0.0447251647687557,0.02037039137411501,0.015817746498771882
SPX,0.031272047160718956,0.021296999505274524,-0.015291554932856976,0.0053008060205976,-0.04096670835590495,-0.002780104261569817,-0.025558205800525844,-0.024408874035297574,0.04385346497882598,-0.05829530357472529,0.05195222364784178
MFGE8,0.004615323953628156,0.019447400737874394,-0.006718677568595005,0.041236125244145994,0.007214328596490209,0.02420486755810737,0.04848119959774059,0.015853330435893202,-0.019940690421211927,0.06001646358096861,-0.018274980431631057
TGFA,0.09271763386607922,0.07340604707849828,-0.00495781201502394,-0.00037198552529413986,-0.0017701906472060052,0.0327184558015131,0.01231776903623077,0.024114830487087985,-0.03132809637043107,-0.002752545979133379,0.03121537427494218
SLIT2,-0.05562843642158249,0.01247230761690852,0.007219608113599632,0.0174523116347644,-0.021104850925832367,0.13631544462258438,0.025568176294662376,0.0027843424239885717,0.10382874122125482,-0.018416391939101648,0.019195126096406688
PLTP,-0.08312902739573462,0.030969491735394813,-0.011459791294339489,0.06877433961320181,0.014077386598286747,-0.009204422091461759,0.09785310999663767,0.014544597757508201,-0.0077427198350582165,-0.020075632014749906,0.00808036836585906
APOD,-0.0640205355844922,-0.002125310121365823,0.009872269788283636,0.00844944724047905,0.03709790300701076,-0.0596079664969646,-0.01897154649621477,0.019887570994433508,0.029519007742895544,-0.02172506497589567,0.023065879920378722
