,UKF248,UKF266,UKF269,UKF296,UKF304,UKF334,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
CSF3,,,0.026822281213630773,,,,-0.06684769881169632,-0.11675235145109586,-0.0528207948758254,0.04724083242848976,-0.06039861503094229,
PI3,0.03100865397262419,,-0.02671669138044381,,,,-0.1268225237599526,-0.2284600156895527,-0.04011422372423566,-0.09620212804874591,-0.024960905497607603,
PCSK1N,0.09904211041691625,0.016188634288627834,0.1555204994285866,-0.07019061787663906,0.20647234177711993,0.18844633282550047,0.07635671247996349,0.086571340320496,0.1798884754960132,0.24998530346176626,0.02300570854627507,0.13478482270384193
NTS,,0.15483670640191854,-0.029163092879814764,0.08469352907334524,-0.028131021718503492,,0.03578491842032361,0.03762305086584706,0.0025795591901859828,0.08646104732969521,,
SFRP1,0.018998509914143754,-0.03696905581496107,-0.03116059777296602,-0.011930942096459653,-0.06377823181157814,0.03324507253309881,0.1447047318487883,0.09301215766279883,0.049608748656312034,-0.04324942875325362,-0.062181971490948916,-0.09392712287867552
CXCL13,,,,,,,0.049551551110173085,-0.06716443339564382,0.06699968490093915,,0.009709971489411266,
MICA,-0.0365917391744608,-0.0020493676195665234,-0.021031849995285196,0.017435772489126318,-0.030938433964175494,-0.0776683004777777,0.06822140165373303,0.05290266051763099,0.047238276009087705,0.10846788064296506,0.05716362553453948,-0.009323725767068839
TG,-0.029681440545704468,-0.021485732305220544,-0.015104116890692465,0.02531106550149234,,-0.022148409806438202,0.023119706249787663,0.06479722060775017,-0.029731761717617298,0.048635046051060005,0.06543540483122592,
ADA,-0.018264342281523575,0.050933557214092234,-0.13643273964584104,0.0017851238977859539,-0.08373823132903081,-0.053493270098175456,0.021709516435349685,-0.048704557182884224,-0.015978561994484743,0.1214576714517013,0.060266802768388604,0.16311493618147663
LAMC3,-0.0443475958015484,-0.031675955986947855,-0.1281661120647962,0.03963160185030687,-0.035587462003550334,-0.034180647509880584,-0.00837990006531114,0.06622463128063709,0.04784350809722374,-0.021562867972341013,0.11241596998534105,-0.06800252310102724
CCL7,-0.011989087087229466,,,,,,-0.03774782042028396,,,0.05414885236165409,-0.04723016877729091,
NGF,0.07747000664072086,0.02671109157958796,,,0.05156017804156247,,0.07194961477729461,0.05146712864569243,-0.05249442314716492,-0.04288112376407974,0.08120352277993649,
TNFSF15,,-0.03856166000301107,,,,,0.03265825259152046,,-0.03460012790794194,-0.02995806499810355,0.0475679072727733,
HMGB1,-0.061648844015123064,-0.0703871855746177,-0.1693668940461477,0.0034728571085160223,-0.07154728278829038,-0.018067545024546314,-0.08824988487718716,-0.01228100434194237,0.024275415592962726,0.0571456209909704,0.10941650513623344,0.01857270909617329
ITGB3BP,-0.04393506577005428,-0.008619393300990666,-0.16948249273881943,0.08731906281826793,-0.017005658370748557,-0.07592332773298195,0.06244948018742453,0.015972807715351322,-0.06441229359149135,0.09341883754909305,0.025962472108982344,0.06801322343981343
AANAT,0.08091425975036382,,-0.0034296680850145456,-0.0430048093388504,-0.02644731495155304,0.0326316818310541,-0.047617579419566396,0.0024608830736286644,,0.1034586848373378,0.10946798789716833,
RELN,0.011441178469994366,0.07759519751400777,0.1020458225770823,-0.013123114349276379,0.06118907469496756,0.08942148643659069,,,0.004385548747483305,,-0.005622687548832644,0.012185041271222618
IL15,0.047981765085874775,0.001115003028950513,-0.03985329165968556,0.02277798052722385,-0.05419645575954346,0.0003578320880347265,0.036088931269600964,0.06472369078724739,-0.027862004136309102,0.06789581147693874,0.0948416413562292,
UTS2,,,-0.07059830023420394,,,,0.0375719657367576,,,,,
BSG,-0.015016132978155973,-0.03188878296611079,0.13048393226594315,0.05295478118642209,0.15402873650515114,-0.12931817556162176,0.024095491667015495,-0.0004894546883363534,-0.07730917485973252,0.18635479241791034,0.1262620836304757,0.06057562499583209
ADAMTS3,-0.05065822359223293,-0.023303696226256325,-0.18010067115777548,0.017050088819028246,0.07504860531122164,-0.01893046446236731,0.08470140817274077,0.020123310671036298,0.05993114079976091,0.26194977026266075,0.09014986816838644,
CD34,-0.049348244325479455,0.01622322085797121,-0.08723931611230827,-0.017607200234369857,0.0132570828832979,-0.015737917141993945,0.055944133633169524,0.010750668771125607,0.03289073435806256,-0.01809125835201776,0.08894814452627364,0.08063317614586334
CCL23,,,-0.024352325375113667,,,,,,,,,
PLAT,-0.06709468959182117,-0.08191113922392297,-0.15120220611073124,0.043728729017783075,-0.030863966937941238,-0.09145731262183018,0.08041481725852974,0.157496756764014,0.07645678780400972,0.14327199866009868,0.1914336850006802,0.030782262558579934
NTF3,,,,-0.031141610026196302,,,0.03569724257671722,0.1765628569493177,0.05920872589277834,,,
LTA,,,,,,-0.018343569956372475,,,,0.09986965318698164,,
CKLF,-0.047979129965984586,-0.06546113686089246,-0.18781001869554523,-0.02030022601237906,-0.1224692897532249,-0.1316350329476432,0.07373630643362168,0.023665972876220572,0.06499133611998927,0.12861803443252032,0.02390506679672346,0.021561339946182475
CD24,-0.02601418867770064,-0.09547588886055558,-0.06139157950391994,0.07471833011978253,-0.017785433893986752,-0.03558205671779458,0.1262647556555786,0.12009432955367617,0.1713438872903991,0.08925049069277112,0.0017152301642110966,0.0224687974094527
HSP90AA1,0.009722030897859515,0.043094020268111384,0.2008513900337277,-0.008001099281254545,0.18726269274014415,0.17205805780339614,-0.20156418988780225,-0.1830841575231842,-0.02074374627404386,-0.12779001116634373,-0.04235634424667359,0.19068468452863585
BMP4,0.005033158636489058,-0.035361856958808384,0.03497361210985154,-0.03877537424971102,0.010952328452176394,-0.015630616207913364,0.0617226229166044,0.0661696772974135,0.013330624046231003,0.037224860560476934,0.07575584576602484,
SCGB3A1,-0.011989085888336776,-0.01500441974075432,,-0.03392760703022331,-0.02223706805238402,0.03979297430099887,0.01258404239533078,0.09792673602276918,0.07492992408281654,0.023361867745471873,0.03383901600734015,
IGFBP4,-0.034608553643560136,-0.07318807222311953,-0.11174930625576447,0.03322308899083297,-0.061409973043085334,-0.0383220109349288,-0.04754739735287894,-0.07954618470272283,-0.019974506322370172,-0.014939365175498438,0.07300619868038949,0.05355663189941969
RSPO4,,,,0.05480975372065392,,-0.025445419391257457,,,0.018241676778318748,0.12006373440284297,0.049737878986506334,
LEFTY2,-0.03795351135482793,0.010666971798657672,-0.13467216442586877,0.007689266872559261,-0.028131040240914826,-0.022644932256860113,-0.015173389400485949,0.048693321812466175,0.015104870370668513,0.16738641913140626,0.13207884389290125,
PF4,-0.012436752079358534,,,,,,,0.01880340749009229,,0.07686870912637603,-0.00791086051926224,
ANGPTL2,-0.004612737560503499,-0.09304456037454222,-0.13582537695507288,0.05947313358843683,-0.006368693285232103,-0.10996885203955604,0.08659490593808498,0.13174866972040064,-0.037753156182858016,0.0335479113219996,0.24042567058465014,0.057055014944512844
LRIG2,-0.002150110113870734,0.029379564121946863,-0.039983529117187035,0.003745216501564125,0.046797326522179675,-0.028446772416843878,0.07608176586713199,0.011586922287734492,0.04739724895447483,0.15664498015262288,0.09387710211093588,0.08564516687911429
ICOSLG,-0.023254597096505424,-0.03093056468878442,-0.07311179827718933,0.01812811282074835,-0.08844996612730897,-0.06077725581226452,0.08993628240266562,0.05967996684140546,0.030792483659828916,0.16366829972562635,0.04344925301456795,0.007959759221770835
WIF1,-0.006286267678644952,0.10621230906406912,0.27066211764810305,0.0050818851104562895,0.14714247217543808,0.23625792211243812,,,-0.030587565257324294,,0.027845806237902605,0.08948345298403773
NPPC,-0.037193355721891495,0.021520519205854412,-0.006306152709414181,0.008523091161905968,0.0634911301297522,-0.06130831800810617,0.02040798126736146,0.03082949444697979,-0.01957133041914314,,0.006321059427591036,0.21754916738277347
LYZ,-0.020018067390202038,-0.03132531831501539,-0.13143558304782482,0.03549209714035827,-0.1528395535069581,-0.041874097745812744,0.022468286376336924,0.058962547027025254,0.015225512972808837,-0.027994970430487688,0.019406481620305314,-0.08427146015339589
EREG,,,,,-0.02893861943876194,,-0.028525066096860664,-0.05299766929739626,-0.011139905417684346,-0.04057763442590664,0.03627518503517919,
SPTAN1,-0.02462312624365385,0.05074603852563668,0.07814273268143963,-0.026647697516903903,0.176158113586818,0.1361603472199261,0.1598054951498424,0.05456335181798552,0.09149859096922293,0.06935125447236014,0.09265191427578265,0.17401538558332066
PTH2,,,,,,,,,0.03853612976703077,,,
LIPC,0.030275359173419343,0.04338672426335982,-0.03997729851023151,,0.0029754017347399008,-0.028816033009330853,,,,0.08461191193568042,0.07004353964188692,
COL8A1,-0.025393933016550456,-0.05758183274904829,-0.07505956250721268,0.004297557101673811,-0.06040374098506854,-0.07923684586583192,0.06611296466330825,0.06803380844053566,-0.0461860650738138,0.10849114998276545,0.033458783326322634,
GSTM2,0.01605700893179615,0.07987383670339589,0.025158045495159213,-0.013155515137275392,0.0008882709025736278,-0.035215761928286515,0.04020052148165464,0.05587227111372448,0.024028029493830677,0.03931330864764017,0.05613098582677847,
SPX,-0.024625412490730084,0.08727500840822153,0.09613138338360218,0.02434507805975643,0.07020858803731024,0.10687608663990363,0.06037550089061447,-0.012189760327504483,-0.034438175356669,0.0893996285461125,-0.006474033026307578,-0.10188756429224714
MFGE8,-0.0580815257751171,-0.020226257375861704,-0.05486866352228453,0.017246222606319427,0.029401512543028776,-0.08551768080078057,-0.08119085865845832,0.002873006744896558,-0.0570068674899657,0.004278029936952194,0.005673656189270118,0.08494567661670684
TGFA,0.06166139960563948,-0.02193175490994622,-0.08537629652647391,0.02184491968167255,-0.057493091706916695,-0.07772456327856286,0.08304854716401065,0.04512567966364914,0.11298638474465525,0.19024183878261536,0.06471014596038063,-0.03759883238386376
SLIT2,0.1045064835177126,-0.02185702180021291,0.0177211140133,0.03234880587276037,0.12065486121144198,0.2166277562996079,0.08913526880315531,0.03031190096013643,0.09477567029479753,0.04984119254109797,0.10576227326278043,0.17704831817693015
PLTP,0.0014391920525133805,-0.01407273521667344,-0.19019225226966402,0.06153698918683532,-0.17200006439496257,-0.009594528794073147,-0.03813477005366203,-0.037211202667827264,-0.08616849737205749,-0.010832647269313732,0.06844018927771257,-0.0017406374018604004
APOD,-0.03320689793932235,0.025336116467994923,-0.1791736963141285,-0.029011356616190104,-0.12963145096554293,0.010410309264555625,0.12123322276498669,0.2132458025366043,-0.06976578672828324,-0.13011859707057188,-0.07252228044890206,-0.11934398259337939
B2M,0.04085245619504462,-0.07352364758292682,-0.25209660478741813,0.05100189587306108,-0.20340912039072073,-0.19298695834561075,-0.01254353725232679,0.10098472898064538,-0.06798715311741023,-0.10507630492740065,0.10821347394039822,-0.16710088066927292
OMG,0.003483412973010132,0.03959242980442102,-0.017398510665706933,-0.08531138384501728,0.020322112809411524,0.1322054658145537,0.11620348003827273,0.1107067537555956,-0.04207639528393491,0.1964867271537769,0.03757043432390386,0.049276519122846016
CXCL3,0.040498801116574376,,0.0007660944740654892,-0.020565690704712,0.05118945026489086,-0.013210692139437522,-0.008212053361362813,-0.11460357107995325,-0.020903882392934815,0.09426115265018147,-0.09295979606533625,
CXCL10,0.043843996166084115,0.012236600870092445,-0.15719299482987217,0.01820549984977182,-0.029301726626532302,-0.020993388537952476,-0.010971543968145437,0.043005918579431215,0.04573149741379298,0.04528739815576484,0.09048279120288215,
RSPO3,-0.016285649845402452,0.05211730588613747,0.20214375817577973,-0.019210874520262298,0.13597717638183499,0.08396312759376177,0.1245553449841101,0.13972645637691805,0.08856219935124882,0.0726779035660083,0.049964752596789876,0.0882262095036728
CORT,-0.014433376485664201,-0.004334730075839549,0.06238964526561789,-0.0126384452462476,0.12270725040674839,-0.017681592005334975,0.10930066031631033,0.0681761348238541,0.06650683985519557,,,0.047039469109757794
NCAN,-0.0019836429946255515,-0.07804984302200642,-0.1467149166070929,-0.003350236529230161,0.14114749652598615,-0.15438031358486404,0.13917487324728262,0.15398623038105339,-0.023295704186961776,0.18971169004410826,0.12601006787693617,-0.005739402480678296
PRG4,-0.01803015517628457,,-0.03044388389032177,,,-0.01614023196780226,0.009914247743867144,0.061190537182706006,-0.00417522632045492,0.047362074898788256,0.03081794939245484,
ZG16B,-0.016625243590004418,,0.07561479405221998,,,,,,,0.04683392641677739,-0.00970472689674309,
TGM2,0.012117509426128029,-0.0034578834762913468,-0.0200530894543069,0.06618583849215245,-0.006053349547769461,0.05066556112956525,-0.10024866243665305,-0.09875359944227359,0.0007752618573703828,-0.017131222280615876,0.010467413743127043,0.0543962085679181
VEGFC,-0.02289286895915917,-0.0162078388139537,-0.009279692765783994,0.0025741469916523885,0.04995592638417333,-0.016471750070582523,0.01975076441663559,-0.05279468369362848,0.010475550796414459,0.00019575748389642384,0.018348701268865272,
WNT6,-0.019344126972537568,-0.022712260396908313,0.024521624336899184,,,-0.014375711688853474,0.07399528798015921,0.0808532313770661,0.07472889075499223,0.010116941916885742,0.03515563418470355,
NRG4,-0.011042370114637238,0.04278364025667142,-0.03791978869246523,-0.0009312539982921558,0.054109940234014074,-0.0192162177091705,,,0.03551385419051368,-0.016063443832830284,0.02741504720799704,
PMCH,-0.012726925812502721,,,,,,0.012035247947530182,-0.01751804212986683,0.03353688712587827,0.036443733066464715,0.05894751283783588,
COL9A1,0.029991083994841978,-0.07218741740275966,-0.02369531031594088,0.017418808124254993,0.009159068137676805,-0.02189642324413976,0.13567407051383173,0.14021329739784297,-0.0255244199483517,0.21443232661643707,0.16064681628079522,-0.03937439975046672
GDF11,-0.05140066586832931,-0.10809524803774581,-0.11155037143559567,0.009403901912406355,-0.01409246418007251,-0.057865083328684626,-0.00751844692083988,0.015651313920734166,-0.014429009718881612,0.13208195245275772,0.10495696448942006,0.005555582629427867
RAET1E,,,,,,,,,,-0.017127439938410732,,
IL24,,,,,,,-0.049126884206024575,-0.04601543854487102,,,-0.009097619822648275,
SORBS1,0.012566757330172774,-0.03619478303445567,0.01740338999792261,0.03625609335788913,-0.07350336411315536,0.03917768158438139,0.08900883779998127,0.11804843928609268,-0.005096080354895358,0.10857513877276215,0.08504061149899081,-0.03866164098598406
DLL1,-0.02975208593904823,-0.10941673325810022,-0.042309295909973114,0.06216586637061719,0.012060625721785732,-0.08839439235645563,0.10832344686332997,0.18786669145323015,0.06752872220869004,0.1176809964690601,0.10274639809178311,0.04986045132619992
TLN1,-0.046230826946496606,-0.06740003888341756,-0.1858383042633596,0.06473779794112904,-0.10776920031557605,-0.16884970713119574,-0.08488480131908084,-0.09482354309046957,-0.08660160062250524,-0.048888166660700345,0.08740953343577684,-0.04235621679829748
COL2A1,-0.0453133668687989,-0.037023509976928805,-0.02810009718034468,,,0.13476361804678602,-0.0013703636243456287,-0.06347207950899818,0.024201103018413956,0.08292184894477515,0.04865434553059006,
SHH,,-0.021742804588223426,-0.02209009072411148,0.012344364402928916,,0.0916641339077846,-0.010889276305524408,0.039897550300266045,0.0111947292063677,0.2212202675784914,0.07910876927750997,
PON2,-0.0483378036112142,0.020009391145777815,-0.21247767474767615,-0.0012534614205028612,-0.021480981012881886,-0.1219459776492132,0.0981331617744319,0.1295332107801463,-0.1812653685681758,0.18108751090567207,0.14908182657473237,-0.036968690702628544
ICAM5,0.059636805701416565,0.016698812490170963,0.2084797531955457,-0.05643251397491046,0.09988366326954964,0.04371611064932027,0.059306351221402986,-0.009993541247439513,0.06170347602709958,0.037686523665313054,-0.006109427280368042,0.1101073201353474
HPX,-0.029958766393815915,0.05325077140368216,-0.030952728838959786,-0.043071251238308274,,-0.02125181021102269,0.050753189572982416,0.005829444259268458,0.04688580685998681,0.057259519895329646,0.11729313198022683,
SFRP2,-0.015939521638738675,0.00553292116075647,0.013134787035154515,-0.01897115433977775,-0.03966564899203196,0.055509744668091124,0.03802539885713202,0.0986463074865991,0.028607642858927092,-0.014770402341881695,0.15433838752629067,0.1237082086417949
CFC1,,0.08291912335966446,,,0.007565738826965629,,,,,,-0.08089101793039408,
CD70,-0.02912111148405813,,,,,,0.019162622763078486,-0.022949066528499353,0.07970140807530149,0.04944407529558899,-0.05155767987996748,
HP,-0.04913559182773627,,-0.052013292497489295,-0.0025332901049042694,-0.05918010077130311,-0.04470938888265522,0.001678698108802919,0.029740819838657864,0.05886158509793657,0.0018864231010532902,-0.01631304408608284,
CXCL2,-0.007586733993510937,-0.022325965673643408,-0.027436436918814977,-0.0011069130766287341,-0.07702862897762679,-0.02533407732403215,-0.017988436479610806,-0.09940749175634027,0.10179243991106247,0.06870986865958205,-0.034024424251071494,0.06724249339288346
NPPB,-0.015467081154973344,,,,,-0.016471751268620143,0.0316146336718537,-0.027123808629025435,0.07015845108781,-0.024906405185445187,,
CCK,0.018425378473832525,0.09237022080155947,0.2133968474566215,-0.1335537940278042,0.21699953407926265,0.1988250604167003,0.2030074205967464,0.11690171336119264,0.08300254687012149,0.03340957276370548,-0.06265352049079426,0.14947425115472193
SEMA6A,-0.027563909516518135,-0.08672164657079873,-0.1927974098331031,-0.029031720749545246,-0.13726563729407193,-0.13772743433961432,0.06793311529644064,0.11315051278042415,-0.07137370293211646,0.13583229126817212,0.16555032931324054,-0.08816982825993407
IRAK4,0.007762543964672957,-0.025840268717923963,-0.0859942233698307,-0.014235712147335638,0.05375869541412743,-0.07547487396167069,-0.03146979130118431,0.025382602596549158,0.011827797466826565,0.14840000178981924,0.09349208571810387,0.0827756236807403
GSTP1,-0.001197260839814753,-0.08828577773545941,-0.19210888700152365,0.07753320572284826,-0.15857250464375766,-0.14364542027461719,0.06798870048785441,0.11825642176169524,0.02531195444445655,0.07959485108214184,0.14661496588238923,-0.062467393539453984
VCAM1,0.05913646901858595,-0.00984806166568184,-0.11343358192277303,0.04566519575398608,-0.02705807825692739,-0.017360244973077615,0.01155857364331335,-0.06238998668742748,0.034645045267754485,0.15666793754775468,-0.03299592910849042,-0.015638989571398795
NXPH3,-0.062374077808390306,-0.04108729006429972,-0.058284307034428884,0.06667046971687461,0.0400954496685461,0.002194899526523223,0.13026374441368874,0.06913108112979989,0.01015717188905725,0.23613676016878185,0.13553119718451576,0.028447342985165065
MTMR4,-0.03293096960729887,0.008821335562068572,0.0002630990937900606,-0.01608673143085482,0.10566730588355736,-0.0075642908201796815,0.09999866240814843,0.05169770815629042,0.06215089304381297,0.11770059859338812,0.17645693304540075,0.008902048348520765
LAMC2,-0.012140041419704196,-0.0059643538092677036,,,,,0.04476329735842502,0.033079520841304215,-0.05795278898546962,0.030904396407077792,0.08576387180865444,
IL10,0.04564419687261289,,-0.01444411318587047,,-0.09394871214086875,-0.01474455918508022,-0.006436635812271521,0.044379368754190636,-0.005188541600137224,0.017273751432582255,0.0843719008323745,
SEMA4D,-0.010729471826559527,-0.018125262517220596,0.051294143550170875,-0.014301693153261422,-0.03210422197387749,0.022344036466527026,0.1891277844939042,0.15213451353430052,-0.026889546345902005,0.13013643388107088,0.04693269880662816,-0.019790989475387682
TRH,-0.005127467748330217,-0.03809068048964806,-0.02774014475623944,,0.049699844936198063,-0.06088071067385527,0.10323963923689296,0.10406494142871968,0.11208822878806755,0.08007089249413112,0.24119783370170564,
SEMA6D,-0.06360695706191144,-0.04738430550984187,-0.08141411772546783,0.001287483425094782,0.03780508538519191,-0.03755887284122243,0.06619002512878466,-0.017225321551179864,0.07743662486595129,0.21684655026759694,0.16945228043395655,-0.032565010056008224
CEL,,,,,,,0.01140487366969554,0.052116839271861545,0.05326020508894193,0.026096346402900084,0.026243180029775347,
PDCD1LG2,0.007408169358482151,0.0018227277231692104,-0.012815845806264135,0.07987142003296835,-0.05824802071855625,-0.025222319839815707,0.023390476406265435,0.0068430689248169295,0.028356091965845775,0.1896703897072844,0.04761519605981633,
SPINT1,-0.018979465397107598,-0.0057903730571984375,-0.06323662923936856,-0.047331201700324343,-0.04495713015928371,0.02676239782161467,0.13929989683153443,0.11268774246549668,0.08250327560386013,0.179967792536083,0.01861661262454907,
CTHRC1,-0.05342423654966832,-0.09149305243493908,-0.06514286781411771,0.021581908927395824,-0.07421822724729667,-0.04067281810857329,0.029900218003240706,0.03391520368086428,0.0523524418391706,0.024771048354326503,0.13815402675132174,0.016367342519504453
PODXL,0.0314592197613894,-0.07304053980293013,-0.16242437036900254,0.07878274466082666,0.049589743203453204,-0.06444229162966228,-0.02124913477816165,0.045329090346019583,0.003873961763675495,0.09774791453185075,0.2274354605992229,0.03366463280022328
JAM3,-0.0008507331098710055,-0.03546269990234649,-0.20777931357851298,-0.01135441019264997,-0.12310830870108584,-0.1323421226177817,0.033492887452254184,-0.039839332125755585,-0.08551771105314547,0.028922789410497,0.12007760331279041,-0.05220276065355929
TGFB2,0.05423806451400449,0.05318415648927311,-0.1315613847238062,0.0541118202783394,0.009761829552240827,-0.0591473128292923,0.1364051478717056,0.05737517248002811,0.0489272064037648,0.0006449114201121307,0.11630132114101058,-0.07650280799179497
COL18A1,-0.03552506041423015,-0.05262564265492652,-0.1323784397345784,0.029581131332165316,-0.14378710514409887,-0.05111041033237943,-0.03987754892182194,-0.04299543285542011,-0.04578694601098904,-0.10086497997334216,0.0909684927417651,0.03801604682465749
NODAL,-0.024944385461360727,0.01882063547319953,-0.07405339695633849,,,-0.02264492972377584,-0.0010622325569649917,0.08087884956617909,-0.07083502410691767,0.07123092357184974,-0.010358973827905404,
INHBB,0.0053279983248722546,0.10041217613661278,-0.019984592583771114,0.05818469403538026,0.019652000355821597,-0.10355082903983466,0.011651548168059593,-0.04466487663739771,-0.053135773563321005,0.21527667782001345,0.16165427758658785,0.09816166600797711
LCN1,-0.012140044151262944,,-0.00842522692391511,,,,-0.013949546286163092,-0.026762634113050552,,-0.025947450010690237,0.03009346599469577,
ARF4,-0.027695442435944042,-0.03060000974687429,-0.07951847735012986,0.0002664966344626986,-0.03447953377512444,-0.09001063835990834,0.05302881212727969,0.11507119850570056,0.03768896414993255,-0.007062456416908943,0.015220368046744277,-0.060690834334042376
CXCL14,0.005868971381257361,0.04531173829765439,0.13999703774330205,-0.061277641510637665,0.09799332520410754,0.16175971314298782,-0.022859799926629266,-0.08735157240534723,-0.10796779223949465,0.24563482902443395,0.09556348804472806,0.14110178826802985
LIF,-0.03941810850989706,-0.022626418410255176,-0.06124734926553954,0.002968865094775452,-0.04044372249903412,-0.02727919558921738,-0.03462918785377637,-0.0710066141116744,0.019480669395402432,-0.012894682158039694,0.04278061825406741,
IL17B,,,-0.04072547316147166,,,,-0.006756479851532961,0.062256330504414946,0.034462863662922026,0.047537043823697216,-0.006303137178612461,
