,UKF260,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916bulk
BMP1,0.06901029260644506,0.24676300804975007,0.15846290929958318,0.07572963263430472,0.054179772838517076
NDP,-0.05482038320013443,0.1478847089554606,0.14660190381142288,-0.034943269211202735,-0.0425626155846118
TNFSF18,,,,,0.031847341800813236
RTN4,0.03448083833501444,-0.02831222693417792,0.016859530413973065,-0.04764279643744016,0.11627277885963705
HEBP1,-0.055742978266674376,0.08676265111139991,0.07019403903740236,-0.00861819704858545,-0.014849758131864869
WNT7B,-0.0238227866119235,-0.03456488832419193,-0.02054234020307619,0.10977638614241467,-0.035089723377494074
PTMA,-0.030594690300686456,-0.19170415042944147,-0.10879012842224706,0.02806772409733615,0.052821343286183105
CEACAM1,0.043004578583154915,-0.06014153104474796,0.035536242843445996,-0.025968420465250306,
PDAP1,-0.006891718263311751,0.021948397916923202,0.11038279283037473,0.011718547530366918,0.01766964219695239
QDPR,-0.09616976152163785,-0.05807643809799285,-0.01699315669430118,-0.029674623951902818,0.031648936330571496
POMC,-0.02009667926584823,0.02529675195940513,0.07427734334119632,-0.042480924523195275,0.03515191200003937
CCL18,,0.04240679713221059,0.022250068879590044,0.07205095417897675,
CCL17,,0.11815936373660946,0.13586815752900008,,
VEGFD,-0.015513109119827301,,0.016117557842342416,,
TNFSF13,,0.038861110367014305,0.06201107421734655,-0.015347699108706715,0.0025461424441598295
WNT5A,-0.09196139138976145,0.09580401294138181,0.18699076270125828,0.005391909579289484,-0.024472965382326652
CXCL8,0.14642624366620402,0.1373258857840408,0.04440969482198737,0.09437877365319557,-0.06830572708405604
GRN,-0.00273524804623733,0.1963892134238638,0.20250534747657217,0.01107363526559332,0.032860264699691846
MIA,0.07884037180093828,-0.010190766464701781,-0.10433812746127277,0.0692905380695232,-0.016605813969454833
COL4A4,-0.04181486079185918,0.011182034463287666,-0.04915619286467079,-0.022400680204410377,-0.010600292188108916
TAC1,-0.006638370705243113,,,-0.04480292325090194,0.07856353276667047
RARRES2,0.09928303886986885,0.24731938304588796,0.208414492247933,0.07666333437009966,-0.02177395906061546
FGF7,0.007993957087612987,-0.04318630332808856,-0.005494495757810318,-0.011646681836069468,0.026955420664004602
EFNA2,,,0.035430621202875774,,
HBEGF,0.146773539133963,0.13281780080567152,0.04231914047485945,0.008705116399790176,-0.028399702733382666
CSF3,0.14604061728109644,0.22478509316982853,0.21986916097117337,0.028739792651355043,-0.05339593170176903
PI3,0.07828293698856115,0.25972790972128706,0.21854064252392932,0.17551757672325802,0.0633519050468511
PCSK1N,-0.05684898642890087,-0.1039348228159693,-2.4371434821238363e-05,0.013018995336147424,0.0402909462950885
NTS,0.06526661996632378,-0.1273252033208781,-0.06626818943054844,-0.08607925246131826,
SFRP1,0.03513721647863488,0.12007055529549338,0.048177895168368644,-0.03614814546856205,0.03594971484903055
CXCL13,-0.032698472208559905,0.020847494251299902,0.15112952044615385,-0.04759844734320271,0.020845372853788655
MICA,0.037352985797221246,0.056415184569545855,0.1520442025155857,-0.025159767804610152,-0.007168295394059434
TG,-0.03572610007958172,-0.05283857769147928,-0.05853589177394187,0.0217727555780554,-0.04772933608289691
ADA,0.0524135388547386,0.05838947141983033,0.07404313319727714,-0.019310137202066056,-0.06137492496801267
LAMC3,0.015668388028134955,0.04699768313897998,0.1563640037037511,0.0162745968643225,-0.009838934649933996
CCL7,0.0895759085388602,0.08977410620637713,,,-0.03557994801286557
NGF,0.037690100179753744,-0.041631658408203084,-0.04303635200058685,-0.018581798306367463,0.0022807035271514456
TNFSF15,0.05074330414535139,0.041760552160318876,,0.044086814610266215,-0.059095727425672546
HMGB1,-0.07453032933729979,0.04940516066537173,0.11006483350207787,0.032066605269452625,0.02582934973431308
ITGB3BP,-0.05436763101982854,0.009496009886164279,0.07551048925839908,-0.011286923981799885,0.007818308037281754
AANAT,-0.0038409401077302264,-0.04565882143913662,0.03288150297719311,,0.07720175358831723
RELN,0.07800736263348491,,,-0.014901847787816695,0.01954543747919212
IL15,0.011181714647945727,0.0967645734007685,0.08531075250410414,0.09155619389320147,0.04300281593770014
UTS2,,0.08966527284346548,,,
BSG,-0.02858567155191298,0.2767965007546359,0.19841943003386694,0.0931338332193177,0.08303251974596029
ADAMTS3,-0.018368394412419085,0.03252102008381826,0.028974060060610003,0.005587228966899809,0.05581236729839978
CD34,0.040819987641133114,0.11062858938242401,0.1544783225655211,0.041649572716048716,-0.0041597843366758995
PLAT,0.07837741735246119,-0.012840134808069179,-0.05842164146725167,0.02290126168839503,0.055037538436954025
NTF3,,-0.008291089309414482,-0.006260507241984396,0.019218185558162452,
CKLF,0.0062120244412779005,0.06246193024959632,0.038623840440051356,-0.061963658999492854,-0.021966649446409508
CD24,-0.11468372215998911,-0.0908385750551312,-0.10295515473929832,-0.08017200945378354,0.05981980190834758
HSP90AA1,-0.058421071352968146,-0.0066473970155454965,0.024126544136179533,0.045411008517453263,0.027541794206179835
BMP4,-0.041303274052568235,0.008568238620029322,-0.008695897774392952,0.001474022527723286,0.013559314311811177
SCGB3A1,0.031946428953128374,0.05358646732847469,-0.03114917697166599,0.028996088265265653,-0.04161903725042785
IGFBP4,0.1258194564592447,0.18428080717250225,0.24423712394647476,0.12712883834015692,0.04183136589746827
RSPO4,0.006051848967201175,,,0.001898237105366379,-0.04111170960286333
LEFTY2,-0.015213484510589844,-0.05657731365642966,0.026586805369533343,-0.03549650489639479,0.07544218094978958
PF4,,,0.002443734693326064,,0.00010973972510393794
ANGPTL2,0.01224656299739523,0.05449070744672216,-0.00017000055775046006,0.038155341521021825,0.08504417377152197
LRIG2,-0.07555211864243078,0.030518095928094714,0.09381003709394786,0.014541814769936656,0.09068724183623847
ICOSLG,0.032695023778854616,0.1469376431419133,0.06582819101748341,-0.00838553142436763,-0.03924893945116128
WIF1,-0.11000785960379411,,,-0.030056577410898462,-0.05909572257598053
NPPC,0.024178133845278497,0.0700938871996682,0.054994208128493316,-0.07065984958344286,0.008617445280509884
LYZ,0.15816837819666965,0.045105999741158614,0.06661188081442496,0.02643234683363274,0.03119482470093752
EREG,0.1677822118290925,0.17288897076873716,0.09402575721517328,-0.0009612394146507208,0.020154674354567588
SPTAN1,-0.04516826150236368,-0.04122796527203897,-0.025643915722409445,-0.03700272109642821,0.049513603264434235
PTH2,,,,0.040624093337228974,
LIPC,-0.018616521129492376,,,,-0.05022197001345858
