,UKF243,UKF266,UKF269,UKF275,UKF296,UKF304,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
HBEGF,-0.02132579617833274,-0.04754134302436108,-0.026465754077820557,-0.0648128781272937,-0.03234919463516553,-0.08340070903553917,-0.005312275924302052,-0.07520705680731374,-0.08596595010818502,0.06361194330812336
CSF3,-0.03152334365657931,,-0.017835036079139083,,,,0.010036597734995064,-0.01590008632248167,-0.031089168954314607,
PI3,-0.037344101353221824,,-0.020082486022107344,,,,0.04451972080528228,-0.03454560529291648,-0.06872330490652961,
PCSK1N,0.18895297878822115,-0.05764513775844799,0.09829592833892818,-0.0027558950644878074,0.011935404078263937,0.17567232852609083,-0.0057214964226540875,-0.019175844384845358,0.08710397232460301,0.05614949766755015
NTS,,0.07642237553227405,-0.02192140474209308,-0.015838267966539643,-0.00030315933812813384,-0.022514856014165502,-0.012870623643701338,-0.023545859688466286,,
SFRP1,0.21261640640564797,0.009595930924976561,-0.020716722445359322,-0.019689937212330564,-0.017172952327830705,-0.06590521870555226,0.025413531314150407,-0.022998713561373316,-0.02423888231073009,0.10541214768111251
CXCL13,,,,,,,0.015518093812689876,,-0.025217539141166728,
MICA,-0.05782583914339294,0.057334479007754104,-0.02433428001461639,0.04183339683851723,-0.0036842834994749926,0.0012619455220887537,-0.021716997399044185,0.05792754630850428,0.09045566190593746,-0.07384486948568403
TG,-0.025129136391344314,-0.018583527935468358,0.05203073089167343,-0.013378611417638507,-0.012427990898865387,,-0.018919755899343405,-0.0310082011491386,-0.009141387944200977,
ADA,0.12019965691426107,0.01463696060250741,-0.08827715090421547,-0.034996394377896534,0.03553753061858082,-0.021010871705445612,0.020648783226430628,0.04581050445750349,-0.07217872813846637,0.15386573024372124
LAMC3,-0.020127329197618542,-0.030438423661905443,-0.067007974360684,0.031501323788618064,0.028229343429523934,-0.06121398352259314,0.01229161725041573,0.07551085818019046,0.06704206959706518,-0.04910883172684221
CCL7,,,,,,,,-0.016661749196017848,-0.0526440925052225,
NGF,-0.018161494378835602,0.02308598786850053,,,,-0.02251487083870435,-0.018686007779560775,0.03486303774159352,-0.035233570440381994,
TNFSF15,0.08015826980537932,-0.021532563270465915,,,,,-0.01427536359396378,-0.0217816717194325,-0.034407809656292386,
HMGB1,0.08179059035257026,-0.03160528629777492,-0.1324034422119264,0.026688403352142304,-0.003995635012406702,-0.02821103889864699,0.03509507515908154,-0.034715027815602345,-0.016720397729948544,-0.02454258332881262
ITGB3BP,-0.10090359595764838,-0.01960099998792988,-0.09583026618066015,-0.0068666436718169905,-0.024722954255486693,0.005614510663044805,-0.02219297618915073,-0.014628078386794611,-0.03224789860915018,0.05267935226854563
AANAT,0.002223488108378823,,-0.016087685193713102,-0.012031463432730795,-0.01432594418148031,0.07774814852920689,,-0.01762882548062092,-0.018983008272571215,
RELN,0.06186018025529019,-0.014775504104159417,0.16128459963356734,0.006051532095063334,0.03182021144138365,0.008993800482404278,-0.017243092167123025,,0.06532159544348977,0.0014081769872002995
IL15,-0.012898879773049045,-0.015321698863031325,-0.041963238649469915,-0.03412645718673844,-0.021688875982940753,-0.04337650477521031,-0.03482200534724891,0.028260364007629567,-0.052552240813111266,
UTS2,,,-0.05306755082239476,,,,,,,
BSG,-0.0983572321429198,0.03995088830514331,0.09068374805936467,-0.021336969967510683,-0.023161205791298448,0.1311932504299374,-0.04252961888510681,0.06106711654121681,0.029883386097938402,0.0335910090052206
ADAMTS3,-0.04899705744277417,-0.024678824493785487,-0.1036779685440418,-0.03523391423421609,-0.028583697764075256,0.030243593429891878,0.02997854604913937,0.035320349498052954,-0.02886484179495889,
CD34,0.1031709156721752,-0.035497247155093094,-0.07001627026114646,-0.014378891019988935,0.0061232914815481645,0.03319350845504606,0.016509270274293518,0.054063972438458556,0.00912500654168455,0.06469004264372115
CCL23,,,-0.018305231998506775,,,,,,,
PLAT,-0.05204173089134496,-0.08090575301757005,-0.16235297810201452,-0.054536192780472656,0.0025811698121002286,-0.00181409788882386,0.017164384908126013,0.01261921933724536,0.021144453649224456,-0.006805675517292522
NTF3,,,,,0.002244791249716239,,-0.019235751860274722,,,
LTA,,,,-0.011587553160305459,,,,-0.02372574236915414,,
CKLF,-0.00873354282885385,-0.04019228064841533,-0.1554559224988235,0.00042603920548705843,-0.017633218725280907,-0.041674960994134355,-0.012818695755300905,0.03601692661366524,0.028527139846691422,0.11840691261387203
CD24,-0.0500286408168592,0.004631949582784766,0.0006350530285852572,-0.0005867605427070081,-0.08037556840304293,-0.03632433415310089,0.026933260786586685,-0.03975389534948161,0.07724868144830163,-0.002374787218732182
HSP90AA1,0.08572836653313358,0.05489966876657707,0.1757129435020512,0.037226597660604765,-0.027131251673551782,0.13059654146653948,0.04857958867949298,0.008884436715373317,0.10580064304172056,0.08540380058780093
BMP4,0.10351099349923212,0.08059478226323286,0.0026690760958130526,-0.03323646746246828,0.016877526635956402,0.0779955585199151,-0.016667950508533133,0.017290507866730156,-0.05264411034093921,
SCGB3A1,,-0.01955841958303049,,,-0.012084074034689989,0.034996672653417445,-0.017035888561067022,0.012484786051956683,0.07966971736182715,
IGFBP4,0.03799846199709408,-0.06944711770985813,-0.08181410189744871,-0.014792846264581834,-0.02192230900749483,-0.05871433016590731,-0.047541778556167445,0.08425803671058231,0.060482507716393616,-0.05881387035309867
RSPO4,-0.022186127368710888,,,-0.013477029757715937,0.14908373256289761,,-0.0009589777004999716,-0.031291770646810005,-0.02393682149761592,
LEFTY2,-0.005982682699033975,0.007546701337425096,-0.07051006966710913,-0.02414293054087137,-0.01325033303234901,-0.02251487083870435,0.029866813105618877,-0.011737385988478297,0.1061694682453506,
PF4,,,,,,,,-0.023725736878841372,-0.0187510667366814,
ANGPTL2,0.00257674571869709,-0.021038310096417927,-0.08228452394308432,-0.010529049982391908,0.0200029641558955,-0.07282094250657527,0.023363286822204024,-0.008108069623844527,-0.07810573690067678,-0.058505508857960485
LRIG2,-0.08706755065123997,0.006179036114707589,-0.0706443087585804,-0.017897516340456783,-0.003404099782455515,0.038942732796311524,-0.01489397160041177,0.04520781130076281,-0.05633768817167265,0.06903423437257668
ICOSLG,0.013026114210792908,-0.009416165716173208,-0.06376684816733344,0.03516046026046153,0.07858006391430443,-0.0675997627797192,0.07060289125331615,-0.006588592422497962,-0.050805546012434,0.10889172342741293
WIF1,0.3262624616754049,0.052468830394836706,0.20308241931108376,0.04155982898721474,0.026849120644111164,0.11171594796320654,-0.018559338651121485,,-0.034407806832614816,0.05121241383106521
NPPC,-0.03153027070957994,-0.037522758828284576,0.033522077558497045,0.03561001105664125,0.06958181646288349,-0.05589803859277567,-0.01660304828063901,,0.16238315965819977,0.050661817568822855
LYZ,0.0009750390589498335,-0.034735953855277064,-0.09191309125813488,0.0360649728753837,-0.04610879635730866,-0.10256207545705036,0.04404888751259002,0.03936353094058798,-0.06829933759708584,-0.09654820986673393
EREG,,,,,,-0.023161222384037776,-0.024866660107190738,0.050470540428634594,-0.02158803249473521,
SPTAN1,0.1645435760614956,0.041287072705757856,0.09794794835252317,-0.0056161550608786175,-0.011012642280011547,0.12317701552253943,0.07729384506507567,0.03828587691673358,0.08556991063902951,0.06259308036051343
PTH2,,,,,,,-0.03175089391854905,,,
LIPC,-0.046531707077366175,0.04136665589748458,-0.042077115270719806,-0.02519667960178463,,-0.016147283193683123,,-0.0011756277051014356,-0.029241166156394778,
COL8A1,-0.12173685936333126,-0.01766702293350175,-0.056421006381799636,-0.02395626294992001,-0.002933647879036839,-0.050246232388237846,-0.021918971322395366,-0.0036781141173248266,-0.0008225333374021242,
GSTM2,0.016285990013397457,-0.012956559495454626,-0.012407754325611801,-0.022619354223692423,0.0066660780404785855,0.022605845587843506,0.05194839963688549,-0.052269284534654854,-0.04494788915995564,
SPX,0.19003648917265722,0.026518959798404025,0.028702761568339917,0.010545063897564756,-0.04043036689859929,-0.0047204390670524555,0.07869019663540018,-0.002389639018689053,0.009249590599681098,0.006831047841791023
MFGE8,-0.11370094922555578,-0.014728214944064646,-0.04794364955355749,-0.04129422110708634,-0.053725691105797876,0.0609524639287046,-0.0075868135875511965,0.04720499251114782,-0.059198080308300115,0.017404637131023082
TGFA,-0.1624264818668218,0.016074434251644912,-0.03178889555229534,-0.058086552067485066,-0.03297656978221348,-0.057077594982701374,-0.04992863223424355,0.0738187972903448,-0.07232760039497438,0.05784441859287918
SLIT2,0.33194539479883894,0.0787808564217946,0.1747025658743502,-0.009499840027447776,-0.0070462708485830115,0.08368895737997062,-0.02907557697419826,0.0032868422855527124,-0.032727563845604137,0.08178471382242643
PLTP,-0.018314181557260775,-0.030725483867116193,-0.15411029818330554,-0.014632149794664658,-0.010823628044466667,-0.14983783931462769,-0.030987422823712835,0.07491239596500684,-0.020727848660719524,0.03183696570809017
APOD,0.09259840953684517,-0.04103127126989881,-0.12236768769470786,0.020982751209075206,-0.016502572333007885,-0.09861710034389799,0.027964486462937595,0.047837337848707216,0.04644112027957011,-0.010679401207947652
B2M,0.012447241068310641,-0.09199244516850312,-0.1995244894015112,-0.039496980832251234,-0.060052090030374816,-0.1102910813969876,-0.04132347199525911,0.04833728337202705,-0.006303027048734092,-0.1785380191294077
OMG,0.15317731702542664,0.0478922639905711,0.052564547047837265,0.023145101191306056,0.015157078164717484,0.05417594146589843,0.08721549790408696,0.08712394236700412,0.04490936963966447,-0.027976323112498064
CXCL3,-0.03835161184438904,,-0.021122361626446866,-0.016952725879874734,0.07373995556472177,0.000312135437792874,0.05364849945778307,0.018687450515179227,-0.0773463565125925,
CXCL10,0.030854108239883687,-0.02094302658142435,-0.1333494543677035,-0.01689333588432687,-0.005206512184213137,0.03966035976274576,0.002095782207387462,0.027074340343381714,0.02322411811115459,
RSPO3,,-0.03322438699241238,-0.011890463585973317,0.034356693269997185,-0.02219623177996314,-0.049743388975911,0.022719502453240496,-0.016908417387878318,0.07779372584544363,-0.006167079393299192
CORT,0.07134346660246411,0.009157255833130052,0.012200451529863366,0.1137500549536888,0.05307600050534743,0.10142634503248242,-0.03320436047076494,,,-0.04054387997010978
NCAN,0.02507914828452209,0.006377425435823434,-0.10258349221672601,-0.013151914893992868,0.021604976750718815,0.05956019833565549,0.03441927885947747,0.0329321787499607,0.09888958054681588,-0.011576481660772851
PRG4,-0.033947930984243015,,-0.022884153729214117,-0.01722310901263333,,,-0.03975468611937919,0.08873124743192644,-0.026098930303434915,
ZG16B,,,0.07151836191280883,-0.009207362886350112,,,,-0.021082976800813828,-0.015996583032262694,
TGM2,-0.053573525344126426,-0.028427159013599747,-0.02129874532892595,0.03823550906734514,-0.0028164044433031873,0.0059977606399081,0.06227399372809581,0.039626776153142085,0.03177075186271778,0.141097480048192
VEGFC,0.0963617656733948,-0.006114892010614262,-0.030171319892445012,0.04538028490118785,0.021938829621201385,-0.02617208044696461,-0.03407448414546151,-0.0025349514063962545,-0.01383095382380229,
WNT6,-0.030892836838226596,-0.01571534208306119,-0.022503568642416347,0.00796934366177837,,,-0.02649672375752612,-0.008646742909583938,-0.016529269593549917,
NRG4,-0.02302243789175208,0.059256808612253804,-0.02850366520066628,-0.017688834909469545,0.04652642796794815,0.04600609091414967,-0.026364211442557108,-0.0169084192829085,-0.024857486227033022,
PMCH,,,,-0.013477029107303687,,,0.033111502508680016,-0.01410404902904446,0.0006614387493864986,
COL9A1,0.04640990245626532,-0.027796757841593595,-0.004087485414335146,-0.024676935075396696,-0.02559785291133841,-0.022840143633968527,-0.08423366342799322,-0.014125853143566047,-0.06005027021149748,-0.06177420647337933
GDF11,0.03131449672645846,0.030600984263322584,-0.0824002007678085,-0.011506081967142628,0.02935662741161455,-0.01998964953517849,0.029045558482131414,0.024127685287417478,-0.016818616568275567,0.06710351525158222
RAET1E,,,,,,,,-0.018548415815790965,,
IL24,,,,,,,,,-0.027789842675080736,
SORBS1,-0.00145843747168967,-0.03812253198720005,-0.03784309164457034,0.0307911933194338,-0.039439400684781134,0.005692721609001645,-0.0002313094670799242,0.04755360237280339,-0.011692056448847448,-0.0678293677337961
DLL1,0.1588948232832178,-0.032527603935990884,-0.012368077840868194,0.03128546241378135,0.087187031926689,-0.07840714936393049,-0.027383368124124712,-0.001222306019725415,-0.048110632501925765,0.04833613060662424
TLN1,-0.12088503878091311,-0.024294629450318284,-0.1560792935427467,0.02421231431077604,-0.013335850442503688,-0.08828176250315196,-0.027244705672650783,0.008527181547715758,-0.08840326625534199,0.07578508211996636
COL2A1,0.1000925026371507,0.026233081607710505,-0.021122368814620627,,,,-0.03197790302308896,0.009443502152149546,-0.022395260877805665,
SHH,,0.05971375502591822,-0.016604748390318176,-0.04269622341454121,-0.01387467209478226,,0.011095431180114104,0.01916659257582865,-0.03310929671503811,
PON2,0.000546382030856383,-0.03546288223998192,-0.17697463652464906,0.05138693611683266,-0.05196704189645723,-0.0721092907927433,0.024439483558373137,-0.03137729220572548,0.01463796945645268,0.01811486820840024
ICAM5,0.30830048649800523,0.03695182964768445,0.10554933346090574,0.0007737221527476281,0.06953878639409848,0.05905697633269378,0.02573603322764674,0.08641979142618605,0.09448173338484792,0.10478314893793073
HPX,-0.006765552349460484,-0.015715343143171925,-0.030758569598894597,-0.018068879011719927,-0.012084072802747746,,0.05906729789076139,0.014483902934789152,-0.03966966780199299,
SFRP2,0.04509987190322435,-0.03715102255415933,0.029219081201251364,0.02139051195516042,0.0029737177905714497,-0.03375337234363252,0.005018920771144593,0.13128657703197943,-0.06736377746588926,-0.059863844698145215
CFC1,,-0.026555083967139917,,-0.011587553860601155,,-0.023791307236325984,,,-0.021994964171090085,
CD70,,,,-0.021614845126211788,,,0.03888679985513049,-0.025796848734910217,-0.043667570645650945,
HP,0.050297390570486135,,-0.07933325655041272,-0.03805816317868907,0.047024541238318784,-0.043474603597029135,-0.0014609149951433783,-0.025293145900908674,0.056688716542001055,
CXCL2,0.06687757343331006,-0.008280551259850132,-0.02756786807968589,-0.052490780170999944,0.01699312160762138,0.08124015417942951,-0.00509184405948652,0.03133792881502293,-0.1152818609465258,0.07935685964545672
NPPB,,,,-0.010146533410954308,,,-0.02268721867873337,-0.017151708268128316,,
CCK,0.24894672005067733,0.048746037048433916,0.1951004156149961,0.06285513792168418,0.048097890413997556,0.1522933515947642,0.079530000352283,0.016905663311377123,0.09595687398042821,0.12175902220220385
SEMA6A,-0.07673795223418976,-0.05056383385348492,-0.13842815715872844,-0.01654032095507211,-0.025282047666541647,-0.1113999428239411,-0.05092967135200456,-0.011656805694960578,0.028866418608641725,0.012539606882660398
IRAK4,-0.06230232848737532,-0.01787768054661934,-0.06430094177485536,-0.034824904035878804,-0.012933590129179126,-0.008186546222626009,0.0011751217266698707,0.04894223669151321,0.037381768179246044,-0.07688040870745533
GSTP1,0.024443517584599755,-0.050720802543615544,-0.17768321865361414,0.00031552496610662176,-0.004091829763988476,-0.09251031315313928,-0.056848480150816415,0.007180273011715277,-0.07410033398691712,-0.03492808405873985
VCAM1,-0.04560512022533142,-0.03263761429683405,-0.11790426520013295,0.012893425183776043,-0.04303071126100039,0.05106224772241194,0.0200941543989091,-0.02219387269682703,-0.028844510407229754,-0.014466067170239998
NXPH3,-0.0976302418635448,-0.014780791125415325,-0.015093559765086594,-0.032311907604023346,-0.054117085840327414,0.01687182787338938,-0.010018303162304508,0.006716675465977297,0.005830132611487711,0.06632849945115642
MTMR4,0.054624260740772757,0.028899304838348946,0.07936041753557206,-0.027455913535434022,0.020973843282754628,0.017496277035991437,-0.0107557062146521,0.027350101875958547,-0.051435444981456496,0.027433029976089873
LAMC2,-0.02102401495789795,-0.0215325611541716,,-0.01277335357465853,,,-0.014733999065294764,0.13872083178491082,-0.02393683467477175,
IL10,-0.033355332878427436,,-0.027717263998863904,-0.039937896159754765,,-0.04549647040910932,-0.025438196767467773,0.025108829662840264,-0.04163997778532379,
SEMA4D,0.1474562215269162,-0.0196227199729155,-0.032311466422369435,0.04314903763041625,0.02815086326967136,-0.08293435362090332,0.03036100759797023,0.04696197365298604,0.0358925235324655,-0.03442019814818732
TRH,-0.04102758049141765,-0.029456957866913828,0.017043440088137143,-0.033659839856597915,,0.025188426519627303,-0.0026864782995302296,0.023431047536056338,-0.02927110061717194,
SEMA6D,0.013436743124729035,-0.06720990166684172,-0.05891030496289725,-0.012645631325476575,0.07246244595446207,-0.006180231870397512,-0.017827018950651453,0.0012950798240770253,-0.07702291537301445,-0.04548031769382969
CEL,,,,,,,0.004899874422283788,0.03387999416243525,-0.025573242160898214,
PDCD1LG2,-0.007989309350604708,0.08051295414212882,-0.03243790254877556,-0.0318187222530673,0.009102274417957183,-0.053041783412898814,0.03456072052620844,0.07688738273902987,0.0057699216813818345,
SPINT1,-0.03255158746498854,-0.019558425559111414,-0.0526764833701038,0.00445525474795425,-0.019748033519046367,0.07038169507273076,-0.06329083856638755,0.07001033702156859,0.06886508399500749,
CTHRC1,-0.008434075662965893,-0.05629485408062681,-0.04416743525851031,-0.016608010055837372,0.008103888882304984,-0.0712667697972571,-0.017129276993641942,0.08984044666785129,-0.052178484973199525,0.036039538358464886
PODXL,0.011334971427651254,-0.05261911648392261,-0.13542039934764433,-0.054449150293353045,0.012583573542983603,0.0474362583262235,0.04067860099115118,0.0610498403530206,-0.020973140423140735,-0.07052747348949308
JAM3,-0.09839933633226149,-0.0052752159267200815,-0.13436399115359846,-0.02354123943011964,-0.028175915133998055,-0.11210760987136424,-0.04923542854299978,-0.031920947203100104,-0.027164606593991645,0.007829079261087843
TGFB2,-0.0429923428473557,-0.018940669619702734,-0.1330535888551353,0.03093767141956527,-0.02330333365233585,0.05035873168205197,0.07632841934280335,-0.013003874627138657,0.04065510887415868,-0.02326382322394776
COL18A1,0.04970673370932587,-0.05532985469723705,-0.0618985464138731,-0.0015662056896648356,0.029009622717032578,-0.08814374914542229,-0.029647654899666632,0.04558084064441529,0.031107975612501337,0.004370843519769233
NODAL,,-0.00811963752352516,-0.055664688717923475,,,,-0.016849433001518345,-0.01040997137601639,0.040886652557277116,
INHBB,-0.07391939713172589,0.08675624049172401,-0.04487278725019861,-0.013472802450256107,-0.018669533503790796,-0.020362670438972982,0.024908108010372288,0.002667873098486147,0.0029407632770403003,-0.057658712766226104
LCN1,,,-0.01853610384006455,,,,,0.06613500308990865,-0.016789647282438622,
ARF4,-0.10369349082867589,-0.005934239731263751,-0.06106437578698113,-0.04766386187071739,-0.020711768004474315,0.020683289122034678,-0.04488050980496363,0.01843298828299466,0.009262408731077481,0.05965863539436685
CXCL14,0.16447079487883734,0.0342780882425391,0.11344816764271815,-0.059624561860000855,0.002257163333715778,0.0052302406512254335,0.03885380198920099,0.05343902367954981,0.06442089695431764,-0.009969366778830115
LIF,-0.08894379281238479,-0.019076680576653605,-0.06807459083288696,-0.0415265446102118,-0.01432594418148031,-0.032369410462744476,0.0383392971598513,-0.047160407781739806,-0.062474245732992144,
IL17B,-0.025129148022390812,,-0.030612650865429736,,,,0.05202767785508837,0.05636133338710076,-0.018983004460263696,
MMP1,,,,,,,-0.015179423230490385,0.07951132911368627,-0.02947321292749012,
MATN1,-0.01979942662149477,0.022765972871725673,-0.019433844699650597,-0.01027396591417201,,,0.09986296197815,0.013764286006268866,-0.017299402583396743,
ADAM28,-0.023286623167940928,-0.024570542003380377,-0.018284175606997067,0.046980951157404846,-0.015186563476929706,-0.10256709441644934,-0.011612876447430188,-0.006873369686580806,-0.046666469106282575,0.005647811822221481
TCN2,-0.05396244527918912,-0.019903685851898303,-0.07974164983110646,0.03338973397335447,0.03453281843556485,-0.08453599235492609,-0.006380105324103579,0.07115914137259341,0.03270071709972315,-0.08940102766778117
THPO,,-0.026188997011226046,0.00655937997593264,-0.007744014219713741,0.0420577411791131,0.10105690171715291,0.061041432655669275,-0.02529315360069076,-0.025924727639834236,
CUBN,-0.10485481002500911,-0.03276233510772329,-0.04731127828221657,0.0009987542418210744,0.0810543235917311,-0.02470866844152298,0.020405430110734764,0.06013416594890845,-0.015070783691785505,
TIMP3,-0.06482337740543442,-0.06823306745471178,-0.0820661032281679,0.025567473425823793,-0.001843679778887965,0.011998475361249216,0.003971317470096362,0.0927025443177506,-0.04173052082357265,-0.05527613788931591
PIGF,0.027537952782431128,-0.037411991273521364,-0.1282939309172949,0.022114670358520303,-0.032969617955948355,-0.03858129488749837,-0.03577460219513602,0.002633776326994286,0.019916590972471986,0.08663141900614507
CRH,,-0.015519696318532193,-0.00022480686344864242,0.1393384672722578,-0.026972025927377914,0.013407556683320668,0.027914913126022102,0.0701732179836491,-0.010818831516437326,0.10235949947694108
BDNF,0.11063915583003942,0.11348402012503396,0.18200064322613077,-0.019170957752999384,0.06306429598321919,0.1040056282965153,-0.0033935154171366375,0.06895186660165757,-0.06330449923709215,0.1206765501807973
CCL5,-0.04265111467075401,-0.02267045664577035,-0.04207711295389345,-0.018425236764339638,0.0280583829840407,-0.022170266309310807,0.027762706061622473,0.12262523829308716,-0.050228027418725785,
GAD1,0.2724563461220344,0.04295354306226969,0.16184962551976753,0.006230314155501667,0.03929564874171748,0.10403291941071637,-0.026992420977394106,0.05530068408662181,0.10393657139845064,0.05194758632625218
COL14A1,0.002970332650226789,-0.024025651268172483,-0.03288197656203078,-0.02231727729841211,-0.01952674579298262,-0.056674979839465296,-0.03333162287130676,0.10823355839354423,0.001703445235445836,
HLA-A,-0.16820066600622202,-0.0951320288882621,-0.16403713246899698,-0.049528617390670576,0.03470120543357973,-0.14635914424818233,-0.07210324124964453,0.05593027243072535,0.0067633049183189985,-0.050557493009692984
CD5L,,,,,,-0.03353357467253343,,,,
FGF18,,0.04809972635542595,,0.013999797540768326,,,0.0030020943939160064,0.04507985197013629,-0.023748956856824936,
ADM,-0.17020233918852887,0.013971225865703905,-0.07000142471334733,0.009965615261854344,0.014010236333395392,0.008849737693749318,-0.0009356367011550632,-0.04220560318538283,-0.07383199445908445,0.05450010943975972
CCL15,,,,,-0.035851830281354316,,,-0.016661755200802937,,
GNAI2,-0.015377148850206052,-0.038859769309539195,-0.1693046328001102,0.003696428883991571,-0.04853162494739358,-0.07379792576688651,-0.023132624149822024,0.03576707205377249,0.04298510695012121,-0.016131818362881536
HDC,,,-0.06066875362775691,,-0.01814797032787111,,,-0.040539229604939414,-0.017299394748661042,
COL11A1,,-0.05186545207711394,0.03744737832832921,0.019591214918803116,-0.01240909215699741,0.016274566539378678,0.06320840948837383,0.0481810427970745,0.00696331158300494,-0.004384258292577123
NUCB2,-0.0004995402106077028,-0.02433637644183015,0.019627523317933583,-0.0380802716809308,0.024202281696265402,0.10671588623810128,0.009281894194486629,0.03936200445238592,0.031238778015136717,0.05470158076644606
FGF16,,,,,,,,,-0.01704630461754429,
CXCL1,-0.01097323416079579,,0.028493402168017143,-0.02324728570540762,-0.013565918868126196,-0.04575020980871801,-0.0037911316038116,-0.04191463740752266,-0.0434224357267963,0.07119740797007601
VCAN,-0.05709390164650434,-0.04482099174837665,-0.157172120599477,-0.025248488194135978,-0.012934207809440606,-0.02335461888711935,0.010220200482136706,-0.006637318832550409,-0.01514033065935744,-0.05212760362084651
MMP7,-0.038299733842083364,-0.019076675221923915,-0.013529827141365943,-0.01014653335551743,-0.015233662897376552,-0.019734027946006646,-0.008109519081530514,-0.018431130030124473,0.009324123203867678,
PTPN6,0.03769635078043584,0.021655160242632462,-0.06045422593777678,-0.02475872900392301,0.09034198879467385,-0.06730711649134329,-0.04557805272015627,0.038079483610311375,-0.015433640596444599,0.019323807592017423
