,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
PDAP1,-0.1004404077607723,0.04141586421169945,0.030680560459732567,-0.004670661074667233,0.06699655404661603,-0.07742570742436218,-0.04874797392868268,-0.12828044975080616,0.04550906896879005,0.009176823946326889,0.032841702214128396,0.04450101015632606,-0.14214204094933483,-0.04714714841552293,-0.04943077838778627,0.03780136501020638,0.0425093911465752,0.010401603356849249,-0.05309963071045527,0.043158993911038536
QDPR,0.09983168467480778,0.13337860393061807,-0.006376212103347463,0.010089450741746825,0.0006166121166890632,0.1335814467721401,0.056617183049128245,0.004446615892018129,0.06798669830141138,0.04395605822865763,-0.26483134106040934,0.08419367643085429,0.10680643530772985,0.12073828175314316,0.11253506537038038,-0.026151916265624135,-0.0011467045226458133,-0.027589650154755854,0.12100019254922392,0.059200416301332354
POMC,0.036432673907291886,0.021609939127111812,-0.004897960701337135,,-0.013624330349757966,0.019325626147093242,0.022460439854055082,-0.03181330782371621,-0.020963266756432772,0.050688885536308556,-0.08526987477286042,-0.027201867159178304,0.0868209000006542,0.040746715799534206,0.06503485912595305,0.04098949863530727,,0.06783938766115888,0.039288492733683705,0.03224209212305387
CCL18,0.015989690895459454,-0.05236586766186882,,,,,,,,,-0.10249254908126515,0.07795641874116054,,-0.04979025483382009,0.019363285030050408,-0.13574122951212347,,,,
CCL17,,,,,0.07326427788486096,,,,0.032046182381431074,-0.030502444047003818,,,-0.02047868368852534,-0.03754210578234816,-0.031509761220493926,,,0.1297394129974704,,
VEGFD,0.04472459918230118,0.0027518005871962434,0.01091555619665431,,-0.014126699122534132,-0.022364977184694716,,-0.06251991565137574,0.027274082818677443,-0.018651512271683764,0.023765533799927265,0.022942339327803474,0.021050902649862466,,0.001766814145194538,,,,,
TNFSF13,,0.021929140811459302,,,0.016200840841126322,,0.054104321216409366,,,,,,,0.029305605018101626,-0.00028380369722972313,0.0031332498413914876,,0.04896599987017003,-0.02724422244241985,
WNT5A,-0.07630195254271967,-0.004955991940355486,0.010369717146678843,0.041230870562875194,0.06985978694344978,-0.002562874644433883,-0.11538275278099329,-0.13883754959615008,0.015435297804823278,-0.002986739336456738,0.033532556133297343,-0.00225022110234908,-0.0717551704066327,0.05953540831700532,0.02663056972316632,0.020158808168019914,0.03176027876693102,0.013963757635702836,-0.10678398673601978,-0.004741482871365935
CXCL8,-0.006711799687868247,-0.05655922836082551,-0.019575079971915123,-0.0006862405291316328,-0.06688960139533419,-0.07581656128666198,0.0031130127186018517,-0.08029194840523754,-0.005975483861694741,-0.024879978488698568,-0.06829592795007454,-0.03305868226752433,-0.09047074565804726,-0.12241974486984976,-0.18927977129785942,-0.154511332472964,-0.10581714102147612,-0.009957283525659204,-0.1260634696787216,0.009590626397409877
GRN,-0.03595869899617299,-0.04466576203739541,-0.010851375625278934,-0.03050966833267301,0.07319280263819482,-0.07669608451801628,-0.10884783722958832,-0.17791090553708225,-0.04445541938720109,0.0027030279729965776,-0.18181725106671712,0.026062607052094146,0.050013745978690585,0.058540035735837666,0.049787758043173855,-0.11646607433811709,0.10839953687472706,-0.026029567683980976,0.10885851341192121,-0.07865960615488095
MIA,0.07241553503317025,0.03257916981329503,-0.017533258443106266,0.044476416251281584,-0.018430271917552674,-0.036829658684136284,-0.03728943367540927,-0.05247205577024402,-0.06325506097894117,0.010494237109611925,,0.03744443803435806,-0.03878282286118434,0.09768420768722899,0.04117949675530736,-0.14128158706391494,,0.007593891901027074,-0.04046984265534754,
COL4A4,0.008960605172647806,-0.02513502424107241,-0.005683520360995027,0.024297114088453895,-0.029295477848016484,-0.0849746354452935,-0.043360058271070236,-0.0002841566712990563,-0.004850450025060838,0.007233244166520481,,,-0.045108265963423745,0.052044184494693856,0.0413464192194381,-0.01884586564342978,,0.07683683413627328,-0.06598574936451057,
TAC1,0.19814206576363927,0.1412370185304929,0.04585566586198946,0.03171607623854903,-0.06220760537134304,0.12398589912841994,0.17411817911819796,0.19794170473756822,0.1755341358518199,0.019473200090050397,0.327865031630192,,0.2639578597552119,,,0.11995257716584101,0.047398687077420794,-0.03942926092245235,0.1652627662893116,0.21595681875813397
RARRES2,-0.05322357526727948,0.045959502503528205,0.05095926719750182,-0.027951525699268773,-0.015383118769129941,-0.13377261613398214,-0.09203598140788477,-0.19444710349460517,0.10442805975856963,0.05778921453867627,-0.0640080657554625,-0.07277630328541884,-0.11528488031224436,-0.08223001886190319,-0.07414024012670338,-0.07698345523880362,0.012628331753450553,0.04829757706655565,-0.0519274474210216,0.07934107576064403
FGF7,0.03286300610437306,,0.019592272108484868,0.011496828139430955,0.031048636487939124,0.053358343143958466,-0.027704134118411505,-0.040665173681654676,0.06420903701929614,-0.005741658116873106,0.07617108287544962,0.054539440376057804,-0.026032960670950643,0.033031578948943804,0.06784159955292941,0.013273750313408912,0.04340836258436647,0.01948076662305939,0.043358568445505515,-0.02293581973703192
EFNA2,,,,,,,,,,,,,,,0.033650894882419805,,,,,
HBEGF,0.04167631773094919,-0.024333202778549893,0.039575230123407745,-0.0018800236728818741,0.0024386099712862086,-0.04755070767753021,-0.0620947503064434,-0.0557608294832026,-0.09615051242681096,-0.026875460437574578,-0.08246578072416129,0.01854796763536584,-0.10004856416414624,0.0227387614425149,0.030879393920732683,-0.01856810083208138,0.042191799533886847,0.009917566979812834,-0.12076163371283181,0.054358026127722225
CSF3,0.044675990283818044,,,-0.024416528337083947,-0.03242876255014798,-0.06464993498210085,,-0.016600580141318478,,,,0.07136329889452032,,-0.07362497733198688,-0.12027182255501682,-0.05845571875787217,0.003052084506526193,0.08043608133280104,0.047653642490446395,
PI3,0.0249973433363488,-0.01597309162989758,,-0.02874109423784507,-0.06034146786083723,-0.03699725715411873,,-0.034879689566716984,,,,,,-0.17338138668578953,-0.19060209695101962,-0.14068702530119526,,0.012812794723241233,-0.02173370151434105,
PCSK1N,0.08495200615217313,0.007332863429428575,0.0487249422264476,-0.015743805348485986,0.07630916522678988,0.06974826103049919,0.047642841131155966,0.1236029326112207,-0.10165987382428109,0.07779490488386527,0.32031181385384805,0.02436492939438232,0.2627307056081052,0.1245308471196962,0.09656430344700495,0.15124676968486048,0.007856736898340705,0.0006450105971390336,0.19443311616351378,0.16267051462648743
NTS,,,,,,-0.029294861222992255,-0.011676155488375084,-0.0478222604065978,-0.01575526423198375,-0.05498616283551198,-0.06655113665389222,,,0.0590097816423007,0.02707008389035466,0.11769169467318182,,-0.005694444615128859,,
SFRP1,0.1547368231703329,0.04542891408629776,-0.02658337539955415,,-0.029201637621354328,0.05956026499624518,0.025720459497192302,-0.07549316570302086,-0.03383663582393388,-0.01057620469037099,-0.054620915625684205,0.029138721937799927,-0.0032306752180898467,0.04963102305639079,0.07126670308016282,0.05447033891224383,-0.00020383354703676796,0.07489706375884224,-0.015392421944128692,0.019587023023243364
CXCL13,,,-0.007766198395934721,-0.01772928860453265,,0.002944085678279661,,,,,,0.04554681038908933,,-0.06092701549516403,-0.05172066676515751,0.014206032363381872,,,0.03124442247159169,
MICA,-0.06735659030613128,0.014103580462319036,-0.01302730642873722,-0.005003656326954765,-0.021050107086518714,-0.003322609327856775,0.027835792520807326,-0.06443115238303854,-0.025045121922245832,0.02689650368176325,-0.0388779653325775,0.022366862646969212,-0.10743647808024696,0.05047259973404595,-0.02216519636119858,0.09000302606642624,-0.018755864465916972,0.08611026306667116,-0.05874185191357343,0.10015897627680623
TG,0.02813773172986583,0.05490481789586,0.01450569905294322,,0.023904161968159414,-0.05411541508962008,-0.007429578145009939,-0.037612112219616425,0.01658878755457485,0.03895009801053966,,-0.029498251793525623,0.006542241096337027,-0.011301360178749826,0.10566924318073564,-0.003211938550111532,,-0.0036760388154608355,-0.037652594424500925,
ADA,0.1365353738516942,-0.009640767909591995,-0.03512815360393353,0.06016604875235354,0.05251101698481207,0.08200512479584902,0.011290585521456961,-0.1507771249521506,-0.04174134779358531,0.009685102586653246,-0.06957576256882904,0.010059303108839573,-0.09151448468775673,0.06797582763836757,0.04414769383645658,-0.0394259633615242,0.07263739940200444,0.13682997715782755,0.06199145773290753,0.12627606329322372
LAMC3,-0.02258582372009773,-0.036575358903499215,-0.014873029492616948,-0.04557701103205704,0.06130313729019002,-0.006545591424554441,-0.061610589219139346,-0.09801253530090989,-0.041638701657054085,-0.01830089976856719,-0.04212963500309441,0.08763171464921586,0.07449358476154115,0.05979757059402653,0.06001942792739354,-0.04923996683413729,0.03270354970702996,0.005654180639644007,0.03275724006144248,-0.05269054810930276
CCL7,,0.08951242905739684,,,-0.02278398857466765,-0.03352358723093562,,,,,,,,0.019245872621892528,,,,0.024321646605544818,-0.06570089318022429,
NGF,0.016782551796901395,-0.014343722053238762,,,-0.022123186929874392,-0.024968040029444263,0.009515669888908762,,,,0.10360895216777642,0.024821453165122607,,0.018472476382837378,0.040625123480022694,0.01648887166802629,,-0.0008345434888688818,0.019593289584539944,
TNFSF15,0.039717305856908726,,,,-0.025371085628498966,0.005871445234337259,0.0023369469540102,,,,,-0.017583084086456577,,0.05912024594686012,,-0.05278322475172339,,0.04131524809377445,-0.037939159977231386,
HMGB1,-0.017902837884517436,0.06581754041628023,0.013559814441889464,-0.004391985475721928,0.02522947482064341,-0.02325089900025483,-0.05172262420604911,-0.18099841738692063,0.010277558970463401,-0.029765085353172197,-0.12768143345218155,0.06373292232692349,-0.03736439418160832,-0.06971802460749209,-0.01698002594030923,-0.02767929123876429,-0.008225225619470863,-0.025573040639638934,0.033740640276069885,0.03647888944989689
ITGB3BP,-0.01814687916063525,0.038066361029919955,0.01985913077521385,0.01755455188259255,-0.07703185510252747,0.0010958906236303403,-0.07124294369718212,-0.10989900083908437,-0.010621313207034331,0.042188308646125564,0.05436594869569479,-0.00036199108512461557,-0.1668395278911411,-0.011928342156191329,-0.05493339252619127,-0.013150424285317505,0.012064765580808419,0.050840538122357816,-0.0695772322050868,0.14249906752197214
AANAT,-0.010471721024853156,0.02131731900642873,,,-0.023085095595662516,0.009959735094590898,,0.031515699647669655,-0.007733984082406075,0.020930250944508483,-0.03409564889361151,,-0.017392019957726743,-0.04146744622432242,0.11961046843397362,,,-0.03501169119681232,0.05403004549206,
RELN,-0.04537194918633899,-0.04082073498331672,0.055114756210680155,-0.027496741571870705,0.09237741417959203,0.04046596898044633,0.09082032653031634,0.0738041054202844,0.037858372867559914,-0.0174540654793981,0.0019017756309432775,,0.06053348055196915,,,-0.0014718818095756894,-0.01716140362012477,,0.08237161270985074,0.04607103000086455
IL15,-0.04627546633415526,0.04837560995957083,0.05829500315204824,,-0.012254036913961751,-0.026153219706371585,0.10038593984357808,-0.02665586114599182,-0.008208702986500352,-0.02649966884213083,-0.04472321394659761,0.008601222875584267,0.005739823347797488,-0.003997335124610322,0.034033421967046444,-0.003835938775940099,-0.02507657317789897,0.10224856348075884,-0.0057930329780890725,
UTS2,,,,,,,,-0.047614984371057344,,,,,,0.08837280304370225,,,,,,
BSG,-0.05700597265367067,0.06566725495960918,0.0019396331581112054,-0.013922228774549785,-0.02134923188989039,-0.03634200789274845,0.02943680954547384,0.0968242583477106,-0.0727794042030814,0.004258414687357271,0.24724652393977983,0.013264557525497146,-0.18310403679088047,0.005211094807299356,-0.0570606757044182,-0.174167780614897,0.03682590788917784,0.06812015105374224,-0.04072280416463312,0.1382442683555564
ADAMTS3,-0.08631163001862226,0.024265334206994067,-0.04748890532945631,,-0.04336071295454082,0.03160322028035674,0.05416522592227022,-0.17401142402468803,-0.024336775147592964,0.019979568435371287,0.0006930342814141783,0.10480310343019818,0.020669010546127853,0.121297133891077,0.07901196483785132,0.12551706716277777,-0.012225367234684478,0.05031318598785697,-0.027636726705819282,
CD34,0.13205423525312118,-0.039723038833214215,-0.021591559564395214,-0.0404852908077785,0.02177118768712792,0.023866703316285157,-0.030180646818259094,-0.11816225561141736,0.03386933119431455,0.02611008844633199,-0.027995210379636048,-0.039302296118019706,0.10895927177230152,0.12496796220274596,0.07292814588847801,-0.0660392831342426,0.049092459074497746,0.0696618452257956,-0.0039779855255081785,0.03132615385101315
CCL23,,,,,,,,-0.001478954789961578,,,,,,,,,,,,
PLAT,-0.019454855525751085,0.020861296153213808,-0.025334947032321812,-0.019090473624628256,-0.018184371921020365,-0.019201599595589435,-0.0737003549936346,-0.12502510651685014,-0.1661953218921714,0.05001855617563102,0.03169398210619089,0.0035192294622907235,-0.14702368273993527,0.15142164850454276,0.17088957838049934,0.06720280602022627,0.10370167782976085,0.0684508572264736,-0.005876756095426732,0.03334174679726688
NTF3,,,,,,,,,,-0.0028373370392023576,,0.003511649148271394,,0.06265650414620118,0.21405254748504868,0.1068364986384182,,,,
LTA,,,0.06378080971852193,,0.01060451865890009,,,,-0.024986672481819825,,,,-0.0394146320442309,,,,,0.05608977557818856,,
CKLF,0.029723123619565448,-0.006946955832099801,0.02707668564561908,-0.05709029122918143,0.006768728113398393,-0.02830546813368951,-0.10022184048214312,-0.18554366280782306,-0.048589540828986894,-0.016821943937823332,-0.16841450159565136,0.02422740260765195,-0.15943062023716414,0.12154011184080116,0.12467279263058083,0.0821817648145969,0.1072939365570436,0.050733824235580635,-0.09104320254224246,-0.027611659089578387
APELA,,,,,,,,,,,,0.03888351934738149,,,,,,,,
CD24,-0.04998334872099877,0.009902179676388295,-0.014077760489478255,0.02339204395976303,-0.039522149647453514,0.013640950776984835,0.06135852016762863,0.012478739243358456,0.090952668848241,-0.07894037585823897,0.05460783341101881,0.10094079471128864,0.06536042072003313,0.16123173759385404,0.16511766071940884,0.24714841396031131,3.8763209077729815e-05,0.0061171400312923525,0.0024960270003808,0.028029290927813453
HSP90AA1,0.04207025751423864,-0.041392058338731316,0.013290430337281304,0.051799914782252106,-0.03568119928478493,0.16543265574879384,0.16696965454561352,0.21389832867064074,0.020026907926704803,-0.03170518827813352,0.3171813203386302,-0.010043268889416996,0.2959173619656713,-0.16754955186660733,-0.22205809298137916,-0.014895492955452035,0.017579085260309334,-0.07579769220107453,0.10998888351339482,0.15316065467431747
BMP4,0.019909803879711915,-0.06489940352180841,-0.023984866455248992,-0.04027358481601046,-0.014830192363532758,-0.043402857226501314,-0.04721462020315639,0.05169965212291195,0.02645744885774267,0.03467426938977018,0.109290254222594,0.03323005446883769,-0.012322611232837889,0.07991083967433817,-0.008414993207616857,-0.03963756016547956,,0.04677708462509055,0.02712391282326986,
SCGB3A1,,-0.037121239040351806,,-0.005627375329773688,,-0.02663393068157433,0.054459361162016655,,,0.0013962746594136223,0.002575152703850996,0.005905386114425507,0.1664080671455395,0.03424329648204337,0.07856604724445908,0.0764492634248343,,0.10412946930703176,0.031110129410276743,
IGFBP4,-0.02860237933826169,-0.028764692023550302,0.02917593563224481,-0.05762167208460027,0.02316234730256307,-0.02698112619735526,-0.08671553450647168,-0.1375994084372231,-0.10061362208220904,-0.03821676896180386,-0.02853620993085237,0.052027057850610715,-0.09632731484451423,0.021427580277366166,-0.016862628281895442,-0.2611525450928381,-0.01819078388777091,0.040963321284663186,0.05764942215238569,0.12317012492623218
RSPO4,-0.03214590231919631,,0.036283446146811935,,-0.0446982204270866,-0.030739885489479372,,,-0.01638347499296604,-0.025771725785229533,,,-0.020198940669194462,,,0.12261654419428596,,0.0017189804044990388,-0.011222936879137823,
LEFTY2,-0.05384459432597907,-0.002974052911881913,0.0330408283765209,0.0017793473498043891,0.02503558103875949,-0.04771305405761245,-0.07804445268137837,-0.134949800094898,-0.07443840889840668,0.019198880820187118,0.031201860724044073,-0.019881014892077838,-0.04865692309040486,0.01985072327567269,0.025525749528509837,-0.013530151309097418,-0.017090448929489237,0.12532894260247765,0.01169954996667301,
PF4,,-0.019876644570740423,-0.02058140513515799,,-0.01987858116005742,,,,,,,,,,-0.00980084498423191,,,0.06843921318668829,-0.05593185281727799,
ANGPTL2,0.03178296142690904,0.005954989037936453,-0.03651798619180808,0.05355609666918581,0.027373816787695265,0.007717197347302387,-0.1546169386936388,-0.1468338509513508,0.03560599244076733,0.0053261745478934445,-0.14895175080375897,-0.012308521425035569,-0.20286671485784932,0.09143115955692632,0.1305841038775919,0.010857952931931595,0.03040678967877598,0.0628933880930942,-0.021956179333289385,-0.047084224595729016
LRIG2,-0.04587657412454367,0.03510166415365212,0.031411722666444104,-0.04343305719410084,0.045661669797487876,-0.002125414827418515,-0.005922611202863846,-0.06982401073915999,-0.0025129852212033114,-0.049769077086302724,0.03277462141907836,0.024979882695583766,-0.05848638117050623,0.03193137527843863,0.06115270466976463,0.05781026733313556,-0.046442214052864125,0.03404868499433519,0.0060923256033041506,0.0471189704214106
ICOSLG,-0.011983767737373736,-0.014430646414228546,-0.03518955500566692,-0.04675826823558289,-0.00028497349920352004,-0.061665481356568776,0.01100047327181134,-0.07792051375000413,0.003519562226775906,0.04471361895721991,-0.10675226845534315,-0.023340589232165223,-0.12069419439846932,0.04040235060740018,0.07840984035092041,0.0846965919164406,0.03556114238828534,0.10782324103940388,-0.04021752332683318,-0.007316611737064422
WIF1,0.20911008184696775,0.0018277479180944937,,-0.04232227157865242,,0.0695769533030981,0.1307283732742769,0.2655098870200515,0.11989840223790446,0.0922200530181698,0.21667648579960297,,0.2832498109759721,,,-0.019970954167114797,-0.0478506944438586,,0.004612137434332613,0.21878370462384872
NPPC,0.07041484970492791,0.01391236821057389,,-0.0011182948024078606,-0.011764521386047895,0.06405961717803324,0.08785083554913303,0.014059703500555418,0.01911850007093067,-0.015232256143243134,0.13388096953461162,,-0.18094717639969196,0.05956687342942658,0.011572926749560902,0.017971086353058236,-0.05498293335786263,,0.0922668849620651,0.1333718606743031
LYZ,0.016565264905798075,-0.06399749499381842,-0.08329327769374967,-0.0005692135176349326,-0.014942909529603492,-0.08602604318450355,0.013596303897466468,-0.12097349667078135,0.047105717314991594,0.028327988559351105,-0.23758085188027567,0.06844433772457062,-0.08153228568738051,0.04358743137304092,0.023730687482105044,-0.005347258837648055,0.010427040930048734,-0.011248760970283699,-0.0216568171114255,-0.07432455036137964
EREG,,,,0.06727568153186116,,-0.043258312520760914,,,,,-0.05922996953702974,0.01011125664312796,,-0.05937428486756669,-0.08808701162401242,-0.08813413104648722,,0.014884561684347439,-0.034833009389306176,
SPTAN1,0.05562946084520952,0.14150379995469112,0.042314528535554945,-0.015476424942177774,0.04196783523993607,0.07137922112114331,0.15965145462294644,0.09880936073839458,0.09074441779807524,0.029519375298926474,0.317783619282806,0.05765302782830602,0.19073981086726532,0.04007202002963265,0.1450471565188403,0.17051898599458393,0.0598041025026601,-0.01352746352023962,0.17602392935848457,0.15542266295673096
PTH2,,,,,,,,,,,,,,,,0.04148352257908216,,,,
LIPC,0.019137885644020563,-0.01677121670843339,-0.030976114692830792,,-0.0036942976453360134,-0.0056222202814572705,0.01873623948650125,-0.05113581701993033,-0.013393000600677192,,0.052199154707546325,-0.029068317348835204,-0.01674764937749431,,,,,-0.036685114129484234,0.029004248138886163,
COL8A1,-0.10752089705218174,-0.025398871725021237,0.00158463644943781,-0.030484481240666036,-0.033672973412076874,-0.03768693098264131,-0.1114530521465664,-0.07163436094023769,-0.014897232911595962,0.010997149290342907,-0.08382411011854539,-0.045635835771690135,-0.1723300726263318,0.07689692878506592,0.0012914839758952819,-0.038384438665182506,0.04078162247449325,-0.03409816203455015,-0.042428908046132224,
GSTM2,0.006012953239204175,-0.08055951560737074,0.10651654135652554,0.029603799757700427,0.008609037461301889,0.01310670774621224,-0.005876716434634797,-0.010399744277600622,-0.04001906591007137,-0.007813341905742389,-0.04975075933021987,-0.023122846567784253,-0.06227745107970682,0.009521170652573319,0.01882170371635349,0.06824673829017355,0.051362049814454,0.05842913613835824,0.03482265013060474,
SPX,0.06768385472229071,0.01033237566629415,-0.00885412853274323,,0.11153714971108626,0.12264013093212618,0.03501944040453591,0.11301703925023965,0.08496729520901221,-0.0423060357543197,0.0342668891615383,,0.2630257251451067,0.05459248656347828,-0.008849780495241964,-0.0005087398027856929,-0.05887668396581298,0.02550873026964288,0.06489251057821312,-0.04608489434325142
MFGE8,-0.07495931018238106,-0.03495802499341061,-0.043033309652627236,-0.058977468060015706,0.02234708768346147,0.03726581634866681,-0.04277008146729216,-0.011485686824747389,-0.05402906526286002,-0.019138646888093257,0.06384032330986288,-0.04586773522117453,-0.1069350449680051,-0.032102405302163024,-0.03803296902896177,-0.11750335344644253,-0.0051309183388195,0.12558568327056086,-0.024871974839184623,0.07865766838478261
TGFA,-0.07517864630557158,0.1340347861042489,0.03475533940887423,-0.04119899093385721,0.04447736325559247,-0.02192143671679079,-0.09222428377097873,-0.08722787405418048,-0.051600783205753134,-0.014546613333814993,-0.10896946696368795,0.12970926993727214,-0.07012313998163133,0.05144230348810082,0.11211092332589837,0.10193419777066143,0.01817062044716436,0.03604801075373742,-0.025407953979127214,-0.08981410805260238
SLIT2,0.0862188856809093,0.0063347079536681524,0.03490064492145266,0.17049977675265296,-0.03344740227696969,0.07152348071122257,0.13772399567080898,0.08429206619718584,0.1129239570245046,0.007204345456766963,0.19738404387346764,-0.01776300925173236,0.20928467987492727,0.1327259947412706,0.0855434017991653,0.048511123415769915,-0.05557111221507123,-0.015936143588280622,0.00036229649540349667,0.3295650941671267
PLTP,-0.07057129601462628,-0.03510152289122599,-0.015649367587325182,-0.011134416010426447,0.13587115368149472,-0.10175488845696748,-0.0655532047415096,-0.1895260489190792,0.03341571959110819,-0.04014608974190654,-0.2643281667359165,0.05033100673510132,-0.04430332969661764,0.05179509648194114,-0.016669375731676674,-0.20516902049934052,-0.01960787721876501,-0.0379624060300312,-0.0012886831952889563,-0.004933525151412346
APOD,0.08461934135832892,0.06086405274034885,0.010738927772752328,-0.013036158039853174,-0.02540439120704331,0.011076505634644379,-0.04622872072633456,-0.20527217274571144,0.05626594956794506,0.0049008292114197495,-0.19444342211341223,0.01607471473264192,0.1603457206316773,0.062399061583894744,0.15473620216529282,-0.06686135629929052,-0.06175647603258393,-0.13208892707914388,0.09293478502985747,-0.09451964602124786
B2M,0.03202746661695625,-0.03306083197141703,0.015014351240881666,-0.01672603113031796,0.07714190371241597,-0.1169909951002816,-0.20138344031749333,-0.24013995174386216,0.04217965456821768,0.011553980091173807,-0.3146456076778438,0.0722886698486758,-0.2643731828986606,0.06079003712860406,0.0742793706598063,-0.19022148268624747,0.09726748622000843,-0.005239911364491448,-0.025911437284714345,-0.30921777997365896
OMG,0.1482666934697822,0.14340990664275508,0.018877326455039593,-0.023358441710895735,0.015806466696068847,0.06913643682595233,0.03921578400336943,-0.05253347533591605,0.09402863104591641,0.011122161193944583,-0.05018101733005969,0.038024931973993,0.2211645455805547,0.10670894273573872,0.19118482669160297,0.11012351391722855,-0.004528138057869269,0.03253402464934179,0.16898269777575592,-0.08462571768486071
CXCL3,0.020811509409232452,-0.045742632732785796,-0.04231341026233687,0.02928092352535616,-0.058384140838302866,-0.0856211341974972,,-0.0460791217527524,-0.06947792626512081,-0.036831600079847204,-0.0635737970980639,0.03289158820636338,-0.028385672525246725,-0.09812411026555447,-0.08224089176716567,-0.09540951697052243,-0.0016201272307265334,-0.04008252576782224,-0.045794208104459166,
CXCL10,-0.0684482899494944,0.00794393028353675,0.041036722846655604,,0.06807173306538024,0.0198723864092947,0.045480200447419517,-0.11598080077923649,-0.0020432672362578445,-0.008277922309680491,-0.047160555342142516,-0.02006149210523816,-0.03762097364656672,0.001663964899378178,0.05456127184337149,-0.07418722540136069,,0.05287336594147477,0.09766158473254838,
RSPO3,,-0.0067616823976103906,,-0.024416529098662692,0.0019496811689812279,0.143290250226854,0.09140643059154303,0.09648327328255737,0.08090141133904442,-0.011945373931698934,0.12177432844898503,,0.04122858475251191,0.10682436210351265,0.02675954709010136,0.010214744328737821,-0.027777647008370633,0.15165085005219664,0.11475959011649826,0.10715186732327388
CORT,-0.0360412202362154,0.05878401243740672,-0.018344577248411393,-0.015175410547121567,-0.04015691970640513,0.016183730319131503,0.036437395362651344,0.11202576560896303,0.07110351635158847,-0.0015764182691294219,-0.019393391066323734,,0.06276243078558034,0.07220667731802059,0.03563066632656453,0.08345798105070765,0.045459914401675856,,,0.13175160321103557
NCAN,-0.019304212151651703,0.11797421977256731,0.030030626420035345,0.03035316580570123,0.05958549533692036,0.1585105934705862,-0.09167050362206118,-0.06406251407628583,-0.09034458040975883,0.018835574716534104,0.20388500144294835,,-0.21926027205159404,0.13220166781992024,0.21021112249232743,0.18317145966798679,-0.05387202129471656,0.020449342942776418,0.1464890762239,-0.03690481286968349
