,MGH258,UKF248,UKF251,UKF259,UKF260,UKF269,UKF275,UKF296,UKF304,UKF313,ZH1007inf,ZH1007nec,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
DCN,-0.023004322240256773,0.14790412983026618,0.021841622074151405,0.11273824420690018,0.0807458855712395,0.0844020103187001,0.02132733080507189,0.10152324132499439,0.07828938149858947,-0.023894207792990844,-0.06540589262899092,-0.010313750264436677,0.016943511633475843,0.03971147382475066,0.10999289441478481,0.06891016465637649,0.05201592184436101,0.29681804614258966,0.2529480147752688
RARRES2,-0.07869710745272333,0.0567772676533733,0.018138350956027085,-0.01792900969519153,0.029059531166408754,0.09863795091804124,0.09520917035614727,-0.011293713940180904,0.09803731837743199,0.017424214295201117,-0.05183125693052432,-0.04800320376061054,-0.021048888336813395,0.06737252776817984,0.0252808467971773,-0.008395172710389576,7.452523218541805e-05,0.008670589893363952,-0.13597754154967662
SEMA4A,-0.004530680696316404,-0.017437233768167217,0.02089474654735125,0.01683542030286882,0.028517583279906635,0.012347093057952539,-0.024250931288695578,0.02153372762940263,0.0017076781744731933,0.04595110293059663,0.056884327116306595,0.021651564156851127,0.10958597700424191,-0.0025324650807500965,0.044331868115525266,-0.05862269500920321,-0.004865905577729274,0.13741458413142113,0.07576685226907567
GDF11,0.007106565662306629,0.09667780405882101,-0.008715412192558631,-0.023360466358923745,0.021198932911697416,0.07049616718613802,0.017759828207033125,0.008440913695826594,0.03302637203360353,-0.012513574993138748,0.01814985191469613,-0.11757542316170758,-0.003743689153198061,0.016095973035339085,0.011310478298616596,0.052882177306314435,-0.005221213607178649,0.1577668422366379,0.0027564436431490556
GPC3,-0.04141315831873203,0.0780090402229792,-0.04908952056408786,0.020875503036841568,0.02038574071283633,0.10595627137836319,0.04750653461026425,0.009141844861356198,-0.005938265898359922,-0.03334394051988359,0.012055241933204152,,-0.02207003016420328,-0.05579477778695056,0.03200287057418722,0.0779688299777914,0.009611463579301758,0.19054147032893887,0.09179084555993143
OSTN,,,,0.01892493355735826,-0.017115223549775745,-0.018349034363684805,-0.023356349640391273,-0.015659133521119247,,,,,,,,-0.004737069968571487,,,0.06869335988402707
GRN,0.10098538647838069,0.09027911013019148,0.08200763732747243,0.05638081603451764,0.004220516849016647,0.061166119314895594,0.05116384328870139,0.015465280596405288,0.05414858524239729,0.04270627211824735,0.09720918965989786,-0.04298673097033208,0.14670706212855433,0.09757337788355036,0.029998299951232106,0.031506107088011145,-0.0006348964754380606,0.2590436268951,0.15141707068047436
CALM1,-0.08246863312262631,-0.04776148520908781,-0.018125613780986354,-0.0014712229262476982,0.048284975049545174,-0.102036885227811,-0.06480380988800533,-0.056129593326203486,-0.05612413798519781,0.07944246867599301,-0.006314697304617683,-0.04193249090803845,0.09326507059387829,0.01426464044159057,0.0022281891514961357,-0.0288155002567891,0.035329637866248986,8.783927359833746e-05,-0.012910268742456885
ANGPTL4,0.07200985181481119,-0.053253652194009106,0.004914273443112877,-0.027473144200877552,-0.0308360651081212,-0.05181133697280875,-0.031967652928344054,-0.02144734455101739,0.0925894328524028,-0.12969491980390901,3.557191016392167e-05,0.047338402778213634,0.017025342669457457,0.06909430409613876,-0.001675318234715968,-0.006371701251083606,0.00544351013172987,0.07368963497720829,-0.0659231717865891
BMP8B,-0.022630642106532945,0.014404670303351456,-0.008274753845304064,0.008604271947150887,0.0032214385219128602,-0.0026655382111497746,0.02709416601478037,0.030648717749975532,0.08342566101372365,-0.02472821473568034,0.058160868397219685,-0.06761389816422271,0.19083819831506715,0.06591842976504939,-0.006657794968080835,0.05246379617936144,-0.0362745866128458,0.2609980278298576,0.05212782819722051
