,UKF248,UKF334,ZH8811Bbulk
BMP1,0.029218678738680722,0.1316572066063751,0.003886962021396897
NDP,0.031905844714853325,0.03577977833916935,0.06865164861997113
TNFSF18,0.0597952378774945,,
IL36G,,-0.014714570818008364,
RTN4,-0.029912822823966508,-0.0659982479196453,-0.02351861376222763
HEBP1,-0.03761703529310168,0.017115655170457295,0.024843495057444202
WNT7B,0.05152320331777401,-0.016173009056725085,0.008833788214491428
PTMA,0.03811926732297903,0.06330245742252888,-0.08741979259644862
CEACAM1,-0.01580393568753256,,-0.015399749879281405
PDAP1,0.013358992135099454,0.0602555779420886,0.03574443117742198
QDPR,-0.037493019843643,-0.020807610541097712,0.08293671817510344
POMC,0.0029826288107894887,-0.03152612569031616,-0.01381205928520447
CCL18,-0.019721818518551773,,0.0937202708556596
CCL17,,-0.013442178188774525,0.05094951813562301
VEGFD,0.05077716359707133,-0.014406398714021492,0.03698075786247491
TNFSF13,0.077055066087626,,0.026212507295555243
WNT5A,0.016949142020726945,-0.05477618624417756,-0.037348471494703
CXCL8,0.0342432957408278,0.010252810699309759,-0.05967244844543804
GRN,0.06473199250811529,0.039219569616224775,-0.03604016207097031
MIA,0.049191535116335734,-0.01973022324895751,0.07557894770821244
COL4A4,-0.023685743805620017,-0.0191390485249827,-0.024657407444876104
TAC1,-0.058151903825208275,-0.033918399449494006,
RARRES2,0.007304648313176435,0.01786566095863524,0.0032136481065232567
FGF7,,0.132565281447759,0.04282422570702765
EFNA2,,,-0.014636431661607292
HBEGF,0.014625276119055576,0.0054537748347993405,-0.005399315533320374
CSF3,,,0.019741828435999233
PI3,-0.020748184587981264,,-0.04983143119925665
PCSK1N,0.047933469492524715,-0.06730735679839527,-0.027531576764619915
NTS,,,-0.017831714520283756
SFRP1,-0.016463635084022304,0.0024096297887461217,-0.029607113292117473
CXCL13,,,-0.004690994938275419
MICA,0.004950649148878468,-0.017780788706814793,0.06917680329100172
TG,-0.03105707965186022,-0.0038462922069852556,0.050876391427047266
ADA,-0.02562153201741154,0.03747497335196401,0.04409523002164776
LAMC3,0.04883739217401535,-0.01303790486159049,-0.002368699304181434
CCL7,-0.012544742632953531,,
