,UKF266,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
LEFTY2,-0.028774361741107,0.056712911455239885,0.003376744369542103,-0.048603916427586095,0.050286600911408,-0.013570940954307125,0.015203702277586417,
PF4,,,0.0035464028964289117,,,-0.02274058468287668,-0.02574183155522219,
ANGPTL2,-0.09275528083968486,0.04568532008414299,0.06462534628661207,-0.00670517696979965,-0.011856590292890793,0.025476058679846626,-0.005786379733326819,-0.04684124881625962
LRIG2,-0.005544213546569212,0.03202104270242718,-0.006984897704559659,0.03699039909502712,-0.036489011211273376,0.029211809199081434,0.013149551237587726,-0.03353842855296721
ICOSLG,0.0012727958074505075,-0.04080468345681976,0.065067506830894,0.033203154162070266,0.13723548371481817,0.02063917770368439,0.017449506843130187,0.086076084865947
WIF1,0.10590611354008025,,,-0.037104829917773904,0.06801105609922604,,0.017102851294915896,-0.0002448349978511313
NPPC,0.02770625662639627,0.05480719726300404,0.03981738405790719,0.04308696841746946,0.0028704495173226367,,-0.06186356726021575,-0.060737628302096607
LYZ,-0.028795877762954752,0.03707121340242922,0.01492026884241789,0.02537414450520043,0.020557571498274984,-0.01617935096304182,-0.04007464172565671,-0.07162350224874092
EREG,,0.028665395044167475,-0.0018103975620803233,-0.03151382973242696,,-0.027987791348930324,-0.0296364736946421,
SPTAN1,0.057717193818536495,0.023306031198402622,0.03825525565735118,-0.0030394472742053314,0.042999486823174365,0.012622681781948041,-0.03077635641418402,0.08680833372139704
PTH2,,,,0.10813143981001204,,,,
LIPC,0.013293764713768938,,,,,-0.0441935467220783,0.012475262668708824,
COL8A1,-0.034121516615305963,0.027807951542128426,0.037931599147217575,-0.004555613715563267,-0.028929765797578784,-0.006479497156120274,-0.006771753992061605,
GSTM2,-0.011731552864505786,-0.008534208179465035,0.1642938896507356,0.018616523724741495,-0.022991132806533383,0.02714030008275353,-0.015528325300094103,
SPX,0.06833540903904053,0.0027922196373771457,-0.010134209295547307,-0.10319617846059494,-0.01712679700241379,-0.009860942818934093,-0.05974991395174398,0.05574599217624123
MFGE8,-0.011275197568863903,0.012323213005187114,-0.012097470682958196,-0.020941459121465708,-0.005654956049576089,0.06657414578405833,-0.03363730597759907,0.10623517975289197
TGFA,-0.017812976982350855,-0.017899665621016993,0.061287726017872815,0.08138066427056732,-0.008172437574573218,-0.002019711921953816,0.022391752750690563,-0.030416275440837547
SLIT2,-0.0083687284690734,0.09810510894664794,0.011980216921130105,-0.029115908096952522,-0.060228516650104265,0.04771083821382463,0.09134445276888428,0.17769214688128848
PLTP,-0.054212045169180885,0.06772427810708155,0.0052179709361131876,0.051297839884573815,-0.09017316604960142,-0.051290483235359945,0.04060091378004684,-0.009951186602171163
APOD,-0.026367618022890865,0.11966441476201733,0.10964848496671009,-0.08131667752182575,0.017812742672948974,-0.029420577841419764,-0.09468422051267318,-0.004126677145162428
B2M,-0.09192822784209001,0.04593827890535632,0.11219203881317896,-0.00324783669223289,-0.18065836199440866,-0.017240980934303332,-0.030898880168562997,-0.07151680389846461
OMG,0.017250978825688074,0.05303648519460439,0.13039461382301615,-0.007331856996185465,0.052364785325926234,-0.018216909903473227,-0.07645384642013629,-0.018131173721038653
CXCL3,,-0.007784742932983523,-0.08908813129724635,-0.02458026463508393,0.054381013761192996,-0.0004023922406755488,0.029245376057853954,
CXCL10,-0.01896292172076416,-0.041006123201529424,0.08881886081894186,-0.037307876903751584,,-0.02441085735169431,-0.000589204522360548,
RSPO3,-0.017936493715430664,0.038759666750149434,0.04523622075290983,0.06356842700374488,-0.04560605613460985,-0.008142490319878399,-0.037498830248354965,0.019863022551311265
CORT,-0.01993200144328766,-0.004364292950157789,-0.028672909550948138,0.01744876662811545,-0.015306231885201166,,,0.07854727954287463
NCAN,0.005996592499062353,0.07045950847431734,0.11977153244719492,-0.08980597528555982,-0.017485420394894636,0.016239377586259287,-0.05350068412659257,-0.011561987970709025
PRG4,,-0.0011227181450394561,-0.04230863265376202,-0.07074094808970173,,0.006898005577297152,0.007180586678532634,
ZG16B,,,,,,0.08910870207757593,-0.021960422394001332,
TGM2,-0.026265536614022738,0.015323502732295017,-0.025671125010303282,0.001822396672749071,-0.014562714644138828,0.02812498588878986,-0.014884050426381235,0.05018110820470903
VEGFC,-0.028439970866728982,-0.015447509952599796,-0.005569163612150628,-0.054879565675266966,,-0.008329296858147262,-0.04973720666861291,
WNT6,-0.014229500238539652,-0.018877659526536583,-0.037557502478462075,0.042828885310275074,,-0.037510687936622614,-0.022691704935146672,
NRG4,-0.0174195387796276,,,-0.01652241108802997,,0.11174732873360144,-0.03412484379306232,
PMCH,,-0.016770426823674318,0.022576088075944484,-0.00645263672761617,,-0.005375058802972567,-0.04370177363430839,
COL9A1,-0.015950438598659408,0.03675795153085772,0.06054022041216144,0.04939327771282317,,0.024719062076453843,-0.06654908920534026,0.06484595277268612
GDF11,-0.08700625319605766,0.01927793304177268,0.040319733875028824,0.021805846189516555,0.0198124877691075,-0.04662886988228483,0.013595301879752561,-0.0702901245515991
RAET1E,,,,,,0.002920454206417726,,
IL24,,0.13993076817223574,-0.026963311061683978,,,,0.0549467957918451,
SORBS1,0.02976480527507895,-0.024795061511837947,0.0463720944882349,0.029523561084918885,-0.05876392341815494,-0.03970141114881146,-0.01087618920092253,-0.07703449493545113
DLL1,-0.07410355005064304,0.07692415323494724,0.05392067343029727,-0.031757537434893575,-0.04799477586365816,-0.030762665311787857,0.02716985342302252,-0.023298682740382198
TLN1,-0.06946041780495334,-0.0996448312903596,-0.05754763032556964,-0.06507383599095712,-0.10958476255611137,0.0002505694386410142,-0.028370195880428172,0.03670942399244318
COL2A1,-0.015415892608099425,0.04247224559115018,0.034578459517300604,-0.04061986158037953,,-0.036251741300944176,-0.03074465262416106,
SHH,-0.016826508902066783,0.0018883614393647907,0.030699485706506786,0.06132512385776386,,0.03940731151672345,0.0634207963494392,
PON2,-0.030315310901991792,0.0889503138943941,0.16024765615421496,-0.06094274026798333,-0.09245830445852342,-0.054295880409802016,0.0060850120669483365,-0.038970522842308244
ICAM5,-0.018108806586267453,-0.02020780883200852,0.07333027695634055,0.03062066500042057,-0.013774132665064708,-0.053714348074603645,-0.016088066276168697,0.09480249667475066
HPX,-0.01422950119841987,0.017704872690822854,-0.018511797384514014,0.08530483845839154,,-0.0042828903109866905,0.038162642496864366,
SFRP2,0.08501555076197687,0.007285311868591708,0.055646907768754826,-0.04818234859257892,-0.04137769305087392,-0.0047032247239369735,-0.007917613807872089,-0.06976250191937795
CFC1,0.08744035551615477,,,,,,-0.030195117467517147,
CD70,,-0.037610668593981836,-0.01801909758630057,0.025369678600305586,,0.005991081706932574,-0.007659347598974128,
HP,,-0.017030752590176324,0.018175377734922383,0.038570286390276466,,0.0937192588484428,-0.02200681803338242,
CXCL2,-0.021992310105760905,0.004132365024284838,0.00805783553416352,0.04060743800920046,0.04342443120781341,0.013846792756527929,0.0170334148869011,0.016308999078358064
NPPB,,0.004646035355705686,-0.006256590435150043,0.002358900324709949,,0.06170645018792238,,
CCK,0.10995045592941417,-0.01758312468174233,0.0013942685844449455,0.005617677894914846,-0.023841711161465048,-0.008142072632818171,-0.039604042278554505,0.06383371504898858
SEMA6A,-0.06690535527361882,0.05994820274310005,0.025648408906066265,-0.070175623265057,-0.13089083378771618,-0.022394755630095256,0.011242894136910377,0.053287815779374345
IRAK4,-0.0452307961432049,0.045183136405435934,0.038768835291646986,-0.03215967486911905,-0.028278411960355555,0.006437700944965224,0.013215224161627277,0.09556652531660872
GSTP1,-0.0766339689806923,0.05525981060716538,0.11300326988902476,0.019859847879046686,-0.0026783224486024056,0.012943739239545634,0.046529814979457296,-0.07883701450542278
VCAM1,-0.015392160875426204,0.01954473807560246,-0.03777042377051054,0.010510325615021856,-0.005200384781250753,0.06673100580449569,-0.005164738718968285,-0.09370699237342367
NXPH3,-0.049654860074154164,0.05694198014449564,-0.0012491298157973432,-0.03410660966754857,-0.15412766264771413,0.03535498983456052,0.009107976963610787,-0.02095568777543325
MTMR4,0.012807090440508605,0.024258062150577134,0.011289497213975071,0.01478105189920063,-0.03184971966804994,-0.004581222358783782,0.0010544944104978853,-0.07458748688320117
LAMC2,0.03926471160281697,0.010901745724501154,0.00108219986180358,-0.03602144300150388,,-0.04814312896866536,-0.0007369877333810245,
IL10,,0.009772596773801625,0.09987434603771697,0.01120263774085332,,-0.019766341087602456,-0.03891988143934357,
SEMA4D,-0.015799134214840586,0.013629004422077,0.08330122476869872,0.011747932658532557,0.010379881997185847,-0.06732821223162387,-0.025835234044533566,-0.03295644209460812
TRH,-0.026671884504868196,0.03233172687411297,0.014564626812591977,0.05694853200691302,-0.02503447909533797,0.06037456201473686,0.08584602901042299,
SEMA6D,-0.04527742912961024,0.03118164142712772,0.04057157055619545,-0.015981400839832845,-0.023089058969370888,0.009424109566320144,0.07953721751755315,0.09003674224767834
CEL,,-0.023913767641068083,-0.02500407463415544,-0.037934318039780354,,-0.030976424645464108,0.050187565539584235,
PDCD1LG2,-0.013691582840135072,0.05681364968615874,0.029988407343803498,-0.02275783018335585,,0.09959991598793293,0.012331878174773698,
SPINT1,-0.017709230870564963,0.04545152452026631,0.08567052139003856,0.032192355607066764,,0.009470793392047117,0.006758887987105831,
CTHRC1,-0.07323902905304315,0.03287526454110255,0.011835492978352916,-0.0008080706932746748,,0.015489821340602604,0.02793498763023949,0.14577117013004734
PODXL,-0.04132681291365812,-0.0058252503976476576,0.03292676020676963,-0.035834692953228095,-0.11022952826156679,0.01969900694955554,0.05049655041943142,-0.03365308354042083
JAM3,-0.06382146975750079,0.012746444616917013,-0.009959315291944715,-0.057011560291926236,0.012906083939648524,0.06432382689693489,0.0017687921923042224,-0.019875213440297725
TGFB2,0.026005913650640675,-0.04663591714010692,0.004942810858379207,0.020432306732873485,0.022956982356960424,0.006210004213833539,0.050249710522364564,0.007198281538657792
COL18A1,-0.0028047813605423214,-0.013923838143527269,-0.00798156578721493,0.034825081609241776,0.01654809621454429,0.045929790630544275,-0.054266738748078004,-0.03099053223268733
NODAL,-0.03831494299027821,-0.00743329465707943,0.028370120251653017,-0.0229448769683641,,-0.027987214208653553,0.004611059447896421,
INHBB,-0.013441712135644789,-0.040475705282838975,-0.0195171364643566,0.028184953847299774,-0.05470938302779894,0.057645384162596715,0.06240670163898127,-0.09556203590432348
LCN1,,-0.029447781137309736,-0.0030288408865715172,,,0.029595935006698954,-0.02304915652455408,
ARF4,-0.05802654168315352,0.09871113591886421,0.09698601836396635,-0.04921344910248681,-0.0792240008823542,0.055419776736106936,0.11758999437721387,0.004392322756602877
CXCL14,0.09634665047144284,-0.08334055922724448,-0.0528497380083162,0.036931378216872326,0.04756829392104359,0.014460998693008334,-0.0037772868517206766,-0.035128416945228266
LIF,-0.017273033535084286,-0.05167787889600368,-0.07673080988856981,0.0588185144470528,0.045063046710283085,0.025503975659821425,0.06672521390993762,
IL17B,,-0.020443547484813727,0.11422482585207108,-0.03549229545147322,,-0.03024078121425982,-0.026060240203412723,
MMP1,,-0.01142967659614099,-0.03534648445099695,-0.0032414109363045644,,0.0454799497836864,0.030090816596305477,
MATN1,-0.01667522726102407,0.08624607061584674,-0.023203780966846374,-0.02414456578637486,,0.026307010171319572,-0.0025163918587787597,
ADAM28,-0.0055446209611061835,0.0011127197504314044,0.03246640966325703,0.0033904793705673143,0.005576519646614853,-0.06087752037254893,-0.043633588399141214,-0.09242345710904486
TCN2,-0.04295550510594015,0.08284202184922028,0.0011358369568050238,-0.02987576418642401,-0.10573285378039524,0.011230165377318265,-0.020580825593108705,-0.03552274574530429
THPO,0.12422585762136748,,,-0.04581609928237838,,-0.01534027336352507,-0.03558997370075676,
CUBN,-0.01581414027467205,0.04569965840093576,0.011733945337645242,-0.028803280627627277,0.034910043111975674,0.0004813463729295514,-0.00791836982065682,
TIMP3,0.023830515638187878,0.03806324844395065,0.019158633766970766,0.02871477096497772,-0.054221752731884426,0.041546680795072385,-0.02379423903995462,-0.06869606894935965
PIGF,-0.008916941192389864,0.07027078422690626,0.08846612549509865,-0.039396916514901785,-0.05376286176243733,-0.005561544629302051,0.054523821422973504,0.09843501163993218
CRH,0.012333773855899255,-0.056046661982673315,0.06878617345095873,0.014137167464015202,-0.030512754135768125,0.008328293348779998,0.031034996345273277,0.03650754377908378
BDNF,0.03380362845530665,-0.007577414332897064,0.023937261066697295,0.05951881014585571,-0.03361642887525358,0.014357141442335327,0.028215432476714878,0.1588331251347665
CCL5,-0.020527028081462857,-0.04220640305338674,-0.02064437823948272,-0.033481864036832246,-0.10757293261915657,-0.02409067964950185,-0.0186931826084666,
GAD1,0.10381575571233416,0.02969816632843685,0.07826657343449593,0.060650276372661155,-0.02877778187289537,-0.007491206611576244,0.12608711076217774,0.03623896528401764
COL14A1,-0.021754092824999294,0.0001236054778715603,-0.0316507288696452,0.1057850911563182,,0.002895795328535001,-0.005802121134009339,
HLA-A,-0.04287204456470668,-0.047884739519249174,-0.08673776059974717,0.025787570310535756,-0.16551669835764599,0.004761967185120042,-0.01924905237633663,0.0376672117664136
FGF18,-0.019496714600756467,0.008608263827764046,0.061897753661479406,0.005489235610610225,,-0.028301762853643865,-0.032603032969036466,
ADM,0.02000468375201445,-0.008675742785977738,-0.07565444844597678,-0.03291051376530103,0.030293365475551278,0.041787666548290685,0.030933217949903644,-0.05774172963418887
CCL15,,,,,,-0.024546116725807567,,
GNAI2,-0.06311869430960791,0.025491629739004946,0.009597790185319487,0.014768198823670482,0.045195394887400764,0.010688183592286814,0.05853400989755091,0.07870944776353016
HDC,,,,,,-0.020940650775655798,0.017884609556307184,
COL11A1,-0.06684756677703044,0.084183674333941,-0.023445618384085,0.043486554119184555,,-0.003257519659475933,0.09278623026530501,0.039727047204812314
NUCB2,-0.025442676908067362,0.022599181967566634,-0.02361616928455393,0.028456923708788977,-0.12378292922148335,0.07382873978968706,-0.0051400245968128006,-0.08471977628096794
FGF16,,,,,,,-0.02340150073944495,
CXCL1,,-0.019663316114382018,-0.03008529410640776,0.008606933369096462,0.0274236290389672,-0.031408719049482975,-0.011342955476014946,-0.08644591487010163
VCAN,-0.04394079348828253,0.040168526838005106,0.05686776331819283,0.01804497827470449,-0.12921723922585956,0.019458842147305463,-0.022989187305134183,-0.1115744933388173
MMP7,-0.01727302868662938,-0.023812093603676303,-0.041678485592707114,-7.524842314415563e-05,,0.05640410318174283,0.04147783170251709,
PTPN6,-0.04898708840646888,0.01666550160127539,0.06822482134298004,0.07121799726262282,-0.04610766265142025,0.015858438709025664,-0.0825361273666297,-0.00023656124684884075
PTGS2,0.029893603029543428,-0.01767349982938388,-0.09783880801238262,0.03242701299128512,0.06322557730168009,-0.0024750969849165285,-0.023163569775697924,-0.04882895097081243
XCL1,,,,,,,0.017710896700672385,
CD58,-0.02696070779388799,0.038470194855735405,0.04552642110899176,-0.050297980257474215,-0.03479493334793252,0.06997195400261831,0.022356313207298643,0.158360772930142
TNFSF14,,0.006114162287063078,0.0020399005023653233,-0.045940586487896985,0.023721049833752672,0.05135859256876477,-0.0036658787754570727,-0.013489198356934151
CNTN4,0.03347309301096536,-0.02483453913516027,-0.009092328157902027,0.06366791003421492,0.08723596866209883,-0.0003253723044175334,0.04135232251018239,0.09135539516701842
INSL3,,-0.043796105053070744,0.06408794218343024,-0.004837772875492152,,-0.021205805700711098,,
BTLA,,,,,,0.017361991207466208,,
MFNG,-0.03698037065604293,0.007111405550216443,0.059312887182290316,0.02623675343233347,-0.040599973963463154,0.034218398213873236,-0.031146145413965525,0.05489749284569152
ICAM1,0.041102513598471536,-0.010938456888060792,-0.04512084215449525,-0.0019927483350590655,0.1534470347467361,0.006011855037713351,0.04197265922230526,-0.019290950594795627
PROS1,-0.042550701080319435,0.02021381153670918,-0.0012480221441259006,0.052182884904060964,-0.10210540222023917,0.029727924740250808,0.042189415905965304,-0.02897537038343195
CLCF1,-0.016057005056024008,0.002723327188879347,0.003943763368430916,0.0782966116716507,0.10916067138050844,0.07099561002382695,0.1055119476747104,
PSAP,0.12039572458277888,0.024858908418604143,-0.041740372964040255,0.021350765272549536,-0.11603198156705374,-0.0563983383339328,-0.034597917284793014,0.013552828825934445
EFEMP1,0.03493120915470044,0.015259635840370505,0.06171246905737068,-0.00016572358832710822,-0.14737919370848188,0.05876743004442538,0.09225791863259183,0.049155830767257845
C1QTNF1,0.03426856704528212,-0.00020155541443754975,-0.032050577488998096,-0.01868823773419779,-0.06707698123380831,0.021779307411631286,0.09369467244692484,-0.06464611410004323
ALB,-0.01652267707860284,0.03951409802573488,-0.008338174649899728,-0.01606836926168275,-0.033581850487808415,0.08750267048619906,0.043852427123967905,0.05884384469993126
CCL13,,0.0784496488294815,,0.0006098602765399528,,,,
EFNA3,0.016575152411372685,0.1126608042463755,-0.020578395733287062,0.07566656374708249,-0.005609365141637432,-0.027033608361276742,0.0447820040891724,0.12724175811550192
DRAXIN,-0.038149904441598555,-0.020447211759818548,-0.03856848650898398,0.06727707856461554,-0.003258866183258083,0.05860220506984547,0.03440449708093568,0.056266461128266713
RAET1L,,,-0.03145332217199852,0.03626426848020451,,,,
NPTX2,0.0868207604308436,0.007752849634957759,0.08829137188869407,-0.02957046128522805,-0.011685746681296712,-0.005213578651386653,-0.07600468863605227,0.1479990273500658
FGF11,-0.03420205096404396,0.04856674674478775,-0.003759296892551608,0.04986610983721208,0.03570160572252927,0.06610828822383337,0.12294925053186823,-0.04586057440167241
CD59,0.07912846812389224,-0.004655941269434964,0.013892697682562233,-0.02874403349112203,0.05893628918928101,-0.01952019426707805,-0.04011510534488567,0.0543038299460961
COL9A2,-0.01091420606572172,0.06279132626763366,0.04580711189643946,-0.02250073330459645,-0.07392345254651618,-0.05997490570636324,-0.0032358013943920034,0.059996147270943864
DLL3,-0.03727326052233406,0.09111928188534764,0.12589462124278444,0.04834103339252532,-0.06926278113111528,-0.04536983561824899,0.03731181257156918,0.13197421154806774
FGF5,,,,,,0.06962265566016201,0.0488720292205587,
LIN7C,-0.025306825770802014,-0.004308533064726954,0.03687529453830352,-0.02134309519899806,0.09332469414353582,0.03314133424031348,0.056212647670080246,-0.0710551122343438
GDF7,0.042248685714909986,,-0.02696331960420687,-0.04356186548764739,,-0.013647761184549086,-0.036303432672494196,
PSPN,0.033880862911521106,0.0440641686779202,0.07772393315282322,0.019110467547928032,-0.003783689137389536,0.05514451166970649,-0.03109699624757713,0.04927885883832076
ANGPT1,0.027492323750413755,-0.06354913693068462,0.02019654438883353,0.010445455131981855,0.007468178510095742,-0.050029734319846045,-0.001668075201455488,-0.0026982599341755587
PNOC,0.020063687795363376,,0.0011754153524659611,-0.003779048973578035,-0.026876765761343402,-0.022360689797273667,0.062012318255967126,0.06621416292860016
L1CAM,0.03278529468180704,-0.01265011776820878,-0.07688616275748636,0.07340933207217583,0.011502607390522425,0.0012037791184600127,-0.021275830998942154,0.15772326288517785
APOA1,0.028023108933171843,0.006841436570316704,0.0015119317984543998,0.009874688486313633,,0.017460814807354147,0.1268973726665969,-0.019327016020302863
PSEN1,-0.047487721683269084,-0.006347035884395995,-0.03495345863090695,-0.002431814162327307,-0.027143507411296282,-0.022946531846676357,0.002925299095578941,0.11100599836058146
CALM2,0.09214071340309393,0.027307264535478805,0.1735654506334515,0.04241381971308679,-0.07406185454424695,-0.04159851620505614,-0.01516289177150602,0.07637525251242355
CLEC2B,-0.05327811811672939,0.013381607013324685,0.0011961697277579498,0.06424869433019581,0.06072646533917165,-0.03621823575158798,0.0436064681964172,0.017768180113986135
NTNG1,0.01690913515622116,0.005067843795742354,0.06160137789647355,0.03624571558912584,-0.07672171391285969,0.04250554753311721,0.023567327228913675,-0.011904058542249834
LRIG1,0.021281408769959775,0.09193498530914755,0.06437989030197043,-0.08919366131721639,-0.08233282366466169,0.002858008637522176,-0.026967533209078288,0.08756125955120962
CPAMD8,-0.021334054201231075,,-0.030291112003659516,,0.08229335552156158,-0.010284842080431976,-0.02574185469393461,-0.019595146097110733
