,MGH258,ZH1007inf,ZH1019T1,ZH881inf,ZH916T1
NPPC,0.004510496094473849,-0.029581006565365452,0.08837243784662026,0.12464265610430252,
LYZ,0.05938890112334681,0.023454213802748803,-0.07557751517732707,0.05101642638582329,-0.014539020703843502
EREG,,,,,-0.029859482855501336
SPTAN1,-0.09002265568033832,-0.040240563412375,-0.020899223546213937,-0.032444272556934606,0.007792850065562223
LIPC,-0.03200874423149651,0.016986618076797237,0.06665939625081756,,0.022845748724251505
COL8A1,-0.009346576009116243,0.04238107031886187,-0.077602519883298,0.023501224070288956,-0.012710274369063558
GSTM2,-0.041357109989350875,0.036591982712285274,0.01792553367555159,-0.020685290472037494,0.04833947551960817
SPX,-0.003946187419211158,-0.039215298648043406,,0.08751759805516056,0.08276478979087361
MFGE8,0.02858822470366436,0.02280049612273657,-0.01835380687327302,0.07218640543268752,0.022565181817820336
TGFA,-0.014165717204610895,0.05374792111321169,-0.04663264952073516,0.054152163187066865,0.04952769251378071
SLIT2,0.045174909027136216,0.0225914705175864,-0.040477235385996325,-0.0032251868184832,-0.011357977087768839
PLTP,-0.03662546881859377,0.02035429147519658,-0.03878049302062097,-0.00952979163604063,-0.048982506462573266
APOD,0.0027283394134981435,-0.03589861764863782,0.056431855524965276,0.03676795830727724,-0.07879207039003026
B2M,0.1343796618013172,0.1215241437346684,-0.048014105542420124,0.0914199469496482,-0.09992873240963975
OMG,-0.021697882785670156,-0.015936312708064487,-0.04751894739045373,0.07791385115975986,0.061460795392674926
CXCL3,-0.02013337214418682,0.01731118069984357,,-0.043935483961426554,0.006968049948921887
CXCL10,-0.04319175427433179,-0.06632187533741477,-0.0018888854401455648,,0.023265094935418527
RSPO3,,,,-0.018357961268508204,0.03953877287240794
CORT,-0.0250009897716445,,,-0.010539705972267858,
NCAN,0.08114665451893752,-0.08270368068973184,0.004080557552394568,0.08030835152282133,0.06138841582486939
PRG4,,,,,-0.042173625434749576
ZG16B,,,,,0.032464021372182565
TGM2,0.017578421464618892,0.020175187470150704,-0.030905451428505083,0.11463464484189753,-0.045703171057895314
VEGFC,0.047702480151831164,0.05556917501761547,-0.06264034504036423,,-0.005990142296009769
WNT6,,,,,-0.03844091903654183
NRG4,,,0.06278427204593202,,-0.008294525987149354
PMCH,,,,,-0.02217221535193066
COL9A1,0.04653798495898422,0.03419955710320338,-0.02793018558241972,,0.08165205311912845
GDF11,-0.038959580661176565,0.06797973422225766,-0.0975077413271848,-0.037169277372197745,0.05046738436903992
RAET1E,,,,,-0.028003196124350673
SORBS1,0.025030848111439886,0.004545576662446824,-0.025318465297758348,0.06248592134304006,0.03139914282176418
DLL1,0.021011176061929208,0.09294123058976589,0.004004870740741991,-0.022978794946350033,0.014494577116934393
TLN1,-0.0015411010897143258,0.06061077024081632,0.07261068262370535,0.02955814295494439,-0.05700762780087209
COL2A1,0.016191349379015126,,,,-0.025680201919773164
SHH,,0.1283113693021958,,,-0.026335912991320324
PON2,-0.1074162012008822,0.02937397198694373,0.020889932817007687,0.029880911179016253,0.1132907688916224
ICAM5,,,,0.023281774834174675,-0.03093234578671688
HPX,0.009803672546099809,-0.03048617777843904,0.02293031551882602,,0.01932433350203309
SFRP2,,-0.049501654024256755,,0.0361194774591224,0.019531099970264882
CD70,,,0.05577509486495489,,-0.015964576402167814
HP,-0.015454673060522207,0.027184735389969565,0.08386356509677469,,-0.0038366055281427386
CXCL2,0.005740711289985836,0.10060437834110077,0.06157821083340297,0.06130592952915933,0.007402136586684049
NPPB,,,,,-0.025894537585853798
CCK,0.02484688489523777,-0.03136765474680934,,-0.06628351174750113,-0.020781975210606526
SEMA6A,-0.019513519368271604,0.013423956873700443,-0.10575628939407732,0.025426652830465284,0.06390105742738532
IRAK4,0.029526551022944478,-0.009700040207642487,-0.06153119116884438,0.008198422762395135,0.034679868012465254
GSTP1,0.034367035657228255,-0.025550760392105354,-0.07446770259080103,0.009463637151407139,0.08462783590535308
VCAM1,-0.017695768322405554,0.10292070051146744,-0.055971441558038376,0.05026043516623192,0.0742224384646673
NXPH3,0.009560286056415958,-0.014141856363752398,0.023176758307649876,0.0672420393823162,0.11261698960287733
MTMR4,-0.060830738348176545,0.040598148430035105,0.016589674462470887,0.06140286027629001,0.07508964020062349
LAMC2,,,-0.03879364094749526,,0.011180098218706306
IL10,0.010434106021212978,0.06796308139309996,0.03598501466266789,,-0.003509615536086168
SEMA4D,0.022613661092257785,0.024275437461117114,0.04573224100989219,0.10801037621982988,0.05151475334037869
TRH,0.018367243115957194,0.03880744751237963,,-0.03314016703633524,-0.014639019407244871
SEMA6D,0.002911467655778845,0.016189173395953778,-0.02372530365594808,0.019878142539375265,0.07947889221442674
CEL,,,-0.06866495282888595,,-0.007425288079786896
PDCD1LG2,0.053441539045835526,0.026736379414514455,0.030837586063315544,,0.029065742958244992
SPINT1,-0.017328984768364527,0.09435325177094155,0.018137120633403385,,0.04647072632819498
CTHRC1,0.01485435226193458,0.04324204528356834,0.030300270761407146,,0.013072962467288974
PODXL,0.05425210132448506,0.045989462292997295,-0.04047150775606609,0.07783493623383171,-0.0035222835578368797
JAM3,0.02203656361110174,-0.028872344586386423,-0.002186606300185334,0.02801172890408476,-0.04015806756834967
TGFB2,0.04954921405422606,0.023001545945113153,0.020671437872704347,0.0756560878304283,0.062378151784448804
COL18A1,0.08823896708433863,0.048795608845356296,0.08418171925151492,-0.03362868032626241,-0.06325218354756414
NODAL,0.054432085878252295,0.0843549573923417,0.032327100181501554,,-0.008128816628795506
INHBB,0.03627568653961831,0.09264630131076432,-0.023829020079620844,0.06971665394905174,0.10774228711698425
LCN1,,-0.021871553596962506,,,0.07154998932216128
ARF4,0.06487558560552296,0.045548476114365306,0.06228255295070294,0.07689032896066611,-0.02453851978906497
CXCL14,0.06799435458993257,0.04896040846392272,-0.012400528690020023,-0.04388522130415424,0.0940446991438828
LIF,-0.0005733735334565459,0.016989174236521788,0.028281718349124622,-0.06035253904003575,-0.04726882025599298
IL17B,,0.017917885017723144,0.016926429064573038,,0.0025136935331662486
MMP1,,0.1670596773118076,,,-0.024500386689375833
MATN1,,,0.051231993922193714,,-0.03527459794985963
ADAM28,0.029859707084854206,0.06782180091715442,-0.04315340957059309,0.03274165425241835,-0.03560023128197294
TCN2,0.05075163485176897,6.24690395158636e-05,0.011400165193041123,0.09173487062380851,0.0771883409858515
THPO,,,-0.038793660483373744,,0.06240826977916167
CUBN,-0.02131897440270684,0.014016351279378107,0.032104877866853926,-0.04134883316962779,0.04826239618314748
TIMP3,0.03215839934584386,0.023847029139820654,-0.028990425732162466,-0.03225598273790158,-0.07311054457917913
PIGF,-0.08114268978686752,-0.004509963742258407,-0.004576023901671529,0.12129641096507578,0.01715507779297449
CRH,,,,0.013272881785302445,0.0059131473396251445
BDNF,,0.005134287595087066,,-0.035721640856200415,0.02207403166297526
CCL5,0.04128485825405522,0.052559981295328614,0.13505840177131698,-0.006820380023824215,-0.01470775318131004
GAD1,0.003910629513810337,0.0014472419958897027,0.045222853120458796,-0.002282780456057089,0.04680255335267709
COL14A1,0.049848346140191034,0.008373470907121653,0.03615485138442524,,-0.01505404290968302
HLA-A,-0.04210200402308743,0.055109344736718045,0.08877320172367102,0.02653903413562348,-0.0713527069794569
CD5L,0.07475183975882267,,,,
FGF18,,,,,-0.029003620948954725
ADM,-0.007593937064592697,0.12157824091904684,0.06533334982685886,0.0007643181589647922,-0.01259784251920884
CCL15,,-0.030486193728160395,,,0.0397470676142723
GNAI2,0.0031317378854097615,-0.006832029695178565,-0.02153523079197006,-0.002396049724498361,-0.030700685254102664
HDC,,,-0.006692085874716318,,0.06125424898042631
COL11A1,0.004468646872945975,0.033636306352516444,,,-0.019295642161039336
NUCB2,0.015997450958334117,-0.0705619449709238,0.06140572912468451,0.1695057185798905,0.0026233888327748586
CXCL1,,-0.009015023944005943,-0.0026016561018187977,0.028648433531134974,-0.04890566720461007
VCAN,-0.018125337723759752,-0.08100140935813015,-0.03377139303413159,-0.05429052726496231,-0.0924254794618395
MMP7,,0.004494149313209852,,,-0.05461874438850308
PTPN6,0.00044464276573332395,0.1153138239328929,-0.006859254601086024,-0.09913146116229317,0.001009640406217254
PTGS2,-0.03893571611541799,0.1060116490244886,0.0025656448914592464,0.011806806484895715,0.05701878119477911
XCL1,-0.022417731937027435,,,,
CD58,-0.01912807035466099,0.07391185405038105,0.08444799309910934,0.07435217521613088,0.06725033919465205
TNFSF14,-0.02347301337604688,0.03799420617759866,,-0.014706072505701938,0.028732900223905334
CNTN4,,-0.0362543612630103,,0.06085505020012651,-0.013262243773016519
INSL3,,,,,-0.022662250767379627
BTLA,,,,,-0.0068787934368333735
MFNG,-0.018832344367494543,0.05325278759876707,-0.042721098190601936,0.13336530797384363,0.027626390980415697
ICAM1,0.06497564583080898,0.028995105261007348,0.12429202286670474,-0.06600600395512295,0.07752464677845512
PROS1,-0.03198429725003499,0.08580347975504388,0.02565729364964103,0.10064323929565079,0.022409460007576317
CLCF1,-0.003098835168989756,-0.025312932298130184,-0.04078050568678292,0.04019791412364782,0.03279585627254606
PSAP,-0.04107866987370653,0.023068127446004574,0.06965785995852278,0.0028634436997177926,0.0002511087455958983
EFEMP1,-0.05642355924413426,0.10081016729109009,-0.032564216255820365,0.0980004389997869,0.019479149521956084
C1QTNF1,-0.062442050464803785,0.05608781209411694,0.03517381450575586,0.02911375089690152,0.021497255062235564
ALB,0.05168164512984186,-0.003474033925515672,0.044089536444477516,0.16247000343281356,0.0050696374299319565
EFNA3,-0.0151488081413551,0.02681790905696495,-0.00036701870862951915,-0.021485147392706995,0.048204480910941094
DRAXIN,0.05346856496681327,0.03477551349458534,0.05982041347491351,-0.07247762973115351,0.061185767940190726
NPTX2,0.09261461999439809,0.055298342322593036,,0.012621955138020821,0.025852544591568594
FGF11,-0.026160474698857236,0.027465503493605197,-0.03971615206895271,0.02338842599990337,0.059442731433673256
CD59,0.06343145560205146,0.10435404936909387,0.04595126358443965,-0.060961970493926904,-0.04508991594952328
COL9A2,0.05991541883334503,0.10994902955093615,0.04747118683529082,0.02710813722872681,0.06702404540953925
DLL3,-0.013346414523669957,-0.024578593716022057,-0.008870499277572242,0.02665957194056554,0.08941931697904604
FGF5,,,,,0.03193859176702035
LIN7C,0.030586415460044876,-0.032756707447663125,0.07363035997632807,-0.034070318983420424,0.052827593377675994
GDF7,0.03829495263743822,,,,-0.04913083447725236
PSPN,0.01765422399542054,0.09254614354468794,-0.041087262596967856,-0.05471814266319007,0.03339302015961208
ANGPT1,0.1329160631408125,0.09615473639811697,0.08320524635168369,0.03130136717340471,0.07191610312658457
PNOC,0.02762286528437807,,,-0.03572166017058934,0.01254999318446689
L1CAM,0.03168821940510701,-0.047464304484065044,0.005730992925717933,-0.01167856155865952,-0.013712924570041075
APOA1,-0.04890656933782548,0.03962346579767622,0.09530329632476811,,-0.024860431066778137
PSEN1,0.026067382019913217,-0.025821278133152156,-0.06914913587445158,0.005180132559119951,-0.0016113434236990495
CALM2,0.05144450717746292,0.07727788592986463,-0.038215178390464254,0.04000896915897185,0.12599463866962374
CLEC2B,0.05542056908487034,0.08592948002606056,-0.04632459802810129,-0.022556157320672152,0.06287604518424161
NTNG1,-0.04599791764709951,-0.001841198964877423,-0.03583420225886317,-0.028030298588546908,0.05803090884526264
LRIG1,0.0167720471924814,-0.0360188243605582,0.0465824686210586,-0.025848336853662644,0.06288768586354247
CPAMD8,0.11515345256148345,0.03852808161204084,-0.00669207937303226,-0.03954796190356371,-0.02346511168741745
GHRL,-0.032597708402961854,-0.04398978441321997,-0.03397481878311594,,0.0016398413856132015
NPY,-0.02997446903311224,-0.03812795181893804,,-0.05561379694221335,-0.024161176154243173
MMP2,-0.033282659360218604,0.017692223813706526,0.04109909252941893,-0.03500987658039661,-0.019914257200318083
PPY,,,,,0.014575109569963223
ALKAL2,-0.030597014236329247,-0.021228470002890944,,,-0.021790003222881972
CSF1,-0.0050712667104852215,0.008649491487902899,0.034845489723201915,-0.09259851507878329,0.024447783671908162
SEMA4C,0.06081793115180814,0.024407358108767884,0.07572550124288359,-0.006534377464792218,0.052533969335920964
BMP8A,,,,,-0.017329997088096908
ICAM2,0.014323559447956878,0.07807476015634342,-0.022446881626615324,0.021678547170161582,0.03715082264154521
SYTL3,-0.05583432990562784,-0.00251611858499345,-0.030643615017940152,-0.04954855650615926,0.011451018615367717
IL1A,0.0779907530145193,-0.023008992798531094,0.06431355209007265,-0.05613145587908555,0.12462169828633524
HLA-G,,,-0.040477282002233335,,
PGF,-0.07371054081544991,0.12366078553037188,-0.04239934215745428,0.10755757082464384,-0.0026516215824165055
LGALS8,0.022190998523858106,0.024350077543823664,0.017086025202006954,0.029643152363751746,0.023916154683294853
DKK3,-0.05767291287115767,0.06301630955364229,-0.04132270893732025,0.028227937822252944,0.04152591645140577
COL16A1,-0.0499789160441981,-0.03576469136578573,-0.12999072032690276,0.017326644666687412,0.0021646037233952926
TPH1,0.08711760072871076,,-0.03879358513086222,,0.02678675657386065
TNC,-0.0029329443420778602,0.04525726180866764,-0.0011801326389764858,-0.014911931856845763,-0.0049796222961975885
TNFSF9,0.024052659299509345,,-0.03936177353651765,-0.04032447055953558,0.004487076789414083
C4A,,,,0.08046403856444294,0.08486968063492721
CNTN2,0.05496482522651051,0.005481901728282826,0.05759972978037366,0.06135779517148952,0.01613109513767995
LUM,-0.007732247300968264,0.058352923464440334,-0.01900677895434784,0.16664172379284747,-0.06688356479120819
IZUMO1,0.07871005426422907,,,,
BTC,,,-0.018670043468451015,,0.08023494701748832
APOC1,0.036785635064429834,0.1207518578640751,0.0516693403316529,0.11750706226818261,0.0628937809822652
PKM,0.04241513465677301,-0.05219309838662348,0.06533701607888204,-0.014110029540586993,0.015294483291442725
TNF,,0.05663755838199292,0.05877799914429264,,-0.015868707567379816
GNAS,-0.0009648778670852926,0.061883709784751335,-0.062112082895399934,0.012413973858918235,0.01659241097027975
BMP8B,0.012698256678155224,0.053164068904401604,0.019798176599627564,-0.0006699263715537779,0.01536078402527965
LIPH,,,,,0.041441436416186875
CCL28,,,,,-0.007098123238599924
PTPN11,0.017559001102020848,-0.0899206346318058,0.008900446015757643,0.07037138729330318,0.04844604416771774
ADAM12,0.03047548170994166,0.014025127967388227,-0.005512831250421948,-0.05400161218579306,-0.035925204717617135
EPO,,,-0.018703068622717783,,-0.025527227894369384
EDN3,-0.028694250745831193,,,,0.06213607559741367
CCL22,,,,-0.04265828800901777,0.006328906777920036
CCL2,0.0724461250908022,0.06770847581211034,-0.01157952196949369,-0.0490385170285664,-0.011359221212215812
DSCAM,0.030725215402061017,0.020732753905683802,0.0607266993422305,-0.046978717243197306,0.028087829686349056
ANG,0.012270238592696329,0.06805153966643471,0.04815446395429785,-0.03810201261036509,0.1204939429027019
FBLN2,-0.02690439029414597,-0.02259444953382332,,-0.016552873502716964,-0.01039232322824115
VTN,,-0.02769044771379876,-0.04213237954807254,,0.05626681030188217
VEGFA,0.0034214735180922882,0.03425220148571875,0.03679797324677664,-0.07287897177364665,-0.05661753358107756
F10,,-0.03003666656818411,0.06636574602985809,-0.03367024061915161,-0.006151880399183253
SERPINA1,0.04348677908686297,0.02733541566109606,-0.018833552773537172,0.053754664212803685,-0.004458149359737319
VWF,-0.007654397718275742,0.04706246689628878,-0.02443193482232501,0.01647731887101347,-0.01790567454078676
GDNF,,,0.019527890054602863,,
VASP,0.009754988723166278,0.004400198108248239,0.08232698703791272,0.043600020011243815,0.05098297760268496
ADAM15,0.0023164926500704136,-0.06915556437682388,0.0005640411717892234,0.042225079987829615,-0.015446861712320703
WNT2,,,,,0.06789724588149944
OLFM2,0.07937257066163578,-0.07412499055873144,-0.05892303191430787,-0.07169473461987548,0.09378193698406957
MFAP2,0.07281249910213042,0.043713356028297005,0.10848096847425967,,0.01118903935667153
HLA-C,-0.04085879624843375,0.10122078186854534,0.015453618638482948,0.02441485827760021,0.12670637956309386
THBS1,0.11648405871919847,0.04387631564029802,-0.05439719012656046,-0.04688502223941399,-0.11397001759003939
HSPA4,0.020483916300384857,0.03076822235217494,0.04136276763684199,0.009709503308953045,0.02746103058196154
LMAN1,-0.04258694566023469,-0.03756121937244327,0.07943503888447662,0.09176773015895144,-0.02973097553637162
LYPD3,,0.024718160820663054,0.10973794420366863,,0.030080653766566264
APOE,-0.16783347685651,-0.03520884596790175,0.11248104236019811,0.06349345500536693,0.024120197064448633
SOSTDC1,-0.020431948958590743,,,,-0.0038458632354650673
ANXA1,0.060642096391544484,0.07135625533890383,-0.024803170662110345,0.04646183134054172,-0.020829351709212313
WNT2B,-0.0022925341364667703,-0.048614858930419856,-0.10229155108243888,0.21149652371809016,-0.008763362231907972
AMH,,,0.005250849675566303,,0.02720198891504186
GDF10,,0.06769831738543532,-0.035215879143353314,0.07048456994457421,-0.04209933222028637
EFNB3,-0.023877071395365206,0.002217347455667775,0.06719833369386993,0.0395098214521416,0.03722313422396854
LTB,0.03451167759615808,0.02967841260254008,0.011135869144779813,,-0.007040773675117039
ANGPT2,0.029467508721746246,0.01926194358150082,0.014431075718888593,-0.06089899759818166,-0.008413776650803326
ADAM17,-0.04251188787713029,0.06592891869722153,0.023604758937186332,-0.02239886777289483,0.027913894572406464
LRPAP1,-0.027142926935971715,0.02498854115038919,-0.031323448285216805,0.05029032592837659,-0.011287188903657772
NID1,-0.014926376907173015,0.038154550037723035,-0.05216135031796617,0.012433861807701351,-0.05216668573356669
MST1,-0.011501185568946581,0.04332012431933848,0.03996365116235605,-0.006828929472661922,0.05301450034213615
DCN,0.028805948210344948,0.03594843746522209,0.026111966141541834,-0.0678107400538677,-0.0816241594099532
IGFL2,,,,,-0.026208623746451658
COL7A1,0.03845510956878045,0.008650452174999705,0.06891275002798769,0.08674718709816298,0.018985943479937692
CALR,0.012788002584149872,0.014362676712655332,-0.03843797057101789,0.029772305956563945,-0.010952435741423783
PIGA,0.011053039631123683,-0.002462842909158246,-0.03644442406438686,-0.03105235389515367,0.027474344049892522
CD200,0.017989303172460794,0.07487556591756991,-0.030519805337936162,0.03377286246791518,0.05363604922326316
GRP,,0.012569433744684104,,,-0.0010760532744715974
CDH1,0.04224279488433999,-0.04233571855426526,-0.01685643856111663,0.04979694675879145,0.00019085215010554446
LPL,0.07800261764778513,0.0857306622710051,-0.0028895368893602745,0.06084552336631769,0.05216763519574918
SEMA5A,0.004706632788970536,-0.021837636467699727,-0.0829078726707566,0.07392428390316244,0.05143681402868826
SEMA7A,0.04971315809112199,0.06603342359890589,0.01151589956615608,0.12139133501498514,0.019783659138636358
SEMA4G,-0.032524743569892337,-0.008214720565273198,0.09198459224375581,-0.05106458789318648,0.02706314940085781
SEMA3B,0.04610482321272048,0.004256524936098513,-0.022264679275024412,0.04920251782478596,0.0745834910033796
RPH3A,-0.05740169007819795,-0.027012484256122984,,0.0029569399092720513,0.013595041598590827
JAG2,-0.009424621839898726,0.009432751419466803,-0.013161775255912112,-0.01414918453697662,0.0006101112132018854
CGN,-0.013015780809524728,0.04403242971029028,-0.047856253664326595,-0.04393552036045876,0.04623627552714329
GDF15,0.03967566583178484,0.13499438906697347,0.11602571384186931,0.077990931765058,0.010714819040653432
SEMA4F,-0.047732787223616326,0.10487169029534846,0.06885232948118412,0.04655185269490734,0.056421804926980804
NXPH1,0.019864404036928168,0.1919903156994108,-0.02434596721250181,0.0306717986355784,0.051711988851618915
ARF1,0.013034596655209644,0.09171332717825473,-0.026244679245896775,-0.04831396397023455,-0.07410013094731425
DSC3,,,,,-0.009445305379074505
EBI3,-0.04777583649807778,0.1336429828874977,0.0024359657698187496,0.003356266742794458,0.04227744663623613
TIMP1,0.1037110137483503,0.14553545593518022,0.08005424771378329,-0.07667045295138152,-0.11707940432706343
SEMA3C,0.052346610718342554,-0.01896120876434866,0.002102130649513414,0.04998339261224862,0.01987258625891751
GNRH2,,,,,0.03435785862643838
GAS6,0.062123122690605555,0.04558021071097656,0.03789294050891908,0.03353022632781256,0.03261077297425374
MEPE,,-0.009544610606955072,,,0.0143946704516479
SERPINE1,0.055011157528398365,0.09156629098163944,0.059794243717932814,-0.018671232609279293,-0.1214679534032387
RSPO2,-0.021587525746124554,,,0.04756588990403941,0.02451340212552857
SHBG,-0.024252519375157343,0.11317115055318336,-0.01357193724668246,,0.0811228633192305
LGALS3BP,-0.0645653561448612,-0.05422930794252774,0.02809555046345996,-0.0009608140143377607,0.05838372977221002
LAMB1,0.04394932799562791,0.0644029307737009,0.062333478668147924,0.08442047425955629,-0.05215052712852426
SPTBN2,-0.005986759651030195,0.05884111917814034,0.058581679948067365,-0.0767257985786284,0.06895276700520181
COL1A2,0.03550064796817963,0.04709222774622098,-0.01290713876898782,-0.017137839441126356,-0.12017085852784133
DEFB1,,,,,-0.04657652520297322
WNT11,,,,,-0.033877837403404665
LGALS1,0.065750530878948,0.006131977283773463,0.09126068327640692,0.04504302770690708,-0.030729266025754057
BCAN,-0.09053889902821893,-0.05750426317894747,-0.03194286131794559,-0.002128632852399842,0.08899314563188535
ANOS1,-0.04907080477900356,0.0008598042031683548,-0.03084257111827055,0.047522448019108605,0.08182864103406044
EDA,0.13919866069944167,0.029130959962385322,0.18451343944888413,0.003004696653111861,0.017198823813317703
FGF22,,,,-0.03367022609561672,-0.022432280551215173
SHANK1,-0.025729640560665592,,,,-0.01704548434262933
RAET1G,,,,,-0.031829706507565204
TGFB1,-0.09033737328170449,0.030068690136755248,0.018069582900462667,-0.014890990773687104,-0.03194805840613383
MSTN,-0.06648731025626839,0.2749016025577179,-0.12153565128724843,,0.09821020599564899
WNT4,,0.04696790205070362,,,-0.0448961973649105
TNFSF4,-0.03523561575435383,0.12394824732348526,-0.07182476045761495,,0.02310215745602667
NTN1,0.04942618758917326,0.06369801168622985,-0.03233027451811789,-0.012757761441228792,0.009428915349105138
CXCL12,-0.03987346931489307,0.04126442582006871,-0.060773114211458056,0.1620867839106608,-0.013757553607034222
GNRH1,0.022000759833790597,0.06269907299784289,0.06391748286986769,,-0.06074792918899851
RIMS1,-0.027587674096796494,-0.04131735175878111,0.01928857362926688,-0.013657823704911946,0.010293298745258146
FGF14,0.0026216067056503613,0.0834307461916285,-0.007122003285731654,-0.035915221927277946,0.06084351976693204
IGF1,-0.03433803982117255,0.0021743064433798437,0.033967993439500875,0.03401155610460481,0.021617311494807
TNFSF10,-0.06062443319276871,0.04116623622351146,-0.07801005450450775,-0.036710132575963166,0.004068302194997474
GDF5,0.022239762132451935,,,,-0.022891116774861605
CHAD,,,,0.0062807611345604185,
RGMA,0.048003954107929535,0.017495799039510585,0.013376797000150008,0.014894033628958237,0.11972568476793395
