,UKF243,UKF248,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,,0.0006501560528929429,,,,,,,,,,0.03242889626178187,
BMP1,0.013590635165949693,-0.031915627632538225,0.07935353737674569,0.0336288435597586,-0.016449080172480365,-0.04670731940642791,0.015113919835831102,0.05152613388356352,0.06164326643804935,-0.029618383408943943,-0.04545043554022122,-0.017074039425424174,-0.030658177471637398,-0.011425110898445265,-0.05543837532394386,0.00726931193482358,0.026936702932181752,-0.0031180726368776317
NDP,-6.08638713641773e-05,-0.004818718936110901,0.04039593462178718,0.011993623638219295,0.1079963696646764,0.03379322954131688,0.021868147928991975,0.07868139874346868,0.010165515464068946,0.03560822562365164,0.019882272568896332,-0.03260788483856736,0.05702612053899204,0.001026173167028919,-0.005574792158553089,0.03977384914091995,0.048538745680330356,0.09546713784239833
TNFSF18,-0.02528568941351071,-0.017367852313473604,,,,-0.019178669801416092,-0.015335716022594677,-0.015670681996133164,,,,0.012384061323195243,,,,,-0.02885212158052544,-0.03256831685757306
IL36G,,,,,,,,,,,-0.024568487532291627,,,,,,,
RTN4,0.013998614041695591,0.04237268178772078,-0.03437592769227977,0.014100444364587352,0.05885206354075705,0.09052252709640254,0.025993917310865682,0.05763526106629961,0.01374793480064519,0.16935820079034056,0.052515959576103395,0.057736529054712264,-0.018744346226750877,-0.03643126650115543,-0.009166490675477862,0.06571157823973586,0.03034632456664782,0.010759933800290384
HEBP1,-0.0015019788184944408,0.005735387869913702,0.03623537780121086,-0.026898888423316083,-0.013025803754929682,-0.0868477270267929,-0.032126487958482774,0.02018190756329853,0.0643657780444309,-0.020645372777164352,0.0020642594972397014,0.011221566353945922,0.070965929769897,0.05347558356966816,-0.020829467289989016,-0.006530998769196515,0.0007505065842423566,0.008646172251512098
WNT7B,0.09815508207992242,0.012936630317621281,-0.028534738838132324,-0.026390018759830138,-0.052117960506808496,0.05520998440461521,-0.04445343878957837,-0.030460228181394093,0.008080051785132795,,-0.013611426046631805,,0.012163747673587097,0.009908193284326829,0.003052896290928587,-0.032415444221146304,-0.03650797178612756,-0.005780598684062363
PTMA,-0.007378131974403723,0.039628035529274803,0.07290422624352155,-0.01915995198159827,-0.021700060785352956,-0.07743429608643161,-0.08519928789711029,0.02005648116962393,-0.007210169163843002,-0.18051256298810364,-0.06834985403987304,0.016700191891140158,-0.13901160042971647,-0.04098185459073558,-0.00381395737240457,0.013736728705582634,0.001989650080518461,-0.009978736433258478
FASLG,,,,,,,,,,,,,,,,,-0.01483466945489387,
CEACAM1,,-0.027282563224182065,,0.02555195699056155,0.06946569970324809,,-0.01690021602892168,-0.02464624949007641,,,,-0.05616205867372119,0.0017135894014600342,0.06281934709046999,-0.019018340154241982,-0.021514601770085417,-4.850949081687014e-05,
PDAP1,-0.06273728492310397,0.03499224589946487,0.01780355149963293,0.0206856038037651,-0.02814725943160091,-0.016785932668217565,-0.01255760008597477,0.030273557297903684,0.010847757858714342,0.030132274609755403,-0.02124426293337421,0.06941859842404655,0.01204780115675502,-0.07989741947962509,-0.04178160367482777,0.07193498082945819,0.003242513135555594,0.049061922072615886
QDPR,0.0015637426358334299,0.09625279098069524,-0.0037347637804871696,-0.01958597433145453,0.03913894183550686,0.006418460701655012,-0.02876920631303824,0.055331474880814524,-0.031924402073844116,-0.17794580828481257,-0.025106317394234832,0.06155166509761377,-0.02939632997336658,0.006502950303807699,0.05595843263352749,-0.024087776636458193,0.0231608213981166,0.04195960584021464
POMC,0.002487628555134951,-0.025713054869202008,,-0.0042834262656029996,0.019578931620658265,0.03767060877628625,0.06654179261534232,0.042317826242370966,-0.02035541927555672,-0.010155676245960673,0.06293753768314429,0.005884047835726326,-0.02765370991225581,0.024644696133596333,0.0044745891293599994,-0.03519506221661112,-0.012012680542686451,0.0110679436712193
CCL18,-0.016213391582809232,-0.03404606113733433,,,,,,,,-0.02395682923768294,,,-0.02613450635755654,0.011734727932952,-0.02936358030239591,-0.0539833832797312,,
CCL17,,,,0.02808099282239615,,,,-0.019544391437248437,0.029388537782290267,,0.007124894996556403,,,-0.014604115036376809,-0.027454167973276763,,0.017346961856993453,
VEGFD,-0.03820687112081531,0.026399439326167132,,-0.004090020642373079,-0.016240093422031004,,-0.020191482220834528,-0.020822895989016724,-0.02397352667983695,0.06889900410919425,-0.02405394160443246,0.12991384450423107,,,-0.019018340154241982,,,
TNFSF13,,-0.025692258424418597,,-0.01618597606560386,,0.06223724773813178,,,,,,,,0.002742291610413055,0.04143656158287449,-0.02415945582465036,-0.021909072197764154,0.05469108173980963
WNT5A,0.04307316903266923,0.019929518064022444,0.10769220211145523,0.08066862585231935,0.02739112538519454,-0.06889075626935152,0.03412910703169544,0.042421140627572705,0.0624577993618995,0.07124257558362586,-0.03778865791154967,-0.00871071130793413,0.06812115813842465,0.002751330860390333,-0.02838679346533517,-0.009794909754611978,-0.004864702227950635,-0.03703553524983255
CXCL8,-0.05185185342192495,-0.06625349281895103,-0.09895437801269098,-0.04263422193741018,-0.020343178466693052,-0.026456310448414445,-0.034070555438809845,0.015468184556359241,-0.009476239016186815,-0.08044033451771473,-0.05330683909545608,0.0625311853316101,-0.01482930324706123,-0.041748315670924366,-0.06387471909955446,-0.021407802904329292,-0.04266354400709021,-0.05418283480316862
GRN,0.009838360557003076,-0.014644054152177429,-0.000896987643099231,0.047013517812191534,-0.023364641577659263,-0.044074577459074206,-0.0014910291829623318,0.01871206138161698,0.059798861623630295,-0.13341435961037149,0.040171916758930226,-0.09333214082610498,-0.037720896805515866,-0.023053934819468876,-0.051489983634847934,-0.07774991993029282,0.009965830883724623,-0.0262100230022247
MIA,-0.05564792001896732,-0.007171955651861861,0.06775960328634523,0.012256178958317305,0.021501337472339902,-0.001154069004283704,0.017593389202980144,-0.006307456208808944,-0.00482695830079823,,-0.032942975360728426,-0.01568539911766974,0.1110631520479378,0.12674447584287607,0.11569292135508402,-0.0010412299292298704,0.0022646625132091832,0.09363364611784031
COL4A4,-0.0384618836830708,-0.024554842898391164,-0.02893651494850419,0.03164788155480976,-0.03262395367808592,-0.017696420608623142,-0.018965708117515866,-0.020404949337993663,-0.019159692014878993,,0.011415988448902244,-0.04374672930248648,-0.03304218184796142,0.1358912514492643,0.022525510801696177,0.05783579945030875,-0.03948656240995795,0.012277380864530492
TAC1,-0.02283546659391091,-0.001202554236544814,0.09947579091710965,0.02946590367748016,0.06317639554080298,0.10444610959349046,0.05286707900379342,0.09981541601069842,-0.0013595304973376455,0.13497021967015452,0.07127997591599732,,,,,0.08042906682544819,-0.017676083814028635,0.04847608075721901
RARRES2,0.0672216342120809,0.011359048331842196,-0.0799133995515803,0.02358816378345654,-0.003915277914611052,-0.06232595264411026,-0.021263204273615763,0.02419531023472681,-0.0700276339702317,-0.06679141956775293,-0.06491757444439364,0.08860992271865759,0.07081306502450968,0.0042648266547116445,-0.03788585454024901,0.0434916358209895,0.03662465533849215,-0.0744445406232034
