,UKF260,UKF313,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,-0.03155893167235503,
BMP1,0.006933024840721332,0.011556873876733452,0.12907856022523692,0.26971502825216775,0.05599901020456139,-0.004635336473722352,-0.013143558382421434
NDP,-0.033416143978696855,-0.039432391467164936,0.026452481772831087,-0.08312371921070448,0.009380607107490613,0.011948368117025125,-0.0821630449036788
TNFSF18,,,,,,-0.0353165281491923,0.015130792329185567
RTN4,0.005095769440319421,-0.01173164597642983,-0.049844295078253574,-0.034181275086162186,-0.08380338096720419,0.08988215027354987,-0.03236597365028306
HEBP1,-0.012302469809625368,0.014499438398770154,-0.0012880764980084944,0.08287540095633697,0.046887765241968304,0.0212953236712594,0.008624589524097299
WNT7B,-0.029336483323020406,-0.017561288800486546,0.03008530338090582,0.12944624836761257,0.0002694395951387548,0.012222856132627339,0.06622817752440509
PTMA,-0.0067604045294518186,-0.009672741778477142,-0.14460033684698478,-0.015511278414548848,0.025035602606088447,-0.01925261260558781,0.15936469255301886
FASLG,,,,,,0.02122112810589187,
CEACAM1,0.03569912182240681,,-0.01686232146129592,-0.012721174536031601,0.005968904775555645,0.013186717045973623,
PDAP1,0.06448795246795395,-0.12103645667684589,-0.028721848461563452,-0.013866568471513994,-0.06977177497369833,0.009762430508874936,0.14642901787526563
QDPR,-0.07393473152230229,-0.017373917047734975,-0.0256838505762361,-0.024824927662399184,-0.029953258821382132,-0.001241318060462287,-0.21140856143856054
POMC,-0.006445708549552597,0.03315543151241276,-0.07329148530846497,-0.05595123343301375,-0.006092436961585095,0.014886670163499443,-0.06017262583344752
CCL18,,-0.06113686436623639,0.03755364783188932,0.07120776626578439,0.007583086514394293,,
CCL17,,,0.26070947172366665,0.11568375018697914,,0.031316343353432016,
VEGFD,-0.03876501418577768,-0.05339699682579496,,-0.03541525074631748,,,
TNFSF13,,,-0.055143699720534595,-0.012228148007950157,0.023405029521344795,0.06714556050179109,-0.0436571949780595
WNT5A,-0.15321965066045606,-0.004451182449835056,0.0640924401800886,0.14581030869823497,0.08439836939966018,-0.013174142830530033,0.1743546535633181
CXCL8,0.2950922076080728,-0.0013842841942289749,0.30361630203065576,0.28216267061420053,0.042397177548852014,0.02714664554555135,0.3257532471177424
GRN,0.012490766799761672,-0.006129364617257197,0.023538920461854015,0.0553467850839503,0.02756613507106564,0.07680292627390455,-0.1826582098717773
MIA,0.026458413918878355,-0.036663544555519775,-0.10467337343842686,-0.050838237865436176,0.1210043772762461,-0.09236020988079417,0.058820678294556956
COL4A4,-0.1091189630975245,,-0.024288474471430826,-0.0067204218621306384,0.03789279450134959,-0.027253468097969726,0.05197320051916161
TAC1,-0.07574638447184297,,,,0.014773777383065479,0.07864305909366087,-0.001435313941886236
RARRES2,0.14913245815067985,-0.029923882713398863,0.21246624266027073,0.183869742521448,0.053953163214394195,0.11534895385876076,0.39057536516622665
FGF7,0.03924102908694542,-0.062122473419878955,-0.025526101382692845,-0.06266933001045492,0.030039109191286467,0.03874556705736017,-0.04879412285405695
