,MGH258,UKF251,UKF255,UKF259,UKF269,UKF275,UKF296,UKF313,ZH1007nec,ZH916T1,ZH916bulk
TGM2,-0.06310722262487543,0.018838461437556936,0.07131402897108452,0.025488031308816335,0.023274315841611465,-0.0002771910831796581,-0.0058250134038623095,0.08005649281616684,-0.013356770318904903,-0.01647166122446776,-0.06407817438807556
VEGFC,-0.02905878132381514,-0.0017294868476459182,0.06116317437749606,0.03135251751775948,0.05719325922616692,-0.03338932431741958,0.010283487210599077,0.024929950103878808,-0.03873315443835623,0.026800262694079716,0.030879202939894247
WNT6,,-0.013702827513022918,0.09585912326141993,-0.016645247591330133,-0.020215734877426044,-0.02759508300660943,,0.0015422743978381398,-0.04332883823511305,-0.04845642130248281,0.046770608492978594
NRG4,,,0.14358269955747285,-0.01464652338520074,0.050912058840244905,0.04532059923290341,0.012791008792865823,,,-0.03217817149022576,-0.033025750668006865
PMCH,,,,0.037288558739107594,,-0.018149721808153874,,,,0.004957023051577376,0.047590241826365266
COL9A1,-0.05911106379674413,-0.03403445354222041,-0.04666434414310804,-0.015297224688691446,-0.00017902155590118125,0.05217625416431777,0.008067618225169057,,0.06780636006739756,0.100471141810222,0.01447184555541471
GDF11,-0.012406161946374778,-0.01874660982353998,-0.0008598081649933223,-0.02852848722698081,0.03402147335797687,-0.013422453205223225,0.018463018090228933,0.015147337733242453,0.0017896503685769518,0.06312868238947672,0.05551374305161604
RAET1E,,,,,,,,,,0.05221935439643312,
IL24,,,,,,,,-0.022845248074653393,,,0.022759376167937165
SORBS1,0.015795400700649904,-0.006167141935983031,0.06134393551418811,-0.009984845958822245,0.026871578416730726,-0.013871111578789874,0.024897611824703764,0.02136605951480299,0.037402122964092115,0.05196679596968756,0.03084818722678293
DLL1,0.007032504624831854,0.029877817923635915,-0.017515655154640215,0.009782961835975476,0.07965132647868514,0.00874232859158464,0.028820496647604867,0.059006135026872374,0.16319273466487197,0.05430110933947556,0.04901251067875898
TLN1,0.028452292640831114,0.021125673977234263,0.04548165193114819,-0.02828585604027041,0.09272699982795324,-0.0164397040145753,-0.020310535592029,-0.0032662822932214963,0.01487310385845523,0.03524048674404461,-0.02625309296309815
COL2A1,-0.02729362542567072,,,,0.06418138742747077,,,,,-0.011055229196423426,0.02130603412683209
SHH,,,,-0.012505809747816026,0.03575086882881201,0.002147684499206361,0.0007580926733661903,,-0.03489265368692474,0.04799419602856494,0.01876234387703604
PON2,0.03202712289423111,-0.033422267509375644,-0.03928262434929967,-0.043169093104066886,0.09031712680544428,-0.02832598634202923,-0.012643851859220387,0.013873179660405324,0.029967603660519107,0.11103483377658128,0.06220833654460984
ICAM5,,-0.017638616441794954,0.12575072007341773,0.04185692272640298,-0.03707891684427314,-0.024966603094879063,-0.012149829330388896,-0.02162583426915683,,0.07355708840877048,-0.0010543174030604179
HPX,-0.031002340824350303,,0.030376617233102563,0.007349918217163125,-0.013600716346050095,-0.02433363650377379,0.028253799317495523,0.0021340860842715887,-0.08529746625445642,0.09659531881438092,0.0354293580121678
SFRP2,,,,-0.01424276204990701,-0.015143778067820215,0.03634151405939018,-0.01953045174213141,0.04567666628719695,-0.03416919593989792,0.0499185856896977,-0.03668619032512461
CFC1,,,,,,0.18209377029663434,,,,,-0.0292225929859388
CD70,,,,0.03641672588348112,,0.00933168889738629,,0.08074751289459413,,-0.031360843943870155,-0.04941868291691821
HP,0.005887032666163848,,-0.020985891600729178,-0.04947547398588203,-0.003168421712473626,0.00111761037355116,0.008571135916227825,,0.0625844247418619,-0.010499555673653793,0.03789459585642951
CXCL2,0.021258466429259344,-0.005121281083458611,0.07055640611824242,0.042117702632643174,0.00638797546971509,-0.020159533652461183,0.05122425346772647,0.060725352024835776,-0.023329761025070117,-0.007376209365385583,0.0034668498292763734
NPPB,,,0.05611030039508451,0.04792868483772882,,-0.013664492171064479,,,,-0.0326411712867827,
CCK,-0.0035649213649023566,-0.04435402609573581,-0.04308393243115771,0.028017837709824984,-0.12148409363457435,0.038303088708792045,0.009511710276586106,,,0.06001937011061549,-0.06389279642639947
SEMA6A,-0.022503604167753242,-0.007434181238175662,0.005495732302892066,-0.03205845995538695,0.0680345040760208,-0.010868832316113549,-0.0045741543540400885,0.05198397511496685,0.0012709764250848662,0.03490605461367939,0.08037868843078955
IRAK4,0.07196534037651471,-0.0012459942532588402,-0.06097079824547642,-0.04269092863665023,0.03268426055945823,-0.010108532790733486,-0.002494363127372831,0.011444470415293784,0.04432728713914838,0.10198740782572005,0.029363888764940022
GSTP1,-0.04759201186664895,0.005529322072007956,0.04529427655884559,-0.03531651374325084,0.09152940757678708,0.023943136889920537,0.029024044894104695,-0.01450362174093028,-0.01848067521923,0.08166143631308474,0.046962555337611636
VCAM1,0.03288071461700601,0.010286386320502596,-0.05369042328952962,0.0033965311147036905,0.0426054042600878,0.006670869583861438,0.038100002412264966,-0.051385418119206966,-0.0005165735560080739,0.0833654510766989,0.0012566873784915253
NXPH3,0.012846537858620888,-0.04998813989751401,0.06737902874369864,0.007362103883532028,0.02316429019319511,0.02496709411666282,-0.04344244764362248,-0.04310977273967328,-0.07457340123579718,0.09703919156021647,0.034801961856014814
MTMR4,-0.09382685318729182,-0.004031061121839726,0.03793920327290507,-0.014139765167748388,0.03749820555181054,0.0061690167676492534,0.01892646212563278,-0.006859934601915689,0.03906395360053201,0.04676210091551936,0.058919408929043696
LAMC2,,,,0.1386435358208051,,-0.017202071175434472,,0.013338506042748591,,-0.003192700129477282,-0.015038925649822324
IL10,0.03154629209740644,-0.019626857020990852,0.013128201808866122,0.0375643553140927,-0.024899377935662954,-0.053784977321868155,,0.040556435971786445,-0.02183847207790499,0.03180654406160938,-0.02777672802913519
SEMA4D,-0.01953991432418147,0.04435677673872309,-0.055568614072897905,-0.047651810453455026,-0.0024046433566100585,0.013035104197574076,0.016355400140298317,0.021892188297571665,0.04099857004928398,0.08577035667185555,0.0721335300113201
TRH,-0.026681537476970437,,-0.025462610422839597,0.010322419932068781,0.055619382784843206,-0.045330222606196215,,,0.0207967930719659,-0.03656030080625854,-0.04484136039988433
SEMA6D,-0.06877010610914633,-0.0045784834806104355,-0.050365771312078055,0.01289482280743596,0.06510207996095334,0.009503961918736993,-0.04280673208261004,-0.03078469220098099,-0.009364397907770137,0.07359358565327034,0.04260671408257724
CEL,,,-0.027942154713460378,,,,,,-0.016393436885404122,0.1012882201848614,-0.0030811739871931696
PDCD1LG2,-0.015407611994486899,-0.006297612405799856,-0.03440407737124177,-0.017744447958746638,0.037322120613655196,0.036107130296663334,0.002155673207402584,0.06499945326728553,0.019118549517533414,0.07117995720506354,-0.019259971596756426
SPINT1,0.012408559046227684,-0.02694841208945874,0.07242777483451712,-0.03484913298932119,0.003299313668049102,-0.010150671660432129,-0.02703717575293028,0.07911328935467819,0.04978942833548332,0.07188603256616939,0.015346589597031033
CTHRC1,-0.013567239199147842,-0.004430747400511462,-0.029916682335038722,0.016303737876581466,0.03493080019957502,0.0418089041595399,-0.037283504161033876,-0.05609328762608902,-0.09543169253678675,0.025551845563579974,0.015731068767607975
PODXL,-0.03219008696147127,0.00346342160649365,0.008961991596482451,-0.0628831478216563,0.05696439238636074,-0.02198476527563244,0.0019762944960385566,0.0029541812211721506,-0.10333660785093284,0.032032306476193304,-0.017795548777184967
JAM3,-0.03557341628269067,-0.06902839883200793,0.024426416405732048,0.017749200194938166,0.11697507640041875,-0.05605305606234015,-0.019905984118362086,-0.0012739313117529829,-0.04958789900466107,-0.048929608347380936,0.04052776337250396
TGFB2,0.01828081241066297,-0.03172240716843739,0.03295994335463099,-0.018016198809247715,0.007154098458057044,-0.011422341553504732,0.07511941632668534,-0.003164811138720637,-0.0018519975962669158,0.023053158134537656,0.06597561687591469
COL18A1,0.012300597340569248,-0.030597239502627143,-0.06249414005331007,-0.06560893333732787,0.04915252815408666,-0.03185777193513235,0.017700456854396935,0.04011668825870111,-0.07681817576355425,-0.03839703708353449,-0.04965039292229948
NODAL,0.005117474005486406,-0.013198120315939773,,-0.02462904447107475,-0.03266220916612016,,,,-0.09827947017919328,0.062055590292273345,-0.06624989100055227
INHBB,0.014066022643681146,0.00943445187351778,0.022860050124779582,-0.03840213885778948,0.025048417324851614,-0.028857869481836117,-0.011600422010022683,0.0015263630026652016,-0.052133626493402065,0.0588878133632317,0.03638548666032366
LCN1,,,,,-0.01665162387555202,,,,,-0.03697176611112389,0.02214798319979472
ARF4,-0.010499164544838251,-0.02035256103167562,0.024627521076438605,0.07669537936372309,0.05449867419370635,0.0029034735758865773,-0.012561025305472815,-0.02373966736376209,0.07643951594094647,-0.0016437266674390412,0.018710618254087593
CXCL14,0.058084321526574285,0.014289449394568679,0.01685110412719224,0.011932249533810599,-0.04775745242517498,-0.03330434601709481,-0.0038712708014721152,-0.06038236750633503,0.12465185693038347,0.07050080531117521,0.1284960276019936
LIF,0.11380417084555178,-0.01670146414980006,0.042241524964178455,0.07417876462534123,-0.0005299563999476905,0.033500229610950664,-0.03336683650205386,0.060538499314345365,0.007580261142006873,-0.031515996253917225,-0.032177589377494493
IL17B,,,0.14201958150129654,,0.08483015132795495,,,-0.023976845133419716,-0.045060945326023574,0.03259288606313741,-0.005693106683094715
MMP1,,,0.07208003568914623,,,,,-0.03104982324135004,-0.05104713722083614,0.024192568561893318,-0.019215187811796396
MATN1,,,0.10282922898986352,,0.025800380723093697,0.0653348180135849,,-0.02284525136752901,,-0.03408486397378195,-0.022984052015823157
ADAM28,0.023593137630860853,-0.01352848067118771,-0.009504748353351194,-0.014300959161696856,0.08964741586047675,0.007774121684643102,0.003643041723903099,0.0905244963650356,0.01733649790003405,0.09508286557072336,0.024627574773657585
TCN2,0.03562716387997443,0.003328372467648037,-0.017563070377071978,-0.04648976063768909,0.050395099577153685,-0.03429215505312918,0.04960483013030352,-0.025406581687873374,-0.0482217179509489,0.06982942415455132,0.04372087411646087
THPO,,,,-0.025371085625412536,-0.022621181438565487,0.06295946870254185,0.04612749730449166,,0.008885358969581869,0.10225616930809696,0.06601347861120758
CUBN,0.05127735080116913,0.009922820358231143,-0.03993851081110735,-0.03667783732636216,0.017559657419748055,0.03289261835363827,0.005820531763167697,0.0378270461709431,0.05604131377501322,0.05705023644576995,0.09079365367425245
TIMP3,-0.021813871978591998,0.04715068149847076,0.008885322288351177,0.022688337837346025,0.05372638247432819,-0.02938304785832317,0.021814029199478897,0.027527275281222535,-0.025743027916051278,-0.0361753702258933,-0.011932974639803948
PIGF,0.003941853624863499,-0.008044215855328036,0.0398594674818512,0.018839699483184192,0.0579034957530977,-0.04614416009223376,-0.015346267189325594,0.04492592182036217,0.06820663970163625,0.09227957445549839,0.0037951929539843266
CRH,,-0.016563606195234747,,-0.014105761897856822,-0.025605818746862522,-0.021781262885006637,0.015796227796144813,,,-0.047489961070730335,0.11553111652561061
BDNF,,-0.01481712098872805,-0.028610110421413332,-0.00440125126854143,-0.08126112948430002,-0.004124476299168058,0.029693310145547203,-0.03523875693171223,0.059928462078324314,0.05946094663853452,0.08070539550472858
CCL5,0.03284532172222755,-0.04855513746993429,,0.03599608333494501,0.0672024583799315,-0.00823014530622354,0.010976977054636999,0.07313737422692493,0.010764464630246632,0.02777165038809357,-0.03933822514971982
GAD1,-0.010565346185890476,0.04047126078012303,0.03816754636515458,-0.020998496665465858,-0.06255379404342688,0.01893009889791213,-0.039379112114246204,-0.03422477223600238,0.06112916333027818,0.04843748602873289,-0.032694078480119404
COL14A1,0.006960937015417169,0.04071149049582906,-0.021318516392346054,0.005027916654004215,-0.029539018054710407,0.00963909050845168,-0.028525955344587205,-0.051338968677426704,0.010853999041246466,0.08604165661286564,0.1064545845137095
HLA-A,0.01806049505785212,0.0647492414191261,0.03062095916478919,-0.001390432276490143,0.07073493227202958,-0.02492932122437782,0.009771882977698938,0.02437710986128075,-0.02054125536346642,-0.035874253310238705,-0.009505171185663509
CD5L,0.10588857906429856,0.01580524434448576,,,,,,,,,
FGF18,,,-0.025462581988446597,0.039374402574537684,,0.0036393495103703146,,-0.02372093488631395,,-0.03656030373946279,-0.015481397957355907
