,UKF243,UKF248,UKF251,UKF255,UKF260,UKF266,UKF269,UKF275,UKF304,UKF334,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1
PTGS2,-0.010970823446972597,0.005139649561276739,0.022569450387490704,-0.06359298125277252,0.07199550740127604,-0.045170296530543344,-0.12637031281886227,-0.07876520395605556,-0.013340875334902762,-0.03077415831578324,0.021210772660251037,-0.01330402146919068,-0.04182857899098562,0.12067028374666304,-0.065566625854804,0.04631225585907652
XCL1,,-0.03489746597670875,,,0.020864532368248888,,,-0.014352394086155566,-0.01987763557433133,,,,,,,
CD58,0.060917045052934354,0.025674764808408697,-0.005042562639713135,-0.0038277513195196992,0.011003431167584727,0.07829174280174199,0.1358208621834376,0.024815652916471607,-0.019572776605538356,0.07098272683664393,0.12245195632834582,0.07301228947042458,-0.002017569006866897,0.04242957496966641,0.027553669275538206,0.044626599462749376
TNFSF14,-0.03800500854284435,-0.01452964718320469,-0.025451947094001764,0.057429011238888265,0.049182451030943444,,0.06537695595185984,0.01945136454138462,0.007731426721655605,,,0.0013926551033999642,-0.036770609513173555,-0.026387407867753083,-0.0038453504103232615,0.013908958392375687
CNTN4,-0.04220472206132892,-0.017227491857568427,-0.019923702992954855,-0.01991133562437267,0.06267200969613358,-0.03243071109187092,-0.05587781329121509,-0.018653669485398563,0.02489772508106928,-0.03935492990270699,,0.02260947026123087,-0.0077308867785301745,-0.024424268913716487,0.009553092148086244,0.003131703175591907
INSL3,,0.0823580603905853,,,,,,0.027225780094811212,,,,-0.03248466861171636,0.016913218112464237,,0.008303760063879,0.00236908645660859
BTLA,,,,,0.04424239475371762,,,,,,,,,,,0.021311250905752303
MFNG,0.016477977187837594,0.07727278711519797,-0.009220874896574445,0.21649830407712276,0.009693325252095554,-0.016555950281862682,0.09875468726164749,0.08022939101844662,0.04906571477011033,0.006679034473225506,-0.01049943255419676,0.012966282178943115,0.020467170016569704,0.03440050700952201,0.0036322214524844238,0.03304750955175539
ICAM1,-0.02745079796785688,0.004605532446042893,-0.005227944112021565,-0.024207998670239556,0.004977399213103311,0.037293697906405486,0.19770488025563507,0.02412602701516761,0.009073881080908286,-0.04027547918549093,-0.0029313851036252207,-0.001342314108996223,0.032120773749053394,-0.08609051712105067,-0.03592343335209965,0.0370282324945186
PROS1,0.029952936055429192,-0.008678310198467308,0.02079044517369936,-0.020151938074939077,-0.018360032530989664,0.03169767504622885,0.1867314996302955,-0.04044527766937561,0.041945159046298315,-0.044966417167978646,0.10138273447351683,-0.04565757824430654,-0.0170731502971998,0.08192185509831754,-0.010912557484942251,0.04646042932215995
CLCF1,0.045656002309073504,-0.010538354643598882,-0.006527667498451553,-0.006685623025023271,0.03876954654792818,-0.01712305385907334,0.072892924505118,0.06407036191036451,-0.03485617406508392,-0.020977502831379728,0.027849064256630262,0.030584376685762287,0.006030547210122046,-0.038173114808089374,0.0259144634392092,0.02980059620613517
PSAP,0.023628927475039523,0.07306709685102364,-0.046839175146836075,-0.016922810457829583,0.04658170843666825,-0.11171942061387667,-0.08197458256890242,0.03296978254093166,-0.012045638970981706,-0.02397770466521584,0.09130312680198335,-0.039750791453198764,0.008738715911959571,0.10970883048743596,0.025514378522863403,0.07008057497357956
EFEMP1,0.04153570430071256,0.05448020733114998,0.05147982566461697,0.01719979926758069,0.02368128583050959,0.04456647370844486,0.12543579294165177,0.10980697127443087,-0.01785787265107524,0.037706955809613835,-0.06973390855427186,-0.0030782894902891605,0.1162250021240362,0.08277075816430446,0.011499020213182611,0.026368341647973845
C1QTNF1,-0.016194363817006854,0.02584324806469199,0.003910488859725412,0.0016454228025827914,0.017436192274052967,0.020137112313163022,0.10885883020580668,0.008939554733462411,0.00790851949323772,-0.003309268261483932,0.012972114280988802,-0.021115350790887798,-0.0052257064287565365,0.02991627603275426,-0.006421089218435781,0.00571566292518072
ALB,-0.0455246684026945,-0.003294210864579973,-0.03357477205426001,,0.038603960765636755,-0.017619642550143692,-0.01263540612006907,-0.024434864843272976,0.050281912946825234,0.06768938814051938,0.0006566888681172445,-0.011057083508126005,0.01644850285570502,-0.004178085399499974,-0.03435547792630668,0.010162951145402986
CCL13,,,,,,,,,,,,-0.0009761551513243792,,,-0.03376208109851471,
EFNA3,0.061630342426173094,0.06619627313871086,0.0014969001991917165,0.008451894020790286,0.027982635148760412,-0.04746122620653154,-0.11342627694410234,0.017804402594356557,-0.04779774180776613,0.03550053823115635,0.08888898735989449,0.034377397748931525,0.05702089405151934,0.04085838933528724,0.08468581471531647,0.031138686157052356
DRAXIN,0.05189189906392412,0.006353290883140294,-0.0014640056835447666,-0.02720107520059024,0.031434413396155915,0.0878381549508002,0.16231741089046708,0.008052647208003633,-0.020745431467073496,-0.009491140210642478,0.0948206948810837,-0.047752563654862225,-0.005997284343049746,0.025774082044591643,0.020682448097735156,-0.016788657473107038
RAET1L,,0.005746869486923288,,,,,,,,,,,0.07538671006694583,,0.04858483214310655,
NPTX2,0.0017083150560503384,0.05467333998021915,-0.03772083410006245,0.05853593281914156,0.06556143974581476,-0.05052903174876125,-0.15341924932114165,0.015075911347870662,0.010441130628975283,-0.06865330101623093,,0.06275165417490443,0.047301277046491105,0.03622040971366572,0.015289532452482409,0.019976566841189158
FGF11,0.07439124341552038,-0.02160844810897202,0.03163308902213778,-0.039008222790429294,0.06460951340973997,-0.015749867447383107,0.15328855845072312,0.01400711114491976,0.05032056477862948,0.07876224753829002,0.12152729293864535,-0.03818820853687423,0.04926834809433905,-0.01803363295325942,0.030000517971551434,0.06372525346978462
CD59,0.058620280201829314,0.03831952036563966,-0.033260624915755745,0.07281476393632517,0.007091772657062242,-0.044028758762564534,-0.06332203894855538,0.0658989470535002,-0.019172260208312697,-0.03526739863883091,-0.08401492161122638,0.028761052558775858,0.009971712546699985,0.07920297798290563,-0.05568551868592962,-0.0261230515198239
COL9A2,0.08616248311585424,0.04555105808745556,-0.044219794166526424,0.034246321282787595,0.04222839345527274,0.05288250909391305,0.048391736502486876,-0.025529354547571558,0.02426212541003531,0.015479682852740522,-0.04879935053251487,0.10182220780842255,0.035046435752555824,-0.013816602538019047,0.0054206285918662524,0.09849263146658213
DLL3,0.03028233495030862,0.028596775098890196,0.0500946873662422,0.06593535555036424,0.03091487525498875,0.028993930066585936,0.07594842379608975,0.06829423879173534,0.016692127141302176,0.05666563453149048,-0.04625988096890948,0.05698167563986575,0.0511586493814494,-0.05811722112448056,0.03272619731291063,0.003051326497447001
FGF5,,,,,,,-0.027425577100052397,,-0.014574322674500853,,,,,,,-0.026730126260559303
LIN7C,0.08753136555711885,0.03744151495670946,0.037174670117313804,0.05446840154297924,0.03684968228199111,0.02831588298233721,0.053879396963830664,0.000980131294183099,0.04814513488573835,0.02849640051095609,0.050170094313180494,-0.046202910524051795,-0.0269820275261062,0.0405271270331798,0.06428771759654875,0.014114989269514332
GDF7,0.03827149583180398,0.06202978395300798,-0.02137955105876961,,,0.12208753787251063,0.0022102092864156675,0.0677218718335738,-0.0064921117968408165,,,,-0.018522273157414105,0.017568506898675902,-0.024468583844582992,0.005784598977407565
PSPN,0.01284685757902782,0.08981438995162584,-0.0385202935077895,-0.008979105179568216,0.04206250989349525,-0.023890344868173378,-0.032583675870307416,0.00626381357190309,-0.040978672749017925,-0.02180858767643296,0.09314503193522425,0.050835924099222995,0.03393702054672273,-0.05973770230365628,0.005497311226490939,0.07276137565646389
ANGPT1,-0.024552644815033622,0.042792225552461274,0.03945449905697996,0.18706292498640562,-0.017367281426815272,0.034381496695173555,0.07126776862748217,0.004603839810908876,-0.08923362049735278,-0.02704958251547385,-0.025070514869681024,0.015550518921100268,0.023742963661653082,-0.0488598435684418,0.028257514332173383,0.06596767691192985
PNOC,-0.04072679827395461,0.007082054105608745,-0.030322090884865722,0.05321816540055214,0.009533564512600137,-0.04068260657631759,-0.11209891793116941,0.01404761985410284,-0.00981025531940237,-0.023323935193882234,,,-0.019696666749383685,,-0.029008505523283136,0.031066556423456262
L1CAM,0.005716554322995131,0.01801051724674591,0.0466731757619613,-0.008027687728102468,0.04159134732497104,-0.0399204611397641,-0.11047665891187353,-0.01800043816057868,-0.006463216223426774,-0.001650249625033241,0.04481744629295869,-0.1318425276752206,-0.009809896589014351,0.0007728352342018497,0.04474460187912004,-0.034396849175676064
APOA1,-0.011957738178242121,0.0037029208449378373,0.013624365914495635,0.031177676410186646,0.05523415162536172,0.060753591554900385,0.010154974863908784,0.00035581401617853164,0.01597132960379624,0.05356117528054232,0.04380686739177524,-0.00875032922959832,0.03810412589207596,-0.026848159305389512,-0.011030580348567645,0.013256287731938243
PSEN1,0.02116186869484065,0.04633425035776945,-0.021445379689238753,0.01305961125923719,-0.01061681512045643,-0.0044538452364418415,-0.04077979632794313,0.05264068719237808,-0.010608972769058771,0.06591892762662721,-0.054447915223139964,0.00045207506873351874,0.010387364902332042,-0.021103405670234856,-0.021353053189598202,-0.07511042582853267
CALM2,-0.030641503591079006,0.049790627715337134,-0.04826257352692862,0.04123102059245423,0.01849523910413886,-0.05471827203426691,-0.1809477642942217,-0.015544451107230189,-0.004800839377260241,-0.031226792448711092,-0.06752687273726649,0.04172206372985223,0.06722576028826795,0.03291612820054926,0.02927805846151272,0.033577183012581606
CLEC2B,-0.023949317725408814,0.07126719445784677,-0.048688722823695074,-0.057128518264153764,0.028654879532256313,0.03819621641076851,0.16033469561395347,-0.003265076565504293,-0.019067610606281957,-0.020561056576751318,-0.0313963472091948,0.029344456476808757,0.046472950154646975,0.09771446717352035,0.01662360162902996,0.0407442029201903
NTNG1,-0.02562783367784924,-0.02808737691923642,0.002698971603234453,,0.04376811986824234,0.0703213398411767,0.04003435778369526,-0.006504187282568306,-0.01584765893588813,-0.023870751414214155,-0.03733641757541889,-0.009936020041826093,0.0369398917240336,-0.046371045846580076,0.05953497839357418,0.06767206260153855
LRIG1,0.050607468168961826,0.032871458275605565,0.014291431028623841,0.062638376140343,-0.03781378764351856,0.023124093318631817,0.09141210124752185,0.04008841853183737,-0.01857752314015349,0.018827809078471227,-0.02068583621302929,0.0697789226052762,0.03482239844483795,0.0778226592268687,-0.04163366809028763,0.0659037980594075
CPAMD8,,-0.04165432109439014,,,0.05416881192745713,0.009157463444692994,-0.024810125327327955,-0.0015956866761199957,0.047535066375443996,-0.0098717120811726,-0.027536366534272154,,-0.0015727775867682436,-0.013818106799449911,,0.028306275501513007
GHRL,,0.0618496357867757,-0.027117651595393377,,0.019127421825329602,-0.018731084089838996,0.021451192178277286,0.03034182747947377,-0.016254537026489862,0.008704311710949684,-0.03446115950152777,,,-0.0391456874221145,-0.026467524035027223,0.025250180117521472
NPY,-0.01648621142982996,-0.022997083314964143,-0.011725261349829957,0.1747299163754441,-0.004863275539487485,-0.058666773126920056,-0.06067651880043432,0.05605171354779681,0.026037117063588872,-0.056419791486727516,,-0.04996408576206679,0.09452750565727445,-0.04696884794179675,0.05665015675617505,-0.009018489082367845
MMP2,0.09780677155206977,0.03963681949928425,0.035091170000175864,0.138461398053646,0.040332122110789494,0.07782910742304011,0.11215237020492706,0.027695123675328955,0.0022342952258824268,0.026580244641452283,0.0015358613564222415,0.04065265873124654,0.029153188897385645,-0.030693589120139014,0.04564310852671053,-0.009053501576802257
PPY,,-0.005866262282623685,,,,,,0.04167533322675698,,,,0.009645798364348321,0.025998296821727336,,0.012963231633211907,-0.023739836393598026
ALKAL2,-0.027393164033137143,0.04496201949083293,-0.01716059255567835,,,0.09544672181516807,-0.028130555604956916,-0.017189335832434663,-0.038889522355518846,-0.003888871631502021,,0.020848109910958583,0.04665554710819734,-0.034333653825986014,0.04378934174232782,-0.006451494838615227
CSF1,-0.01905047604382736,0.07754539553964526,-0.008588757614965175,0.06203440018014306,-0.045440092935551374,0.03859004489043405,0.11387293576997173,0.07066130673127481,0.06037363161262063,0.015020334577999842,-0.08661857319328423,0.02031897748659613,-0.0060087461375293244,-0.05346278103882041,-0.05142119452807053,0.01803599157612935
SEMA4C,-0.008179100146198331,0.0645660420085546,0.014703609000346908,0.041464227440911994,0.07846353818941441,0.056693445885058646,0.024974314345784038,0.02250517996203863,-0.016426374794816515,0.010441095754619833,-0.006976584784661909,0.07632479452626204,-0.0009624240247581493,-0.04486819601776287,-0.03555332642859968,0.03686332522603924
BMP8A,,,,,,,,,,,,,,,,0.04188099904172521
ICAM2,0.01730235990818345,0.010059235811710738,-0.01696133913389147,-0.03461413056888814,0.026178628388682536,-0.02837863061377367,0.03290090610025031,0.010737664349674252,-0.009226006954022693,-0.007198221604309486,-0.00313160813990561,0.04291821275859979,0.11958089911366528,0.05480968982266921,0.050312279925382265,-0.004184298580264375
SYTL3,0.027916994051896613,0.01036095744324634,-0.006398510622857867,4.100773713887962e-05,0.0059870073326526154,0.05110334373932606,0.08188446756330804,0.08687697564135284,0.016197307736962232,-0.0198539014715837,0.08256355783146067,0.116487847188063,0.04871956928148526,-0.032659217789575846,-0.024238362988273532,-0.03336248131793012
IL1A,0.0557721746526848,0.043620661316550326,0.04343574387867964,-0.04644517046763529,0.005127546992515831,0.050115832913336295,0.02145784020638142,0.04209123077583402,0.027299028885826825,-0.012191023062470071,0.08823609372071117,0.011011016332126028,0.07519751114060427,0.0773352283649385,-0.029642653048488996,-0.030304985569608176
HLA-G,-0.05086990476966388,0.0016611768379213615,,,,-0.013593857544154599,,,,,0.09826071517286926,0.0556752341246777,0.02730494296908588,,0.05410121357914863,
PGF,0.03331944674597808,0.034418875098171146,-0.01790263708698091,-0.045891341005312794,0.015291407555454502,-0.0019287864525752384,0.09001993924662859,-0.0010283034907557363,0.05588287087891539,-0.027127465926034263,0.04621288148147941,0.10820262307967,0.03646747875378854,0.10564445474457682,0.04604905615664219,0.036702065580938616
LGALS8,0.05613571968470481,0.0677687656985442,-0.004541226285968984,0.048388200078713674,0.005950231065677968,0.04420238843726612,0.01853936721897089,-0.021662780329597852,0.025917568025492655,0.021111145808385245,0.04191354157730368,0.02258405602648376,-0.005271032940158386,-0.05419703631271838,0.06504446745117883,-0.00889978278206685
DKK3,0.05317686286768308,0.004996648134442753,0.026762104139202124,0.015137724037104946,0.021873269001939904,-0.06543949417370336,-0.0997479251080923,-0.048228145365851446,-0.0050884289540566,-0.012651173166662085,-0.12574498347268767,0.059580129325491206,-0.003194035124518656,0.09568659092490422,0.01997875942758,0.07090985195062731
COL16A1,0.0751203351254379,0.04804374952202355,-0.025933857932475577,0.12836527961909416,-0.02945047116994709,0.014111304676311888,0.05635919788214908,-0.03255635683362287,0.03772196718410698,0.07998767417324704,0.008454285655186364,0.06640058899858745,0.06112137652194914,0.06501971133129668,0.03839831805327057,0.04704792544368954
TPH1,0.07222943574285356,-0.0008795774440495714,,0.06394372798859974,-0.031006086461239896,-0.01440458773941894,-0.02949297959808641,-0.006705982641239012,,-0.02054052362748197,0.10170093744708521,0.0826619285021474,0.09677895780021864,-0.010439576414204229,-0.03797736654775034,0.0016727337235395631
TNC,0.03202612391389585,0.0694010778591366,0.007113316362998233,-0.05250288497729563,0.02884936925268067,0.04680961444392309,0.2240443171605551,0.023347015540132535,-0.001614529308621186,0.049712024544751356,-0.06592845990181384,-0.07222220415737025,-0.020987159778641802,0.04675405155950124,-0.016212535286473245,0.015366519343226524
TNFSF9,-0.02890150224289257,-0.0027233839962546684,0.016690709042796525,-0.026485260936277972,0.04044009592210515,0.018332318795002526,-0.06657759262998457,-0.020177993625111905,0.06515878232034425,0.006824013655608557,-0.04101186912581542,0.0730420920731339,-0.00035037128969726095,0.010441613385048112,-0.03781488080781617,0.005754126100815116
C4A,,,-0.01691099476616533,,,,,-0.021508864073339903,-0.017539139832408256,0.0002503427843986508,,-0.024140203635973807,,-0.026513502011269185,-0.024726645341126757,-0.03309850926410438
CNTN2,-0.02519965526406752,0.009061568394180299,0.020107390389164558,0.10404975543121789,0.05901171300130995,0.050180637131630984,-0.025465624552600413,0.04749814743049269,0.041437764644703556,0.024503173810215852,-0.0586670065584898,0.02969389438005715,0.03761419669942389,-0.061474129143556815,-0.003877780697137767,-0.0174667054486289
F7,,0.04906595258657779,,,,-0.012510425556186639,0.07116616348991446,,,,,0.08270898507019471,,,-0.009490378224379184,
LUM,0.03950434679148769,0.09170302245192734,0.028314771131989814,0.01092621311446546,0.06798550785127086,-0.015301911386999744,0.14443147608951115,-0.029940449847161096,-0.051335008409423365,-0.038708483440536116,0.023655769630396364,0.12924087946499413,0.0188229894297511,0.04276847035528275,0.0076407055620780215,-0.0364984610796845
BTC,,-0.024353149098039383,-0.02646270325849238,,0.019470293399715417,,,,-0.021375415298290974,,0.05789023597903664,0.11660458613700889,-0.03156380725928749,-0.02274958533868034,-0.02367872314196465,-0.011146870978913268
APOC1,-0.02981029432602353,0.020519966995141456,-0.006430646726782313,0.06165320888111132,-0.01649278338914947,0.007568302802319007,0.2047966927554701,0.04401613039930633,0.010126904669132193,0.0033431565935729654,-0.04170051151690182,0.005314132761483316,0.036317624708660255,-0.044933047229597935,0.0007456258474900242,0.1294438037571304
PKM,-0.008240739979790045,-0.06477831473779665,0.0011168548379045114,-0.039271362851024005,0.022428747163664352,-0.03539251756519772,0.09733963788557472,-0.043021228944007284,0.010190159848065025,0.05050482927415981,0.07410595510618777,-0.07316989434565901,0.00442262186464065,0.11648672065860985,-0.046546903016614335,0.026387941970271084
TNF,0.03667169104403586,-0.02736337765710716,0.006736772754591528,,-0.021181677214914846,0.019571727560094437,0.08744780964737553,-0.03223045561775362,-0.008685248897370339,0.009302713774520771,-0.02697100561538098,0.01812660416320139,0.11269648331957065,,,0.038931035431725894
GNAS,0.028371038020179828,-0.023151911854122964,0.0016441662639830074,-0.09174274020499028,-0.031337357837475155,-0.07160213264748835,-0.11235592620801887,-0.025611892905569898,-0.02033156147053374,0.06297499890845476,-0.037271446031668536,-0.08645283525511248,-0.012382844559387396,0.08195547452593735,-0.0016944575933145536,-0.04201390485398114
BMP8B,0.06164241801736284,0.05981134862442923,-0.003966377701184889,0.004271294891926215,-0.013287177164862655,0.06820325038485578,0.041719428711450894,0.019970581559196676,-0.025899410654178723,0.0345062767623071,-0.04399724814536262,0.03448981503927165,0.00845557324215695,0.05483846547109142,0.0037685729603680346,-0.007635618698085731
LIPH,-0.029718343544322085,-0.0026900676579902434,,-0.01706658862661724,,,,0.04589328118373613,,,,-0.0012614713162651617,-0.024089563111775635,,0.04265359730036183,-0.034059421128496054
CCL28,-0.013420667822238332,-0.012207978680755089,,,,0.04489310264543987,,0.06932944533837487,-0.02178633484365357,-0.016289527519963116,,,,-0.018327152019941305,,-0.01908514467370709
PTPN11,-0.02926022914782065,0.03538387227861185,0.0297570762152291,0.08448836622605933,0.04350330249217413,-0.014173638226775854,0.03952919636893957,-0.02364193562781706,0.053985898823072545,-0.004437516353668928,-0.04092233883268676,-0.032858505387368786,-0.03484635399052172,-0.00366014710394058,0.0036144427298864736,0.003054003118787617
ADAM12,-0.020388089741636414,0.007784802828112055,-0.004244480917406741,0.09215968328648287,-0.02944797144341147,-0.053949041781188666,0.1387937655564216,-0.059558130587504025,0.08636373861588395,-0.007869163535289343,0.06794757694083334,0.01939626895054035,0.02457542289895577,0.040169061900672674,-0.01812434500775486,-0.07508023910526451
EPO,-0.028707896303584453,0.031568982662029434,,,-0.03327110448094885,,,0.04189099007847251,,0.04503080979233133,-0.022018962558253884,-0.005396536438819982,-0.025018847725525,,-0.023409881184653612,-0.020295465233777062
EDN3,0.08392019949785604,0.011072793073961648,-0.0010813507099378288,-0.020131680805285344,0.04096939779245451,-0.017943642640711955,-0.025439614870205216,-0.008722851794252518,-0.005990504790216895,-0.02075247430994876,,0.028504094977678824,0.026964012817353333,0.0003509346112162391,-0.012295785219372453,0.04406926369677214
CCL22,,,-0.021379550541055264,,,,,-0.020616575346069553,,,,0.057855085181927654,-0.022879353167404106,-0.0008772263055830985,-0.0205411516444978,-0.01774116016907192
CCL2,0.03991046210866149,0.07970378977735644,-0.05547493563975313,-0.002206959802740662,0.005598527623245767,-0.005225478991323968,0.1096963576461836,0.05168675967424373,0.02699505573219337,0.055236537327686845,-0.014342889590779822,0.03021020760647658,0.003240671112256723,0.04909978021557103,-0.018459779224977647,0.006017200327324284
DSCAM,-0.01172841398901481,-0.016716696351166366,-0.013112170886850216,0.056667035173199556,0.030819350622155347,0.07865471826638372,0.03250075213695106,0.008185181073739467,-0.016045313412652203,-0.005481920896619976,0.06424561181485383,0.08529271704690755,0.043405333199794324,-0.018774795966001463,-0.024090565019747705,-0.03206836327289714
GPHA2,,-0.019458224094717005,,,,,,,,,,,,,,
ANG,-0.007555570838686069,-0.024816628789177647,-0.004480452367260626,-0.09492586709823089,-0.0029129948377223866,0.04513766110411144,0.12918038512564273,0.01604227837389629,0.06246214075479789,0.041422088844312074,0.08808074809067182,0.025150217427207525,-0.00540003489234627,-0.07905280880248658,0.021471859082220175,0.09667095731499278
FBLN2,-0.008225937757777626,0.020317547927895113,0.07971105760459182,-0.0015427718466645786,0.07133503337322196,-0.032850878528584745,-0.018196287507246802,-0.029215598745441742,-0.012508273032849638,0.0024317621032744147,,0.11433715170230363,-0.012357736892637732,0.045323156206110514,0.039601095464730514,0.05916189829048497
VTN,0.17229289270708162,0.011282248037845239,,0.030759162767663155,0.035341590976542374,-0.014404583029105758,0.10334699485432794,-0.011285283933662616,,-0.017067940968352745,0.001645235510488204,0.07149440028599699,-0.017592749356999567,,0.044726855572150157,0.020991186745587753
VEGFA,-0.014327263789503808,-0.08307204134324914,-0.011616785975295441,-0.12262359283982646,0.027431937019514394,0.07780353779963275,0.15597348839536473,-0.03275247263025081,-0.020512788046512586,0.06046461807106239,0.08945580799919961,-0.11339236056685993,-0.0557210218609717,0.036411303966968595,-0.036481872596874076,-0.08480362578858897
F10,,,0.1089870637423582,,0.019384775915916103,0.03274337300015837,0.04017045376227332,0.10818196239291349,-0.0017661562285269205,,0.06250585352869482,,-0.016233529355125887,-0.019682676502856506,-0.031244679316387098,-0.03583153698842968
SERPINA1,0.043400361427706896,0.060110921390387234,-0.005435865379986573,0.08207481703789757,0.08188645409158575,-0.012081545661310141,0.1522187213030144,0.012769820015519531,-0.03646565535396355,-0.017860470433043778,-0.05045014356447029,-0.004012926061645819,0.032942849238315974,0.06409695291879494,-0.004554640627513478,0.041282916330254986
VWF,0.10077186479085978,0.08167318966384854,-0.02700635081450426,0.07574581986370132,-0.0037185029129442547,-0.020052100155477096,0.13891089152487054,0.008497342151271363,0.02858713835545468,-0.05503631572788453,-0.0466840405721872,0.1270228605281147,-0.027255475279891403,0.11114623149416385,0.0024196641395266096,-0.03196101677260102
GDNF,,0.057263454414491786,,0.024575976473050015,,0.16064414760979293,,,,0.029475313713880142,-0.05538775986625735,0.014877944178638676,0.104624364087445,,-0.032780938478389005,
VASP,0.030285539421788812,0.04853876352640081,0.029549376308647672,-0.024204212237674303,0.02468567564427686,0.01621763791079297,0.04851159485376433,-0.015503456083434489,-0.004352303442318599,-0.04276548932420134,-0.018564990126219878,0.010970441744610716,0.009774931450280671,0.07947139056139595,-0.035263305153588276,0.0013159298735544859
ADAM15,0.03864673412038232,0.02799078734133352,0.010415607858312097,0.001883390879704975,-0.02278984440321016,0.026904951483513594,0.06175155907448473,-0.013807943807560646,0.08409323353023612,0.008901432135739889,-0.0835994158110347,-0.030957444533906593,-0.027787721004843592,0.0027071313371752775,-0.0024582007980895595,-0.0017164413140030464
WNT2,-0.006638962865531819,0.06622448082250078,,0.11815215899494813,-0.026954639087937694,0.03808114653040555,-0.038718807830986385,,-0.024674633642598177,-0.019222886055554268,,0.028522507858959892,0.0713375778800029,,0.024002291812266274,-0.040918137775066664
CALCB,-0.03914452340621218,,0.11829696294823372,0.08576439270981573,-0.040518117923480396,-0.01460058587202524,0.0163882838487846,,-0.01651891729933542,,,-0.02556369199018008,-0.03043223610950563,,-0.005333409801298276,
OLFM2,0.06304344649300773,0.08901819605456127,-0.021513216820084724,0.066311697497957,-0.03155010635929808,-0.023429458550880716,-0.057470869121913556,-0.026336950086426537,-0.04461749936854472,0.02096023534916213,-0.047908812082953105,0.011967033833974093,-0.017831707567881563,0.019168439913514555,0.0363961213133592,0.0469840440904046
MFAP2,0.10160332857196448,0.09593050483365963,-0.010026240417530748,,0.044290618818769265,0.03780183798334099,0.11145021079259114,-0.003792283746348748,-0.0192035350971313,-0.04807870086965862,-0.09994893471730008,0.07498995802138934,0.00422341400165762,0.013884311055128686,0.018493942125830668,-0.004314733264453172
HLA-C,0.1350459212568343,0.08633410169958573,-0.027007440960389952,0.018247424768183747,0.06010919827702392,0.0008951813196223753,0.22132287944110252,0.08812713327282112,-0.001332454113807135,0.05875220619027488,0.06852957381663735,0.04259029281479635,0.0015142510229666335,0.11890408777013578,0.009722788261536724,0.0623035164288591
THBS1,0.017315954826100696,0.04393375874229664,-0.025852564366502725,-0.11925720144763036,0.07586948224201637,0.0033820351886477908,0.08733646902592485,0.030727774042079197,-0.0005545605626727324,-0.02955773812492179,-0.08469626518845721,0.014225594943989874,0.021232531168322917,-0.010131487906717418,0.009848553440789214,-0.09516500649259856
HSPA4,0.026773349192064543,0.03844354093967001,0.005398796124164259,0.06091217564358615,0.046417117332044164,0.019373422719762015,0.004174956344970309,-0.018010805888199033,-0.012332959833150062,-0.007877340422904007,-0.022361038198828228,-0.005053748092924912,0.01320245861226003,-0.017903483020198792,0.05327674523995433,-0.021337774057984493
LMAN1,-0.0054635132138345635,0.07104114027287148,0.0011771908488504808,-0.09368008920152665,0.025930817871733177,0.052053909105433976,0.1332453278344783,-0.004856993565903156,-0.02376390058998648,0.05235109939385659,0.05985186615055801,-0.04611337345896992,-0.019169971203401862,0.03499847533134541,0.012223010414898518,-0.04775771920956714
LYPD3,,-0.016203889326180262,0.03155170658630131,0.1564261455711212,-0.010667667015111727,-0.01810364715912888,-0.022479833034271125,-0.02540313392478391,-0.019877627326343846,,-0.05998092395907829,0.05742070291295411,-0.014480927716208068,,-0.01679479645065093,0.007412361254468467
APOE,0.037706220604288423,0.01178587340997846,0.043685853137887726,0.02894259129578016,-0.03235934678224299,-0.025080793890317105,0.11048645288553378,0.0520229490680099,0.010103875285583059,-0.042604801122546575,-0.06083772900266135,-0.001941013468345276,-0.038274165263723174,0.03633542045430957,-0.03055717247189992,0.0903273781605401
SOSTDC1,-0.010867963229989097,0.07099487377095337,,,0.10243479737478332,0.011912052438449243,0.010675417313434871,0.06764578732036075,-0.04586585139359945,-0.03123367303534558,,-0.012460341070880515,0.059848981413051595,,-0.0240407134689029,0.014512307109919943
ANXA1,0.0006319096683406483,0.058746587720725066,-0.02933081399657346,-0.049144214009834764,0.060671984540118504,-0.0032698298678659806,0.18655270232272092,0.04362759951828724,-0.021364712570162477,-0.007888815920991438,-0.014426298267449834,0.011720896197242545,0.02116977516234898,0.032650513408023094,0.03022511777909143,0.02484466018973437
WNT2B,-0.052277770400728625,0.004146085890107924,-0.015465109730218266,0.041874646969652506,0.045289126886605593,0.11497601136644132,0.03306172453617251,0.052597280154427,0.0375584813544267,0.027712917857960005,0.043333144766918893,0.022732234483008984,-0.02116539670579468,-0.036340165590763,0.025905017131815436,0.06270990984217048
AMH,0.024468568858873673,0.050407485926514055,-0.014096972037244098,0.010485469548277624,-0.041653754832942126,-0.011625809713627614,-0.03469240724713379,0.06173411908982827,,0.014417460954589532,0.07449603840350782,0.06850967653299626,0.12682891576010016,-0.018327149682839855,-0.021659457701063,-0.008782972548780035
GDF10,-0.005381298019798442,-0.03184595214341291,-0.022171255705587138,,0.06912401699859536,0.010373582245676053,-0.044192071506150794,0.05593733454935904,0.16652873806404275,-0.030272131126299236,0.013610756934184553,0.01311167134729063,0.002722392081377664,-0.023130921133713258,-0.028240379234874893,0.045264981655140916
