,MGH258,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Bbulk,ZH916T1,ZH916bulk
DCN,0.0102561808128431,-0.07569477237996941,0.01075262941989124,0.009193961049263705,-0.020086392796308094,0.017249511569948018,0.0009804665362931487,0.13256012550065416,0.008265031204087843,-0.014897328480897032,-0.025156010240127567,0.002358545323863214,-0.03260536792206999,-0.08541715874804362,-0.05711450978917371,-0.02401838480140536,0.027616076728917523,0.037220761069962825,-0.05440495676462377,-0.025660842832230468
RARRES2,0.04199089279580123,-0.015199386081589383,0.038997034225144216,0.011779526747165828,-0.030764669515628538,-0.0039356249900767745,0.0020798638258113147,0.09561457495954946,0.027240509286317206,0.0356932796616772,0.03528088699086862,-0.1002583859744845,-0.006874785959422621,0.0631005810357778,0.0611741601654673,0.13078965530365944,0.048333984829991836,0.06853200528983867,0.06486633205753943,-0.021036044221842576
SEMA4A,-0.007092146632940398,-0.035710634268442974,-0.007584520828149292,-0.003913448368540306,-0.01447267636770212,0.009246126270885011,-0.0006795338756974716,-0.01230917521804198,0.0357467074276895,-0.0384652668376113,0.04847390214492265,0.006321590727019136,0.06029441629661891,0.01883625660719137,0.004994095346180113,-0.05379073861685511,0.03990215628405623,-0.02328471327561361,0.027481802058224744,-0.028015256124244436
GDF11,0.06573546906684695,-0.06066259075642074,0.014930738955162441,-0.005478206367849055,0.029190094492810566,0.04824636380222509,0.007957150579146857,0.0528592524696215,0.03598202752405658,-0.0009127427955504193,-0.06883303464398992,0.05467671346813017,0.04113671665518846,0.035692300228696475,0.025227856564650916,0.007352565686540017,0.1147861905007801,0.06147579969482073,0.058369747994785635,0.0014521932764420926
GPC3,0.06457193864060455,-0.024589505238101897,0.039818190392974316,-0.02695911199960759,0.0029317676621164373,0.010337572721740743,0.03533411474317918,-0.004514726192870208,0.020346217806058362,0.06647292125400206,0.12147134594162814,0.05341324003062397,,-0.04046905575592575,,0.015351202210641887,-0.0369941581888941,0.05212805674041353,0.07679869622480241,0.04432032989387472
OSTN,,,,,0.008213705591464254,0.07018946907738033,,-0.006327184381427309,-0.03297495773730582,0.0032184431439979317,,,,,,,,,,-0.10988336870413642
GRN,-0.03330656724207971,-0.08425400255792088,-0.004167206524635558,-0.03557238084048526,-0.05937587615240966,-0.06821595086722636,-0.004612693829536115,0.097031921242775,0.011933479601013219,-0.010387063335436568,-0.02056644224468328,0.03075403989897244,-0.013108248338629856,0.034448202865130145,-0.049831701135396846,0.035638682614932436,0.08404060657000997,0.05627962459997477,-0.09412571798818342,-0.09684471209725229
CALM1,-0.03274145812827882,-0.048289010228636464,-0.06789076137733761,0.022824181349262472,-0.022685534227203867,0.05089531385361368,-0.004744502595967902,-0.08416475787886467,0.0008119420760495044,-0.0031285886462738602,0.05363151588855776,-0.005869240829097658,0.042548309478820996,0.025890404246188107,-0.052867848633280694,-0.005013229238466892,0.04487458024550668,-0.05329043480708048,0.11398087554872131,-0.06178897814703876
ANGPTL4,-0.04323225295942792,0.029429617787925515,-0.008159689460054987,-0.04963030344131946,-0.01969405639040823,-0.03148500772941608,0.037113871649007334,-0.016004924697140526,0.03024084884498532,0.03948686406548516,0.013266384047622107,-0.0434142098014839,0.014368488298491662,0.05144282648825514,0.08538582441167789,-0.05669664394941765,0.09838531263357918,0.033047938183004215,-0.1180664358938861,-0.03817163007141234
BMP8B,-0.0361395878345779,0.025047487648568203,0.009912534003770467,-0.019758703836533432,-0.02306379973542137,0.049146110439697216,-0.002648784213028934,-0.0071478695947437025,-0.015395810198649228,-0.011457638307615068,0.012733456378933177,-0.004719387311740085,-0.00630650548907823,0.02600169381524465,-0.026971818492676745,0.06009706905241719,0.017826539299809808,-0.00988721462636974,-0.03024108945580681,-0.03789419209892492
TNFSF4,0.008451698436767553,-0.006276397894332641,0.0492827906799209,0.04443680621111799,0.0045909425280401,0.03333096148576018,-0.020464927312651218,-0.03452674460868729,0.04398041371194923,0.009723055422590257,-0.02460841022050352,0.08016988887070883,0.07743271850959442,0.09040859583058024,-0.036537389957093165,-0.04569849150854942,0.04496019449430579,-0.015468271313914936,0.0003562448511777926,0.08258519106835047
RBP4,,0.019080550995653846,0.05532217272231523,-0.026642336259510103,0.008711289933837341,0.08330110136008533,-0.029354780322000493,-0.024973442808849527,-0.007606390139999491,0.007036856068396563,0.015245111125080937,0.05995250732633857,0.06292004470340444,0.04610523911837783,0.012386950746672369,,0.06178226461914797,0.06627871011060713,0.06711450669899943,-0.041585689962144116
DKK3,-0.03320990797934117,-0.06209034738218136,0.03932325656860764,0.004499335397424543,-0.026417124450553022,0.06679677355334947,-0.020131994830470595,-0.09705256043716597,0.010949923850964697,-0.08466597810357253,0.08926215204693523,-0.06862147274487251,0.009121457395124504,-0.04440480658706729,-0.08014243908753624,-0.04627151530379527,0.045283570326340776,0.03871042352488642,0.0652790888064016,-0.05207076837746362
COL11A1,0.019757623052008223,,0.012422609092453372,0.01922812144816524,0.03655155609277694,-0.0011429444094761007,0.04814751535162907,0.01596146988884432,0.03798901678694144,0.053343493813609935,-0.031316901611533,-0.006985725511466946,-0.015833919037319167,0.06495778912255816,0.04259457581166953,,0.06416644697068095,-0.0414286186199546,0.04121835182633489,0.07217134400362143
COL5A1,0.07133589186437896,0.017064565119420855,-0.011582654939459914,-0.023559491079160586,0.06366456504863978,-0.022031761917753856,-0.01169297382618416,0.06988537113334259,0.02070599714720603,0.05226823288417547,-0.04362939363919007,0.05276309957082501,-0.021653072156635086,0.013459929952006646,-0.02524483800605008,-0.08134695020452326,0.1054036568875698,0.04270758322127245,-0.12120684058227282,-0.08930772656866608
KISS1,,,,0.021984757068487744,-0.03276084616221812,,,,,,,,0.01789635998695351,,-0.018289811762268304,,,-0.016219116156374995,,
MEGF10,-0.04189910069240232,-0.03496316024940723,0.015393804556916997,-0.041093254971771714,-0.025341221530654285,0.004816891987570772,0.0015670988814045347,-0.00316305560948692,0.03567852807527257,0.004581788416883999,-0.07416521287405407,0.007276688730544003,-0.009715299052116308,-0.03426298036756407,-0.06628121163800935,0.009978956670292985,0.004192789467517588,0.000226175262362183,0.15254606353849512,-0.015678609100171267
CEACAM1,0.07873274692659592,,-0.02060116601719488,0.17435363704063636,-0.0205379887604994,0.008557872261280328,,0.023995970915148875,0.026841818597173356,,,,,,-0.04892182683077737,0.09371757704481891,-0.012924981066909815,-0.01583991839541657,0.01991820975379663,
EFEMP2,0.026859643069759114,0.002726288911661945,0.015643207498898318,-0.027911506574219227,-0.04426300490781715,-0.005662960665395198,-0.012741532946382387,0.0931158338935744,0.003947829520637144,0.06544196556954136,-0.023609734621246253,-0.07473564271784709,0.0011660127299532243,0.04123205936568061,0.003214825021721749,0.029923185401146305,-0.020466218140817095,0.0008384793886790302,-0.0374817234126631,0.04403938830120565
IGF1,0.051688021135928186,-0.05892525506904164,-0.0090234962719651,-0.04529052035537998,-0.017627381910093394,0.031197915077929034,-0.02389655993501494,0.055819372785636506,0.049808550266362286,-0.0005995608376174713,-0.04579010445374618,-0.022007722523118674,0.05827263952460883,0.03320572374045039,0.06303228392002527,-0.0642603378096784,0.014850381011501552,0.05166442346887845,-0.01853589870706788,-0.007760495713370734
COL6A3,0.13593902756118212,-0.0067835339635614715,0.0004579488027574284,-0.026454833348595472,-0.009976772977103454,0.03346671833728605,0.016572680506837825,0.02495690764087359,-0.01657099393537047,0.009213385377215009,0.0031828686966032123,0.13101815783623674,-0.05022700455246185,0.0495449584462231,-0.06254249203373989,-0.0030111202930759875,0.02937172209372981,0.053068452036117965,-0.0993668002958076,-0.05844272776301438
RLN2,,,,-0.018111985531722476,0.027307264680394332,0.08750804320111061,-0.024041493515630764,-0.0027941441275213595,-0.005744651228883492,-0.025414722584324242,-0.031653993510464565,,-0.016006088988743224,,0.022803591926349204,,,,0.05875230952731815,0.02993405785337065
WIF1,,-0.009709049744289685,-0.01921660740178867,,,0.0393545158338596,0.022699686421199863,-0.01838309940273014,-0.01018698790975826,-0.0008974014787473708,-0.014328331623070373,,0.07345547298301985,,,,,,,-0.02657574909187657
IL13,,,,,,,,0.006557339146664153,,,,,-0.022262670515635807,,-0.04132249294356849,,,,,
PLAU,-0.03533532625001779,-0.027773585138296187,-0.028212189415002826,0.04344757205525926,0.009551937635856045,-0.04736752182913648,-0.01414296598075976,0.10042473637188268,0.06924521013342073,0.04535872249710465,-0.02044941098676739,0.059222247034378506,0.03314980362065721,0.059787908212861014,-0.0545199995891244,-0.01540338168941483,0.09685969567463032,0.041748773988842254,-0.012250324999465687,-0.004445697801922259
CXCL12,-0.022145376829979704,-0.03213553264803358,0.0006098614606253803,-0.003320445594394164,0.032415601840361054,0.06366667857246212,0.05425726872421435,0.0732564767889572,0.01077355682698873,0.026966907975559253,-0.03007224908625313,0.1107645748924269,0.022078439838921254,-0.012732884475851783,0.029162346055046896,-0.056722227543260804,-0.003496175932766746,0.0750224953641527,-0.0866855743082238,-0.037839448635349986
MMP9,0.022670994388073958,0.0968449987312667,-0.007855590472234145,-0.017121415194612504,-0.019472639220262003,-0.07865278054312214,0.07054012335811985,0.18362253776138457,-0.0010958364071113017,,-0.02231165536291743,0.016815558199478338,-0.020186984012654452,0.03633077564571694,-0.09098150778789779,0.04045596614503087,0.15230868377565007,-0.03502386502271743,-0.1388528898572598,-0.060144540062286075
TNFSF14,-0.028004123668804868,-0.027651138869535616,-0.021420914017998543,-0.012795172963062157,0.03767964464932633,-0.011082388015155611,,0.02124610360588513,0.048926150789436504,0.021711977604262588,-0.061022812627054626,,,-0.04046903080525643,0.016875657460648837,,0.003974693018688999,0.03319230969112,-0.008732748347753134,0.05355312730308391
HBEGF,0.007709401574542712,0.004386396392393003,-0.014477618638268767,0.015709140357277242,0.03785144460956391,0.008006344043386123,-0.010408016028680096,0.045651339371763605,0.05416531262100546,0.012796062113599141,0.004147456653784777,0.032620236402282114,0.010943850246621463,0.1149283492639793,-0.06315416461229481,0.027627667454031543,0.13754731500936168,0.03951224490049031,-0.08173568059365385,0.031931713755819414
NUCB2,-0.04273989441187748,0.11198164990436286,-0.027401384829930986,0.02752799930131731,-0.03292664829931954,-0.0315798919019696,0.057570388108464106,0.08316582296999205,-0.0336770605921553,-0.040293740101961045,0.10932454835919928,-0.012346407370628174,0.041187844970079615,0.01170095930566098,0.08567912519273331,-0.1000667581988625,0.0032384973250533405,0.0005505785549017929,0.034409539619120855,-0.05796459925627763
VCAN,0.01889537969025205,-0.11492586360570364,0.005456071629164407,-0.020160345889519312,-0.044790822388578434,0.009876204887206896,0.041573281751139016,0.03739974239238678,-0.009090016524823472,-0.005903928704641453,0.08315592349165378,0.012020648459473137,0.03105583496230942,-0.12955923046916362,-0.043655504785146675,0.015244955976475289,-0.05191566244936452,-0.017369314795350924,-0.11067816789912285,-0.1396769562017849
VEGFC,-0.019091805270450297,-0.03335898301687462,-0.03122499744491949,-0.026454837842642485,-0.031214928104064395,0.032671951824704,-0.030565190652725754,0.07243173370150031,0.04879390962503238,0.007932283994598804,-0.028413174279456947,0.07741944756162934,-0.019372225364058752,0.019658211913490976,0.04615722101538579,-0.02412364192787829,0.013705500439418069,-0.028931877889129466,0.059628233548313106,0.045160608702170396
LMAN1,-0.028990063771504194,-0.016315745345305766,0.032186560302232846,-0.0037597507995160194,0.01691601734888414,-0.01611844060528309,0.06039212372288215,0.0832332707010487,0.016186044959317823,0.007354533187898935,0.00612542595525099,0.06998027412760076,0.02372104575288243,0.011421655617902935,0.012226173468575215,-0.02440219516712925,0.020897820878543194,0.035028389058235014,-0.07865124509117107,-0.1374098739645604
