,UKF259,UKF260,ZH1019T1,ZH1019inf,ZH8811Bbulk,ZH916T1,ZH916bulk
WNT3,0.07735308172223639,0.011881121980315911,-0.046316897825556785,0.10577560105179964,0.10622673275476013,0.051702170377209034,0.09863070344153103
HSP90B1,0.01245983847304354,0.07448819737299454,0.0023654087310439075,-0.0018761667415718108,-0.07673015287845299,-0.0213459671139529,-0.02202381946198151
ZP3,0.003222459591812546,0.0012844166452634202,0.09533323113276508,-0.03161358109800602,0.03772871170626445,0.11400794911873126,-0.00563526454736352
NRG2,-0.012459627055294973,-0.029911561506850464,0.029996812987457915,0.02745179979971419,0.01320066180708062,0.005257972478584933,-0.06263850764905704
MELTF,-0.021758031573618174,0.03472624944412736,-0.06878806981315277,0.014995903304741449,0.020731173689696854,0.04423536588095387,0.04676784992180487
NLGN1,-0.0020612534184448173,-0.05324496197879517,0.05648662355561029,0.0029642414767611074,0.042910424339335014,0.03776711984122633,0.004465610310793632
SLIT3,0.020076195592488733,-0.05461094434059759,-0.03294738302442877,-0.04435004899331431,-0.02838413805159362,0.060997573889093604,-0.023326644187771643
CCL8,-0.039410235657890175,-0.04763570704372453,-0.02284527270971697,-0.039881697526504,-0.03168997255824573,-0.03666733856903433,0.062001146841839376
S100A4,0.003571583349991737,0.07966466925422118,-0.018289570436881033,-0.023401569415489792,0.008087443682445166,-0.0028686557387073426,-0.033364499906730405
TNFSF13B,-0.001569796086061367,-0.020284136531631473,0.03599720424039205,-0.023021130930205483,-0.020648554856406848,0.07025979727574441,0.11010814204813495
HSPG2,0.0021221096699094912,0.00037841287642553393,0.12698747379636124,0.0181628905926939,0.035660555812049057,-0.032447483627388155,-0.05104629194303602
FAM3C,0.03195533233504445,-0.01695169437795667,0.02468586760730676,0.06846693965687246,0.00944638309560267,0.046702086286575746,0.009564540748174514
FLT3LG,0.07481981882432816,0.0553898161863395,-0.006608715972869198,-0.07195597045114285,0.1375851301127779,-0.02666516702012933,-0.03383896378211595
A2M,-0.03304226263944375,0.011094824099421018,0.1419035117246154,-0.08863921696164773,0.017331871568271207,0.07417598816191563,0.06244990667975147
VCL,-0.043003218553091714,0.01964958495521698,-0.024292816000370858,0.03645698320034172,-0.009812432341267668,-0.018829860883931137,-0.05712941111862618
FGF2,-0.0048022739619637735,0.05584231165504709,-0.02141303242781397,0.0199370180150025,0.022732161655729017,0.03502827095195306,-0.004439269270491777
AGRP,-0.025749453731169634,-0.020964916157198362,0.05417354709570634,0.04188121957994887,-0.014481555740981287,,-0.02010575506411884
CNTN3,-0.03049296737032271,-0.044351420633751124,-0.061921751823011274,,0.042638351531389354,,-0.005719540048718416
RNASE2,-0.009346169927134822,-0.00989873927261344,0.07267198435193531,-0.016108611593998023,0.04485473363500203,0.034261433554828906,-0.05472601850424759
ADM2,-0.00479929266165245,,-0.049489788298049106,,,-0.013741081217340993,0.02581239614156235
GAL,-0.011883332043936691,0.02897909787333731,-0.08969327490691122,0.10943810937223082,-0.042504322072609714,-0.013556337294392236,0.10327640544765213
IL36B,,,,,,,0.11594169271650377
CXCL6,,-0.02096490414065894,,,-0.014851441638148865,0.09380620726958228,0.08148875132602917
PDGFC,0.0001933722813052946,0.0490575368982503,-0.013528890580075862,0.08208382625726178,0.05668970490414715,-0.02029860258180293,-0.08310082720214132
COL8A2,0.012967489640847063,-0.02783228663609783,-0.02095506891743576,0.0633785918049288,0.017529994300444014,0.05786013706148365,0.13740015632084665
SPON2,-0.0340431438416205,-0.03674383112228354,-0.023470868747574886,-0.003572192186769268,0.05339645517517261,0.04448394783258507,-0.06002004075793597
LCN2,-0.019122420407134553,,,,-0.030492282144426345,,
SEMA3D,0.008962075387582263,-0.015921925981322728,-0.0422862294941012,-0.023317261908908964,,,-0.03982787828053263
BMP6,-0.013620434155179158,-0.025379587591535847,,,0.04811599842033544,0.01677085769154399,-0.022062459894259187
TIMP2,0.022769765389665,-0.07945199646767587,0.022613636746820022,0.009172298899201858,-0.04479276440500602,0.04976558549187275,-0.07840167078287716
EFNA1,0.02075321362820005,0.033542480273642185,-0.07559616808372106,0.005347137860327535,0.05339957671558527,0.06242535750689062,0.013660148446975181
S100A12,-0.015707124045255302,,,,,-0.014974376835407924,-0.01890351972726879
TFPI,-0.0022468940825864153,-0.012331098128872989,-0.10425309340434613,0.03642092144160435,-0.02124916951086192,0.03254805839151104,-0.02752919176266538
GPC3,0.05507035328558749,0.016271338041466802,0.05690869659328544,0.057911882492563974,0.0479884673314719,0.036882257615109895,-0.06316601400328901
NMU,,0.010624239871364589,-0.003492604121303254,0.01602484019229723,0.009004470824365183,0.035132170474864464,-0.04625035072527273
SCGB3A2,,,,,0.06609408412379257,-0.021615788864902372,-0.02206247964272274
LAMB3,0.04206657660263617,-0.009858874986325244,0.033506622742309936,-0.0033349013778124622,0.08692711121875957,0.052646556611496,0.0626937826776309
LGALS9,0.02831710866740467,0.01013965016352016,0.04421276374515125,-0.018220798044384805,0.005267429989793043,0.030303335366427285,0.008563479425145105
VIM,0.006274567357166289,0.06659445856178522,-0.0617871968332208,0.05756858805821485,-0.08990176070600799,0.0659931498823858,-0.0020438555717294925
PLAU,-0.012875073724341641,0.007145526122795049,0.08917272218646588,0.05138741635114015,0.009122608299322219,0.02796151294871749,0.004579969875472006
TGFB3,0.0015122378491324742,-0.0002475396591070623,0.003953878374421228,0.019349480579912176,0.04905881144757272,-0.0008463602194597277,0.045896936740324475
APLN,-0.013869012159333876,0.0432933260171501,0.008484543755168123,-0.015253376237844273,-0.0024074936705619932,-0.0856982773899423,0.03339923719048566
SHANK2,-0.034480524164461165,-0.04798780875652669,,,0.07905334961852067,-0.021370867334356464,-0.03485656212701811
LTF,0.0369003672537662,0.013105946932934627,0.01647969844637449,-0.038580404101855856,-0.004674397894072657,0.021927599264918114,0.0899939475474744
PYY,,,,,0.0176613045019171,-0.02268990834138538,-0.02010576003087282
PENK,-0.004866930387302066,-0.05353983536803193,,,,-0.016277305507845913,0.01440879857945276
CTF1,-0.05977197065315555,-0.02018632105990281,0.12386025824271235,0.022260758938916034,-0.012923697478551724,0.046770446606469715,-0.07144092348138523
COL3A1,-0.030668833153322337,0.013092196027777146,0.19504310155488594,0.021853270780376802,-0.02703899532989295,-0.0034176975233776493,-0.06972460195392473
S100A10,0.051429046230928296,0.07907659693105483,-0.0817848805756662,0.06446477130804594,-0.07274003683928201,-0.018119662162338502,0.012601404067179287
FGF13,0.025940961219386556,-0.030365789109779395,,,0.005504432506942489,-0.02245499359665802,0.013061636482433985
SEMA4A,0.04789802981499489,-0.03790994734181522,0.039533218214719536,0.008990096575522135,0.01681599446778481,-0.004352255363117339,-0.04813719842045155
EFNA4,0.012325795097326842,-0.03236457747581486,-0.03362231873476903,0.019001463160720954,0.030762913703916817,0.04916165372300377,0.058235105228141314
HSPA8,0.009015975221061666,-0.047826060829843316,0.01547001426261575,0.03199764198524855,0.016656270669591838,-0.046476025560906215,0.018348458678379417
NPB,-0.013620435463863384,,-0.07341699744152191,0.04296699770190035,0.06804770722996996,0.013309884796382962,-0.007046499162201551
ULBP1,-0.02334133520551607,-0.01971651069593016,-0.01610815526309887,,-0.017693278920343086,0.06948220800456874,-0.039020563095129586
SEMA3E,0.030790824752511416,-0.002474025809612766,0.038806323187797635,0.022116261054550522,0.03420514597863215,0.028453369073802515,-0.018625335107204447
FGF3,,,,,0.05663025928961702,,
ADAM9,0.02983181853536074,0.019913584446317946,-0.050176821330965446,0.038686768582456815,-0.035918733571269186,0.053996638429601104,0.034465029858010005
ASIP,0.010740080895488615,0.017836233392575535,0.055048220610265354,0.06432789333912496,0.054524885009998005,0.052527925057190686,0.022892256220589047
IBSP,-0.06599837603808915,0.01043469696063233,0.02723609667740547,0.08871002544694266,-0.0005699358587187828,-0.019789450225822784,0.02755932650176296
FAT4,-0.020529657626128947,0.029606166126156713,0.007096724777574719,0.027172687695065412,0.048524642945607786,0.006562922073337553,0.0691841143106844
MDK,0.03830313300142562,-0.0039201246966422375,0.011747885212178837,0.05532011069945033,0.06167071966714877,0.08229848098039627,0.018067473755386407
BMP5,0.03677976428550047,,,,0.0024180986412200463,0.026529962874750665,0.011044981173258275
CAMP,-0.024369669111515405,-0.030483890911234057,,,0.0025793749422922145,0.00550072712776298,0.02855168573567764
HSPA1A,-0.014011202556809071,0.07753988349467314,0.11204532415929894,0.030070970786262856,-0.027913074270311145,0.045982889732077904,-0.05750425381180676
SOST,,,-0.03349539713517568,,,,
SEMA3F,-0.0059135738520741925,-0.03208837308636997,0.033876808303710024,0.05558424564700332,0.10115294892326775,-0.0014001964906796035,-0.05657573415589542
ARF6,0.023879780146674832,0.03613397813753095,0.07707466526792078,-0.06181602936702629,-0.06296790286528113,-0.00834319891066707,0.009607730399482924
IL6,-0.007010715807390105,-0.004763406758325836,0.08140630195432472,,-0.004140332500104077,0.10028385622523533,0.02530000001974588
CALM1,0.011827430794760632,-0.06868706351302671,0.004745012181170057,-0.09848232801375469,0.038090208734274544,-0.0694484888485688,0.031363801554737517
VIP,-0.021268655289317522,-0.050791501545532046,,,,-0.018771014913419804,-0.05668445164536895
NMB,0.02780493368352404,-0.01504292329001868,-0.05724023256835593,0.0858374224997503,0.012237850289917298,-0.01968557699686864,0.05499092500423019
CCL26,0.03136099843437384,1.6365314757305953e-05,0.012848731929325277,0.1167071777860137,-0.03192763219569017,0.028444497876507036,-0.03068825785001126
FBLN1,0.005600979939852872,0.015400171613393118,0.1345502849507406,-0.08113614552845123,0.016991653516663364,0.013849329525442123,0.051200662761165076
SAA1,0.02830868276868851,0.024150160853726458,0.05834734957017236,0.10261327906807254,-0.04244905809236463,-0.023051616788966826,0.025369498287127177
MICB,0.015029220964280738,0.03660176321091659,0.1202500758851266,0.08732456282230379,-0.03387312200462526,0.015677493773320218,-0.014178495281473805
MMP13,,,0.17447670177621405,-0.038731640520503326,,0.08648583309371664,
F13A1,-0.04164362621330515,0.03781553621003635,,-0.03301693167039364,-0.044129688188204605,0.0451435433667235,0.006835284235435358
CXCL11,-0.011198470454831546,-0.01480203248694947,0.05227962958389016,,,0.004482449763628588,0.15071712009065377
COL5A2,-0.0009766579767529,0.02219213266344792,-0.05282800944662524,0.10006675544639787,0.0011590597429179202,0.020392643280673025,-0.0005114880986076188
EFNA5,0.037912356964771486,-0.04238866728017856,-0.062426920866368,0.03662495328465203,-0.029638816663977722,0.030964388035592285,0.049891239350399186
AREG,-0.011419717013012705,0.03291294275380504,,,0.052531238428228114,0.08187882616446442,0.015504196965232786
EDIL3,-0.017365693799780414,-0.10107638209321135,0.03828338005817788,-0.06409261031807958,0.005771122415476195,0.04802318652369419,-0.06155233321750324
CD86,0.04564452601935561,0.07944932410081713,0.042886546945445296,-0.01216364643056571,0.06288316657327059,0.04737502513251086,-0.0777527899467993
AHSG,,0.010774352498677855,,,-0.017496420235396253,,
WNT9B,-0.01235915677999663,,,,,,
HRAS,0.02539099375054602,0.04704682362390047,-0.03929990722642408,-8.075154009423369e-05,-0.06011201626242571,0.04089928525684503,0.04630759512891766
C1QTNF5,,,0.015851574650215458,0.021773530427908725,-0.036486859300826575,-0.033109032702703343,-0.010091188003048784
RLN1,,,,,-0.01956086814583282,0.01958804074306933,
COL4A1,-0.03459857599839447,-0.06191123712138559,0.131520110784667,0.01687156867733238,0.004081564855805141,-0.06701682195744443,-0.05796684738413713
CCL3,-0.015893412274360877,0.07362545751021154,0.14581051803381778,0.04791851810822971,-0.024041052204368068,0.038348673812561816,-0.022914007993999244
BGN,0.007020208667655486,0.014828073292304523,0.05156373541474242,-0.03818216521944354,-0.0034750939051963747,-0.017002144305192844,-0.05429262696475731
RETN,-0.015249638465534083,0.014668533826664209,0.16461561523518203,,-0.00761523702650187,0.06969747899690056,0.10367207780367661
S100A9,-0.009044404247982646,0.0548261026064541,-0.06549233716616212,0.045298167526174424,-0.04270236065762855,-0.031059371029703537,0.0492783908687524
HCRT,0.01482528028637616,0.019641706682304954,-0.027011450134082928,0.000641221433429029,-0.04238567879614301,0.07592400822487012,-0.034130409908779
FADD,0.014619308999784253,0.015804344259004788,0.10078976315084257,0.10331103418009963,0.03167304937892631,0.03938539516406284,0.0504630165288181
ACTR2,-0.024786112834723092,0.012416299964354456,0.02244388542029542,-0.030078532663151393,-0.024517830641660455,-0.011965104278602381,-0.03670236418548843
BMP2,0.05305121769472249,0.0528835335741712,0.0054289314895493695,0.04536737386073063,0.0205207958599151,0.10318015805760321,-0.010215132191988819
PDYN,-0.03714106892292433,-0.061719719656815414,,,0.11788094764168693,,0.02188864800052167
CD55,0.03404757264277138,-0.06382209186138789,0.08771616689270881,0.08897196189231778,0.02954575464601275,0.04889230306825916,0.03726919326021183
OSTN,-0.02555624825944813,-0.023544141746786186,,,,,0.0035232802520976272
PDX1,,,,,0.02593718727214579,,
CD6,0.06814437985903941,-0.029615726265400294,-0.008075959976558727,0.02069785218734446,,0.000935217007310297,-0.010939146212161348
IL16,0.017347969860241917,-0.011950051432262103,0.06837740673744418,-0.04509400983943874,0.029525990496734433,0.05309227330692104,-0.014528425856444885
LAMA5,-0.023064963962490703,0.010833951721460585,0.00018361703436228877,0.09250828056975399,-0.05715812601264393,0.03442268165106944,0.05385078739195381
RGMB,0.013095551746206559,0.05992130631892255,0.04921174003100609,0.11592889828120283,0.0179765952856076,0.028463093245568647,0.03988786140413886
INSL5,0.032767143928641065,-0.020964916157198362,-0.06676335135432972,0.1290427731647644,,-0.022336757054799358,
IL12A,-0.028653057981156454,0.11628171992463124,-0.04310690840327245,,0.013769623018140106,0.03219272768449345,-0.052640661698681646
S100A8,-0.04075424775406356,0.051374058900550995,-0.05847479062093796,0.059170433893954405,-0.03043923044499177,0.012093011711023095,-0.06293402410051452
TAC3,0.0532571274154158,-0.0563205624779127,,,0.042157039794944846,-0.011115976589796602,-0.04136212739672846
TAC4,-0.011564088356970608,,0.03321577740247929,0.06985121606831135,,,
MFAP5,,,-0.03176125038392139,0.08511963871002051,-0.0001677356859743689,-0.02501048732413973,0.10514346372174514
CXCL16,0.003576457876882376,0.012775679436954184,0.042294187346001766,0.060616904786642264,0.04274043823914148,0.005071158801171687,0.02104566450753089
AGRN,-0.0581419963991383,-0.026918398832016622,0.11500204800982711,0.08990567655923858,0.0632941656713873,-0.04321175141145408,0.002658327369599726
COL4A6,-0.016870001193040475,-0.05594326527084607,0.009215727875479182,-0.0582965624830728,0.11738887315024103,0.06821544168134286,0.1273291861155463
FST,0.04611083165872995,-0.022335102290520693,-0.11186471353636078,-0.05235918830245979,0.04665528764152043,0.06379248659182465,-0.013115441451522412
MEGF10,-0.03044345797755795,-0.05584263095343017,-0.0006316523893124324,-0.028211066509615173,0.00862902969916066,-0.007530754008590467,0.08395799821652834
C1QB,0.0032535513299620823,-0.06758042821738969,0.12021407288026192,-0.08403885342809769,0.048747296180699805,0.07360000697416652,-0.07206882328364793
HLA-B,0.06014984120868633,0.05909997219146458,0.027465796711951682,-0.0586374753438075,-0.04870284567556749,0.0478019651663434,-0.10911852658161228
PDGFA,0.0048609422099738595,-0.04827673074991748,-0.030082385329262416,0.11014833877600626,-0.030982632316218377,0.007201849807082187,-0.0057704693818558415
LAMA3,0.0734214609863153,0.04220601586392078,0.015849655172041163,0.15570077010292238,-0.015399743121880506,-0.007586384880243411,-0.031913122487888794
DKK1,,0.031546433149987445,0.00595795846473424,-0.004303277740472907,-0.045717688510511126,0.06455453689632837,-0.06972140583631088
INHBA,0.014988642751430827,-0.050940304099710385,0.05426150037202494,0.045837227738021506,0.0010573501364790655,0.01894018323299202,0.019544980172296514
LEP,,,,,,0.0504965958021029,
IL7,0.06424903773850553,-0.022657491858952383,-0.043544969653622784,-0.04624015652586316,0.06858476899438866,0.007302696046184252,0.02897333460260717
FABP5,-0.00847042679601699,0.04997687617043308,0.01818297811297272,-0.015535220135043982,0.046735614444735396,0.12109891142396398,0.05868744011457313
CCL4,0.02831990163719242,0.0051999136001041795,0.07358627139398659,0.009933980884201358,-0.019695410994938614,0.03770421742052502,-0.06974895353520937
FBN1,0.007388624424874384,-0.01781566561673786,-0.027820929636118836,0.13961132185226666,-0.012808777876837376,0.022806259432753762,0.04873018869532072
TCTN1,-0.027978265156636553,0.05261188753147141,0.08029866459222905,0.017938162623126738,0.05250922977843025,0.028862892597153304,0.012643603587914469
NCR3LG1,,,,,0.011307486178952728,,0.14178778231422773
BMP7,0.02764853281871617,-0.03809628141119613,0.029644029308791266,-0.015418638380608933,-0.013606480118738615,-0.029626937992115156,0.024644253717378654
NLGN2,-0.009833154440917204,-0.02523173342813342,-0.014754325122771543,-0.0067043203245833,0.05445340953710378,0.01905730012467064,-0.005275076630787223
CCL25,0.021037737566523603,,,,0.05525861182848088,-0.020107785992498753,0.054349829978648685
NPNT,-0.011022524394837207,0.03514950936197628,-0.023050699898767957,0.06916739089530753,0.012418002756712388,-0.02282026176185724,0.0847498181394449
KITLG,-0.02290648608834931,0.003540351946093305,0.0047180740635144325,0.08808852428054822,-0.0039006188768332603,0.03746181668980705,0.029045112742838494
MADCAM1,0.015222165087309203,-0.024608617409498594,-0.08408068780822987,0.06145235720458043,-0.01808101713290694,0.016697829259105824,-0.04047154368803269
F12,0.0947522348446168,0.004373873855972257,0.05833140185079335,0.021221070131808337,0.0344916713033616,0.040075895179335214,-0.043845518091392865
S100B,-0.03612241343091046,-0.04475269575914019,0.08501037056143407,-0.009309379781844807,0.094784137634458,-0.0021467004921574,0.01804783294938486
IL27,-0.01525373597449786,-0.0073959875023193985,,,-0.021930860953397826,0.013108134641695591,-0.02124434172669906
CD99,0.022672140378695943,0.06330144110618648,0.08290478631488189,0.07091746648076715,0.014495589541229762,0.05137541139581775,0.07996617078789943
PDGFB,-0.02020506842581287,-0.020557115631339495,-0.018760913267117613,0.0291042298979184,0.021144833721829695,0.014351465697361015,-0.010925464142475845
CLEC2D,0.017268131905670742,-0.02078889769009206,0.021921412471701825,0.016279833203392626,0.03920433957468678,-0.004529139778758212,0.03847251940624428
F8,-0.03384110761940531,-0.0046691806247246325,-0.04651316716292729,0.05975419288884951,0.10794800726417961,0.06172628795020369,0.07798331586220732
C3,-0.0848656708340109,-0.059400759651010895,0.022365879394775086,-0.05858188965897883,0.019299370869379644,0.07409675271672585,0.08666118193268461
DLK2,0.011096754942358908,-0.0186900375151035,-0.0535769644302256,0.033014844615382045,-0.020739205902881613,-0.014457865941349101,-0.035048378002650926
TSLP,0.01262048370664317,0.023243023725826147,,,0.042498523157760204,0.029900704828239456,0.001530948183456349
OSM,-0.012540217337781543,0.08248995167489774,0.08718371809451364,-0.04304326037029235,0.04254750013082759,0.09821720834710444,-0.005557702928983866
PRND,,,-0.04070113725873468,0.045656218828265045,,0.15364260080528333,
SLPI,0.05342407743376402,-0.019062142316330605,-0.05000891004197337,0.08556319565090653,-0.08887866844084522,0.04390467246388347,0.03443897238719719
AFDN,-0.003660785491518776,-0.023659083192532324,0.002865489113234781,0.017104217311181114,0.03383615554538349,-0.01599528661626101,0.059832127030618056
KISS1,-0.0198611647590448,,,,0.028910492250756776,,
ULBP2,-0.015983940655594848,-0.039586480234265066,0.03264263902141698,0.040142931112946985,0.10229008394259845,0.06200688602925702,-0.003036711020513908
ICAM4,-0.012359155523016054,-0.0200355673248492,0.026745298262995758,,0.012041308634304608,-0.015474850500055827,0.020014401293132984
ANGPTL1,0.05122558112482348,-0.020964916157198362,0.040811437003199995,0.10333529796000351,0.06937636760240075,-0.0229227815200474,0.12155764844561699
LTBP1,-0.044624531449792657,-0.026351063279922423,-0.07382307374768264,-0.019194224466879024,-0.01951241659678846,0.010528122716599171,0.1369686803951835
NTN4,0.014690597534069075,-0.05464440113927407,-0.0440858259158423,0.0195158125003851,0.09199852494215376,0.07953532322533152,-0.007441138319679724
APP,0.00863148472275973,-0.03373854870276809,-0.11935016417620772,0.0026578709574359115,0.012566467745402274,-0.007616115610257634,-0.08682642083479125
RIMS2,0.008731715269517782,-0.028097697734594827,,-0.037549642118232085,0.01973179944768296,0.01002470262058247,-0.08637380750275366
WNT7A,-0.035907591944693076,0.015433100855205408,-0.042568346798383075,0.054330811208551544,-0.003075497191936693,0.015594505443703582,0.1467160705798955
GAST,,,,,0.031308753844004535,0.005556294482540841,-0.002108261681129888
GPI,0.02858695254499853,0.13376117427602138,0.015357757073224506,0.0032253214801886256,-0.09562792550770959,-0.011743108799554416,-0.11395097983594975
IL1B,0.005415571915040458,0.0507621089379728,0.1326560944194096,0.0558203637252967,-0.0814946485692568,0.03841819774481939,-0.03202258931082631
SFTPA2,,,,,0.03856901211210979,,-0.020105755202084182
HAS2,-0.02390048100798044,0.02416050955819388,-0.1034387964500605,0.0498033209239069,0.0034474246360665594,0.07996357141503951,0.07899540773865837
IL11,0.04944879277841947,-0.020659555021117257,0.04031768214039711,,0.03742093197781812,0.004332657146616967,-0.04046423619135691
SEMA4B,-0.015722315643506117,0.03609648255485069,-0.0202674664268656,0.030992467212372116,0.0021627632258606655,0.030173165458689807,0.006755055539779228
FGF12,-0.020253242065488394,-0.015908047259176918,-0.05490177450620639,0.07450396851639617,0.06350583755902917,0.07265829741116274,-0.04317090513545514
CP,0.00033573305254560405,0.015239175190696166,0.04927777872522626,0.03213686742863733,-0.04805849099093809,0.0761710384277781,0.0573028906644799
NLGN3,-0.03876921791382334,-0.028472768786580293,0.0856631746918667,0.01658316243738167,0.07014952576765243,-0.018141494665049055,-0.07592219599609057
GZMB,-0.01570712464066926,0.05456161752140625,,,-0.02144291890409815,0.12653577298660967,0.053875787248909464
PROC,-0.02956000993763771,0.01049487368932677,-0.04825606280170575,0.028057246379595554,-0.018272027458724263,0.04430149217046655,0.0031777457302421836
TNFSF11,,,,,-0.01827202043828533,0.05224278827486557,-0.020965079523027123
AGT,-0.041410331563352484,-0.036505090460264636,0.06291656881507052,0.01864506416762064,-0.06927840845219517,-0.00978139345055787,-0.01796698920758773
PTHLH,-0.007008984099438349,-0.005148647781799251,0.0905902378143414,0.06191945222474451,0.07620866297801875,0.023304188035006834,0.007653338194040532
COL1A1,-0.03329044868283086,-0.021874142802431686,0.06759253721454932,0.013762039484263529,0.006786346227951627,0.007280525475065688,-0.054900048100572696
LAMB2,-0.02243531293669771,0.02893646968651044,-0.0035220832517566703,0.009012351435677277,-0.008102456907838899,-0.05952329384683574,0.016553782853810033
DSC2,-0.03208656754946591,0.02975088714699749,0.0702917082256418,-0.034165771831961476,-0.007293381865368316,0.037136138209021306,0.015712382537108393
WNT5B,0.04885056290143052,-0.02443995675833222,0.08879777177026982,-0.007534430972196705,0.04992909340258957,0.044602517499159056,-0.049095695652271995
LEFTY1,-0.033866819160463565,-0.006929261236632646,-0.022436184181879308,0.020753989263941657,-0.002370513046776602,-0.026723199003210633,-0.03210605495052743
FGL1,-0.013447201352107517,-0.022715156137331813,,,0.09339814470082289,,-0.02625814128813906
CXCL5,-0.012359154176251578,-0.018991460434836373,,,-0.02366792036596777,0.04936554555943838,0.09035488979662387
S100A1,0.04683038670598639,-0.05492359330979726,0.059162551996087456,-0.0013502754804551734,0.0992287482044186,-0.005586049128566737,0.002528191610264475
C4BPA,0.02636225095354156,,,,,-0.012987278720210275,
NPTX1,0.03920824826973902,-0.053134194868763945,-0.10047964010142783,-0.020460848655251364,0.055886000805382106,,-0.024332044204975718
TGS1,0.0009346592248818338,-0.009972012914038493,-0.01572802016266805,0.035868044977475776,0.005384691107672566,0.1103250325772961,0.0054542162727986235
SST,0.034935026886856325,-0.05592927660480917,,,-0.015615487511304723,,-0.025580960126360307
IL34,-0.002833758310822678,-0.020850519391242658,-0.04618437040679667,0.015732917430748023,-0.003186795246228703,-0.00032748740888986793,0.006260021856481626
DHH,,,,,-0.005182255133420013,-0.019180691749022993,
XCL2,,-0.0309097311377409,,,,-0.013556333938186593,-0.0024045134816341714
TF,0.027822909578288556,-0.024834464064593404,-0.009026014423908744,-0.08521382671756501,0.05623869136022152,-0.024260235623809336,0.020383740513510218
IL33,0.025077217159186416,0.005299953789333248,-0.0006666675218498011,0.06844452932212072,-0.0032466158128967256,0.055992353470445545,0.0474592167684859
RBP4,0.09240428727030778,-0.04719148301289291,,-0.018900045427710566,0.13451049136547855,-0.02394713388332266,-0.03095370652864889
CCL19,,,,-0.033110618535894275,,0.07590964326509758,-0.03073430316173648
CCL20,0.028482493721210658,0.004242580830204561,0.026543230674400467,,-0.06681927265302141,0.03449504634073364,0.020006133430218263
NAMPT,0.03182342438014316,0.09430708486863067,-0.0591735886993461,0.04357670228313368,-0.033503104491035315,0.05086293951719661,0.023593840678436517
