,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF313,UKF334,ZH1007nec,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
DCN,0.05763932496981816,0.023132784362263036,0.03099323577868727,-0.013671568954875122,-0.03813968751592211,0.117752899641776,-0.05261714021492682,0.07192569910102825,0.07324175858881753,-0.019919880835864642,-0.010535588368299799,-0.052573434018890815,0.04244621244705995,0.043026556518431014,0.026700978142530116,0.05659898193565666,0.010116415764478012,0.03248421067295988
RARRES2,0.0563627222346948,0.06570690685813586,0.009343984134622396,0.013539151635653036,0.00521287448355663,-0.033613021902431005,0.037304068919607476,0.07731508922820313,-0.04400695812439664,0.004323359453596273,-0.02953609702973558,0.06400195602452147,-0.026975046096747075,0.01682963290093787,0.03660715914801819,0.054872845358739396,0.017512116851968497,-0.04619151206010245
SEMA4A,-0.007656371023110326,-0.03785392496892728,-0.01181605988367538,-0.03574825550483458,-0.004278723336700296,0.022558682203182606,-0.048780666092556824,0.009662202911845583,0.008256040130974253,-0.0014134527518827361,-0.005767836476460132,0.06384117411508937,-0.004984061327452614,0.12394953775138962,0.025188482485148884,0.01823853763221179,0.03409144591342334,-0.017561648205283085
GDF11,0.046817188280265855,-0.004598847639375012,-0.019396047794437855,-0.029904942381869602,0.03333168006302222,0.01731882516136144,0.032542164116003865,0.046317339697120236,0.017337668042287098,0.0036877241486918087,0.05492949809018766,-0.01482050322994206,-0.0219352667641509,-0.014075349661761464,0.0053521641484899265,0.009881787569993817,0.03345428382933233,-0.0069733327695951025
GPC3,0.0827003504767766,0.04237612681473455,-0.01893667063883583,0.06953215205998863,-0.022232758082626015,0.012076852952629787,0.07259846332775476,-0.0254953236542532,-0.00967213390427489,-0.02963005623472519,,,0.11430779863007635,0.027508199965798064,0.028475919549824223,0.07523821330142509,0.08406476814811506,-0.055835043990546486
OSTN,,,,-0.035382860829675136,0.045150179711207404,0.05025413950839285,,-0.01954889342741907,-0.013063003643089021,,,,,,,,,-0.06336283942810604
GRN,0.04726760216835709,0.009732927696839092,-0.015299860621431302,-0.01971437619413995,-0.008738267658364185,0.0480660134064669,0.06661346595777272,0.06468160338518673,0.005636831123233371,0.0006431022044312087,0.007409543059842501,0.03184726348470041,0.07185041327923157,0.06673280136668512,0.003316068139427258,0.05953763946976764,0.03159669015895255,0.06509540479865446
CALM1,0.01647452209483857,-0.015925977988975097,0.031180993930255255,0.1013303491666547,-0.0533278701424321,0.09603371666464135,-0.05654901980557334,-0.07912004478015668,-0.015014654745336064,-0.05124797813547018,0.027444790805152372,-0.060399588490654646,0.05223014813243848,0.051075798817183,-0.02736916342713993,0.00281014365905449,-0.03864386795030218,-0.055608015548433434
ANGPTL4,0.028675953743859155,0.0286540306148178,-0.010328488848958452,-0.02301910954010323,-0.001573510118484581,0.008587868957102176,0.08069057958666795,0.042991852193887695,0.05264058260322569,0.09657163944321108,-0.0839918854317831,0.08322462698189943,-0.007866776230178903,-0.0004171340717683561,-0.005093059666636739,0.01820796047440916,0.07453532393466668,0.03508740010345823
BMP8B,0.04420382871746025,0.00436033296437661,0.08297100412422957,-0.009788443566528962,-0.021957034518308126,0.009397402721212438,0.0001821871596651154,0.02047522434823384,-0.03428664863565292,-0.028257374975129982,0.001495439568713792,-0.003544298077857396,0.07915349925613904,-0.014518010808552079,0.06269941865154373,0.09580596178958695,-0.01939600671162274,-0.04127309079121153
TNFSF4,0.015873061034438196,-0.008560771452823975,-0.019399919293784613,-0.022321534021846123,-0.01727701126330665,0.01785829649822247,-0.015356581310582363,-0.003802316068764278,0.032229281826236106,-0.058033066130045864,-0.024268347429241204,0.044744186678021214,-0.03900168313467052,0.026822539287166915,0.0507619824626295,-0.03008599711832808,0.09390253070590551,0.09337505297098408
RBP4,-0.04262119829127281,0.0018199754776296374,-0.01366898929037459,-0.042848700991488096,-0.028344317972978823,-0.01543972479904762,-0.025514774335572726,-0.05799711475937758,-0.046296507497072266,-0.035447571927618333,0.02665923501161479,0.066953717677838,-0.03920052476239111,0.10087068469158643,0.04666674679652074,-0.013919169968695301,-0.01684646651557608,-0.03292200405391897
DKK3,0.07963115921915216,-0.041076766736084264,-0.023153614102172395,-0.02817910242397309,-0.03894790998113099,0.05890818813483146,-0.053895080269640586,-0.10873075099856187,-0.0009342318909289323,-0.06610499484833514,0.015245021237423047,-0.0850318670036974,0.06409917308896305,0.04386893303847157,0.05621019261087503,0.01588740330175244,-0.036753237816588104,-0.024113220763920622
COL11A1,,0.01609241940064116,-0.030633928144916438,-0.11280653380252473,0.05608016427726383,-0.00854436873775976,0.10772254843264065,0.01077477869582253,0.0048381055257661135,0.08703906445658327,-0.005152133917668232,0.03682709759929393,0.039293636218829524,0.008091290111628692,0.028286598052857843,0.006642132751057345,0.031714619955114355,0.02426372325436513
COL5A1,0.09077376542211787,0.015799821157296626,-0.017811488218520178,-0.02608262147700973,0.015224233515718597,0.07890139998765142,-0.0007349103701349135,0.041504117272372826,0.04417579462333775,0.0795173283389288,0.035339206520657085,-0.001295928669249338,0.03555496630265382,0.04104495509579529,0.05940513410403574,0.029077252924394264,0.031769401534442555,0.06249978652346292
KISS1,,,0.055849081388805386,,0.0034490257011702153,,,,,,-0.014375719000732694,0.10518067330867557,,0.04974492198741329,0.014582585641800039,-0.01600627970619793,,
MEGF10,0.014705915166172676,0.028897335709063925,0.003318214441113533,0.0041504764049790305,0.04459354961554408,0.005194452769442256,-0.0014623117726384322,-0.026624313024373132,-0.02941185697641414,-0.02754730375489864,0.0806892357850799,-0.040955464836741166,0.04546037051800081,0.02131154369626854,0.026340015581095146,-0.05216246337879904,0.013754808927804599,-0.011687653985734812
CEACAM1,,-0.002557997422453741,-0.013221173780000608,,-0.012273730433969694,-0.021787018691750624,,0.012654899956055938,0.061622341498214044,,,0.05649778813767049,0.11304591362600634,0.05816446028329772,0.08856214278646538,-0.023595996183915714,-0.029420960859520562,
EFEMP2,0.1084199864985254,-0.04170312402572485,-0.06343626483157937,0.014850000854984105,-0.003477845357710149,-0.03562410015265077,0.06269885528420804,0.07411447982966947,0.06325764895695919,0.06740967527204834,-0.004792920630649772,0.08097707301245148,0.004520250878449166,-0.02600788564184863,0.04717326135570095,0.005527115689886456,0.05432860187499026,-0.058439689763834936
