,UKF243,UKF248,UKF259,UKF260,UKF275,UKF313,UKF334,ZH916T1
IGFL3,,,,,,,,-0.015954312838583777
BMP1,-0.013372203086749303,0.006366759176379471,-0.044804581524211656,-0.05519184068750532,-0.025807793493328044,0.019506212101610413,0.015426405147106243,-0.008949364205114933
NDP,0.11150851171852891,0.0040973244342059805,-0.06718009863293073,-0.017900093936127886,-0.04297333010848362,-0.0317652799036831,0.0963603350901216,-0.004446341053498265
TNFSF18,-0.03236448689207989,-0.031410490209988116,,,-0.011390332789448598,,,-0.02691207342034124
IL36G,,,,,,,-0.017771279860901386,
RTN4,-0.008641954303917053,0.04018619948251586,-0.002114533876453534,0.007098479828468794,0.000896239167920048,0.0834414901987733,-0.07631243026492925,-0.015457447446850365
HEBP1,0.0078098674663841915,0.002141278558147507,-0.0009901083818057558,-0.03765841569860501,-0.013498652940705484,-0.0142978779747685,-0.00270050286628135,0.030764532510064033
WNT7B,-0.06756517684628179,0.03456500266740816,0.049127416448320055,0.016551073549837172,0.03695591981545231,-0.019407317611809558,-0.019532684554292433,0.04550415074867052
PTMA,0.015291078374441179,-0.031136452612695098,0.09786783022459743,0.03272845771150454,0.013440768680195591,-0.02503912019558368,0.03596285008942176,-0.05099416966643341
FASLG,,,,,,,,-0.013837170082011237
CEACAM1,,0.001990841038442718,0.03517294795893575,-0.013897370076040921,-0.017914279912834664,,,-0.019252389858758965
PDAP1,0.08523515194222805,0.0029282491506951525,0.009522266957971846,0.0439757420678281,-0.009820466362089962,0.0028607375014990367,0.05149911760861462,0.0570466528544064
QDPR,-0.00883932803301491,0.00979187594444225,-0.029862949112698035,-0.0508582235520888,-0.03450987509816441,-0.007192243315488201,-0.05755395714342659,0.028258214577910126
POMC,-0.06110955245422282,0.021630467957538133,0.04270729737725473,-0.02796479493376287,-0.01321644144257639,-0.027201857370548057,0.09625271594737861,-0.011199046274232667
CCL18,-0.0015418153990627076,-0.032098749616820556,,,,-0.046738816663695296,,
CCL17,,,0.03148788054383784,,-0.01420596261811971,,-0.016234568679397602,-0.012541840493672613
VEGFD,0.002359134233790121,0.04377719285664011,0.06555456457131448,-0.013296216845253696,-0.015135251612756894,-0.018378674432545268,-0.017399090092473278,
TNFSF13,,-0.024222754195542484,0.024622952384903796,,,,,0.020131297258081927
WNT5A,0.033945967347465994,0.017175415429047557,-0.010339622450370624,-0.04259540650684097,0.010683503874161705,-0.00106668697490753,-0.014677563756682869,-0.009109991136467535
CXCL8,-0.021218249780474055,0.02261027778552916,0.17700620583437796,0.051930489705836004,-0.025571619152911867,-0.07306141781470776,0.13954634876706354,0.02896551952589202
GRN,-0.07257309248883834,-0.016981767763636857,-0.03479392227876383,-0.03423692164028513,0.01078318048146914,-0.06202375219352905,-0.00952691514662166,-0.010229313804252845
