,UKF243,UKF248,UKF251,UKF259,UKF260,UKF275,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
DCN,-0.021157765440413066,0.015529240146396112,-0.03109931465332168,-0.022074437203735097,0.020115149689671423,0.03504201290463793,-0.0009166279313714298,0.07151307699472556,-0.157414080913878,-0.09885663704129567,0.0035372776152332508,0.07465602553082125,-0.04490866560873707,0.03662258449726894,0.030269676833724772,0.03313276543558116,0.0675031539522956
RARRES2,0.003701917106547229,-0.04125999542677321,0.015345754988462006,0.043989031954307756,-0.1455954353053802,-0.02626430301544481,0.06338379299631322,-0.07607561702014932,0.10673457804136845,-0.002207979321109946,0.08992116879169192,-0.006460267541719508,-0.031404292197556645,-0.013553079308056324,-0.0015541920874484316,0.05227478211891123,-0.034899862328118536
SEMA4A,0.0028200639898893717,0.03013865620835222,-0.0027878232378302646,0.043662075692799215,0.10366135799643772,-0.02531742610283295,-0.007403878236698431,0.046813976186416,-0.055236533002451835,-0.1065132168623553,-0.008907264307388236,0.03804518194110096,0.14390414227875103,-0.0008750361297977723,-0.026152453603882346,0.03130690517136798,-0.025846863518389218
GDF11,0.017459386843937056,0.0097233445539646,-0.05527575498238216,0.01385395284547193,0.06607630566793776,0.0028149081854737536,0.011165902669174672,-0.0299471801190688,-0.022826488013624562,0.003792270580993415,0.08866647308859128,-0.011675824203666162,-0.01329631691265315,0.05517929027818698,-0.019734832779584436,0.14589310197299798,-0.00866577215895107
GPC3,-0.027528081189814358,0.031894574012264115,-0.027771885662865703,-0.03267293457112147,0.02081288913187211,0.006896015309189591,,-0.024638220289582385,,0.2139673748025373,-0.03435686264659301,0.044998197117074354,0.10567327482749543,0.07418238640512151,0.014088200149974696,0.1188441026549359,0.09547699737185816
OSTN,,,,-0.006462498093300536,-0.005856935061801337,0.00604504965883194,,,,,,,,-0.02693194918502878,,,-0.04753685874233428
GRN,0.037182457376127326,0.034472633671779176,0.00034737070899106714,0.005933262873046173,-0.04207884949272939,0.00966089810278168,0.010416418707096082,0.038202820540414774,-0.012087363782017621,-0.08590476985837404,-1.0459077867808587e-05,-0.038040122116556656,-0.06484275131089072,0.10417383864459873,0.03917036595997266,0.02678163181579957,0.013675160296389361
CALM1,-0.0667910374468714,-0.09473286021013437,0.011388586570115943,0.035768142199757345,0.09391576604685115,-0.002863758532882791,-0.10022922458634181,0.031808605551876576,-0.035803884098775995,0.015947433913878952,-0.00012068190054825022,0.012368689138473804,0.024617441125709898,-0.048626315338731504,0.016810092915793388,0.026847039702877072,-0.12408338100550645
ANGPTL4,0.055084923560670844,0.08115516104369694,0.006772638017362415,0.0015981174485067548,-0.08869045638093309,-0.040151034683389174,0.1307880105364509,-0.026033370619255872,0.00933042301235357,-0.05137150203960124,0.024038741454455524,-0.077348317042229,-0.12733796888938828,-0.025999250707311045,0.012131603050253096,-0.06388817073138385,-0.030244035436237725
BMP8B,0.0014238236590378393,-0.022503798897180235,-0.014256908942264087,-0.03226773527271708,0.01480610126732008,-0.01931999889607958,-0.026187386757927745,0.06113631588323856,0.09090565197417311,-0.05981548440718467,-0.017641197185318,0.055662535961206155,0.009192147545042556,0.08825357831224818,-0.02695843629382509,-0.033070797372613266,-0.031025375097072753
TNFSF4,-0.0434181735267065,-0.029677676985079924,-0.005772908457364695,0.03034550102826591,-0.026166095628483932,0.03601249567864636,0.005044748864088783,0.0047228368021151775,-0.07876749849381419,0.026906124624322465,-0.0628162312245517,0.05281194699816394,0.055335912921941954,0.23693228128606023,-0.012811399495833518,0.06129169427828312,0.11706597199710983
RBP4,0.013569337662520152,0.01576818251339912,0.08279415669521888,-0.010968873756706583,0.12062956490453972,0.024405720760306067,-0.06973966682851038,0.011173580158858146,0.011287080134996809,,-0.051489765453265106,0.08670411775708409,0.10338653476471761,-0.008895151292215318,0.07910885318247482,0.04074152041152165,-0.028077328935568566
DKK3,-0.06364938859052653,-0.0249048118125083,0.011237686945019044,0.027260156200737344,0.12156626594722815,-0.03543260855452423,-0.09611966898219129,0.05859984638036195,-0.056166213408021304,-0.082261200340944,0.04318779363770241,0.119453061638327,0.09806775719749236,0.022668200704502872,0.02758520139813041,0.19134251355148463,-0.10506622944173567
COL11A1,,-0.012796855011202719,0.0016218027684654888,-0.013241816524279753,-0.03672955937628646,-0.02102589664355989,0.005664861418843265,0.11104282320499938,0.028959605082199778,,0.02376790190974085,0.005059198956242068,0.032894884339893626,0.02792296520695747,0.0035317016495390974,0.06543612490690637,0.15188911592099513
COL5A1,0.044793002212112555,0.0712490905080795,0.02933783958854136,-0.009566992989515122,-0.015695630604028392,0.024668074302134625,0.04615271395030967,0.016960534031493977,0.03448316092576228,-0.016036026367946744,0.01849656753854922,-0.0345290719173204,-0.12908835280313155,0.07323143463459372,0.029318166240793555,-0.08804242833847113,0.028768888525070344
