,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,ZH8812bulk,ZH881inf,ZH916bulk
TAC1,0.07125036351855898,-0.023853145617679233,0.01073175384939474,-0.03235477069759154,0.08462118043582972,-0.06371781804337105,-0.007058423674419201,0.03603964910982604,-0.03871171590434042,0.046955187178581666,,0.06978648964426556,0.07915037622732352
RARRES2,0.1290005684475496,0.0044097590455597635,-0.04309006589101286,0.013078971635845756,-0.09038024114873415,-0.0028172627002833327,0.010295770798416872,0.0707699931833937,0.007818587443778025,0.009598374006890833,-0.05064145013000478,0.0014697270029531068,-0.06909167891384946
FGF7,-0.07323302580669058,,0.04186910374959719,-0.02255457092020146,0.0082918190262883,0.03267120843641233,0.0010196350947409836,0.029822912906346834,0.021558123136953485,-0.007331915453345246,-0.02600618512003965,-0.04844027245010224,0.017853197173395847
HBEGF,0.023017834568750808,0.015017186171150172,-0.009617687382000101,0.014432054619147044,-0.07579766150619491,0.002944810437163054,0.024364379826133434,-0.022339390857075793,-0.01334561930304101,-0.04159131278682593,-0.019339609167874517,-0.07495231932293683,-0.014964133814112771
CSF3,-0.03277162586033302,,,-0.031596567463378376,-0.0522855734149769,,-0.014761238441681937,,,,,0.22488979495861863,-0.059299514755910256
PI3,-0.03882287776863778,0.011306811682703786,,-0.025904241643538144,-0.015376803057539697,,-0.016621349312593077,,,,0.008406935109213386,,-0.09604108644370027
PCSK1N,0.0157620202297903,-0.01470331644728567,0.017902239033687616,0.034404445206146834,0.0021300946442702846,-0.013640837954892729,0.0341258039126954,0.016897611337781105,-0.0024926234446720806,-0.024263772270488315,0.07424632736892865,0.12619161713533406,0.08543532168681346
NTS,,,,,-0.04339676275320928,0.021307950447189427,-0.01814333769434533,-0.0008268122336342112,0.03006091466819183,-0.03512433220271741,,,
SFRP1,0.09588569421524616,-0.03801913662244505,-0.010976978679040475,0.0026264631066319735,-0.017903211988541095,0.03285515583778323,-0.05324469626696888,-0.017832499144663862,-0.019782674886737062,0.062412902358888606,0.038367602291836916,-0.04275991755605773,-0.01910018607220399
CXCL13,,,-0.02030486256661282,,0.08551326668719171,,,,,,,,-0.00499476188776862
MICA,0.06496431499993784,-0.06102875675735471,0.019262268454638198,0.013729816431757816,-0.01893869101711263,-0.019813729666681223,-0.0357540068143319,0.04265690896947084,0.01763098313404573,0.08042769521445632,0.028705875694938623,-0.05099387159557865,0.008681642585150535
TG,-0.026124216548282803,-0.03105707079326757,0.026941678659277452,-0.024961191000289693,0.023009111967660076,-0.022060201770016396,-0.017815494140992767,-0.020479293083028656,-0.014316635762689387,,,,0.049306238527504695
ADA,-0.0386334484634347,-0.06373346637649127,-0.03490564132160349,0.002222961426793661,-0.03721765088808842,0.03953961700892616,0.030352804746471743,-0.00893424309869189,-0.010335030344296467,-0.02559200802642994,-0.0028518960725583144,0.009440981809486914,0.04827922401943463
LAMC3,0.04707970351920951,-0.07241646339261276,-0.00990464333420363,-0.03839070483100202,0.02592762406154245,-0.007107941787438692,-0.016738195800870926,0.055541382958277694,-0.055032434744186357,-0.08484867678847674,-0.009198378873066076,-0.041522089999134724,-0.00934710052975827
CCL7,,-0.012544739054743147,,-0.018046901211983078,-0.023523029622544062,,,,,,,,-0.08360863338990912
NGF,-0.018880665240710272,0.040341747934784816,,-0.04135006007164054,0.019079885942193436,0.05011635308869479,,,,-0.0022963433442677664,,,-0.059195856741830574
TNFSF15,-0.0233577392740942,,,-0.02009610716217467,0.023842400364357228,0.0044319615743788204,,,,,,,-0.012595351460930548
HMGB1,0.11606290186637594,0.04377670815765455,-0.013316948904126056,0.027355084627213703,0.037857797571444696,0.03739070753304531,0.01886768669167099,0.01884022479853477,0.033812815329870294,0.0218615647316193,-0.011756837140472489,0.017411937132293945,0.01921327066532982
ITGB3BP,-0.027085975128460976,-0.022679418747251334,-0.03794941232938532,-0.02383156390643751,-0.010429255618053898,0.02103721512232362,-0.01812637560245575,-0.018861706461545894,0.047564360742316146,-0.014077001224567693,0.03592233258512804,-0.025854277078676095,0.0031587075232216914
AANAT,0.08336704654511887,-0.01820050781963585,,-0.01828540416963338,-0.015693192148608075,,-0.01331503654185926,-0.01841714795092897,-0.016503015368445232,0.07040157987147432,-0.02477559421314132,,0.01777780130404791
RELN,0.222570736835588,-0.01977899380947398,0.0030886740314511655,-0.03173936671288536,0.037223420802761656,0.03758909510255595,-0.03907049494029556,0.04698258243658981,0.13383184819423602,0.03307314225545231,0.021738376483857447,0.021691604131279817,0.10353649640508086
IL15,0.05740301483050122,-0.031024542192572783,0.007118594917812837,-0.05249699380031246,0.04857481884577444,-0.018188137879503408,-0.011804833079257485,-0.00575794874470261,-0.03547038838829342,0.026851597576250434,-0.025097405995651127,0.060201802408453874,-0.01969772081141836
UTS2,,,,,,,-0.03519111146137319,,,,,,
BSG,-0.011106654734852625,-0.05200192547182791,-0.04038842752679241,0.018377475547341756,-0.008737670311056645,-0.034278901304721394,-0.032986102499260365,-0.004993083989294803,-0.03258919524780631,0.0016870344410556634,-0.09577796764588356,0.08574663612938399,-0.09080922394117695
ADAMTS3,-0.05140247940028294,0.042676228642107725,-0.06258899026636479,-0.021085816370702153,0.052325809734276044,0.07212796544802634,0.032577884610439686,-0.013849354976038728,0.02327784610318042,0.06650006513723575,-0.013267980023328123,-0.03727528041565101,0.032538210516016464
CD34,0.0675831884442532,-0.06227913488607268,0.014397996065109648,0.014376870958446617,0.0016909193178803828,0.10942016941862676,-0.016728790727151284,-0.0004750778174318475,0.025881954148817183,0.030155351614524453,-0.051208817444878,-0.05534704679931138,0.09481095903578636
CCL23,,,,,,,-0.015150397961701673,,,,,,
PLAT,0.03600477218119087,0.0037696073425104205,-0.03749242662277117,-0.0015561977942909744,0.07949995977827894,0.08916509627051453,0.002811421736518627,-0.07182234519668278,0.02016746859846554,0.06893171744470608,-0.058021346158650254,-0.04345560464948711,0.0043783298371994975
NTF3,,,,,,,,,0.05903192150578886,,,,
LTA,,,-0.011550319717012435,-0.02313023652552251,,,,0.04578642003538824,,,,,
CKLF,0.11675078348999658,0.020489373154328024,-0.02341591832418199,-0.017951352689659444,-0.002935042403158576,0.023330773944524354,-0.03689285367820645,-0.0014129711529130033,-0.007262039955765377,-0.03462993957206566,0.014408209882340577,-0.045306723571570055,-0.029949130163358643
CD24,0.07696849282920312,-0.03669647501329229,-0.03858625973103158,-0.005179732915961671,0.039470204167305345,0.020187555587354147,0.10631481207382688,0.05001472663550259,-0.016637174344899527,0.025659528063335865,0.034545766574899155,0.02841905191939639,-0.00310781585932876
HSP90AA1,-0.019699154961177842,-0.023446927738744735,0.00929812813845294,-0.006409344541918917,0.04418284269650543,-0.04930450738983317,-0.02043489066641781,0.00895238070405133,-0.004778857060508749,-0.032669270944233435,0.0668051464334764,-0.01702606667071026,0.008731031360634509
BMP4,0.015412128722920594,-0.034423831325459314,-0.022994015565023992,-0.02266544162057808,-0.030455174418204608,-0.031827815000122446,-0.03084117278439395,0.014022184304118574,0.01165554261921994,0.0020476287146828725,-0.015646347879082388,,-0.0411625092348443
SCGB3A1,,-0.012544737800286001,,,-0.018688654530661715,-0.007142489970906019,,,-0.013920454874152126,-0.011217993041685071,,,0.000897609713337357
IGFBP4,-0.05993806708050319,-0.0734306648464316,0.02113899859404884,0.018839575169385843,0.026501498540747844,0.018747162077764588,-0.008382964625953615,-0.029989721662469437,-0.017543858254160802,-0.02905247080644726,-0.031452651472934,-0.052975052788010055,-0.01926031518457063
RSPO4,-0.02306466830860242,,-0.04669405472393451,-0.018374926028276495,-0.021569745265666625,,,-0.020629946836865434,0.006289926284514233,,,,0.0002448553876064356
LEFTY2,-0.0386334686147025,-0.014515262016135249,0.005590673660212215,-0.0324656754258538,-0.03347957890805768,-0.02687056062126314,0.05141560834846466,-0.002966455687500342,-0.015263946787713773,-0.0351243553297597,0.031219795432161634,-0.05020006132855259,0.059385287627024885
PF4,,-0.013013151742827187,-0.010898947185071605,-0.015745565762301007,,,,,,,,,-0.03576580513537919
ANGPTL2,-0.009217990702743272,-0.03844498249535868,-0.03850624266038084,0.04537310770580534,0.05227142033640929,-0.0073163656030196455,0.04198225650263879,-0.05610300774345186,0.02787436628578172,-0.05317640194433307,-0.04461467954286224,-0.05079648848828318,0.003744024354755026
LRIG2,-0.02392654251205484,0.004428305850405563,0.006103671003318918,-0.01040422274879957,0.013636851084173859,-0.013052762879213396,0.009285153733955913,-0.015573281013147894,-0.03233563580839555,-0.07006581239440693,-0.02372054431136653,-0.00804220237011816,0.0016632701247267245
ICOSLG,-0.024897357090472822,0.01919403417476208,0.0026158481530995418,0.0462723228032212,0.06825043679271985,-0.01389194781774451,0.019278054412215674,-0.01710201208475799,0.04862226541224976,0.013419809171146749,0.05485612289584724,-0.004341563950263654,-0.04760507926107963
WIF1,0.0019009055728173032,-0.0234150543534708,,,0.016249391342804623,-0.0020319756000546064,-0.002566665533506291,0.019514443070421727,-0.0261954100772467,-0.06636232269121574,,0.06443024520715954,-0.011593817521485727
NPPC,-0.04707163476764997,-0.038917136785031725,,0.02219141973442342,0.025337510355210615,-0.001992320619532977,0.04593313282367846,-0.0028533225301896593,0.010240141942312077,0.007101666354097431,-0.039790106966671325,0.03453215745393904,0.02151473301656817
LYZ,-0.04469349257153429,0.0034658554824708435,0.020555837697890673,0.014813183634702562,-0.06370128867003995,-0.020693953042454586,0.02680119359275657,0.012478149225722766,-0.007616346920732935,0.04060525165898528,-0.011245438968646439,-0.01011326084654395,-0.00848981749689286
EREG,,,,,-0.03035374943132923,,,,,0.041263264242229744,,,0.008736328621239063
SPTAN1,0.056645214449784716,-0.009071525974055018,-0.03281763934831156,0.02898332874910511,-0.008024051109918407,-0.0510213106090888,-0.007426230426858339,0.05628013233639333,-0.08329655892854325,0.05359526821866594,-0.07458581506329572,0.037974494024674316,0.1004234091703598
LIPC,-0.006006562100502747,-0.015931518172381618,0.038705331492913476,-0.028295954362909694,0.014625465546582568,-0.014122132496006095,-0.012450955919660459,0.08841729871381768,,-0.011060503545838818,-0.017616077530360878,,-0.01977222420159357
COL8A1,-0.06503576953239174,-0.02115801479719135,0.008781750804602721,0.050786836974079534,-0.013363401335440308,0.011634825731879881,0.0026491523004130366,0.012361242780926892,-0.04158581446167331,0.027132995338372407,-0.05531435193459739,-0.06992494910921764,0.015557620245926808
GSTM2,-0.035992859626269184,-0.04198685580088403,-0.039714490878907154,0.014863063538082033,0.011361230199028724,-0.01538051965738051,0.0284291595125084,-0.036300344730687786,0.04380220961736952,-0.03817863247673486,0.012382307710543357,-0.04123890038813911,-0.059236137383142
SPX,0.05945104839476482,0.031143050684517413,0.002458348248738295,0.05952224143983389,0.027200395691398007,-0.019655869018973243,-0.013508427293795758,0.0023117298205965614,-0.01151600916701819,0.03974216914535997,0.04762177316462907,0.018416734567261173,0.1354773037525889
MFGE8,-0.06112289377228048,-0.02396735892297488,0.01779976553446145,-0.0056004997301983914,0.031188314505835143,0.01011276740466761,-0.06107040945393941,0.01296640559659498,-0.005105217798333813,-0.01731451236944594,0.007337279863342053,0.004469967180955128,-0.0413218353372898
TGFA,-0.06443345233641265,-0.03720988778110014,-0.027333047565559355,-0.028006276811331682,-0.0071016967743557395,-0.030756837269850793,0.010440859831949178,-0.0009736003245794816,0.02107049972149296,-0.03869821085593101,0.12115340943391531,0.045271430535361624,0.034554397261363515
SLIT2,0.06463856292594303,0.004700387726790793,-0.060191984553861565,-0.04761902545412844,0.07153352775154186,-0.023620644657214415,-0.024788840228207612,7.429383300430012e-05,0.011096796051011918,-0.018505253356454057,0.059840428636168425,-0.07104934915084174,-0.07007534128561109
PLTP,0.0320706874770601,-0.024938907011288886,0.06794377557826514,0.028759924846294797,0.02432520907402254,0.030503466026843905,0.006493306130724569,0.05029601949222525,0.060543580786206586,-0.011312024361002234,-0.037565622670357963,-0.024520467024525157,-0.022894861079944852
APOD,0.055309350454753846,-0.05085561663875663,-0.012177797688910277,0.023075985086994478,0.03355282013969463,-0.04341687332146312,-0.04215482928869971,0.031821109354604506,-0.0077586832552488565,0.01570748888863874,0.08402618091870505,0.0007939317390813138,-0.05705411225231745
B2M,0.049930194283882644,-0.021464511348087544,0.10745583963415006,-0.004791650021186519,0.027209073263741574,0.04063351736687077,0.012689154148931233,0.04622782294588906,-0.01692045683846152,0.02642960789027947,-0.0523828712712131,0.09333866229972672,-0.013083047342791032
OMG,0.0031252801979389073,-0.012129986234467255,0.0349056922857537,0.022955838412498663,0.07138939016230252,0.023714895152302105,-0.01735491632925365,0.06533634906212231,0.015807690262617424,0.10640834069301008,0.06512695455783409,0.017668958608096107,0.12280929886676602
CXCL3,-0.02425220084322234,0.03592085115175802,-0.012794876113479684,-0.032318043332652174,-0.029989511175419238,,-0.017482006486328652,-0.06360110481691307,-0.014891942077413985,0.020551234683707734,-0.06416722090741182,0.04423472933013904,-0.043304834761321125
CXCL10,0.04532470578670281,-0.005655521507766258,-0.00023997445971957686,-0.014050796312988627,-0.006482916771360172,0.020113363582136896,-0.003911328877150197,-0.028790319179882666,0.0037246013398836313,0.020768466382623776,-0.059967483247926896,,0.004812852895394175
RSPO3,,-0.017040432366623413,,-0.018285402818549037,-0.0028501970400462385,-0.037488595961087764,-0.021863996023236538,0.01505719568098945,-0.03616215640702134,-0.0027073015674765333,,-0.019048992198218633,0.03416120469483009
CORT,-0.025859556901882,-0.02638508688739689,-0.06635438227290516,0.06335842854054792,-0.010367287791001035,-0.032660600485662036,-0.037840543618041275,-0.019101428420531398,0.07136422036367099,0.041616100092970225,,-0.06267535196742902,
NCAN,0.061585321562765014,0.014738855858514593,-0.09483444908308439,0.06013576446650428,0.07609172387173099,-0.052142507000076006,0.004696412665563614,-0.04124571807185121,0.019708428607250167,0.0245236455201232,-0.08855776461953535,-9.279177292136542e-05,0.14479383305050023
PRG4,-0.035292223600012065,-0.018865789376402355,,0.046022408393544045,-0.01495218934058731,,-0.018940160717036265,-0.01545675493667927,,,,,-0.049781128113018484
ZG16B,,-0.017395765085425046,-0.025571101332531775,-0.020945639251918214,,,-0.020448947163576533,-0.014094159489733343,,,,,0.034479190633926064
TGM2,-0.07441609510373669,-0.03764816868558942,-0.02141138520829925,-0.04289208938390679,-0.02814853274715766,0.05866033113764829,0.014953200822086293,-0.033548230869756376,-0.013140073442640692,0.03607265290348269,-0.045540438210982165,0.023663235560506733,0.050168864129578994
VEGFC,-0.025322875065753238,-0.02395387281930622,-0.027880506017656587,-0.032164415205600844,-0.023016374071769808,0.0037938865978417013,0.03835224157492342,0.008267160218505992,-0.0045443278552247356,-0.04082979022726396,-0.007152116213110483,,0.07195089311911632
WNT6,-0.012845115555970765,-0.020240659138324752,0.05419261755667781,0.04578378275538735,-0.0031584723993731923,-0.01865542530142957,-0.018625167958477105,0.034977610228840994,,,,,0.03256279585596889
NRG4,-0.023934095608661218,-0.011554145084288439,,-0.008965890979570202,-0.02129743837993281,-0.022837689240029786,0.008942796079044957,0.05798386147856885,-0.0247142839240075,0.0026002560109530705,0.023057198662629966,,-0.04741319632830557
PMCH,,-0.013316774006670102,,-0.02040542414972744,,,,0.03445949301688487,,,,,0.031585097908314624
COL9A1,0.04250394954859156,-0.034896805798601445,-0.009898248234688675,0.0017797194397820566,0.0815578714396314,0.05363190482015866,0.0323215334750539,0.018089895672812988,-0.01994425973148708,-0.035631797602993745,0.06952119680984661,,0.009990948540833114
GDF11,0.03912576670670938,-0.04495332631423282,-0.023447475736083426,-0.015775932710634717,0.05219288364583554,-0.011803824182306012,-0.01386968903340992,-0.002418016257652758,0.006458521638894393,0.049311652345328194,0.009909324206287816,0.11412170556339149,0.003968148138162701
IL24,,,,,,,,,,,,,-0.05300637621407609
SORBS1,0.14047761160018488,-0.032077647390019795,-0.024078707648077395,0.027155541696350725,0.051822370683800495,0.026151229640126956,0.04730666066427466,0.0017009158445252298,-0.022842008763039028,0.09555658907657054,0.01613908409329079,0.020705631378022428,0.049618169602102496
DLL1,0.12483792392644621,-0.015321070426036122,-0.033797444343265474,-0.008636620188866488,0.03292743546124315,-0.06822776151247001,0.005592199191809661,0.046685765973872445,0.027595074516590438,-0.0001466846622582873,0.0402843131199723,0.03623926442180328,0.013298059935955812
TLN1,0.11663257642354624,-0.0773082943357696,-0.06479579288067665,0.004450262761729495,-0.040455000963536616,0.026075164092831737,0.004835199168651428,-0.07679797893080159,0.028425156704987402,0.03534473976699224,0.018251832062220856,-0.12840304490073765,-0.0055326390434500775
COL2A1,0.024224428175259976,-0.024663605110233078,,,-0.013354573355095994,0.09039824621294469,0.004230458699943677,,,,,,0.017768444842556404
SHH,,,,-0.01875369633144763,0.019592701025681107,0.011435207543977555,-0.013742985950015104,0.018805668776079816,-0.01598316480308035,,0.03425811859344682,,0.010412807267398553
PON2,0.0313412699226542,-0.0007050681421638873,0.022435138534458113,0.012771296867232353,0.031354506086837555,0.03130343096781409,0.019297113834000155,-0.038501518737024495,-0.04393713230201207,0.057650778924277876,-0.08597265405877973,-0.0003050413219569667,0.10337810232534815
ICAM5,0.11509651089736671,0.04566191906789621,0.04888984687190408,-0.029228966798284805,0.05868648163520444,0.04654286450912694,-0.009210466238189894,-0.045795679589796405,0.05232445671644884,-0.0035511990312064373,,0.044665119334338414,-0.019661821451345388
HPX,-0.039011675923669525,-0.020143486808985134,,0.08656775324530637,-0.03788591770653671,-0.018655426559869667,0.004829262722667361,0.014131599193724182,-0.013920453454995279,,0.032822796026582675,,-0.060745585298213424
SFRP2,0.07740045200314186,-0.016678262336454194,,-0.021358427786067103,,-0.04410137065217748,-0.013952270929018335,-0.023051896521211868,0.028801750161435123,-0.053665884599229316,0.018583262443391032,-0.05594632929445294,0.020064588861856893
CFC1,,,,,,0.018255367050446003,,-0.017737633915711603,,-0.03711566169376641,,,0.10480298782484597
CD70,,-0.030470772452785098,,-0.027991742263848186,,,,-0.033086897770299335,,,,,-0.04465552783374957
HP,0.18641354765331233,-0.017538915166629095,,-0.04233516721277949,-0.024174115381572575,,0.08073513022529046,-0.022034524707172588,0.07005488393792816,-0.03700799612160346,-0.0009342650218186789,,-0.057526244112513905
CXCL2,0.013551878032819605,0.03354558047032808,0.030854817178515462,-0.0023816735715684236,0.010091771886955004,-0.028832769352833083,0.07546100295086501,-0.033685789529401884,-0.01934602130024122,-0.02440575770163296,0.10931424291979296,0.033820295246754624,-0.03611424488357437
NPPB,,-0.016183925899942223,,-0.00649592897212466,,,,-0.01553179362289558,,,,,
CCK,0.14348349939075025,0.06976225590263219,-0.023535038980280514,-0.001279446519765046,0.11197005740773272,0.015591411824659495,-0.020046608738812182,0.03473543217442558,-0.04721510463339693,-0.009311363571674478,-0.05821006905154365,0.028975898101049478,0.06674481714904291
SEMA6A,0.05188892800996766,0.014715362061728418,-0.0647942816685603,0.050279161252146654,-0.01296199132167028,0.02999156488137118,0.017855197611593866,-0.02168121033909918,0.06834430884227159,-0.03156441523201603,0.0040490420324569044,-0.05302297452314291,0.02808081049086044
IRAK4,0.0002704400288402377,-0.04135292183020358,-0.001263107006867688,0.015089307101905024,0.00742241964308187,0.039955362744916,0.04372390365445969,-0.04951007014631446,-0.0036373764359097565,0.0006932710979441679,0.016092163459560493,-0.021222215708306118,-0.029466688555384916
GSTP1,0.12617700277051283,0.04364784256718265,-0.06662834696061486,0.07171913208157951,0.04075055878145779,0.0291112504605861,0.020818223293476767,-0.004320903385103344,0.04632145784139314,0.023482554014972484,0.034615148820990045,-0.013414932301163324,0.11128550931263562
VCAM1,-0.05543758242501091,-0.01976319390663565,0.03319556978508305,0.0887848548738468,-0.015418591183536159,-0.034479917177062155,0.02555325409049624,0.08489937608802738,-0.06555460060381986,-0.01692066523131209,0.056020168846996135,-0.021833818508505354,-0.006554955662955657
NXPH3,0.0036529848324654618,-0.015535646515705392,0.006699512050750464,-0.021549390214588002,-0.024454300622777796,0.04398274334135181,0.08977558087789507,0.015720366851273176,0.0004950376625044471,-0.044010826262860084,0.019601754495969514,-0.03663243009310332,0.07505596875186041
MTMR4,0.06440188777962155,-0.017629679463044463,-0.05218152080888306,-0.03937578025342561,-0.07320184637801927,-0.05137788328808772,5.635943816656159e-05,0.02104306561109766,-0.04952552924200185,0.04156410370239103,-0.008203672829265913,0.0078588168363215,0.02001706821191466
LAMC2,-0.02185653780221616,-0.012702689588949838,,-0.03481415700984603,,-0.02556095082353215,,-0.019552795379324767,,,-0.006019663240470372,,0.021978233233439427
IL10,-0.03467615940260651,0.025769847991412465,-0.024315578246615354,0.009438228964731897,0.016589711885322857,,-0.0229403036261212,-0.005153925473529146,,-0.05383812836355872,0.03355235667886154,,-0.006460909510923912
SEMA4D,0.09154817587260938,-0.05494498318386233,-0.01638945464053872,0.021640093944407003,0.01845988952686316,-0.023075472828058764,-0.010979414747059624,0.04170986811791036,0.03978081066043351,0.014235084454519192,0.05147885253841145,0.034026232862545296,0.09570380538518534
TRH,0.22740930186445207,0.026624244130231456,,-0.044455466258352644,0.12391079225018084,0.010922991592080556,0.04358905678179953,0.0199232585185363,,0.036117436946253564,-0.06924666686555393,0.026849597301925668,0.03884989667355692
SEMA6D,0.010306615829498924,0.03424716626754797,-0.02122017151470406,0.024592289789211363,0.09680566767129199,-0.03923374715558859,-0.0006605907227403236,0.03825416563774316,-0.015606295223442576,-0.04185393666450646,-0.07867580531713061,0.053918563372886176,0.026951494094437305
CEL,,,,,0.07850191944147512,,,,,,-0.05355676340523087,,0.08576364800899385
PDCD1LG2,-0.04216849916244622,0.006291253328601238,-0.0069464204620572016,-0.038006179456687376,-0.01630048403122439,-0.017950194782012124,0.0025311896906575902,0.003934374165714963,-0.021400051899154292,-0.019612572785697637,0.0037808165182308235,,0.05766427528862246
SPINT1,0.002235218597619593,-0.03213559493938751,0.04913533460963616,0.049990119928853716,-0.004067317249810303,-0.006909357309832533,-0.043597900662779576,-0.016815274057096086,0.06555638057902388,0.003273413404417114,-0.042580964770757124,,-0.03519859010315135
CTHRC1,0.03700085602212366,-0.03769790482501426,0.0009683771652706855,0.002736267244351838,-0.01505591319245446,-0.03689147931865018,-0.037986498334466504,-0.008713560118510768,-0.01992364084878866,0.013451790498940155,-0.05777240833175917,,0.056938920362042705
PODXL,-0.021103695819242593,0.013808831757847237,0.01573842184197449,-0.013000773765591986,-0.015778541688959292,-0.00102573189110418,0.006539406991228713,-0.03213739557357125,0.024081464288907957,0.030784396953088277,-0.09223614553532647,-0.025686655467506234,0.027951793719840173
JAM3,0.024963559673842416,-0.03464232333071925,0.04862079502592929,-0.027320704766325924,0.027009744542705893,-0.054614656656873505,-0.011156611212719325,0.024214154272172675,-0.03715627422318075,0.11661728355316114,-0.011462631855827972,-0.01664476341021627,0.014778916806972837
TGFB2,0.04851251205937006,0.02393783380665794,0.0485429097879183,-0.001400565934838922,-0.011403638158107274,0.03590558853051914,0.05279783906874134,0.056353894484801985,0.013372657875704096,-0.045053600869308215,0.01296255736832673,0.02172691792190432,0.023644856649914316
COL18A1,0.03139975078333144,-0.023616861919715328,-0.03224464634239722,0.012703563556667184,0.03409644948831511,0.02875444751841116,-0.04046929377640361,-0.06049602264546054,-0.030048611036583756,-0.048956588200316724,-0.04173305616620114,-0.053072422928391705,0.0358853122759887
