,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,,,-0.006466307690491646,,,,,,,-0.027299285368876235,,0.07954774350182202,
BMP1,0.13886503380882076,0.0792034078806605,-0.011476285214788514,0.032113363958569466,0.01926518463045997,0.015521104888959756,0.010484296300444127,0.23409503080809577,0.06270303297729983,-9.550569024036157e-05,0.015174827121719353,0.015135432372176053,0.06579368625229699,0.06446265900733579,0.05743073435299227,0.05374929778466979,-0.05191550391472889,0.12007143327887244
NDP,0.1709089297362144,-0.010189903176214696,0.030206805208610382,-0.03893635307769291,0.03814724961335717,0.04590662423347903,0.059316759485022505,0.05741342889430781,0.04793200874181724,-0.02481988782999801,-0.06423322159513424,0.024638037351578223,0.08170972808202315,0.07510697463072599,0.05407786265657029,-0.0006334653583478678,0.2698680356784197,-0.00855388447890997
TNFSF18,-0.036844814021448846,0.024817764924594764,-0.02350443378650717,,,,-0.013117666942287396,0.05356904176629403,-0.024960031498252367,,,,,,-0.028153271140238013,,-0.023826927198258078,0.06948239383750893
RTN4,-0.04118047245269961,0.0497339642668591,-0.0019176543647253558,0.045472965787661475,-0.0762447956696698,0.0782122539407249,0.0402218643575894,-0.29938656594056806,0.007936132150998521,-0.11614147577779971,0.02212770059104056,0.041062814953677876,0.01124108451509285,-0.03314606920440663,-0.07624648763042115,0.01611253384468977,0.07243989217514094,-0.21765449762458242
HEBP1,0.042365039999503515,0.05538257454846015,-0.018341006933277133,0.057538440400722576,-0.00836909897064526,-0.018836472609076362,0.019542475513175974,0.10884756669704837,-0.013811425303757886,-0.014262831490656859,-0.03917253221293475,-0.023250785451541838,-0.013890513842155037,0.10603707999396864,0.01880112328614001,0.0019321807039382704,0.12964315122413803,0.049101187080018566
WNT7B,-0.07130341119625778,-0.00912820944420762,-0.020997615688283726,0.0013072483629277517,-0.03561401688792225,0.011165057633557246,-0.016419648199585316,-0.11981621221997009,-0.047979928927650496,-0.007188510383830495,,0.008450080570162504,0.06158170438295054,0.007748109402101007,0.09029371641344884,-0.007826460094098651,-0.016459831796320632,0.07041557640894747
PTMA,-0.1731927626284849,0.0863014754262694,-0.05423889006992578,0.03869416873766969,-0.011475692547017585,-0.008755512543303352,-0.014765773668357251,-0.1314221072268447,-0.06394778739195586,0.01879867656934816,0.02563116333443217,0.05981934719136736,-0.07839558216227689,-0.05447216049761408,-0.03279779493756138,0.06090818249409588,-0.2294136003626621,0.06782349830168434
FASLG,,,,,,,,,,,,,,,,,0.030355520549377284,
CEACAM1,,0.052914611706644396,-0.016114407119215107,,-0.032806245938288625,-0.02717292835614285,,0.07387438327819837,-0.023826627617937565,,,,-0.003703526577479086,0.0034669029710375403,0.11108819928238992,-0.04062389879807702,0.015423179961501356,
PDAP1,0.07980155993993712,0.041880854849038175,0.030400899229956847,-0.023758620781433225,-0.009569186452927949,-0.032405411807904884,-0.0183289563771762,0.20652330461781065,0.02985826330226176,-0.02131162320887281,0.010697539269397843,0.06816776675612526,-0.023064174388587277,-0.08941083173371539,0.00545119679353474,0.00041769493258302125,0.08845786924882622,-0.03400816052950574
QDPR,0.016637782327654838,-0.04827875257018562,0.0009750674631640533,-0.007144653772131784,-0.04408252839240157,0.04670979354314385,0.03507117765864166,-0.21046783061835236,0.011869097986212837,-0.06872306128630909,0.04238510726419217,0.013188323227194472,0.057842449903637794,0.049065235689944586,-0.060191359133034215,0.03290576351502224,0.16331942111668712,-0.1709360696753957
POMC,-0.003865284694950769,0.014915070590262,-0.02863273051647507,,-0.04423279018615657,0.07965157717796081,-0.03460705110140574,0.017897008521555166,-0.016123046062101742,0.004797233804436233,-0.05016038336402507,0.06556300738180948,-0.05733775536126823,0.05904133822048872,0.0012648912430195242,0.000594445460583526,0.040297627117733895,0.04804053796051783
CCL18,0.020278310687690218,-0.04045540200679523,,,,,,,,,0.0037286754905423297,-0.0028270620107105535,-0.03119276835479936,0.009949329735416325,,0.036723626995664546,,
CCL17,,,,,-0.03494494615546284,,,,0.046908420275845034,0.01437141948143089,,,0.06575027679772115,0.08238035876521771,0.18786420591170425,,0.042837510769835385,
VEGFD,-0.013140223562079117,-0.011312637014784273,-0.023080655174989983,,0.05922713136008043,-0.02599751936999182,,0.11450629220605961,0.019753965015278215,0.004650618129788962,-0.018564106442194885,0.09355774301499095,,0.0385184074787001,-0.024782468607267922,,,
TNFSF13,,0.0031048749802551415,,,-0.024104241767049395,,-0.012721400434328633,,,,,,0.059767410587324,0.04281384561822223,0.027092778265240872,0.027726760657792286,0.05010601913397675,0.02183935586896966
WNT5A,0.058909259853172656,0.02492432605845536,0.02435960594993173,-0.006665142030315264,-0.0014148507427629723,-0.06156758747013286,0.007859044948915523,0.22682783245093802,0.04188142524369719,0.05922332670155291,-0.06067643605559199,0.007399141183956741,0.07136972617386624,0.03323938269041732,-0.004480516213538704,0.03499118680762582,0.08145361820249354,0.11466958136320393
CXCL8,-0.08004824383974266,-0.046383254803866555,-0.021611357471799302,-0.027723425887402342,-0.01167640104439571,-0.04737018250751623,-0.018095367018542342,0.07788718483293282,-0.0430027454654405,0.04622098572567227,-0.04230139129649303,0.13902498777109484,0.0096985758853446,-0.07698332063677411,0.00874380459528731,0.02620597735223114,-0.005342118914614168,0.10279524752707828
GRN,0.03571281230717667,0.0811202080298494,-0.001640952290274005,-0.025784898100693465,-0.003647300974530149,-0.006989575536819155,0.004231362436987759,0.23147830150912208,-0.01202647444563444,0.007253636298342838,-0.04414756000043854,-0.019668640141712834,0.05077215838247937,0.029852744095954616,0.03884967869597537,0.008419948031720694,-0.11596774858275664,-0.06202547306501826
MIA,-0.020852647824849004,-0.016529802427209597,-0.020526320617251986,0.061311799824475446,-0.0514245371890549,-0.023239184386897985,-0.023002745449980093,0.07717070432361534,0.02645124287955163,-0.012628923835286583,,0.03208805569408258,0.16003581499825661,0.14428969172482914,0.027362410293124164,0.11239372023421763,0.2130776308303163,0.17386236245234343
COL4A4,0.06845106625240717,-0.018965359138063787,0.1108271701075216,-0.015511377122767891,0.0038944756755663365,0.03792226361113831,0.107495970073135,-0.04300418485839617,-0.04402584895111107,-0.00901645700102212,,,0.07387563523785237,0.04368781135297556,-0.04570585287437738,0.04142710377094052,0.0030693540770891916,0.04633959436641068
TAC1,-0.003933621020546458,0.014141044891249647,-0.0009717968422198174,0.008004500935716157,-0.0355072150597011,0.06443783278477828,0.022381801859976548,-0.1946445983753417,-0.009760644063073557,-0.05549380389616353,0.04635563589291337,,,,,0.011989895766608515,0.03774968379233105,-0.09639764046897689
RARRES2,0.027937051891551254,-0.0226828015531534,-0.02023028262294863,0.017485015975304493,-0.04142069609897932,-0.07040809369287614,0.01683102208915389,0.26954218209155545,-0.029913523622670107,0.023438589801492285,-0.04269238842372897,0.05968894587030029,0.05930563133554668,-0.00034121332737315933,-0.04201927388985834,-0.020498990917753136,0.18850153808553746,0.10190629730626251
FGF7,0.05691280011115162,,0.059942091379372744,0.02099560558643956,0.021386450901055388,0.08840335093539532,0.02065644416007127,0.1136178706321524,0.0744955691936688,0.07545600360946521,0.0016897237679473949,0.04115723690392414,-0.02645636918228275,0.022466860736682387,0.03879147533138359,0.01628268532961666,0.1695882910119187,0.07192644472745723
EFNA2,,,,,,,,,,,,,,0.01082777959850985,,,,
HBEGF,0.06941722016596129,0.11365284157972139,-0.06260692866709386,0.08564515069465911,0.04234006215788759,-0.021034598565669936,-0.0334163601085043,0.09483181794697303,0.05958668405142801,0.045310380306418103,-0.012761447925129675,0.07279334606738094,0.06680217063184493,0.03671309400886408,0.048380515035508,-0.004832796560495801,-0.03856886263556345,0.23740045733503665
CSF3,-0.03396544071204372,,,0.07337194210548488,0.02419831529509956,-0.010812448886561937,,-0.026644725705380807,,,,0.10025512022093463,0.03346125122102462,-0.006906397583043097,,-0.021369965719667212,0.04184736921663809,0.15716949552458234
PI3,-0.04672557868314452,-0.042749788445017416,,-0.05230598171623814,-0.005372536575762818,0.013867486404999864,,0.05304210432791514,,,,,0.012595792678711942,-0.06450613280636883,0.03664312648428474,0.0788488781015201,-0.10420178872751548,0.07496872447652123
PCSK1N,0.06802200895381603,-0.02202023716928844,-0.008679568429824204,-0.024210288280496695,-0.027611144083250633,0.04420736605835773,0.03425309685559726,-0.051137612761524245,0.06174824079525928,-0.051648971145642084,-0.05644471457401186,0.036937446026567296,-0.013372319011147066,-0.04276031091431111,0.0728513829187962,0.009858302546871141,0.22331928038331325,-0.19614642188482997
NTS,,,,,,0.028652341958328418,-0.014776051337998596,0.0003286243508856123,-0.009239963611963428,-0.0067232954276423935,-0.01671365909199714,,-0.016101705360223807,-0.04373167181406666,,0.02984806205818325,0.01764671121265166,
SFRP1,0.027387007675158427,-0.0030043243921720913,0.08629074757187914,,-0.001018579870152274,-0.029658667433222246,0.04493379973478982,0.033474609915270924,-0.0281704570017969,0.008452907734661667,0.0018062644381830239,-0.061750145422197256,0.09533052619127504,0.11494122005137399,-0.05820662702119837,0.014689898386903311,-0.05261041601219248,0.030661738082044324
CXCL13,,,0.006252856999477368,-0.01603127463658092,,-0.029392118184808313,,,,,,0.0069234944389151235,0.050165607117444916,0.11893670510124252,,-0.0048428082276048825,,0.1458449246878685
MICA,0.04308499758490881,0.11768694019042704,0.03686582611497799,-0.007103721561326572,-0.035227339921978025,-0.010179878996056428,-0.006594500818933626,0.10963572976208262,0.007091977154707078,0.06333287803124747,-0.05320782519598052,-0.01011948805147948,0.05405055308830599,0.06498520484956195,0.06363843595713757,0.10738892292443261,0.04947823929499598,0.14164835480052346
