,MGH258,UKF243,UKF259,UKF260,UKF296,ZH1019inf,ZH8812bulk,ZH881T1,ZH916T1
PI3,,0.055094722305648824,-0.022112106744029515,-0.025534535816830926,,,-0.018599280790541347,-0.02956018025360186,-0.03193783650193941
PCSK1N,-0.007036621308669123,-0.04895728027754187,0.04608251780854587,0.05046603414626855,-0.021680296913549658,0.04455178315331851,0.042365370615493704,0.02853208555159091,0.09057650165219765
NTS,,,,0.06221959682334456,-0.005984861027595381,,,-0.008433298522690463,0.11364402011647878
SFRP1,0.017332474363717477,-0.03898214424086901,-0.016235460493657178,0.006961938734314619,-0.023498886758274728,0.03062643648436866,0.04478825696033541,0.049896268441784034,-0.0212625932372559
CXCL13,,,,-0.015984169252300992,,,,0.0312140905049862,
MICA,0.05970618930785268,0.07496429582446751,0.011667109090209689,0.029995893607038318,0.021387194434303064,0.02581963857160417,0.014230132363678025,0.0347033268785953,-0.03256783889000264
TG,-0.018495815698572438,-0.02612422483502735,-0.017520634125558165,-0.01042567802563616,0.050196899595216844,-0.03250749878420553,,-0.02115579289216077,0.02960923010371662
ADA,-0.01959609656669482,-0.03863346071817611,0.011895147035321716,0.001207710723759753,0.016046358591267344,0.11288259053354528,0.08831605466704437,0.060702991458698216,0.015619571091040917
LAMC3,-0.008073205357822757,-0.028375362095932763,-0.014802215366003008,-0.005616535206824117,-0.017374750581616114,-0.023923323576057913,0.086553699424061,0.08293215668830639,-0.07223569631131999
CCL7,,,-0.012667390479547952,-0.021192057317622134,,,,,-0.015403991828965085
NGF,,-0.01888067122976068,0.0016845801482137468,-0.022620315489122952,,0.06309315867090187,,0.06305893212798055,-0.04611908726697643
TNFSF15,,-0.023357746683297008,0.06782671712482341,0.03182935542941886,,-0.029963260309615627,,-0.01596250169721642,-0.040700013353822444
HMGB1,0.08071670792907049,0.020016689989009143,-0.009986520034483212,-0.058243938107045326,-0.015265576054153011,-0.06870505035061664,-0.039444640009188355,-0.04783927552245015,0.07178672895626718
ITGB3BP,-0.053850376719399205,0.011806090967354226,0.03586403484722205,-0.010125287629332904,0.034841872229075914,0.060227778282457824,-0.02246723295755522,0.03315962826175576,0.023209712060216756
AANAT,,-0.016593754265654882,0.03239024620713306,-0.014138103503089144,0.05505333277447206,0.0132452782244728,-0.027077454268748746,,-0.01629806573505724
RELN,-0.015333521577999614,-0.03255436043009366,0.028887678017476024,-0.0021388711064505676,-0.06060551178133332,,0.012541676659433737,-0.019280972156768366,
IL15,-0.04273818913379902,-0.03320263372256303,0.016296137697078477,-0.020846128760269478,0.006441333722431497,-0.03515141336476999,0.04150700565129101,0.0004325557167960486,0.020809454511726427
BSG,0.015200712859474975,-0.027019864661117055,-0.02417826794716965,0.007814458791068532,0.011163471002261173,0.04542306688459899,0.07844208962195083,-3.6700452687981445e-05,0.0035186098878663865
ADAMTS3,0.15014249176623962,0.08873162553887384,0.029039253163202612,0.010019681291499044,-0.034458937938126225,-0.024899013601458426,0.018591088865310874,0.053036783337174924,0.08475659387997042
CD34,0.055006784523224765,0.010966489804109672,-0.007625668446029187,0.03235929999157383,-0.03667693737120999,0.049474813386357536,0.08066096630256919,0.05685015951359435,-0.0736170531303108
PLAT,0.07026610630833675,0.10207972504411017,-0.0075166572687866175,0.04227580959904846,-0.00923479454899651,0.05602812946522228,0.06368668637029545,-0.0038060862957832974,0.03145491778829133
NTF3,,,,,0.042685414380160464,,,0.006272069314089943,
LTA,,,-0.016235459734136815,,,,,,0.05425159925501791
CKLF,-0.02665428037222086,0.10486598479662293,-0.022150164333774685,-0.004312685208258259,0.030169972358110822,0.026161948953780385,-0.00020039610566068144,-0.005569768312771458,0.10839733435281686
CD24,-0.04273819099582266,0.036929159120834214,-0.05994043879083367,-0.015540571222846886,0.061937434899831924,0.02144821794216552,0.03335814176881016,0.061064870747060476,0.00984060027004319
HSP90AA1,0.013147386065536056,-0.07244843201530106,0.02813163204334398,-0.017441492615177297,0.012088196845635203,-0.03005782765042601,0.021307878257840456,-0.035540309489713956,0.03320518546860646
BMP4,0.07752530620823428,-0.02528517208991958,-0.005417673371904664,-0.027437273694976082,-0.011820636484280599,0.05988577501432827,0.09786829094765218,0.015730060279523624,0.03679161248958356
SCGB3A1,,,,-0.01683673592892359,-0.016535437931635966,,,0.0121310549749837,0.009228243833024423
IGFBP4,-0.020300731864450257,0.07643617720705412,-0.0478614750355657,-0.001871065973128802,-0.021057433523155488,0.044260634653909725,0.0946515448801622,0.05109649897528886,-0.09547195691417414
RSPO4,,-0.02306467562484151,-0.0002656132368889103,-0.01943233016033071,0.051102442349384526,,,-0.02232449406232876,-0.0140436034949824
LEFTY2,-0.018312942420298926,-0.007142067500500319,0.03358792458099912,-0.030161980262501463,0.09304078198716108,0.1329708934953047,0.12447332138310227,-0.01806555964878463,0.02093105196080256
PF4,,,-0.011052048630932296,,,,,,0.03634529983990666
ANGPTL2,-0.057676514039415136,0.05786199045475702,0.014772730196321101,0.015102471832425333,0.030587686579631086,0.05450770205227892,0.002332847653646884,0.012730638668422535,-0.005770518112710594
LRIG2,0.05141411407636555,-0.01808301977623223,-0.0017176578553699897,-0.04132730661626846,0.013320143238123939,0.12275790141625045,0.004567072353707606,0.010611442916960886,0.0014522886024881938
ICOSLG,-0.005742963297616044,-0.004964428748980972,-0.006420043748397325,0.02751145851697082,0.07310456613511303,-0.003954395350385525,0.0474714493511374,0.004121090850891537,0.007743425832737918
WIF1,,-0.05367518645922103,,-0.026290586363697365,-0.031116266051790693,,,0.07104002852894217,
NPPC,0.034393240031545105,0.031115500541283304,-0.017144452932783202,-0.03389820269636643,0.028230444183529498,-0.024898965781411812,-0.025688607270676386,0.008914355194604021,
LYZ,0.026534330077803637,-0.06465501969761711,-0.006317806711612599,0.009742919743387684,-0.01998069441308216,0.011163087808764823,0.02025486351712226,0.05042735394278871,-0.06692352194556431
EREG,,,,0.11886323346291233,,,,-0.02780553374717379,-0.007906689316359667
SPTAN1,-0.02147639548180401,0.016956251398866553,0.029120405722501744,0.05217370506750405,0.007021610723859012,0.11725378136193276,0.09966663066006244,0.05089810567067784,0.036703508639806884
PTH2,,,,,,,,-0.014477646288431125,
LIPC,0.05328193612894377,-0.04837431572322001,0.037837004026225085,0.021019678128021895,,-0.02131107482539238,0.0022490770009920037,,-0.02773380757309389
COL8A1,-0.03155155573564297,0.11947611574187368,0.003298757812327892,0.022090271225184383,-0.0032588832302428315,-0.04578714627025932,0.048815758760406676,0.018539058560362916,-0.09367875751713198
GSTM2,0.016957298336473407,-0.062243287392095385,0.09214346624615319,-0.006561184316591324,-0.0488733840336281,0.09255118822850791,-0.03460481251294588,-0.030339515264508832,0.08871925708703565
SPX,-0.009259821761356342,-0.036113518433480124,0.0030353189485098045,-0.0377326352967808,0.004307485497133333,0.10643656469921015,-0.054780184621954546,0.07712881856261429,0.19227365925094111
MFGE8,0.010586429217485961,0.015948287629478624,-0.0541276239066416,-0.05163605836131917,-0.04127398735976576,0.0064283634734331,0.09149479920741142,-0.017028131733368604,-0.06946035371520504
TGFA,-0.03270734960039839,-0.014702763440171846,0.03863123761716861,0.022349151470261643,-0.03140513266835664,0.039447918682951534,-0.014308621083389376,0.05456680444730664,0.06491287890052116
SLIT2,-0.01903487644513363,-0.046742123185775496,0.004663957546632631,-0.015438180242872485,0.06400172752639958,-0.02815852830076254,-0.02376051789730382,0.006007762241895137,-0.0638255881737572
PLTP,0.020124095822262045,-0.001841603491240653,0.03705014358155387,0.04821957808300148,0.09391069576364547,0.08330060367293271,0.048064657676935,-0.002319097038850895,0.04378308836287609
APOD,-0.07380232659693556,0.03629333884047871,0.0532063815219734,-0.025664163016339895,-0.10790824699483603,-0.05999417762025484,-0.023078418441304413,0.05110867639027203,-0.08402232801376526
B2M,-0.05012805743629073,0.031774787259874836,0.03603872333794114,-0.002492311268655359,0.07621904726440498,-0.06728485907926499,0.10556837222644423,0.006281754226286279,-0.09448970674953851
OMG,0.015023449037233289,-0.06292240562750176,0.05499752514173863,-0.045166702123413886,-0.0654874159528368,-0.025441627010343727,-0.07985740271622718,-0.00031594824990335087,0.1727096288358545
CXCL3,0.08094285178106476,0.043768343119133,-0.0009034271258878413,-0.020646958714011735,-0.01768942079326954,,0.03246684794314502,-0.006118929500653183,0.004949068511247603
CXCL10,0.023720411261811843,-0.0233300614757671,-0.0014751658841254639,0.037071362899387734,0.05805987214819536,-0.012333835828192153,-0.02568860447746327,0.04606461855500758,0.028396449274565208
RSPO3,,,0.0312811267629165,-0.018813682374203944,-0.016528570895254894,,,0.014726854513958455,0.08993363053979389
CORT,-0.018495819568954835,-0.025859565104675058,0.05413996454581734,-0.006512163396981225,-0.0071176832740994355,,,-0.03712862771451145,
NCAN,-0.004190094419241387,0.020506548579137633,-0.008983284617065478,-0.06352208912837692,-0.03569020045038624,0.05445721325169492,0.0728377352070497,-0.012810985554287935,0.1670844944347702
PRG4,,0.02981707071136915,-0.012667392453572719,-0.013470529035340942,,,,0.15648160126037808,-0.03541078259042935
ZG16B,,,-0.01470205816118829,,,0.03871114958666406,,,0.02387468772374828
TGM2,-0.004943875129440407,0.031229783826602332,-0.026922982493450102,-0.031727862688448565,0.0746248576057564,0.04758110863881946,0.06612735403093442,0.04440789693551799,-0.08591060370020051
VEGFC,-0.018495820759842213,0.250228517600068,0.028966389854185183,-0.020735607887230344,0.009976646550623643,0.01904892231365202,0.07686019384079898,0.025225490206124253,-0.0335304729115205
WNT6,,0.05760696705226693,-0.017520634853024186,-0.018561092141616744,,-0.021983565285778287,,0.019332916375740732,0.10186047950786692
NRG4,,-0.02393410320068741,0.003145378569836685,0.0203108174476708,0.009335001534607236,,-0.020195848455077266,0.02363661311829894,-0.01563204135475088
PMCH,,,-0.02136147295090161,,,,,-0.016973409235665815,0.03380979696712423
COL9A1,0.031241187659149128,0.15227324823258906,-0.01610171831717476,-0.009581500381565035,0.056816413710660325,0.008570843411543566,0.06376267989843189,-0.019672640571280587,0.14470214037405418
GDF11,-0.004337304825701689,0.11379202095450795,-0.002018818108834435,-0.020030714561195723,0.04045503503276159,0.058961088765593285,-0.023608161962143593,0.02318846479334044,-0.011899455470799689
RAET1E,,,,,,,,,-0.017148238297511862
SORBS1,-0.015168823015997127,-0.029412913584154713,0.021396100523152224,0.01992446638396277,-0.06383136065431214,0.06822119675282393,0.0034455334404157514,-0.01548959181390308,0.048537649221539324
DLL1,-0.01610656937188833,-0.05347619894575797,-0.0036558861995572645,-0.021292436399699757,0.017768995681528777,0.06813342461108308,0.004082599890852292,0.07244125927857596,0.07810271904390395
TLN1,0.02633668941044189,0.06512467548621721,-0.006454483120177855,0.013740003291339821,0.013810692499317151,0.05228544884305799,0.02207155611358778,0.022334108335544375,-0.09828081595648433
COL2A1,-0.017372304713472408,-0.02449813073074617,,-0.012031225931984156,,,,-0.003512458036849356,-0.022749901105531482
SHH,,,0.008472156514760415,-0.006310735266083387,0.010884730516554359,,0.06253759779234185,-0.000288076525875392,0.10263818833591178
PON2,-0.005298868499710272,0.04685699305006254,0.04733618772841955,0.00474948386928761,0.044831190958066126,0.07949675677232006,0.08817542872725898,-0.0046637905836207465,0.13404041320264334
ICAM5,,0.021114500156356318,-0.005835641929953797,-0.031906742764373205,-0.043589019663051634,,,0.040780845374385755,-0.00848012642091022
HPX,0.07840958670454694,0.02670524114808988,-0.022819505198545434,0.013093025237311852,-0.016535436245887894,-0.0005002153406756799,-0.027077443180099116,-0.03835250497493137,0.07260079727454416
SFRP2,,-0.03189514867903094,-0.014991800620911638,,-0.03699660100093484,0.07721019081374338,0.06903166869442359,-0.008043005325526618,-0.01465931942941145
CD70,,,0.00897024164122021,,,,,-0.02438708969060559,-0.02384950358156739
HP,0.07290638717415306,-0.0466619348687491,-0.01778810040051171,0.0691600959229337,-0.002776453932187392,0.013460488965847546,-0.005707502282322561,0.025831307156315396,-0.02338382412331215
CXCL2,-0.05321902998396523,0.007872836665279014,0.011021701074789917,0.035283521381161136,0.003047318068414383,,-0.031217356606053532,-0.019921666644747444,0.05816230692877281
NPPB,,,-0.040444036350046106,,,,,0.0043593587179042315,-0.015856965010503595
CCK,-0.012587084611639474,-0.06173508208614265,0.019831305810451255,-0.01329185063517593,-0.07146922026105677,-0.0036268131407204457,-0.056541646747048493,0.08366827116429544,-0.020570764292069176
SEMA6A,0.06403534818808508,0.09951080039165514,0.022827477420056516,-0.016277563596099935,-0.005828285081692759,-0.014541968740622586,0.015226113343016998,0.017527492016883597,0.08605508840556615
IRAK4,0.0439991949148847,-0.06256614419724255,0.029289391857634746,0.02597397517024999,0.06693370188644844,0.0836661312130255,0.024626736880465284,-0.030723521679623184,0.06258878834697854
GSTP1,-0.008147649077972312,0.005123975918378789,0.028773254294993274,0.007490310329722951,0.06770784013251892,-0.011957152167014816,0.014161710853502754,0.0009774160794598615,0.07913680147216583
VCAM1,-0.056951941751554935,0.056061012437442805,0.05249012386840632,-0.007818226183287794,-0.009824729299465235,-0.0002862006302487776,0.029403517969687945,0.022212457037471635,0.05272318450310901
NXPH3,0.15280380092028706,0.04086396971752322,0.057983426578667216,-0.0023628733283371436,-0.0013061312714601188,0.12391287107021016,0.06425466860471808,-0.028338527766146173,0.08631549917536623
MTMR4,-0.018421127481187908,0.05079305021911492,0.07319783204012328,0.03948531296698095,-0.01962854441253312,0.05700828169708366,-0.0012984711419508244,0.04230124094912115,0.04040574836118625
LAMC2,,-0.02185654473522964,-0.029422734835895845,,,,-0.019526263601094825,0.006375703301979504,-0.030212381078628604
IL10,-0.019211525942576073,0.016786378183947945,0.020188963629161543,0.041216330086593374,,-0.039777148382187676,-0.018834956443296476,-0.022631717794977992,-0.04229260308156035
SEMA4D,-0.014500609025140302,0.07141174367995803,-0.04329699091825555,-0.039987090454567754,-0.0066985309676760125,-0.032095674254246705,-0.015012151183865945,0.01751782014845887,0.02883520246697156
TRH,-0.01698271270470011,-0.04265223127859504,-0.0021264883165027604,-0.011839638481596944,,,0.045444694784981095,0.036286899504644296,0.14913356278317202
SEMA6D,-0.05980782405551239,0.042946979752562744,0.04183848264132233,0.011150363829790634,0.011815677229940053,0.05216592679525692,-0.057161112181455705,-0.0057167198729946205,0.10191074117026759
CEL,,,,-0.023358373428718063,,0.14446820928379123,-0.009177517152328294,0.03414330757045922,0.06494512207745204
PDCD1LG2,0.10026204296057036,-0.030042564138868535,-0.05126864467555879,0.003126183572994213,0.009265577570223098,0.05903641047855215,0.03564815565660234,-0.026917840612374514,-0.05756039880739559
SPINT1,-0.01053588492317644,0.002262268044764859,0.05667404360537596,-0.006304769474005319,-0.027022540708427148,0.04030088215419511,-0.03858024437636019,0.0525885221171663,0.07226911104379863
CTHRC1,0.035828909035168416,0.003110594070948345,-0.0319573162660771,-0.053512842282598685,-0.00011354867688079542,0.01441726998061941,0.06787753629363266,0.1153401240782216,-0.03401745952569747
PODXL,-0.04495386445460531,0.018110212188185353,-0.08502178386025615,0.03640189260778497,-0.0018053246046177587,0.029794000279503945,0.07421562899295282,0.04739737724701623,0.010889297292822177
JAM3,-0.00263058867952284,-0.03630071966020644,-0.006726283228422561,-0.028575884106224997,-0.01578978888587148,0.018662834734655062,0.014945893189771133,-0.0312332494350514,-0.07147242950493915
TGFB2,-0.035139774005263164,0.027271569646384497,-0.004134509743759002,0.007984914002722098,-0.02880323773527383,0.03891007222274955,0.015571811773441422,0.07303119626886549,-0.07110988002414827
COL18A1,0.04910583972510292,-0.028799280341696928,-0.018431707410014413,-0.05902230729955924,0.009065385312074651,0.04535450907200978,0.09246194435153177,0.038152097168748296,-0.11954976893106328
NODAL,0.04163851687892056,,-0.02592430617741939,-0.0032412830701844656,,0.05787324508602393,0.005725895062777228,-0.01884078826528791,0.04363986234194491
INHBB,-0.016925921187138683,0.06521379982328862,0.014689017246250154,0.012862712875076418,0.034474711947333564,0.10362506514436735,0.027971228724870262,-0.03294562616675865,0.060638657516600095
LCN1,,,,,,,,,-0.017960752586044813
ARF4,0.04951194097554819,0.0473813075839887,0.026369609844382774,-0.010129129057659846,0.018489036159315478,0.041867039498242845,0.019313180750090274,0.042410360679121885,-0.06176737594990671
CXCL14,0.012479343211766279,0.015305283648060013,0.0028740401684990585,-0.007898097494827928,0.016804627808111084,0.019839610837867075,0.0727909347671139,-0.05942947403790375,0.03789544457784992
LIF,-0.02293834464628141,0.1069479361380994,-0.023297598116297363,0.05668738198381845,-0.01960313716590253,-0.03281969477304592,0.09311057170913004,-0.03337612078673051,-0.08031940431535173
IL17B,,-0.02612423692665155,,,,,,-0.023439691326197862,-0.030338224228397243
MMP1,,,,-0.01183963589881396,,,,-0.016973407891475664,-0.01989210446821484
MATN1,,-0.02058346393641762,,,,,-0.019751759267769443,-0.02415711828095595,-0.02160100614254947
ADAM28,-0.013897335346433087,0.011712638847034204,0.009715994210585407,0.02953042143823042,-0.0001728602163648425,0.00204313641273339,0.02538487846298168,0.05250638420375617,-0.04009405986892599
TCN2,-0.042735834925121105,-0.0029866318557437463,-0.03315664338213192,-0.052509573667862075,-0.037990353183179,-0.06868860287022842,0.08804131638437124,0.04341139660583783,-0.0419325268976122
THPO,,,-0.015881318731595165,,-0.02039892578764971,-0.023843921368242576,,-0.020955181203614115,0.1007254077858318
CUBN,0.03069247259659939,-0.05610472909906437,0.05477224466207622,-0.02973546161807162,0.05504250553926838,0.03791952083085825,0.03678257777928636,0.05474967715784086,-0.0018770209405897479
TIMP3,-0.01661630171165225,-0.00336905983035858,-0.02933055006068637,-0.0007705273405195789,-0.028095610357022918,0.015702821120687802,0.030814871824274805,0.039310161870360856,-0.07116925826681159
PIGF,0.01048786636050079,0.048805354211528845,0.035885208837332074,0.04442732115940684,0.014496323951497013,-0.02250543514292042,0.02361506526024012,-0.0036132698834983393,0.0680151192567999
CRH,,,-0.014847595518181269,-0.01203122813952066,-0.0061532486669027015,,0.04213437995216038,-0.006031234770607863,0.03777998010021427
BDNF,,-0.03728631960767041,0.052525222834141475,-0.026229979404825618,-0.023823593537818117,,0.0800339591193948,-0.006517119503811843,-0.03097109120611718
CCL5,-0.06765965558913378,-0.012537671922255153,0.0007599638363191626,-0.037136269871579496,0.0321734270713997,0.030822282937014018,0.01964643987138585,0.002276293554884224,0.03254746788395665
GAD1,0.05549949276010172,-0.04756819001267476,0.01820936180556832,-0.014043454092936718,-0.07870690843553105,0.03844756787735519,-0.01717677397164001,0.021968251506210474,0.08372124101938574
COL14A1,0.01439023232669156,0.09258267659063182,0.039911646285818066,0.031576746214611845,-0.026719738073417158,0.017952060087482017,0.014006061282719659,2.0097971472675976e-05,-0.009228708261326548
HLA-A,0.008188388532646916,0.050084162017223065,-0.003828354739932436,-0.04039047383954918,0.07799647141889564,0.005912047709360442,0.06847954801760699,-0.0655731023804495,-0.09456676857243168
CD5L,-3.64455855305031e-05,,,,,-0.027217181003145845,,,
FGF18,,,-0.011796303605460716,-0.016415529914334672,,,,0.04800231810736119,0.030001127171435316
ADM,-0.022941277267857992,-0.004742218918135298,-0.012209104660983225,0.004137752231520131,0.001931245314952248,0.08623565016306287,0.08498195439349476,-0.009358950730024677,-0.03038647033496141
CCL15,,,,,0.042423235797362964,,,,-0.015403997380462667
GNAI2,0.01665756602188323,0.00929535134579589,0.011067767222978912,-0.00016076462980679887,-0.01523684997801636,0.07313023884525162,-0.03670008483927694,0.010054227166771795,0.03229843686759897
HDC,,,,,-0.024833068390695483,,,,0.1034072024070925
COL11A1,-0.02138849749004033,,-0.015731634499802336,0.021548741682024235,0.014586594741070588,0.05595389120057685,0.01273009473968562,-0.07022760340539663,0.027394764452508144
NUCB2,0.001451852384506414,-0.05040229151212107,0.004175678896867858,-0.0031365384515733507,0.042958081707163163,0.027582834022311584,-0.03034898202380349,-0.03998698570151367,0.005307356655417889
CXCL1,,-0.03225170565825938,-0.031008005261277418,0.006985470161122751,-0.0028022650655334215,,-0.029689778479121624,0.09048607790030479,-0.014694721896528401
VCAN,-0.022619187220856842,0.039554523575426326,0.058178111958960624,-0.0425155189232985,0.03550676168866476,0.025536724509006514,-0.01838298483350262,-0.015556378477217605,-0.08125688842729982
MMP7,,0.0250402802000918,0.02598777119461679,,0.015722552763171346,,,-0.02922597836523235,-0.10745859112519206
PTPN6,-0.017289768122535673,-0.00976643377988681,0.0017828942390732438,0.009298187379233335,-0.04404944008881259,0.09809775767599893,0.030597168750778357,0.05978331747374562,0.026722569536668486
PTGS2,-0.03680843895322995,0.034580745492817526,-0.0047267034212135055,0.027104148514429195,0.013661925162065382,-0.042050522569155424,0.16182799305775708,0.01067931470223479,-0.030717883701467896
XCL1,-0.016584716398817284,,-0.012834800492402829,-0.012589295328252004,,,,,
CD58,-0.012923211002427139,0.08696786190403787,-0.01836572233452351,0.0586221330809309,0.029506515388789345,0.06176308853837375,-0.013090987130972249,0.008743217580081725,0.0027877516590446043
TNFSF14,0.02914260784774477,-0.0434823651154748,0.0017153248628237225,0.008302003800946133,-0.0181313072727739,0.07781902127624007,0.009216323201510192,-0.02450871021144894,-0.0017613213082272497
CNTN4,,-0.03405104237317637,-0.023066445596229182,-0.029649589648299023,-0.024704186533526986,-0.008443367997477264,-0.024786930077058313,-0.04173969213905024,0.022603239894842843
NTF4,,,-0.016235460556950545,,,,,,
INSL3,,,-0.011796301291684614,,,,,0.03469315067527864,-0.021091566436455163
BTLA,,,-0.018724315098456092,-0.013124759476088942,-0.023154299524101713,0.0595464654859081,,,0.062232022546416466
MFNG,0.02885913285529947,-0.0587691825831777,0.0034376371199978596,0.03309474320744757,0.004583015221553827,-0.06281328561883966,0.015108392407823912,0.05091247710188469,0.014743126594852411
ICAM1,-0.0581670508295716,0.05712999863674814,-0.04030215908274179,0.03700134989512778,0.0678149282853905,0.08054599917277491,-0.06316055831885456,-0.009801392131200053,0.053728668693700916
PROS1,-0.010980302118245756,0.03187269719470007,-0.009926184791019683,0.017688314583806,-0.002116361332360378,-0.008158513577700676,0.08471661793656327,-0.015940345961834048,-0.07520166375126579
CLCF1,-0.03722253444053524,0.021792220907701203,0.029058824131186024,0.05432330552223628,-0.0051873558703920235,-0.03264664541165039,0.0353935340150644,-0.07940916813063421,-0.04592966928828307
PSAP,-0.015027080775326163,-0.034816919463619506,0.025441553367739105,0.014171151211329528,0.00345905223729659,0.014242377021105364,0.008429833806830765,0.0011586739807987682,-0.06858404092707744
EFEMP1,0.010899272730247654,0.08581088496016102,0.014198367943470633,0.06344335239246308,0.039514458032749736,0.0027460664807576977,0.057686425658596815,-0.004136903217509973,-0.13808509744418127
C1QTNF1,-0.010738070279973446,0.04088334335455308,-0.013315428547179911,0.04625858765132362,0.012764669880210454,0.04129997011652911,0.049440223724579214,-0.08127080881444786,0.03854879480749641
ALB,-0.024967902546172205,0.15779336255015297,0.008076238178913285,0.00465313321446145,-0.020593335597064902,0.05454139694083124,0.01301775931591425,-0.022063132946393497,-0.023849511024707122
CCL13,,,,,,,,-0.027491608660313173,
EFNA3,0.017110179373167812,-0.00789726749495613,0.0553245786771406,0.023177429556417356,-0.03990895647158671,0.07241869043118064,0.0019357505753267732,0.0173237519639392,0.023218478258381064
DRAXIN,0.03700396908357939,-0.029696321411770848,0.011803266263521017,-0.03246914702277547,-0.016535437931635966,0.030818308311156777,0.04245340341405744,0.04291989937230192,-0.004646640901719694
RAET1L,,,,,-0.019804908245343242,,,-0.0054167264135529586,
NPTX2,-0.04339664335101773,-0.019311552927924674,0.040753906367628684,0.004609251933391137,-0.00717426365754823,-0.04671198186773518,0.010542097701024504,-0.04871902801607972,0.055732865826803736
