,ZH1019inf,ZH8812bulk,ZH881inf,ZH916inf
EFNB2,0.041613084320830794,-0.001283720353448316,-0.01914044797260551,-0.0693124858607465
PROK1,,0.0163982839793479,,
MMP9,-0.045030643190494594,-0.044846801079698496,,
NPPA,0.06772872370881934,-0.03289509587951444,0.032666356882648864,
APOB,0.0626868849539206,0.12777469436759373,,
C4B,,0.12400067917242187,0.12732806604223326,
NTNG2,0.011182532999277054,0.009870548232338136,-0.008194258065057008,-0.08789344018397206
LAMA1,0.08703761341569168,-0.004778953151242117,,0.011346941768830983
UCN,0.028908296436703576,-0.06111643170339583,0.05518792592383257,-0.03501147501978454
ARTN,0.13610034726438908,-0.03186788950423377,,
PDGFD,-0.06539923264467269,-0.04497520018229345,0.17591695936218446,-0.037446175164661664
EDN1,0.01753546011894437,-0.09476461294998985,-0.07175520175228556,-0.08785942504255893
ARPC5,-0.02635313826990886,-0.03355369098153013,0.13370243831770576,-0.027103627831485462
GSTO1,0.005559350288355912,0.08776983402422317,-0.013635908504810326,-0.11122979218672015
SYK,0.020653228604384805,-0.041437968457843984,0.09885736477035788,-0.050230849902219724
ST6GAL1,0.06588485376567509,0.050781655312290605,-0.06845074720736323,-0.0009601566854566744
WNT3,-0.004216019027255943,-0.019992562280638636,-0.04373229180954792,-0.033732452257975304
HSP90B1,-8.425188176558877e-05,-0.035406956409363935,-0.05046012361113794,-0.013523817875646452
ZP3,0.05076376834177924,-0.009096668478726934,-0.045449419195826304,0.075802875011446
ANGPT4,,0.024427785911202246,,
NRG2,-0.0655749396218704,-0.09165111985207403,-0.009842872849050725,0.08032465168019513
MELTF,0.03533298614121782,-0.03723423710689253,-0.001457294708793183,-0.0011777230169232498
NLGN1,0.06087057573196004,-0.01091113418397855,0.08576183577123045,0.01247714434969341
SLIT3,-0.0392865168758532,-0.007832853676460813,-0.057641918980219795,-0.07373164214462218
CCL8,-0.028252496973031307,,-0.04314702308453407,-0.07173532216710043
S100A4,-0.04737949729480958,0.005479304867951594,0.10194476607962019,0.016363108933907716
TNFSF13B,-0.022074267235152278,0.05504133185948865,0.0308787497280913,-0.014260712514133142
HSPG2,0.0022615546513437136,-0.12214456204819786,-0.05333504766074722,-0.059104452425593694
FAM3C,-0.06947062614874536,-0.04654648244674574,-0.08103623577808267,-0.10156341019727268
FLT3LG,0.015138210938664562,-0.02098811021198914,0.03265865974037126,
A2M,0.011712301708140718,-0.11594544006956722,-0.055915465724753345,-0.009382253242138875
VCL,0.01419141649648457,-0.1129671764111133,-0.04333168824514837,-0.05903704255889957
FGF2,0.04505996622109802,-0.004407243645848838,0.005609250159386399,0.045280441239727805
AGRP,0.010305606382626141,,,
CNTN3,,-0.049909862556833606,-0.043146988437084685,0.06683170016299479
RNASE2,-0.058633321860584856,0.008336689061637823,0.0059124151214612775,0.09049699307703533
GAL,0.0036452579505705696,,,
PDGFC,0.0852730317382235,-0.02026794095963168,0.0777626585607726,-0.042380820597147505
COL8A2,0.011889616073671772,-0.027288995220510936,0.041013793079137516,-0.034477623892248226
SPON2,-0.05755735770020709,-0.0786515398413059,-0.045449419195826304,
SEMA3D,-0.03613091226021825,0.0019495729034853199,-0.040733934916032416,-0.05531737405402065
BMP6,,-0.0419323473148969,,
TIMP2,0.0018158136416479022,-0.0013630792475911734,0.08283122257275925,-0.007069425995077297
EFNA1,0.03369775861864367,0.0637844473352466,0.08604904515093788,0.02730382034779501
S100A12,,-0.03406957732693719,,0.0012458228511791633
TFPI,-0.04272111105348826,-0.0047745924495110345,0.10171778737157712,-0.02055259095862892
GPC3,-0.027022094124168044,-0.03137830757459229,,
NMU,-0.02550513713470451,,,
LAMB3,-0.015941847548400823,-0.009306372639928208,0.03917751987465381,-0.06300547869437734
LGALS9,-0.000863041323741747,0.09968720020190415,0.08662815901199962,0.03305126655604906
VIM,-0.026872538571300092,-0.14321824719260948,-0.04311394646576356,0.005211889153318224
PLAU,-0.04744925644727,-0.0645723335397572,-0.0032115262858722136,0.06460430066337046
TGFB3,-0.03791687439779642,0.007018337955539409,-0.019637996736188625,0.06060891648508138
APLN,0.03462520669851334,-0.05801427425324795,0.08576766059064393,-0.06145580735418143
SHANK2,,0.02770466341327361,0.0010721765627887503,0.06806786926897522
LTF,-0.08008470797643497,-0.0919438530417862,0.1633667449912469,-0.012158261090398791
PENK,,-0.038960081861994116,0.02456213980702415,-0.04478113648284502
CTF1,0.012182757546804058,0.013948053312097034,0.05996809350961588,-0.04564934059524137
COL3A1,0.02017361678960568,-0.07681788556206216,0.005623792710051284,-0.05740675010399753
S100A10,-0.04613336756496192,-0.032425973437742395,0.011556531861251829,0.004637094422935671
FGF13,,0.0018841319027311449,-0.044015811108262304,-0.06587083549322802
SEMA4A,0.08782132042607173,-0.029571822598104147,-0.03919575235226163,-0.08172952130870537
EFNA4,0.05963142973390602,-0.06278620349582585,-0.04373225862963871,0.13952511985264646
HSPA8,-0.0020171740802678883,0.14194672869136757,0.01600061460514326,0.0699440716384272
NPB,-0.01748197926315865,-0.007075277044054835,-0.05420287661538812,-0.05539264813188781
SEMA3E,-0.038012539879076566,-0.01633017975306896,0.0034798608230319056,0.006083560004118418
ADAM9,0.00010175932096513583,-0.03227059966808524,-0.11986234317417639,0.09631611132854787
ASIP,0.028042968188580524,0.0007641955367663632,0.015995898933819197,
IBSP,-0.008343692414463817,-0.040097745909934306,,
FAT4,-0.04603927574727174,0.022440209589967997,-0.06433154366738104,-0.07746480817546787
MDK,-0.036302357908088737,-0.03863270430256895,0.1021864790735264,-0.16031387350619614
HSPA1A,0.01876393057603352,0.006044284094306106,0.0666510999034546,0.04901249763790336
SEMA3F,0.010186538570994486,-0.09094662802481784,,
ARF6,0.059466086043295244,-0.04639523258357582,-0.014564408697321826,-0.006360487721237332
IL6,,,0.041221697826142656,
CALM1,-0.056037605978720574,0.04131832142394611,-0.12233560753246885,-0.05779320634202461
VIP,,,-0.009788369888463546,0.04373328892214766
NMB,-0.002876280031365725,-0.06788842534089239,-0.027831952690519846,0.03406215498965649
CCL26,0.005147840644992593,-0.037394809469533025,,
FBLN1,0.007694769833745819,-0.05460394313688236,0.009594569067001702,0.00866319283006155
SAA1,0.02999686396690458,0.052206232162370504,,
MICB,0.20054864498826272,0.010890307973014067,,-0.01450249028840093
MMP13,-0.02743778786845384,,,
F13A1,0.0615091849426138,-0.07910097073210061,,-0.04691859035508039
COL5A2,-0.017364761656614828,-0.028865716315768394,-0.002233458155230713,-0.05508490001234411
EFNA5,0.08296392276237514,-0.02561871036987257,0.00995370760036755,0.04960099443210306
AREG,,-0.04264649121292377,-0.04819557762536423,
EDIL3,-0.02308844022066459,0.11323638777588675,0.10514216665491022,0.04404779021109221
CD86,-0.05847682411041122,0.017298354275915962,0.026702278681372427,-0.07151689220189615
HRAS,0.06002016800610079,0.062090444264575884,0.09795415989800264,-0.08453714308594572
C1QTNF5,-0.0035927520278364994,-0.09342563176754705,0.05150047783825201,
RLN1,,-0.012363642754124236,,
COL4A1,-0.07943464357501383,-0.12310614197693319,-0.022049155750564032,-0.01787340250418655
CCL3,-0.057635626202082194,-0.019411185808354676,0.008582835738555285,-0.12632802561699044
BGN,-0.05352937254955848,-0.14742937656895402,-0.005560705380208813,-0.07103347267885193
S100A9,-0.04799963405731748,-0.08366490120051555,-0.03904161414425588,-0.016443136194237207
HCRT,-0.0010308077893544062,-0.00017084029359232004,-0.04914805904402165,-0.07246398069650466
FADD,0.02531011728706682,0.023505460473139037,0.10300001190837567,0.02116400200644794
ACTR2,-0.019722401944465482,-0.038942228566752994,-0.10076893491548847,-0.12880819625377019
BMP2,0.012173350288375916,-0.00294099749918593,0.05676192798829814,-0.11251470609931676
PDYN,,,0.02730923451033316,-0.07878530039970326
CD55,-0.0518144992757047,-0.004949189398766171,-0.028126246695417974,-0.08544323177410922
OSTN,,0.03279379149324447,,
CD6,-0.034678910210909096,0.02748271058939189,,
IL16,-0.022372340569258718,-0.015082763099585297,,0.02874841704650232
LAMA5,-0.0009480190285719214,-0.07251262197220065,0.00579497560254922,-0.04937458839747486
RGMB,0.04019540200995898,-0.028834589090392184,0.01232819443256915,0.04633446387447668
INSL5,-0.03057861882068037,,,
IL12A,,-0.007557666620356797,0.058132547701572945,0.03508268570143493
S100A8,-0.027105595441746285,0.005228614825260466,-0.03561180730613309,0.06802292368559668
TAC3,,,0.13603436019536505,0.04228037513705318
TAC4,0.04795574186001528,,,
MFAP5,-0.05711585197344161,-0.0426464981376072,-0.002720366550962347,
CXCL16,0.023170572419577373,-0.003943914721526121,0.01359613817466752,-0.059155590745446913
AGRN,0.017625646355967108,-0.0984906709301718,0.044053339813609496,-0.08816335083022409
COL4A6,0.06341716584215304,-0.04279360162864005,0.13089799478600686,
FST,-0.017979204435200492,-0.09040850524121331,-0.055761177988376806,
MEGF10,0.03622939429768853,0.04477616762692243,0.11221739390262014,0.10308885862792125
C1QB,0.027956409281094132,-0.08717382877415976,0.08063668053239081,0.03273667858570264
HLA-B,-0.12845067647386202,-0.07616068836294511,0.04909107984394553,-0.0031114528163737544
PDGFA,0.04064669167058805,0.10539677632107748,0.01579797827183402,0.045089840181998506
LAMA3,-0.04074352354035605,-0.034928077200000414,,
DKK1,-0.03414098268054242,-0.014383586794223318,,-0.04795539042380713
INHBA,-0.03336989030502243,-0.003121306980580028,-0.06816375675340446,-0.018998326522945173
IL7,-0.032756877547934236,-0.03274291546323162,,
FABP5,-0.024473525665950527,-0.040356410841824376,-0.03336878518504595,-0.0712704024001894
CCL4,-0.010098906425036278,-0.06800113785729738,-0.08208889031775587,0.006139978754294356
FBN1,0.016574282412418526,-0.03586579837721991,-0.08065013647139667,0.10584771848385928
TCTN1,0.03970043857898843,0.010568141726400481,0.03345310265905825,-0.0483515622312493
NCR3LG1,,-0.03274293284857938,,
BMP7,-0.08371752417106917,0.0393822643020455,0.04782393888973116,-0.048665611754590186
NLGN2,0.06363180921735215,-0.0019177756775165945,0.0530732275673615,0.08022330206960478
NPNT,0.07745496120864462,-0.07752592387289678,0.09782463173017113,-0.07436410823644277
KITLG,0.06779300661759095,0.03413510818049866,-0.030606907574987068,-0.005619955649998019
MADCAM1,-0.018276322519951312,-0.04335026878618185,,
F12,0.07483741019425805,-0.0295305195120797,0.013422910599362466,-0.05747576330865896
S100B,0.026897664102879738,0.12728846571358962,0.11878779888538912,0.12581882941157033
CD99,-0.0017198099231943934,-0.09389830217071972,0.12484815024355514,0.0960849863865624
PDGFB,-0.033342734466326546,-0.09628860384717979,0.06304124450967659,-0.11954396796895536
CLEC2D,0.11426103678022845,-0.041576534771194856,0.05389954933905999,-0.12176575742688904
F8,-0.019333856312816238,0.05231154517807848,0.04874815849895599,-0.11482861609790658
C3,-0.023350984508021946,-0.11790301267018886,0.0970999032700351,0.02704094050677973
DLK2,0.26164015848767846,0.023942115431668503,-0.04925811572655534,-0.07532287780849178
TSLP,,0.020426315821951084,,0.03740470762099252
OSM,0.031014864893911247,0.009721475692784226,-0.009265527600290249,0.009061681366822855
PRND,-0.03803180439122505,,,
SLPI,0.06598990825533119,-0.06384221707245798,,
AFDN,0.023368249787209448,-0.0406940403508432,0.02176649786757117,-0.027598495014857168
ULBP2,-0.002333103323368072,-0.008587972949976395,,
ANGPTL1,-0.043313285926669776,0.1162679985717392,,-0.05534173437126917
LTBP1,-0.04884302920981002,0.0026468871803712207,0.05242482425760042,-0.026038398915498313
NTN4,-0.01806675642147147,-0.001612296586652169,0.010665478134839926,-0.09019427585997057
APP,-0.03670673051493718,-0.028959717475098772,0.029797588707313877,0.004488538998981274
RIMS2,-0.0266004512365288,0.002693044174763816,-0.08279546403348413,-0.019059112126712782
WNT7A,-0.0018612288189907462,-0.05399525074151827,0.16349409429130735,0.005129860875147082
GAST,,-0.03779164234403493,,
GPI,-0.03615197373383623,-0.052379122118914316,-0.06952046148446543,-0.047563215790797087
IL1B,0.12608957444411767,-0.029278118589938108,-0.14068237096687486,-0.08680004731601493
HAS2,-0.05916120725649178,-0.0030980709362143453,0.06546846792301056,
IL11,,0.04957069899863684,-0.04488318629536892,
SEMA4B,0.08101533017842288,-0.025091767040997907,0.005621598468504232,0.02803335712228618
FGF12,0.0158531466897453,0.033418864941598216,-0.024245415074755732,-0.12688739554703737
CP,-0.04586526640549215,-0.06937069930626326,0.07062401424496552,0.0054640320928521875
NLGN3,0.023041760864124627,-0.027987163945644714,0.11593147510910344,0.05764243042253794
PROC,0.031729173314503194,-0.05850018358817435,0.06535525123366892,
AGT,0.07145523860860645,-0.07956438156853399,0.025719093330962128,-0.12267463697213042
PTHLH,0.028458474658204853,0.01196130993310661,0.060186838232254215,-0.037798375791350584
COL1A1,-0.00769278251668706,-0.06783874145666278,0.04898754542952574,0.0047656751972682924
LAMB2,0.026509723702116517,-0.101225957374374,0.06875529826896926,-0.01373923459071268
DSC2,-0.007837101988159359,0.07690856760164869,-0.08566373799815571,-0.08865783788446042
WNT5B,-0.01645244838322442,-0.020150742041454586,,-0.013204064795171682
LEFTY1,0.04631209382246351,-0.053222015962416144,0.016911095086625243,
FGL1,,-0.04094521423039323,,-0.062481641817327134
CXCL5,,-0.057111012262425535,,-0.055628762790819325
S100A1,0.04590075592255179,0.10740188217440794,-0.011206892583909622,0.06737636141684687
NPTX1,-0.054751244998594115,0.05608514077203513,-0.06324125928933384,-0.02458270662500054
TGS1,-0.013099872049629292,0.01239906195530102,-0.0009525404672844128,-0.008452225666385623
SST,,0.03707395218926756,0.13758693579044445,0.03676891701623133
IL34,0.018453764885542005,0.0031105700960083423,-0.053781951414236064,-0.01602320929524419
DHH,,0.11734365842628744,,
TF,-0.024256930862082464,0.1498233980429092,0.232877614911194,-0.004925580615408793
IL33,-0.0263838209942716,-0.00397902242542647,-0.00936932505243196,-0.023331471076482774
RBP4,0.024769658999240083,0.060822447529669775,0.10404427490142251,-0.0951751327533335
CCL19,-0.02345581326719793,,,
CCL20,,-0.020425292729024144,,
NAMPT,-0.002511933165678801,-0.06572044893732604,-0.016964157679827077,0.05508568846782544
