,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,,,,0.004952899207763751,,,,,,,,,,,-0.03125656514909471,,0.08288704938750961,
BMP1,-0.01886797641399494,0.11616660355391666,0.09213796216556275,0.08229913422994366,0.04992731059305511,-0.03089733652677283,-0.0023530139604799206,0.2338629162668526,0.3398725736470757,0.11556871854383659,-0.00838589069207418,0.10809660389555696,0.09106769358385068,0.06965627590646725,0.060968647960540294,0.07149015056804954,0.09348148539039526,0.0018477433607657146,-0.0027673878547501618,0.0602367652237671,0.13153872399714814,0.10317969258322275,0.0023055282581321943
NDP,0.03134669830433791,0.007542456196177363,0.008820638819119677,0.07719175622845745,-0.012630838945072661,-0.08235668423504144,-0.05509348677395703,0.02190432334808979,0.11229843123358837,-0.044285313122326975,-0.0010980369998626579,0.09759545052370436,0.04942790831067378,0.00857425483766968,-0.10559070492823185,-0.1068045506134854,0.02129965481840174,0.1057976944976344,0.09424714879856341,0.09651511379268862,0.036955841888909394,0.18102407300926177,0.1013068880120727
TNFSF18,0.1153031168570906,0.09001528566765953,0.04385455864238612,0.01899201455893201,,,,0.02608612949123216,0.10750970743729343,0.024104743947549277,,,,0.08919156004793331,,0.04005851746420154,,,,-0.03223434392748726,,0.07791618651702502,0.005587557573376907
IL36G,,,,,,,,,,,,,-0.010892148650430566,,,,,,,,,,
RTN4,0.03736256333628024,-0.1353506787148816,4.4749817471184645e-05,-0.01384565911025853,-0.03481234807721939,-0.0046681677537829145,-0.0009297426876037644,-0.35115054257797795,-0.46368889316647877,-0.07660600305750712,-0.042128514688368306,-0.016649876166911163,-0.08831390285816841,-0.11278561373286934,0.15043968984273787,0.0475329000359789,-0.06736034720223458,0.007247139759679799,0.02724666878509161,-0.08244113668380826,0.007455168198100813,-0.07333677629060348,-0.13789032646742116
HEBP1,-0.003975505275160554,-0.05450636758233192,0.01380759622439537,0.08725187783736355,0.003862159285759522,0.0035076991483168644,0.02741312975689314,0.15987896291530046,0.17379261937520044,0.00223405972686835,0.024067450475873244,0.019622121483144694,0.03777781166237574,0.05170558586628444,0.022672711077910645,0.040667928009111266,-0.023760375970749,0.022807262605786947,0.011843151033616705,0.03821607078993792,-0.004024541912890126,0.1630663278165089,0.0573209890161978
WNT7B,0.04248593878294106,0.04399708607238248,-0.001801989146616672,-0.02323915474858126,-0.029944265585563904,0.025201551997038024,-0.02769330756191956,-0.0001172755208094669,-0.1912049355947948,-0.026576040127133497,-0.025064727438723896,0.0680482471733094,-0.0029965721219921766,-0.02395985652530857,0.04392700737316156,,-0.027907302882147336,-0.04104678009632857,-0.005959463295637781,0.0076905917567865936,-0.0034528260623159063,-0.0091308896566754,0.11899733558329947
PTMA,0.02146888804440193,-0.05896977247022088,0.09186848189893247,-0.004146337886912804,0.0071610470592105,0.014505260117402602,0.04505449518295757,0.47014369524796884,-0.17266019872527388,-0.09300016778222675,-0.04469538562358806,0.08241059346662762,0.0802608747612077,-0.01019567915533743,-0.08813466307429345,0.03503764321848656,-0.007350326337088038,-0.022126934501852727,-0.04010221658216406,-0.05414749476799754,0.05544084451931212,-0.04028249651207095,-0.05997363809829387
FASLG,-0.031068102436914137,,,,,,,,,,,,,,,,,,,,,-0.02790208407084439,
