,MGH258,UKF248,UKF251,UKF255,UKF259,UKF260,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8812bulk,ZH881T1,ZH916bulk
NGF,,-0.027587523437054638,,,-0.0053422417734755295,0.00516168951597267,,,,-0.031449958859006893,,,,0.031473746543656186,-0.02878927342381958,,0.027565180679697297,0.0585052125235212
TNFSF15,,,,,-0.006301905964472392,-0.0288521602627288,,,,,,-0.012416989131099343,,-0.03783120175121569,-0.02907473206848564,,0.05326385009107652,-0.01601671816793984
HMGB1,0.01636800247426442,0.03181790809717185,0.0401475282038634,0.133932108432687,0.024616406559279286,0.027394657483178975,0.13079325831180183,0.004690939911559323,0.03595762733767341,0.07498110569965187,0.04001400899603588,-0.012080550463256404,-0.0062192541089566775,-0.0006494340639490021,0.08789625610653057,-0.05680153247196025,0.0430024028441034,-0.02534753203812799
ITGB3BP,-0.0047047524891583314,-0.010268339057930538,0.021285638274785308,0.08661932127540273,0.028788800859165544,0.0012224687877243163,0.1294010887980263,0.0038343425346281166,-0.01133877699461791,0.006531977262781592,0.014405086611898071,0.014561774858898004,0.03471808569607397,-0.036415855649784556,0.004800853794790523,0.06037419856232697,0.06954541214538973,-0.030639607054864033
AANAT,,-0.008394064291623697,,,-0.014550065490973218,-0.02599752192195855,-0.005512656703147781,-0.01987501907231375,-0.022406701017872975,0.008968017613339076,-0.023440586068912618,,-0.01550798843763624,,-0.020177631995764753,0.030432108352642387,,-0.02253804728419454
RELN,0.024375478181229232,0.03687389145246642,-0.02557560447952954,-0.029915413823947464,0.050341255826340345,-0.007838098111378883,-0.060427429208764115,0.05827753546923632,0.0015239753256002617,-0.05016170969219314,0.026189863345889734,,,0.011532065589512638,,-0.026491724126138868,0.038378966720136916,-0.040350575751492264
IL15,0.07302580943199678,0.021797947346564834,-0.0003284437022944074,,0.009974787183154676,-0.06837407482955978,0.09058275428338193,0.024552084152715203,0.02392884287896111,-0.005292203232880634,-0.005527901590577533,-0.01475211934224713,-0.07790284883805929,0.013390871512269946,-0.03410903602774139,0.04379161462869208,0.0037225876208775246,0.07067213842438924
UTS2,,,,,,,0.11603177649734853,,,,,0.09574629569676096,0.14509878585759056,,,,,
BSG,0.00238152634264783,0.035073483539182715,-0.015116121796736028,-0.012803013666981874,-0.04182333559057856,-0.07733551841313267,0.038964586471718944,-0.08348305757837085,0.005162906630040291,-0.13914463228099827,-0.014629292429846882,0.045624708518630645,-0.12362196799527202,0.040123881249645076,-0.16084446054366083,0.09973223786358286,-0.04626076907589669,-0.07784654851826339
ADAMTS3,-0.0009617551319911295,0.004848562307536908,0.018388406568757627,,0.050132901252452726,-0.03449865656771723,0.16272088353471675,0.06440785179461013,0.04522378565860225,-0.0022694823615160543,0.04694186288613421,0.07391506942370554,0.016418612545829915,,-0.024160660146842018,0.05608406646538391,0.10963318717272034,0.001206117449182039
CD34,-0.020550058549482594,-0.01464158149611002,0.03013189105404749,0.026682204593078643,-0.03347929858505344,0.029527508858211222,0.1008182873393094,0.03382278494573751,-0.027750346120102833,-0.011232759666194279,-0.008598616741965865,0.01212362768018292,-0.03749612114204601,0.0975917255493339,-0.038516706523067996,-0.04800333409558205,0.0005212516968842246,-0.010547951097952592
CCL23,,,,,,,0.050114382140787526,,,,,0.13436486276601076,,,,,,
PLAT,0.03261415014661498,0.0566419711889,0.043243778957916014,0.03832461870919152,0.029046910430262567,0.014814833134633835,0.16778028197429914,-0.04011659315539605,0.010138863307380857,0.022287059358125052,0.07407917623263742,0.07044965682654761,0.004775500565380433,0.015593491439085228,-0.012006111494374966,0.08787224003422688,0.10616238479949733,-0.047877686794919216
NTF3,,,,,,,,,0.014269829089910141,,,,,,,,-0.025925066152213988,
LTA,,,0.03940510346526246,,0.003506993621480517,,,0.09965669627781512,,,-0.021740062856255418,,,,,,,
CKLF,0.08153344402039128,0.018118614582770115,-0.004628328357468086,0.046911268984343786,0.03467887971196935,-0.005587563332434515,0.14713372682544848,0.017322581874585227,-0.021451636095613784,0.14655511608288505,0.0734233567303676,0.08578063889175952,0.05380363880934057,0.19332739271207658,0.010347818320472489,-0.0001242342078849804,0.043397722864708874,0.055302060998263056
CD24,0.10229043739248421,0.08588362714395525,0.014957897915920015,-0.029380595597093103,-0.04660392529703389,0.09725419573790357,0.07687617876392414,0.05083116777557194,0.033933409918404656,0.10161100397376052,-0.003766376598446696,0.1741989301843263,-0.015006848531932494,-0.17333445854096607,-0.016620457008391633,-0.01475778812531547,0.056501485333375775,0.0005971615839675241
HSP90AA1,0.013718723157298338,-0.005604185938035969,0.014744597100684506,-0.015217662841139444,0.004922584961841504,-0.015397940045167492,-0.16068329752724983,0.06357551179754843,-0.044969069036935726,-0.1795250289164456,-0.04776443134072442,-0.01667188977069731,0.05929809329092634,-0.035900600034285475,-0.0007861766739518353,0.06536898871205116,-0.03673731174182405,0.04757515460401326
BMP4,-0.025254488298992593,-0.012733317846239647,-0.02271064116702771,0.08858182062359,0.023851021537966234,-0.03522466897606239,6.817048476134812e-05,-0.00982796350855037,0.06010894382468777,0.08464511765860834,-0.01852477896343141,0.05810204329398158,-0.05956732804823889,0.058050039709719614,-0.0217171343214511,0.011203880710388634,0.06604976374326924,-0.06250302539312616
SCGB3A1,,0.026511639644662004,,-0.028394565321298196,,-0.030959839225309028,,,-0.01890027146156047,0.03766526470827903,0.07158341292183887,0.1276474937212474,0.005938428514792092,0.06773031140735454,,,0.0032255832808339765,-0.02028767207407423
IGFBP4,-0.044516624424476604,-0.02289443090673066,0.017157996214220664,0.04659780301560378,-0.06684036883138052,-0.015477989639512964,0.1547503927331508,-0.015263349386466613,0.006006793669312155,0.10166414276533997,0.03778903889795764,0.032500419977901034,-0.018152056355538498,0.09921974097552769,-0.045031823469269934,0.09541687473398205,-0.021479195075998145,-0.06779600461852914
RSPO4,,,-0.005760474920081298,,0.014577374444309796,0.01606683180239257,,-0.022262979476300376,-0.018900268696968217,,0.0038795093655067774,,,-0.006893376632762864,,,0.010267555340076204,-0.028419584872968036
LEFTY2,0.07177400402161944,0.039523174166997355,0.038667216920360556,0.03260608390330371,0.06165538775782401,0.026069984373167782,0.180543223455277,0.0071285414876510215,0.09329695921740432,0.003512592807629341,0.010760664369441864,0.0514417210076834,0.05554712682601214,,-0.025785303639646828,0.03849968617222281,0.0004123066968139947,0.032855605138355434
PF4,,-0.016667706442644058,-0.019487992881257105,,-0.022194786189328977,,,,,,,,,,,,,0.07181673172056259
ANGPTL2,0.05002436777848191,-0.0339289362016224,0.032946233915107544,0.01959682141328,0.011453490300455059,-0.01138931832213404,0.11763548685272379,-0.007756345586155283,-0.025428450871165357,0.09585180795574579,0.04947020293291484,0.028875237432518554,-0.06928345621410249,-0.001636297940174263,-0.06274862719106566,0.013685454217286728,0.07117024665172308,-0.018566647893462476
LRIG2,-0.0069194157792385755,-0.022492455570931755,0.04130500766692656,0.044372522299027564,0.03330561366900003,-0.02107361107151372,0.018574902534119076,-0.003951171944609693,-0.006913788965584907,-0.047651447364811084,0.018907909360306018,0.019386186576389634,-0.0382465531991536,-0.04643453407236558,-0.09043444464842178,0.05995249313866558,0.0017321542283496164,-0.02233861793812318
ICOSLG,0.08516583766149075,0.06836090249849415,0.03030099186159379,0.001073167716360043,0.03528046297034057,0.02330220648242043,0.06438789921974335,0.005836910415577153,-0.027803469408804918,0.03775607246604636,0.049467853284974564,0.04682183186615714,-0.05738960175532256,0.05802216225233863,-0.052554014006604303,-0.0054117985537515765,0.00635431342277824,-0.018060528461468273
WIF1,,0.04354716633597457,,-0.00020757531620597933,,0.047157212022457616,-0.11609218292160987,0.04629055384647445,-0.035566392476597514,-0.07204293529568183,-0.037093227437583906,,,,,,0.07571950281256226,-0.04085152185596486
NPPC,-0.055349957567694924,-0.02567808922080313,,0.06364251402430508,0.033162581929166,-0.0008092042345309664,0.0006564970338907401,-0.016390686644503275,0.05170511235057983,-0.07808132796479948,-0.012533005849075138,-0.037460063306410614,0.07383950981278783,-0.08288308167794299,0.03279910727855869,0.06428676699400811,-0.04763021193208254,-0.02105455310960022
LYZ,-0.004555820320268734,-0.032013440984713204,0.02708738800247909,-0.030691539518930087,-0.009931339354029753,-0.035976115129224946,0.1483944242784039,-0.009827937985029974,0.024981969220553252,0.10458679467004332,0.07700839022160424,0.050786581143424055,-0.10989818420484848,0.012369356861670623,-0.016289267436798486,0.049329714424363104,0.013870612891868958,0.006627811686190892
EREG,,,,-0.035806664154767756,,-0.02142309535059037,,,,0.0009339571407911815,,,,,,,-0.03585528572557265,0.054925259838788314
SPTAN1,-0.0425225084985267,-0.021300636566424214,-0.04348148723286906,0.009013412024596493,0.054061699005800205,0.04613402270372238,-0.04862971838648869,0.02412003023494733,0.01721420035354856,-0.1518575616115115,-0.014216017650604894,-0.08161714240608747,0.010967729361634534,-0.004270354440601981,-0.13249691675512043,0.04399176677621264,-0.00029443827549018606,0.06954964732203656
PTH2,,,,,,,,,,,,,,,,,0.06487255265976223,
LIPC,-0.0013572952613840727,-0.020405653705626838,-0.02933047081375846,,-0.023456043548960154,0.03361814719721657,0.08535475876865156,-0.04162290734160381,,-0.03819854992605771,0.04629209915024638,0.03668306848777463,0.03655993686942841,0.01750320518758039,0.048887854509627814,0.000995300507877586,,-0.019169592465578394
COL8A1,0.06248526491232621,-0.00499190805197652,0.004525965846320308,-0.033165961469988244,0.0034676326709241435,-0.05071579175293567,0.06321370422302758,-0.05133828807885775,-0.004316902663807228,0.0544395743183906,0.06584132853175614,0.08133015591642652,-0.013771152744319958,0.0600525321172662,-0.03013040961979369,0.047149186671395595,0.022265613173688387,-0.06174160702886348
GSTM2,0.03175288744466752,-0.024292886995636184,0.027658719498284055,-0.03242871165805566,-0.0024579766182707265,-0.01398312332363579,0.004147766292716587,-0.011154382951240525,-0.050095227590027845,0.09583547995528051,-0.014983260827347484,0.07432372062938129,0.08470205402982552,-0.026873060933412744,-0.06078562793604319,0.022406705021655707,-0.002359117526531641,0.04046576801886453
IL4,,,,,,,,,,,,,0.026619696805188046,,,,,
SPX,-0.025509947803460983,-0.03300292100424981,0.0032245613448806196,,0.0003448388207802707,-0.006039416404187973,-0.04477321864272077,0.025940834257388194,0.0020684714946421876,-0.026380474069153222,-0.05308011875418768,-0.049660499776754484,,,0.05576914593511057,-0.05657625261966003,-0.016162236945448185,0.09202325074787175
MFGE8,0.05443611849817619,0.0031756053488171147,-0.0018865925344012633,0.03673434185621508,-0.029399098108093977,-0.0583562258319543,0.07811993598967805,-0.007704316755715606,0.0030346153421866103,0.016873130524910924,0.033569504282434534,0.037219814523154884,-0.07832877605999841,0.0690781449225011,0.009514684587980955,0.024597291324137693,0.021124097903890502,-0.09308026555212601
TGFA,0.08680176566265388,0.016322689860175696,0.07093560601788026,0.0864699518774764,-0.02629598770755657,-0.008651057377405976,0.05761625666702407,-0.0345602351953518,0.1100566935023239,0.09573036368524604,0.013412589728509809,0.011624162535203519,-0.12171859555096323,-0.018875371530734545,0.05697692585922099,-0.02216018048488871,0.006903399463500461,-0.001712064510186268
SLIT2,-0.005872200769399294,0.05577132492436679,-0.022634142488639687,-0.021104833789108938,0.06497690303791344,0.0497008055212253,-0.046026830322396003,0.01935108286908512,0.024240204211076973,-0.12955007190835924,-0.03490679174860288,-0.02008609344156565,-0.05355443154856507,0.02935242096142796,-0.027323517445289765,0.06734061934126083,0.039437261609401066,-0.051510795668903306
PLTP,-0.053969139250155396,0.023692771529812796,0.031990480909835445,0.03375469838723626,-0.036245431416851624,0.045013600196276427,0.16039810453256162,0.012039846722428568,-0.02606403452310811,0.16210056234171308,0.017145446283387898,-0.035159126089079444,-0.15105641121345278,0.041743617115969876,-0.06608363716804078,0.04979471005278559,0.02248929367160125,-0.012498602564676517
APOD,0.0438853925469601,-0.00019528523742636685,-0.028168283699702916,0.14419051247450582,0.016817503624893322,0.030791207313338252,0.07630404190656341,0.06966038472739727,0.00839526174751907,0.022123832755582627,-0.036645727971973976,-0.09767932254395706,0.028458387471880144,0.06661302469302083,0.0421881654180687,-0.0628795787423296,0.04217291757758502,-0.022788691902758115
B2M,0.075955171789817,0.04213865956872876,0.006456140177059362,0.025480125737357823,0.05369374964989585,0.07072702445834289,0.21416687306852672,0.0806530738103972,-0.014184960730347904,0.20466370928960198,0.10009555869180285,0.13715407357212375,-0.053163969566986054,0.1647797934527479,0.03499000581571198,0.004213553920895476,0.03046484106682766,0.035711555975335436
OMG,0.05717852956788476,0.015517705147698312,-0.007370105416569877,0.03954068968684868,0.07981497430633062,0.05710043678869626,-0.03762177967100906,0.05952169409368108,0.028917253441940877,0.03217415706722051,-0.03356778021206046,-0.04036938708905413,0.010055812118408277,0.016764558476146087,0.04619707845200907,-0.06786004009822957,0.0844568724174802,0.07178245291388338
CXCL3,-0.019761565240498564,-0.04116039924982618,-0.014217692923798762,-0.050016841409808596,0.055905338602114725,-0.01976681689063704,0.017000577521301016,0.01688434762186863,0.021072503979558902,0.0900768568163389,-0.015656782085988592,0.11665335380268937,-0.02045014716037409,,,-0.007633795518900984,-0.003516405494629087,-0.05019656672860194
CXCL10,-0.035082027071349775,-0.034493904535457004,0.06866256139986436,,0.008513438384829727,-0.007635185441820232,0.14345566799926213,0.04792445749882012,-0.012257956292512154,0.07884583503573808,0.18103993008089594,0.024478633913758766,-0.06586654617550759,-0.04983183918000646,0.10377940976899327,-0.0069544859926933085,-0.030001077476839298,0.15368758152097445
RSPO3,,-0.006443310001239907,,0.03236525681082879,-0.014387831202646853,-0.03459510109324515,-0.05146988998923266,0.008837892790099633,0.026952750472149213,-0.018077771923055617,0.06445208670226024,,,,,,-0.004289460966259809,-0.01623212631919782
CORT,-0.024539291625424082,0.11102276536893868,0.012974771028492206,0.055716286989753915,0.03247319202845997,0.00408716270432702,-0.07111863062535564,-0.009320071910646795,-0.02084386742474488,-0.02417132045551179,-0.011066092329777986,,,,,,-0.04787743214738811,
NCAN,0.04747776375656434,0.08247719063947445,0.019328785687972076,0.04686516559941493,0.013650598248767121,0.056807044418847055,0.08361513785686699,0.0030480733078635546,-0.02087884435932604,-0.09778502991727012,0.04410326299757396,-0.10584500920492466,-0.02482471352369863,0.05979486978784634,-0.05490597410665442,0.052229213521872486,0.03252895154272784,0.07465665758819028
PRG4,,0.03510030835922258,,0.07610363803356542,-0.025438728734552208,-0.024769968179971055,0.053840697227229485,0.020693126737662135,,,-0.019128755107599253,,,,,,-0.05751415748588755,-0.030986602165455443
ZG16B,,-0.02228111310151131,-0.02345063207581793,,0.031632354467836056,,2.1769109156578542e-06,0.058454705664057215,,,,,,,-0.02243077148286543,,,-0.01899233986467874
TGM2,0.03269238071326073,-0.013258989269787169,0.015873395196764575,-0.011886402368233316,-0.006705104484672342,-0.06368554925187818,0.07995916538255474,-0.019276753401564133,-0.05227651704763439,0.021449040708070386,0.0006320161703383914,0.06276269181578273,-0.028095228477367097,0.013984472864523461,-0.06866424212455052,0.00870468255840135,-0.0017811536575857584,-0.056770805285792925
VEGFC,0.012701898433832213,-0.030680970160568175,-0.018918342251586815,0.01407567705941469,0.09135734198092797,0.04245369685206278,-0.016003360195126066,0.028618064460131477,0.013080434011842357,0.02069089050323004,0.049086722067579226,-0.005802847438408826,0.037342877637310305,0.11920209879010467,-0.029074734661272715,0.07082926805152819,-0.049132065171619985,-0.014134577726616545
WNT6,,-0.025924954337766218,0.00842530778535274,0.013218803416283278,0.03533387855726106,0.03184337604710887,0.081261778998146,-0.03384893407556185,,,0.021945148120645477,,-0.007752985128596558,,-0.021331666313660413,,0.0033984048439477917,0.033580165293083185
NRG4,,0.05517411132050177,,0.006125386397449835,-0.020921786721528314,-0.024911622622589558,-0.0016124021968649308,-0.019345886011462685,0.015438296337642475,-0.04072837914824116,-0.022774289947400696,,,0.06037689201847138,,0.02799368031817158,-0.0380146079178902,0.005470438293510254
PMCH,,-0.01705659661031417,,,-0.03587825162922801,,,0.02704577881769413,,,,,,,,,0.06105639209820686,-0.037795217353322065
COL9A1,0.02338158509843033,-0.04469706696209483,-0.003674051541474566,-0.037021497997773864,-0.03233556123977617,0.020256766495370785,0.06923047854663551,-0.040764330790842,0.006293636937546922,-0.013970681894190082,-0.00024185830269461578,0.015197768098404212,-0.029860027863732156,0.13422694729123638,0.04810937154235189,0.0009198068864877036,0.07652636392415861,-0.004198550805780818
GDF11,0.024218621134634816,0.00780565093220059,4.3514498205141296e-05,0.0749407359206659,-0.02017322859897742,0.021179850682334047,0.08789278217345128,0.07442792952441708,-0.012423629539889043,-0.02768048164068348,0.07245999123106103,0.04378286602710996,-0.050994915555799714,0.0876865679276358,0.015386620360982683,0.03268423565663502,-0.0014547257723239084,-0.08321305549988528
IL24,,,,,,,,,,,,,,,,,,-0.032994179807437955
SORBS1,0.022484317177839247,0.0013893289567657922,-0.00799012035850218,0.054855600672954155,0.057392465478721524,-0.01325244334920111,-0.026662774032697095,0.022844590588180128,0.031590981628537455,0.010935120753086716,0.005733437560067022,-0.033998654939129486,0.09057580082322708,0.019519923716669805,-0.08181191224498872,0.04518886154959473,-0.04779221803838905,0.028482822456156954
DLL1,0.02260067546235029,0.023678775997857022,-0.028482093022555284,0.004267966223831009,0.004927079245318026,0.013611373533400526,0.018212999095864938,-0.007136268584422488,0.007615999794853072,0.09914223591386173,0.08696102422051356,0.0146774473987703,-0.0057465520548629296,0.05790053031017453,-0.008350027306733366,0.04620726335535514,0.09751490310688814,-0.020045093690944614
