,UKF266,UKF296,UKF304,UKF334,ZH916bulk
BMP1,-0.04546620638512455,-0.010166300136495802,-0.05740844238315296,-0.0716568762874182,0.03000787288087553
NDP,0.08638710802335814,-0.06685904159683886,-0.01882060347281578,0.027153501814850683,0.05322570934164818
TNFSF18,-0.014769702004497025,,,,-0.023592440495386356
IL36G,,,,-0.01664519535624046,
RTN4,0.0866177063428062,0.09029596114011108,0.1445633973244349,0.11024768267524684,-0.03176998252153267
HEBP1,-0.0715072380256976,-0.041385049042719134,-0.00868381077349983,0.040538074225893166,0.06113930909014811
WNT7B,0.006066421615932312,0.13026174051202777,,0.09153129539404359,0.0023175850819794398
PTMA,-0.0915010419888442,-0.023457712915166146,-0.14828615028616293,-0.1041120917419744,-0.032452070973406834
PDAP1,-0.031424495806170946,0.016286200388816334,-0.04362888696798965,-0.03126127187633533,-0.07021411536441549
QDPR,0.010490271565865595,0.04297118629989545,-0.10057753158571665,-0.018181839818386076,0.07406022821063939
POMC,0.003021168131150602,0.03816213808823119,-0.01965819214636879,-0.026166481070590757,0.1133930420143073
CCL18,,,-0.06591128386263763,,
CCL17,,0.050493761778454764,,-0.015205858514861604,
VEGFD,,-0.012475427880374881,-0.009816606537518865,-0.01629658954655369,
TNFSF13,-0.014323529810717191,,,,-0.02566521004067156
WNT5A,-0.03722336540079218,0.010473164978886885,0.005580366261091507,0.023504597829993354,-0.05375200820533547
CXCL8,-0.02037429214369656,0.08659938235526562,-0.06443278597971565,-0.04899760910406412,-0.0660687054721258
GRN,-0.07094261831310816,-0.004929391382263168,-0.12353403176744034,0.01824085559024732,0.10233639243423027
MIA,0.03337098223781067,-0.014188171913278329,,0.05654632443260626,0.035987231685595054
COL4A4,-0.013628205795393842,0.02566941061659936,,-0.021650186442476353,-0.028684758391305083
TAC1,0.10311230332770406,-0.023402030483138884,0.12820286489193236,0.1899082469839648,-0.02351901846248396
RARRES2,-0.08683326711886317,0.04173939903369999,-0.07615746685603861,-0.08532269522482554,-0.07056768224538945
FGF7,0.025459755470306634,0.0492518126048111,-0.0248240627546317,0.002234365620570307,0.05880421514426973
HBEGF,-0.05721445770663243,0.013532788555032232,-0.08126534111111312,-0.07400054334519421,-0.014256866515183044
CSF3,,,,,-0.013641360379302421
PI3,,,,,-0.08576821127741449
PCSK1N,0.06439093523654374,0.04909278839551216,0.10253738495069714,0.10739368482355507,0.01502258247147057
NTS,0.05142041327448255,-0.021426079360746884,-0.025457971622362713,,
SFRP1,-0.010526620680775057,0.08365119186967074,-0.023587286512001832,0.02411684379504746,-0.007512250182167167
CXCL13,,,,,0.08029133621419099
MICA,0.05754317612251267,-0.005011019106610313,0.00298563175100752,-0.013617491523455868,0.049511907221534264
TG,0.0004213172110585913,-0.012308471887365072,,-0.022841345080645406,-0.0269709922301062
ADA,-0.026968310159155684,-0.019989948193048883,-0.09511629375722609,-0.01824202355804891,0.011679423179717954
LAMC3,-0.03641813622772273,-0.004287109846731307,-0.0015053016697740803,0.03036010069148262,0.09736071061205298
CCL7,,,,,-0.05109286192063768
NGF,0.022958078752693813,,0.01678005563598967,,-0.034195364832301234
TNFSF15,-0.02225082391209,,,,-0.033393936225344395
HMGB1,-0.034840313557567865,0.03804843776007131,-0.07028551425433079,0.05823882847462122,-0.011852721216852095
ITGB3BP,-0.03852631159293177,-0.04152653096891869,-0.05037673782972239,-0.05574917336473709,-0.003622423303039505
AANAT,,-0.014188172702460677,-0.023934253091186485,-0.020397204741609956,-0.01842364782739082
RELN,0.046431154202332944,0.023743508711687688,0.051096082361397815,-0.02258146620390892,0.020530313167811357
IL15,-0.0158327840096486,-0.010029887862899477,-0.014683805931927271,-0.0005873208910148555,-0.019617686136006524
BSG,-0.008253417067948857,0.027407416068050014,0.0003370392966829535,-0.0662222558397027,-0.003828416346386955
ADAMTS3,-0.025502034814488327,-0.014248382351315257,0.005479486425948687,-0.03143472078871297,-0.03391312339758867
CD34,-0.0022061682205196235,-0.026545685887726284,-0.08320827877905446,-0.019221651400888103,0.04365780896064576
PLAT,-0.0640087982915296,-0.04020476600016528,-0.02574007206430125,-0.01808667471212583,0.019916101527466007
NTF3,,-0.022903095394538386,,,
LTA,,,,-0.018917466989556462,
CKLF,-0.03829990130070793,-0.012455243230121421,-0.08130529312186466,-0.0476466837363037,0.0019023093039732984
CD24,-0.038056082140446174,-0.050933952169620995,-0.01747567234009614,-0.001410657997763993,-0.018085571096286498
HSP90AA1,0.07047902337057564,-0.006141319974108636,0.15636024448595576,0.11735629549697311,-0.04948482118296517
BMP4,-0.06344600915371809,-0.017170296465386512,-0.038175653026821556,-0.016119635754811474,0.022663101898708536
SCGB3A1,-0.02021082881189962,-0.011967862444636877,-0.029338468365526206,0.01223128956290607,-0.03702242712006417
IGFBP4,-0.06687389463655659,0.013211289342576446,-0.07631950022496166,0.05256620870932777,0.043806833369609846
