,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF334,ZH1007inf,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
FGF16,,,,,,,,,,,,,,,,,0.10383621781393161,
CXCL1,0.014832458938565272,-0.018787529412235507,-0.02256615710335106,-0.030826993632077825,-0.022478839410217954,,-0.022075953804565913,-0.02375445771687591,0.006150352506520991,-0.026223800647733723,-0.07034579437191277,-0.043585125461445766,0.013457774663998607,-0.044793922393929174,-0.00894200813164995,-0.013340097120742894,0.05566709216267151,0.20658359221636027
VCAN,-0.0030930963627763958,-0.04849156229654337,0.05414660266736942,2.3515809476850155e-05,0.013797542027180804,0.16527912428149932,0.022287319603684692,0.036828409807561815,0.04621681107291287,-0.0043004944405033154,-0.041664110600530775,-0.02211760051441009,-0.005785350807881319,-0.0030200027962792734,0.0025008853345584426,0.009526029744232709,0.05991929472118199,0.032149429801670994
MMP7,0.034475768153266896,,,-0.03643357540338503,,-0.019076682826058795,-0.015328560109178622,0.024914137471219212,-0.003814069784861161,-0.06254442169421352,,0.026881823793625383,0.0304493742110813,,-0.027095020712972106,-0.020863667753218042,0.026921551833223194,
PTPN6,-0.030440606425587134,0.048112128147661415,0.03959801906017945,0.03782432334437006,-0.02948450392849447,0.1092010848829799,0.029322159865635525,0.006261897457331534,0.01834699331494919,-0.06927768870642075,-0.014789770773667051,0.03968326100594189,0.04197339423321487,0.019702020404476904,-0.02228533459277289,0.04742812513607556,0.0002915669072582807,-0.014136976220490802
PTGS2,-0.030775856110877752,-0.026620138973178643,-0.06276264696010396,-0.0033038353459197384,-0.046375996066058245,0.021197855231567187,0.04155945739980487,0.03510253951396592,-0.002399067087692531,0.05850654716878192,0.015235584376759535,0.10035401712805068,0.018407326017070194,0.018322895044190615,0.011628489241322702,0.03081401376583042,0.05743350806556062,0.04344110813192515
XCL1,0.046786444629350984,,,0.03683997777943275,0.0029084214100504836,,,0.0002750448365214206,,,,,,,,,0.01883890369150771,
CD58,0.014866889574103448,0.03849001639783122,0.02948836109994149,0.02595411895010707,0.01841206926661088,-0.006789885910248207,0.01128618713357255,-0.018430539706068127,0.0740034657620457,-0.06642570986325355,0.08337622227439855,0.053914398455392094,0.054447638972981355,-0.0557417228623785,0.003786439448770161,0.03806932772859615,0.039556434421357575,0.00505112773959783
TNFSF14,-0.024069249938211777,-0.031109870303256584,-0.013903723319099108,-0.0008371811774043319,-0.012742310301684106,,0.03934102166636082,-0.022250174762536132,,-0.031208243679973772,,-0.01978587727628788,0.009072667879545524,0.02805709256263349,-0.02905780954393384,0.039514192375353134,0.09193503121878498,0.18321179298209905
CNTN4,0.003491610722019392,-0.024352707232269226,-0.026327597765893367,0.022585255255472163,0.031831567804357114,-0.05969445619490476,0.02924709219601984,0.007569429854184069,-0.020508656149411914,-0.029118880570508404,,-0.0298173672956302,0.036505490721059713,-0.00873393123511548,-0.010523207767352667,-0.007327051182542893,-0.021030817762059412,0.13126008610833623
NTF4,,,,0.07931524408325728,,,,,,,,,,,,,,
INSL3,-0.018636046413588576,,,0.045281554693630655,,,,0.017139585142523173,,,,-0.022004363196078833,0.01003366997393229,,-0.002992602364194407,-0.02004589228901535,,
BTLA,,,,0.05161323242725068,-0.018402333098198588,,,,,,,,,,,0.0026111436407889707,,
MFNG,0.01662975409212233,0.02287721518458878,-0.029174904732467272,0.020875444625377645,-0.039279475661291696,0.09661916361967286,0.017781547786769377,0.024040267338813176,0.036953342037064914,-0.003435447401174484,-0.037427586218531116,0.017802877453667796,0.011121943777898304,0.035129684528358476,0.02417075769706705,0.03139739051377062,-0.002401741524781748,-0.028539570610862614
ICAM1,0.010717331964284864,-0.013604260370234439,-0.0762332380999785,-0.024692297865912767,-0.020300456855601806,0.08614810762622076,-0.025664952566186245,0.023948687378720048,-0.0011380450270884962,-0.06904639147102298,-0.0074803617867668535,0.03204806365054597,-0.006133339098272326,-0.012500571847514439,-0.006809412758839857,0.042022683926265014,0.10664026058806789,-0.014538116065430757
PROS1,0.025292248507260532,-0.006194885108584016,-0.07436762436954615,-0.031976452478988796,0.0003401673670298542,0.09863317159891906,-0.00826052097736562,0.022657268370369597,0.0656850719869563,-0.07073565358565145,-0.04191684773104566,0.0654891623412642,0.00012059109074789472,0.013097761462126122,-0.008569147957108381,-0.014407329458703488,0.01998304527583567,0.011931095695715568
CLCF1,-0.021813890597415907,0.0885158452237533,-0.008353176563449489,0.05928037492331001,-0.04855807951702727,0.08660083847355267,0.009985815543607668,0.030435627086396654,-0.034772486104369005,-0.025871567931511533,0.03858427375340306,0.012614237810189253,0.022496803666716903,0.011988597728907953,0.02067678335487317,-0.004344581636148049,0.07392792789434875,
PSAP,0.002244932848484136,-0.05049895086994551,-0.07262301776050564,0.011939332444368046,0.02890217527176246,-0.1448394955481305,0.044280094122896484,-0.0024156416188130243,0.0016452366918249164,0.08088765454955255,-0.09811410227640391,0.051118949326901045,0.02629739345442372,0.09736071964672516,-0.04927426950926152,0.0431014203077275,-0.0025041859963760987,-0.00485344143600599
EFEMP1,-0.04827418855593554,0.07179384920116937,-0.04029921513337533,0.020349839814240503,-0.025774609046732667,0.09218541225330777,-0.016455335584200134,-0.004379057127120891,0.010541049866882842,0.04886670749488895,-0.01795526868884794,0.030023970243248693,0.06483439810055378,0.020900374390255674,0.019171431380020938,-0.023761873094609528,0.07375424373975226,-0.023229944474690213
C1QTNF1,-0.000990436289869118,0.005704399693711163,-0.033114837251229386,-0.04981646493572956,-0.018770947375083613,-0.020707633697827653,-0.002166287047154752,-0.011211910342160685,-0.012059547578675679,-0.005824176939951192,0.002388015902930523,0.056671530105253796,0.008150988606668788,0.010050094361582608,0.01792887185957742,-0.043306019504885364,0.09587185191293802,0.09497831220411074
ALB,0.04940449756838318,0.024652716958206786,,0.005807592909657675,-0.026548158807144753,0.20587868193422174,0.03678247102485434,-0.017749339202451038,0.00802437711478314,0.08194708527076859,0.015410323272841394,0.03612296127968429,0.05354698813988676,0.03257226290513262,0.012075613892210795,-0.022667103962493274,0.05831935541444429,-0.07018460450667142
CCL13,,,,,,,,,,,,0.014733124604122056,,,-0.03259436835376883,,,
EFNA3,-0.001989785097608164,0.057104680334298774,-0.05240892676580118,-0.037849623934191036,-0.018567058834464318,-0.060316827482173145,0.02274191042188612,0.02174519063793398,-0.0003173655640649214,0.06326349980172584,0.004015364493653283,0.04545201348438793,-0.029913615738107902,0.045053395351841795,0.02070278586833655,0.08595644665585535,0.06294815609248428,0.007109620440408512
DRAXIN,0.02653369710859855,0.11854395266064374,-0.027374641246238177,-0.010550941728255265,-0.05933799613980128,0.17800616728579927,-0.029633609798739628,0.008384412408680469,0.01538324430176741,-0.08799011836126294,-0.05697559347883502,0.03163482103139043,-0.02274457503360445,0.057937674799584206,0.0612981646006106,0.04972315123430447,0.02922091626600761,-0.05601288839317854
RAET1L,0.005869895879458987,,,,,,,,,,,,0.00872937106688465,,0.06145139434517623,,,
NPTX2,0.04739450184471865,-0.01833873035423193,0.007722533304575568,0.03652253899082707,0.015858841528713297,-0.12916516742409834,-0.0035519820065186927,-0.02423191357093102,0.016957889008286937,0.022244277064387405,,0.008996720495329886,0.07851750239866927,-0.004025192320141747,-0.018960571615058222,-0.0031214906786212553,0.008104934299349408,0.10941328048072345
FGF11,0.050036548709603675,0.029418628003737853,-0.027983094646696068,-0.005929188411085574,0.04428279761638889,0.13165949113336778,-0.009429772354683284,-0.0040549987056932085,0.006865760884611907,-0.039614314360610116,-0.01318754414188749,0.010476629946457287,-0.0034005241480829992,0.07202554189832883,0.06622538342055234,-0.05239723639827547,0.09016458766730667,0.060764587136038176
CD59,0.05090358820486611,0.004136226654158644,0.011191007987198772,-0.019830252029887502,-0.03013418713172605,-0.1322795211074959,0.05071443690387351,-0.007806541538519204,-0.007750277223704136,0.007406749414255397,-0.03778979050346817,0.04747465750378308,0.02649923469576119,0.008086558138955435,-0.027832409141961167,-0.006258049838659753,-0.01578233410294378,0.029026642306913198
COL9A2,0.04362161283889872,-0.0009149432868506195,0.03528422413812935,0.04678663020856036,0.01013678269775828,0.10497566718724732,-0.0091482618732995,-0.03552761928372239,0.08455631422831493,-0.02053492298311615,0.054988598500170405,0.006043033869954835,0.06995219227322905,-0.01990754627500034,-0.04477945623524229,0.08025909122809577,-0.04016820613098481,-0.039186030138068144
DLL3,0.06832903398166025,-0.028524536102189593,-0.0003103464499711976,0.01034113753978093,0.0131042164253486,0.11056867253436688,-0.005357405046747087,-0.006395167244985661,0.04832473742161848,-0.028945247401526188,0.04012944011125576,0.02040758009146301,0.047712417803130305,0.06476624619647872,0.013143418760762282,0.047575876290122936,-0.03866496807702533,-0.026844152308558755
FGF5,,,,,,,-0.020474106664699235,,,,,,,,,0.0433744865512665,-0.02881335440879094,
LIN7C,0.02726955501568007,0.008997016772064874,0.06815107000888602,0.08229703540480283,0.010440404162619866,0.0017499319508805667,-0.009917695522448691,0.01208095038469263,0.055161043193785,-0.09419560351465125,0.06855165006389863,-0.012385287099569427,-0.007080141100181085,-0.05322319466632337,0.05136704841646194,-0.018851503470899724,-0.04347257764623219,-0.03802749810239942
GDF7,-0.017221972875131653,-0.026132187770299176,,-0.015048165619579307,,-0.011141121705197467,-0.036624831018618804,-0.002565884027341227,,,,,-0.02090503821159817,-0.04869266384630035,0.04125214415133398,-0.02859450650383392,-0.02605754464284341,
PSPN,0.021853816618684338,-0.01718322891727405,-0.041835937522549965,-0.016513511194764574,0.07952567439000147,-0.010134155421853655,0.038496376421171374,0.0040875052060326,-0.047786457863972384,0.00033500072997985007,-0.05862648629259624,0.03258244214239017,0.03407300835071098,-0.005078410904565283,0.013753795818620573,0.044099556926855576,-0.018382878430800945,-0.014283017704460825
ANGPT1,0.003520965584655666,-0.02567247617684989,-0.026907433794230495,0.033688331454663066,0.07830338435656398,-0.01907041304470159,-0.028723892204067916,-0.03998391958544165,0.01686343414480352,0.036773870443673785,0.015641703845313784,-0.004527062733625585,-0.006391403904894229,-0.030711340642097074,0.0005748608962858384,0.016315316018286806,0.010802443109662278,0.06104471745717205
PNOC,0.04082097450538947,-0.054686524717907435,-0.003927200300854783,0.009184355765146632,0.01126688488354117,-0.12862031421090947,-0.040854350429202956,0.03608637528851384,0.008003307001860941,,,,0.03285954502381484,,-0.028005202394346014,0.09933620929815523,0.03595415418712243,0.021330322369894662
L1CAM,0.019521769880825553,0.03031657443975342,0.03952608875159057,-0.01972337125951514,0.04347776984476843,-0.03486022045674295,-0.025908524756899278,0.01793665083067975,0.006635540940634066,-0.038122514519208395,-0.01402984139927516,0.059493974743355355,-0.01925181573171939,0.02754687455444063,0.07362350263073225,-0.025179770744424772,-0.026997129948467424,-0.08059693212013327
APOA1,0.01784966011020267,-0.027130394671669507,0.04027918086654556,-0.02853990017495457,0.05944395723133799,-0.01533778681193242,0.07059790597586586,-0.008396473074268935,0.016190230486813513,0.08076261928785111,0.08587677045932317,-0.01855592419982658,0.027500209008682462,0.0695297736413185,-0.03705754290602302,0.03072579362841565,0.03745648723267655,-0.03599931173258476
PSEN1,-0.007952234346351244,0.03939098282722569,0.02945684751215123,0.015668048157439003,-0.04035785041284612,0.029985065450557957,0.029615165786793376,-0.005600322887645734,0.08276065668087255,-0.023048468062407804,-0.10807945736975509,0.04530719816008219,0.010821730485288616,-0.048431200658511066,-0.06802813301435606,-0.04193302596377529,0.07497733758407406,0.043404403493462924
CALM2,0.028538913267420286,-0.016730358184627404,0.03466952746304019,-0.01656505574103795,0.03179515443157446,-0.1512929979581101,0.028825465056977324,-0.0069427542473662444,0.02406981174293572,-0.03271047460569571,0.018413546730009486,0.03476328486894918,0.07373292193983451,0.002755868727954593,0.09017344456977003,0.006534007669741793,-0.11130840236367888,0.06387054672814377
CLEC2B,0.019114683183575565,-0.013855967458517556,-0.10858410876588034,0.04183420481309883,-0.03526191187379929,-0.0267231941371526,0.019062946591549824,0.002457266621731642,0.10478243444770663,0.02558609413285511,-0.024033404527538597,-0.0284053747893765,0.0037375543891990225,-0.07012394197140892,-0.03289815639407611,0.04353904059821984,0.012221479391219203,-0.04597161801304137
NTNG1,0.056478167301705164,-0.012111606323194914,,0.014045589425451515,0.03181120649814017,-0.05711182833476543,-0.008891044604626563,-0.002769520543885114,-0.012730624009891419,-0.059292947558341164,0.06885774713699905,0.09103683611689613,0.03619623969293985,0.07725674326778996,0.0328893157501875,0.08332446846158989,0.06119022783862747,0.010300238518556775
LRIG1,0.0019835932973666834,-0.0507967329191796,0.04784527873782257,-0.016129388065254973,0.0028088651362225465,0.016303260392160426,0.015647803768520156,-0.021799989963645613,0.04243186433243938,0.06913682831700135,-0.03414959082191856,0.027713982260732014,0.05142724073182158,-0.018491985867786342,-0.038320243927346356,0.05426357639515341,0.04551351090241842,-0.07008061612533234
CPAMD8,0.0030417906531857945,,,-0.021676527007546003,-0.022411526228831014,0.02704612028182654,0.023433471608912584,0.04295324711430546,0.012089388645723958,-0.02622379720542457,-0.028455797130203665,,0.010789031389512713,-0.05036654173048384,,0.018936828027380486,0.03473311400605334,0.06498223729577951
GHRL,-0.00027083477593220045,0.008212179733047728,,0.0006886728823113164,0.07797729217376403,-0.019399056134160132,-0.009230118328980545,0.03332009815520127,0.020346934679896844,-0.03533183964705174,-0.03483865410925524,,,-0.02543197157352466,0.03368849996415779,-9.92176969682621e-05,0.19747641171235905,
NPY,0.03599386423208853,0.017890786062291834,-0.021175863066488863,-0.01357899564256527,-0.029488169512440033,-0.11683946539204804,0.028898875706861595,0.01113842135310977,0.07095254287817475,0.13566332921798058,,0.05277861293512836,0.03367462185713862,0.03400709918185809,0.009878596583533225,-0.008680808014885426,-0.04762489739441019,-0.07596164599890366
MMP2,0.08446765497726756,0.012673524044324685,0.10776784693515729,-0.021784336139339992,0.016417007263294155,0.08286493274997442,-0.02265227359278069,-0.02094722318001278,0.042045773639221344,-0.07857247075362643,-0.0035243587498144714,0.06847756549884358,0.010959919176693126,0.06895929998153671,0.02899242709418215,0.044292083220448794,-0.023136530265646195,-0.03197461589685698
LHB,,,,0.10301183027518183,,,,,,,,,,,,,,
PPY,-0.031884484102285955,,,0.05052140680105414,,,,-0.013179730812885562,,,,-0.01492194602176889,0.03697903790599798,,-0.00795348025762721,0.0021707743354585605,-0.03307565101328309,
ALKAL2,-0.036634214852613055,0.10267243312920511,,-0.01860434113252166,,-0.048427823818296405,0.05397084001270844,-0.03179163541360328,0.010937925502573071,-0.041920059743337165,,0.013447064648036673,-0.0027242901776709386,0.03062916381920994,0.014162655214089964,0.05539019835053235,0.09596898593272261,-0.026360484507533206
CSF1,0.011243195631712848,0.00800417025770715,0.017056002950858854,-0.0023641402927211874,-0.03384583613277682,0.10826025634698416,0.0414722148838674,-0.013369988874781386,-0.021582328639893875,0.03013147300902047,-0.02798328006936658,0.05977139391710435,0.037679501752818347,0.01658603475980078,0.010390320454668318,0.012323882227627736,0.05076207832903133,-0.07020299934752863
SEMA4C,0.012378176810798999,0.05666803315986414,0.016462117268657733,0.01163367251465995,0.0001124625222559555,0.04511157811780611,-0.002340071193289993,0.05112630792273956,0.05301147776922605,-0.004102068696366868,-0.006285961512513103,0.0528724641725044,-0.03340514556840352,0.04081075217350766,0.019853339285208993,0.06198311284394793,0.04810346228425545,0.16421472169617315
BMP8A,,,,,,,,,,,,,,,,-0.017992267383857608,,
ICAM2,0.022425348063997447,0.028402505514612812,-0.009459306080395715,0.06518704906297898,-0.01728159580393418,-0.039820963279289114,-0.021175630714855686,0.02590747399846653,-0.017287716639233258,0.02707409421532131,-0.06646954710289224,0.019297261099676215,0.0858295228068143,-0.03879969489521151,-0.0017602864797490252,0.05807071515581376,0.001298497578425997,-0.004312447758197
SYTL3,0.013145004669749235,0.016567103698749596,-0.026829096485762455,0.008523141445041344,-0.038781616736807085,-0.00969290737945766,0.11538200951305808,-0.007363877092384509,0.05975399132875031,-0.0450447164977374,-0.017259198544124745,-0.016920409143536742,0.06119545009219828,0.03711659339885722,0.007171825771316199,0.03324252853784426,0.0662620550378988,
IL1A,-0.04894431188530713,-0.04185348894906689,-0.06141173999113768,0.02260306394516943,0.01952720873913018,-0.02606601201525664,-0.011006820703895477,-0.01830069321176604,-0.0016200877982110516,-0.02728389962730556,-0.017101310737834295,0.010404372264117324,-0.01567220290222068,0.01393305762651209,0.062386244364872785,0.013310477738440619,0.09917810302952706,-0.0313386268837259
HLA-G,-0.016683931816141785,,,-0.019939473850580577,,-0.014078630169723293,,,,,-0.04258965228136855,0.05508534542016868,0.08892997439158132,,-0.042842441105080654,,,
PGF,0.038303700323216776,-0.020628109270494483,-0.04971687965686817,0.029975962301003807,0.04365719157592933,-0.011175071207954398,-0.027512315875049768,-0.02078911058038162,-0.03355664698890076,-0.07790640062766516,0.01981260381223444,0.00672705373082571,-0.0034191380277792385,-0.035692513593462795,-0.03392479420938651,0.03468061038303134,0.053451269940102075,-0.0009473774805475078
LGALS8,0.03374814540172234,0.00898243207243279,-0.00015543948434915453,0.017065691610957917,0.0024907812917575726,-0.021224090035747455,0.006522515618151737,-0.019519122805991142,0.025934136833721602,-0.06830242802803153,-0.10138459655799165,-0.02412643504409648,0.0755469715990351,0.010923490038282989,0.02260365418505309,0.05830084558349605,0.04510224767848416,0.011057579414374206
DKK3,-0.007241128534637165,-0.05916851322113262,0.026737028669593505,-0.008171823863304348,0.00363544201773493,-0.1782866176587948,-0.003989159684834961,-0.03739841632633482,-0.019878163955362106,0.021872568870387077,0.07968101812120372,0.037927291260910066,0.0409134210516575,0.05058068266101575,0.015469217903650051,0.06895014228120781,-0.08368739020966372,-0.1359829600138994
COL16A1,0.03219211301859415,-0.022381812157578024,0.1419611258845188,0.017584636964781877,-0.00790365428210611,0.005319593685348814,-0.023265773362819445,-0.02272800993307031,0.04654433493307391,-0.01014574593775305,0.03559513209982856,0.011164610295814295,0.04382485472191753,-0.033303724049290134,-0.030302048282491344,0.06984781530329963,0.023509013894630695,0.06958562868431316
TPH1,-0.0017537904160931691,,0.0017195894957425727,-0.03628469308054579,0.045363212047731374,-0.014918271938035207,-0.02201749148060282,-0.030481951748484316,-0.013052374490862065,,0.0830054665655323,0.06405333072418884,0.08376695791657338,-0.01341352594323815,-0.018264404181073907,0.04667768087766272,-0.013007875647955537,0.03309901419039771
TNC,0.0014254792626070525,0.033248613920898194,-0.04369720497737274,0.016650953670871393,-0.028224834822672164,0.1758664840915145,-0.01354240381284795,0.004832024536845943,0.04244972987035094,0.054612601818157455,-0.042514256688248285,0.03370032158543147,0.010671711384778286,-0.041730538328102904,-0.015843397556844552,-0.025770858347226817,0.11222712799195658,-0.1259330230508635
TNFSF9,0.020546929127551728,-0.01494840761963941,-0.0030896252364544323,-0.0326991462089537,0.036980479564498875,-0.024967714265853237,0.07192426410830122,-0.0004378700042214462,-0.029214419768747515,,-0.04141592926140064,-0.023814205704632652,0.009516077214566125,0.02398447605187,0.03784474859397839,-0.02847408690921186,0.10717735274000348,-0.006899082154043314
C4A,,0.045260253650146326,,-0.022381697129851018,,,,-0.015623909800435223,0.07950520401106043,,,-0.01635201561642788,,0.010919429515036893,-0.023871436836195015,-0.024229337722064398,,
CNTN2,-0.007626197106937062,0.019765976835787333,0.05251807060605897,-0.01701642864023129,-0.046132228237685036,0.07048517775108647,0.048694797915540405,0.017172470524530012,0.061009365539847205,0.07621804159758498,0.012208802763547822,-0.005006798366312456,0.0556416617243824,-0.05120974611235883,0.05052133202647609,0.004053546537919415,-0.0164214238578293,0.10413539636796051
F7,-0.026288486791915772,,,,,-0.01295656174851875,-0.018521574048079352,,,,,-0.020602595572452836,,,0.04214910631787664,,0.021276060212985646,
LUM,0.09848204460289109,-0.030475185588883444,0.06606506512515056,-0.015929285570072955,0.024106097000464108,-0.02690019413450432,-0.013354100143327765,0.014966745277684726,0.011916726616788933,-0.03918130506806811,-0.008017721466670843,0.062154098132650167,0.06238983165022233,-0.02843147155766624,0.009776318281212509,0.024591356167455572,0.05774872654765699,
BTC,-0.02384992666779613,-0.021494508584855583,,0.020120230715765606,-0.018036872814816276,,,,,,0.013263483694855166,-0.014905253585739043,0.025053381051554763,-0.01968587891867248,-0.022859758614526274,0.0171118626968484,0.03783013084447724,
APOC1,-0.011207013150515064,0.017012511393756917,-0.05056431852001492,0.06222585299713365,0.05235129776984929,0.13664241895935542,0.0073944481655782105,-0.005797011218145481,0.06906271969617628,-0.07926474365975048,-2.315513583750225e-05,-0.03694276793992163,0.0038182839197229384,0.07059239191690543,-0.004957893204936069,0.07254768376425133,-0.07275806282539676,-0.0013558906022674386
PKM,-0.07837408990807823,0.04061604497791321,-0.07806796995530703,0.017528970822138407,-0.028285090010292977,-0.0015663505903724504,0.003990760056275867,-0.056282021551391045,-0.01548688136997728,0.0041830505259276615,-0.07788150317361149,0.015609926425692262,-0.07369329980044002,0.04670117404574337,-0.011071744277961081,-0.010364862704908188,0.08641504241918657,-0.039794981634711214
TNF,0.07397746482531616,0.08067998921188548,,0.03640559575940209,-0.01351320370028466,0.004152075854586955,-0.02718270814306504,-0.028096004999897017,-0.006895970850455132,-7.775227290932082e-05,0.059833442830322776,-0.014467019721826159,0.044503955788721156,,,0.08941589089897377,0.038574823426037394,-0.042001304580061224
GNAS,0.053394116264831565,-0.009144762068753793,-0.041248414335807275,-0.03406312800626512,0.011813860995529954,-0.1300851244002209,-0.016780832745776946,-0.033172138613086606,0.0026046858546330282,-0.04928100906834044,-0.047175858543517864,-0.11085888119539297,-0.01934120392409814,0.0266991163859147,0.027613958970444004,0.0011129629685292547,-0.10908663421721523,-0.006423966520853662
BMP8B,-0.025414946443122494,0.002396419436526775,-0.012538956457888857,0.012154037393096272,0.016049957894623098,0.10403847706187026,-0.05111585289421235,-0.026187574443584185,0.10143886766300977,-0.10838443285773278,-0.03270546926340272,0.039354533746772724,-0.05633102969806413,0.01934193669584195,-0.03268239637757135,0.05501361487559809,0.005459873210209333,-0.07781851237268866
LIPH,-0.026946642176473815,,-0.022566154730853504,-0.007215012050561645,,,,-0.012597142352659525,,,,-0.014687675335258396,0.09297673373766491,,0.044695615622891,0.022517815433676515,0.040587592327673734,
CCL28,0.019515161210527418,,,,,-0.027862698854059557,,-0.019397526863805498,0.011750494536573576,,,,,0.008220241621349428,,-0.013971034528591492,0.04723500468701239,
PTPN11,0.004617308545029062,0.004557713451548482,0.016732518371469163,0.010964913057492143,0.07896483561200211,0.022798191551622913,0.01942168920341536,-0.008984142152185225,0.009479685999140638,-0.07323141336392473,0.05849994384941935,-0.037760988804072956,-0.0381100321940841,0.06310959592694174,-0.03583997055516372,0.03664258661825166,-0.05571691327249936,-0.09208614705412567
ADAM12,0.02046707342041509,0.026690416332670764,0.0185811239408222,0.012755091348849204,-0.006232721203439454,0.024633990643561136,-0.05760592557485652,0.04714584221723891,0.0016934409335644586,-0.0876825642621583,0.13405354866322097,0.031205090080755667,0.04682835018416683,0.0304693658515633,-0.02799514257390264,0.036075699030686297,0.05465472937366856,
EPO,-0.006942525737624967,,,0.012037914601427639,-0.023606921605853915,,,0.07209904715382674,0.028529139130173332,,0.04397783524465127,-0.015951190518645544,0.0007750838523341026,,-0.02260021496376685,0.012667450894193298,,
EDN3,0.030974380862873328,0.01884943383324144,-0.026618947346964204,-0.003003746684518104,0.005857773927286844,-0.0185835336155107,0.028471191656036548,-0.00700106481375741,-0.026429231598758082,,,0.021080023517966177,0.046579309096452026,-0.016655307706539432,-0.02454291745663682,0.17557113839546312,-0.028343291710733916,0.0521183310875417
CCL22,,0.025478999423126623,,,,,,-0.005737502361599883,,,,-0.01805331206119615,0.0892513506591441,0.026432322648051784,0.11732128637990911,0.05318829273797225,,
CCL2,0.015723331080105468,0.005872771766123862,0.024419005716550684,-0.023044868900810197,-0.05693289540307999,0.023114354786141336,-0.03562786401447535,-0.000773234943217572,-0.0014350313028901097,-0.006938048993490667,0.03509778180171649,0.029616927817262776,0.05442819067866788,0.024088955685260666,0.01225829176836403,0.013910490801827158,0.1186087066763579,-0.02920216073971688
DSCAM,0.0020894537747235048,0.018606477923449802,0.07508472676871723,0.019144226599541254,0.002201874851938798,0.09350098667593404,-0.03125985587202813,-0.004598406128900363,0.07402217018953874,-0.005977099019894373,0.0018321721598300535,-0.007305147651580443,0.0499187731396105,-0.05893981679920669,-0.01053901266722512,0.012404427011866554,0.0005347727686453691,0.11730219345079165
GPHA2,0.01627637146284297,,,,,,,,,,,,,,,,,
ANG,-0.05384826244052576,0.016043479137192677,-0.036540177138209784,0.010715764389070372,-0.01851455462911558,-0.005891089955382951,-0.05365326164019301,-0.03762021195909921,0.031087040418125114,0.016302103148754986,-0.03203938290880123,0.014148830552347141,0.01690501238988146,0.021098869601275123,-0.038025820633616716,0.060929826331510784,0.09011203865718495,
FBLN2,-0.016757948791060094,-0.01013727206122579,0.021973109777625458,-0.016975855504536886,0.029547824204791295,-0.05259396278203792,-0.053917341164365896,-0.03340902630020858,-0.01941115784961879,-0.056884094053266554,,0.07738959059768345,-0.05584738466420532,0.047871880378467235,0.0023506296509520604,0.045346364146546136,-0.02134288604955009,-0.0352211851189881
VTN,0.03924791702163289,,-0.026327602176539563,-0.013042662628153127,0.03740773005779422,-0.014918267059746831,-0.031221331129971667,0.05557947691142328,0.043453974114758216,-0.022240492228577272,0.021082317736043667,0.00523043440950446,0.0616867666482385,,-0.029264228027405033,0.04566023272760732,0.02407513761421936,
VEGFA,-0.07237568368920615,-0.0040734484049314195,-0.0934760372375549,0.02178950822854797,0.0009796756290036542,0.12348729934315486,-0.08340268797832086,0.010790892127826003,0.012605438808221084,0.033393373116665306,0.01440325426752899,-0.008610179550655598,-0.05517560913824885,-0.05627764277063104,-0.014925362387923384,-0.06027122687281572,0.10090361210015628,-0.07652828696703272
F10,,-0.029828238779071422,,,-0.005734879571888925,-0.025942527487623157,-0.03011647438590609,-0.014451290607549646,,-0.024124934933759536,-0.038345028134365376,,0.027623560212644338,0.15836021290405639,-0.00023920412421941692,0.07047716328586634,-0.002397016694764829,
SERPINA1,0.008716432041182961,0.01908370680768129,0.006238412125715246,0.018288981881582463,-0.040182904506202245,0.05069265092327377,0.0015180867278954946,0.034660735376559206,0.011320406735612317,-0.05712983458484495,0.010950204713664796,0.082413292296396,0.0038284376895889624,0.08802440095107157,-0.0002647515780355098,0.03233105574491494,0.013141707315501622,-0.0016076780897583077
VWF,0.05748813704136028,-0.030676636473504243,0.019377901718613207,-0.038542195503779936,-0.042855598549300496,-0.06506618272489119,-0.011546154157939635,-0.01932181449008279,0.0551948589598278,-0.023036676341660733,-0.10665875170595923,0.04389135089319184,-0.021526584596019475,-0.047387253662562266,-0.05744700887087767,-0.010821819246552703,-0.03305972770130031,-0.05816585380116695
GDNF,0.024658984193213402,,0.10740871800158182,0.0005470841016059845,,-0.023220861110512272,,,-0.026159304449569466,,0.021131724008674278,-0.02915550046479645,0.0015063533606952393,,-0.0316471600381841,,,0.18076795090026115
VASP,0.0804090281232634,-0.006999795594787684,-0.027037877991757324,-0.010175356142174857,-0.02554118905617611,0.06283712392772102,-0.017104137640016268,-0.028973068187845175,0.04447081240846554,-0.053854463711945834,-0.049790441962749316,0.057522560847779576,0.01695671098823197,-0.08728887063935448,-0.03449171251999944,0.01514094582343881,0.04438536212053206,0.039143910850437696
ADAM15,-0.016600612999846828,-0.01151833693605595,-0.03193771170242857,0.004373255698936666,-0.059881154723070415,0.0953564807837002,-0.028922383230441148,0.00038273559968732556,0.02726018101414196,0.061692537693726714,-0.018379333664391633,-0.020370205462690402,-0.015668050184963,-0.04916755382552249,0.025219648585280054,0.044249221455492885,0.027862557300567067,0.18414697685389708
