,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,,,0.09511119704526194,,,,,,,,,,,,-0.03167172820570506,,-0.00038588221366202366,
BMP1,-0.17585031448647026,0.034305557986312206,0.04830339698490632,-0.11674145892373822,-0.10787189645609992,-0.036972558408822256,0.23083876252458815,0.20080705948502528,0.07227587465046444,0.029343495671205998,-0.005403221383376272,-0.1295904867623929,0.17410559424905409,0.1810497767892204,-0.05851210657177393,0.10754016319200298,0.08303526224795912,0.10290609633247762,0.13066785870162426,0.02034393884906892,0.09838113413504658,0.2884454470303077,0.11751074027010212
NDP,-0.15946377428205966,-0.04933946883790198,-0.023744861933365863,-0.04656210334293039,-0.17068478798486736,-0.10497178746262142,0.0007666578198082155,0.04438938617653901,-0.09050445593337642,0.008173866713114186,-0.027381761233994852,-0.19695824790308805,0.0071426202754044646,0.12930450936294935,-0.30125170010547153,0.1737511666252264,0.11092442788176719,0.021694850463115197,-0.04448521259572433,0.02088930738720516,-0.09764963259760862,-0.14686965569147364,-0.033732142241251234
TNFSF18,-0.024522177144667076,0.012156348509984568,0.017848334755809846,,,,0.03667902983794319,0.03715546793090377,0.018668771247430663,,,,,0.09987376181908426,,0.003231985301967093,,,,-0.0018608192427384536,,0.07762871789175885,0.022910654441459097
IL36G,,,,,,,,,,,,,0.024252849287578537,,,,,,,,,,
RTN4,-0.14007254118799056,0.038879243522367095,0.02913370763176899,-0.05352911818169478,-0.038999407335843395,-0.08606132492254126,-0.38035468591754606,-0.2382759192483162,-0.14540159745938314,-0.06296352679387342,0.04599328880424077,0.1726579740051211,-0.2975892647490928,0.02506792911286867,0.0813321116286471,0.007538309619631936,-0.2391020796764242,-0.12068743441572491,-0.0653397303093284,-0.06888784395444965,0.032553369942973,-0.014521913408949089,-0.07399141814037791
HEBP1,0.0855597813550696,0.05582779611383796,0.007397930106242149,0.11058402552119997,0.014404052579088389,0.003558086660140968,0.18440077835756588,0.05042551897064161,-0.046165681802227694,0.03272237030934703,0.02551696041424085,0.10254771014515887,0.06597599027419511,0.06206104917141388,0.08989198380546932,-0.0297781390934002,0.0032788491022818626,-0.003561350579081788,0.055016943676423395,0.020997872963826228,0.04400713677007196,0.03164879638247179,0.02694115137123572
WNT7B,-0.17263968543734573,0.009057698258815406,-0.05103546438219609,0.014621352077671021,0.06538500901580767,-0.08185503683318662,-0.039068602937337875,-0.07401198884219318,0.13066079864091878,-0.011246855396774986,,0.032560198922736226,-0.05298707212698315,0.03823865247542579,0.19654189525194352,,0.02293606750525922,0.08386509114379088,0.040873036332177606,-0.007150342131385893,-0.036701726550385345,0.1610756592842411,0.07481537314547501
PTMA,0.2842083731918832,-0.1670210163955162,0.05308334806630254,-0.22199534748719732,0.17387932512346527,0.10414882523562133,0.46791025773942135,-0.12127238194302116,0.0065404405455210006,-0.0155617569282522,0.015561238117030664,-0.34653103527387175,0.3559737896948078,0.14927080699256184,0.04639412401777601,-0.0554026331577785,-0.22002764108512096,-0.07038533825755773,0.10293803698920177,-0.01486144279557001,0.0620208701033729,0.3262047251760957,0.15428585332890063
FASLG,,,,,,,,,,,,,,,,,,,,,,0.0066086550569118396,
