,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,,,,-0.01303894056396306,,,,,,,,,-0.021684187200507844,,0.02465711556366295,
BMP1,0.05313793846591548,0.025239452646864762,0.10494676320546276,-0.02139716652706291,0.052722793370507455,-0.03276097043479864,-0.03274177457850514,0.07242628700346447,0.08318151089946993,0.07171302512450434,0.060484291411897324,0.10967949439252579,0.06505056421052291,0.092722963681726,0.08739038153320655,0.0013768509766794647,-0.016701786278091862,0.15895925530261798,0.02258025246057823,0.2109967895555508,0.035938647190858874
NDP,-0.019041554293356102,-0.034821794949000444,0.0625636178993917,-0.05349663066303425,0.00429934519381835,0.004708588771347983,-0.030864794140307746,0.0428174990113184,0.04013783665795378,-0.06394163894032803,0.05664778520685735,0.09432485956372008,0.08058443242135556,0.1318441535448022,0.023877232569010472,0.002795214173293427,-0.0012805777267555429,0.10425023649285767,-0.04706656921176556,-0.022927059397142072,0.04347472324442613
TNFSF18,-0.027076452396815526,0.05602863147815617,-0.008363565952441246,0.11120341222186833,,,,0.032995452239673144,0.001216842964922663,,,0.15418880104622187,,0.060408554130631446,,,,0.18538987177266825,,0.07469115011516483,0.04436084314177897
IL36G,,,,,,,,,,,0.02094263975802099,,,,,,,,,,
RTN4,-0.056260473932483096,-0.033487566789380224,0.05829362242420051,0.014024013702893509,0.022134877527453526,-0.023605195905075194,-0.02495894972298231,-0.13112036539450347,-0.12009015561295457,0.03706649788274425,-0.013982366247767266,0.048476319248858216,-0.05902432914587222,0.076380195880748,0.0015328538142482771,-0.048805760956114934,0.03347898944094321,-0.1681505728507741,-0.0011189699802609968,0.02109734776024269,0.12131022225217201
HEBP1,0.006764792059204042,0.02137297909563204,0.02929384939421764,0.0043176121807115215,0.021480056781950696,-0.029610102559474983,-0.03600277869654348,0.0791608761799776,0.05223173675287718,0.07865958391580483,0.06142649763567939,-0.020248016738422497,0.02319960093919295,-0.07589623844234401,0.04743073969094203,-0.01294604642857004,-0.03267322400297034,0.013378132582662973,-0.032532467347662485,0.03824271805999854,-0.05412744791426437
WNT7B,-0.023853506503522668,0.021155254607429112,0.059399697135245615,-0.01659309870922192,-0.005582328191082074,-0.0009805908233794362,0.002462035475052729,-0.04282968180748258,-0.025968338073952345,0.06536962711984494,0.016386741948532506,0.026412806078479782,0.04231197184632309,,0.04622666029084036,0.002145518930595377,0.03037457281838763,0.08704418347340745,-0.004630805380240943,0.0027510687464347,0.06448752247916449
PTMA,0.04316723335714666,0.0569809091973513,0.030829560192398128,-0.039504003453414684,0.022936431710274503,0.008714044489134262,0.01823200546281377,0.13876090411220962,-0.04386693257226869,0.016026897113006016,0.041321239516523764,0.16137578616587261,0.099362224245823,-0.031648197260748884,-0.010240584519620488,0.03681105975003546,-0.06353147500926346,-0.17711637928368296,0.038493903559286446,0.2044296279665027,0.08340002665028289
FASLG,-0.02385351324684785,,,,,,,,,,,,,,,,,,,0.04814748811040223,
CEACAM1,0.13580716753751412,,-0.01001083196704557,0.012582816862779355,,-0.010276692161165883,0.015359925439566251,,-0.010117728051851644,,,,-0.08296240351269235,-0.009521959936214247,0.03886326649404486,-0.03096423203146432,0.05102689409332508,0.06399935577244943,-0.024408384821725578,0.021133569866340154,
PDAP1,0.056420066545952274,-0.008269428568294985,-0.052861885635113515,0.01161308629471362,0.06282364648428737,-0.003835810256983992,0.01964783691036415,0.05658955870530117,0.10492585709077432,-0.03543170819966576,0.044938588769601454,0.09430197684453889,0.06512751997785855,0.009284065872059818,0.023109881150711137,0.004502644948327593,-0.0214047902878877,0.042985362129078324,0.03947248217439183,-0.02967509738139665,-0.037046437771391064
QDPR,-0.056740081028540196,-0.01090721023861464,0.0172048029911813,-0.019700113077061043,-0.023832397821443585,-0.006763138947492348,0.0020677611526112036,-0.013362390572721226,-0.10146968942771882,0.01929557966682129,-0.019800854034843704,-0.019188248817562755,-0.053135216825161646,0.007201323359824774,-0.13871867674700017,-0.02621825690906301,0.008968186538020931,-0.09496476460976905,-0.02944788905505581,-0.02384957041672477,0.03193091472815426
POMC,-0.03025414474146082,-0.03563322208141376,0.09658396627696755,-0.022626651083985774,,0.017522242058199574,-0.04169233393391482,0.01576809470898601,-0.03284495477949053,-0.027254954519589456,0.0030607628514045778,0.03706289774523678,0.0029578356920820065,-0.017214164713863726,0.06743268030375775,0.05148956919634249,-0.013918985234247252,-0.009576906792452152,-0.019123410690644296,-0.012118400181274002,0.060039156795281406
CCL18,,-0.044903102860742124,-0.04044136226181998,,,,,,,0.017354397364281987,,,0.17673088391747732,,0.04873644069690084,-0.000636065735523165,0.011650302587781347,,0.06372493117728005,,
CCL17,,,,,,0.03385580148651396,,,,,-0.015946954365104755,,,,,-0.021967623915365907,-0.04436761746777187,0.07878395038383208,,0.01248720247761526,
VEGFD,,0.024260146425822273,-0.023548798250143343,-0.018239194167451015,,0.006766308743747236,-0.01982314957370827,,-0.021843723059142145,0.04295496654117566,0.06052818635804368,,-0.01101961700995432,-0.05183452900597916,,,0.021840692730559434,-0.0301529383065246,,,
TNFSF13,,,-0.006952585368717172,,,-0.01934450395890318,,0.009310536689335664,,,,,,,,-0.031602211298800684,-0.031124453624455765,0.08569406622702644,0.0018531133527072009,0.04141572907429679,0.04113734027551023
WNT5A,0.0016686454956080456,0.03770023055767126,-0.015807027688545063,0.01750107789142501,0.007459260189110069,-0.028756541683331874,0.12750238076695747,0.06398309236319383,0.08602115721813405,0.04183733950269685,-0.06560158614232041,0.06022481253471544,0.009855420877618867,0.0860634289981409,0.0445929312566488,-0.018091007916195518,0.0014172784801829773,0.03803597855434121,0.0047347147345409455,0.08647162672431144,0.00710789561804862
