,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
IGFL3,,,,,,,,-0.0740455225120624,,,,,,,,,,-0.04043427631710105,,,0.05479600189599093,,
BMP1,-0.0168419553725838,0.06943229225293195,-0.03163481181263861,0.04316197343889904,-0.04779703259199645,-0.03372923786553459,-0.06591229886773495,-0.43321935257350325,0.08372962402307883,-0.03136918843731428,-0.059100711699044954,-0.03726590607106155,-0.004843996619798817,-0.02264610909234778,0.07334971096733421,0.03234495277690013,0.0944884638543518,0.20575595542481173,0.061863561770460984,-0.06161530245592318,0.013382879333022322,0.1288785787811911,-0.0647736286876526
NDP,0.044062717517450514,0.04144554018489137,-0.0507356319502762,0.04531119922356917,0.032104303715263884,0.02473363073978303,0.00011644415983233011,-0.11186295804176406,-0.05224882911020618,-0.030633870959001254,-0.05940808544324245,-0.04544344325575529,-0.0029599372875272374,0.02886015797380418,-0.17848463307312398,0.08687349590098097,0.05980660151194587,0.20628316986314008,-0.05313537121853618,-0.01105571435280057,0.036559723340912634,-0.03749949927034363,0.017923866161980054
TNFSF18,-0.034392306498732705,0.005543189399329599,-0.00837308387359378,,,,-0.01741660255166058,-0.06839262706471043,-0.02879082971624057,,,,,0.016711975149534635,,,,0.03684529115250923,,-0.03410679702664076,0.002721987634245354,0.09148545557086317,
IL36G,,,,,,,,,,,,,-0.015263919738916111,,,,,,,,,,
RTN4,0.1197004871211036,0.013340658134219042,0.08790266761870856,0.05706132115682136,0.08449139744221543,0.050519793742196624,0.24699313777107265,0.5896910948075337,-0.07293062649541178,0.02077545093568078,0.0878777230991378,-0.05686810152869441,0.07430929086919703,-0.02923794817698811,0.06976210156285234,0.16394941152803708,0.022219984110951274,-0.25308303790248043,0.08382746661529278,-0.010546459228851194,0.05181853708270067,-0.2471116090137622,0.08375040210861072
HEBP1,-0.03427492638727839,0.05055127507673939,-0.049787480141147686,0.025585466189399136,0.016956526257523145,-0.02703981870403248,-0.030212052483703622,-0.18878150440670707,-0.07208071846367008,0.018051592846684814,-0.06000804615944254,-0.021393961609079398,-0.04991178877219542,0.0304985459651049,0.1444270916508643,0.08025788851092026,0.08231204841054965,0.005195379208386231,0.012378487165437605,-0.033392442679686614,0.0008173024081518287,0.048445113767854035,-0.025950142723673516
WNT7B,0.18950009059891765,0.021487024825149033,-0.0006695420306118828,-0.001535955340101585,0.0408032394071223,0.002626452483324789,0.1201805401205452,0.5106372419955771,0.060687275162826924,0.07818964271344535,,-0.00551436761413595,-0.016776806828541147,-0.033759845274000354,0.049613767752003456,-0.007504672978393176,-0.0008950738080369956,0.03247578816640092,0.013540654560252682,-0.034106761660454336,0.05840969553515313,0.027593660540681127,0.1957556310775215
PTMA,-0.11201370693882984,-0.004229759514060738,0.008022948108295723,0.1265936679304372,-0.031986749045190964,-0.06432668481150858,-0.19746740345715183,0.08656882032506545,-0.11707431776745847,-0.03746151174982313,-0.12379981819037605,0.041524097455870455,-0.07248356716240932,0.03684502558267372,-0.027313363197956592,-0.08724357900804601,0.013741956724953944,-0.26586851499006736,0.01212946407198299,-0.12122995195977183,-0.0702794810980496,0.09339368988044605,-0.1951361022433054
FASLG,,,,,,,,,,,,,,,,,,,,,0.07655742728592385,,
CEACAM1,,0.08663486062534977,-0.014296299893221925,,0.02481746565413738,0.0724173207699369,,-0.09009024877053663,-0.05512146694229831,,,,,,0.04904976565015967,0.01234303057100346,-0.015346708406435702,0.1091016410994935,0.0030746179060550543,,0.031750931123551165,,
PDAP1,-0.020144507955695543,0.02553408046214783,-0.045922211608161005,-0.03716413900015154,0.01835415991272476,0.004461567481376198,-0.0585969927430289,-0.35399123107664776,0.05495832119209253,-0.014470654544290069,-0.04933755743397245,-2.1873889125344566e-05,-0.0418089348196341,-0.02024663800953924,-0.09771158794961425,0.039963299197164695,-0.0007425565972640848,0.04357919528569997,0.02535005850567329,-0.032599782558841585,-0.023138059066234395,0.09230331751320067,0.027370719527972327
QDPR,0.07870255576988493,-0.05205176875769657,-0.029844381567151173,0.04164659058056088,0.008682025575925767,-0.03251572513678766,-0.000692240196824362,0.08579612772968268,-0.04928509527493644,0.03336854715850567,-0.11419825228151814,-0.014716467873136928,0.037845575055455306,-0.001494870152505073,-0.014370358731804955,0.0016305203616306361,0.121649989185959,-0.25104323323895317,-0.01576830652606473,-0.08474571601397006,0.11093441991383073,-0.20750914423088046,-0.16456719337909712
