,UKF243,UKF251,UKF259,UKF260,UKF269,UKF275,UKF296,UKF334,ZH1019T1,ZH1019inf,ZH8812bulk,ZH916T1,ZH916bulk
COL4A4,-0.03277168425954795,-0.009003898297687532,0.02124164898453175,-0.0010361720228473318,0.016600090164615056,0.007855162185057028,0.026936089954235083,-0.008027088151400824,-0.038663064635550436,0.09409771134894232,-0.03372004200199072,-0.04833905941402681,-0.02372626161256627
TAC1,-0.041043979622949193,-0.04527416855139521,-0.013207297186301967,0.06019837159077102,-0.055609381845647364,0.04462303563664885,-0.041185645966350604,-0.040238653170395204,,,,-0.021638887093351253,-0.04881175266201514
RARRES2,0.01641895779452737,-0.029800340245441422,-0.03441985396011711,-0.08777244895005909,0.08048838924401226,0.017730110747752305,-0.003551234104054479,0.08433252947404729,-0.039362893293651544,-0.036012247768393575,0.07497393901881604,-0.01632342324534753,0.047582250956133956
FGF7,0.050376389464471955,0.009071090897446071,-0.016499921546191117,0.08407347000173518,-0.014633823955742009,-0.03162205326002312,-0.016768859309316896,0.03165963921465608,0.023192244467081166,0.04095257376679589,-0.010894607582163344,0.07701171412377944,-0.012184151219026457
HBEGF,-0.012662564887152537,-0.009804995701238668,0.030911233100091293,-0.05659886644819628,0.05555354456254298,-0.0292133869018628,-0.01404570423250005,0.0666359031892892,-0.051558900699805094,0.017886045521486232,0.006218749447899604,-0.11959765491472803,0.014705980423252505
CSF3,-0.014356482719486861,,-0.04025922828949231,0.00503222324968756,-0.0137949450580075,,,,,,,0.0780904790429613,0.011603773858819468
PI3,-0.03882291621497334,,-0.007938420131858727,-0.043993039546482406,-0.01553329020888346,,,,,,0.144170929656282,-0.03765293216018485,-0.016234370618032904
PCSK1N,0.008082412072466473,-0.07464756996715648,0.012827521301513352,0.049355493152732514,0.019417141951686825,-0.020533138692128725,0.019281095992655855,-0.07615636702591011,0.027216277410646236,-0.046516463713875696,0.05013487878913769,0.14806797944091932,-0.056913527976412435
NTS,,,,-0.04804128764963362,-0.016955646889059532,0.006816616570188963,0.0039101603531712555,,,,,-0.025663775463932663,
SFRP1,-0.012108950574382849,0.05726159919322205,-0.034120724164374026,0.11577392240647859,0.0708042863109721,0.04484466875881526,0.017584904348933433,0.0029843691905782005,-0.04150883693459475,-0.003281260929032928,-0.03812276070112927,-0.02506741433983437,-0.049764469152167035
CXCL13,,-0.0012413701127305904,,0.006104800119576179,,,,,,,,,-0.03235522190871414
MICA,0.03128013269829835,0.007408944495873048,-0.014676372766111445,-0.043349090483063,0.08562785468487914,0.04974054137715153,0.02207937770823792,0.05330789048078618,-0.11218935068215573,0.0847828872774931,0.044910917952382445,-0.02573975211807425,0.02278617848048199
TG,0.018450909325492235,-0.0010189650396641233,0.01286400588911074,-0.024197195546000035,-0.016649264479210373,-0.032009049244309036,-0.0034287182824286515,0.03384476793277137,0.07034315951947322,0.048738364541231816,,-0.008485871662314026,-0.007928528239474967
ADA,-0.03863348672217822,-0.028180373085040764,0.0260581848667098,-0.030703145234124624,0.03007854718299389,-0.010217131807151681,0.0887039939642962,0.060569216205554964,0.0013200711035185654,0.07437838326963875,-0.004164618875198861,0.07002533079055817,-0.04525572361088979
LAMC3,0.04942557392676906,0.005081306248459147,-0.0054925237165871455,-0.012987565925105426,0.0990599822197937,-0.05283396009842597,0.018118868288473474,0.039971814148845417,0.0586257075637419,0.03411170096646274,0.09557277935313697,-0.015654949145194073,-0.012075350561928894
CCL7,,,0.017043299174832806,-0.02149649634731169,,,,,,,,-0.01816044926201697,0.010062881143441846
NGF,-0.01888068393825237,,0.0023739605319349952,-0.02294527246689848,,,,,-0.037999135287270475,0.012041681045699299,,-0.04613045887092747,-0.023150214497705348
TNFSF15,-0.023357762405287294,,-0.009897749141153366,-0.015915932948853278,,,,,0.090267414349947,-0.019782452783751008,,-0.02950980378914385,-0.04414674685702223
HMGB1,-0.045564578284905975,-0.042929018607541974,0.016127994389743102,-0.025291924724038645,0.11863501829026729,-0.01594298764372559,-0.021126609047740278,-0.007994863431687628,-0.03482819813957949,0.031368238609405276,-0.03444822084010195,0.045863465395986326,-0.04922799269567135
ITGB3BP,0.007318424992350648,-0.0017966648604709188,0.014791739711979874,0.005886752649205632,0.10284486147117723,-0.05723326213141997,0.010612269958230565,0.03315415223294422,0.0010176571705594456,0.053396311994070064,0.028474331347904336,0.010950629331786112,-0.02056857954676705
AANAT,-0.033840640552461554,,-0.003686449484531665,-0.014341207451309965,-0.012443413760030126,-0.009703497060543282,-0.028330386734108388,-0.02139131306151762,,-0.03516579040386882,-0.027077441709279886,-0.0192145126495052,0.061394434340527985
RELN,0.03914296843222785,-0.024944210408082375,-0.027913993005581672,0.03678168819003519,-0.036512880218004584,0.0622587845104136,0.028370546778743122,-0.0236820299190549,-0.00457391446145912,,0.03276184335975235,,-0.0335703252239288
IL15,0.035765251846918165,-0.033783585265438794,-0.026689809423476575,-0.04787110232013004,-0.00657085466428996,-0.00843444512820098,-0.006708244705810677,-0.019839454174151026,-0.002531998735313804,0.044023920504078044,-0.0337200377287717,0.05536016773624361,0.013712219029405375
UTS2,,,,,-0.010100307798005491,,,,,,,,
BSG,0.03666855025417562,0.07937374661056151,0.01464099889720158,-0.03732203511223427,0.007665927170943207,-0.04089728564815218,-0.020020306846225078,0.03364771903682046,0.040588245500789065,0.03117913382027843,0.03558360780417249,0.0408151093195498,0.03513005138144504
ADAMTS3,-0.05043705084103622,-0.03948967099173293,-0.053055452763098934,0.02029339412310211,0.09238201627769901,0.021607976892267487,0.012792963470251092,-0.022760446554977984,,0.09737375148168627,0.04529315104991399,0.0934041900559265,0.05793445481430681
CD34,0.05199151481754756,-0.04042350346569308,-0.0025488973406718007,0.014014417714765576,0.06286116316755434,-0.020965266772912723,0.09212041501548919,-0.029781991920549377,0.09736799927488272,0.0678785099274202,0.03750343001824125,-0.07372268394714072,-0.0006182891260738223
CCL23,,,,,-0.014158629596989929,,,,,,,,
PLAT,0.006376498127887408,0.033434857962694534,-0.0011998356256964985,-0.03758903717971623,0.09459686506724893,-0.0427371898252198,-0.020323286357386377,-0.005071987696031917,0.021689345004815293,-0.003929182450425968,0.008270146105428838,-0.013430414912747227,-0.030689042199513638
NTF3,,,,,,,-0.03407360830761224,,,,,,
LTA,,-0.0025947627483287267,0.025911500583038465,,,-0.007730807039457149,,-0.01983945662314251,,,,-0.02585983832968077,
CKLF,-0.004071730608546359,0.005923063812563659,0.061894897101948426,-0.027544965394659563,0.08972993582632793,-0.04302733466240737,0.009931023521366511,0.0143202453199245,-0.06825357477437297,0.03404156392333852,0.016963771758691754,0.1419624112113181,0.10216622284903297
CD24,0.07837278171542733,0.004161913200641456,0.018198147268911117,0.018152398008083236,0.0667030953898845,0.028399956125240322,0.0563783102025138,0.00013304322377503006,-0.06492000463393434,0.11850103147278133,0.0058014310807472606,0.024719374072006216,0.03067310478577224
HSP90AA1,-0.0385151015372715,0.011957945072477228,-0.01740500945373216,0.07167336775876482,-0.10543891791116754,0.027752755076835757,0.01622943752042766,-0.05942469046217791,0.0029955040550980563,-0.047841120809183436,-0.008016422610144656,0.016278724395485538,-0.1298683877278664
BMP4,-0.04086241850119499,0.05849242582771966,-0.007665587661778867,-0.027831429715594217,0.005388923181339256,0.00802838239535073,0.07235716453388241,-0.01690526614979638,0.022618844002853015,-0.021776833366726773,-0.0013412900742212942,-0.01407755887285777,0.0021266005021149783
SCGB3A1,,,,-0.01707860765815294,,,0.06500006405614597,-0.013843710465787848,0.10049016400127582,,,-0.014798057237903249,0.058842634619801
IGFBP4,0.014606769049442728,0.0031757688838919764,0.009456007594353721,0.013548207097255219,0.02170368076861264,-0.03161638925578209,-0.006942383117395017,0.0340146924974002,0.0656659929695302,0.03963136377168161,0.04970498980737654,-0.07779363708693166,-0.039994491998595956
RSPO4,0.10436110272722932,-0.010087917395785581,0.018889223077440315,-0.019711489453359744,,-0.032244520430050196,0.005322205708236958,-0.02752044969824144,-0.015908289924482656,,,-0.03410641982811035,0.03638952322505145
LEFTY2,0.023142849721855936,-0.019740962124416516,0.035619850345875975,-0.030595278637784547,0.08692186070091346,-0.041613982067349016,0.009253554238835983,-0.02449158764147242,,0.13183368546240556,0.019554133515394728,0.055491473281423946,-0.08021032182458575
PF4,,-0.017739223475499423,-0.02322717627471142,,,,,,,,,0.023189204619539886,-0.024058450822428874
ANGPTL2,0.06038004449560407,-0.015965062267477213,0.017575513163525517,-0.016616186272425986,0.021524860682684707,0.012068145192751364,0.017868913284819998,0.0647893020589518,-0.05106943398990234,-0.03878276196862599,0.02695467870277947,-0.022996253971261312,-0.09806107350176804
LRIG2,0.007923469098679454,-0.0017941177651675552,-0.05434349396476611,-0.023906652291326415,0.01889604601948192,0.015713298613092664,0.003738214786832873,0.01628438282687757,0.04964769834500501,0.07491749966993948,0.008431907809631002,0.028300717685717413,-0.04011224823851819
ICOSLG,5.663018686759759e-05,0.00766446680021425,-0.011409196990136964,0.01980674221233912,0.04823053935975275,0.026985992324048805,-0.02949831655982958,0.015321593132065296,-0.0357192415421996,-0.052720367982352086,0.032656122819775465,0.04258669282394536,-0.05178860929492231
WIF1,-0.0158132919760521,,,0.014315297601944159,-0.06550869652826873,0.02131180939239892,0.02687346909892926,-0.012696456200316673,,,,,0.05136459293820577
NPPC,0.05194648990611823,,-0.03603107837299274,0.0340962778828733,0.00133481569808023,-0.024033984086888494,0.008058091252953769,0.052060307451537564,-0.05898004411518461,-0.025619938797709612,0.13140804568747977,,-0.04764874614191621
LYZ,0.02196589853191511,0.0374884601480643,0.00030165307026407953,-0.0579799944380621,-0.0013699599569525847,0.042188452680547904,0.03247911884165156,-0.03715854424181653,0.023072541504082847,0.057277784514629275,-0.012480262242031366,-0.019145850079390746,-0.08071930384908951
EREG,,,,-0.027738742595997887,,,,,,,,-0.02856351057615785,-0.027698403798625884
SPTAN1,0.02581427918485522,-0.014818211297271698,0.031180351585719805,0.031852067605636886,-0.014976975206064863,0.08127817110755993,0.00922936586358708,-0.06779286294438626,0.07654333767837047,-0.022842021427756796,0.014211378737004494,0.11555248659883303,-0.017325297699826263
LIPC,0.03995760783251662,-0.02669847939585824,-0.034263720733804216,-0.019083966116412353,0.029341539982574754,0.0002347016267671532,,0.0012095733499829467,0.04851613506475587,0.061798434976315215,-0.031531454968492856,-0.03269661597240355,-0.03751771394359624
COL8A1,-0.02353795607312681,-0.022912639530875637,-0.030645707597576337,-0.025761535747917393,-0.001475825200524266,-0.019220427368423516,-0.05584241506158366,0.05783907719022348,-0.06782805883723453,0.11050193865440586,0.08004946150715764,-0.04894434351513455,0.05406990370461365
GSTM2,0.05048837515974725,-0.00409171641812878,0.009177236266624644,0.01860945892856077,-0.002607257752289658,-0.03287357114851248,0.021302008149450522,-0.015412860882083991,0.0648827518482308,-0.036739905900372065,0.0009161134257533739,0.06833112044500207,-0.03703981933343653
SPX,-0.056993227437797,0.01737933256905854,0.011499000222972174,0.0004643694494499525,-0.025879420236519488,0.04449815327683254,-0.0050069067853173365,0.00923363904022415,,0.05275809734683612,0.009953154753403753,0.1630087726530755,0.06427072398934601
MFGE8,-0.024043557834522382,0.03845360955449464,0.006721942784837466,0.014189955715944709,-0.0010101465279114018,-0.014515791215108249,0.028669169314835815,0.05978214479683128,0.0010325727622945869,0.04192159507851682,0.008982479522567114,-0.03876020080966784,-0.013386773939690948
TGFA,0.05880735598127166,0.0027989337664280807,-0.02654446498658519,-0.020220533656659996,0.05766826256247547,-0.09343884753928504,0.04549237880007744,0.018177941853578506,0.016330062061584792,0.0028728392337165026,-0.013348741998855537,0.07103028401160046,-0.007950008301045237
SLIT2,-0.034309875463532695,0.021254190275932453,-0.028650003757165615,-0.02214265062603776,0.006138835137446732,0.05482748660585456,0.03817631564689211,-0.044626562174567376,0.08343669540350605,-0.03221136649787735,0.013944916541488498,-0.10567924497361697,-0.0369850913465166
PLTP,0.07429700616860203,0.05024288173083609,0.0022333796065174844,-0.04769165129682729,0.05169929198110719,-0.019744138437097263,0.03315815025297652,-0.017128908887035506,0.034029408030273475,0.05378930379986694,0.02287500665673993,0.07354841155961067,-0.02298807458399893
APOD,-0.0007390200771519796,-0.028741629404077703,0.030181108636923266,0.0030142818513267705,0.032235646688814436,0.010703449477310126,-0.007054028519994626,-0.029733909335095333,0.0642472457554924,-0.10918173192162753,-0.08850987183975276,0.014819491144484075,0.02629228332887451
B2M,-0.035612427612567985,-0.0686422371309638,0.045173846183944745,-0.06300560197618933,0.054456777376043736,0.002463300248794771,0.02673581617781223,0.08004801173342674,0.003950294094303341,0.038948781699595654,0.054268696593323555,-0.119031125106623,-0.06540808510746957
OMG,-0.05607735975855268,0.020504078544935925,-0.008963062184627023,0.07621660432379608,-0.007224131262798922,0.038998294879662096,-0.02522317028958663,-0.0571323701064613,0.16412367077825263,-0.14462459524090268,-0.06283703953542812,0.12027019876441922,-0.032537823657037404
CXCL3,0.03351251195875249,-0.027099064071896634,0.009991474738353368,-0.033497340357205425,-0.016337607439606917,-0.05568865022072803,-0.04375115255796597,-0.01428800142422716,,,-0.019067947491527768,0.012605338501021376,0.008307177852344827
CXCL10,-0.044120920610368,-0.0375892263913057,0.010057847185335521,-0.039080199308454404,0.052448263829247325,0.016818097412025123,0.03211186194674156,-0.022705363365040945,-0.06387629975739263,-0.0046668335170484436,-0.025688592562191446,0.044710802308449586,0.06545059609295842
RSPO3,,,-0.01599485129783939,0.0567244067527252,-0.020432745198219016,0.06428900797593244,0.010864030033622941,-0.0149306861140647,,,,0.11561448888327884,-0.05225661593183277
CORT,-0.025859582510627647,0.03920029358811369,-0.017862522440017528,0.05631150106253829,-0.035363443402011516,0.0331181969099464,0.03342467131600549,-0.003629697469907998,,,,,
NCAN,0.010129694963514646,0.05982162186333221,0.0031736608712754737,0.11303475478859835,0.10510336920796051,-0.021388902841920736,-0.00014996801208401957,-0.003859957921688163,0.05920229316823744,-0.01634543795078571,-0.010032407773115499,0.18772233355651852,0.012559639785965524
PRG4,-0.03529225854993719,,0.039367287815482606,-0.013664042799835819,0.06905328803426981,-0.006027386596858407,,-0.01745644020080346,,,,-0.04174734235788095,0.07400626529983557
ZG16B,,0.008635317419685446,-0.020927730890894038,,0.0007968408993042421,-0.022029112202993167,,,,-0.02139003114279572,,-0.022979359848662687,-0.02052432598171768
TGM2,-0.04664741379543081,0.004961487941354934,0.03348280093614035,-0.017973406762659645,-0.006844278558771647,-0.028100434582673,-0.02233905261628959,-0.04813988211564428,0.01618272608389355,0.02146487234688029,0.020146025144902012,-0.06380167744604966,0.005761664020341028
VEGFC,-0.025322900143022315,-0.027409435695071614,-0.00787272025065296,-0.0036802703961205468,0.011175838578485737,0.017084969071035676,0.11207167179317233,0.0015218089800952518,0.07595849933144248,-0.019212951676649475,0.05379968695970491,-0.023723323431428443,0.061440023985565244
WNT6,-0.013399345949814121,-0.01974096264250826,-0.0031556230931927966,-0.018827735478640632,0.09392452646816422,0.0694230571975086,,-0.015548026319638607,,0.12207866420974801,,0.0030352774252602964,-0.021207786481243666
NRG4,0.024071872769910827,,0.0038683696630289737,-0.0010240933445004258,0.031162548701596064,-0.028673371318190335,0.025689891391905445,-0.020783267303402422,0.031100385937172063,,0.004468866521497659,-0.018429306963854516,-0.031893258040215255
PMCH,,,0.023830602881174577,,,0.01184165786192711,,,,,,0.0013157428305800572,-0.02716876080683213
COL9A1,-0.020074722391864516,0.02960722334118596,-0.025368076099736042,-0.011198402415429846,0.07128128806211498,-0.0072074590637653015,0.0021787009994769435,-0.023682039002618845,-0.0011857507657312652,-0.015901840531489173,0.03297328206664802,0.12104902703495571,0.009467632546360629
GDF11,-0.035248758380524096,-0.02508635558609887,0.004654809841521305,-0.007563775953716789,0.03635387734740524,0.025071441754478938,0.017620947833458113,0.019931059738251468,0.010875156773657177,-0.037425213716016335,0.019200326576189367,0.008974833308801541,-0.002775126892702387
RAET1E,,,,,,,,,,,,-0.02021681879559028,
IL24,,,,,,,,,,,,,-0.035655601505250246
SORBS1,-0.023764881067187844,-0.03672492957567572,-0.039038953778684216,-0.0052509515950339624,-0.01585028576076763,0.04538051449112759,0.02178075355531557,0.013386602728255887,-0.04361164177883121,0.01959226984838229,0.03891264723640658,0.06088543614769295,-0.022291102271242983
DLL1,0.033305483122577965,0.036023726240995785,0.010153606790140785,-0.00640482309737917,0.06351003016670052,0.015525237991613898,0.0416917142193449,0.05986922127608911,0.1243467364636607,-0.03739095120327832,0.037048838642569006,0.10165113216577083,0.0061089494285479435
TLN1,0.034735507925009804,0.020413112361757833,0.025975486186401116,-0.051156771377105836,0.10096227225037893,-0.017492721241037904,0.04293269763726786,0.05543325142320892,-0.012375890243282195,0.04048980343264558,0.08160168902675616,-0.08076914783228109,-0.06608502812668234
COL2A1,-0.024498147220323632,,,-0.012204063080063372,-0.0163376129994758,,,-0.014505254815380654,,,,0.06711348343892784,0.005918251461176305
SHH,,,-0.02766464013226327,-0.030938125611634445,-0.012843348941379586,0.00594712912872612,0.02359070419340579,-0.013843709255761371,,,0.06818141918886766,0.10411606753697991,-0.021078442838276958
PON2,0.01784656598123093,-0.03489326739029848,0.09116965829525993,0.005154794737828556,0.07807171828571634,-0.05566386621295605,0.011824909462077721,0.046779136571297786,0.04748096829657459,-0.06929609377227154,-0.006493147046670827,0.1179919012886037,0.1415161092116186
ICAM5,-0.0339756590555953,-0.025411052420537303,0.017938055363971625,0.07416004074754556,-0.0319252923594415,0.0020818641495374125,-0.02110180252257533,-0.027036016381228056,,,,-0.03974058525440605,-0.054421858441792516
HPX,-0.03901171455697209,,-0.05715627868798618,0.050818773913983664,0.01048802170991993,-0.043230767380916586,-0.0036932513113752704,-0.03518794597791512,0.03265439121240224,-0.06406682287164034,-0.0270774306206354,0.020507515811950743,-0.019315745062125415
SFRP2,-0.03189517014750667,,-0.01286708496943701,,-0.013038933803599783,0.003193405715173908,0.0014957881077044975,-0.027157814767454512,,0.016724369542862067,0.00930752569717332,0.053343582812373815,0.026472936795628777
CFC1,,,,,,-0.027723847458194232,,,,,,,-0.028220515199601306
CD70,,,-0.05355298143685507,,,-0.04605468240672519,,,-0.003354236948148492,,,-0.028117237695681474,-0.03675849638203157
HP,-0.017415070158643988,,-0.018883848603405463,-0.028233878333115987,0.04471833858362901,0.028633801035972524,0.013423822652705203,0.01712989046645443,-0.09369433987072448,0.09658464185773873,0.012553796047140488,-0.02756822752559649,-0.023899989730885203
CXCL2,-0.005552351117100338,0.04615113164653707,-0.042292736123564434,-0.0803488183870767,0.09356829230010548,-0.08266209428253146,-0.009365761363193066,-0.014533392545732686,-0.0007182734382336023,,-0.04096829908300999,0.012643208669844284,-0.03285028736018336
NPPB,,,-0.016873208521397124,,,-0.01285965442753591,,0.01974498637622738,,,,-0.0186944794388518,
CCK,-0.048762717255087365,-0.015711851283147973,-0.009739169240386114,0.10139185972565302,-0.06998255405389055,0.09262905925219687,-0.033144123577926725,-0.04078635499476317,,0.009552731622512233,-0.015681362014021167,-0.024251786507999674,-0.06599572029446926
SEMA6A,0.05942382491432862,-0.03224488850193157,-0.02362409964929016,0.05686169415895955,0.045653462769984214,-0.02192489254196959,0.03061844671335642,0.05577451818059563,-0.043618535078185,-0.003992919864712506,0.0010032451881386937,0.09882735632214788,0.060837836555428716
IRAK4,0.0092947823773944,0.01600429330026905,-0.03755715716412121,0.013515002511876675,0.0057631979156521716,-0.014372160765042599,-0.011834584155710844,0.048677500993078056,0.04875433755541166,0.020161038493847632,0.00936190896862875,0.04446558391950027,-0.014198878667327938
GSTP1,0.0068117668807784896,0.03462818484071356,0.06348318847698174,-0.0837532863686041,0.04890446402619223,0.02538137395906449,-0.04139025188352262,0.015632024882513213,0.10368532549543023,0.027167758667414988,0.015727131052434826,0.10614553592775587,0.07318111646918973
VCAM1,-0.001995565592522756,0.061462468292332706,-0.014944861077942228,-0.055932878460011916,0.032154362997906416,0.046424007656021164,-0.012348079337200949,0.05666298054487588,0.0008273735353086463,-0.024154893430258957,0.09652378990629565,0.03785318608895775,0.03661758230889676
NXPH3,0.03939004189415371,-0.025293705762842074,-0.045768666849918954,-0.010691821559619267,0.03298172641705385,-0.026090472984120122,-0.029156965858220446,0.0347333668550694,0.13539951223246804,-0.00030658258189149854,0.11262665026854367,0.1086337615906176,0.04634763931231013
MTMR4,-0.0045151966839610015,-0.013127820200984354,0.017818365253265488,0.06022329516866539,0.044687591756077595,-0.017190424845344488,0.012586085854076594,-0.01814091334155817,-0.005872622356817474,-0.019772378721636126,-0.039048080415372194,0.006424737867565372,-0.014887977288937633
LAMC2,0.030829198115845016,,-0.026657083955022292,,,-0.03056093721708416,,,-0.06312011215459107,,-0.019526254544131892,0.14665759325239333,0.003036200350406087
IL10,0.03508402632394597,0.018282529318871962,-0.0132367899763931,-0.03783081555481645,0.10695093387441822,-0.005398915761796572,,0.027538350792681587,-0.035651817084419925,0.1190636090451361,-0.018834947706985943,0.024998653999973995,-0.031857568584816656
SEMA4D,-0.030479502040369623,-0.02928394113683863,0.07976407152400602,-0.0344204139847075,-0.016643499348120636,-0.0314888604907336,0.02972964582264425,-0.04415270267319191,0.030604972554036672,-0.1057816561143139,-0.08410896247962522,0.016411841798662775,0.026746636495942607
TRH,-0.04265225998761286,,0.0012493233550473087,-0.012009723339201367,-0.009163035936399881,0.012885454336843414,,-0.0037473552163319462,,,-0.03092686071796154,0.1960768275311861,-0.09080268151758454
SEMA6D,0.014327266219070751,-0.037329871758494546,0.04642701671176476,0.01767818996614384,0.06575058825839675,-0.052095046687777376,0.03224405671521775,0.05619585879934721,0.05395303179354158,0.026917499039531705,0.013166405492321688,0.09698617109429779,0.0026970290013734943
CEL,,,,-0.02369393313560183,,,,,0.060469577577296076,0.08207049997910729,0.07086473144520493,0.0149033654644707,-0.017901714941077968
PDCD1LG2,0.05533958830897849,-0.011992878536896897,0.04796171622880474,-0.026702578894574575,-0.03913286566232768,-0.012828768391696534,0.011638787788862442,0.06171427995726606,-0.0877041350021082,0.07906409247984139,0.08764746344062158,0.043433840541468746,-0.01294090801343154
SPINT1,-0.03384062025925811,-0.05255512534142125,0.010592000247566112,-0.03203353719233161,0.018788105129393565,-0.016897408481139277,-0.0006164912774329201,-0.00909067271202745,0.034516893097234214,-0.013189737346982526,0.03992805030086663,0.040903061171449935,0.03131793307046466
CTHRC1,0.011170788695321905,-0.02961367168019824,-0.02887330183241491,0.028326716406753067,0.017555525816740216,-0.010140545042203356,0.010416524911296039,0.07737673504576228,0.03319108590294435,0.04682260737568859,0.020509619291956886,0.008393526746472592,-0.016797842114622083
PODXL,-0.03343178250651851,-0.009821566919730006,0.02091172852452992,-0.04209229265584096,0.04008891697328116,-0.052444274446520944,-0.03834772473033265,-0.019606208579299286,-0.00978368787482511,0.030941343555480626,0.05235331228792593,0.057693377986497395,-0.06760562086027588
JAM3,0.056909970527143326,-0.005312353956462362,-0.01370109539914188,0.012343909106715872,0.06104291295962223,-0.013097160482304245,0.009228409795672172,0.04244626778795436,0.05781506082494657,-0.13489086775580827,-0.005499843115462495,-0.028704712641714897,0.012438599157189834
