,UKF260,UKF266,UKF275,ZH1007nec,ZH1019T1,ZH916T1,ZH916bulk
RARRES2,0.026286146752448825,0.016277469339207113,0.013375623687101226,-0.06344576082019056,-0.056333405799841876,0.03303273271581495,0.009140405767609747
FGF7,0.060966371643469755,0.06846571792232493,-0.022109371854038048,0.02005463356156742,-0.05274015683637522,0.04293307733150209,0.0565635127280265
HBEGF,-0.023659712831568824,0.0005560428390225075,-0.04788903529694157,-0.010735810047432546,-0.020721537233364087,-0.04914150414345374,-0.010334761877917065
CSF3,-0.04253454769464822,,,,,-0.015565920195604663,-0.036132528273581516
PI3,0.010246686570879572,,,0.0007356406722345175,,-0.03381957331502506,0.014415616615007783
PCSK1N,-0.04498249128545529,-0.005898808102065198,-0.011433354451128688,0.05719777008274187,0.0939385213328954,0.053434517709375046,0.02097011362686427
NTS,-0.005125880028233898,-0.015356573848342037,-0.015838267966539643,,,-0.023051005221861345,
SFRP1,0.04129348286413637,-0.002246431652024762,-0.01943313314314638,-0.017061397552289546,-0.064848956529247,-0.022515358258887244,-0.022350982795074813
CXCL13,-0.02241153478347667,,,,,,0.03897084535467701
MICA,0.03291112724184004,0.029782230838920114,0.009389256042427175,0.054244465102799955,-0.05556242219375879,0.015202325094833803,0.009138546252039977
TG,0.01230414597351694,0.0250864031383399,-0.013378611417638507,-0.018642920672671332,0.006845362530108616,0.1679375276169333,0.001024837395457338
ADA,-0.009927414535404756,-0.013155034562271828,0.009529820408609004,-0.028514581618381572,0.08665170449498111,-0.036200144583207486,-0.0059486725709391956
LAMC3,-0.003994161630868126,-0.0013619519288208856,0.03624970501218693,-0.09258594278295826,0.0318740680248041,0.0020814870661646084,0.02518634286777957
CCL7,-0.029713557346056577,,,,,-0.016311575487340756,-0.021658542714608684
NGF,0.013811363693855057,-0.016914914124581012,,,-0.021262028146646253,-0.029890352014198564,0.010832554672705611
TNFSF15,0.09239558782630182,-0.02053841405558373,,,-0.007604358780135468,0.01854983214936256,0.02733126560970789
HMGB1,0.05193497156179528,-0.007550288281260339,0.005469810996216042,0.07397296820378345,-0.006164145252781915,-0.04748931354501896,0.06086442138846185
ITGB3BP,0.0033139444546079226,-0.02541039642800102,-0.0668527074856642,0.07044697379258749,-0.04251176100529806,-0.010581602730474607,0.043121501817841495
AANAT,0.13156549965887643,,-0.012031463432730795,-0.04960005381362686,,0.05686971719763085,-0.022062477261268847
RELN,0.06553612990771106,0.029772572031813577,-0.02648939870959768,,-0.03542568198283724,,0.03507171272190233
IL15,-0.05763405903548976,0.01118874412851386,-0.03412645718673844,0.24538401055786893,0.052697937806499784,0.07361807859519104,-0.04447434467022486
UTS2,,,,0.05203089134972928,,,
BSG,-0.014261350689243427,0.03493200968922086,-0.0583560000771208,-0.03305311842057731,0.053911940233789445,0.03079853233168945,0.023747464344554263
ADAMTS3,-0.024938630089845044,0.1190388264161757,0.025811466160872473,-0.010297084042302215,,0.060308558643353084,0.03328819576814403
CD34,0.04793122064533005,0.03520785812086396,0.06860713140737089,-0.0714766886929182,0.03698375277564768,0.015167640596905221,0.003689523005299194
PLAT,0.012189487414020091,-0.05074400001769232,-0.0521219204800994,0.06192513093917468,-0.0050528601166227914,-0.021285002265700504,0.0010610213397946712
LTA,,,-0.011587553160305459,,,-0.0232271073759861,
CKLF,-0.03625681211360136,0.012157138038920138,-0.013272281368774052,-0.0006426021451350409,0.017406171099037235,0.07404491049338884,0.053121745263894515
CD24,0.023506328590551392,-0.001898214908579427,0.000820278957026464,-0.033481256632542436,-0.05163779920991146,0.057643145771218,0.02427327062261653
HSP90AA1,0.03078580865536027,0.023985820524815966,-0.010364945328059035,0.012844648479014944,0.04284593796447013,-0.06981371846582579,0.007391048203014578
BMP4,0.008991960954334386,0.024932374179378512,0.004039267919588589,-0.008574501241658037,-0.036471669524833765,0.03001644490481931,0.04799424686080828
SCGB3A1,-0.023606925512063323,0.05936118357455766,,-0.014681011126909681,-0.0026650518204641223,0.016480270753758387,-0.044334675963520954
IGFBP4,0.01867505425860286,0.011061400317988766,0.02202951127914573,-0.1011027623328219,0.09148073170134725,0.0036047437695566954,-0.02022615539458089
RSPO4,0.014100944934189385,,-0.013477029757715937,,-0.042589652295385874,0.05135550352125245,-0.02781990991181671
LEFTY2,0.059399349839927736,-0.024526888117178052,0.002335366054928967,-0.12214765790240839,,0.08639108309080021,-0.0457871802416698
PF4,,,,,,-0.00504362983397383,-0.021792909614874956
ANGPTL2,-0.007893877021542895,0.013499741965511219,0.05202051568261672,-0.06710244234068014,-0.00021961622147452983,-0.013718646088809884,-0.0075093792931817446
LRIG2,-0.012536508619033094,-0.017249900905137023,0.016064784393866324,-0.07659495390656353,-0.03758975269074069,0.059234279464895054,0.05099149658485172
ICOSLG,-0.05217945705752405,-0.0006715155523372062,-0.008908479676784369,-0.007538639265201941,0.004554708752259818,0.057890100422890015,-0.05228097507161172
WIF1,-0.022368717002922825,0.03395028608151931,-0.01039990465138052,,,,0.06692555941548757
NPPC,0.10123895740529763,0.007465763656165624,0.03468047318119592,-0.029375651821913762,-0.007672023090158827,,-0.010100880134890907
LYZ,-0.014992935420483734,0.06532005814114139,0.01884663949728875,-0.09622947158512711,0.015438596610534658,-0.01115494490137061,0.007904063750282683
EREG,-0.028568261892750326,,,,,-0.03507830426468015,-0.025090094741138543
SPTAN1,0.04082653260992071,0.02853716059228267,0.042747342839666,-0.010797484501235747,0.14295568913738685,0.04741119144161157,-0.01840553092074757
LIPC,-0.026378834598370888,-0.022663036022387884,0.030378286913122648,-0.03695700895341616,0.034968903090193695,0.055657427242020774,0.02898864843440435
COL8A1,0.005728381263681179,-0.04606294433951423,-0.016509173493699767,0.07071772581413599,0.008349896995732835,-0.010721576575890708,0.009933691042546999
GSTM2,0.07749247802851218,-0.012358360698210277,0.047189683732472135,-0.023580742033495174,0.15360113061099898,-0.013119616534231165,-0.02230985168046872
IL4,,,,-0.035327373452619035,,,
SPX,0.06754273625263317,0.04661262574268741,-0.012156740203272395,,,0.11552033733839391,-0.03195769432494909
MFGE8,-0.03314992346026566,0.013570287838309013,-0.05171730945738227,-0.03586156640201704,0.03282687675421952,-0.016976667443481662,0.04946890417881652
TGFA,-0.0711423597122766,0.04774647369699136,-0.028586802385542894,-0.1470095082809259,-0.0025741608702105345,0.03333146564690344,-0.024952075552014705
SLIT2,0.02109759244283763,-0.002451112441282167,0.026500996492364724,0.05322561570999021,0.020719227026539017,-0.04499436855956062,0.029535413916430813
PLTP,-0.011877938542747367,0.020455349745078028,-0.009330853094345703,-0.02595954978033228,0.008208391236403129,0.04935820465322755,-0.007459274694140335
APOD,-0.011467697881536858,-0.11822744908674104,0.04800727529236684,-0.01274818834005598,0.013831319285814282,0.02709928425604125,0.04493417698039409
B2M,0.048015419164846154,-0.05936903185081557,0.031238199143807235,0.006748191145977415,0.11483899679766918,-0.048225786721455444,-0.008940072221760218
OMG,0.02349704255710887,0.01259974568509634,0.04786889885851483,0.010721541730938698,0.06526996705768441,0.07213914664634691,0.051378946144912244
CXCL3,-0.06599801426591252,,-0.04438190164704376,-0.006076171535971574,,-0.020679889384918843,-0.012468367032098708
CXCL10,-0.001938978443609544,0.10887309608324541,-0.03028382521144984,-0.07614453281480525,-0.050756739328535576,0.038051491302606,-0.0504779238382459
RSPO3,0.07165702357958295,0.006371607385871774,0.007905486569115092,,,-0.01655305954669867,-0.02546888162530548
CORT,0.07233328899268095,-0.010790590140447648,-0.010082830030218802,,,,
NCAN,0.0288719369164115,0.05753104200132848,-0.017288330477238344,0.08926029178770473,0.04468149717295731,0.021589957002343542,0.01519371500707811
PRG4,-0.01888713922269791,,-0.01722310901263333,,,0.007124450946141311,-0.030332761177529696
ZG16B,,,-0.009207362886350112,,,-0.020639883816431462,-0.018591586978194567
TGM2,0.023905823583517435,0.005428506464300556,0.03216170252936013,0.02191261972927497,0.10361093066085328,-0.006396503151094865,0.03382337580591165
VEGFC,-0.029073565856686485,0.05538402334316179,0.01963881727618652,-0.04004605258000229,0.029949519763083268,-0.023923931378368683,-0.02075435390853347
WNT6,-0.026024659498101635,-0.01498977147647626,0.008158037658963118,-0.044797511572553114,,-0.024926901684890892,-0.019210687227061023
NRG4,0.026651156216598047,-0.018350251319791372,-0.017688834909469545,,0.10360099653895699,-0.016553061401901718,0.15177926050950458
PMCH,,,-0.013477029107303687,,,-0.023636007210680307,-0.03699770938128911
COL9A1,-0.030275121749732653,0.04678138581421071,-0.024676935075396696,0.0493201963450413,0.0009027386234214872,0.1297268089652052,0.10632923917952734
GDF11,0.006291026892179635,-0.021487724515783218,-0.016341223064312054,0.08750230755192431,0.01688172454320285,0.06541991532039301,-0.05727519187396134
RAET1E,,,,,,0.1423654432184801,
IL24,,,,,,,0.013393246661632097
SORBS1,-0.02928220073786366,-0.008243860923498252,0.029306948990648746,0.02082232125563062,0.05516749383729143,0.06533096612023855,0.026316790616543007
DLL1,-0.02548071251481433,-0.02205572117527448,0.014619195942698865,0.0085684810014335,0.08470583102366082,0.04725533844386743,-0.0024021497790342374
TLN1,-0.04850216820764969,-0.030423668788466158,0.003995262357477195,0.07245606782236938,0.10516892891446802,-0.009499931982615398,-0.053325568192980156
COL2A1,-0.01686908053877832,0.029862648473053262,,,,-0.024090296420090033,-0.026028273642523525
SHH,-0.0427642604956768,-0.017725536312634408,-0.025463328870839155,-0.05681504410239693,,0.024816768721571174,0.001190690926638806
PON2,-0.001320252603605767,-0.05076602598210785,-0.05015825868396358,0.027943416913042744,0.020080946727783006,0.1028025886840832,-0.014500169311816876
ICAM5,-0.028685640501538625,0.005891309052654409,0.011698653693571015,,,0.061162437188340725,-0.011653646879564857
HPX,0.02395123283813275,-0.01498977248764214,-0.018068879011719927,-0.030941142583957085,-0.044219864832590425,0.044298148096859405,-0.01176718506186971
SFRP2,,-0.013851023678537563,-0.015059229083082064,-0.03532739424575569,,0.03580851230170115,-0.053340766710385075
CFC1,,0.03237375365557717,-0.011587553860601155,,,,0.034960415639192895
CD70,,,-0.021614845126211788,,-0.03689074045677583,0.17556523254282028,-0.019561760478844586
HP,0.05140298413338583,,0.0027732715335556384,-0.012441223011592114,-0.032032092928587406,-0.024761569377937793,0.08255591297536505
CXCL2,0.002392756340428311,-0.023167342295851972,-0.03152427786739522,0.04628664340147981,0.08210843694274565,0.07419510203231718,-0.06112696893820426
NPPB,,,-0.010146533410954308,,,-0.016791237274132467,
CCK,0.03467573852441528,0.03638455789724374,0.08688633895893075,,,-0.021782767629845167,0.011449963928401865
SEMA6A,0.05245967672337491,0.041347835975429056,-0.02193778377290991,0.10077332361730613,0.053264249691869846,0.07293568861200367,0.018553509217808923
IRAK4,0.026093021548770277,0.010524733672050186,-0.005939925162347991,0.07229330528988365,-0.08091655979568645,0.08537700024152158,0.07522870804493059
GSTP1,-0.030605724309514984,-0.01742505586057663,-0.005487393342599719,-0.16290062377559486,0.035118966351583535,0.06635520702844787,-0.041083088924115434
VCAM1,0.028699074588314267,0.0006299070824802277,0.008969770341495834,0.04663833101540741,0.09525123432225727,0.06604039725832334,0.02865798254180771
NXPH3,-0.003211019946333791,0.05508615301394789,0.025013738268969854,-0.077101139586014,0.02731114667509495,0.09784200116053415,-0.027343729838289355
MTMR4,-0.011751232528023934,0.03684189880287223,0.002069487893110976,-0.026667252506646213,0.03149173766730077,0.032578328497849925,0.016323056462221777
LAMC2,,-0.020538412036997813,-0.01277335357465853,,0.07764398651806513,0.020369378580706535,-0.02781992522660226
IL10,0.06404504726025727,,0.023721042017777205,-0.059596581099321096,0.01171088165546043,0.019558992481049406,-0.038237247873195136
SEMA4D,-0.005749315368917165,-0.006201977025027115,-0.018335293771078034,0.11483149313525849,0.013802594095389208,0.02691447537378051,-0.04645994818337257
TRH,-0.01660045420351773,0.08136896304784788,0.0015039359804161678,0.03899772770935198,,-0.018807311792151456,-0.03915882062970378
SEMA6D,0.05119360451657606,-0.019087433523598072,-0.025701492901801876,0.11885273728110209,0.033254775776693744,0.04917462946474766,-0.017501655629090493
CEL,0.07077882072132347,,,-0.02047458247661193,-0.024200576735591745,0.07249943190923251,-0.011981860037926624
PDCD1LG2,0.0763041982866203,-0.014423113565788261,0.019677267898762785,0.10296085515512149,0.004264929187972981,0.045469502558773536,0.03911128153614596
SPINT1,-0.026960871811187347,0.06087567556653581,0.026344200939932068,0.022996130528557267,0.052345104116052255,-0.02513824708397963,-0.035188300487427715
CTHRC1,0.02741517643146174,-0.032449912068622376,0.012399672028847248,0.00979797881761652,-0.014044928194959724,0.0018017571137505344,0.036836067586138284
PODXL,0.0040732763210956195,-0.007232423801774094,-0.046551987354892875,-0.051171979884279094,0.033201947883674233,-0.02529991356317747,-0.03293401230245071
JAM3,0.015960505191822624,-0.013141445702945221,-0.05030461733764689,0.11701626303360742,-0.01602708834933096,-0.042130118758191774,0.0056724372566688405
TGFB2,0.07661518437890918,0.09474836669934054,-0.008025274092998148,0.031826150381871164,0.06012756611474601,0.05135991998585782,-0.04802013017242582
COL18A1,0.053162602820995664,0.027681879796718586,-0.05803764925822488,-0.07185686648553483,-0.052895928265355364,-0.06607813360868352,-0.004078958724368954
NODAL,-0.039982108098738825,0.02794342332952807,,-0.05818545863396886,-0.06079885866443116,-0.025739516514853213,0.055656663247124705
INHBB,0.04446054162786777,0.10550782926239369,-0.01631219172963794,-0.0281747038399245,-0.04546432451524949,0.0578594011442791,-0.014335911995753414
LCN1,,,,,,-0.019018977344939535,-0.019513304007181657
ARF4,0.02407000716917738,-0.05253499825734638,0.026687064818036402,0.03316161845536039,-0.019950345935057266,-0.045019025773692725,-0.014871491366151712
CXCL14,0.0443363381520297,0.004967132040327585,-0.026192652316514752,0.09887923990942458,-0.02249166643902194,0.07283036391504687,0.040020255128907146
LIF,-0.02572946033813093,-0.018195918412872995,-0.017581350383294923,0.02021028013149397,0.0056973242218243585,-0.02428109024651384,0.01922907676209923
IL17B,,,,-0.04658833012690532,-0.03245776876484055,0.02320644694845243,0.06831952920299342
MMP1,0.07279433622952247,,,0.025985276691291328,,-0.06674577311405219,-0.027432178051754665
MATN1,,-0.01756617181003053,-0.01027396591417201,,-0.035466869212660034,-0.022873710023279033,-0.020105753031841776
ADAM28,0.008888132659141212,0.007402693165620324,0.09414823247084556,0.07174338300901065,-0.027667733638132484,0.03475981236381017,0.019117439573802953
TCN2,0.07195621372984609,0.00912171792938041,0.035440339476573865,-0.10380025504283633,0.043870675703922016,0.05914805790226426,0.042919904095719566
THPO,,-0.024979862246812142,0.005834491649263106,0.18439349474785674,-0.033991624118644606,0.02752391119876831,-0.030130298941336307
CUBN,-0.04169233457411081,0.017415001604347773,-0.021459789478244003,-0.03940533034216454,-0.012717798875577179,0.07320074456504615,-0.012525920834918845
TIMP3,0.05312995198598342,-0.015034869397038584,-0.007224855661698455,-0.08576514952219469,0.044575076182838146,-0.028574676922944072,0.042080878090378054
PIGF,-0.02666199847993051,-0.01875148305695121,0.06167067440213012,-0.033715861367070506,0.010629436786641192,0.037650444828675265,0.02373245510024355
CRH,-0.016869083633983355,-0.014803158593019457,0.017434779640881477,,,0.018402942966905513,0.007950821274335163
BDNF,0.006174531050895068,0.03245431220604216,-0.054879156472019484,-0.01130390107635657,,0.00023829182709085296,0.015240340596772248
CCL5,-0.0026058797351615932,-0.02162377138158138,0.0030216801958873035,0.08492414533404127,0.042607213423258336,0.02978446978477583,-0.06364317603658926
GAD1,0.0777961461482189,0.07518152722581385,-0.00017554862859773477,-0.009878972636601795,-0.03735499902481149,0.03852480421037253,0.037130442065371236
COL14A1,0.045284939129605586,0.041284257516547476,0.026513745426351605,-0.022530063116938295,0.05540916880663272,0.042652874246991546,0.028431779766391555
HLA-A,-0.041815242966001406,-0.0704632658794776,-0.024859139785655664,0.02437863535970874,0.030456171867043923,-0.06320386976445128,-0.007472621843216714
FGF18,0.008291737088181355,-0.020538409045166215,-0.01100895923966196,,,-0.01880731330104732,0.04983579457882431
ADM,-0.0580790080742597,0.026199924374722388,-0.05095560272348454,-0.04664689435227404,-0.014748124390517514,0.02687897661517201,0.0012711545916567703
CCL15,,,,,,-0.01631158136592553,
GNAI2,0.009587659935421312,0.019946618130794173,-0.03431656877183003,-0.006318200954171749,0.03798012317965228,-0.011876335158223261,0.012887731216607854
HDC,,,,,-0.04047732682569004,0.15138419264638753,-0.020105743926136514
COL11A1,-0.08064297091895449,-0.01071293605075759,-0.02102589664355989,0.06757590513081298,,0.023136322159083296,-0.012130480229510623
NUCB2,-0.038937432401828634,0.07967057764795768,0.032345856383722484,-0.11615571102887774,0.03917979147596948,0.036695458703213855,-0.0780912682826486
FGF16,,,,,,,-0.01981159690883352
CXCL1,0.005082331603418744,,0.06417165563079269,-0.033629592520031434,-0.03084477026409588,0.15477983427854258,0.08086318678520647
VCAN,-0.05312768335076559,0.026743711125206706,0.049144365291115766,-0.03772738099527099,0.01759017914684631,-0.12778899408702202,0.021634570442781317
MMP7,,-0.018195913305368877,-0.01014653335551743,0.041697234838143395,,-0.061711471250786756,-0.0053864386010048036
PTPN6,-0.029400575607426063,-0.03733655383434306,-0.005451969534088631,0.007534568758378749,0.01743022358580949,0.01672447673681098,-0.01172963034552214
PTGS2,0.012129801020398174,-0.026168825239983422,-0.040597291656320984,0.03177522076056292,-0.008605276326908912,0.0022336762157426798,-0.022138668713063008
XCL1,0.1239038777386558,,0.000386311568584763,,,,-0.021632990999862736
CD58,-0.0034438655310290085,0.020426835774922325,0.005710679473903005,0.025631741351236192,-0.008346665752530713,0.055535657970198625,0.07084272175461394
TNFSF14,-0.034021098946330895,,0.014738683691982864,-0.0434164173384148,,-0.03912297430360798,-0.05200920945074347
CNTN4,0.022490523656305807,0.021146060986503463,0.05786031546920827,,,0.018177651550113704,-0.010012140057026688
INSL3,,,-0.011700020127453891,,,-0.02233425477593331,
BTLA,0.001959636599447338,,,,,-0.021596107640867872,
MFNG,0.03603248145648368,0.005903262822492275,0.06957137450094192,0.05240089194347524,0.006918321958420411,0.058903722129310415,0.05296326851616175
ICAM1,-0.04193907369481695,0.007977679347815632,0.08796500202040099,-0.0220381752324373,0.013473251659721621,0.023039279741722818,-0.03961277195437573
PROS1,0.07562423524479457,0.016896239321485883,0.010694796593926888,0.039802078718188,0.0942201640666707,0.018924543126038897,-0.004426351823287332
CLCF1,0.03929472583439154,0.06950770675286144,-0.053769877917413146,-0.036562674940944194,0.01170881282486218,0.008778434698877747,-0.013588351457514705
PSAP,0.028548222098057654,-0.03301797721865367,0.06634620464803875,0.012079681985294988,0.14998710962800554,0.031284316751064196,0.0277386776252133
EFEMP1,0.01290534988905009,-0.008615983084559868,0.01561793981481289,0.06776298888489463,-0.01932833125623051,-0.03193992186089554,0.0268639262120662
C1QTNF1,0.04618423484259503,0.07405852287972577,-0.01412927754430801,-0.05109276446972089,0.0959762916382805,-0.045597434152041205,0.02175012547227362
ALB,0.009634306364724352,0.02455744382560891,-0.012773353247693884,0.10787942315680685,-0.0454115938706058,0.05762315452199522,-0.011235383329175829
EFNA3,-0.04305672429360459,0.050588732105089775,0.04544674095167467,0.0003405253749418657,-0.07564524933441943,0.03459646201735567,0.08561070272129291
DRAXIN,-0.0037569980393401896,0.0952669094782746,-0.03674613399482479,-0.055435763215256,0.06220950987397035,0.05929035941250485,0.08876281246806259
NPTX2,0.11525239572249582,0.02919876969070392,0.04832243807493219,-0.013390930573461813,,-0.029967285575519767,0.02705120612408502
FGF11,-0.01490927549814202,-0.002767923175387994,-0.07689779919004305,-0.12501488584967652,-0.021432381303424515,0.004904188348751017,0.09065710835207558
CD59,0.037015916780913316,-0.017117807679471627,0.028788684383429526,0.00033479812303029025,0.028191350688553905,-0.03710843837646854,0.041760334088808915
COL9A2,-0.0018801090339199795,-0.006054975726613565,0.07476825301849398,-0.0034343352888374762,0.03267063781034997,0.1224397318336858,-0.010902211110256181
DLL3,-0.027943860726269684,-0.05923468738965013,-0.0009600293514643715,-0.008549448525175536,0.006772738471442026,0.014464607530965035,0.01720531369304792
FGF5,,,,,,-0.0036251741491748475,0.027810847650763134
LIN7C,0.04677908600696997,0.01308761337285232,-0.01691292557183481,0.020383688182859898,0.061220870674763575,0.013130161062996297,0.06770715888013736
GDF7,,0.04867413626769727,0.010741564975271463,,,0.14385685505947624,-0.013378342326114914
PSPN,0.02494745959993051,0.0280673541826181,-0.0009793707034584627,0.04068648988805883,0.07255667607805888,0.07227263132486605,0.04416878979993928
ANGPT1,0.027428155658471353,0.03497720866766859,-0.02647545641534641,-0.006635520637802077,-0.005364500931979119,0.01148300735417486,-0.06722653325447603
PNOC,0.04851658420479779,0.026299417031721176,0.041065096580594776,,,-0.005021066053659899,0.02591286389754309
L1CAM,-0.020012134714275653,0.0072507648816921315,0.003673599500253313,0.019556843357864777,-0.0045682297559165065,0.031978037790033116,0.05423470881324404
APOA1,0.04237371357699257,-0.01985009930699671,-0.015235461516399809,0.10178658186590529,0.07593635585908345,0.09363997709766558,-0.03226358320217761
PSEN1,0.07859239586504774,0.03036858519975451,0.010335653532123373,0.06969937324003088,0.10927656169548419,0.007727032358345593,-0.03521992868101572
CALM2,0.04885623517579379,-0.002845898197867494,0.041462729533415614,0.059115856047104315,0.01439559661366538,0.064448215672406,0.058622437487605
CLEC2B,-0.0034698532976481667,0.003594918866615177,0.026186746083733507,-0.05594096317521119,-0.04117990656305274,0.050230745838592585,0.00771449617371582
NTNG1,-0.012487484639811116,0.06392605671392615,-0.035775683799150235,0.023765028993181586,-0.031398499615595744,0.03226038468405808,-0.02001526575520141
LRIG1,-0.07963233393143576,0.008296574919046493,-0.07286318188160153,-0.02561901652311955,0.03355401835121053,0.06490990916604358,0.03434914149487644
CPAMD8,0.041732715366738324,-0.034628571156622524,0.008259183264771524,,0.0540203028706724,0.01253659982814897,0.02462033020605352
GHRL,-0.028498420779199035,-0.01850340265347316,-0.022755079562600884,-0.02807281904904021,0.02641400216561714,0.035255631072252935,-0.01921069384971111
NPY,-0.04343222643676574,-0.01914163776385446,0.006615476654722067,-0.04917840293507307,,-0.028202701330108784,0.05830134394991903
MMP2,0.022952022010293546,0.046845637745505826,0.006054600802853506,0.014050678875796361,0.14616225253195925,-0.02498499383257154,-0.057629924636812935
PPY,,,-0.009484823939769838,,,0.005793708433625871,-0.03901201438702423
ALKAL2,,0.041797074040864655,0.025442792995880856,0.1265203064804666,,-0.02234134688662273,-0.06771563990389055
CSF1,-0.023307966259116568,-0.03431062282355055,-0.012295925978658584,0.06889140735069597,-0.006599168201753811,0.05951296937390745,-0.04672901653588184
SEMA4C,0.03502244234822213,0.03142336477834395,0.02179193470956165,-0.08241330825335083,0.02621583805026949,0.04629254271707824,0.0009124180207990024
BMP8A,,,,,,-0.020046195896602285,
ICAM2,-0.011233361345484524,0.016624550103166134,0.009672781767301379,-0.024288467858665216,0.024103740633836235,0.044801702874747086,-0.045892535917540604
SYTL3,-0.02644615620156058,-0.02390647774219942,-0.027918339281152494,-0.023568927280439887,-0.05242864799423113,0.09429517711269858,-0.0011222275583707842
IL1A,0.016270169818741964,0.06768533986640628,-0.016669338631592555,-0.030027820895104432,-0.052815307434088535,0.0794126169800778,-0.018683211516622326
HLA-G,,0.040490684059285964,,-0.04004605258000229,0.07253197327905574,,
PGF,-0.027154181653477688,0.004981241643235858,-0.014912496248071436,0.022950167975581474,0.06401055124887489,-0.026307069646482686,-0.028057640722486222
LGALS8,-0.010195354234113009,0.03722781750834057,0.00024384113560372615,-0.055701756992597266,-0.04295638685099766,0.008072319009484671,0.02943818821054598
DKK3,0.10524372060305723,-0.014038845327517318,0.05600527788794938,-0.017591119600617152,-0.10630562940578588,0.06384996846483701,0.01905730827429107
COL16A1,-0.06764128988303608,-0.03275887650634326,-0.03503022338292733,-0.008187533821786485,0.01638204400850445,0.046067522953983954,0.03550611661983846
TPH1,-0.021999818024182816,0.03665464593755006,-0.02193640748658313,-0.0071281587295029016,0.16066354896056081,0.02756814383656064,0.03869313243084023
TNC,0.03182537019920661,-0.019851327259809575,-0.09363839408943762,0.04436930388794531,-0.036197218556939206,-0.028293008070434614,0.010718563726092869
TNFSF9,0.01083055426609572,-0.025939114385348988,0.012669264698267842,,0.05239762353857025,-0.03172457989764261,-0.013071960141697344
C4A,,,-0.011243783034103408,0.050387991246978195,,-0.02699526635854725,
CNTN2,0.03038137564896541,-0.000822905891862828,0.011462287320860819,-0.03312181654946704,0.01381979780665219,-0.011708004366330235,0.005735750432855877
F7,,-0.012358357921098415,,,,,0.06531471275884557
LUM,0.01734928224683558,0.05308585444159167,-0.02238024120740004,-0.06237649026564545,0.05584663429639079,-0.012985435580952175,-0.008376469651204352
BTC,0.05026804508123611,,,,0.07435093664217064,0.03812789121313821,-0.023337024063062168
APOC1,0.00526747078606453,-0.09280464023146175,-0.00733272763216972,0.014256070236236373,-0.005906070479079103,0.08659737413235788,0.06318495745657882
PKM,-0.03907072086112211,0.013605761611933605,-0.027913074562250097,0.014995245336497766,0.0936252180120767,-0.03411571889612781,0.052579824545113736
