,MGH258,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF304,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk
IGFL3,,,,,,,,0.03391447525518985,,,,,,,,,,,-0.026033765458579657,,,0.03709864420068116,
BMP1,-0.0012073050901123645,0.026842536930128485,0.10681718780955916,-0.006650030439907356,-0.049548434571978904,0.014946695337997475,-0.00019936202872999337,0.23077615948121824,-0.018743217858403754,0.06177841164581705,0.05553300443817821,0.03241086768219596,0.07281797404559004,0.09024341236576917,0.014874616897145185,-0.008635393159553273,0.040147433718590676,0.019628257511925956,0.025307802257951158,0.11600498743460871,-0.0728946239387341,0.13624246745476393,0.11504733977694996
NDP,0.0013428992279083903,0.012906238460866346,-0.008130068976136667,0.01861586643413309,0.03743512356144391,-0.08355205155241442,0.0012625307456013116,0.058625774754546826,0.009536125712453011,0.02364098882574365,0.0430187520837285,0.0639447798113954,0.10694028249013193,-0.0219018383572278,0.047551977294396815,0.05057250995409161,0.06901365079918934,0.0732006472054974,0.054490758849303614,-0.03998255240632852,0.0052645920750333496,0.03444269342553758,-0.009636132048463338
TNFSF18,0.00029385965063079305,0.03620447116314178,-0.005381763893886652,0.04648098382315308,,,-0.017375642581651213,0.182884529313694,-0.002995772883808775,,,,-0.023031273038124928,,-0.04337633261304726,,,,0.06667130614731309,,0.03017417382608326,0.09105153138156889,0.009644343837576272
IL36G,,,,,,,,,,,,0.1148462433569802,,,,,,,,,,,
RTN4,0.035777014446000885,-0.015310628719732901,0.035836289473106395,0.01533749440752109,-0.026101367424368846,-0.03632033679552268,-0.05405656075554987,-0.332150396027756,0.02287583560792687,-0.1289910831679871,-0.04010828612527202,-0.024028830325170458,0.03361759918970083,-0.02767797115397462,0.010092646782882709,-0.0658719609162806,-0.018071371923913834,-0.010766900541050348,-0.021957199807187376,-0.04097219182619371,-0.013727775323315572,-0.06880844301364006,-0.08565366775054008
HEBP1,0.007181485522602765,0.025170653026557906,0.026433354855580047,0.01679151680728835,-0.0006245856284729631,-0.01757601817124355,0.006882187477623007,0.12259525145126358,-0.014577431290343102,0.12121035563999878,-0.020539024678062984,0.06675100567844018,0.043323068990646425,0.07848129804319726,-0.004124655097980359,0.052939308671267095,0.0859991056937563,-0.01255431420871498,0.10918175877743504,-0.016291633699079117,-0.03753303622766182,0.06311354500802226,0.010663157073710386
WNT7B,-0.012712681152050813,-0.02968657952968606,-0.03520363248838567,0.03504905363339689,-0.04004744221351935,0.03802205098397324,0.05659791500285952,-0.08447905665691344,0.0036186593946612054,,0.050992485582497867,-0.030065096229340164,0.04425623388113432,-0.03836066869519463,,-0.05931886437271444,-0.03389719732137822,-0.0056678452376204445,0.036415618247253895,-0.057608299893050975,-0.00041526213691402413,0.09350257906969626,0.06323451554261433
PTMA,0.03889511070705343,-0.006409521250075189,0.04465493503070762,0.02630602819687227,-0.012204332536999951,0.017327886771340725,0.05846485053771591,-0.16622470795842847,-0.08776868176625519,0.240568797109774,0.16450937237630545,0.008426615594122666,0.04477920408723368,-0.08433065115368477,-0.02738704403041559,-0.0061438789458219826,-0.11877491262767202,-0.032187058641635895,-0.05662504015039534,0.05441296943672426,0.10913999851548965,0.0376507399291384,0.002609127292387319
FASLG,-0.02476431734727617,,,,,,,,,,,,,,,,,,,,,0.025957886765700565,
CEACAM1,-0.04280811099234263,,0.03228072454716451,-0.007415712936821228,0.03558866004163436,0.06924368773816195,,0.13878937513649003,-0.0036742568511064925,,,,,-0.03247623311975283,-0.018312542479466273,-0.012107336985657208,0.04280643320817555,-0.030169954993657194,0.01461053489451588,0.028819011562502366,,0.002395586923631342,
PDAP1,-0.029758013526713582,0.004877205466024004,0.01055492756631345,0.038868818274861494,0.053714410217774004,0.041486899125123815,0.10432442085683037,0.23244292180729192,0.006937042756625778,0.054112104773264155,0.06354930158564508,0.03422824724371039,-0.00787207713016907,-0.08777698433052292,0.010077009461178885,0.05868316180373151,0.016434192522415562,-0.03295649812517734,0.0004860853991303408,0.00110747866967557,-0.02223789727417222,-0.08979281415087952,-0.008726023718419056
QDPR,0.11181837285464186,0.096177060528981,0.03574039899710594,0.034943485323087366,-0.06327622304686466,0.006791720376356635,-0.06747937498476053,-0.3487923679925311,-0.019870992039031997,0.10832895134983546,0.06376437326997343,-0.016273958699737672,-0.007481876909770797,0.016195056625666598,-0.06892468453806928,-0.0412953090089238,0.04350586156008267,0.056634605820120275,-0.07277075319120066,-0.018723925750286783,0.09277318140819568,0.04294551684828689,-0.06110079189566789
