,UKF243,UKF248,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH916bulk,ZH916inf
IGFL3,,,,,-0.01710693963454209,,,,,,
BMP1,-0.020426590221050714,0.012331704537340836,-0.03905070506981764,-0.04603800487437866,-0.08300405641482894,-0.058287824307332474,0.040965578793709656,-0.08280570485166763,-0.1787817604420804,-0.01117740919008764,-0.017859992243146636
NDP,-0.033742969240115696,0.012419052634515136,0.1164022654558477,-0.014239751434627,-0.032685212870806266,0.02114688541874486,0.012489438382965712,-0.10531707293139599,-0.055456227084272315,0.011760932530936609,0.0074139230111174665
TNFSF18,-0.025517615759956924,0.14986655228354318,,-0.015006793369647952,0.03544913352822758,0.011775928792401393,,,,-0.035685797957887684,
IL36G,,,,,,,,,-0.022507981788402725,,
RTN4,0.22026986042446,0.07282652313664142,0.05873335722836987,0.07351065151210186,0.14291357951266306,0.0123492001418168,0.07851206361757652,0.20809969653134297,0.23220216973929272,0.1151756134460592,-0.05032289868236484
HEBP1,-0.06464812377850167,-0.022286885418963318,-0.0013826741297801892,-0.012449146357366379,-0.014307875789420374,0.01598717540936337,-0.0018886141946555131,-0.11269107640811836,0.007745927347967429,0.03638338407896329,-0.04177083959018084
WNT7B,0.2820072139277031,0.00027144651647549177,0.04285092489802638,-0.0002794654427658255,-0.005390040687752279,0.07646741973092634,-0.026555819262747384,,0.030930722547696167,-0.06994596207110926,0.0014512171424510088
PTMA,-0.07382496298018629,0.010784670594842238,-0.043953741652403365,-0.0572159589633696,0.01728228889694951,0.0393551916091133,-0.07913225552621972,-0.3352982133625526,-0.2428236251984423,-0.1097356734256188,0.002513739992386355
CEACAM1,,-0.018743060771190232,-0.016010998297825582,,-0.033429285136133795,-0.010263753785894414,,,,,
PDAP1,-0.034047902944597606,-0.029846953530957374,-0.00548843758203187,0.007964604450481734,-0.07531418799376267,-0.012819227459389104,-0.02152518973089214,-0.009311507686078987,-0.13771386667187333,0.02083890510781828,0.05534465119986622
QDPR,0.19409633008015403,0.042212173723019226,0.08692358032612307,0.0752909959715738,0.04041937395761003,-0.010078619925343866,0.07475264082858285,-0.29652174318332347,0.08591214888148015,0.0830811420734196,-0.07573517575900242
POMC,0.16816256236813,0.021737484985455868,0.013575456866569755,0.02091531600748586,0.0048483152056157195,-0.021601948438124918,-0.017167073289013065,-0.005416978435264608,0.004947782534619637,0.028653377323322127,-0.02373483302188074
CCL18,-0.03422122090032194,-0.023389568922582288,,,,,,-0.11475261107007632,,,
CCL17,,,,,,0.012619282762189198,0.01174241072095357,,-0.020561680365092205,,
VEGFD,-0.03855731361353444,0.033749971470243674,0.1255823903005483,,-0.028658712717747333,0.05584618203441607,0.022718179774158558,0.043913853210555256,-0.022036589711119624,,
TNFSF13,,0.0013719813002856412,,0.017734121752424625,,,,,,-0.03882105796715954,
WNT5A,-0.08285719962283575,-0.006715166131715218,0.032805696335403756,-0.07923302127589013,-0.07952253060938204,-0.0032003473548408174,-0.03512532727308139,-0.001805259722154318,-0.010206851932227264,-0.03217060554170735,0.034881474670484185
CXCL8,-0.14827175781401267,-0.07355741219721167,-0.05980805780896793,0.1000020170798677,-0.023612322131261063,0.0035747386381464953,0.09368622753934874,-0.11164211015930954,-0.06625559326800483,-0.05967686211504173,0.02629134448357465
GRN,-0.06347453614711199,0.009948314436344079,-0.00968719998483302,-0.08522719503165832,-0.0942821693960734,0.02837753717407777,-0.052047240665402957,-0.21303318011857023,-0.010563280502858199,-0.003252582834265035,0.09328968157850545
MIA,-0.04508887465668033,-0.01515848579067565,-0.026654813447151003,-0.002981779007145502,-0.048867551922787404,-0.01793583446685519,-0.006530038189060487,,-0.03018011949252105,-0.018155707111860393,
COL4A4,-0.03881466521155417,-0.028090682241246865,-0.020395910328734595,-0.021867002413451138,-0.016857619244387754,0.07042099562001362,-0.014121316863974871,,-0.029275835562968422,-0.043388410479327705,
TAC1,0.27891196169016885,0.019668489277605433,0.08241666648905666,0.17124618332834307,0.10774177100324998,0.017234075700923373,0.0498827446667978,0.1940679204012356,0.28885954897838473,0.13032251945751155,0.03154168971054126
RARRES2,0.02991676462436789,0.006952271191087581,-0.02909052938651765,-0.05556848579681829,-0.1257548330143321,-0.02149941436440915,0.012205048939351195,-0.09792436738475231,-0.06809845887685796,-0.054272735100053246,-0.03832916057396633
FGF7,-0.004478812891365687,,0.16219538538273368,0.006974928987346071,-0.03128537333658075,0.03265542118603579,0.02098662127583589,0.023447706017532485,-0.02078476479022204,0.06780453177992458,0.07955172934812388
HBEGF,0.017530245250038247,-0.005969570325470933,-0.06528572436833492,-0.021629351863980368,-0.019150517892154807,-0.07179661997373875,0.005471635664270629,-0.13540517708399505,-0.02218925054519886,-0.08447294926849945,-0.0701484271037573
CSF3,-0.038814634481867775,,0.005681794891925382,,-0.017835036691683424,,,,,-0.034284091104025555,
PI3,-0.045981722620233555,-0.024606812651812377,-0.0469907299173852,,-0.020082486711840358,,,,,-0.06464431694827576,
PCSK1N,0.2641910238430249,0.04014776142715018,-0.03185352521978164,0.024067876391401177,0.03234804177485045,-0.030539197434935328,0.08009492873227168,0.27813507235997686,0.2461811845024851,0.11772697297463545,-0.008652993037327718
NTS,,,-0.033781837263347464,0.051217371582293524,-0.02192140549498376,-0.02769328306722139,0.06896259911932852,-0.0441107990145134,,,
SFRP1,0.06909761882581564,-0.014512027484131966,0.14988111997814924,-0.025076404995134405,-0.004629678175390809,0.03358344022052256,0.05690262403570774,-0.02831910421763537,0.05424144700322025,-0.037341777149918785,-0.06019522515354917
CXCL13,,,-0.01731860284098046,,,,,,,-0.037019950519189056,
MICA,-0.09354146599653151,-0.03128867599630138,0.010431902020576452,-0.011412058660095776,-0.030427008266693888,-0.033109006070452376,0.02252114136734136,-0.04972137442533272,-0.10423749990148228,-0.06908415465762917,0.06146715103929713
TG,0.09697381410927022,0.06627294929294894,0.029050869791227483,0.005452736626846956,0.0527533955916263,-0.011622666196145135,-0.023786906439784938,,-0.030886545221894476,-0.040796177048133174,
ADA,-0.006080529479006512,-0.005528915440011954,0.02526977450334362,-0.041757844908070205,-0.06979440457127874,-0.0072319584758137375,-0.03863184900249984,-0.10798155951233464,-0.0587488208888378,0.01032475036373662,-0.032348825485289785
LAMC3,0.009597864116891078,0.007594257842141985,-0.008275054657870309,0.05860589490293055,-0.008878730459974307,-0.021250758902877344,0.010496176805035187,-0.03304353609498336,0.05047606501508699,0.03477099870052879,-0.06568265915881961
CCL7,,-0.01487774173327447,-0.022961269883597972,,,,,,,-0.020204909254209993,
NGF,-0.022362214289151788,-0.025544343740972565,0.004729283595121382,-0.026852733495883213,,,,-0.031236287488677905,,0.002027437564139415,
TNFSF15,-0.027664849956196863,,0.06696008538781624,-0.012511280785561572,,,,,,-0.008305801599419002,
HMGB1,0.10186391540998918,0.09281237478706549,0.018515228799199993,0.025436093226426235,-0.08826075626949632,0.007106182989441443,-0.05925496866468421,-0.1502595014426071,0.015221621774060709,0.08093267595739796,-0.0719520094420443
ITGB3BP,-0.15084700311334456,0.005243122573234281,-0.002267887461883748,-0.000310829023680922,-0.0813766850815329,-0.03386621633097891,0.019422047190993618,0.07435936049233809,-0.12240300044816642,-0.01144566617078779,-0.01630694023533165
AANAT,-0.025310204118937762,0.009522333462308548,-0.01531841884490981,,-0.016087685746244675,-0.007649353824138189,-0.0046909208641989705,-0.04147066558674402,0.010026996221019215,-0.027867510109609733,
RELN,0.054410466116987265,0.007826401763591668,0.05997158436812628,0.048040361333383186,0.08421521372957602,0.020621770841631245,-0.028946948170502133,0.05599998279097326,-0.008377663398628403,0.11228247584876638,-0.03430264351531978
IL15,-0.03932510667829595,-0.010969089078386817,0.0057422777681052336,0.011020973415166002,0.021142323752950002,0.005088922889214186,0.04894592631630919,-0.07163143818922435,0.02765095996497627,-0.028318332110247958,
UTS2,,,,,-0.05306755264499988,,,,,,
BSG,-0.1317344795106275,-0.012406344621643025,-0.018072333451442105,-0.047234650578882015,0.07224663959048323,-0.02023051011891845,-0.03148036321016379,0.1941703820445641,-0.17164382678897702,-0.033044815009643264,0.025954117640420816
ADAMTS3,-0.03924219051332679,-0.02047118510984043,-0.0114503321706444,0.009957303405948015,-0.11267370397337088,0.011006287874030221,-0.028826307815422274,0.056332259009234165,-0.042506687839540126,0.012167277552101681,
CD34,0.13348929609843246,0.02523690071350751,-0.004590652287558713,-0.027730401529870635,-0.0751452090564181,-0.04642840814575975,0.019913197228790445,0.0495972580524741,0.025305168203450065,0.033088311031231894,0.1150976140740194
CCL23,,,,,-0.018305232627199998,,,,,,
PLAT,-0.045619836347147544,0.017228676564320648,-0.032167342560876236,-0.05343449919375679,-0.08787664261147429,-0.05148241818229789,-0.007369894674067306,0.015325205611983786,-0.13051420321429694,0.0590681762451234,-0.00011171998083643551
NTF3,,,,,,,0.0018882292614106435,,,,
LTA,,,,,,-0.02026088903172692,,,-0.025580595082893502,,
CKLF,-0.04587273080048586,0.04145894312899128,-0.006327136210115041,-0.0312127375662821,-0.1211653278236603,-0.03616882267138281,-0.008063440420320383,-0.17384184660118443,-0.1695799824154053,0.03318555483542273,-0.03293881567683619
