,UKF248,UKF251,UKF259,UKF275,UKF304,UKF313,ZH8811Abulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,,,,-0.056947811512742495,
BMP1,0.05533529031884662,-0.04016070589436539,0.06533454967876862,0.046873027340102826,-0.009120826426228851,-0.06683218873755782,0.1780225572172842,-0.003891758544976568,-0.014091606162282338,-0.22139178721001235
NDP,-0.028816858115726367,0.05643366059962275,-0.03440362575619867,0.006431404296743507,-0.030200226174827677,0.028859568357519964,0.08349819501419511,-0.010706386633741771,-0.060702939806602914,0.08625665225822879
TNFSF18,-0.012929805631224882,0.07381956531098025,,-0.019566650517117153,,,,,-0.03327778877012041,-0.10242873066837502
RTN4,-0.054322901808372966,-0.010443960726347167,-0.06980635949807545,-0.03714511178770861,-0.19105996386696603,0.0034615276680197817,-0.02471889374878095,-0.08574377542378399,-0.1946373628828664,0.4421511631552755
HEBP1,0.014576108893332896,-0.012328644451592643,0.014561169232781586,0.0048835446613631605,0.05164803432745921,0.036406616479771746,0.021947408586037945,0.008224960168918636,-0.14113200074429202,-0.0366267748666993
WNT7B,0.07820426489641084,0.018108468964243576,-0.02860861233052162,-0.004559558443965307,,-0.05220524449776654,0.017535513669463956,-0.006867852395868677,-0.16021708784073938,-0.0315635344967194
PTMA,0.02667166598826957,-0.05368667646360006,0.022779913785040105,-0.04565797398684371,0.2143831055403047,-0.05596945470803707,-0.13152526336326237,0.06997811787716186,0.03259861005252333,-0.3115583718460817
FASLG,,,,,,,,,-0.0196650111837697,
CEACAM1,-0.013254553577800345,0.028246896779721867,-0.036120929381927555,0.002943617529536787,,,-0.02073873787528409,0.07638365221945133,-0.002996820755291128,
PDAP1,0.0063130926788683055,0.021670816109094434,-0.1041568146745115,-0.0010852103057365687,0.0614262773312718,0.004766934377203743,-0.012127274626285696,-0.024213026102626767,-0.12261902951651178,-0.12289646806375268
