,UKF243,UKF248,UKF251,UKF269,UKF275,ZH1007inf,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH916T1,ZH916bulk
NXPH3,-0.07176813949030478,-0.0068957357313573185,0.034347674810101,-0.0018834978196295591,0.008605953169148093,0.022817353369543106,-0.027675373949620857,0.11673888864741908,0.006360601189065942,0.0742707139130868,0.001228173262849435
MTMR4,-0.010421000038319106,0.03656114492435504,0.04152518773534664,0.024045716997959748,0.01966775804439435,-0.049994838993417064,0.044573348113504774,-0.03237484524325658,0.01041489590884795,0.03501258311121396,0.027360638426195037
LAMC2,-0.023695388550157695,-0.016982803165375395,,,-0.015142170435242658,,,-0.02909724371045265,0.01084409827411763,0.04452773935070896,-0.023586627686677075
IL10,-0.007554754036299166,0.05590778844381706,0.07832757068697979,-0.024899375083042113,0.03129872694906313,0.07270986406545518,-0.0926698677083667,0.05998618081848929,-0.03470945826423733,0.05836060656872163,0.05600050223678402
SEMA4D,0.08144181618779316,0.0911720439621361,0.03503628852135412,-0.05275975885004298,-0.02818876078960014,-0.0060149525032478215,0.031122340022984085,0.03288086998661066,-0.008909891418103985,-0.010251919611679013,0.035004340413796305
TRH,0.023264793997243436,-0.017791768854623916,,0.0113373096319676,-0.025799963815546858,-0.0258654631981478,-0.08606887513459702,-0.01686382184339384,0.0595404246795686,-0.02322820098950727,0.021468073341826568
SEMA6D,0.04582757205688863,0.013787144721594442,-0.02436447788516752,0.01785295862112522,-0.049726861821613226,0.05375598443154134,-0.003933860530816782,0.06500697480628743,0.0638218625605208,0.06622679801552368,0.02017598425431229
CEL,,,,,,,0.04245130448149992,0.11425049528014343,0.025194232030997698,-0.02655258102454572,-0.02519909377266446
PDCD1LG2,0.06787675585633578,-0.025039296325459724,0.036858966291073526,0.0005635860192436742,-0.016713692158727055,0.1041632396106958,0.03985860236639721,-0.03281631569373964,0.054960508213067215,0.07021456633608843,-0.0022369802323888013
SPINT1,-0.03668768855292261,0.0262913983888461,0.021085075209757245,0.014106163224314277,-0.015802400773403173,-0.051238471763748517,-0.11949505100573476,0.051454187033100215,0.003117583254988763,0.01645695683922286,-0.04330877463675703
CTHRC1,-0.011699843520707914,-0.02230214721096441,-0.017770946506749225,0.12532560472441062,-0.011852013220390884,0.03047284809188674,0.010071406554055558,-0.04414446805792883,0.011772877047743753,0.016277274098636482,0.004015940815381556
PODXL,0.0016660163212237709,0.005866389964955817,0.01277815275153599,0.12212177842350629,0.03371400560327719,0.10076209720904197,0.004843896002651783,0.021690716121543992,-0.008257879088368184,0.039847280625691026,-0.02371335661858245
JAM3,-0.023696373413853146,0.013472125815495204,0.03460647146663203,0.0777656971779774,0.016327931033611392,-0.04352115908512423,-0.0966458207289736,0.017932892242673783,0.027591547722167674,-0.03349692391746513,0.004669554872499334
TGFB2,-0.022690766054528116,0.036405793888646266,-0.008387398528121412,0.13027777387661288,0.009579184663919006,0.042009498417694274,-0.0021923338574821962,-0.03360445414541122,-0.0409118425973418,-0.046975386216967896,-0.04404263653729035
COL18A1,0.035550844111017076,-0.006763408071321422,-0.006422562726686343,0.09641915299174458,-0.030288399569763532,0.02961974215352424,-0.043263037872573525,-0.02448600664403229,0.017107118710142734,-0.02573935730638905,-0.0273926846540882
NODAL,,-0.03489490469809805,0.016613602653517343,0.03342207096893376,,0.044981616913732245,-0.06578137822499536,-0.00957883268833684,-0.022705985828088377,0.006681722438916322,-0.004651698675998139
INHBB,-0.057088714205301955,-0.041261058289763924,0.04760394595234744,0.04310209971564275,-0.0019155197378053887,0.034180226691056914,-0.021192962706961867,-0.0068455207711267,0.08779841292312686,0.060818604641528856,-0.025250200236735795
LCN1,,-0.016982806986575255,,0.0765298274203405,,-0.031829511008599994,,-0.0011677837977288582,-0.021442931681789585,0.10117135429932042,0.014275030605107628
ARF4,-0.023216205294059936,0.030934870954046984,-0.0065678449274188515,-0.0019547684271239547,0.034935597750544174,-0.002619628247092585,-0.03812031539021081,0.0948246066191901,0.01844617217101224,-0.0030497281505440527,0.06449210396689262
CXCL14,-0.0031410079275880085,0.010991152663599311,-0.01142336876707297,0.04395659596965243,0.05336930699313114,0.08416973973447209,0.10097837406896491,-0.08305381824051672,-0.01950642065739795,0.010533520709989174,-0.05403772927924084
LIF,-0.062480758694469625,0.03028725333853723,0.030740085689493834,0.06027646430276854,0.059640718363041384,0.06357644630259685,0.02428708485529017,-0.002843400697627387,0.02690851491451147,-0.014904428062666985,0.032880824235563065
IL17B,0.05123385504247914,,,-0.027500401057470605,,-0.03799096097177301,0.1650863029382492,0.08604519338587359,-0.034333488443346126,0.024657999878737583,-0.018705274304738024
MMP1,,-0.023413603831449505,,,,0.09588187322485926,-0.006939694559554969,-0.03481109747850411,0.024712450282345217,0.0522560704041972,0.1902456079622648
MATN1,-0.022315200393748305,0.04075312671089436,,0.07102906774786649,-0.012179271638335206,,,0.010104585730546177,0.08113050439947397,0.09004046310625884,-0.017046304303825394
ADAM28,0.027373110261951876,0.060955970404414195,-0.0020412399157668216,0.08396569772750195,-0.006605170570338893,0.04165400974573395,0.05885477148625196,0.07194207431702146,0.027087681451280904,-0.0005636535644343752,0.030536529978796006
TCN2,0.007175996333640441,-0.014308594205847982,-0.031726706765081554,0.055522907714275906,-0.027098894654366292,-0.10692157997715293,-0.08833371122321573,0.019378486069379478,0.036456232861313595,0.0038744952734684423,-0.1088401623192168
THPO,,0.018040017555966736,,-0.03397573662156117,-0.013395504906966145,,-0.035410952506416724,,,0.06686057557833289,0.05341603093946459
CUBN,-0.06470036636591689,0.03881922108871783,-0.014810631464340087,0.11016073227972094,0.01884817343630359,0.04834554032883766,0.00933144892331616,-0.028238014328736627,0.01928221183217421,0.036259108895524424,0.038303209592027654
TIMP3,-0.06533622609146629,-0.02580494938862714,0.016717314852073183,0.04410255195037919,-0.015796557026902597,0.006160763075942048,-0.08869526906951436,-0.05010976715788144,-0.010232146939510784,-0.027338000387654868,-0.05810886992249734
PIGF,0.04104810136509807,0.0124180151956543,0.04985934073583655,0.07687991106626395,0.04652589977944038,-0.0023595309458854263,0.0045964282153533875,0.10109314618901408,0.06408941671757082,0.11287749243490111,0.013152058179826911
CRH,,0.0671118369754296,-0.014319614767855388,-0.02560581581330762,-0.004144411520488693,,,0.027309113861213947,-0.04610147099202788,0.03724374576324947,-0.037334096976691405
BDNF,0.03300863891563636,-0.030875695414837444,0.0866886921995246,-0.068040596232936,0.08504237471749349,0.0701060483869108,-0.012707206227415358,0.017503832806074506,-0.004089839122056897,0.06332209966564031,0.004112842900661464
