,UKF243,UKF248,UKF251,UKF269,UKF275,ZH1007inf,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH916T1,ZH916bulk
IGFL3,,,,-0.015367753897771324,,,,,,0.012817505685928878,
BMP1,0.009854772101742062,0.03756941099862088,-0.00941140025219038,0.09045507559538538,0.029600354695511318,0.0393822527536287,-0.020819335093114743,-0.03266417787252748,0.010913870035450619,0.027619363779841647,0.029581001666254502
NDP,0.0012476452070483812,-0.0436236489462949,0.02097166549017349,-0.0033450108336914373,-0.0024494876415953096,0.08317611232303794,0.05281109344401795,0.018106769659131692,0.058915584502101534,0.0583361295470822,-0.04276434904314623
TNFSF18,0.02616628489848753,-0.023184645812784413,0.07251745308574307,0.04346149936549318,-0.012622089051545443,-0.02373642262971678,,,,0.04932025331649798,-0.02395308267638872
RTN4,0.013761999801110323,0.0005864759799734258,0.05214193043740823,-0.10448615996273385,0.04515712332963781,0.004866416600122441,0.09978696186982489,-0.029441137099818358,-0.037533917637618965,-0.06539154548624997,0.0009073378035713007
HEBP1,-0.03693873402418132,0.001260525816639765,-0.007650599317280685,0.05529330639470992,0.044545040162001275,-0.006880351416555742,-0.05803755723603254,0.0539982746998895,0.06150620306272262,0.06441899866796577,0.012416414683412912
WNT7B,0.13777419999593585,-0.011849367926608751,-0.015248984223002937,-0.05759291981682097,-0.0029219061454233276,0.11737492144656045,-0.053780101316317455,0.042131401258163205,-0.04426211013317426,0.08848689559098404,0.06838022274641009
PTMA,-0.0241446361164305,0.013708600331826543,0.05701794360953851,-0.09057580655015876,0.014538114017449342,-0.02833007768271968,0.07173773757724992,-0.028328914893597713,-0.03745054540920968,-0.03895635429314091,0.06209125941426171
FASLG,,,,,,,,,,-0.02014581843439644,
CEACAM1,,0.011922248550327925,-0.011702678226512605,0.07413765725710098,-0.019851539066845565,,0.05633806054129787,0.0316963953918461,-0.021442931681789585,0.001607016202437716,
PDAP1,0.014742265135755769,-0.030419741315386977,-0.005175057880104373,0.07237869246475319,0.03295868500874296,0.042625174269781026,-0.01614022994455138,-0.03183253606616963,0.007223650316385614,0.03869991072849492,0.03816245545311505
QDPR,0.047446425772370494,-0.011431934372249037,-0.008176405267633812,-0.11128094384253025,-0.018332751732379467,0.02967201230381457,0.125792992358013,0.013896192917869737,-0.009153446795317557,0.023942796760353213,-0.0670428337719551
POMC,0.07149595550122348,-0.006183365077839597,0.01034421979325506,-0.01853008632020037,-0.014645674004122807,0.062478257825845936,-0.07465371469530606,0.008631848049456744,0.010799337890910416,0.022078382344237202,0.010933201882041482
CCL18,0.008488065465164944,-0.026366988194423985,,,,,-0.045478407861142024,0.04647953221401402,0.15327515435211972,,
CCL17,,,,,-0.015742202492532522,,,-0.02083775176613393,0.0230182929853016,-0.018259921640130947,
VEGFD,0.014165807328503024,0.02636480152895509,-0.01676173865856486,0.004754010557598256,-0.000646669721003768,,0.06107675820623543,,0.09236046358635377,,
TNFSF13,,-0.019897381721548982,,,,,,-0.028727607754660454,-0.008899155796030917,-0.029753018218861102,-0.0260575372917146
WNT5A,0.04800233647398637,-0.007606885889418801,-0.015792764659704386,0.041002382766953574,-0.028802224439866776,0.09413624273560457,-0.04395661851293251,0.0122483853202664,0.0013162275612557325,0.051969795845973665,0.04801377247092162
CXCL8,-0.011826645353334856,0.03113756879969978,0.025234024809099996,0.017714560462538997,0.023805187657804348,,-0.01680231509212452,-0.053542238149814673,0.02219645187809442,0.02045874982819673,0.06860094722525303
GRN,0.058342492028366125,0.02027185819193682,-0.0007968953376038859,0.0735881351836867,-0.004042011099764986,0.003473913233743543,-0.2754099108123489,0.002853204050839256,0.01584585707425271,-0.014048587691644208,-0.019983230965935392
MIA,-0.010127708992246043,-0.007472856162401599,-0.014906718167216799,0.04550868816001624,-0.0214246932991396,0.033336627735205314,-0.0014740310646900179,0.12545887612311704,0.06991612807279823,0.07401183406792865,0.0338341972476013
COL4A4,-0.03552882116988034,0.05781851953472966,0.027173669953579234,-0.015143780792152148,-0.01643534644503552,,,-0.021474436489027797,0.014701347265680493,-0.03824479595848658,-0.029123243499693467
TAC1,0.03801489163658045,0.05513428112113602,-0.04026653509425396,-0.08266626954490755,-0.0026274619250015543,,,,,-0.0059287044879452735,-0.00021961397199776823
RARRES2,0.08592279440309443,-0.005484524858945444,0.04238697238454998,0.1372156577065061,0.018051105311147887,-0.044980745617087016,-0.007247815385743768,0.01608874148301381,0.0984485010826443,0.010887523183639329,0.052349907981593176
FGF7,0.0009411848684358161,,0.1017362964111869,0.022181558337263485,0.0048352046432173276,0.14011543430817092,-0.037868677685672036,0.03257316986330575,0.05315055771794817,0.07149860025957809,0.01859452195485376
EFNA2,,,,,,,,,-0.02038007153656915,,
HBEGF,-0.07233410764245204,-0.03971821657536259,-0.008080028121224946,0.08514967183730054,0.04984968391610749,0.05292801125191382,0.09943020289114898,0.04719789103258158,0.031956657444593625,-0.0015106941110866567,0.09157742896230718
CSF3,-0.0355287930416065,,,-0.01602182859651209,,,,-0.03576313790126778,0.03461798581366547,-0.019224880561666595,-0.030634319999981813
PI3,-0.042089153446337464,-0.027739183259009332,,-0.018040790464920967,,,0.00684363282928385,-0.012939600304542219,0.0014747646948762667,-0.041769278620063445,0.061121048686844
PCSK1N,0.06004951063602478,0.015441888327322007,-0.040874910123362626,-0.011119993163968172,0.026673931720173617,-0.026078210316190134,0.007932908981343106,-0.04299144254999088,-0.08412976061482712,-0.008543731170767734,-0.045272408612174644
NTS,,,,0.018395286117051435,-0.01877547282682173,,,0.008756064935506057,-0.02482924977515687,0.03190839831688191,
SFRP1,0.011671218109706841,0.007364686350088144,0.046702435355318296,0.00884420048670528,-0.03486211407686673,0.12499244565032461,-0.018801641996380035,-0.01484370989727293,0.005068449532744521,-0.02780786923554097,-0.03821878074352855
CXCL13,,,-0.02829807996209865,,,,,-0.037555701490888944,0.08482919268005557,,-0.024848594853010896
MICA,-0.09476394509893732,-0.021293056086034563,0.014982849545267359,0.10410774712480593,-0.005852091095125882,0.05978110429497327,-0.008463011971558005,0.08027507245868075,0.026516044752229986,0.018654586454521227,-0.019375414397050598
TG,-0.028322118868124406,-0.04152160977262742,-0.01591328448206582,0.060847900964805544,-0.015859673271291348,-0.030419333952944543,-0.0387127397720376,0.08681764454632125,0.18269349903727147,0.02097039064792964,0.05113146939742626
ADA,-0.014508360568142213,0.0010629260478900598,-0.022849556920527276,0.1147434639542073,0.017679040711150833,0.021648244585431964,-0.038987385808103216,-0.025113454697966997,0.038992246183307676,-0.0035489682021579835,-0.04306977677844706
LAMC3,-0.017195022720504865,0.04643957250407311,-0.004037653993706414,0.08612115663664534,0.0099262218414863,0.023098888660692346,-0.024259796974363753,-0.0009256536177667748,0.0018094478486567023,-0.007226139996062756,-0.05416489245502722
CCL7,,0.0625582139181506,,,,,,0.03943268588742783,,0.04166631970965631,0.025398080672888627
NGF,-0.020469147630450588,-0.02879605913567098,,,,,,0.04857579580530915,-0.02010612908798118,0.019171709213042773,0.05266693412363538
TNFSF15,-0.025322890238216086,,,,,-0.028038925471512436,,-0.030446705175774892,,0.026794109778049233,0.06182831612028349
HMGB1,0.052508132260286666,0.02467738466809518,0.07411804274248211,0.035803422610756745,-0.020660512739704245,0.048739434501768736,0.03635656925108913,-0.06837648316290772,-0.0150546990826395,0.035954043931798,0.04457647898816079
ITGB3BP,-0.0467944437813883,-0.04410416684420139,0.013261211495755449,0.0376858938735904,0.021003775901408124,0.11589050383688133,-0.008136728046743907,0.042432084959324504,0.0334327809589693,0.05176157805634507,0.05204566538939944
AANAT,-0.036687710553427386,0.062190740958030497,,0.038513362867523826,-0.014262696857091398,,-0.06193534068275811,0.00455330364857289,0.07585454499084138,0.05788621427694726,-0.018705278061269717
RELN,-0.0013586603918928927,0.034199630734591084,0.03779164949249333,-0.042407063308909074,-0.022106128880603867,,,,,,-0.02656594523598847
IL15,-0.03599605136472334,0.011061607636055985,0.04428416719184537,0.08682513641500149,0.018578394811335375,-0.012363618073166785,-0.05434891226200961,-0.05019496881996787,-0.012984130933132372,0.07808632089694229,0.0029906225012072915
UTS2,,,,0.004077798605832878,,-0.01726675782520047,0.051291808756784414,0.08651374330440559,,,
BSG,0.014236455864241973,0.027521907710873462,-0.0008086409232142427,0.017063345184945167,-0.024011123146931566,0.13043085113650676,-0.03702355212324284,0.08444464737452628,0.10402450198705733,0.004837567453050353,-0.008083531924696751
ADAMTS3,-0.06713876949588259,-0.008596053840176707,-0.0037127075613049014,0.11791039297486028,0.004160961187000843,0.024862473465957293,0.039753781013393434,0.009418763688866677,0.007069764092209748,0.04888271744257221,-0.004633621996806659
CD34,0.14689971713567854,-0.017600781968195273,-0.007868267385489913,0.04524056461981985,0.0065795108650571685,-0.05283437763120193,-0.01558478490668592,0.04331208559327056,0.06444907847028897,-0.0380848240709689,-0.06731277217878005
CCL23,,,,-0.016444221822601503,,0.14838637919979106,,,,,
PLAT,0.02143856543762358,0.03662941303661917,0.030031869352232548,0.08884416901759232,0.011817316015595622,0.06326038044712917,-0.06909391277665594,0.03642912957348057,-0.03359169524767585,0.04527130023807195,-0.05576579030034063
NTF3,,,,,,,,0.06417587746699577,-0.026348659713327057,,
LTA,,,0.042257461673512096,,-0.013736463478853522,,,,,0.030843721416257047,
CKLF,0.09826486888316009,-0.03789075268083097,-0.007110505376711201,0.07264944897913457,0.00899505524634564,0.04514483448105326,-0.05367600195616062,0.09824900277006358,0.012588522459051876,0.053502366075826126,-0.0644297839314367
CD24,-0.06104082299003014,0.011313656743666667,0.04658484674867892,0.030886151061504045,-0.033794278878328365,-0.06127748505304718,0.004300819592036143,0.0689532892189053,0.004033786682971123,0.01187552359001334,0.06498515010722812
HSP90AA1,-0.007088914019722955,0.05675995966688486,0.04966589144119616,-0.10969772988498865,-0.01376623045037602,-0.027925596023761608,0.010766352775904346,-0.06616045464628147,-0.035778836702463915,-0.02008014100808985,0.04636323534282161
BMP4,0.06562521125225232,-0.0007181686432324338,-0.012405526204196687,0.02967885083998608,-0.03204929985568025,-0.006002435998343597,0.0013653591173377394,0.01002987813476123,0.004799523784362096,0.06888254575151088,0.012683539748166519
SCGB3A1,,-0.016771630238751226,,,,0.055686335257611894,0.09903089901180288,0.03993638289597238,-0.018307411151538458,0.01868538410968436,-0.023595459104775306
IGFBP4,0.03206110313342044,0.011263707619207445,-0.008287285610181088,0.10041251704960752,0.05497630418762909,0.02018314686718221,-0.028215148400376026,-0.027538790283122918,-0.0414413138320488,0.013209538993409733,-0.04147147288306779
RSPO4,-0.025005162404881317,,-0.01891871786290668,,0.0010817185119687527,,,,,0.03206331065003022,-0.023586614702309147
LEFTY2,0.07020263632113967,-0.004719248692723873,-0.01184640613610058,0.07032692035326119,-0.01138383112133114,-0.032128497845823716,-0.05315794613694302,0.04146279826601869,0.010864288098965282,0.11364961876387927,-0.029710614496938494
PF4,,0.0021719359369404578,-0.010645177499727721,,,,,,-0.01867974654134919,-0.0286869170696466,-0.018476729937575025
ANGPTL2,-0.0006396526948746371,0.010447906691151634,0.028466047606069654,0.11318726767054442,0.05149003760338942,0.055141962114398584,-0.036057430014979,0.04873947893292983,-0.01948091943759271,0.048293657250951055,-0.033806481206265324
LRIG2,-0.07931243150665475,-0.005543468331033996,-0.021719093250238065,0.03148464088721266,0.004288836517549717,-0.005320672377098889,0.12699591699847598,0.019273740107966595,0.030040907267805096,0.08359346537991363,0.008437096753879242
ICOSLG,-0.04387627352175438,0.052139389654347036,-0.004959135858466583,0.10332004350902453,0.027187441939909393,0.022459209967758093,-0.04529349325995082,0.018191283214324217,0.043177661927074215,0.036457928099995374,0.058051794359936876
WIF1,0.04885956843844329,0.04480168907760373,,-0.06606202154792816,0.032877638662139066,,,,,,-0.003398257751706687
NPPC,0.16571273838088152,0.0012938749243305199,,-0.019162350213292465,0.08355325672670934,-0.02337637154689363,-0.06400874365391361,0.03610149855828265,0.06070339201111057,,0.11195399801638921
LYZ,0.026564615152483678,0.010126806331167061,-0.0017102532167306578,0.07635681998923023,0.057357219173260615,0.006756001505566994,-0.1340743065485395,-0.00924106406172589,0.028808226807248195,-0.005545349447221992,0.019654842455161248
EREG,,,,,,,,-0.0004965804495141893,0.03771771322269724,-0.002928200876211022,-0.021272189571408372
SPTAN1,0.010702483517020495,-0.006619298904838525,-0.03586430266497981,-0.0048573201150270764,0.03653540181798662,0.028444551598471125,0.0840879910712032,0.07571868716643261,-0.10025145885910737,0.02247381924162559,-0.008351408056278986
LIPC,0.09427621338956634,0.041456304715688244,-0.016021561064060767,0.11158131723271994,0.0067157958443715615,-0.024788249123757936,-0.046148033402268585,,,0.011487667763071687,-0.028813354339705423
COL8A1,-0.054521057984901804,-0.028754627765486564,-0.04663996626125064,-0.01697376918376775,0.056638833158625,0.04625296320088523,0.02981322559260152,0.07641657414715039,0.044307684761106976,-0.05603514660941159,0.0091551451436826
GSTM2,0.034794313900286714,0.0455461576452961,0.04675248713527162,0.033078284060342376,0.06424549074524634,-0.048670125709873474,-0.026884415250513723,0.014407575635848718,-0.03646250581779388,-0.024403874401556194,-0.04429028070429331
IL4,,,,,,,0.13921010633774786,,,,
SPX,0.025101397588444714,-0.03444869080244339,-0.011562279348145087,0.012715309528687985,-0.039306433188814056,-0.03098986471245972,,0.05211832493055182,-0.006047375011150449,0.016235225745331094,0.054100630077724206
MFGE8,-0.08191913446705482,-0.008441861694503087,-0.03980472639799133,0.040321609560108954,-0.054774382145706846,0.08972316164238296,0.05211959488060729,-0.0047408000622687005,-0.04368654190198106,0.030286964413995886,0.002570840747087171
TGFA,-0.11684852857912796,-0.006323591948157986,-0.00516043149207869,0.027449909258460296,-0.02085179422111685,-0.027121601732820595,0.023269692672078603,0.04051780180280139,0.009963790304670808,0.016182708851291423,0.005750451878768029
SLIT2,0.13210239644399208,0.020566722597438292,-0.027756968774697997,0.017338386899529854,0.012477284152471343,0.042718951073967115,-0.10635601854764237,0.035212283788522834,0.06260510426408962,0.009667816774820032,0.06449719288772766
PLTP,-0.000791970885202038,-0.033476726544790426,0.014319635765212196,0.12172965590919903,-0.020968991604894644,0.06985425076140606,-0.0566387840818842,-0.025683456407021323,-0.04274483491484478,-0.009643333393689453,-0.036387194085297024
APOD,0.10573961948095813,0.005573774486393529,-0.01981292916642731,0.022267261049539203,-0.031033733729568445,-0.14483458410812258,-0.010133886666110627,0.09018228671072617,-0.04498858563296152,-0.030125394294479475,-0.10441725252365402
B2M,0.11319420749276399,0.0805103367758343,0.02739308897235273,0.1250363838530537,0.012202259721084704,-0.00823067479628836,-0.16061168417919972,0.022976294152020613,0.07653327836721077,-0.07071313213031759,-0.008223814488827677
OMG,0.06753239350640856,0.005664596663762854,0.0016010759446714673,-0.01514599576260263,0.04413242638119282,-0.04844679104595808,0.029067668992433154,0.023483128794671685,0.02579603036301149,0.06875412294731709,-0.024951839310504206
CXCL3,-0.0417738996023682,0.027592186849029893,0.0822492877411983,0.0012042145055710034,0.011980443801119837,0.00585039615790507,-0.04750935757926419,-0.01688706784299675,0.03462555208898907,0.007885248022697166,0.045804635899749445
CXCL10,0.018465373667392124,0.10352669029451732,0.1102787279781077,0.09749912756122787,0.059207150691485286,0.025587773801544086,-0.09508129968437166,-0.004426834795383582,0.007488454532692844,-0.005992148569872201,-0.003486337699598344
RSPO3,,-0.02278212867509599,,-0.02373115224058419,-0.024129851477759836,,,-0.023507644014196683,0.02212176061233117,-0.020444059118669738,0.03060328225947862
CORT,0.07911634267859648,0.06616758830581199,-0.01901161291298416,-0.04107207577754,0.024302713526712767,,,-0.022653446855026144,-0.0195474053367825,,
NCAN,0.0873197648071855,0.011245751203195792,0.048806485157824736,0.07741283726030658,0.04323755112674883,0.014255570862901815,0.10197743502757199,0.052843471916492815,-0.020187744510239265,0.030505058055414046,-0.024487352317967517
PRG4,-0.0382614556142802,-0.025222531440710357,,-0.020557625283110725,0.007123419828410936,,,0.031196297752350576,0.027016008794023497,-0.010248171366931014,-0.006519629540146395
ZG16B,,0.007329551965691044,-0.012809740974812339,-0.022195260087989218,0.09014571037830742,,,,,-0.025491541533767727,-0.0157625456066945
TGM2,-0.009783473045858018,-0.010727975081865113,0.01057020743074767,0.07181134179564978,0.035748711846680686,-0.00866532534461822,-0.07973764870657826,-0.03742490377297243,0.022613299812948618,0.011813728252971714,-0.06465564755363643
VEGFC,-0.027453358318684944,-0.032025021495652,0.06251234368557529,0.0009781303428691125,0.011793425832840772,-0.03987505052871885,0.04863532778898792,-0.019113514269646574,-0.016349925983204425,-0.03415804013650095,0.0415830320019928
WNT6,-0.01826470183862111,-0.027060657325882437,-0.011846406447003625,-0.02021573256139121,-0.02429064766674498,,0.0035771874423492682,-0.026917361433994542,0.08274624791409281,0.008904770734095959,-0.016287438716643583
NRG4,-0.02594773701927971,-0.015447261805197145,,-0.025605826430124393,-0.020969227183333362,,,,,-0.020444061409961006,0.05636980305510868
PMCH,,-0.0178038005392024,,,0.05219559596539532,,,-0.03174414826402937,0.0026371720056975988,-0.005328745220471042,-0.014249242163157842
COL9A1,0.05664954707888512,0.024751812354689342,0.07717054718665703,0.019515917320479907,0.007835720294545703,0.051912527843364364,0.012309864452190082,0.031006163575839518,0.014012107753875458,0.02028301042584624,-0.003974202571810438
GDF11,0.042885437376642827,-0.00813001875946017,0.050588511042858345,0.0852402308161236,-0.018655507378121,0.061352092260777355,-0.07653576819012713,0.011622376860471843,0.001995339499666137,0.08330221498330206,0.043409744544057584
RAET1E,,,,,,,,,,0.032575845296915915,
IL24,,,,,,,,-0.02366767200913196,-0.018381907479879712,,0.06829211019565212
SORBS1,0.013640685260031343,0.01888853159698416,-0.01810877395905696,0.0043235198312976736,-0.01546798925492764,0.012847885074388709,0.10522947784966584,0.006212926033166771,0.035622333540577325,0.007917451791025544,0.011835155958815138
DLL1,0.11593179658137473,0.05249001681031956,-0.02031667006719839,0.06164109787228357,-0.007437387313152129,-0.0047601852497286224,0.026869900573134035,0.05348717521915796,-0.006182780587546841,0.05691836328862318,0.04602606892682732
TLN1,-0.09070155792580124,0.02737606993136688,0.09760860921605713,0.07485995226211516,0.027697988873715194,0.028379674778685325,0.031065968722054083,-0.00531460552872772,-0.012569027416814392,-0.03541758441680318,0.07930603158797599
COL2A1,-0.0046626510535190836,0.020193630482997355,,0.0011361187354320791,,,,0.16263227492150714,0.022702402392894262,0.026051519767747385,-0.022067607829014013
SHH,,,,0.08565805520971773,0.028046959910596497,0.1477452417169997,0.10413710543542633,-0.0035474397146989132,0.11713936271767049,-0.03098143710223838,-0.02145459825500466
PON2,0.03773927347018094,-0.007577090897623064,-0.029671589932372452,0.0908858427515044,-0.04120127459983748,0.043431555221911354,-8.932336416191242e-05,0.046186259066154714,0.07497356895734253,0.058911083208744906,-0.07973610737597042
ICAM5,0.11447921046997712,-0.007665693216342508,-0.015248985607803764,-0.037078912596291876,0.04705985877889392,,,0.02662081406352722,-0.007515159010071458,0.11238416890018335,0.02189657302045863
HPX,0.041257541112623586,0.0329944098694946,,-0.02763148489303002,-0.021419750417936444,-0.024091682519953455,-0.06598550011346213,-0.006199538291254953,0.03382306041903725,-0.0002141846565380051,0.041706324005279065
SFRP2,0.17288530285312229,-0.022297927097808586,,0.010509348806938408,0.1222095432628141,-0.04036216982721802,0.24405452374602424,0.007336562606677878,0.004421469018704615,0.035320517617965085,-0.014076072628294035
CFC1,,,,,-0.013736464309018969,,,,,,-0.021673167648689987
CD70,,0.08567300191028893,,,-0.004061739769652149,,,-0.016744824350058918,-0.0019024123526482628,0.16120410921209558,0.03520203809024101
HP,0.19096231085414114,-0.029218783219371207,,0.084343725812265,0.007835126289452243,0.07486383789753391,0.02693182782196599,0.0294435576308584,0.017456583727511483,-0.0021691671454890774,0.017155201999202563
CXCL2,0.04112227274625872,-0.04491793295833343,0.022641088858390054,0.04703967312012816,-0.02630988182513435,-0.04323953624212714,-0.023066694385431668,0.05373911837992498,0.048324582931477074,-0.0010698061753731327,0.05019656253111187
NPPB,,0.009397310826606692,,,0.0795792883115488,,,0.08982768055384094,0.008972262303633781,-0.02073822344078009,
CCK,0.11372767319083237,0.02153028604912036,0.01759182405612694,-0.08456771727632353,-0.03694231737666656,-0.024788269131268414,,0.04029120492389371,-0.004519460730633426,-0.026903074198244878,-0.05997374532593615
SEMA6A,0.0021867767703329785,0.002473310371512769,-0.01893715722250012,0.0750754273202585,-0.023414679422113813,0.07251922174321074,0.03949910669918438,0.032624059472258965,0.016236376284976164,0.004488744453248189,0.05388722284417509
IRAK4,0.004737345075387877,0.03153768495775193,0.01645712220880527,0.07418316878857807,0.07054435101048426,0.02436191218777793,-0.025423857587944618,-0.007559711929896204,-0.030875741382959405,0.04993690681910014,0.0819314318846771
GSTP1,0.010366345379244291,0.0043438444425591945,0.03594139571935903,0.08480196470904766,0.021822129756960587,0.049108615191210056,-0.08526125438951554,0.07879593028540739,0.048104205462131885,0.017136985320778484,-0.007660696969006776
VCAM1,-0.06802288067837166,0.07138714810629081,-0.000531635259099635,0.09002509276813689,0.009897802322858555,0.0029174618959573206,0.05913708759709418,0.06789154805489167,0.04529045738117521,0.009961632507146977,-0.027564589575686704
