,MGH258,UKF251,UKF255,UKF260,UKF269,UKF275
IGFL3,,,,,-0.021191063912890506,
BMP1,0.02435885729325696,-0.004578509854059537,0.015968079689295388,0.05576330189640796,0.03223172984806967,0.02585400747248311
NDP,0.019414594080210044,0.03193684472433025,-0.021729684236168972,0.013462412404850927,0.05059834452861178,0.02583304856550621
TNFSF18,0.08095801021381,-0.036743645747385395,,,-0.03146809373747066,-0.010336035127197472
RTN4,0.0210706251626379,0.01129518885453541,0.03786001787496304,-0.010533726408943,-0.08572899669054805,0.05351191791975076
HEBP1,0.04843630906648168,-0.013729758047894646,0.027526704761300515,-0.021320520394874844,0.06469097407527853,-0.01372742942060314
WNT7B,0.011369371605799433,0.04818386369589922,0.028378778962043598,-0.021496418659081515,0.02290676001539576,-0.02962728253474773
PTMA,0.0009986430914275374,-0.011676590135671234,0.04652716902443533,-0.006060417966048759,-0.029685899367464817,0.014184911554414653
FASLG,-0.016736855857520456,,,,,
CEACAM1,0.015885305040741305,-0.017516057766515082,,-0.009107976738543841,0.03882042524111648,-0.01625612085970236
PDAP1,-0.06680529887318151,0.005864903836289045,0.04359151061860057,-0.04429056971787899,0.08143601487107135,-0.003183297590919463
QDPR,0.0527584494226784,-0.01608526792680732,0.05865392910875979,0.016217628029988784,-0.1002262163669398,0.065275089691251
POMC,0.03208941591124219,-7.77388302217974e-05,,-0.0014090956308813248,0.01537033291259944,-0.011993117807195433
CCL17,,,,,,-0.012891048167842657
VEGFD,,-0.025088238514966308,,0.007595281962479164,0.04508817124145087,-0.013734321482981059
WNT5A,-0.009152710148874777,-0.005485484838421674,0.10765606964339712,0.01668604610152096,0.012319832458040523,0.061408525338184416
CXCL8,,0.06145895981392464,-0.08138827931255323,-0.0432559068795004,0.018261179565695014,-0.00890544745850778
GRN,0.021363400793108472,0.05118557477360136,0.02478200977812259,0.020983310900691342,0.0361233999311762,-0.005342413968694134
MIA,-0.02190710072763586,-0.022311724843855605,-0.022682058970442114,0.018621120422390235,0.0637228386151514,0.040628693286501504
COL4A4,0.051857108570904524,-0.011625765959918996,-0.01973594300151724,0.0027690805748938263,0.015803893162900328,-0.013458653119132255
TAC1,-0.01673684675168584,0.03881420283427756,0.03859358083894734,-0.018314997389433856,-0.05290722864715835,-0.005273311348520129
RARRES2,-0.05187673393551999,0.05117972301048214,-0.024294572683068928,0.027858468429687658,0.06786364119342085,-0.01171067822449479
FGF7,-0.005469651752361776,-0.01696911864390624,0.05157165357764238,0.10409055028361736,0.020126890839193886,-0.012116746629085436
HBEGF,0.002151774163452537,0.01620937545323993,-0.02659890888873076,-0.02775182619136637,0.006065669141335188,0.005246416008384068
CSF3,,,-0.02409538985269583,-0.02676663930412514,-0.02209298743645957,
PI3,,,-0.05708534849366191,-0.06069156156561019,-0.02487699544932513,
PCSK1N,-0.012903792790350413,-0.008180924540260289,0.0850696525521101,0.007391091966644483,-0.038859345737938665,0.015619082841958348
NTS,,,,-0.007562077605924667,-0.027154939155019965,0.021605132891963936
SFRP1,0.01437711668308865,0.0034153513763015837,,0.014305999284280153,-0.01832806072660875,-0.018787434774001462
CXCL13,,-0.018338579176432935,0.13044711732962372,-0.02661839581217401,,
MICA,-0.013130778580522157,0.03122272596463077,-0.0384329587828109,0.01515832412142944,-0.016066728708759928,-0.05002306404687408
TG,0.051596691045544325,-0.023818309351731768,,0.011606024595391206,-0.02666425922095089,-0.012987243186806002
ADA,-0.033183914673291265,-0.015851128267680377,0.027894857390539245,0.011099513843379063,0.09429132149477262,0.022130685087313258
LAMC3,-0.05723307908649714,0.016252584275420402,0.11070798231189731,-0.020505654146382234,0.021171153219955014,0.021410880895764393
CCL7,,,,-0.035291078369527405,,
NGF,,,,-0.0376695530172172,,
TNFSF15,,,,-0.026129394667255546,,
HMGB1,0.030352564273907992,0.0055695084738081845,0.03625146328374615,0.05268845300502108,0.08114930743373773,-0.08230696145148343
ITGB3BP,-0.04422532204687144,-0.0038215149457206214,0.0040977273009569146,0.023851070204156784,0.07957021040228954,-0.022759217858047517
AANAT,,,,0.008670557881401534,0.05765394682338172,-0.011679503695580065
RELN,0.10241272844896403,-0.03033710151920159,-0.02713509057087271,-0.03694621711933508,-0.0001077400705307122,-0.02571449698137168
IL15,0.001176794177241212,-0.01898344473256237,,-0.026773647177008076,-0.004353219089328253,0.0095096781845663
UTS2,,,,,0.1554726006350922,
BSG,-0.02093153974503053,-0.009056054135674901,-0.04688254738178884,-0.013829359305272983,0.02485878174940086,-0.012117657714474157
ADAMTS3,0.014643450638876294,-0.010351359550661828,,0.022411690857579488,0.09003662697768908,0.02761169870574749
CD34,0.002055598086616367,0.034306726687928876,0.014130869708808556,-0.011093379731015094,0.02079213517510095,0.03653049304210285
CCL23,,,,,0.04508225000043316,
PLAT,-0.03626827807172199,0.003487043881169608,0.09874008973485865,0.012675883843232372,0.05305596858146715,0.0033474371787890803
LTA,,-0.017516059563976352,,,,-0.011248579253488242
CKLF,-0.008000723043124615,0.004409993605532479,0.06624934972304843,-0.0016152314932333844,0.09945521503274084,0.0895375516438455
CD24,0.009586319598030501,-0.0006768319629041666,0.051489424209547406,0.015745846107603958,-0.012628525632399553,0.028574780068831976
HSP90AA1,0.03565063116513177,-0.050450981814123406,-0.07747824084062913,-0.05108037648420449,-0.04167418589811379,-0.021435879458324595
BMP4,-0.019948244178623974,0.05247486111523756,0.0024029024165501105,0.041532557375696603,0.007559887670532167,0.006190777010999753
SCGB3A1,,,-0.00531466836875203,-0.02803817289889018,,
IGFBP4,-0.048651245420831685,0.03984296469074918,0.0164193767197123,-0.017283870550039417,0.06957020837684942,0.013661306578930586
RSPO4,,-0.028316710802517363,,0.012099408953704517,,-0.013082782467881329
LEFTY2,-0.01919166586801523,0.019769829053385174,0.09869360606148894,-0.010613327932688611,0.10898857613839488,0.06212856249256261
PF4,,-0.01593323685492828,,,,
ANGPTL2,0.02417781575514705,0.0467326108380596,0.07500495534796285,0.0841443208903127,0.08126515346942599,0.008957567654324849
LRIG2,0.006633698480119216,-0.03295264284227443,0.007461854280176155,-0.010471306256947024,0.011756349242727516,-0.030153290061761606
ICOSLG,-0.02478015034349109,0.024120807944092916,0.09125085198916531,0.026032151878473225,0.055088879554859485,-0.02372410682571723
WIF1,,,-0.041765627736293054,-0.04477568276912767,-0.009314873152082109,0.017263492911229573
NPPC,-0.06200574681756807,,-0.03231251829122984,-0.04227033535743321,-0.0015171269951887959,0.009731074077101776
LYZ,-0.019090287923847284,0.01033631781861261,0.01580827338281092,0.054018808299076,-0.025742898468944432,-0.05856682851010768
EREG,,,-0.03247881111050048,0.00607849873323574,,
SPTAN1,0.022630905401793067,-0.02281113473103456,0.083959748091299,0.018028864087320316,-0.016699255735529207,0.0400768677503226
