,UKF243,UKF248,UKF259,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH916T1,ZH916bulk
HMGB1,0.02815933848485744,-0.007822034673026876,-0.04581013742131489,-0.02261026726717503,-0.04679970249457725,0.030422911470162996,-0.05711124698034205,0.015619884024799434,-0.059784295298021546
ITGB3BP,0.11573774201321906,0.04166178693475155,-0.0069294038176277335,0.113661668794062,0.08688711630531101,-0.024273144721336806,0.046779201709007935,-0.002107807264056857,0.04286909863521268
AANAT,0.07883160005724646,-0.027901063949832508,-0.01151856713291724,-0.019986684293637123,,-0.029080859644579196,,0.1210580163509441,-0.027276655657341217
RELN,-0.03820686787686743,-0.01724419678915768,0.03751431470781413,0.008021729582020583,,,-0.031290924762605664,,-0.047803808457679876
IL15,-0.03896770272990245,0.0066032989725085785,0.03946318814566424,-0.018536725912827443,-0.03262904964685691,0.0598898369184526,-0.03802953382177957,0.013216304945609084,0.12291298073562305
UTS2,,,,,0.05459661722060988,0.09410477435141304,,,
BSG,-0.012252881547899674,0.0254348952327675,0.01565888185997564,0.04774574789401803,0.015569703149942127,0.038841610238837206,0.08938763266918004,0.05242817966321601,0.026757250426516267
ADAMTS3,0.03872205234169344,0.03875533769497053,0.057878199934289006,0.014171965379019096,0.13009913680148497,-0.04262402504330019,,0.02628609780166109,0.03937371799593254
CD34,-0.01334554654179741,0.11736164406247472,0.03555019446236149,-0.011365729114939912,0.08537504319373164,-0.07921507233339824,-0.12786843252648586,-0.042844477354928565,0.03749883377361583
CCL23,,,,,0.02901736551101745,,,,
PLAT,-0.04765274722946981,0.06001430366234475,0.010928333151462747,0.011910823079970666,0.13153430318398504,0.015000754738430199,0.0029151661767699336,0.008585979599637014,0.08940791281689685
LTA,,,-0.014570483635354466,0.01779213659202827,,,,0.002969358440250419,
CKLF,-0.021202670847387195,0.004639754790436227,-0.028200126532015563,0.05296854069982204,0.05359950163704569,-0.03318680735885969,-0.1124769357982228,0.060167427436321815,0.04368633318717912
CD24,0.030772657927146962,0.004960492692906596,-0.03363417573932602,0.07230792887380486,0.004106340930242313,-0.08710904150078712,0.14296023664114943,-0.003231724707721955,-0.030694642415934018
HSP90AA1,-0.016764157652203387,-0.026247523209773423,0.03441261683686464,-0.04670781807405696,0.007961118762408629,0.009957249120346597,0.012588103515774074,-0.005534415211400069,-0.1316563701426647
BMP4,0.026523291269641393,-0.03460291435386685,-0.006766610798332435,-0.01579520698258247,0.22263844977513045,-0.03808802233323524,0.029569064888197865,0.05075579576454487,-0.0036626550986607422
SCGB3A1,,0.1423811844168112,,-0.01293468380068633,-0.03371211732976612,0.07176110368894639,0.02300375769108833,0.033311189679227575,0.07036778891717295
IGFBP4,-0.0035906554684426483,0.11802447455600351,-0.025563636259113363,0.001079800282102461,0.08239309361414286,0.015051875488554006,-0.08663110085454345,0.02868710068711953,0.03931145123359049
RSPO4,-0.027069461742719583,,-0.022302677958503547,0.00037151108212895244,,,-0.04808577246019134,-0.035870664172222164,-0.01935525825388721
LEFTY2,-0.045341523522547264,0.06783170280113066,0.012580557328945799,-0.022883383952743926,-0.05815348297717685,-0.061500241585628466,,-0.033777824989681675,0.013669694141188769
PF4,,-0.01994893673097304,0.10734933654646661,,,,,0.05335607048668004,-0.02694337921789285
ANGPTL2,0.013849706682644562,0.049517694367046707,-0.03832397107305985,0.03561491268334501,0.0401275940241532,-0.05216202140373484,-0.02394922992735202,0.03492813901161741,0.02350337531872655
LRIG2,0.027519017407109273,0.02767610426600028,0.021413346538906128,0.044255806576676104,0.03703089915261777,-0.09968507812987971,0.0006714751231530913,0.07147054915679277,0.042456004905036676
ICOSLG,0.03286966304578437,0.030973095184522112,0.06243925639270072,-0.04047615615328312,0.03719270108557686,0.0929245173549278,-0.04371082093812373,-0.018031234881556335,-0.05395319297316032
WIF1,-0.06299496381498354,-0.035894873669413026,,0.033590644849185586,,,,,0.011504777057099506
NPPC,-0.0004375473415303194,-0.04276329660197259,-0.015386257918461323,0.1305839135535911,-0.02413604025953883,-0.052082736874449836,0.1362476746077262,,0.060219816673535494
LYZ,0.01760800781838357,0.06189516461519918,-0.0591646365754959,0.00700398284958664,0.1206605134800931,0.0260723535995195,-0.030824062535639057,0.03162619459885499,0.004461246622577432
EREG,,,,,,,,0.031981970366285445,0.08512849336262923
SPTAN1,-0.047181609635881305,0.06230464041071911,-0.009609069292042527,-0.019943258093093028,0.023006409122218907,-0.03917072449330744,0.06130158768522537,-0.011320283281905092,-0.0451587972658497
LIPC,0.05639634630542416,0.031714208974617464,0.014338235467501311,-0.029119466548534194,-0.02559380003069823,-0.03754980560092155,0.1623737651422545,-0.01015787752675777,0.05596357399769683
COL8A1,0.1418902529312718,0.02839381452220215,0.0001844538978887444,0.03259041695240059,0.03262372385121758,-0.07795392291038182,-0.08406968097575208,0.046019843117437245,0.0034538825851482863
GSTM2,0.055964644823820214,0.015601904961551725,0.023594007927581734,0.031641749520442304,-0.0502517728730412,-0.05465994378801351,0.05358713900863601,0.05611590330754025,0.03273190503358969
IL4,,,,,,0.09367164514054988,,,
SPX,-0.038552028887992675,-0.039499926718570194,-0.029207506559124928,-0.03719676617416755,-0.008521147545349455,,,-0.041950713227222665,0.041117797900185674
MFGE8,0.05950823352848739,0.0785906762246936,-0.024319880827783153,0.0441278777521751,0.06776410752473909,-0.08954271188413142,0.044240586636439386,-0.013073758404922938,-0.006064337165099753
TGFA,0.07062742732901248,0.07120290580553974,0.06414081671681363,-0.008133636918410339,-0.004149284189035218,0.023606703952864443,0.015286065451648264,0.07183757946643601,0.04550803554082701
SLIT2,-0.05485809277924887,0.013907528142201076,0.022200597882302105,-0.04169622531952077,0.08257224681084692,0.07217251976878433,-0.040043727743057374,0.048808590757857935,-0.015040448731095188
PLTP,-0.04372694969868703,0.07483436679013705,-0.01141377348710247,0.00860792216805376,0.05737300191822841,-0.06155175714387313,0.031936038756517446,0.043562568097137905,-0.0035530198225434736
APOD,-0.05514733060206004,-0.00270876630832403,-0.010218200758995512,-0.07225640807748385,-0.09888496492328473,-0.052450902811999024,-0.036412618736373664,0.04941336642609266,0.009388779585496084
B2M,-0.016384079854148647,0.10027244985672167,-0.03805022562253703,-0.003225759989665779,0.10035555331475009,0.09026930098491999,-0.08876617784303834,-0.016660658391246558,0.0419402962060323
OMG,-0.0568248173469547,-0.025816819582043116,-0.03682682526293897,-0.00833508518376959,-0.05057107034448393,0.120563958337206,-0.034692735952793596,0.05581432670476165,-0.07634222150956198
CXCL3,0.028490291163373514,0.008924096130408985,0.023279867284456662,0.0366278233706182,-0.02487460991420421,0.009127537778981894,,0.009304295676037997,-0.038366934579715815
CXCL10,0.02810680275023455,0.015025607488936492,-0.014042015476350431,0.04340688399244646,0.05979836687492228,0.04706422587726292,-0.04913981889550634,0.016169369915995872,0.00776655647140566
RSPO3,,0.029026560937478817,-0.011518566281825541,-0.013950284809119223,,,,0.12974744668892035,-0.021070182382733317
CORT,0.009870439346160477,-0.004036236302280184,0.023114046982044167,0.0016210188297328088,,,,,
NCAN,-0.05684088222546123,0.021280169772874953,-0.0069050309139738015,-0.009785799818610903,-0.1022297385355587,-0.059858140003437414,-0.12755447954230045,0.011476803538573103,0.010540566514735467
PRG4,0.14645879591091263,0.09178825759522992,-0.011368328182251312,0.02459774860542191,,,,0.05944514744851801,0.016429521269156904
ZG16B,,0.012799217125086684,-0.013194335199095776,,,,,-0.024168027725520853,-0.022985465780761424
TGM2,0.028340930187950034,0.053484294278176574,4.31155564234678e-05,-0.05562389061198756,0.11250602963161288,0.10846440531778367,0.003181594070899956,0.06170115729433753,0.01988678136565221
VEGFC,-0.029719768289596993,-0.03672087306578182,-0.02026140480132278,-0.016645198005597425,0.07055579435386054,0.012227809183302353,-0.06196947243574149,0.03845591680068669,-0.03563259658721137
WNT6,-0.037692583794313755,-0.019585490460340124,-0.015723861694550444,-0.014527088287946872,,0.09823753302521392,,0.0422417510739937,0.06503530162481305
NRG4,-0.02808985053488096,-0.017712304737705086,-0.013835775451898328,-0.019418564956194664,,,0.012747725912672939,-0.019382611378118572,-0.035717684077585014
PMCH,,0.08063025157676693,-0.01917081481861264,,,,,0.009817406531451004,0.03470765802814434
COL9A1,-0.04376048218647416,-0.026596862595112045,-0.01445045764538404,-0.0067012310317813815,0.04645842569816687,-0.052046832750047255,-0.05765931907835414,0.030619615497118023,0.08446710271300684
GDF11,0.0036935888258577236,-0.005186643420405034,-0.0040969966161818845,0.07843524683914564,0.033667003728686085,-0.046849888453349635,0.003521718386440981,0.04488534578931385,-0.027363170923404918
RAET1E,,,,,,,,0.016843627263589307,
IL24,,,,,,,,,0.03497049154260606
SORBS1,-0.027750547171693132,0.034082860822472624,0.042455513774315744,0.010458919243238872,0.06637724300316662,0.01704803838283509,0.013073371802453609,0.027957178624996856,-0.012881084762659048
DLL1,-0.07624001772708092,0.042845145568234405,-0.0011549791971210983,0.04588109955578731,0.16034114931657276,-0.07732076580566442,-0.027453972014017836,0.020615393711285283,0.13149065295852502
TLN1,-0.025987159275323787,0.0791827758048471,-0.04885401907201585,0.0864934856100505,0.10336040696007591,0.059858571066685184,-0.00839717645058386,0.00032808196843829514,-0.004570647007069483
COL2A1,-0.028751811790920557,0.023426261792206186,,0.03500250033679,,,,0.0015465299727543777,0.0001241799187623016
SHH,,,-0.01181355950243972,-0.012934682670114446,-0.018729879807851804,-0.06202445922571312,,0.06343434215647806,0.09966364503877619
PON2,-0.020243047931861394,0.02689008499264816,-0.04293030803277182,-0.005572476231155906,0.08149659073330053,-0.10495964911622564,0.026098831882453117,0.011481245116016475,0.08846593995130153
ICAM5,0.050129089521799466,0.008311614747938572,-0.01841227096587622,-0.012205056841277599,,,,0.039911918547014584,-0.057668278486174195
HPX,-0.04578540019763829,-0.0023282057106925975,-0.008793496552852147,-0.0021313793967206304,0.03611071537255123,0.007750760812986874,-0.04992636107505219,-0.016488440293070106,0.027061991745881947
SFRP2,0.04313287468024182,-0.02556748793126816,-0.013454364039485793,0.0013392612898631673,-0.007463456487391674,0.024513032803727845,,-0.03264821144813837,-0.0012539504647458934
CFC1,,,,,,,,,-0.031604530497795526
CD70,,-0.009919712819383886,0.0793669303980026,,,,0.07585899589928156,0.04171944588114005,0.0209565128082217
HP,0.031401577323092095,-0.022533062723102397,0.05990745986781891,0.0038814270456849413,-0.002447813261545545,0.09444166397151588,-0.047542565199402594,-0.028994266662343837,-0.062250177079914835
CXCL2,0.044843563146591436,-0.003855971085486431,0.008931959818940252,-0.025600845783882015,0.02424653384787858,0.0808436246699811,-0.03780863327667849,0.052932685128512284,-0.012436285904176494
NPPB,,0.04635946474864629,0.025132522011352066,0.003916883989011168,,,,-0.01966150059739995,
CCK,-0.06965276732610705,-0.04920872405713367,0.0231970410033805,-0.05823327792812005,-0.025593820688398567,,,0.007135305916960616,-0.059830956004838336
SEMA6A,0.014138338947832793,-0.031543532270196385,0.00627340969197637,0.037183643644175236,0.041701010065669425,0.07742151926502505,-0.056112363975779164,0.03191595292886453,0.0814568733551412
IRAK4,0.07295784084401138,0.006784880614839341,-0.01072685410945781,0.030577786069181507,0.012259641727323033,-0.09734678130150212,0.0001115491274948237,0.055099527056929234,0.07336112428763547
GSTP1,-0.02759919555742037,0.009872429292868645,-0.05603537154969348,0.01265236558036571,-0.0393059759425199,-0.06518524459670305,-0.009635194930942198,0.021915906680602414,0.0714333728001116
VCAM1,0.06155180819323219,-0.022374389385333156,0.04212816749878519,-0.005319103341607035,-0.05658216967388067,-0.032470933930784096,-0.0750053426396521,0.06915352210848075,-0.039461731476661946
NXPH3,0.03662748072540504,0.05579350379615572,0.013800310699282958,0.011417187013709987,0.0017233858816276069,-0.0783378548494988,0.014096415607561589,0.057433224764617506,0.006406575688032075
MTMR4,-0.0063757259487741,0.02488799326668475,0.0035024859917094616,0.08668252090415834,0.0884074568644656,0.050401581150695186,0.019263924993157495,0.06258691125871421,0.055178392890394425
LAMC2,-0.025651559604034244,0.12092945285571104,0.0775966893748066,,,,-0.038378164453416644,0.15647983778204358,-0.03439480126518523
IL10,0.016925493053063737,-0.04114431621824174,-0.009910138095197208,-0.014899819757417615,0.09688843689093385,0.03981242104242682,-0.03492359522774183,0.05283908765345516,-0.004907626137256843
SEMA4D,-0.012679201146883302,0.0367874267872031,0.019962939684332364,0.04430592871540039,-0.07713042799220067,0.11906904020216771,0.06042325692026514,0.0912550948889216,-0.0076261527486140126
TRH,0.0360015558290198,0.023785353199509668,-0.007086410728837221,0.029949862545824754,0.04958438603426765,0.025418503606940587,,0.016831148313494,-0.0024493367736052683
SEMA6D,-0.01334095136771405,0.013661002803054727,-0.036833890487993085,0.0525143531749627,0.04789352991636475,-0.06716699803404465,-0.014091570294086914,0.038381904996806875,0.03411146512319428
CEL,,,,,,-0.045976301011504406,0.15237920723090098,0.10240313880763495,-0.036746152688166056
PDCD1LG2,-0.0006585119421052752,-0.0009089991391433126,0.03305641167571297,0.08495289425103883,-0.0077833393215444285,0.15394474127047716,-0.024366844091206187,-0.003756631131700748,0.07928566575690499
SPINT1,-0.03971643797515513,0.0018229403847420873,0.09415703395957482,0.073066692858004,-0.009985500350831988,0.01710872044096775,0.03046669022101062,0.049023812122193595,-0.05708909463280493
CTHRC1,0.010371868462425793,0.0824975060990559,0.04227294489485455,0.004935424402746673,0.10515928706724853,-0.04307809320964497,0.035431565572383056,-0.0066909087289418025,0.018642093843031733
PODXL,0.023466790478685134,0.09880912318217498,-0.02478575090980012,-0.01272093729633894,0.10696986791173584,0.012089604718469782,-0.0934936641837241,-0.03777278932447776,0.07877169076488601
JAM3,-0.0022595898248995226,0.0867905474958699,-0.028445417680335303,0.013017671385012175,-0.030027906060703716,0.025212125160032895,0.09462548796289505,0.04260855794407864,0.018816941591672968
TGFB2,0.07287967755847241,0.021699645961567784,0.005457294792681959,0.08075533354057292,0.08577816531718956,-0.03607775141026784,0.06618309690300897,0.02945785455132724,-0.045434334296586054
COL18A1,-0.03634076559947681,0.1340065412030834,-0.02424757500148376,-0.043978440600838116,0.1304985750813493,-0.048429382626925116,-0.050659376766279726,-0.02635392355627569,0.03690576321962548
NODAL,,0.03505326813951746,0.025980139896796702,-0.02288338139298621,0.013581820817830539,0.014796066455796734,0.014915113326834782,0.023558450725624427,-0.012292354047275026
INHBB,0.014003076602504239,0.011731557129797787,-0.012599774228769478,0.05564069749821754,-0.052510409303755924,0.056338653064180406,-0.11152045418011731,0.06982223651785577,0.04841296675052608
LCN1,,0.051780747940522426,,,0.08155494063515328,,,-0.022270046472723955,0.14317640730578865
ARF4,-0.006391969373530935,0.08711336346820693,0.02592062962529077,0.04933757221364324,0.11100836690018377,-0.07241930420537336,0.08292687560427246,-0.027928218732126236,-0.04669253013045888
CXCL14,0.013709972642408029,0.010140110496276852,-0.039843802716307795,-0.003798235816396493,0.02910116439438878,-0.09634058053773498,0.02903256158527386,0.061102421672455304,-0.05409356598394818
LIF,0.06278566625178121,-0.0175115430823182,0.026805309862789176,-0.02756644619243456,0.08357691942251365,0.09786144866117386,0.05604104212300742,-0.04614618682460833,0.03258082687250196
IL17B,-0.030660263493239387,,,,0.19095483361652432,0.00013485286234813767,-0.0366463870746538,-0.037617224569491695,-0.008699949283429723
MMP1,,-0.0010798942129786996,,,0.13114535393407672,-0.08107346685921499,,-0.007053699320564683,0.050693180668979876
MATN1,0.07016982131921642,-0.025567491415452115,,-0.01355278713755826,,,-0.04004380667414144,-0.02678370008982496,-0.024857485208329318
ADAM28,-0.033406598786141634,0.05981954049756875,-0.04218228919774974,0.08995681543940744,0.016809310896986562,-0.03211275559335928,0.01525013291497991,0.026996482251162655,0.06972351197989428
TCN2,0.06420441702703257,0.0896352406594322,0.009080655911868228,-0.038752325451589895,0.08516478408474566,-0.032621382676160694,-0.014707056364576218,0.0202232130285676,0.017877617911687564
THPO,,0.03948166125074206,0.025119611961247165,0.06052281376432124,,-0.04551616305143576,0.08483454761310759,0.029077755698823347,-0.010312143745627866
CUBN,-0.0036297408417154432,0.08009277980964169,-0.040604952135511456,-0.0022748676806990235,0.19414881047592003,0.01841007311175916,0.013352478200130934,0.004748588076540417,0.09221127076453628
TIMP3,0.012148910965232643,0.08180963830863072,-0.047015559853906465,-0.03790418906387135,0.030662917809261968,-0.06565467205933904,0.015020609852639472,-0.00919854488621361,0.08610000419267597
PIGF,0.04128539876605166,0.007716700722143836,-0.022668128058334243,0.03654244757207258,-0.004032158011477728,-0.02041926504730883,-0.00692390041348823,0.04654538016603759,-0.00247453021427099
CRH,,-0.022814947294501634,0.008450211609745427,0.05278825732963373,,,,-0.033023628635342014,0.01402290187610416
BDNF,-0.04376045076738793,-0.027111934257387508,-0.01681705096454803,0.028507854139559946,-0.0302004689370728,-0.08947242245713702,,0.0668656434775143,0.1395671230497509
CCL5,0.03356950754552167,0.03264659161543634,0.03246046012144782,-0.018385987662539304,0.018405926850509593,0.053812207381042754,0.00807981426965969,0.02481385601695399,0.000536055853997815
GAD1,-0.08497961060663255,0.03303735945918023,-0.013855062451317736,-0.05697651711226605,-0.0029976058320020965,-0.0566291109100489,-0.04217559633733752,0.100162767197289,-0.05903700015939642
COL14A1,0.007582479783746691,0.1149245028101668,-0.022050703223340438,0.0268169023121316,0.04581658186135166,0.012103514028583959,-0.0020419164535700213,0.09987418978296483,0.050131840339961396
HLA-A,0.02782234632254349,0.08446000381641457,-0.007990797278472545,0.05726627331283845,0.033069198655509315,0.08595700194823781,0.12078979194767156,0.0015844686976949802,-0.009527133333632656
CD5L,,0.06708314415086315,,,,,,,
FGF18,,-0.020643401247867652,0.01630744643655584,,,,,0.2242988893737139,0.010273805641237914
ADM,0.08449291452700418,-0.048603890772401896,0.040858395874158626,0.13308801839109202,-0.009819214063218467,0.02981984539326564,0.11296247818603977,0.043728425420145475,0.06438452251230226
CCL15,,0.02842844891326708,,,0.09641872604839156,,,-0.019099853187397264,
GNAI2,0.10432390670643453,0.07708225711794621,-0.0031478696348982388,-0.014071350231703186,0.010776674981592653,-0.07204790375165245,-0.09315353063356074,-0.024569387975887782,-0.024848885921243145
HDC,,,,,,,-0.04570085508182934,-0.0280777792988647,0.05470697364576865
COL11A1,,0.0752395423570739,-0.0279419555508822,0.009577376459187895,0.03932465395923225,0.028704109566583966,,0.017479389554742018,0.07255742758908519
NUCB2,0.018256672743019325,0.028634265866644606,0.04144876651546297,-0.01370406500828369,0.08436510489027743,0.05241483201124972,-0.03445713129226764,-0.017414270738221493,-0.03464583102122946
FGF16,,,,,,,,,-0.024493809126909384
CXCL1,0.020554178817026227,-0.009460094342910284,0.059110980134709556,-0.018385990779727517,0.0015933259741971492,0.22038196517969053,-0.04435027844414742,-0.01914297950194871,-0.048465817406405015
VCAN,0.020891199927271387,0.016478646562624447,-0.018556600429311003,0.05557399578140018,-0.052899047987286174,-0.09652507606076648,-0.08008845622315572,-0.043472966067531996,-0.034853082450177604
MMP7,-0.002330290514933553,0.001120911399802079,-0.021046823453997894,-0.02094721566310586,-0.014552716862309543,-0.028979395598679365,,-0.04879907184227909,-0.11154695520735648
PTPN6,-0.011609920553178487,-0.013690269956347171,0.009963201034620959,0.01411744516472372,0.03571646546936242,0.11637689729624316,0.016685150737422123,0.03163967723616189,0.04991289431946534
PTGS2,0.0641028302135948,0.03199601971679225,0.057831450833973445,0.024182457716649498,0.04894988051314201,-0.05413662933737461,-0.00903078888321143,0.048781788106299975,0.009087594966591466
XCL1,,0.07132845844121664,-0.011518568220423572,,,,,,0.04890111100818941
CD58,0.013157024841208235,0.0502822369667001,-0.007998155756451781,0.052969475358727286,0.07819924855284163,-0.068751139719693,0.053614184845833794,0.018832562166764065,0.030257748176919775
TNFSF14,-0.06475298644001802,-0.025191184274570216,0.03034622603339792,,0.015398870332867748,0.004397000171589078,,0.1045611934626998,-0.010015578692303082
CNTN4,-0.03996342302025133,-0.035780449191944494,-0.020700939399885748,-0.010251028281960712,-0.029581032717541367,,,-0.032499587975546806,-0.015104669983486991
NTF4,,,-0.014570484373787142,,,,,,
INSL3,,-0.022396370218874532,-0.01058656901269076,,,,,-0.00977385209232031,
BTLA,,,-0.016804102328660052,,,,,-0.025287706697860072,
MFNG,-0.0029846209254027617,0.0208950104877733,-0.021690392293851318,0.07771490323700188,0.14825780405734323,0.11111959710460126,-0.016555452152798064,0.015487170786638646,-0.027305535629491492
ICAM1,0.04125703061313071,0.0040523345160375914,-0.007026754057311448,0.02930572291413347,0.036624616948119186,0.1440861221379037,0.006476922949859497,0.06311803806246767,0.00345453556466833
PROS1,0.027989535060672324,0.022103546915947132,0.015562760894336006,-0.05674251073551827,0.09519658186332533,0.06008947863596507,-0.009341437600567007,0.03585556769396129,0.015989371008987042
CLCF1,0.055564305228437846,0.08953758806871293,0.02161004822303919,0.1139461869367877,0.008041017719496293,0.05128094845399167,-0.06792939691909697,0.02892059930308149,0.07535562587962548
PSAP,-0.04682317477124929,0.02751419118689353,0.03699954258642338,-0.07123909347343592,-0.014888238452726235,0.06622242147362738,0.10762817027139257,0.01792911742135577,-0.08587594868504243
EFEMP1,0.09626148444828812,-0.0024714865796946176,-0.006907985859099622,0.02704267590781142,0.036770350992633455,0.20179861106528046,-0.0004891860672281182,-0.009429929935550255,-0.007023020244873846
C1QTNF1,0.07541928555080485,-0.03151753495332395,-0.014724470916877104,0.09027923425895651,0.02450134765920298,0.013503085218030323,0.09298729407329025,0.043290118915374834,0.03499801533665372
ALB,-0.03419222641044649,-0.015332300727923008,-0.01879494186127067,0.041085847262246726,0.14175044173222576,-0.05082139391237643,0.11717689531788134,-0.029571685057598773,-0.03519372057125525
EFNA3,-0.031881580633959225,-0.0022846536715513234,-0.008872834458652185,0.01892627390881563,-0.040449766046018916,-0.07382002004171473,0.04779934976896664,-0.004955619402839457,-0.027850893810567816
DRAXIN,-0.06062615060200138,-0.04074032926216927,0.10426160382366971,0.12864362981663227,0.022747087462374325,-0.017790759559546537,0.07007041502689197,0.049989907702681975,-0.035798903206548036
RAET1L,,0.0603120261571112,,,,,,,
