,UKF248,UKF259,UKF260,UKF275,UKF296,UKF304,UKF313,ZH1007inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,,,,,,-0.02984018798615722,,-0.0478631408462848,
BMP1,0.15078964643371318,-0.019868477604324485,0.02887841967862442,-0.010984075135898237,-0.012177239441747867,0.057985550902127696,-0.010489914792740938,0.014479929598380977,0.13666740410706188,0.09790387948086435,0.12040751605170044,0.19028715192708237,0.13477651493019405,0.16067477749886988
NDP,-0.010592410942126066,-0.05484109691537347,0.07984004731488398,0.02306249807235521,0.00816896247625094,-0.06891236543650536,-0.06070700024190969,-0.09054652137579144,-0.007157966787532335,0.10121422658265053,0.09144513619031087,-0.0977424358783836,0.028467481220239704,0.0354984508685025
TNFSF18,0.057770736143034664,,,-0.01262208878819351,,,,-0.02488529262448077,,,0.08943843293889857,,0.04779656734029442,0.17005178173692548
RTN4,0.004357513382164257,0.013925352721963399,0.06775352822541048,0.023671085563291477,0.012126674899345697,-0.03399729278142957,0.017541027664699553,-0.04908128191884397,-0.052404992411522244,-0.022570286027841446,-0.05478444757946147,-0.13106691221195554,-0.03177013079826015,-0.1252214924008992
HEBP1,0.0752611639522015,-0.00603186108504904,0.00858672619318582,-0.023472103697812722,0.061413705137987454,-0.02807997108162019,-0.028513474836234936,-0.06533505039276473,-0.026373307707557674,0.044120704931644016,0.033280715839469614,0.013241632679403164,0.04897827880484226,0.0380196752926569
WNT7B,-0.01154532444953364,0.0489852177976889,-0.004776466590176417,-0.03618004255059806,-0.0146512181574595,,0.0816704360360499,-0.027396278240367146,0.026240678962080478,0.014001718385336764,0.15574928508424093,-0.014129449675324257,0.02050607949253337,0.07532971547599823
PTMA,-0.013731997599291515,0.04187824999383899,0.0011798028587839571,0.018311437814947755,0.039946577850989096,0.008109185137836818,0.08393388412839393,0.017270527206761307,0.03798428071209449,-0.06326960973709174,-0.11618297005649653,0.023244444234667094,0.12151491687986417,0.09632792631759253
FASLG,,,,,,,,,,,,,-0.041511685727236354,
CEACAM1,-0.02916304132886423,-0.023704305659935566,0.06342588403836227,-0.019851538652655713,,,,,0.019730579347621506,0.04076173501763027,0.01331934785261866,-0.002705696489055889,-0.03406342397291108,
PDAP1,-0.06286230725992249,-0.05484595933836902,-0.0017429151255063198,0.08678267626090462,-0.042977163123831014,-0.016037051736221122,0.01450724450617527,0.0352339523345965,-0.0019495082311010371,-0.03663906244154983,0.02497688957356246,-0.0545014163053152,-0.07388146622267015,-0.06273746524151476
QDPR,-0.02095088236328948,0.014179304884238554,-0.012323608734661502,-0.002880566505433076,-0.07906311738781971,-0.04138989389622217,0.05718546216768732,0.07468711044686936,-0.026518735133240896,0.03266462431786421,-0.09871058953674174,-0.07565109442412438,-0.028557756141278333,-0.08560881696669806
POMC,0.04074838589430146,0.046128640590137375,0.07590528814299409,-0.01464567369855005,0.015360752973848694,-0.020356646535080965,-0.03170922700649802,-0.007644526387180025,0.042514568303260176,0.11236153605285694,-0.06330205840471609,-0.0157446732370297,0.13700815538889694,0.12673059467800973
CCL18,-0.01664735530771748,,,,,0.021612448698686056,0.0018877464410963947,,0.03103703727371477,-0.029798324843468584,,0.0645089748333385,,
CCL17,,-0.0020153777377868104,,0.0018328287915789488,0.04458520037876208,,,,-0.04579204146847111,-0.016762921651584637,0.024401235615107673,,-0.02545894422998644,
VEGFD,-0.03639273169322651,-0.008880865929464169,0.10776340070818834,0.11239785291945228,-0.013301582337656962,-0.024759507427130963,0.05652983653465172,,,-0.05037036884857456,0.009134420305400332,,,
TNFSF13,0.02292385832988926,0.03393535092804688,,,,,,,0.07681133018723822,0.054321757012480015,0.018283915173545946,0.03635722836724333,0.12128149420965455,0.04174748855818058
WNT5A,0.07774384608423181,0.007385607663585002,-0.12920972642496317,-0.04089170725103108,-0.03497489415995549,-0.03765182669805974,0.015887427531036526,0.07687193125777049,-0.019927468797549298,0.11659985938091756,0.023554667396124388,0.08617953765578573,0.1513395054910134,0.1513608952020521
