,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
PROS1,-0.009915055455154928,0.04219206694760489,-0.0063014363168217066,0.04200993392792011,-0.006317472491405147,0.06472427864937054,0.060674739633334335,0.06829825963127387,-0.05819121441926056,-0.019512134206417023,0.004569907819515033,-0.0014814523892121025,-0.030089597239247316,0.005346265396448108,0.12327746186088534,0.04575925344987672,0.013997845713893422,0.0032872247716622047,0.014754111777859536,0.08537064799563546
CLCF1,-0.0035423399684638944,0.033652570862610975,-0.007624959723572849,-0.08771153430130937,0.04997792779462661,0.057614094662286446,0.04710632453942911,0.03070246905530278,-0.04581324259560831,0.08466396714904914,-0.011543274989126249,0.004378965790515261,-0.055606664915296575,-0.050901491856430045,0.10082264188367458,-0.028083286407321363,0.005774281229390332,0.10179621553163148,-0.002072828656274988,0.08078931353387268
PSAP,-0.004599469549690687,0.0643126661985396,0.04966247305465408,-0.02411931188478626,0.042267452270291994,0.006491888596493731,-0.05252758236768839,-0.008379510761336162,0.006921461828217266,-0.007285950502860059,-0.027051553180738593,0.02436963016677378,-0.04627764460944159,0.15754539636268994,0.03850878734686935,-0.061196991208070435,0.009081231233412023,0.009600370748921611,0.014578380675414511,0.058662745987058174
EFEMP1,-0.14565161185648387,0.05660668122904545,-0.01592414392838512,0.09636333729830308,0.06087158341410018,0.0441957967756958,0.0561444518174062,0.04126884935306474,0.03548043537727879,-0.004090026903655162,0.008663551241225281,-0.008252775589920026,-0.08113486543058424,0.03865504454793443,0.08270958484048281,0.015519428397165065,0.05104383857170118,-0.0013164172518047017,-0.050571619618875366,0.05550386549821105
C1QTNF1,-0.034456547959441135,0.041295880198701666,-0.034635588905835346,0.05779262631782815,0.018062645540636,-0.020886596860466018,-0.008793943463336616,0.07946544039257955,-0.067546642258343,0.018475000941964474,0.024754688996669296,0.02709575700894328,0.022755844280823098,0.1192165950337261,-0.00325193047601561,-0.032694116208103474,0.038434464582282335,-0.0036920647015257655,-0.016426315687908408,0.13868719992744197
ALB,-0.014257225543724175,-0.03373705425061752,0.015535118680681923,,-0.0004977748713338131,0.008141289508217416,0.08760783650200794,0.010215801945954834,0.022597138701232405,-0.018677752373363395,0.0340936547713352,-0.00945779012648335,-0.02239571481612137,-0.049575667696520546,-0.048100631970342964,0.06703974906036134,-0.028448382159402975,0.00319963347854876,0.07915473232693168,-0.020472699612846316
CCL13,,,,,,,,,,,,,,,,-0.014687671808364649,,-0.02458590824536814,,
EFNA3,0.00512716324795961,0.01981271928549905,0.0017172827262976508,0.009753715159356314,0.03801383612302808,-0.013842718416889837,-0.012226432422346936,0.0313853865139901,0.005005322122003816,0.0467300752348315,-0.020439121548965537,-0.023308780321179907,0.04287313355461987,0.09098622466935999,0.038117565888695616,-0.0291793485448543,0.01064258633085685,-0.006684380897274312,0.07122063510723596,0.014488972015882822
DRAXIN,0.0431279131005004,0.01985912436187535,-0.028938350341827672,0.02846124739000855,0.015447923796038156,-0.021724790312729687,0.12048847295643628,0.028009166750568186,-0.017662460661912568,-0.014997318604191316,-0.032184819279713964,0.07401856726811848,0.0006983374872518178,-0.00539937920375586,0.16491454511738424,0.056324852306025,0.005809833454757954,-0.06210536149484986,0.05801906208751053,0.029151224877987342
RAET1L,,0.06126341949667422,,,,,,,,-0.0019559714239335345,,,,,,,0.12495407634697257,0.06098980160221387,,
NPTX2,0.04793269100127644,0.07128878791815468,-0.036403916948736285,-0.017190982818372415,0.09311034859044576,0.05346983431755979,-0.061697305493233,-0.06480728140920308,0.08544905445508554,0.01002917322669122,-0.02960680568783716,0.019313749716506623,0.026486357003907997,,0.027606417018955737,0.06657984014132798,0.02254594601703511,-0.04001835698041105,0.0484643561962284,-0.033507151969161555
FGF11,-0.07108997496230125,0.07493855871937581,0.0031709664677219123,0.03345899505406321,-0.0026900834400440683,-0.04927549255741033,0.04783772939599323,0.07495074318746452,0.02206610726883904,-0.03399287408445847,-0.044599956990557826,0.0027339112249738394,-0.05356302873063963,0.0840997170362243,0.12448204284159974,-0.06569009431558678,0.027812513183084586,-0.01360440224140613,0.03230104175965156,0.046064581628683286
CD59,-0.059287500923545546,0.01847015348209636,-0.044942665959748856,0.004851798658842549,0.018156368963710715,0.05930799428172634,-0.06572645477817946,0.020924542375756677,0.042308431346251806,0.002594409917815721,0.07339688458567573,-0.024584041629832097,-0.030070403625196716,-0.03319764098706639,0.026875762297656754,0.015331264098848699,-0.05576886387089591,0.09036111119681287,-0.011541052544329265,-0.061976027324173295
COL9A2,-0.04036588663904791,-0.02764844839660145,0.010397644155853718,0.015111168906878364,0.04262310066756564,-0.06520061824247399,0.03496146767417214,-0.0090946045024919,-0.020508236049656972,0.0013279522209643099,-0.007836394309054319,-0.01724647642479203,0.002954889638846254,0.03451546242301082,-0.07270662967967807,-0.019502150061829124,0.0611007211731002,0.033461625233174766,0.09012837649995742,-0.03263472183786141
DLL3,0.07509863745085475,-0.07364736392854108,0.0072629297851399995,-0.03896061627825709,-0.016647502993212788,0.015230011179152786,0.08082613465983407,-0.006578705479708058,-0.011340939224628501,0.06787273649064748,-0.03727761953780608,-0.07801990876345372,0.080985897575361,-0.031106280546917126,0.06925876019919051,0.0313586960040962,0.029609014307759755,0.040278304054297706,0.0698906432275497,-0.004258542581735849
FGF5,,,,,,,,0.002375418364404736,,,-0.02261085493196629,,,,,,,,-0.02160556426522029,0.09577606498342638
LIN7C,-0.04386632087458641,-0.04241515122584556,-0.01288978392788452,0.03235332492113626,0.020119518811802132,0.03436684178421771,-0.0025451451019473568,0.02212526236261547,-0.037569722654922755,0.030459309845449627,-0.009111379994542547,0.004820944415885774,0.002817734144236924,-0.014791715455734858,-0.05152430501655311,0.032980431335376884,0.061570456342865974,0.006342830648245696,0.05531089801498755,-0.012478232477746147
GDF7,-0.031527821658829426,0.010569948752684964,-0.01853154023724237,,0.0045001413378169455,,0.03475494677302811,0.013390900681907195,0.009133237103470481,0.07147276659844691,0.009382495934747753,,,,-0.038032344998879,,-0.017370911189561737,-0.017818284232587783,0.11453702384835752,-0.0007886336283358927
PSPN,0.002189679178442195,-0.04354123740396257,0.004935719910969064,-0.005853048711179404,0.00811437380629871,-0.02811007821880173,-0.005576276682374261,0.08681625083154325,0.005361280444442392,-0.006360099026955725,-0.04435482683757644,-0.008564685339232339,0.001982644302096629,-0.10297919575580816,0.1287774459916764,0.04919310707162259,0.04789791715944648,0.030394970887018678,0.06533811400422579,-0.030888425104580584
ANGPT1,0.006966528978049132,0.04905789902059705,0.006731595421721545,-0.024897459666549396,0.0016582202374126715,0.08498220452559709,-0.030692638181863796,3.6931965319513346e-05,0.002078810582840105,-0.00656631265670326,-0.05410414359566449,-0.027585147693388917,-0.014636865108718583,-0.01892700314966256,0.0819428086684238,0.007028469079068305,0.04953662553799151,-0.02729788558515012,0.05559839094698915,-0.03756085008448079
PNOC,0.08165553081631839,0.027622294231682016,-0.030009550870626626,0.008301373496254818,0.04804959594245311,0.036883340039233416,-0.019843480939979563,-0.030353690534126485,0.0071767651314850935,0.021471072157480106,-0.04549838392392448,0.025535921800610022,,,,,-0.01847230336828188,-0.02112430371367332,0.006345324140580276,-0.025110840280530348
L1CAM,0.05681772260541509,0.03891231937581332,-0.01636384191679461,0.027720395991167938,0.0006547954554208941,0.12216375857506549,0.017552193658561567,-0.02152775315053161,0.033066068655490236,-0.031065552579294706,-0.026166574694960663,-0.02261904175556001,-0.0474643065317684,-0.007892873156551072,-0.022936471747229546,0.016908510077450967,0.012922690845548647,-0.0735094580872903,0.00282904819728757,-0.03163746617517077
APOA1,-0.0484429492924144,-0.020893839236098888,-0.025663695418010706,-0.0012335470671870946,0.08100067808779787,-0.040260118011702165,0.07431915806242871,-0.030158525869387772,0.0021144828110312504,-0.026614233192570304,0.02445077294870518,-0.02057936531561446,-0.014993125808446832,-0.001425674033270381,0.011138877752694768,-0.01595467219928472,0.07336893995784627,0.019421950830820142,0.12164557866228046,-0.049359767800917165
PSEN1,0.03225769870872766,0.03549183699072956,0.055014760762469694,0.05187056407469433,-0.024053150780752628,0.016713840942987324,-0.02195497956426966,0.00869404450412873,-0.009403487121297481,-0.018706072651805333,0.022263499726381742,0.00341323284669751,-0.03130660870748965,-0.04384269899030972,-0.02928112335298183,-0.014622006436518504,0.014918021246953182,-0.005098017661430976,-0.011128486416902592,0.034810803052030694
CALM2,-0.008554161895698102,-0.048839654857573585,-0.005777715397776173,-0.025973932007732268,0.009168361727836217,0.038585722954359664,-0.07001164625551703,-0.07206550755776556,0.057580319012900734,0.051488441129485425,0.011874958377701373,-0.025020314220828795,-0.062356192084310834,-0.04208687178204712,-0.04965420476046806,0.04918528994989458,0.08004303361137101,-0.05002839781267085,0.03620868138326431,-0.1153013313027548
CLEC2B,0.051447499366432836,0.060173604998837074,0.08949667353481723,0.04323639110324596,-0.01877350771719453,0.05423008634166488,0.0047637922782686115,0.10291999273141261,-0.0019861245736644624,-0.019932256845768808,0.05014192569948734,0.025645883007943023,-0.04812156099403327,-0.12783387877405608,0.011802288880753676,-0.015947068612167874,0.01830170201694702,0.026644552829098625,0.0495449178215859,0.04464571695919662
NTNG1,0.036867872200396605,0.0357586141216503,0.014749732660248711,,0.008243164804580027,-0.023226608075774712,0.07185564746513656,0.04147837360659094,-0.025409527838285536,-0.004203801985816897,-0.06987826448451245,-0.03250330323938832,0.0064765799643048795,-0.03427762495074338,-0.029179101461121567,0.010950750684392928,0.029003264063709032,0.0017465819490529958,0.05567237028027454,0.07144479865367266
LRIG1,-0.0750283902442201,-0.005030607193294276,-0.0466628086196286,-0.04319875377174235,0.013546500942802946,-0.11430975361401019,0.0034354046204740285,0.026243643471534055,-0.06914394713212511,-0.025581143286110507,0.03923290684681703,-0.006669190251810959,0.008392611705379669,-0.08595276498049989,0.023777738537207663,-0.015493184760740015,-0.009479120998152178,-0.03267428223821773,0.05635874446161464,-0.048545119305574924
CPAMD8,,0.01673985137993592,,,0.03893561577494646,0.12830110543739404,0.0061500860420059126,-0.016775098698903618,0.012238105886826113,0.06527134743476248,-0.008930785996506275,-0.032148424423445204,0.13684091984560154,-0.00219006896768724,0.055734782588540074,,-0.01951481583768122,,0.00316407130140785,-0.003986408118885231
GHRL,,-0.03781357449919236,0.030470758415268136,,0.018376006216756495,-0.029691153728076198,-0.01895619940052701,0.03864729150632823,0.04125089473675076,-0.014997318604191316,-0.02521756838383052,-0.022214613806067027,-0.027284794564274188,-0.011080543972402223,0.07355475715968018,,,-0.0192739338404078,0.04174457636171786,0.022997978537699897
NPY,0.05091619281881891,0.012690472751099581,-0.008256337689151395,-0.019594034891403406,0.00010989988453522257,0.01174007830451125,-0.018038732241549255,-0.03262204008079393,0.07817709770925434,-0.01320999285572793,0.03676157778488831,0.010622903158526811,0.0015164723441178638,,-0.03385444820027596,0.01230030617207112,0.0696900186517051,-0.008683096661473492,-0.01980526180778198,-0.08843737081165166
MMP2,0.02811448174823959,0.02902887805978468,-0.051762050222135106,-0.034307576769919294,-0.03817415828261597,0.030811971800440797,0.10605885455062107,0.04212065953983806,0.0007033505760770784,0.014009122707253853,-0.014721045999028935,-0.03811105887055138,-0.0234802614898022,0.006929837412269413,0.012720888589627385,0.0325348005520985,0.04570917960523109,0.02332468304001473,0.008115095496087459,-0.006237064905316124
LHB,,,,,-0.023024276800321427,,,,,,,,,,,,,,,
PPY,,0.10244142213624575,,,0.006444561389340627,,,,-0.0067859958500306175,,,,,,,0.012176095436561521,-0.010776883063661475,-0.039078192934054595,0.00811561093162462,0.06106383276264257
ALKAL2,-0.027374993747209444,0.05275674912324312,-0.014874597252594355,,0.03025572951862405,,0.04064342425318853,-0.019020171825104255,-0.005210157319739816,-0.010028171990681251,0.04249010275224288,-0.00729215297551152,0.05269928257403147,,0.030767328901826315,-0.019691117535740318,0.0381670667069267,0.008170030484311351,0.006679692315911743,-0.011224199615762404
CSF1,-0.05759789430760675,0.028696940232618318,-0.025080475064643597,0.028923283855560422,-0.015673978089149807,-0.014247659966550448,0.15460632500752872,0.04143525951661401,0.03224149111764019,0.025818019841037307,-0.055729533187183856,0.046048834123675546,-0.05101547854346993,0.04286440277824713,0.024117619373162903,-0.04000419540129505,0.049613244787505055,-0.04861725115712642,0.032810940288401896,0.03923010409932872
SEMA4C,0.03021037704040124,-0.020980717773605693,0.018104256916292097,-0.05517448913388659,-0.011692877221618051,0.02699517468717056,-0.01913160963218306,0.012919842080387014,-0.02098653358045996,-0.009511398665365637,0.014041901014650682,0.008479101324825872,0.02286811767135212,0.05841043718342116,0.0023919057300851162,0.006332949348182844,0.023930539773956643,0.08611019465852851,0.0750198975598178,0.04152205877830909
BMP8A,,,,,,,,,,,,,,,,,,,-0.014595579993599648,
ICAM2,0.0321197701587995,-0.044445667949708216,0.061012839948761124,-0.01710971959119484,-0.0395866953506826,0.022728006719864236,-0.0061682278492300666,0.0730905696804104,0.021016257582852374,-0.0017594916082867406,0.0650919011503128,-0.000523575953485634,0.03408112975093544,-0.006965089053082781,0.049391133160574564,0.02955189785433898,0.06933731672017725,-0.006034861739125988,0.04369534974685956,-0.05002316968898999
SYTL3,0.007833010336712793,0.07537590007492738,-0.021001446627749918,-0.00594169238363932,0.008857287134213557,0.08070807200038375,0.03801918167140614,0.0024383594435737517,-0.005461982925706842,-0.00744272293113879,0.003420120147988032,0.06571326503330943,-0.04281942007474989,-0.02215193508376005,-0.010787656898745957,-0.0010680574581624874,0.14259717741324812,0.0036362595922934614,0.07751423278687469,0.08915388676169772
IL1A,0.03298718798855805,-0.0021697238242212877,-0.029680240374291948,0.004197593380644786,0.015307978254347345,0.0014967532839456929,0.01877369407288653,-0.013469310803870147,0.019934536313829933,-0.042275367848609594,-0.03653531602696905,-0.03345405772746214,-0.024644735793906115,0.0636255183688898,-0.04613826878563718,-0.03710653694248197,-0.016295630530503494,0.023498214807239206,0.06809127344524918,0.10865821470380146
HLA-G,0.031697526857556564,-0.026157994471850406,,,0.023561670833278436,,0.01254871458423238,,,,,,,-0.03871901714108498,,-0.0060383720092817275,-0.03189007855688267,-0.03231602203744831,,
PGF,0.012957279338675907,0.0285578760746391,0.021173440701793087,-0.02009995351637885,-0.019796426745323323,0.014827009944392771,0.035964608398391454,0.04875885151708423,-0.04265061694677799,0.017602218130213725,0.022557140243540982,0.06649270578302019,-0.029153036442936847,0.12920732228921472,0.09807519254100283,0.00175032162944396,0.07827490730690613,0.038102144974636834,0.04309914664126739,0.0007395947296162731
LGALS8,0.07664077261683777,0.014443726593430552,0.013427510351749737,-0.0036024068577629044,0.06136305833120425,0.034174391802460256,0.04859726290526831,0.04626927246725036,-0.04996975023872751,0.005727371362284722,-0.013929864873165021,0.041678047146843596,0.04340484155191384,0.06619733012904229,0.029513246443623433,0.014486421251001167,0.07259331258559772,-0.0037078419166511134,0.04129207136990047,0.05243930775978973
DKK3,-0.039068013948722446,-0.01760500102757619,0.0053228039620127725,-0.049410860550521934,0.001862213658798322,0.0005473052326542227,-0.11370186826885757,-0.04980609210450372,0.006267309847844274,0.02881155604676609,0.010803473063192213,-0.0248870492370269,-0.03814418765156541,-0.10219108352761681,0.0637001366222767,-0.0031154402627710295,0.021198677131481915,-0.02766394621246763,0.11549733485466504,-0.14662789211352867
COL16A1,-0.06026654181215308,-0.01668522799859907,0.028687005176871058,-0.05033807200076079,0.020728140479499977,-0.055063518798483035,0.05898652398931435,0.056521031488613274,-0.03168031405441665,0.005943437085892081,-0.008485977364756096,-0.06669294005882162,0.07653762522107913,-0.005308460781937322,0.01997255142307966,-0.044435059909311986,0.032171089313858106,0.018664147553439998,0.06267951034409482,0.022108964267297207
TPH1,0.02205915105120518,0.017897521830269842,,-0.02909765767769566,0.01815504292974107,-0.017209595608084962,0.010856618612263818,0.0752893388991026,0.037555579154849576,,,0.05893247020034022,,-0.037108457222081226,,0.062816034018706,0.09291245566553778,-0.0326789285755656,-0.04837182172102704,0.022764299132243798
TNC,-0.0677422251092887,0.04892566376618209,-0.027528633410122266,0.02739279967249514,0.04865656979457262,0.07400496685614644,0.07107145954880127,0.07439550319466126,-0.0700037783548466,0.03254032777128495,0.03229137935246246,0.019030651150580283,-0.11764597525197004,0.03505474183551935,0.1000282497654468,0.027448875696218795,-0.017039774089575892,-0.021879289302072103,-0.050147698284042266,0.08142098227640736
TNFSF9,0.11838099197652391,0.015997389861353083,-0.024873717641927525,-0.03240394261875815,0.012084142026051752,0.023075159709311146,-0.019127178275717704,-0.036619514825289565,0.038600375563567546,0.031018822154076062,-0.06952492995866526,0.06180619960284483,,0.03789381492538898,-0.02118636580751621,-0.03609850008134916,-0.043639427661750864,0.029036122941335722,-0.04579256269819328,-0.007482107873212991
C4A,,,-0.014658248861237939,,-0.006335161821289439,,,,-0.013042899576252709,,-0.027210523277071373,0.05719951095049694,,,,-0.01635201770375476,,-0.018006207372075957,0.0062578929231776785,
CNTN2,0.004705563824254347,-0.054806609438826606,0.06261847568895813,-0.07462930030495882,-0.0207993479760669,-0.013020952218037948,0.019471571738594783,-0.015601439077095295,0.003930084660488943,0.002941983601818405,-0.03208917988508654,-0.04218577259472959,-0.028390271900664503,0.06775538097809954,-0.03239541234750657,0.05081209814814899,0.01936804739388086,-0.0465362890398062,-0.008276156529032033,-0.11487511673101515
F7,,0.016932028475565564,,,,,-0.012660779284909043,-0.016775088948655103,,,,,,,,-0.02060259820236419,,-0.01781828595557233,,-0.01712981276190219
LUM,0.031472440630911994,-0.0001353989604974192,0.05370769948308332,-0.03535858094527934,-0.013734887328303892,0.03798614729161944,-0.01562858479366582,0.07058972654643327,0.02388014910529352,-0.01291915177423709,0.030099034354403656,-0.008717960848817622,-0.01052480697077352,-0.020611566315906334,0.03809016110126689,0.015402531261745324,0.021031892946965915,-0.015387336851200098,-0.021389109620259632,0.007482202064569008
BTC,,-0.0169993779864903,-0.022937556025986,,-0.03840630574489143,-0.003759017275139176,,,,-0.020547630622547174,-0.03316218703362439,,,-0.02546088093404889,,-0.014905255488387451,-0.015322426819805321,-0.017243099228306427,-0.012904329673441585,0.012636315477525863
APOC1,0.13133605858942834,0.024810768186399768,0.061837339186044865,-0.05722750517732287,-0.028116886987573208,-0.019058476288948068,0.06297813144059274,0.0846955676024007,0.040974842623661085,0.021919270818827576,-0.011616274300413622,0.0017746162690804076,-0.03303275249242521,0.026043871462688117,0.10813320693596384,0.05314856515374104,-0.004306431762272014,-0.039143708968229295,0.09973910861200719,0.06477731240585681
PKM,-0.1021535324667848,0.02091152761232147,-0.02832421414778989,0.08361832651202536,0.041115124209038546,0.0718542445856921,-0.007068993669097885,0.03528008200255074,-0.0191631118377523,0.07803582505378477,-0.02858229561639052,0.0759018586165566,0.008293341057195706,0.1246420518496651,0.052993628287576144,0.002903281103812719,-0.001566964312036201,-0.00021448182883796425,-0.008049875728682581,0.1277599050169342
TNF,0.0489160542474615,-0.004264373084600948,-0.011562327867131352,,-0.0071773191282334505,-0.03718004063709465,0.016800959160308302,-0.009260177638992145,0.050943620359454815,-0.021925748350591426,0.005587228430952136,0.027080211640615665,0.04288518106302282,-0.04640508039775624,0.2508079442801361,-0.014467021568534227,-1.7150948992545998e-05,,0.07468670435037314,-0.002229473661794534
GNAS,-0.03470288832929767,-0.02287871043613723,0.0011623141060696464,0.05646688151278522,-0.02303389769196435,-0.026885120876644235,-0.06475355692318784,-0.0189683538877248,-0.01250799269375309,0.05209198574013865,0.010495224077955488,0.052353746424125006,0.011464692411663532,0.028655382620116757,-0.05933298499067212,0.018016880611090812,0.012916521989334951,-0.05778611374940295,0.06841682408182603,-0.05934843089780075
BMP8B,0.025811447728251932,0.013617161858261126,0.0016212363096370494,-0.05549280042722678,-0.002363035144748586,-0.0180698849840029,0.1178282580500004,0.007733547279363444,0.059438712937863285,-0.014558471536450606,0.01793807015058555,-0.025045248231116722,0.023011002373451984,0.04909481616378253,0.05991063793352172,-0.08587312836156759,-0.016883296205216673,0.011377864816665641,0.0252871232088278,0.0649378468009366
LIPH,-0.041128178188090045,-0.01920660646907175,,-0.02088047234593616,0.019873967230158128,,,,0.041114820493498634,,,,,,,-0.014687677210133046,0.013496280077720595,-0.028296226200087198,0.05729035376876764,0.010809088061393003
CCL28,0.2074569180647206,-0.013947859773529683,,,,,-0.02722662750505284,,0.008746610547402512,-0.017219597697190114,0.047274965704539755,0.14791464767431675,,,,,,,-0.022468480785670868,-0.03751911089278303
PTPN11,0.02062216282166493,-0.01668536321199288,-0.02981839054228348,0.0558225119809025,-0.036511218756723106,0.002634670164251855,-0.006807843210544707,-0.015246927404679854,-0.03959521561035901,-0.0833946848513595,0.0007083106077343037,0.021137682831386808,0.01357872369725715,-0.03371726661663698,-0.007364549910265166,0.0497834842859833,-0.03522844685918882,0.023496941647501737,0.061466466130302516,0.0009251227335936566
ADAM12,-0.026457087772705744,0.008950812485440728,-0.017455141487402515,0.0444223605951442,-0.026695157634334287,0.03202441513148789,0.08412612256314164,0.10201426468969645,-0.06997298575854904,-0.01664167071047994,0.03494397110380183,0.06896050851173618,0.0032575645786484717,-0.03704926272766425,0.07029537428944824,-0.021282804742198562,0.05058035606521896,-0.0017130885995559383,-0.039194466059855486,0.04347078778168222
EPO,0.07648146464587867,-0.012430273826180465,,,-0.027004012213382896,-0.01846676955723668,,,-0.020422931342430582,,,-0.02094721649950029,,-0.052920603680817066,0.008754893993430907,-0.015951192554807297,-0.023463652555588264,0.004956561625155577,0.01207605142495316,
EDN3,0.02658533948093537,0.008041702035032348,-0.005627297794721753,-0.02463052303706306,-0.0022923891650387064,0.13587258184818585,0.08255810103263818,0.03761438155409914,0.14846938330945267,0.0006908382102063825,0.029569867757089627,-0.02116336059958475,,,0.07793270741528932,-0.04200445961798846,-0.012497185795245282,-0.009593820333841792,0.02459587355810257,0.057658734972282674
CCL22,,,-0.01853153978849374,,,,,,-0.03439886603062863,,,,,,,-0.0180533143656927,-0.021457150996961143,-0.01495828613503429,0.02021976297760995,
CCL2,-0.11894761171704196,0.02368157294729797,-0.02343829277586425,-0.0463826305226238,-0.024080374903954066,0.0680843941234402,-0.03079638903182907,0.03383923716373032,0.013986751614672178,-0.035014833740457885,0.014659233903271217,0.010833458641791038,-0.12905983136805116,-0.10032243827218172,0.0735522067992806,-0.00041044479454609324,-0.02632484870905648,0.07975749748438922,-0.05271629863649435,0.0657469160016959
DSCAM,0.03704709740116881,0.025003970916994314,-0.03399846168368471,-0.06761175396847267,-0.05982755989750908,-0.005834232098443683,0.04201299926202662,0.03907616463945961,-0.02827004272637518,-0.017642779601757492,-0.013895030804243095,0.031888608605133754,-0.09136227666573406,0.09522720795421867,-0.019728936251949904,-0.02024415971600703,0.06802041698811709,0.007935476797593244,0.021635906464301136,0.017456869125479738
GPHA2,,0.05869119980701132,,,,,,,,,,,,,,,,,,
ANG,0.025134493017280903,0.0826763459582015,0.09884980220056867,0.04153265572826766,0.046270832535103106,0.035006404251235315,-0.004354815076046205,-0.0013177470189228194,-0.016130428294513083,-0.013154010938754795,0.060510767964223014,0.028342960872034383,0.04939675526344577,0.09924339488373544,0.16382972946582391,0.02641736665924161,0.021368058296237544,-0.02459186608823381,0.0886169975142745,0.11647521898185778
FBLN2,0.034635010411440494,-0.011041571167015884,0.007383470878231272,-0.009464328604226066,0.05331491775356992,0.06397142010378172,0.07210327269649527,-0.04871090511797441,0.012583209837674525,-0.01227098934609734,0.0010164194596144964,-0.01423439003806573,0.023029209960147897,,-0.0471444864701666,0.004192622197104788,0.03947464802789351,0.030435642702697156,0.07585162696333402,0.0029668762819069386
VTN,0.006688723356085865,-0.026396650415920923,,-0.02436094122985085,-0.011172205809059461,-0.0186184327471784,0.060079385453845724,-0.014747790248671285,-0.024946998483616634,0.050959661793596026,,-0.01740587575297024,0.00039529946164627616,-0.05611080303128305,,-0.0182333046835534,-0.01649916746521645,0.012612344983985611,0.05131661849153106,-0.010147501589965477
VEGFA,-0.04239214115155937,0.016939094795320478,0.04208804175732065,0.05283734271391767,0.05443421459272196,-0.02224887183640439,0.07890816074717079,0.05891671895501165,-0.05404386068832143,-0.045890807894590456,0.0034963420651858046,0.06464993795952827,-0.04496023203762461,0.11116529580703376,0.08467523235009031,-0.04066811078828274,-0.03319765895442459,0.0442128015264302,-0.09011415897794824,0.12309676673184684
F10,,,-0.021152580564597213,,,-0.017371312820830587,-0.011096366635902402,0.029357162402158785,-0.02239330280677122,0.007837681743052386,-0.037132033851444333,,-0.030036667864024924,0.021669017395624997,,,-0.028179070781448833,-0.02952486893009536,-0.042183604793665355,-0.018792953870930496
SERPINA1,0.0661160345428927,0.06238246762268828,0.022554342849483173,-0.06248760582179098,-0.019913722530170142,0.06417317209493668,0.08373706168812271,0.06629389095792827,0.010898821645926465,0.004967499711369723,0.04587414082211151,0.03370476123202625,0.05368797363482863,0.025815769570903292,0.03341121699143622,-0.012688052695020706,-0.028133642647377555,0.03556556215969906,-0.03831220254618589,0.04080192740828891
VWF,0.07078190020076841,0.009807742957499702,0.07440380517168328,-0.022024837934638882,-0.0008226135415692215,-0.013874916071356965,0.009452631807574106,0.05317711778827814,0.035210511972042544,0.026931511494349164,0.01582258251275404,-0.027506223769625113,0.04659894885328321,-0.04181748212198633,0.06562640018759204,-0.004512392054412598,-0.03367770443571647,0.04270826001270515,0.009646194303107198,-0.08851258498226305
GDNF,,-0.030078936994056192,,0.04849078705919651,-0.02867573384363393,,-0.022690757241930676,,,,,0.04292717894433781,,-0.05085010782628909,0.06604435870349698,-0.040214926929000895,0.04009140854381635,0.008671662219249279,,
VASP,0.005740099993040143,0.04532389722344872,0.08164572531729794,0.01778228119541993,-0.010814340201078139,-0.035130886321850616,0.02930945274416866,-0.03200117109513697,-0.013120660769761025,-0.00975180559708393,0.016675941971425332,0.06322781125074893,0.06473024139572087,0.005084787949883763,0.008435463258918625,0.018790778281248,0.0277353501876801,0.009364307238542317,0.06484950931199525,0.02678699697029348
ADAM15,0.049146008623323016,-0.05497488411696366,0.04626457056862291,0.03785718972332098,-0.006807011329068636,-0.027305072931641142,0.04174644574162781,-0.014780891512605115,-0.03333824726261367,-0.03860632449414005,0.030547575754102455,0.06185230507485031,-0.06403150327966431,-0.02132148860524004,0.0029931669185064317,0.0008226370234793361,0.010684907895982563,0.059985364883076826,0.03376108851000905,0.07797377883035754
WNT2,0.08674205593758277,-0.03359726699526596,,0.0015952425047086676,,-0.014960883213854583,-0.02398896732618704,0.003688367251571229,,0.025124212795626568,-0.01095646307437993,-0.019603487433948723,,,,-0.019785870835213326,-0.024098346497560687,0.014924621586835624,0.013137014249949027,-0.04839019688697782
CALCB,0.04168822152375926,,-0.014474853580382628,-0.009012245222269193,,-0.022489146611117092,-0.014776059721218567,-0.01854350800966404,,,-0.02562773248748683,,,,,0.08067572040569736,-0.028540539612244814,-0.02662866420039985,,0.09328718122991168
OLFM2,-0.023689400322151243,-0.0349854938615375,-0.008867485447358419,-0.0899820818767487,0.042825773247526996,0.03824247900789249,-0.0032223695705950652,0.026619088532886307,-0.046399768973726385,-0.032630729410480966,-0.06002846124938272,0.021489020097898257,-0.04250128458624537,0.05265223681121581,0.06916166836369259,-0.003897486931786233,-0.00936342337009528,-0.01503708364258531,0.07838422699987631,-0.012375589671309929
MFAP2,0.018499391593837983,0.06841263071832288,-0.00668592610433747,,0.01833511395565727,0.017397738057334636,0.06028479080292974,0.052157107246472725,0.010400028183742577,0.05997455151423395,0.09440718467421423,-0.04118865812233316,0.05361848348854263,0.01782878110281693,0.036000586656794335,0.05129378381139135,0.0340801881569696,-0.01460461539780666,0.06396094728424813,0.033268518135504896
