,UKF248,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH8812bulk,ZH881inf,ZH916bulk,ZH916inf
TAC1,0.09676301817256243,0.12985424769827228,0.11564647614234978,0.0762831783768038,0.08349098985281911,0.02436781613450964,0.15058978798550887,0.04641222376128607,,0.03151157109484352,0.11411161263312779,0.13119676434057692
RARRES2,-0.00022771235586696765,-0.11414521865622265,-0.08756988785828156,-0.06615239631190302,0.10124951256931089,-0.0019896992914428977,-0.014751183302556509,-0.027630116480994556,-0.028988677274689262,0.03458874148896347,-0.06985723036507009,0.03195284929943115
FGF7,,0.09036316248345623,-0.0005922564218262583,-0.012135516072282488,-0.00986981202453649,-0.01609457345836446,-0.013515288698849347,-0.04162914761983962,-0.05357394958305176,0.10238257029632133,0.08543561050024288,0.034602858464301445
HBEGF,-0.0019283606485935535,-0.0740987729034328,-0.013044385339545158,0.01579483971311583,-0.08284910639428848,-0.02158553417964118,-0.09350776118477339,0.021472346511193743,0.039634109399285994,-0.029901696398534263,-0.024215125109669472,-0.02709973957437315
CSF3,,-0.0233677649639708,,-0.012973019965834038,,,,,,-0.026550732714766285,-0.06380794652896436,
PI3,0.009308949793279241,-0.03342123690427717,,-0.014607791706859148,,,,,-0.018051197396138547,,-0.01424743946867042,
PCSK1N,0.00686896086644366,0.090117440598046,0.05993161972028989,0.052276253532491435,0.021721943678413284,0.061316886224912,0.25206872361971105,0.09865680226554485,-0.005252064242368277,0.012203992176420127,0.16693786626886933,0.0077497680703647815
NTS,,-0.0525702594392339,-0.039400913863418374,-0.01594540208028725,-0.020272103322107597,0.019998669191158593,0.06617975327675088,,,,,
SFRP1,0.013946411072329397,0.12401305319144888,-0.013780271704585949,-0.026807890250553065,-0.03764104292402938,-0.005542079264662055,-0.057133655305514335,0.015719148758520506,-0.053750626605332905,-0.06152412045395656,0.03510801746943544,0.05287690412205315
CXCL13,,0.022438659528850116,,,,,,,,,-0.0319171021336805,
MICA,0.014486606858955576,0.04030175529713798,0.07935126138854076,-0.020997368079753807,0.019721251636562624,0.00605971765957491,-0.013183185368405681,-0.02392051694920569,0.06760623686285355,-0.04416759171499181,0.007616849793636216,0.026712696583424986
TG,0.02204511737809492,0.0038116477056628372,0.03841359197452626,-0.015657274428930903,-0.01712387955158148,0.005434139614506229,,-0.015133914780056403,,,0.007379077376510024,
ADA,0.0018210296393488953,0.07565139965241897,-0.004966702076567966,-0.032703118530960834,-0.03647985822912079,-0.023251371205539443,-0.06000815448359332,-0.01588673265128473,-0.016918352395818494,0.0597066684378627,-0.01054020817863011,0.06298729937679007
LAMC3,0.010551622438318389,0.011747596430516793,-0.043997172652244475,-0.017517033253045624,-0.031302035356894894,-0.027606742855149757,-0.01810969441643891,0.04991967794554507,0.05168736113721896,0.2218138694410856,-0.04663684303954275,-0.02950945668649678
CCL7,-0.019950392353114136,-0.023523024575327706,,,,,,,,,-0.027314724193162797,
NGF,0.005154430342854697,0.003554541613198051,-0.04339920356008899,,,,0.015524242573208828,,,,0.05257788867319707,
TNFSF15,,0.06489261771550081,-0.011407120417720632,,,,,,,,0.016183508679297545,
HMGB1,0.08857414119587258,0.006356578623560898,-0.0703996396254672,-0.0222452032936859,0.006555258188708231,-0.01881572983310243,-0.10000739008415596,0.026894820015750647,-0.06758540714544292,-0.04686783980365991,0.05474907719936129,0.013221588595576532
ITGB3BP,-0.0026273087564069255,0.013995370992261284,-0.03489333984630088,-0.06809255596761515,-0.008223734724611086,0.028123371544565984,0.02445883754877364,-0.03593386640179627,-0.041194571597318604,0.018790222062037006,-0.06993896466558654,0.020391904366705224
AANAT,-0.028944984064085962,-0.015693188781399966,,-0.011702015084018106,-0.015399604953000814,-0.016503017769097034,-0.03819838303963176,-0.024833330951628412,0.03432345967550937,,-0.0389610535616138,
RELN,0.01251258692110727,0.08392195016038537,0.006469586335529095,0.04947217476988739,0.010094562480893386,0.073343558781802,-0.0055475007523328795,0.034477897939230735,-0.03286418037604198,-0.048137038595737404,0.025641985362633228,0.0065555228543965356
IL15,-0.03936823465727244,-0.05948201939696635,0.0011111559190481058,-0.030523623861203317,-0.030900007683566728,-0.011164452560469443,-0.03075006205778498,0.03687436230423671,0.03307390070658193,-0.02808143480961748,-0.03706991741683249,
UTS2,,,,-0.03860078517935198,,,,,,,,
BSG,0.04497489902294825,-0.023813916743599464,-0.0057540244354318554,-0.01528821850510977,-0.0782430625883616,0.01605416001633884,0.16724836403027912,0.013910874852353247,0.01296159248137734,0.027558685899898107,-0.046295446130207224,-0.010155640831557433
ADAMTS3,0.016363304930642565,0.0006653294362100679,0.0008407063611442049,-0.0626636485418132,-0.05492248081277595,0.04155120383341587,-0.040682073218768114,-0.0009949442061911052,-0.025941000961762935,-0.03228543577779743,0.010874634713727653,
CD34,0.028501998229034962,0.10293812806671046,-0.046547304556561656,-0.050432053487693106,-0.002867407608275896,-0.030876698154515537,0.10155289154859416,0.006440506931151094,0.014061639630046505,0.13529503868377252,-0.027275196492145597,0.009693644249113585
CCL23,,,,-0.013315035592981861,,,,,,,,
PLAT,0.004719311033928886,-0.044382968168954415,-0.09854587610317266,-0.015327796782526529,-0.12481066065353988,0.001651762351967569,-0.018728632944338748,-0.07974685309158883,0.030327198640390726,0.008673622022488673,-0.05401188651742459,0.05705404625367053
NTF3,,,,,,-0.02663980754884944,,,,,,
LTA,,,,,-0.014831424459567893,,,-0.023031769522801834,,,,
CKLF,0.02181982454503803,-0.05113915583105942,0.0028305639397921112,-0.07552363529870093,-0.03673164139695619,-0.028739461374089306,-0.1391913362983534,-0.03139059391125302,-0.050333630488336195,0.14365176634992094,0.03377498288402408,0.0824797517097759
CD24,0.05332787779799735,-0.009201444118742021,0.06407890910987553,0.01855025099283967,0.1177620941589266,-0.10599498115012371,0.013420223115283838,-0.005069576868636572,-0.01074084512899177,0.026537614417999907,0.030532826599131337,-0.012975612515845036
HSP90AA1,-0.022923171645357156,0.07383844851799433,0.1758923624327143,0.07826044073683353,0.10181475710027878,-0.004229814997501182,0.2576931524451731,0.07720588356099103,-0.047193329722971106,0.0463643458204724,0.08794853987146833,0.052011723877189456
BMP4,-0.004764973546469535,-0.03045516788359334,-0.055202360134826475,0.026782190110539304,0.016342069478764105,0.008275405440727274,0.07206968613942784,0.014594970245987535,0.057323497514149495,,0.05525186694781359,
SCGB3A1,-0.019950390358101557,-0.018688650520732538,-0.031676807949086144,,,-0.013920456899125402,0.05913881261391893,0.0892813927969941,,,-0.07151773088647513,
IGFBP4,0.007729600240154269,0.027522342619748345,-0.06918376952264985,-0.04811219123199667,-0.05202971833186954,-0.029036835928074784,-0.02781679439067334,-0.04409258808270988,-0.00922281404450394,0.07239757734200096,-0.03585956264824316,-0.04071110913911655
RSPO4,,-0.02156974063755652,,,0.015221879357763427,-0.01392045486294368,,-0.020646424655972898,,,-0.006182126573037308,
LEFTY2,-0.06860966000764891,-0.03347957172451538,-0.038404570691310445,-0.03230620187112329,-0.03469563461463833,0.02190990088643746,-0.01379190245020613,-0.028432462265518696,0.028286554342869624,-0.04348004462989824,0.04721474560719195,
PF4,-0.020695327490439307,,,,,,,,,,-0.012198968325700993,
ANGPTL2,0.034703409808068304,0.00544108778535883,-0.09622668618837052,-0.07806900390711631,-0.029956383587949876,-0.013282959645617522,-0.14697301374040836,-0.06269548544078389,-0.009016023071426026,-0.008378900473187416,0.016632662742766362,-0.038344791634210985
LRIG2,-0.08487648070374007,0.007524623389761291,-0.013984859418504273,-0.08271102942816773,-0.05190279361405313,-0.0024195000382154145,0.09371324489991772,-0.025116756587114753,-0.0607000121197334,-0.053218954018980386,-0.029349590404593173,-0.02542614463891401
ICOSLG,-0.011375732725638224,-0.02369352355871265,0.01403088403044446,-0.017154586999953578,0.0018455150487894365,-0.026418423797649,-0.1368058867496173,-0.03921264609982143,-0.061054690077214195,-0.07549358942613649,-0.06802179705309169,-0.034507417669266106
WIF1,0.04987494603275593,0.009536715346740096,0.07089428769416135,0.1183559909551674,-0.013311300331466429,0.01630929933746814,0.1317311631110467,0.05364687175881015,,0.08029581701109434,0.02278550524780235,0.06995158881254979
NPPC,0.02422918183518889,0.042915861550101624,0.05513190895120091,-0.0036661834994314553,-0.025966117457328845,0.08239342475236602,0.13461665397326905,-0.028631371397264904,-0.024931615684337584,0.037361671458970375,0.11211325176507693,0.06580510398416449
LYZ,-0.004885627118341582,-0.07167967143276281,-0.021827060594217854,-0.06653275067860266,-0.01784833603059843,-0.01000874059537316,-0.19395480487146252,-0.05257616541112786,0.040165103402396325,-0.036253376979453626,0.012111391764451073,0.08393155216691578
EREG,,-0.0303537429184802,,,,,-0.04179662366425027,,,,-0.04430765020170921,
SPTAN1,0.09985116129224823,0.056876855271922315,0.07453331740863632,-0.0017070653141308958,0.0515577168160661,0.02135700921173947,0.2243131733469956,0.0423805006359251,-0.043013261098621844,0.13448785235027244,0.14004921813370708,0.1431187701022622
LIPC,-0.025336520507344185,-0.020883059113362405,-0.022672684455038505,-0.005972777168110552,0.06797669238970407,,-0.01893479659541511,-0.01697054777641711,-0.030602300607187872,,-0.03183130308265895,
COL8A1,-0.030424285302665933,-0.007220458367303165,-0.08748724458378022,-0.041040053916104456,-0.020845941453643733,-0.018951423952442835,-0.025572647074809093,-0.02357461381538176,0.016561233191617876,0.07354775890268117,-0.052598938260218324,
GSTM2,0.05332377131470816,0.00046883622990018893,-0.00788037503139836,-0.022258666625687103,-0.041012257766566314,-0.041144349412898365,-0.014090152375229465,-0.034690688903014744,-0.008756194397287052,-0.050347241560399304,-0.008181285918173152,
SPX,-0.008047826048989832,0.15360236074697348,-0.016112886694179353,-0.031079340916247603,0.11215149569144925,-0.023026704322585755,0.04425317158259168,0.03349660951920551,0.0297980843204423,-0.04214694034777162,0.07242593140551362,-0.04303651568271285
MFGE8,0.0319034313576395,0.04826683164493806,-0.08000924419990355,-0.03866034169149344,-0.06936402585026047,-0.013088594395136833,0.06360374392226657,-0.03640852549038968,0.0072933345907185585,0.04140505442345269,-0.09888921572609596,0.08885957137605577
TGFA,0.005030743552057865,-0.0098176787856204,-0.06154595741733099,-0.026780468316471424,-0.016084825077419235,0.01337060991006093,-0.13846352964979883,-0.0587350506134118,-0.004331607360484465,0.0165783430325645,0.04884724565299974,0.02683877874317893
SLIT2,0.022411489295588068,-0.031011006170600354,0.02216344720514448,0.01402962608611202,-0.00691263522405761,-0.0009070859353238635,0.18794324231875814,0.06965551568183982,0.13033226439047127,-0.02481954408530197,0.03504399928000123,0.07059767411312387
PLTP,-0.03684190779182625,-0.13743382369488183,-0.002791850236627473,-0.07942987872711743,0.07941410690509244,-0.06293329170328835,-0.20824208255174567,-0.025750125474995573,-0.008801380425147803,0.02639628580263527,0.006318916872943286,-0.03893154029768125
APOD,0.093811300736033,0.0591482795728719,0.014787447805935128,-0.05601469233600714,0.10414155443460575,-0.01034567765338544,-0.19409215557179063,0.04945502465896206,-0.020496933423930115,0.036280400720799265,0.03688614694658188,-0.0030033841986826016
B2M,-0.06088115616092746,-0.11296414301500811,-0.12904136288511117,-0.09159538662305136,0.005997380846319746,-0.12906644708486817,-0.25067286478103745,-0.07467429626661863,0.0430202127776987,-0.05028079551518924,-0.03893884650062342,-0.04637340914078215
OMG,0.10779731759998396,0.10559082413172023,0.02755396436147603,0.004473163991333424,0.0347380421234081,-0.013080773303859546,-0.07750556071232922,0.06038191845777929,-0.032754244957300574,-0.06241642832898312,0.15300387704304705,-0.002838512392955127
CXCL3,-0.036268188507578084,0.006244613134332984,,-0.015364186418774501,-0.04370641009252794,-0.014891944243707041,-0.01284122218294782,-0.016587044796398224,-0.01850606201587842,0.2177002345057285,-0.06442032136248449,
CXCL10,0.01630753526528934,0.04044325833613619,0.017814135205520144,-0.01061992704576935,-0.01214390300076384,-0.02262195327291749,-0.008396971325839062,-0.012902713988289407,-0.024931612973434842,,0.058323874580684706,
RSPO3,-0.027100070403800292,0.25851377412718296,0.05784584752375628,0.04012886404190005,0.006135785145542311,0.17368315871646736,0.02845308997196184,0.0022918328785292924,,0.044165495699359424,0.11065978356046477,0.009367186281231347
CORT,-0.01976408415198242,0.09458839063662516,0.010951363849836861,0.03820627229281126,0.0055203984531882275,0.01688730288322277,0.07350322808409097,0.0028813111417916475,,0.10625198672987045,,-0.03151916527000095
NCAN,0.0941412155769057,0.10440788966067825,0.03300106522468742,-0.015579059979198987,-0.051326237117745935,0.06436179074892961,0.09310316911163316,-0.08149337134779337,0.051613780654707876,0.000903046285378083,0.08856437373882357,0.029526733182638914
PRG4,-0.007580834367412769,-0.014952186132372388,,-0.01664569569206281,-0.022044622945491664,,,-0.02026530842203045,,,-0.05356589465970999,
ZG16B,0.04698180752096408,,,-0.01797170345031947,-0.011784913107326869,,,,,,-0.032831662894195854,
TGM2,-0.04881106416751999,-0.04163915484696068,0.03807546138022903,-0.031536197025767106,-0.004089336975391563,0.012881705796791957,0.034821872954707074,0.06060526334838462,0.03229924494354765,-0.03598054919096225,-0.04178114266263199,-0.08663865525052213
VEGFC,-4.935433277600928e-05,-0.006769461521177513,0.027212806632133966,-0.0219463046569373,-0.022458667245930153,0.02580426628592739,-0.04723000275262495,-0.020681555017106074,-0.004105723888495804,,-0.061524322499553544,
WNT6,-0.021282548154783105,-0.0032148646136601123,0.0019990794709435038,0.030152436910269382,-0.026226903780431833,,,-0.0180498168639687,,,0.02493115572349755,
NRG4,-0.018375011766323193,0.049883166349861535,0.036171001520347926,-0.001957857871059124,-0.02264072622650641,0.032755876486087604,0.10337002466214648,-0.024127446207593106,-0.019600717422928307,,0.02872100966575353,
PMCH,0.027013334474236875,,,,-0.017249848728124687,,,,,,-0.023753216297187255,
COL9A1,0.0012644785271671436,0.06853889092224363,-0.03497145942866602,-0.003587358173693901,-0.03158510631201794,-0.029487886878175648,-0.0412172065911479,-0.027492651361331742,-0.054889021501324416,,0.03148521644209107,-0.048023805928121506
GDF11,0.05119709821071982,-0.022859033743864027,-0.047536864051333595,-0.044715200776642525,-0.05866526491187074,0.020107295690269075,0.05228613447299998,-0.04994620926020327,0.07205346757228573,-0.03922705103443438,0.0072154437504179875,0.07606253266813914
IL24,,,,,,,,,,,-0.05703635237293128,
SORBS1,-0.04105326722245004,-0.025194599507345403,-0.0791448254684503,0.04875127866679308,-0.039665714713143285,-0.02385834079423652,-0.02309879856241651,-0.01601623291763975,0.06542980952550073,0.004842057781440589,0.00033044611361817485,0.02188293002354255
DLL1,0.07641820482914,0.007351703787136092,-0.0663133681030344,-0.038554123755298306,-0.007511466596284118,-0.029980642023924226,-0.04960126859407512,-0.00922937730546713,-0.04876505273148208,-0.014176356687025552,-0.008185574618157276,0.016519944101869362
TLN1,-0.007108349443593568,-0.04303183651582357,-0.030741319646795127,-0.051746246989726366,-0.09030404107952585,-0.03998995562272168,-0.16282006680243366,-0.032537421909130365,0.0031121897652331195,-0.018533171954090967,-0.07400931908202125,0.061986911709327304
COL2A1,0.13747627627626477,-0.013354570489673378,0.020609579474341843,-0.01536419164737742,,,,-0.016839255838673323,,,0.008633814311985026,
SHH,,-0.022247293301305787,-0.028720977572438522,0.1784072344778112,-0.06256733289643887,-0.01598316712811081,,0.046535067076581976,0.0563970267176569,,-0.03858553760669147,
PON2,0.09291635600936149,-0.06596529643488871,-0.04625364315909665,-0.04924672544557871,0.0034535044222859267,-0.11090875727557256,-0.11870092342689838,-0.057846647849320754,-0.003390660126512917,-0.05768200190314715,0.007510906962397348,-0.001524487740683305
ICAM5,0.026548423841512576,0.06358416485087559,0.05772669189918762,0.008883574784738085,0.04994838707748907,0.040529338998193686,0.10555966739128222,0.125365789436565,,-0.04041197993921163,0.02428321548907439,0.07790265724045337
HPX,-0.042460018580540326,0.10225198018959783,-0.0384597984192673,-0.022373463992802708,-0.023127161569313687,-0.01392045547996835,,-0.032413554353285454,-0.02627952539300679,,0.01418142955139767,
SFRP2,-0.026524097147689944,,-0.06648619491525412,-0.012262053082197666,-0.019274976819970143,-0.03592246505774521,-0.04817931455327803,-0.03152770473246359,0.028189594096089073,0.037075685308271086,0.023859974090542278,-0.0033439239119508403
CFC1,,,0.026766919865076448,,0.041242023050756096,,0.09113274908596147,,,,0.08620162882722579,
CD70,0.012656495556036668,,,,-0.01786730570492141,,,,,,-0.08384245232540807,
HP,-0.021931566349634654,-0.03408233275135899,,-0.06595628973251554,-0.028067927578375968,0.045933891210050676,-0.04964825742555226,-0.006688903294938316,0.11283435587578218,,0.07121621521057417,
CXCL2,0.02305574452465018,-0.03622205905578933,-0.01664533838065625,-0.02913086705637529,-0.00651489818346809,0.055402020042837966,-0.05292085181652256,0.009883224157452066,0.06848534072694745,0.07182103766557577,-0.0669526426846737,0.013418487206353151
NPPB,-0.02573793445272936,,,,-0.012986999216242091,,,-0.020681556521334882,,,,
CCK,0.09819223956280963,0.12339337083153744,0.04839053525566587,0.08932484884215605,0.14823035728716094,0.08543797545740714,0.29579771347720873,0.09804118763509759,-0.054875478144980505,0.07588392372943621,0.1665457566210181,0.14697048551220224
SEMA6A,0.031633138880127795,0.0020960782395275266,-0.029989384010519236,-0.07324535877686869,-0.0054280394456747575,-0.04830483826738866,-0.14900905122705688,-0.07677287091022067,0.02421857562781837,0.07512991662586592,0.03656981244655801,-0.006183485075700581
IRAK4,0.026374320862961403,0.0029115710922427342,-0.060331945856288254,-0.0718295758002756,-0.01595689989689006,0.00312172735372007,-0.019238211599947652,0.009901991539921285,0.06512798204120022,0.04793283137357116,0.00676722861699339,0.0016894613984211003
GSTP1,0.012232141045701792,-0.021988484081459085,-0.10689171518529239,-0.08476794081238086,0.01387583130461689,-0.09082563228895271,-0.1897247545550989,-0.06636048016297545,0.011480705859294647,-0.08091406792189722,-0.04556199865228313,-0.044091148660340064
VCAM1,-0.032298985564341375,-0.04908607665549629,-0.06017989939508898,-0.09815926157863955,0.032381555150887024,-0.031372492223406864,-0.05396214233661455,-0.013606466176388964,0.029236102495854885,0.06075286583354759,-0.03832473890562827,0.07080431196458137
NXPH3,-0.005579090674342333,0.03085897310868209,-0.0014177586386390241,-0.06601396073543282,0.03328917353041981,0.01161207441237994,0.06266105896240741,0.04763296057870392,-0.0036134079697315393,0.20185128791084483,0.04663895919094896,0.19070928529411194
MTMR4,0.015280248414846258,-0.014506042795886869,0.05004376380894544,0.039217339496827784,-0.03640457082375138,0.10331299380355716,0.026100589978247164,0.04016493656490908,0.01161068161124133,0.0815706797201357,-0.0314801179267351,0.005779668234886707
LAMC2,-0.02020158730552058,,-0.045318345841057865,,0.10064372075917503,,,,-0.018950863887793313,,-0.049128372303709526,
IL10,-0.009632744697060394,-0.04139722072020009,,-0.020161249893749112,0.02268796053763063,,-0.06647022723528415,-0.01851293339702969,0.172488212006085,,-0.0467497724483966,
SEMA4D,0.0037926327722763416,0.021525440282982013,0.08082336481480339,-0.015599993290951375,0.044283530125357705,-0.0051926066052383115,-0.15081882394957946,-0.0037017815268488947,-0.03352766696711715,0.08225761645114613,0.10021664451462539,-0.032607356657705824
TRH,-0.05914981107321872,0.04110846644603889,-0.009262239229812291,-0.03183023876807093,-0.03624621199805256,,0.12831035551956657,-0.009872472500382012,0.10513709253172042,0.1038188106009242,-0.02184902439980788,
SEMA6D,0.008780525007188657,0.06092954284890227,-0.0522477897820889,-0.01016722330321747,-0.05486151544060706,-0.0004640504800901258,0.007220009511898895,-0.05470098652662645,-0.04049058658871469,0.07250441890816597,0.0015164593675556612,-0.0037089465139215653
CEL,,0.06155073796161332,,,,,,,-0.03694119773749218,,0.09286999410780822,
PDCD1LG2,-0.03608487818991363,-0.015968219759384616,-0.02607541296116961,-0.036801266364086906,-0.031178090332366747,-0.039988793653633226,0.029296871031982502,-0.010899401684635901,0.025955449890941014,,0.06348254620237583,
SPINT1,-0.0234718394690082,0.00687504087374851,-0.04786488577110677,0.04569208132234425,-0.028403133013829785,0.052326589799491216,-0.03066484534550271,0.010224128786773033,-0.037443362174687196,,-0.015770058873911044,
CTHRC1,0.016134339710633425,0.01808302460445559,-0.06350893653113987,-0.06957649849309386,-0.0392959111051284,-0.019375407125973125,-0.003198801525598369,-0.04658793156088623,0.0240785915238664,,-0.007718638762103898,-0.05578602267130934
PODXL,-0.005652331109623139,-0.05366963450384054,-0.02043430995611182,-0.028527816422263586,-0.08090374285351085,-0.0025439414400620698,0.10612603611340209,-0.024136630019270203,0.017589247901560218,0.037713550573279575,-0.0367513182511308,0.01632766080038058
JAM3,-0.004805683762848522,0.0016109393408601277,0.008341708930128316,-0.06985738842235016,-0.07711310697397362,0.04401037633823218,-0.23669183492186976,-0.048488743780627216,0.0019531435120379416,-0.04191631637711562,-0.0013429818822061146,-0.027482767976665455
TGFB2,-0.03348482753955501,0.09135319562814224,-0.032692497330046366,-0.061007827279793855,-0.07599815973661579,-0.012768247149052862,-0.019903484086816886,-0.0049032343890556725,0.022879949541822944,-0.039818378136071884,0.03934474190312866,0.009261529006652974
COL18A1,0.01774422769617106,0.0018101705083745086,-0.07812053195509337,-0.049609112768360684,-0.06456513383579628,-0.03310732734409295,-0.08440970060726717,-0.04492282463285952,-0.008498521523378032,0.09538639250422802,0.0041208054438631354,0.08192325967192529
NODAL,0.07064925013292492,0.013780868508567754,-0.03506582597887531,0.013207406710432704,,,,-0.01670008417513427,0.006358340379868808,,0.09550140920308978,
INHBB,-0.020235450550224236,0.008346582655879358,-0.010073021988040573,-0.04083316029890066,0.01735154738304351,0.01532918440311533,-0.010418208862011918,-0.015942292186700537,0.007574661864545591,0.016373037184242135,0.019320408158058373,0.16133054938209165
LCN1,-0.02020159185095998,,,-0.013482969372133622,,,,,,,0.026593486355030796,
ARF4,-0.008338356411931695,-0.02759362940498646,-0.056129142276012955,0.0641186020321712,-0.07513292949760117,-0.04264498360050386,-0.04854014727912155,-0.046917883915245456,-0.03665013069731816,-0.07768579511401914,-0.08641667649597311,0.019742820060787033
CXCL14,-0.08960754145655656,0.07263535422385538,-0.008457129314108466,0.05787025645553768,-0.047157744433623916,-0.017464176368975407,0.03983836785599097,0.06564933343007176,0.03376130961269944,0.14519759247116243,-0.028017569100528078,0.07920996353085785
LIF,-0.04452201007690989,-0.03618338601355791,-0.038912662451551755,-0.020306631611594978,-0.07313780205994432,0.052262728291641754,-0.029699478122854533,0.004827069235593929,-0.004435118033454809,0.08054280425779425,-0.13894533099865075,
IL17B,,,,0.012398699651646207,,,,,,,0.015108335915909432,
MMP1,-0.0033197003277838344,-0.013141906990745281,,,,,,,,,-0.08719183331247492,
MATN1,-0.014003539161916566,,-0.02757710744535107,0.04048184385786222,-0.01315010574261743,,,-0.016839253743108507,-0.019169714650731813,,-0.0077981184055869075,
ADAM28,0.004713755267748825,-0.011975261562079011,-0.009371966774873149,-0.07192171238711241,0.017165058178027263,0.005138487710904605,-0.05689676929139748,-0.037234715088921996,0.01563773840339337,-0.026959870905522397,0.012398186375586283,-0.05892263014448371
TCN2,0.05871540241756411,0.021724991125319802,-0.032184811716434454,-0.048611028097490565,-0.029674242046085455,0.00561921063194671,-0.08050188279777395,0.05598136517815863,0.10149293923004615,0.04834356729761169,-0.07778600071286937,-0.08361836182156164
THPO,-0.03456200153224993,,-0.007720140783027394,0.13267736247911377,-0.026996596892570668,-0.017172957159613682,0.16375550926068602,0.04403249654789493,,,-0.013942180229900016,
CUBN,-0.03704909790877065,-0.033006139230237645,0.01162070822259704,-0.03441373233229552,0.007072682021038893,-0.01823482826844778,0.017615940447862084,0.06938846316581587,-0.04483266465124419,-0.03685833383459335,0.01985491645518249,
