,UKF259,UKF304,UKF313,ZH916T1
IGFL3,,,,0.03516279808286928
BMP1,0.039777835487939034,0.03463923716234705,-0.056413748044234796,0.23946432854457056
NDP,-0.025773333441689368,0.03844197725412285,-0.03727839121400157,-0.04002332195951604
TNFSF18,,,,0.11456886869512015
RTN4,-0.061520536357731644,-0.14692958077913665,-0.0031733838365954393,-0.0061319268867125595
HEBP1,-0.026451886696923596,0.017015018498325745,-0.038879508169580246,0.023514557789112923
WNT7B,-0.02641243976952149,,0.024081948301130796,0.043407238996247724
PTMA,0.0014395337379131809,0.2023056450374309,-0.004816864579139256,0.22805245209342515
FASLG,,,,0.03688958170683446
CEACAM1,-0.030498795603628028,,,-0.03187018482358198
PDAP1,-0.09112731842771297,0.0592543384457936,-0.06161378885638216,-0.009693201876013361
QDPR,0.04606902426295894,-0.04561073849184935,-0.03384156666618717,0.017465056568202728
POMC,0.014497216065041783,-0.06791769739503488,-0.03335155728977699,0.07773320472913606
CCL18,,0.016187498891584506,-0.02566129155484507,
CCL17,-0.017677479153820123,,,0.020373660959818064
VEGFD,-0.019694663896437217,0.004979778515168506,-0.022533660290081997,
TNFSF13,-0.01219352948663922,,,0.05972527082166211
WNT5A,-0.09252076388664199,-0.040276440939242784,-0.019863095262645063,0.2105993785772552
CXCL8,-0.06172335073232831,0.1406363547479662,-0.05817530073980882,0.05169934312581592
GRN,0.018400160732705218,0.07793532554432547,0.042899930150410825,0.27884883583287257
MIA,-0.01913950836086816,,0.037079832838882415,-0.057447307473625496
COL4A4,-0.027107303102185457,,,0.05397192742586077
TAC1,-0.07931470492254655,-0.07782829035023864,,0.03373147316120194
RARRES2,-0.046013937315218696,0.16365034081570182,0.00255714878127487,0.014818475807982909
FGF7,0.008973658928677354,-0.03798680629722724,-0.0410960953249889,0.07353845144289683
HBEGF,-0.018433293270438078,0.1754114156791296,-0.04894904145919985,0.09635197131108461
CSF3,-0.021070013798253413,,-0.03385290912005431,0.015217762343607999
PI3,-0.01846512181192235,,,-0.11525733942566625
PCSK1N,0.06625724842001422,-0.0760749646704781,0.10334171986434634,-0.07036632458306206
NTS,,0.09326157949968424,,-0.07037932483278532
SFRP1,0.021933090027626938,0.15269783534092776,-0.03463849904335532,0.05917313876705694
CXCL13,,,-0.010130400481993214,
MICA,-0.022610243140552568,-0.038932790232964115,-0.008696199945232536,0.16286883865525323
TG,0.019278095398302067,,0.045043215102776396,0.10746185214424664
ADA,-0.0026151040319108117,0.11883922819251982,0.024673942154257666,0.26336611634401047
LAMC3,0.037955237523142706,0.01158741895024051,-0.05981265945211266,0.27910775566618434
CCL7,-0.01203448627743891,,,-0.0013148277091201493
NGF,-0.02757408181372491,-0.018917982421658378,-0.047397489414398246,0.16480668910669527
TNFSF15,-0.013400989069112195,,-0.021558197928429886,0.12216533976557652
HMGB1,0.0035601149320044854,0.11357825969171499,-0.07567677493807162,-0.18403499491099284
ITGB3BP,0.013433352794647212,0.031360581326155226,-0.02149288599901722,0.026957345154730656
AANAT,-0.012193530788031414,-0.017785685672079943,,0.006517429121319731
RELN,-0.021165238767262458,-0.053692456757276914,,
IL15,-0.027641935592172703,0.01009921989241714,-0.01194357354238162,0.18092660091530022
BSG,-0.0013761953314535644,-0.10864991329655235,0.0379580575827065,0.07473947321246
ADAMTS3,-0.03899627936006184,-0.028559632012237567,-0.04229620599560376,0.018820909135363863
CD34,0.03830928666533355,-0.01871129748591327,-0.05639059150678894,0.23729756150435544
PLAT,0.018755559328073334,0.03844439355028168,-0.09411903836391518,0.14448758120162195
NTF3,,,-0.02885000821211274,
LTA,-0.015424283138175903,,,0.0569091907791435
CKLF,-0.03166896081248519,0.09387957623472937,0.10921937964814168,-0.022990630300848736
APELA,,,-0.008566333618092947,
CD24,-0.017532732383509397,0.023014168481758017,-0.05380453888145458,0.027233957582087135
HSP90AA1,-0.06803309848978556,-0.1662937877536196,-0.03960751408219266,-0.12899312542199465
BMP4,-0.018350103257302592,0.010576877384321079,-0.010768931670666719,0.2043873790978346
SCGB3A1,,-0.03130778407141809,-0.026576742689084044,0.13974107721964135
IGFBP4,0.06378998929569937,0.07197723987076914,-0.032572587108398235,0.3444500510870515
RSPO4,-0.02360956768358807,,,0.0851189546584918
LEFTY2,-0.034464219228845835,0.03676954575699934,-0.02437563580734996,0.10501209221844343
PF4,-0.010499852183548434,,,-0.02388420304554697
ANGPTL2,0.010991084200955287,0.06144252232969902,0.06601937511455734,0.1830444005100942
LRIG2,-0.03367693289736715,-0.08851898317572933,0.03652908800776787,0.1028398928167691
ICOSLG,-0.040716362113822104,-0.030920772426389027,-0.07406760613985312,0.20765970335061895
WIF1,,-0.04333573184112642,,
NPPC,-0.016287860067698775,-0.046967984807865154,,
