,UKF259,UKF334,ZH1007nec,ZH8811Bbulk,ZH881T1
IRAK4,-0.008445287093004034,0.008658303736213974,0.009223857442850333,0.032293343743405624,0.006537706780628605
GSTP1,0.005487003059622137,0.0047135686468978855,0.041309457815037746,0.04912989414618377,0.028447978434147418
VCAM1,-0.018816465032713517,0.06251488049290463,-0.05873013392885257,0.06061598701923289,0.025443592271643226
NXPH3,0.003063459484672914,-0.03137127373735574,-0.0014542632586701824,0.01635400871328107,-0.01840310746486413
MTMR4,0.042850336641703755,0.047309501525116635,0.00360593967996416,-0.0069146162590889015,-0.055323029847674336
LAMC2,-0.025434080265824728,,,-0.018786825975739746,-0.0129493368576384
IL10,-0.028574336014185304,-0.012563673424677974,-0.007093546812226569,-0.015006554054147808,-0.020713795309101793
SEMA4D,0.0030010446697763113,-0.028877509431144043,-0.006630243244101623,0.0020719071965790573,-0.025953231661471114
TRH,-0.026973834365453867,0.03517543211164181,-0.025316045356563642,-0.040669759136206914,0.053312476707999414
SEMA6D,0.03089255326972045,0.015052157160764293,-0.05793260758691191,0.04050948628231547,-0.0002557754209815593
CEL,,,-0.05830138262974719,0.029461389746894776,-0.02141282456135504
PDCD1LG2,0.06599190042027386,0.011663642923922437,-0.023861414134869793,-0.028116755072125663,0.039949480249570804
SPINT1,-0.031709146797140264,-0.01844076786081921,-0.10916231861950397,0.04056726230129219,0.029302099231042978
CTHRC1,-0.04462181717236765,-0.004792517335466077,-0.10482966539179812,-0.02887630092803951,-0.020627147857456646
PODXL,0.017726364471921364,-0.01928186674671447,-0.14208841526266855,-0.03792829936247697,0.007911230312205019
JAM3,0.027145421113209278,0.026278538537551084,-0.05340141140801858,-0.014878321357688,-0.01856169813262003
TGFB2,0.04909074096512456,0.047609141222434516,-0.04610523878731062,-0.025756691022131017,-0.03810934111272184
COL18A1,0.031691722080483944,-0.03841025342626772,-0.036284425088432416,-0.010987804128642472,0.028997898609488305
NODAL,0.05792429258187616,-0.019295490506232794,-0.025128283391242266,-0.01767037116765797,-0.014808537914923866
INHBB,-0.0034240845996781773,0.035250846020276796,0.1816570449637732,0.09990504569536418,0.03036121384180457
LCN1,,,,-0.016687430557242377,
ARF4,-0.01812447833159694,0.013224334754967261,-0.10369192755088442,-0.04522777427291691,0.006560616112421633
CXCL14,0.03590398294156582,-0.01844790474336589,-0.023738609315270998,-0.02396840479250457,0.05556704105847702
LIF,-0.0026896805882136643,-0.023244296446491456,-0.07891129836283875,0.007455102261765781,-0.01377069593658822
IL17B,,,0.0602126464312406,0.03460896606472311,0.06474048272575673
MMP1,,,0.04052793790394765,0.08231668475357755,-0.01334080882218037
MATN1,,-0.01142784237411267,,0.012616276930918807,-0.018987082543564168
ADAM28,0.08333467201885038,-0.00462453563446654,0.046608087310663716,0.023366104201572247,0.03970485081761161
TCN2,-0.00909637521297103,-0.051661229939479116,-0.013838858559716647,-0.002146590998672919,0.03580606369032103
THPO,0.003769020519533715,-0.01142784368685771,0.017123833622144667,,-0.016470414666224033
CUBN,0.005248297742100233,-0.012033898849586954,-0.0003793109927954208,-0.003994233481812046,0.006357463151578321
TIMP3,-0.029091258933737204,-0.057154948560527,-0.06656790842593845,0.04562944236387877,0.03760112480031652
PIGF,-0.013631359824550045,-0.0257980606618482,-0.001711152384931007,-0.010906182549980346,-0.04445991736608275
CRH,-0.012834800648891613,-0.015630346746700916,,-0.010476003711290613,0.07029042615371535
BDNF,0.053187848986602664,-0.012870687084605311,-0.04717363517148058,0.014674005146804597,-0.01145723219179177
CCL5,-0.034782276225799366,0.006015544532725026,-0.10480714888601081,0.012882503321727105,-0.021010730535104164
GAD1,-0.01564373947824945,-0.005321226640804679,0.11416500125023755,0.06501315830263782,0.04310305207298707
COL14A1,0.012821814086169496,0.031165241206531757,-0.071425929711742,0.03208784598041598,0.004312363497007407
HLA-A,-0.003569920434016993,0.08277948896308027,-0.05830605983440393,0.027516026042728684,0.023593284153713437
FGF18,-0.01019715313395307,,,-0.026049139722293325,-0.023053866947330432
ADM,0.05126919129802414,0.11586728472562959,0.09773531001960518,0.066800321876829,0.01737131604772354
GNAI2,-0.009532113377983037,-0.010636006004940033,0.02261922441076402,-0.033035039953571724,0.04486360361696639
COL11A1,-0.05936367905459612,-0.03443290376940549,0.005631768408014011,0.06881111644460784,0.007891166546682744
NUCB2,-0.04429250992690805,0.015437306141190894,-0.039983880889812126,-0.0020800993924541236,-0.018670804257960395
CXCL1,-0.03375762520893181,-0.015503246851737236,-0.043328864686493135,-0.007146053526464456,-0.03805495290990718
VCAN,-0.0121754111171015,0.01989195701675364,-0.020160127626537263,-0.037416963423433196,-0.00877851570199229
MMP7,-0.02027263406967931,0.05684095528740807,-0.004844200889194797,0.028645135976775354,0.026269123464378458
PTPN6,0.043826522933615,-0.030885683555205004,-0.055879822119856676,0.025671530228953358,0.05071962615539643
PTGS2,-0.03330969023558062,-0.02637825121142682,-0.033172762089860024,0.036656454106197715,-0.02427340858833494
XCL1,-0.011094867548524436,,,,
CD58,-0.05612626450672679,0.03153634057033654,-0.02873608612348023,-0.0256924327237015,-0.023684868550184902
TNFSF14,-0.03690130728696775,,-0.05593835461752811,-0.028398968576426438,-0.019263427798336716
CNTN4,-0.019939473064415077,-0.03593950200307695,,-0.028895237425330986,-0.0073473621680942075
NTF4,-0.014034521578678355,,,,
INSL3,-0.010197151133840999,,,-0.01648429184617349,-0.01926342593717942
BTLA,-0.016185977809096,,,,
MFNG,0.018291920359425607,0.016613543087541965,-0.023152325375245388,0.00559566562352577,-0.041917684261933465
ICAM1,-0.05526546500411641,0.00852922877359909,-0.08917930451966034,0.07258257552905065,-0.005442658643044179
PROS1,-0.004443856803637954,-0.00625688551297585,-0.052844008771547456,0.05343562415791116,0.03757098816419295
CLCF1,-0.06259529956216377,-0.03403274829510964,0.02355034767200082,0.029068177687277305,0.07660590996710645
PSAP,0.03837241072814314,-0.05569382328730204,-0.09852241930702894,0.05098753699196781,0.027885329940186568
EFEMP1,-0.06892462845393454,0.02614598756470344,-0.09153453682923868,0.06735414033153729,-0.0036137291435324407
C1QTNF1,0.033965490459271615,0.04010971252955974,-0.10081036668787509,0.026280458362239547,0.030810901272254908
ALB,-0.01810358601369183,-0.010665306652968377,0.025409746223154877,0.007228598162827816,-0.032246497116675474
CCL13,,,,,-0.02160793505325643
EFNA3,-0.014477851886429626,0.05824793861658394,0.0873257925362044,0.05212300676255193,-0.007387651854836281
DRAXIN,0.016816703433006952,0.04639126642305418,0.07604764048399966,-0.014825058465231593,-0.026454984794355214
RAET1L,,,,0.032609038537428206,0.057201735055983145
NPTX2,0.0006470552105382827,0.07009285473907746,-0.004011379768831893,-0.028706535405953377,-0.027083226999688282
FGF11,-0.02894760127842214,0.10226485741633459,0.0861373779575997,0.0761465373111392,0.02196125731494516
CD59,0.004973626063035696,-0.0713407232831596,-0.07174897971757542,0.0013438142843789668,0.019950033909136484
COL9A2,0.021389263077421537,-0.03693528990112015,0.0320073157053105,-0.0021361969111331185,0.03598130394502123
DLL3,0.01555823992175505,-0.0152958614067014,-0.015110761661409811,0.0076584241220301625,0.018760689173374506
LIN7C,0.07874648492769577,0.0111495773250194,0.04258052984721775,0.021255284294381213,0.032584487704979556
GDF7,-0.002493428586968197,,,-0.014305268809126994,-0.01566004089073077
PSPN,-0.042748898508591454,0.0868394993251537,-0.004135965297966175,0.04623814275571517,0.03338571879938803
ANGPT1,0.02731869747760745,-0.018111050604119387,0.1306488105166944,0.048258344008777695,0.02245472218175182
PNOC,0.01091426924200901,-0.02261187512333593,,-0.01521228577610852,0.1016803091181672
L1CAM,-0.017786766420506236,-0.054479094660044726,-0.0018069870605051008,0.021686685338389577,0.009977016061181532
APOA1,0.058178134380939016,-0.014111672630363677,0.07127117353655717,0.09861758891776048,-0.022680640660372915
PSEN1,-0.010065397180343699,0.05710702809058378,-0.06180293472780888,0.03249313681799371,0.08061247051782189
CALM2,-0.019157441478104754,-0.10425575941456922,-0.030493117273607505,-0.06701099523470708,-0.008436464681766051
CLEC2B,-0.0008908633614525497,0.004016149635660079,0.021019525431957172,0.03225257913746562,-0.02405568782453282
NTNG1,-0.028255556525407934,-0.03456559746695313,-0.020652999883498228,-0.028826984565108543,-0.010819132451625671
LRIG1,-0.030491605738768912,0.01578939222082484,0.011977396309652518,-0.017218806177615054,0.05244821187447659
CPAMD8,-0.012061410253045673,-0.021107073561736422,,-0.01607081420613042,
GHRL,-0.03217199577769344,-0.014585022319422701,0.07982345609642043,,0.1386375204333099
NPY,0.03470647076627905,0.020975766571075055,0.04306810373771248,0.06239872528328892,0.006852432085026616
MMP2,0.003697310434113349,-0.0018919078718441485,-0.07613322824478952,-0.02835765291175462,-0.017382331153168996
LHB,-0.010504577449537162,,,,
PPY,-0.018285405646171916,,,0.10240207784992943,-0.034344838778805606
ALKAL2,-0.010351962323523511,0.020972781585140054,0.06736716278543146,-0.024064171051977327,0.027120344635797405
CSF1,-0.023830643637729642,-0.013414929273979038,-0.08466700533058899,0.011364166050659286,-0.006663923215256441
SEMA4C,0.023828181984028564,-0.0213252310164482,-0.06253177798939266,0.020787129231253754,-0.011504463537593452
ICAM2,0.036192833506794864,-0.03734390861770077,-0.07831119680627908,0.03287629723027642,-0.022827152862085805
SYTL3,-0.034027143556093854,0.06211164514655442,0.013724077327516177,0.07381824486449277,-0.02013715671167895
IL1A,0.005194238715203589,-0.021964288143376722,-0.09252793974010777,0.09363833564665279,-0.009688819166138654
HLA-G,-0.01109486654656471,,-0.05159592678482701,0.09326201630075708,0.028976555925543143
PGF,0.0068237850690802525,0.028168846818560498,-0.12356054593448622,0.02384038064241005,-0.04522629097229771
LGALS8,-0.050450870281764496,0.017487836031092413,0.040123214123507035,0.01935217204536282,0.06636920241322075
DKK3,0.04174227633564353,-0.039575546052206284,-0.08713025915277736,0.030865934028012663,0.018001575066063067
COL16A1,-0.018678187552267564,0.0036665136562704374,-0.07389395121649887,-0.03419386725488091,-0.026206581055868067
TPH1,0.009434896037757476,-0.013752909592583374,-0.06709543836315747,0.015510952181595608,-0.044352012264608935
TNC,-0.02331441113270721,0.03062398978505002,0.007579727560938623,-0.006165544352954028,-0.002961291181020193
TNFSF9,0.046064692491087425,-0.023333470653351153,,-0.024161195332554904,-0.00866549571603519
C4A,-0.012453786123052445,-0.01208932997615188,-0.0605910281365871,,-0.015825201801303583
CNTN2,0.0028941731833439315,-0.0631928318097981,-0.027790201731707823,-0.02141281049479184,0.047952911523513296
F7,,,,,-0.01566004240501846
LUM,0.07228632426667007,-0.003961749383098316,-0.05317409935927884,-0.009943601495595627,-0.0006846621883413945
BTC,0.02364817698453802,,,0.026732666185273778,-0.0151545252883751
APOC1,-0.009215709481708603,0.03770273651312209,-0.1472461212489706,0.023062126956716784,0.0630930299145453
PKM,0.0650144538331999,0.12923330434809707,0.03299014945153713,0.04439805499707498,0.01365923341696696
TNF,-0.004303172523733445,-0.01658791213981167,-0.07760271231675694,-0.01668742417249661,
GNAS,0.03945257590062994,0.06117191681569127,0.08556528362905022,-0.08006460346569243,0.044432606103821916
BMP8B,-0.016084698597073507,0.01983054886361455,0.051786364195080044,0.02723342996287616,0.05229851279020553
LIPH,-0.015777312666661995,,0.1064373318288937,-0.01860504231201452,0.005019286294105077
CCL28,,0.11160164519628823,-0.023026568161442988,,
PTPN11,0.037874841810048014,0.003931205710192071,0.07557840950186148,-0.05998228893924624,-0.031108415462201663
ADAM12,-0.029442168718535163,0.027393176920411707,-0.1129307067092893,-0.018751507982059133,0.028092794309255143
EPO,0.0017170180838471374,0.08552466609013995,,0.02297438778836867,-0.014982464818044
EDN3,-0.020023214607397345,-0.013894821192643665,,0.046057839600355734,-0.0004730139949685716
CCL22,,,,-0.01767036337587198,-0.013146460650878726
CCL2,0.0004140397446056063,0.03542347780102131,-0.13274710460104125,-0.013402269891698529,-0.01681529700663964
DSCAM,-0.0038414473628034947,0.02534852065333647,-0.032138189360477354,0.03050339499069862,0.01391120853401419
ANG,-0.027682482054567123,0.08706497230659217,0.15051999989076584,0.07724789148391618,-0.047738254850739126
FBLN2,-0.024389036150838435,-0.04054389128319991,0.06090468380018275,0.07983552524842417,-0.06368567459345799
VTN,0.00737051041574438,-0.011427841535414691,0.0029160148417197843,-0.013587371620353016,-0.019400269756316296
VEGFA,-0.025426890504427486,0.12332651874498445,0.07650913774221872,0.0401041090118486,-0.018175315489887156
F10,,,,-0.023205989479830626,-0.025948663109389092
SERPINA1,-0.00911925844472111,0.022496279855902968,-0.0072092618186791815,-0.02998780639339049,0.06294076660953275
VWF,0.036694039859008196,-0.06767895077937958,-0.08274708632327282,-0.007886790029524426,0.03646732795926996
GDNF,-0.013082993646018077,-0.01375291054121208,,-8.992961811415261e-05,0.05331720669614293
VASP,0.023386765242172043,-0.004782330619580108,0.018405059435985815,0.039051986115820884,0.016027277299663488
ADAM15,0.037742841899663634,-0.0332644426316293,-0.13409679524153065,0.0027077310452486283,0.015484700925922199
WNT2,,-0.012870685228143733,0.06726227987573768,0.0007296483084268784,-0.0179897985137255
CALCB,,,,-0.02350366579250239,-0.023403261773158827
OLFM2,-0.03250648805924245,0.02686394724547646,0.06668031369146325,-0.0029961947784485216,0.003629813161669618
MFAP2,-0.030590501037652647,0.009387892512813063,-0.004860931596829119,0.0075396010791744916,0.03093347510690443
HLA-C,0.008827004241120408,0.05279932527275569,0.007075807459176273,0.0619763493013973,0.08750418178459655
THBS1,-0.012883454424457682,-0.03085005826068437,-0.09779870945298602,-0.040474766219363356,0.0007284958326498377
HSPA4,-0.0262490284929597,-0.05059288255058229,-0.12708039892167575,-0.04257431722691189,0.0007550202577317535
LMAN1,-0.004780641926538555,0.02787571706687673,-0.055103060981031064,0.006154154334203174,0.029136001294805612
LYPD3,0.037288199355234065,,0.020056432416478594,-0.014232642284371606,-0.02386231724123041
APOE,0.05713911813855569,-0.04842962351470023,-0.12781943270298474,-0.016963010882817632,0.05652452087860583
SOSTDC1,,-0.02091250881865056,,0.034241438697540934,-0.04047673459661799
ANXA1,-0.05026339998186825,0.04519608224499839,-0.057456849676089584,0.05277616600116377,0.0015293468819790503
WNT2B,-0.0074935654856542935,-0.006769657110814832,-0.022146504843468036,-0.004131421135138499,0.017761531949155213
AMH,-0.01638682155596895,0.04256606765622299,,-0.020452631521600734,-0.04206495983195065
GDF10,,-0.026458789497986697,-0.10597399481834084,-0.015615225994206733,-0.03242512310280487
EFNB3,0.0009194470520259684,-0.007702220646703652,0.04364799466974258,-0.01869347890224876,-0.03334400409988261
LTB,-0.02794245231421655,0.08260166709815761,0.016714781370510263,0.04984168929776706,-0.031977174770755214
ANGPT2,0.027469826502841202,-0.008978529926315072,-0.06785136199080337,0.02368825756796839,0.007023491083835628
NRTN,,,,,-0.013340809878690883
ADAM17,-0.0217071021455737,-0.007307368230305706,-0.04506292855052243,-0.014942942556955689,0.0030153531059277827
LRPAP1,0.05425534230915887,0.04556592793971134,-0.04232003635638464,0.06960513198504126,0.07083663260552894
NID1,0.058945569219134734,-0.029933354314840132,-0.0796070305835517,-0.017701290333448912,0.01995480451522413
MST1,-0.012741065627964556,0.08512981471030488,-0.038701128075809686,0.027667480114862853,-0.0609375031694518
IL13,,0.06880337748850322,0.0009160844851045321,,
DCN,0.006366757333935241,-0.04704907168383887,-0.07778998374742561,-0.0003020587359592731,-0.012146904381018005
IGFL2,,,,-0.019145632875950513,
COL7A1,0.06264507548743554,-0.010667031012537574,0.07062508659811881,0.06621290004343565,-0.04625781908265249
CALR,0.06416604117187162,0.06221139192177064,-0.07532445318421498,-0.0647840168138361,0.01237268484284662
PIGA,0.03224115927059564,0.02380932222420997,0.030602387252180122,0.05310010873476914,0.021495906553095027
CD200,0.04100425132534998,-0.055427544594150786,-0.09094693218036054,-0.023745408769923017,-0.018262590204597005
GRP,,-0.013894823283917897,,-0.01804960710146536,0.08621889289308449
CDH1,0.007152772158282455,-0.007670585233207491,-0.04427107038521906,-0.009385657153691638,0.05052435354649787
LPL,0.04207040303923661,-0.029726152035034294,0.043811858664296786,0.041682425914433344,0.03002274262205895
SEMA5A,0.013500587609754963,-0.028442734730462233,-0.01881735035134243,0.01086127741578115,0.04178435599710516
SEMA7A,0.013798351860514733,0.055333759112137844,0.030627764158527047,0.002509411982217543,0.05235064220853497
SEMA4G,-0.026413605305140395,-0.016803558916464192,-0.0692353982701966,-0.04066887635394265,0.014256181580026414
SEMA3B,0.04005089704781771,-0.030683124512484866,0.013262282014506828,-0.011105507828487921,0.06765491446958595
RPH3A,-0.009068490222565196,-0.003829099860886761,-0.09093934724368363,0.010324286808867045,-0.0006540899135830601
JAG2,0.027540281886616055,-0.024747391376611527,-0.09602558408523844,0.018119290856715233,0.02681538111821567
CGN,-0.004086722190201365,0.07457870408700525,-0.014578527497762483,0.01361262861873285,0.03601165667974768
GDF15,0.0013821042230069767,0.13302788000508803,0.05418462038908613,0.016830076130040162,0.01671801501050633
SEMA4F,-0.03636847214832983,0.056338267685512186,0.08528127057409604,0.017228389909640325,0.001466390314738464
NXPH1,-0.030216062377385847,-0.017644044597194326,0.050561395793274504,-0.012602857081210107,-0.004349860751993483
ARF1,-0.028124084547496465,0.005506901788468246,-0.049986027447768595,-0.016425477878300922,-0.03893197335776322
EBI3,-0.02987242377013824,-0.026297513816180344,-0.04133304327605799,0.05428412960454176,0.03710091168947106
TIMP1,0.05695278787761591,0.013944155982047466,-0.061776814833022366,0.023446670977731218,0.0038922351732845334
SEMA3C,-0.024600883681555732,-0.03846412613968629,-0.009104538335961315,-0.030862894768298767,0.014197753042716981
GAS6,0.050678414945205065,0.07777340186089035,-0.06353236729240598,-0.0006866798707776915,0.013851572307003634
