,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
TG,0.09857099966781653,-0.0052775818005441595,0.0021179449298675415,,0.0011277064397658672,-0.04360336314314139,0.024137984292711783,-0.028636126292881738,-0.028318975647201948,0.013891779995487064,,0.07753739819348246,0.13874915549245903,0.006016588616458342,0.019006417139281525,-0.00787353059515674,0.060201430866137946,,-0.03465748992278116,0.07023813748275785,0.00431188593136328,
ADA,0.033754120087030236,-0.016454737179356804,0.003937678206465984,0.026500790434160443,0.010268541967868085,-0.014648501589060342,-0.044692291173269685,-0.13847330990920886,-0.002963446971268166,-0.03730863535728535,-0.08053712751751753,0.08191369187241133,-0.0489476364445319,0.05222286247225947,0.07486914471276317,0.07035597417288976,0.07625411530920903,0.03777199651943774,0.046206523667859704,0.0036079678854235232,0.050192899207755284,-0.034606554834205314
LAMC3,0.07332091654257364,0.02951646425957636,0.04713464938701077,-0.008256805256305899,-0.056372924684736266,0.010975175544456602,-0.02028773156553196,-0.09038962581180432,-0.027019362339507948,-0.012091096335743179,-0.03287960764154865,0.025717551083883777,0.04318469838176072,-0.06631360703971521,-0.08876378501086514,-0.0018871325175467992,0.07452039663921707,0.11839364645148089,0.09356507354075394,0.026404537822705094,0.03485346553846402,0.013644128347045667
CCL7,,-0.009511320784624128,,,0.08323579802162083,-0.031673396099363454,,,,,,,,,,-0.02426085440442828,,,,0.04282256254494581,-0.08503213519456661,
NGF,0.07263476733845214,0.0048513107599833126,,,0.0633315616607004,-0.027940149087643085,0.044840088207746605,,,,0.06694314978317417,0.10739808863020842,,,,0.0416044952267629,0.04239464622082875,,-0.02164396107466538,-0.03404973091441172,0.10581016505511673,
TNFSF15,0.049413753961458175,,,,0.04305000379213932,-0.028445495919774914,-0.02477386348216813,,,,,-0.005560594035459809,,0.10115328628775579,,-0.014636548538144558,,,-0.0261498231020521,-0.00906275370785021,0.04397368669313638,
HMGB1,0.09846301376024832,0.020392303871654166,0.05954838038133817,0.046452185510215814,-0.004737586156746365,0.033796978228060624,0.03520582285551046,-0.16688611218928978,0.028471491357130133,0.07663875497749176,-0.03553791313668076,0.09261444412579964,-0.016513594468251968,-0.03950829928606365,-0.06461788862612647,-0.02897206856581505,-0.10603846399229576,0.0039909077797662985,0.04314600036600125,0.009297136865653562,-0.005802807680139093,-0.0500252532145646
ITGB3BP,-0.06299456057353234,-0.0038794171964153133,0.02534036067867878,-0.01756423030299752,0.07005665471759992,0.0562303964675086,0.01754382393092419,-0.1736021773392887,-0.013618876787317874,0.030879640004450423,-0.049562432901801276,0.12156886318449127,0.028768549157595247,0.09818342965255725,-0.06414423997247183,0.016599529392171776,-0.004239840598051995,0.1210412063978088,0.011202245682366264,0.09201020013662392,0.013077269035709457,-0.059420461749884655
AANAT,-0.03119459853691201,0.03717443108723796,,,-0.014894783084476193,-0.018983316423773614,,0.034043381565372774,-0.013553201850936484,-0.026480376868928724,0.02902781994785725,,-0.01260963522745167,,-0.0760085917525799,-0.03392656113012957,0.08614303132187391,0.0029186001430373514,,0.10433071065179082,-0.0014138841687051657,
RELN,-0.04288531512291128,-0.02297458697350986,-0.010794618760252166,0.03190005719098401,0.0335178827944441,0.053132778655195986,0.028574245597526263,0.10391066420090403,0.029023580359802584,0.06671886684860578,-0.03850613190397459,,0.014900460869354067,,,,,0.04690643659494981,-0.0315861523900735,,-0.018780692525352437,0.1145239397459502
IL15,0.055346667141251166,0.010859066205651675,0.04138411232322373,,0.06745750658601989,0.09234791845567494,0.04228049711451619,-0.0558257027283592,-0.002177479587984031,0.008164570461222365,-0.029071020953144053,-0.011405501982939149,0.001797348917655363,0.009142226378219973,-0.04560375028530343,0.025893276997519518,-0.02518920083936305,0.07273503265138484,-0.03058043885356637,0.08334781972449135,-0.04815155246112731,
UTS2,,,,,,,,-0.07059830013312204,,,,,,-0.04856384018746796,0.07110947304226728,0.005014757569613629,,,,,,
BSG,-0.08466400831893946,0.0305399162708573,0.01931693617400425,0.004391386259093812,0.02095991427324204,0.03136973960151667,0.078064640513741,0.10794604379152316,-0.07742158728185008,-0.014741001307601238,0.015732589067623835,-0.1849333707736401,0.007027236050076423,0.051657043113944576,0.05492256512327825,-0.015425777326749397,-0.04074262557534634,0.11539440112953363,-0.07615509227093448,0.039622657711891815,0.053731186258197505,0.06232835216894565
ADAMTS3,0.023794411228485884,0.002721984150092782,-0.01723350747438321,,-0.009172022431843136,0.06847563501446523,0.013217674899113309,-0.17557911924286473,0.0735434862932987,0.03773135077128966,0.02200398540630436,0.06428123662945955,0.007290615972065001,0.07805660343152734,0.11408543996993907,0.10141276940265372,0.09005325302410644,0.04441286027825591,0.05731015301247703,0.09768200323967753,-0.05023171444885122,
CD34,0.1712439475318584,0.009604731588659494,-0.03777214813194005,0.0366175111870624,-0.030017295001568377,0.09299630959336701,-0.03291944639033909,-0.031450747212039484,0.0678557915683453,-0.00031689655745002705,-0.01404780104427765,0.013647600132037047,-0.005743393102917945,0.008612728154521814,-0.0898253373484108,0.02049413007903096,0.08093167863130882,0.0985271359755214,0.0024397898326956797,-0.001925990885292346,0.054053079734519734,0.08261691079720912
CCL23,,,,,,,,-0.02435232534024627,,,,,,-0.03129568386497002,,,,,,,,
PLAT,0.12077824528539673,0.07560557852568904,-0.0233629967454328,0.07841902781662699,-0.0751426502325035,0.032329815402466884,-0.09824483110956164,-0.14683760808924518,-0.06685236236974847,0.0025138281667101544,-0.004394159793413789,-0.04106110266906731,-0.07405661315931067,0.03956534283630993,0.14166981519038052,0.001384699108666121,0.11474483220449362,0.06767290126779431,0.08063705592541158,0.036348907441729764,0.02447730014937747,-0.04669625719132947
NTF3,,,,,,,,,,0.047452756743284745,,0.13556421308049668,,,,0.025276216560185687,0.18206240939010285,,0.035539632653784986,,,
LTA,,,-0.017760011848892494,,-0.013532861470378662,,,,-0.012787597579212426,,,,-0.014876033053319072,,,,,,,0.0261800578616654,,
CKLF,-0.002597758126785591,0.06819617456322656,-0.016919107047755014,0.09095159134274787,0.035287529774996836,0.047045794974129224,-0.037846411196507425,-0.1767289821900776,-0.010234756426406363,-0.04526532764150095,-0.014108657744982942,0.1479659144623113,-0.062062891847055615,-0.012821342444616054,-0.0770824659152314,0.09291205420765813,0.09365910421460193,0.004043205192312335,0.058335338090393644,0.06687284425331763,-0.050919031186117854,-0.027288838015254592
APELA,,,,,,,,,,,,-0.045985492166215544,,,,,,,,,,
CD24,-0.018961230926425387,0.045746291441833696,0.014297508030296927,0.05361806821574811,0.03370334474211294,0.12360478710604926,-0.08563857590905896,0.011731952762966244,0.05489936334259263,-0.02980924466156354,0.12296326218626151,0.2872754437757947,0.011911894282739923,0.04835216600157197,0.07221824467488736,0.053216202501061634,0.07048285481169776,-0.02909454389954091,-0.0061067565334425285,0.017456103905281437,0.08412602203885848,0.03693175206395836
HSP90AA1,0.05220270178824289,-0.04549764984133067,0.013733289366756603,-0.14169720595430746,-0.022237697964740084,0.016277748663803302,0.023936134173417344,0.19206946511154424,0.07555629743273633,-0.004829964858672228,0.1167420002037,0.14643123072348654,0.0629370359133385,-0.02699191907570144,-0.20918191040031203,-0.22012903271708836,-0.2720227361466494,0.004113558235212734,-0.067585318294588,-0.03035937795348647,-0.005706753376369721,-0.01504256922765665
BMP4,0.07624002231610985,0.012616662094659621,-0.018826653651821734,0.012360484905519949,0.02480705545692715,0.05807098227181906,0.03688090577450374,0.0013878058276033652,0.05596171767758147,0.016049217383831423,-0.006035509017007755,-0.03471720419903882,-0.013310485319607558,0.03778679479534854,0.02182561948846498,0.019246576680573828,0.055187683192801575,-0.002226978388203915,-0.04854669022327777,0.002365729357843768,0.0434318872559309,
SCGB3A1,,-0.03310973805655601,,-0.03648051364715195,,-0.027195776570234722,-0.009637610366017929,,,-0.02233645688528448,-0.023686744589407144,0.010018101467774189,-0.028266210903807064,-0.03862138806608559,0.13736288914400624,0.06139554948013671,0.05598756746523017,,-0.004933110504569068,-0.01648293019499673,0.060152865785106556,
IGFBP4,0.02204972495969239,0.03983978435899096,0.03533809102646065,0.15182006440783696,-0.04374634485232694,-0.04318648768786619,-0.0205277025633505,-0.08535638767739923,0.029442506361383344,0.04555498479829551,-0.09504647698561157,-0.003449874888186302,0.01464893653238546,-0.041047121147339695,-0.14002114483854422,-0.01870050204184881,-0.08034926478552003,0.09683711409336784,-0.01400860041940795,-0.01102573422636013,0.13053606549717325,0.04392461677333145
RSPO4,-0.030384128863569667,,-0.01762953984525169,,-0.02398482005014554,0.03241160265883885,,,-0.004403361861581277,-0.02233645361807237,,,0.0005276150382002738,,,,,,-0.01495569909619884,0.02976351703757283,0.02774104281848158,
LEFTY2,-0.0011655210578679774,0.08409659141680045,0.018422902576893732,0.07303275711873883,0.026989732228550573,0.03868618635114989,-0.0154956056916638,-0.11742443475254563,0.05107592477663523,-0.012493228432120097,0.03755919299767853,-0.07712635022922544,-0.0349756849970801,0.022523444775261775,0.12555680680340245,-0.03225040682929743,-0.018484747633653077,0.1242450043617813,0.015633670387073206,0.05289114370822774,-0.0009641293211607509,
PF4,,-0.0003950246558939794,-0.016155144614642895,,0.03982547470131545,,,,,,,,,,,,0.00024828058023139676,,,0.06138828745614905,-0.03380814301893058,
ANGPTL2,0.11754932007422957,0.0917406925107251,0.016585494185858862,0.14450693096173026,0.006705929931530527,0.03293515207934792,-0.0003511856014464994,-0.14988069731142023,0.08382977124036387,0.0032208758997171634,-0.05536355749648561,0.073456656685774,-0.009927810957745043,0.039806436001192706,0.1524560308220544,0.08649303860541753,0.15975663155297334,0.014782768930239122,0.01632739581290439,-0.04571930957737059,0.09292177694162986,0.02770373895179939
LRIG2,-0.06927749240873247,-0.026432382914512637,0.02618725133778956,0.04276679668961151,-0.0007324969732354169,0.03678100119912867,-0.038473787374955146,-0.08738232068082064,0.05018919058063523,0.008010041676296589,0.03417732790131629,0.08985167248389186,-0.025512676341510627,-0.07790975776116933,0.012848234494645535,0.04844426571488772,0.07175072891864698,0.033011398402459896,0.018790511225734677,0.02807636617033448,0.011157862072079472,-0.019916897301705146
ICOSLG,0.06520941807316324,0.10117232622038654,0.005719707094692817,0.003096879931542973,-0.01966706693097767,0.02754131887306058,-0.04736453712166188,-0.10678867093333055,0.040273751868027216,-0.006804128144238355,-0.0633386762960875,0.06619427686877864,-0.06118449823780866,0.030231258424997833,-0.08204249132225042,0.037053524465076024,0.09194790989206195,0.060258465049789954,-0.02552931538524689,0.0353695138183099,0.06349348085563795,0.03701874513086531
WIF1,0.14357539316889287,0.00675058823719286,,-0.022208966696978215,,0.11801825685804247,0.10838413094911378,0.3209688720544231,-0.006614053019411896,0.0401108572607805,0.19005512712927525,,0.13966600313326105,,,,,,0.022749772433671156,,0.055029259958316125,0.07732401253335114
NPPC,0.029930770957521304,0.004009413604785806,,-0.060853173769946124,0.03423184961149921,-0.05306320763661618,0.0336540719762157,0.032249408717887104,0.15936705151643862,0.006711018172634172,-0.011559342792279248,,0.05806469455326107,-0.027650810778925977,-0.018680135724964273,-0.006362714863394246,0.06737338103343585,-0.019585470767974605,-0.00339768604921376,,0.10710595623922928,0.04928803174669126
LYZ,-0.06542688065917929,0.004607352603798562,0.001568715814913546,0.06655091090003742,-0.005206151392043536,-0.029652639976950636,0.05170119086306249,-0.09212063244495597,-0.04601439213433383,-0.010691983977786585,-0.09188797016891151,0.10804886196514171,-0.017513977736357017,0.0678751764357737,0.050369424435872404,0.00843364072862629,0.040678524029178924,-0.0015001782314018313,0.053003891190582554,-0.04069139229536885,-0.03469984814522035,-0.02445412946534157
EREG,,,,-0.07045190773982424,,-0.05420163139332725,,,,,-0.02002388253502468,0.096698218818256,,,,-0.017241711078121696,0.044537115154794873,,-0.036964384143891436,0.02642619631347053,-0.03954380663968014,
SPTAN1,0.09219984951208027,0.0371665331420105,0.008499967978037476,0.11305816624307835,0.008572111927019024,0.10679968260568344,0.036965290929145696,0.051920513389243445,0.026976775012696675,0.0010260308048421366,0.12297965809893464,0.03810666352848016,0.059675760082894345,0.0028753112665672923,0.10875614493770742,0.09903195609137788,0.13277639857571338,0.0022249558172166687,0.023147904478217192,0.12637514593628987,0.0342045977249032,0.015276628841685314
PTH2,,,,,,,,,,,,,,,,,,,0.007843836179331393,,,
LIPC,-0.03623377309468602,0.02208763271715927,-0.02431435604985017,,0.01728206415694789,-0.0022821538750086375,0.004212016036664287,-0.055977198242294864,0.03488250828277208,,0.02945494082566926,-0.02030140924898752,0.022037302443305633,0.07343445759355915,-0.05663401528739682,,,0.005549283520435607,,0.08193645243023143,-0.08073688003357703,
COL8A1,0.03078654141013779,0.0336614313167176,0.04721992433673507,0.08465224427373368,-0.045673475650250435,0.03368754849225854,-0.07583746121753683,-0.07505956239974321,0.004021370416965474,0.00595084835538934,0.03737607018515347,-0.20883330084123444,-0.04968706699206278,-0.06492109535362063,0.06546325840014591,0.07271651659187897,0.025866163480018828,0.05194678671068662,-0.031147988993442417,-0.05060032016423836,0.0579485932928673,
GSTM2,0.028047314485920655,0.031170147327939525,-0.0354000944081072,0.007210282542295115,0.01113828349064877,0.024587792522755583,-0.03810064627708726,0.06117458884721088,-0.04192291556714168,0.12587512687302924,-0.01646724257602736,0.05736749547506705,0.07607298234443328,0.09560354923997563,0.051221996763373294,0.050208676542678604,0.12217728947226401,0.005621176710265982,-0.06280410053175668,-0.02648374760754036,0.050048828242719445,
IL4,,,,,,,,,,,,,,,0.04860144024674271,,,,,,,
SPX,0.10730016339983812,-0.03682624378607211,-0.07501710968587381,,0.013942045163045286,-0.017592779132289724,0.02561999122929776,0.09333545683080909,0.002839165723111418,-0.019500137843335902,0.03345062131175041,,0.05656616590498251,-0.03665645386880443,,0.029769492652278604,0.03794463314171372,0.023688248426225196,-0.057199502982432926,0.23893498593215504,0.03731073262978825,0.035829048866783
MFGE8,0.013249125207128443,0.02017144183613148,-0.008062091266457383,-0.06477190592283857,-0.022869853865497138,0.04178244215330057,-0.028146227067794613,-0.014759822999713587,0.004365640315548223,-0.015800873767870302,-0.015397120962014147,-0.133815815758969,-0.028018568778607474,0.0024007101558775243,0.06243531790107311,0.0006383520031809291,0.06886864639006125,0.051509909739846545,-0.014077483511954052,-0.006466358203664112,0.08936663011708758,-0.005808845992651956
TGFA,-0.12178214438736971,0.0018104143405247026,-0.03582752548820213,0.06132048005700944,0.00306901339213661,0.07360664379713816,0.06077828917063258,-0.09952739080671695,-0.0370952918962555,0.004480257439425944,-0.008839132976526536,0.030708145418890862,-0.02081975229302476,-0.03357360252723303,-0.018177266154109244,0.09556786366030613,0.13309472438416306,-0.005343425024652866,0.025865634254285848,0.0880817549308186,0.03278789116340436,-0.09167738064400147
SLIT2,0.19018834178830502,0.045046039353742164,-0.001598167777116552,0.08820762580481796,-0.06485265909292591,-0.005017148113693323,0.045054586782883065,0.12870488148609913,0.004368439663460524,0.056717136656516065,0.042640164442549935,-0.038712631530600464,0.06591700520999547,0.09413897701248797,-0.03636899276481855,0.043738430186685905,0.06884550304034044,0.003027728943304561,0.006381272246002518,-0.017823116324796006,0.048165487239543094,0.008956294490227775
PLTP,-0.040303211319991,-0.020004244964936174,0.014940642325395208,0.13269644646460782,-0.05846993911818633,-0.01838736569518779,-0.049284478783007686,-0.1831557098263567,0.05335869816138048,-0.0196750690481447,-0.08744200533865867,-0.007907312249630313,0.023026907425997632,0.04810982923110118,0.12128411416762395,-0.013579721015560459,-0.0829468359547857,0.02953148583198353,-0.028211215831976524,0.008711357351623894,0.09086429113418797,-0.036990556874223826
APOD,0.07868037426231009,0.011720176495136342,-0.016243922543821156,0.09059830482825561,0.02570664951017941,0.08970993158505906,-0.11244600937666048,-0.2099225413078755,0.031872228924364795,0.01676330684513265,-0.14968957826232898,-0.02695403782897291,0.03252017435256528,0.02710278517060966,0.07331465101736007,0.17810966513801765,0.22988276553732323,-0.0803021552473082,0.06284856456363054,-0.0012646753762513762,0.011922469073174938,0.0004950479589141331
