,UKF248,UKF259,UKF269,UKF275,UKF296,ZH1019T1,ZH1019inf
IGFL3,,,-0.013231781339424776,,,,
BMP1,0.02856609006086198,-0.011922710905069684,0.051187683621408804,0.010643186245218464,-0.003983314228844991,-0.05862661956799018,-0.052296312536722116
NDP,0.059354869802479455,0.017760135059193435,0.043002764896267955,0.022791863874865113,-0.009656573315493957,-0.04455376895555748,-0.0013970174375998185
TNFSF18,0.07416234886306446,,0.0380883880077056,-0.013987919506743954,,0.060771865021325915,
RTN4,-0.045688860984137256,0.008031914736725805,-0.07625114613769676,0.010460687569854717,0.003801762725842687,-0.05067887234511186,-0.00018626951620447142
HEBP1,-0.020750856617150894,0.03962807830378284,-0.018559716626665314,-0.03772570873518925,0.023032801060387645,-0.013630629343531351,0.057336463761272584
WNT7B,0.004460531730006129,-0.024032621341573555,0.017270030860871675,0.016880661672815062,-0.003347103863423584,,-0.03139837175171816
PTMA,0.0405437997200511,0.006916720270382005,-0.029503273685404705,0.01711114851994141,0.026883973400740467,0.13852454718657636,-0.060982217447826226
CEACAM1,-0.01647553326032489,-0.02775078760281144,0.06182054224696206,-0.021999664985569045,,0.005996360504998131,-0.028158562705595063
PDAP1,-0.004527982760251831,0.05174556884823194,0.06464728028185841,-0.05043079991938122,0.0518188526588768,0.05841365541007007,0.05502152129022575
QDPR,0.03123853390461916,0.013716488091202902,-0.07627321333950927,-0.03367627587042321,0.004679923824440309,0.08665160741513793,0.025078906563021485
POMC,0.0952774045567053,-0.025842659362972694,-0.0107413393330432,0.0009066369672734476,0.07394710250908139,0.03796610923078816,0.06304184913434185
CCL18,-0.020559908834153286,,,,,,-0.019964883929448833
CCL17,,-0.016084699728025766,,0.014614957905666878,-0.022251090895758243,,
VEGFD,-0.02055991536288731,-0.01792013172591554,0.049694536492690525,-0.018586874078839702,0.012581293643862788,0.0035450142953774794,
TNFSF13,-0.0155151718966487,-0.011094865886182434,,,,,
WNT5A,0.0024120613038594654,0.0019489672881993529,0.09180079258577344,-0.026890525976837394,0.010400400030832924,-0.02076405989754241,0.07186929458647642
CXCL8,-0.025170662108292847,-0.02212582931729814,0.1126654486795988,0.034370178590822836,0.05942710984686154,-0.04620375337534435,-0.035151321493671464
GRN,0.03807169258431986,-0.010316182265121862,0.06420454972880471,0.007193398903320313,0.0552523326356217,-0.012361757795995496,0.05490211032713024
MIA,-0.0409624448735214,-0.03386898144512594,0.07918427509414279,-0.025351345195795634,0.005746225053784416,0.08613501716690257,0.012117102957883215
COL4A4,0.029926893888884656,-0.02253832213694697,-0.013038938378821755,0.01227041727958627,-0.04448493157935919,-0.006648088544407927,-0.02524185138012182
TAC1,-0.0411257332756405,0.03264379691148529,-0.0405862923308872,0.06621794142617746,-0.05349773428603834,,
RARRES2,-0.05493862977561048,0.019818062324036545,0.03498631460889523,-0.021471344809120402,0.03447452295076044,-0.02466051484801826,0.05561587534201758
FGF7,,0.03514305987053821,0.11442152535366854,-0.0018021256493411706,0.03950593911850412,0.013426848305163304,0.10261514906470849
HBEGF,0.011941224303682715,-0.0037476773510130715,-0.00762900533988948,-0.006105785755805012,0.018804162909131544,-0.006350881692791764,0.0191865587288462
CSF3,,-0.019171559601982507,0.013537322010632362,,,,
PI3,-0.02162989093535194,-0.033084323799058825,-0.015533291085357132,,,,
PCSK1N,0.006466019965690367,0.024879084500823732,0.023471724532696032,-0.023413806687772407,-0.046617331497239116,0.016731777493550946,0.03517662512575642
NTS,,,0.07152044864087777,-0.020807158112268614,0.044770649653409135,,
SFRP1,0.03824678002091053,-0.014034522244098905,-0.011758287276717877,-0.015554719929584142,-0.031742851545138145,-0.04247667145781433,0.0014252428029264505
MICA,0.050598152044444504,-0.03885868037457173,0.009690242767409827,-0.010028948869922326,0.008102986904545435,-0.037400623440226724,-0.008149837235891133
TG,-0.03237686857815038,-0.015145473050298109,-0.01664926541865345,-0.017575841226925855,0.013392070851535097,0.15124472334744843,0.1657729801633867
ADA,0.053563734573547454,0.013841308202199405,0.04113385672227267,0.03470885320447228,0.044215133180007804,0.03137027728066028,-0.0418782884401701
LAMC3,0.06795178725031271,-0.039331511948815234,0.04479811284444931,-0.02144109288171957,0.0353013217079931,0.10435953124997119,-0.011768763160334405
CCL7,-0.01307783887367301,-0.010950152816999388,,,,,
NGF,-0.022453999912568176,-0.012773579976254798,,,,-0.02580913418936581,0.01857930494938724
TNFSF15,,-0.012193530726842598,,,,-0.06414278000642026,-0.029963260309615627
HMGB1,0.08862599783296307,0.0301716411823736,0.011256985916558639,0.036027088440357985,0.03161042105251832,-0.09224902775203289,-0.04862265304831777
ITGB3BP,0.008317371873116772,0.047148226413967084,0.035065834208830714,0.030089046123997987,0.0012799189455147543,0.1381459619665708,-0.00957679313080283
