,UKF248,UKF313,ZH1007inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,,0.04266756695372778,
BMP1,0.1473910410581865,0.09567571836534955,-0.0073922701991648975,-0.03745141424402622,-0.01721417984371601,0.05028038933916599,0.11911136969536722,0.16219597185784496
NDP,-0.018398719817491034,0.045619891048882505,-0.021469669752532727,-0.02423008685395616,0.008265395926583487,-0.012073925645084372,-0.05669969988468401,0.05240499674829932
TNFSF18,-0.023094125721860995,,0.09363894931445625,,,,0.08209223383873163,0.0022146022587727658
RTN4,-0.04831668491331623,-0.011530253220959961,-0.0420159955554509,-0.01600720085497211,0.00038968255627651804,-0.06402495368016738,-0.014269266123297153,-0.10982050438659104
HEBP1,0.0016115431691009735,0.005712345340455142,-0.049077481602992044,0.016664520218606364,-0.04410211353939039,0.026276942093940298,-0.01795856207916161,-0.010987277056718838
WNT7B,0.02289697619000579,0.03500499998244524,-0.034440366874423124,0.01682437095034448,-0.01747993889595274,-0.020366673885378588,0.03641440047277977,0.06425540015413399
PTMA,0.041791950895388195,0.10497078082547334,-0.019741729864537573,-0.003965494468730811,0.008078962167347102,0.037452060712406116,0.16255110817035495,0.08882488341988147
FASLG,,,,,,,-0.021561495637494175,
CEACAM1,0.06170824133915343,,,0.06731934246825318,0.011816495353256545,-0.01351765766452986,-0.029999654372292874,
PDAP1,0.001817940271700987,0.08202458101132187,0.07489443291120713,0.006452667212399044,-0.00020469158387011814,0.03973057569684825,-0.04165603842842084,-0.039899434293940814
QDPR,-0.09804461992386146,0.052174001390049865,-0.06413797990402059,-0.0003783198680698633,-0.009443297062840281,-0.04123072286174742,-0.03552844429959752,-0.05491333807976877
POMC,0.0378611566224547,0.028149909519778773,0.021258335060113365,0.017105117785456456,0.013295119508043728,-0.02211311218353496,0.003388008923615232,-0.004093101189618511
CCL18,-0.026366982625287208,0.06358512279417537,,-0.019615538284917838,-0.03705668272767529,-0.01426289707222119,,
CCL17,,,,-0.01924297610524839,-0.02190626475825179,,-0.019543074016415078,
VEGFD,0.0002356123334194694,0.03396045300614485,,,-0.01517513825539513,,,
TNFSF13,-0.019897377518898324,,,0.010241828462256786,0.04516693317295508,-0.015179423569579693,0.03316843860736723,0.04242554114855143
WNT5A,0.021021231180954926,0.010277697464164962,0.012240252741215658,0.005090347554405146,0.06733285195553888,0.04515774514609776,0.008691033537591071,0.036739098471854276
CXCL8,-0.08430213219205007,-0.019674768399042156,,-0.08627232734194401,-0.08708344937185253,-0.04489595089180441,0.03135829762791575,-0.04247475203117437
GRN,0.18378023315758973,-0.030055250658643486,0.03815321155161325,-0.0403289204246367,-0.015823624250676942,0.037927628640224545,0.10465672537152745,0.0048240854934414
MIA,0.007179346999674538,-0.002350012960079769,0.030810363564444,0.14055804694576135,0.06844888613425425,0.04773690665403315,0.06625746539264703,0.05559948993533829
COL4A4,-0.03166653190740583,,,0.1771222676915769,0.009626099950472342,0.12606829328569463,0.00753669253563273,0.004962459748547662
TAC1,-0.055163483137837754,,,,,-0.02332181041532054,-0.025691358017986006,-0.05403956961684438
RARRES2,-0.11362217970182993,-0.058331952978619525,0.02397312636580286,-0.06368618641721494,-0.021093913856004957,0.006014181498723748,-0.011855118625180969,-0.009011227836127808
FGF7,,0.059415696031458264,-0.05488921835903828,-0.014290200258025212,0.01591734557821082,0.03143337404586903,-0.06035502924271272,0.0404413419257674
EFNA2,,,,,-0.014422953344804427,,,
HBEGF,0.1881671550515752,0.09430165663396685,0.04670242797454627,0.0808488883214161,0.044688787163914896,0.0206561590663662,-0.008711750940584868,0.05399408436640486
CSF3,,-0.022935144459986526,,-0.06947850934228846,-0.056347053482273556,-0.019379408756106446,-0.020575842064275988,0.012325722394465739
PI3,-0.027739177400042638,,,-0.166151885705663,-0.11037757286229083,-0.041386408184204145,-0.034694384833301194,-0.06603501831770983
PCSK1N,-0.08765605279513804,-0.045002812321679526,0.0011179275110410466,-0.03518282466214494,0.028354465279272073,-0.01638557816865546,-0.07876039034005472,-0.06718285865301671
NTS,,,,-0.007363641346326777,-0.017571631701635775,0.03809499143668113,-0.03047001635031806,
SFRP1,-0.010569117805236384,0.022303352473602735,-0.037661658818210104,-0.004404815446046777,-0.0033783574237548687,0.020789950071830137,0.14224354225199431,0.039414344120675605
CXCL13,,0.09115713955900111,,0.05922931242347715,0.07585066237787343,0.05564513951135056,,0.14673844914728865
MICA,0.07068226751601178,0.022656099580549427,0.06823610832248767,0.11470021625767314,0.04203035548850691,-0.0033158795655921997,0.04380535499874725,0.09191195431738197
TG,0.003572014481428051,-0.02056605483308087,0.03258750551418848,-0.02556910422412048,-0.02164138530854261,-0.01594955120152648,0.023358150594521527,-0.035007349830003684
ADA,0.10103777176342084,0.0499261371158435,0.04035799979710298,0.09677384389469273,0.011270597427825867,0.003043336295956463,0.12348246121469157,0.05828671733030278
LAMC3,0.21909260785673088,0.06760412620812031,0.03890218173406471,0.09890127790288615,0.03535168901955485,0.07171162617615282,0.09780921055269177,0.10836294019458727
CCL7,-0.016771628373450552,,,-0.028840785663808613,,,-0.021561487970483687,0.0019722828227355265
NGF,0.0825033144896854,0.11118118241574862,,0.04573923643914513,-0.014229084586882938,0.08980141284744607,-0.003068170218151661,0.027055174033096062
TNFSF15,,-0.014605550797187398,-0.036954306195573175,0.0026258872823723915,,-0.012034280134144542,0.0621451169886852,0.1029936015771799
HMGB1,-0.015417923209830283,0.05978047505191533,-0.02884613700690541,-0.015000119815347992,-0.031051273137259843,0.02722414146215712,-0.0456996464207297,0.028844784005737027
ITGB3BP,-0.01794742931853345,0.05955791751046143,-0.013316818795507963,-0.04302510069078715,-0.012653382237368688,0.006615295096085548,0.022021575867494727,0.05704639128450297
AANAT,-0.00995821088669607,,,-0.025301506885348338,-0.019409388808160156,,0.013814323540465337,-0.023913213097081464
RELN,-0.014297613836071308,,,,,0.08965289238193311,,-0.016231951141052896
IL15,-0.016580463502848253,0.04849571482145042,0.04780310769340106,0.06902924974149065,0.061360439205412676,0.020288603333571117,-0.0419751216234378,0.001810330031973812
UTS2,,,0.032707491922861764,-0.0011115689608835707,,,,
BSG,0.03715278578846002,-0.03660840251454867,0.08197859834273843,-0.04600980894078948,-0.028068740650086587,0.03549756961417611,0.002251549628324219,0.09703288721008634
ADAMTS3,0.028222416880332436,0.16564499913513517,0.011137772788954958,0.016460362303842888,0.027325806718779825,-0.007304998133951936,0.02945383184898465,0.050847005251514
CD34,0.11766614726211738,0.09714368990156258,0.011665981422109912,0.009229222154563246,-0.01944110254759651,0.12456259551667892,0.12556798552630696,0.05277396069662438
CCL23,,,-0.03487043490309308,,,,,
PLAT,0.10523818493050494,-0.014212032304886333,-0.01832110035872836,0.06344390631238092,0.09926993989792149,0.003913622209363985,0.07011327060759516,0.054945355518478
NTF3,,-0.0067107541004457205,,0.0392381856369081,0.1341098619800403,0.05103874408624413,,
LTA,,,,,,,-0.03070279732728034,
CKLF,0.011616266416945256,0.010112964789647022,-0.016397976128335077,0.03790309539035224,0.0539547417863519,0.050155887474016794,-0.02643851032594364,0.0024450173171326095
APELA,,0.001292635266056588,,,,,,
CD24,-0.04517510482481174,0.09918643100742819,-0.04287839310827371,0.011262185004248804,0.04316563703081886,0.020457405853128857,-0.11349264280416242,-0.01276370717310971
HSP90AA1,-0.06403340261995483,0.04156430419816094,-0.015429457069849667,-0.15663112983171723,-0.0981578513209952,-0.040844795774887865,-0.06540265427122524,-0.1006495932652625
