,UKF248,UKF251,UKF255,UKF260,UKF266,UKF313,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH881T1
BMP1,-0.0017377889307214692,-0.03332236328165072,-0.03211447167098947,-0.012088347430988204,0.03737670436215445,0.04154168654610667,0.03281458096860398,0.002705300486691981,0.06743119630792664,0.07987594481016481
NDP,0.014522116310441696,-0.008250041302217627,-0.008138948524286364,-0.012998344868277563,0.007615548884520177,0.00875332264165927,0.09476177394084566,0.06835390030557588,0.07725242245934459,0.02474483009500742
TNFSF18,-0.024469139356747407,-0.0271175022818937,,,-0.017375641986847188,,-0.0518269151889027,,,
RTN4,0.008867797542563997,0.011052336252295071,0.007077473764441221,0.04513925545466391,-0.024417917119933616,-0.04645060765293562,0.06800626737690743,0.09463700121413945,0.019605369400178593,0.02705800941220688
HEBP1,-0.029887086578504973,-0.05821448873458509,0.04703608239615746,0.041719660761014334,0.038064723326735946,-0.013097023518220348,-0.009906953016162892,-0.027487066895255607,0.026909385159137413,-0.016477885491905854
WNT7B,-0.015049984525751396,-0.022502053835432242,-0.044700741715816374,0.013282434855221945,-0.018482674373523363,0.025259825119005506,,-0.03491354791957193,0.032228199803707946,0.01933830142289029
PTMA,-0.03288926970642485,0.07490598060613944,-0.07179596824799313,-0.012869584184908127,0.09196445055461296,0.02374831554182562,-0.06266943956982911,-0.02517394769846451,-0.024267585123291698,0.01282242433615209
CEACAM1,-0.015573936606749413,-0.017268972911290065,,-0.021787024189128687,,,-0.03644311715017155,0.11482026438988811,-0.019560873524952047,-0.028477124109635554
PDAP1,-0.01806424093402829,0.04693744654300627,0.033289919555978376,0.04404289115480942,0.04284259710910692,0.0021055252725736906,-0.050428518813974574,-0.06606448678736679,-0.023517830413699328,0.026790329625702894
QDPR,-0.023583244951753932,-0.033978842222123974,-0.011788424488102578,-0.05717475636245666,0.0356977420667469,0.03243120503803677,-0.024264017879011064,0.07785253548199418,0.04421398995027106,0.06093909443644844
POMC,-0.03691196939422438,0.0007984093437598507,,-0.024905136380523975,-0.029506881943220684,0.023927673190494506,0.10272218965261153,-0.025041123399838182,0.009332858283320611,0.030922728784871106
CCL18,-0.019434801396973796,,,,,0.05817822426008062,,-0.035801482727293284,0.006829364653813718,-0.00881496842937602
CCL17,,,,,,,,-0.0138795570543361,0.015568802792486144,
VEGFD,-0.01943480756843351,-0.011754554528598206,,-0.02084459120296867,,-0.00011577799797820726,0.029317826428052668,,-0.019560873524952047,
TNFSF13,-0.014666129450456523,,,,-0.01685074796385037,,,0.16156093864994361,0.10079021757407795,0.06455792909765865
WNT5A,0.04356080059141507,-0.01339898197876044,-0.12759694995813825,0.04780041649729673,0.04378699970898796,-0.04958895485242314,-0.010300931982684697,0.07843312394246627,0.039980825293459275,0.04260590014832318
CXCL8,0.03184693329179253,-0.023159769018848413,0.09609047360813619,0.010964839701386973,-0.023969096053293098,0.020802377038270998,-0.08888879819826065,-0.009489493511140758,-0.07643491477345428,0.008632435647578459
GRN,0.03346868727115154,0.03986472070092297,-0.08192172545677766,0.02648309017028557,-0.029341540805395094,0.07711185152510318,-0.08076416131327742,-0.03710323564641368,0.02696580316207432,0.03121900901107002
MIA,0.01845996103154334,-0.021996991393192788,0.0749273209400344,0.05832362753129498,-0.005653791043384216,-0.02643642819406337,-0.03530804370173379,0.023802781835610614,0.04822160238667989,0.01388536374902828
COL4A4,-0.023341038574551817,0.026248990235180774,0.21316378437388311,0.0677022766454635,0.02975241837214577,,0.05725215504418992,-0.03667371544039846,-0.018188906719263345,0.058801672688574405
TAC1,0.001037623514608027,0.014017886276986781,-0.09865325843893412,0.032433376941872344,-0.03277150230532153,,,,,-0.03435866372748632
RARRES2,-0.07357479114732816,-0.03114891452011586,0.02669875918194646,0.06476682667786,0.006128233754963001,-0.036109731755094035,0.08529459190946168,-0.03673325106348893,-0.06615669225017305,0.04518593091302104
FGF7,,0.04353203699447439,0.03516723772752744,-0.002764723129643661,0.15548062773736307,0.039420963998907585,-0.035118942561513135,-0.03479302810620386,-0.03548854876504314,-0.007907671563546966
EFNA2,,,,,,,,,0.026047113909173553,
HBEGF,0.018308320051533652,0.06080924599323253,-0.06323806292665242,0.03704561249334421,0.03846358948115128,-0.038532580402845615,0.08741958112666215,-0.012821912883292753,0.06460862266697669,0.02296712433212097
CSF3,,,0.03265122674052342,-0.016309618770329704,,0.02420267359606367,,-0.010610451611264907,-0.03740618273899176,-0.04082584734832424
PI3,-0.020446230474935902,,0.1290385221414227,-0.01934556392133715,,,,-0.061878283786040975,-0.06836008471027137,0.02020635376774896
PCSK1N,0.043156763565457654,-0.004899342726105768,-0.03884246360567005,0.042396374123679186,-0.029618795381510063,0.04875254222437058,0.06533366451278505,0.1254558445453203,-0.016855306108890314,0.06422968601735231
NTS,,,,0.02603463043610462,-0.019572335473823848,,,0.06629234732622062,-0.02264997257738563,0.0021202808420853823
SFRP1,-0.01560084589758738,-0.017019792146483616,,-0.023780068762403326,0.07770219148983304,-0.0003212139218355379,-0.034187846856751906,0.01985240887406854,0.030112028439023445,-0.05224421912647903
CXCL13,,-0.034101635342574384,0.04720598930505519,-0.023566351828892343,,0.028707274897520334,,-0.031176330851955335,-0.04776635263586101,-0.012227343491441733
MICA,0.022013514304077678,-0.026331644571473627,0.031242664841270577,-0.04356242643185704,-0.004924968787281367,0.07679057071616097,-0.0040475376983177035,0.008138949482304723,0.0718468384622616,0.11670255332907854
TG,0.015179140254936897,0.03054808539851078,,0.01072691505300703,-0.02259163466424394,-0.022682501274015065,-0.07912679361623914,-0.018442461237072015,0.0014347110728715406,-0.03360029972135362
ADA,-0.0008629380701453628,0.03751644479558405,-0.06260566573491978,-0.020601584196330486,0.00825902478353633,0.028131251364263286,-0.028664043072300967,-0.05792182800610306,0.07902187866193086,0.027683095700306866
LAMC3,0.042199566280425385,0.023219700119500065,-0.059227504445732035,-0.004774978348275215,-0.011530941516884032,-0.019915040423092317,-0.13145924421366034,-0.02318003372374559,0.0591415764071588,0.027299120893783637
CCL7,-0.012362175497064925,,,-0.03124463153774739,,,,-0.02080225677791763,,
NGF,0.06353300278935897,,,0.012861134737976171,0.08589661418691144,0.026095447898794526,-0.03663136382881748,-0.024024941231923936,0.004062016551349092,-0.014350624554642975
TNFSF15,,,,0.008192323768154935,-0.02617671975312278,0.021860113142099055,-0.05574885091750857,-0.020279864466497637,,0.03664275329588038
HMGB1,-0.04421522031534879,-0.004622682154577563,-0.10404800831479492,0.03082862223587537,0.005383943493443958,0.05425864354315832,-0.19883795263681603,-0.057656344196954736,0.004451007224122139,-0.003328843908492172
ITGB3BP,0.048901708187981764,0.012859852309680094,0.08565977821379527,0.052569363746066786,0.08638854254380639,0.01769192083830271,0.06305163712126455,-0.03235674992540916,0.029635860600906557,0.008401447706266432
AANAT,-0.017935635872550856,,,-0.020844594178651532,,,,-0.018249448861503793,-0.02501885605806989,
RELN,-0.017732444120133313,0.026045850929356202,-0.03573212342831457,-0.02522753590428437,-0.0013877456662892984,,0.017222892563373535,,,-0.006381117353939864
IL15,-0.03908885190483941,-0.01901221087894406,,0.021204628201202974,-0.018626292292354317,0.07933951731219037,0.06304684780171876,-0.03343373802492623,-0.008544570289392428,-0.010961616628798554
UTS2,,,,,,,,-0.015540741338720467,,
BSG,0.013415687363839171,0.00017166547854105812,0.040016030284031535,0.03552104947296786,-0.008479087659044237,-0.04872912946866151,0.056023361271113216,-0.04046202613122514,0.035294367503758084,0.08927499246667786
ADAMTS3,0.040157644369305905,0.020009604902556547,,0.039516224295384754,0.018519851738583185,0.05735938399026021,,0.0013818645223949637,0.04690824085008059,0.013463701479628975
CD34,0.01319120425579831,0.005105347837721,-0.03069627719986735,-0.005440165224320402,0.014092001537362002,0.00016807309097833609,-0.014320663680332624,-0.002838479304094083,0.013973573903386112,0.12648569173079893
PLAT,-0.045480546924342724,-0.000380962761713455,-0.025697899851191263,0.04478595539858202,0.023651803260874085,0.026612545374951262,-0.06636722178966666,0.08061595314168703,0.006864042997317719,0.04826758004827817
NTF3,,,,,,-0.03972445627392085,,0.1446728591022288,0.05718008517049739,-0.02667140896102547
LTA,,-0.017268974683396006,,,,,,,,
CKLF,-0.001719061599686211,0.03664001529039717,-0.02950769071063706,0.07426118067800062,0.016197972069479673,-0.03660969793829699,-0.02993794267160602,-0.05998925487555015,0.09977165466742795,0.09267196235219655
APELA,,,,,,-0.001061935056551155,,,,
CD24,-0.01221754508801341,0.04201082130954892,0.044512820297589586,-0.05131159691337091,0.07491206950761459,0.018174487068411425,0.15723004207652944,0.025623023554299303,1.243884137844048e-05,-0.0524574110485387
HSP90AA1,0.02999437018630139,0.015640932704329365,0.08489944200044701,0.0005685390246233887,-0.008290187787983143,-0.030683144286909676,-0.09832163313492064,0.0010403234570055505,-0.09053835379326032,-0.057403636454571895
BMP4,-0.034066425120470895,0.12557074453871409,0.02549616704137849,0.10499978878879644,0.08785924436765763,0.00010270272933164423,-0.01840192746993389,-0.02784299504009665,-0.026280762125798694,0.009285108396187527
SCGB3A1,0.04361833002195395,,0.04387181093968577,0.03672219392047883,0.08671886675530496,-0.009640132060976117,-0.05315918520016293,-0.03166191422899713,0.06149240926105202,-0.05264841647427335
IGFBP4,-0.007265326938721716,0.02120107322685005,0.08040976055691426,-0.04709287139593892,0.0019282151793727235,0.017819580543429636,0.014621472145120162,-0.03206853379894517,0.013805380333472365,0.06399739518177266
RSPO4,,0.042859689197483924,,0.023339232785771786,,,0.04976836676731123,,,-0.03545646790197957
LEFTY2,0.04956364145528652,-0.017481063966792897,-0.06751437551816443,0.13103450827275923,-0.053391040327392655,-0.021086755531627113,,0.08097940449737802,0.05521404493386734,0.03647936894477167
PF4,-0.01282377137641145,0.024680982573222997,,,,,,,-0.01704021469619293,
ANGPTL2,0.015376986392171398,0.04546185397432854,-0.1043218871112935,0.05330265715560426,0.042837456055030886,-0.009717648560865159,0.0057157138915748945,0.03828254459828022,0.06411207313802775,0.018933922879853227
