,UKF248,UKF259,UKF266,UKF269,UKF275,UKF334,ZH1019T1,ZH916T1
IGFL3,,,,-0.014513723234040956,,,,0.12560929734698542
BMP1,0.040401284539194234,0.04768963834584212,0.034258282020491256,0.0712471025709696,0.042252534310199805,0.030894343638363856,0.1160133269450142,0.027510853561989283
NDP,0.04388024863041577,-0.0064606568937854774,-0.005230239945514675,-0.0027411867224139412,0.015749690143000695,0.06062238780595903,-0.06351025320333382,-0.028189191023052527
TNFSF18,-0.024830504610871256,,0.015032924744275823,0.048257936454301896,0.04054350439711668,,-0.027544396073250793,0.012032198506653814
IL36G,,,,,,-0.024097505554803188,,
RTN4,0.02073806536071397,0.007960799578780979,-0.11678446023615698,-0.08534886886177434,0.007271110226326745,-0.09075679881471413,0.013770760407022815,0.022387464083707707
HEBP1,0.07322401178008558,0.010046697988300818,0.015356484110708394,0.056996232626283325,-0.028967587952517696,-0.015525494386354782,-0.0066084716726734,0.056580473335407847
WNT7B,-0.008625449268394203,-0.0227539941892686,0.0002769800403254888,-0.053298464474250136,0.007807861158718538,-0.013184309224027324,,0.08976103306637312
PTMA,0.054820190098508935,0.04061562580103116,0.1332438893038555,-0.061269226332268924,-0.06656777972518364,0.12682434876222423,-0.0038389552445609308,-0.04365359807974304
FASLG,,,,,,,,-0.015216436473724783
CEACAM1,-0.01580393568753256,0.01823141871181744,,-0.001570974871286358,0.04955858000311129,,-0.06136131127187843,-0.0017483736798213764
PDAP1,0.013651749666890822,0.021555378121467277,0.10555768684021827,0.09583977317681668,-0.014819438527800422,0.04878611020695545,-0.014698152051488233,0.022853215611657613
QDPR,-0.0013511764619177076,-0.007864012776259815,-0.04741176616606121,-0.08099051965719847,-0.0014685443633164793,-0.059156117407889265,-0.053485447571908075,0.02846551918354562
POMC,0.05813646016356208,0.0011136123783308334,0.00952827044636223,0.01671626701479632,-0.012354528249030876,-0.017451985476916645,-0.028098067361591313,-0.0035371157780082685
CCL18,-0.019721818518551773,,,,,,,
CCL17,,-0.01522893233101075,,,-0.013279517579130084,0.008416771575365516,,-0.013791990559085435
VEGFD,-0.019721824781152864,-0.016966712343486373,,0.007791561422402087,-0.014148202783512946,-0.02359282355765173,-0.05723615071812588,
TNFSF13,-0.01488272184950288,-0.010504576688361371,-0.0125506293610966,,,,,-0.0043877437762082265
WNT5A,0.03519386556583247,-0.023435559498204233,0.07832330924608769,0.08994482179999592,0.035122657353948365,0.0035015877066274606,-0.06198292736657823,0.014036457815062981
CXCL8,-0.03360713852334095,-0.029450751308183976,0.20819518714563365,0.02623349461967751,0.009574833584614492,-0.028740541084459448,0.05662340054765199,0.0557767222628935
GRN,0.05343413739233674,-0.015535830626529828,0.012037893898812456,0.018583145398223828,0.025609974205750646,-0.04179068626227059,0.04065143226635764,0.01823006288158059
MIA,-0.005326843874116741,-0.0033338997585459647,0.025951824796593265,0.006605268981837741,0.01638884294211178,0.03102433616651994,0.013661378183381503,0.045329981493694584
COL4A4,0.004654835012546919,-0.01918148098090012,0.2653500613874034,-0.01430219696361462,-0.013864227203243833,0.03419602377527533,0.020910882955902692,-0.04050274057698528
TAC1,0.050370614490286965,0.018107144833730573,-0.0635130280189636,-0.059036205712516096,-0.037873378171481745,-0.05554690172437149,,-0.018130974018546193
RARRES2,0.0784047235104423,0.026298268770120817,-0.05752309488124595,0.0857926963543059,-0.07536716544260573,0.1304972228977957,-0.09921351972872482,-0.037312956773891244
FGF7,,-0.02699469554053111,0.03424885101711721,-0.01211239598223945,-0.03160527851273665,0.05150148645469804,-0.07824653366204401,0.08588684210298146
HBEGF,0.011066949152930643,-0.023872980657527795,0.13611140818301687,0.08961636576966232,0.07852455556597585,0.04328132994481058,0.08143618135279435,-0.013212895203810748
CSF3,,-0.018151559481699227,,0.08401575374611658,,,,-0.014520838393047417
PI3,0.08056047192504324,-0.03132411153906922,,-0.017038211405061645,,,,0.020914078610730132
PCSK1N,0.004377914446201991,0.0062750072005986705,-0.09935429758460698,-0.021300538771752787,0.0480864505673635,-0.05378775401155256,-0.04485857290753411,0.01387249099364411
NTS,,,0.13559490852612172,-0.018598371131967537,-0.015838267966539643,,,-0.021503381580901034
SFRP1,0.024753907491187537,0.07273663962742516,0.02347899950592198,0.045189567897776374,-0.029408340856306232,0.058527258910566024,0.08703128588203707,-0.021003697470528306
MICA,-0.010184510361975105,0.049222590722471024,-0.007617544943208137,0.001378181861618529,-0.03457648925011159,-0.025891713806795155,0.0011095746114413512,-0.015041198917265073
TG,-0.03105707965186022,0.005645428494713165,-0.016826507282673726,0.023419716234344825,-0.013378611417638507,0.058819974550178455,-0.006102497933749554,-0.013013629633863898
ADA,-0.01281083730277464,-0.012164310692936196,-0.007579495662991346,0.09093509717932886,0.027746307628303653,0.0184812224003219,-0.07703031556575234,-0.016173567920246264
LAMC3,0.052164509264971674,-0.05887892677845456,0.11328480586936893,0.027031825147381405,-0.0016714340392648644,-0.03796166733141313,-0.07315281253396591,-0.01888928034416314
CCL7,-0.012544742632953531,-0.010367562906614386,,,,,,-0.0152164310629416
NGF,-0.021538700140325016,-0.02375473461894734,-0.01605700110337422,,,,-0.010047951771824607,-0.03635049425340672
TNFSF15,,-0.011544788367521387,0.036870610015082836,,,,0.06576007368309243,-0.04020444533700132
HMGB1,0.001583007188149904,0.003977052416595913,0.1180220030830503,0.06568584564485179,-0.009989011699005828,-0.0236101299381162,-0.039854334379197054,-0.05577466454886416
ITGB3BP,-0.021823480399746475,0.05697687861585565,0.1158525118969045,0.035860669856257,0.03639182890389123,0.02496964138698562,0.05185466676317073,0.020867548703195647
AANAT,0.05593534571833941,0.04388886365030517,,-0.013648976578239436,-0.012031463432730795,0.004833096325175258,,-0.01609961862291191
RELN,-0.03929266879068625,-0.018233594629168084,-0.023844203142609124,-0.04005037978407623,-0.02648939870959768,0.03058166986404433,0.04590889896651998,
IL15,0.004539376005409586,0.0071257683520500065,-0.01387307503704262,0.06599826326636703,0.017875919019330385,-0.015151361176872317,0.12384671065540659,-0.024445779197576307
UTS2,,,,0.020333700612656533,,,,
BSG,0.06809852821288102,0.009698935110691996,0.03497425958296407,-0.014380266214759135,0.09767944433380325,0.12489757494155691,0.0547180570925489,0.1156318169569034
ADAMTS3,-0.012189346625553979,0.0396096774542444,0.06062419219770735,0.06302769501600693,0.02954147481527474,-0.00023346911506180734,,0.04051651221647182
CD34,0.030978910070220703,0.04623743313301477,0.06849925234215737,0.010154587298195123,-0.03248910693599102,0.0003443074031521508,0.021523505764825663,0.020210863926262132
CCL23,,,,-0.015530368713610574,,,,
PLAT,0.05047368503154089,0.0332111049840523,0.04889451709521807,0.06964793581837417,0.07325405133220549,-0.02807749563355189,-0.00899172934198643,-0.012282196764709402
LTA,,0.008193991604171894,,,-0.011587553160305459,0.19177582339171786,,0.03655138440490625
CKLF,-0.001984911656672544,0.03017023571321971,0.11226855742605091,0.0712105311616978,0.0044237382471818895,0.031161254865033933,0.0743827045136447,0.04446988725798468
CD24,0.011615880712029385,0.06158383744174569,0.07151811339362209,-0.016905125950447256,-0.05791459128403088,0.11695006194089592,-0.026937279621215813,0.005158232429614758
HSP90AA1,-0.011169720566355868,0.05998464461231179,-0.04921596938684583,-0.07788781356688979,0.004077629555743371,-0.08048297411388197,-0.039566485540800264,-0.08173213901780539
BMP4,0.0033354165663553557,0.017847155661510454,-0.0028266394884923847,0.021868507288527017,0.0046757503977618055,-0.00897969570705302,0.08911529061475437,0.03092509011394028
SCGB3A1,0.04048915566631115,,0.08549129409716483,,,0.05132248547255301,0.028391142564777757,-0.019168818978833126
IGFBP4,0.04056762069002317,-0.014433786728939446,0.046064773854646204,0.0010984596264928036,0.030990839587443565,-0.011547971983091538,0.11275838481482713,-0.03132315658677489
RSPO4,,-0.005340615118382518,,,-0.013477029757715937,-0.001768506195359827,0.021213922336967513,0.04739780549951249
LEFTY2,0.015547721260031058,-0.029690503827509325,0.0693545004162256,-0.04894573066323006,0.02777146397783859,-0.0021716919934925876,,-0.04985738846721044
PF4,-0.013013155454645703,-0.00904549438285264,,,,,,-0.02166765538162493
ANGPTL2,-0.029837493919354426,-0.020559086651225612,0.11897284247831816,0.0655340080515741,-0.01432578822750752,0.09161310336582044,0.10040712290227455,0.07417204024352256
LRIG2,0.006330443608152971,0.033568777032573445,0.0786820718581462,0.04014063807357877,0.07968701522693337,0.06065651017710063,-0.06628143692548813,0.07227122468784718
ICOSLG,0.027356861373720943,0.01101110664624835,0.0716082843151207,0.06337759431960413,-0.012001857286549934,-0.028393606422357272,-0.0379051248048818,-0.0390553480938826
WIF1,-0.02341506103228574,,-0.06899077286857684,-0.06663187164112049,-0.01039990465138052,0.015274497727750469,,
NPPC,-0.0027343853871916114,-0.014031792464840986,-0.03397508680174229,0.0039941124309399905,0.03536972590535131,0.1198729058436528,0.036069184062147264,
LYZ,0.00964111158933236,0.006153730843278149,0.018664763793007622,0.014340326636520372,0.03106702096158779,-0.05704888393412059,-0.02402391372884703,-0.010774130011090552
EREG,,,,,,,,0.005782903040340432
SPTAN1,0.018455560424289863,-0.04074534571549171,-0.07246170847467835,-0.03688081682976955,0.03290423260095606,0.017508039217518357,-0.041100090648934155,0.013229361274067375
LIPC,-0.01593152271662311,0.002116636753971451,-0.021513582140418104,0.031117173441530855,-0.0017413089932368864,-0.011768644451186418,0.02502565021873031,-0.011436620342464489
COL8A1,0.05519040009985466,-0.02656869568121257,0.03066305002748526,0.04727067372211886,0.006908530847034825,0.0335968795966366,-0.00033476145298626426,-0.0215302574545192
GSTM2,0.03343748344782893,0.0802931082213769,-0.011731552989600201,0.02704504119566774,0.04265666204238106,0.06366782296501015,-0.01672524404477519,0.01634427095320425
SPX,-0.025766720992091454,-0.02663634475809616,-0.026644279180387954,-0.005319440201777059,-0.04434570602502492,-0.07457393598570733,,-0.04072647585908284
MFGE8,0.025836206776976352,-0.025451777479855935,0.048925676839350105,0.011953558132401839,0.08365241898373657,0.03798551920014163,-0.04063344379523764,0.009853670086323736
TGFA,0.012455582335743544,-0.018044607602736636,0.00014625408858252224,0.04007798826987598,0.06783870926520756,0.05366458655614004,-0.060497471319076464,0.025518581482135375
