,MGH258,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF313,UKF334,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,,-0.025645750333926038,,,,,,,,,,0.02270526319984686,
BMP1,0.04736317317579256,0.05876176560672149,0.01800367526211837,-0.01621248082912162,-0.02759167771657881,0.020972722295177867,0.0739471399992629,0.048205116187562146,-0.014278726232510744,0.016594491901735127,0.0016002405856057405,-0.05717377919059649,0.06673181885490677,0.003884042311091538,0.04807894578510669,0.0076808108726566515,0.0013603659565067834,0.03860226991915225
NDP,0.10488952272186275,-0.0316557885504415,-0.008032859179760713,-0.04949108287145988,-0.004262074142999057,-0.0011627968468599275,0.0721375792034558,0.07019649423414813,0.00591746425993314,0.06074263112369006,-0.005462138833607584,-0.05920233433522459,-0.0010078285534741995,0.0077735016307606255,0.030157193154641233,0.053670700249468815,0.10202430456459308,0.035087871658754016
TNFSF18,0.11756529318371017,-0.040245674546822985,-0.029263156539445462,,,-0.014453490267114143,0.09591361009906132,-0.01577693866744212,,,,0.01728860716216648,,,,,0.043928467034219494,-0.024308730675378375
IL36G,,,,,,,,,,,-0.018536728111001405,,,,,,,
RTN4,-0.024047531068196033,-0.09474133735946778,-0.006250137141086048,-0.02224444032384121,-0.009987631459535023,0.045261628115945085,-0.16051237962946263,0.018719414278752112,0.02135011209115685,-0.05834802397745068,-0.0381466586619219,0.061403366610749396,-0.01983020505688442,0.039360858612706065,-0.010992748318249096,0.06777307900579288,-0.014069092783420414,-0.07761392572177175
HEBP1,0.040076259500708394,-0.016969513127493948,-0.012035966722760937,0.01999395867167808,0.04365087162977508,0.0023294189304611346,0.05487222654159173,-0.027004836505825643,-0.01162349047924188,-0.01106945086651275,0.015424687351947023,-0.03315589521586395,-0.03640178413101104,0.053941392234876685,0.014603161474974004,0.005545920095989195,0.10719972575930176,-0.05278210272020888
WNT7B,0.026351159029502608,-0.05648668395560221,-0.015879633954889436,0.008579050602733148,0.04727420979347869,0.021846197724652346,-0.04669376116737306,0.07712805740787704,0.10223409179419515,0.0246717707718332,-0.020374000392479934,,-0.029991950636248366,-0.04628543064477597,0.007213272949066754,-0.010852246808979522,-0.011073448292375061,0.10400630834498316
PTMA,0.08069005410397688,0.0444335923918692,-0.012840022113181863,0.03336230321699255,0.005044224643875997,-0.014188904433043173,-0.06766141964368122,0.0047532451950015805,0.011323865411070845,0.0360567947786312,0.017678158427148434,0.04601100831545728,-0.10162124804307716,-0.06633345083305295,0.009086611811010071,-0.03159273523397715,-0.082092706355766,0.0381046741397862
FASLG,0.026942984726686596,,,,,,,,,,,,,,,,-0.012660588167409113,
CEACAM1,-0.02402425411231208,-0.008260419265333517,-0.021217902775960563,-0.004151830565142876,-0.02513942250482929,,0.04672759300710394,0.008891297343303212,,,,-0.03759360827759694,-0.026897261722104982,-0.02593600967411609,-0.018272034012226886,-0.01684851428255272,-0.014785591472148706,
