,UKF243,UKF255,UKF313,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916bulk
BMP1,0.010055966339606223,0.017774804851756146,-0.042372284587393096,0.02108973901091133,0.11601012730738734,0.0725866419454608,0.05238589067037408
NDP,-0.054030754658241864,-0.018629577771784908,-0.04691296033585149,-0.0670141409581701,0.027951943706100824,-0.0019324674886551988,-0.067055620225484
TNFSF18,0.011503565839287206,,,,,,-0.029161275642433288
RTN4,-0.004336318110954199,-0.07189859733697465,0.08645364072463187,-0.08857696006875604,-0.10254047514098749,-0.14175967199929065,-0.002110907678948392
HEBP1,0.0034454521053303724,0.0672550108249672,0.05417083715531077,0.0192021249370308,0.04378695189517151,-0.0313631547377346,0.018627406897248257
WNT7B,-0.015576919440278808,0.09830949246063125,-0.0008061763223160062,0.09371082062756148,0.07179055049750115,-0.025623811377158686,0.05807967597875478
PTMA,0.11032782564041467,-0.0832377243442841,-0.06210481488890838,0.009489228499370875,0.04365107402477527,-0.003449769289548916,0.024114944550865096
CEACAM1,,,,-0.03459405724726163,-0.025816657486907153,-0.017006896276057202,
PDAP1,0.009235606652177517,0.06551054224535297,-0.14874629226254027,-0.06195604627357192,0.032410429567278284,0.007520835604688251,0.07892959162680253
QDPR,-4.181629447739226e-05,-0.06858347164293054,-0.02106660201621234,0.01475721129877858,-0.07150467220873898,-0.05368282532618803,-0.1009590741640232
POMC,-0.03584845723710793,,-0.03585022228915557,-0.06658820800544608,-0.02620880332474082,0.0008451674835058089,-0.062191196965887
CCL18,0.13821203487103703,,-0.07891981653225776,0.08555899100274347,0.1757792091412406,-0.00663340848766962,
CCL17,,,,-0.02454280921749518,-0.0038540455476342808,,
VEGFD,0.05141747708810816,,-0.02422185936832934,,0.06833966661491561,,
TNFSF13,,,,-0.04709396450187258,-0.008155757446386957,-0.019097604672707054,0.014712524341748865
WNT5A,0.01867512215342219,0.02109865636230184,-5.368000057043012e-05,0.024259759451270867,-0.014137607902603528,0.03904915013281804,0.05197276994549757
CXCL8,0.06659473033837912,0.09324198116484109,0.026402157916283496,0.20974098316769554,0.15858018304809687,0.009948250383791395,0.11200372057982257
GRN,-0.008729328854392046,-0.039405385315846454,-0.08776248456567508,0.007247745922041954,-0.013146017871716872,0.04923777037706253,-0.09485769212662819
MIA,0.07040453167641866,0.07028203644087767,-0.03284919283120048,-0.0019563905113039863,0.06806242344057116,0.11558926757378495,0.0693918273737108
COL4A4,-0.028879245603095655,-0.0019438205440365608,,-0.05828629300161883,-0.02171228075839594,-0.022506478062665616,0.02474286578763396
TAC1,-0.0028953876946063543,0.0016222125799174147,,,,-0.029341741043197343,-0.014931548406249625
RARRES2,-0.01640618302523866,0.09581575017492575,-0.038272004383167454,0.11276477863985619,0.14550776574445054,0.039266741157765794,0.0688444573309273
FGF7,-0.02406113294386713,0.026929776231873932,-0.019850026542581455,-0.024521538346524825,0.008136735272565589,0.005913714497408105,-0.040058010884267505
EFNA2,,,,,-0.024537005211143787,,
HBEGF,-0.006332110485074483,0.1441929268541075,-0.09184446999458606,0.00733039510400331,0.038684392774668445,-0.003093952991979801,0.05525112931393998
CSF3,-0.028879222739310643,0.0885523668043182,0.040789587717826745,0.0972759763279357,0.09178816571017513,-0.02438170893107018,0.16475865807586643
PI3,0.05651854632214866,0.03401630900512578,,0.19335577038384918,0.1328292087179424,0.11264820126103732,0.12130167231632102
PCSK1N,-0.07216757323161342,-0.07069167635093083,-0.030385392018068332,-0.10399305757918924,-0.11910480368601485,-0.10343965816023971,-0.11814655171629596
NTS,,,,-0.05725581909213221,-0.02989368462365935,-0.04924203229399386,
SFRP1,-0.044589911601187734,,-0.042004841064370704,-0.04624867508880296,-0.006588469477411338,0.008553454947274379,0.00348516767201211
CXCL13,,-0.016778593714576358,-0.035421908074103885,-0.023224526245305625,0.11190746191966168,0.04113595036561781,-0.030251501805655966
MICA,0.05533712360982388,-0.024154848223468833,-0.06117079660997264,0.06348412852070286,0.0934586969206987,0.04744404954196147,0.01068869897382029
TG,0.07828228366323589,,-0.051699948974762815,-0.00394234891502541,0.007541540071182713,-0.02006652111377155,0.04651600892508435
ADA,-0.034044815723154716,0.08565478178551005,-0.03326021043867094,-0.03834292469294708,-0.008215936501825883,-0.010470703989984911,-0.020962273536305465
LAMC3,0.030647225635980022,0.0189681057162372,-0.05786511991329106,-0.05485644174515462,-0.01682049711588653,0.09168628709602122,-0.00537493222737984
CCL7,,,,0.036015707551729934,,,0.18021104158010218
NGF,-0.016638141155297916,,-0.04671443186163791,-0.021329727256465186,-0.02420718658040467,0.04361304076555058,-0.005715690804214783
TNFSF15,-0.020583457105794505,,-0.02317331635139945,0.030134489716399534,,-0.015140622663899232,0.11395585875941461
HMGB1,-0.09239757852966425,-0.05275965719068425,-0.14434346716671345,-0.0006980160426480919,-0.09912807888819476,-0.03284117022008037,0.01017566673177743
ITGB3BP,0.00037656451360973246,-0.007581821653793156,0.01334357585628428,0.04327078587562149,0.044433438654548824,-0.05052622273563638,0.03513976789898901
AANAT,-0.029821237204062354,,,0.13172724202264283,0.015609979781861716,,0.021731325719685623
RELN,-0.028687753600760552,0.0520641090020159,,,,0.0022528049320993957,-0.0699620929088352
IL15,-0.02925902897630513,,-0.054489386897567965,0.03248618490116721,-0.009518944339478808,-0.03693263852038842,0.07159448972474695
UTS2,,,,-0.027480232134317287,,,
BSG,-0.024857027943320266,-0.052532068433133856,-0.10969282117818009,0.1737987758814554,0.1514228043120382,0.06505495575118148,0.04417947880560552
ADAMTS3,-0.007409050375238073,,0.013735881871546184,-0.00499420242345226,-0.0703744784027978,-0.009431407123509155,-0.0003281691519522782
CD34,-0.06563202881352026,-0.038314354345076365,-0.10290496601180611,-0.042884485539006804,0.05201641681726202,0.0084059783254673,-0.10053141507626835
PLAT,0.04977847813504794,-0.04661840638676462,-0.040906908409232404,-0.16056657230803184,-0.15380105443190165,-0.020969655755585296,-0.023258701790311972
NTF3,,,-0.006875041828406092,-0.07107042328168445,-0.07923539846551267,-0.05641157961009311,
CKLF,0.026918017885370724,0.0111619785119732,-0.042724613040452754,-0.0802730995047387,-0.02038633082990164,0.030798299527369895,-0.022928245291893516
APELA,,,-0.004326044496826725,,,,
CD24,-0.07267369401935599,-0.0064579799908522795,0.005103953129692093,-0.0849108668654607,-0.13190137472025237,-0.08971724259758801,0.04389921692585153
HSP90AA1,0.04215858678036848,-0.023427362004012214,0.04119530341492061,0.1915544812022833,0.11572683043113977,-0.055917517878153605,0.08308260570441678
BMP4,-0.03600900736399223,0.01868636447765692,0.05152048630487447,-0.03230673056483792,0.04343682099357875,0.0326992557055468,-0.04587690539060824
SCGB3A1,,-0.024699359424103926,-0.048515283216261924,-0.024748617996834702,-0.002779475901366943,0.04463050148312951,0.0358662372579273
IGFBP4,0.02077244016485128,0.05030890885658891,-0.1284019406944664,-0.07910238578948767,-0.019390508133952693,0.14072322076633678,-0.055527654727234484
RSPO4,0.09539830830447701,,,,,-0.021175048070260882,-0.02871512540153788
LEFTY2,-0.03404483348098443,0.0012658834281877212,-0.026201833831635137,0.05359730104409343,0.015240184544713977,-0.028796666428034037,0.03645414289059882
PF4,,,,,-0.02248986405202234,,-0.022494182563463576
ANGPTL2,-0.02525860089571075,-0.04399547033054167,0.09392614644129324,-0.11352325834458027,-0.11674828435644603,-0.00587951161957094,-0.0259285146420754
LRIG2,-0.02352168798994738,-0.05452501084064252,0.02878600884599437,0.07376946141537043,0.04096647867131073,0.011987395595762769,0.04071226452843808
ICOSLG,-0.00592285344717492,0.00412847439894906,-0.049750975959398105,0.0002676247610772034,-0.009909084763546188,0.019076286251655746,0.06524965365223746
WIF1,-0.04729997773796174,0.013187735731921557,,,,-0.019684258236824837,-0.04127634440056432
NPPC,0.04503850803656137,-0.014358849650336621,,0.023378024466328404,-0.0009610095676992035,0.05806780653226266,0.011531330238595138
LYZ,0.08454729596913155,0.057520642725156425,-0.0808051568295951,-0.07170260635737015,0.058331421537073734,0.03690512890084722,-0.043605472648313055
EREG,,0.0030983329207645207,0.02331873489277017,0.0431235187086655,0.18001968170636842,-0.02637387938431281,-0.025897467645006163
SPTAN1,-0.06216290245480504,-0.04097929819636562,-0.05419913846600236,-0.10418988953976333,-0.12696950989896122,-0.033034630539611885,-0.1068338581762455
PTH2,,,,,,-0.021432921385840176,
LIPC,-0.013008543762160388,,-0.03831007748215688,,,,-0.0070070981263067504
COL8A1,0.016115011849470416,-0.028849816636522793,0.05213010625951469,-0.07149070686919898,0.08954956363152068,0.025468708103991322,0.01325863393537883
GSTM2,0.07905001925243625,-0.03845006912436748,0.0014537809495095196,-0.045185658191790656,-0.035491590269552946,-0.006119960900362264,0.03973397704450537
SPX,-0.04746226804513787,,,-0.03708733723177786,0.07174145838857257,0.005806218086056989,-0.08252129000010874
MFGE8,0.029590955536467282,0.016904921927502634,-0.07799081856489545,-0.03851584707004516,0.005182878342776965,0.009917516622514323,0.08350325811143317
TGFA,-0.0013058150930037188,0.04572101070317665,-0.02223670228464897,0.023505498337082792,-0.009408088040885141,0.023775902821457612,0.011344052231635699
SLIT2,-0.041190381104534164,-0.018358297422224532,-0.05074615359226022,-0.0008084117518337787,0.070993354713022,0.044905559838529126,0.05088862865650611
PLTP,-0.002376397058040553,0.03193703135231434,-0.05591515376960268,-0.1235893636250614,0.022608132756128742,0.1389849502144727,-0.02404439232984234
APOD,0.1042779123281403,-0.06347338706781191,-0.07926864645704772,-0.1583604498752596,-0.20930194308700517,-0.03383492657503157,-0.08184824295032161
B2M,0.029695423090643797,-0.05333869282498011,-0.15738169207478941,-0.027069328742642392,-0.003538975035334142,0.06808965363543643,-0.10897266071424055
OMG,-0.036829326303158993,-0.06670276631681493,-0.019403818602601087,-0.1772776941962589,-0.09603677714270006,0.003843548306596184,-0.1266785209739168
