,UKF251,UKF259,UKF269,UKF334,ZH8811Abulk
ZG16B,-0.015321184546344803,0.05788265898262259,-0.002347347231994729,,
TGM2,-0.027709721870062706,-0.05828879898221123,0.04614711513161029,0.00720368544910119,0.06203016053650253
VEGFC,-0.019672990969040946,-0.024072129512287786,-0.025286379011388367,-0.015205857653823181,-0.004822181851508235
WNT6,-0.014168981226274201,-0.01868117432409267,0.02148433225057928,-0.013270904711182117,-0.012720165903346388
NRG4,,-0.01643798057671128,-0.02388872890039683,-0.017739406552335406,
PMCH,,-0.022776423535035492,,,-0.008390438359868111
COL9A1,0.06334852608858554,-0.0171682709744195,0.0755280127428907,-0.020213632039796942,0.0529252309412147
GDF11,-0.008285284938396975,-0.02330212314872782,0.09736333731058082,-0.017383217121806127,0.05155959956587127
IL24,,,,,-0.01885614469952734
SORBS1,-0.029367345510091642,0.007120072712726136,-0.02700003053514866,-0.04476889922214712,-0.0647434385333213
DLL1,0.061412276912738865,0.06355688455705667,0.03895622916146599,-0.0028734750066525916,0.029293234719967677
TLN1,-0.013369467591654829,-0.013076389498164849,0.06406265525622247,-0.005985611407478875,-0.0008595027763449723
COL2A1,,,-0.017702514353658407,-0.012380854682705899,0.05701274276997194
SHH,,0.04687996505127593,-0.013916327249954483,0.16008313088342058,-0.07579503521662631
PON2,-0.01667091097228392,-0.02034707408746704,0.021755456398684408,-0.015239232320423225,0.011375979460983197
ICAM5,-0.018238660961303322,0.031346671360120267,-0.03459244298759479,-0.023076395022051645,-0.014356905380184712
HPX,,0.02926545188518206,0.03333074166137989,-0.01842513406972857,0.02707864391725289
SFRP2,,0.002141616848938579,0.20036727978354818,-0.023180355148202537,0.030045507432891274
CD70,,0.028850207089309483,,,-0.000268267189197648
HP,,-0.014711393553164436,0.01633610527764361,0.04063071248236972,0.055380377470070796
CXCL2,0.03605843494544187,0.017507244578413742,0.04090537491705098,-0.02338709438459559,0.028356733493420442
NPPB,,-0.0026284635888803023,,0.07183412781551879,-0.04041899472235394
CCK,-0.039299442532806976,0.041392824190062384,-0.0926208185523572,0.03772051422939005,0.003603471813347703
SEMA6A,0.018046094963714874,0.005543431794688959,0.05871142728295686,-0.029482477755671345,0.01994232022738968
IRAK4,0.06946527435275743,0.04670719505557537,0.10869189018037227,0.03324208586299398,0.07545597566055798
GSTP1,0.011029884161113055,0.0036125587916791086,0.07401509799551034,-0.0006031185927354706,-0.020294736256915434
VCAM1,-0.02183163418370563,0.0974469020156554,0.13738539959985416,0.04495960997234248,0.04195192769863793
NXPH3,-0.018673453166031046,-0.04789508933023931,0.08367201992071639,-0.020501562271603827,0.04297833877096345
MTMR4,-0.030917929180895778,0.01451068602977776,0.005218163420215505,-0.006663888103045348,-0.04602470151696153
LAMC2,,-0.012691233116261727,,,0.053484728618155654
IL10,0.04344987639487259,-0.03524499734870794,0.12650414031857976,-0.01361140541690917,0.039200185631502134
SEMA4D,-0.04482744896420646,0.0057371680621615745,0.035329014248138085,-0.06165602388996004,0.06848943599926888
TRH,,-0.03327085956513394,0.05859488257421545,0.016654321259354423,-0.012651776804525209
SEMA6D,0.05531352110090602,0.017454541225507592,0.01956986900444673,0.007670633566746794,-0.011043480461798738
CEL,,,,,0.0016701880164014713
PDCD1LG2,0.0019007249130535018,0.023900696398888213,0.20994564930002108,-0.023283925723739114,0.01621816438307363
SPINT1,0.008000876224372958,0.03248221948518599,0.06600189943382741,-0.0199786128680874,0.06885307907419727
CTHRC1,-0.021255070772195312,-0.0550387532068597,0.101175042103314,-0.012678768430725648,0.12621305826375046
PODXL,0.01634670051364268,-0.06686024970682339,0.06284197461646902,-0.03283143187811266,-0.005440475269678726
JAM3,-0.013597563833837097,0.0005960757994011498,0.03420384632928173,-0.03917149335851928,-0.017833140202556216
TGFB2,-0.019210112990307157,-0.01647386973553435,0.07482551819107422,-0.01417091942848884,0.0025564032811435976
COL18A1,-0.0400842745262474,-0.06524946833231692,0.09730425448837365,-0.021928128052672052,0.08580845725672935
NODAL,-0.013647104497296903,0.017047673923334138,0.16147431329996742,-0.020904614050423573,0.048425358461642094
INHBB,0.0066759842906964255,-0.016472540359564372,-0.03311317351337029,0.07768139584525822,-0.02661654156377299
LCN1,,,-0.015534983181550839,,0.043724443061813535
ARF4,0.025214328657274857,0.04247540913480584,0.02703861131290223,-0.025142304456548362,0.04891905864822292
CXCL14,-0.0634663026184418,-0.060241822723895666,-0.06104300027900014,0.04859598803261378,-0.0041960872303116676
LIF,0.03988344718093532,-0.00029596838691356013,-0.023435013839897652,0.08678024477931104,-0.03310014309152871
IL17B,,,0.03574848318707104,,-0.02609116416196536
MMP1,,,,,-0.041222008124599654
MATN1,,,-0.016287373720328256,-0.012380853141967773,0.011376651756438984
ADAM28,-0.04075224825647581,0.050863420209508015,0.008071016003092815,0.07331592870679973,0.06252548773793155
TCN2,0.010023783867729414,-0.052480452422141624,0.1308462914604577,-0.05596945425700125,0.09142962611791346
THPO,,-0.028474293984469285,-0.00700178420082288,-0.012380854564187563,
CUBN,-0.0328717907343288,0.0038814580467729986,0.050231004810566485,-0.025919901395233976,0.021746802368276818
TIMP3,-0.030828935224014115,0.008946437102414148,0.030468073600426745,0.030919332640321154,0.03403424938963516
PIGF,-0.053441747712727625,0.031303139132856365,0.048578905333074233,0.02759395128220628,0.06337043398060299
CRH,-0.0171270801589406,0.002389257830140915,-0.023888718995531688,-0.016933820164277837,0.04369602916753639
BDNF,-0.015321181625996143,0.014592273557321884,-0.05137227177552525,-0.013944022100942973,0.024953581638231376
CCL5,0.005030807099069008,0.005022269739123249,0.12345531913013677,-0.01679611808327584,-0.012342326784232766
GAD1,-0.05275615014111862,0.009771323163831298,-0.04586915076760879,0.08273805179577814,-0.035556550680295375
COL14A1,0.10586932854040733,0.022363006681997546,0.044383709059300225,0.05649568763516049,-0.0024125851508129256
HLA-A,0.03468193675785883,-0.01462148416679041,0.12178567416683328,-0.005455847744712578,-0.02951807703431266
CD5L,-0.041513652120193194,,,,
FGF18,,0.08029222657255275,,,-0.030846005718788063
ADM,-0.02377167695724803,-0.010812727469995115,0.053368205960308696,0.007052025776078112,-0.10158100165179858
GNAI2,-0.03883545701748318,-0.007290608909178577,0.09961596148456758,-0.02267408731875292,-0.012940397709133895
HDC,,,0.08460367696936331,,
COL11A1,0.06457805254128494,-0.023059837157403406,-0.028243907075987763,-0.017520085012891606,-0.0037180064907702125
NUCB2,-0.012769204777610722,-0.019864770605573918,0.059177176870836616,-0.00047360527524629856,0.01192801659612241
CXCL1,-0.01837326109773202,0.015146938697764038,0.04446769463670794,-0.016796120930915155,-0.010672092478992144
VCAN,0.03576752751817369,0.018215735908678976,0.08197296904060182,0.011551992654910938,0.027902125714912924
MMP7,,0.02165612313044275,-0.011339256561355024,0.04963222064298856,0.024197389446226385
PTPN6,0.02626092306670752,0.01274976110867609,0.09070618739748504,0.041869170996020603,0.04648840815777867
PTGS2,-0.016397171738679276,-0.03482361842639204,-0.05172628032306042,-0.004250201529200725,-0.009060854949652879
XCL1,,-0.013684957618538683,,,
CD58,0.03394077325626754,-0.010340790112856962,0.052130392407753114,-0.046543462042111086,-0.03538205201272171
TNFSF14,-0.002429652030627685,-0.03280020161089274,0.08830583293801147,,-0.00736786744249609
CNTN4,-0.015000504812977471,-0.02459433090382448,-0.040263358058216375,-0.019999458480793063,0.02223387414506191
NTF4,,0.04960472415343167,,,
INSL3,,-0.012577669853752051,,,0.003656557330792224
BTLA,,0.03848378392928149,,,
MFNG,-0.03450626180864191,0.005445770109061257,0.10347714752761852,0.023160368208001707,0.09505430722667987
ICAM1,-0.03340997959100816,-0.024310226572309534,0.08494655954110283,-0.007093021043500869,-0.014741534711575448
PROS1,0.07356038382818499,-0.049375432978102166,0.09427148931063697,0.003587153632086467,-0.05021595947292658
CLCF1,-0.025670816146935466,0.04765552128095148,-0.02363588545997384,-0.0368708672088263,0.011121475432581131
PSAP,-0.04575801070260105,-0.045415494127837804,-0.05709050195891788,0.0033961575748922444,-0.007982284213786632
EFEMP1,0.03175756258759504,0.06229267989000872,0.06690809992402415,-0.03553724434334661,-0.0059039442559103
C1QTNF1,-0.020545993655113903,0.0040479803252733626,0.0976754816411962,-0.031050326727168804,-7.052204283263948e-05
ALB,0.06460356567439347,-0.008803364555365593,-0.019020176229573076,-0.026785957346125957,-0.029506362156313633
CCL13,,,,,-0.018317152487108974
EFNA3,0.06048751716708601,-0.002719360412580964,-0.05714813158355195,-0.03823662863095315,0.002108844981081105
DRAXIN,0.008249459977307534,0.035810316629914025,0.06508058860831309,0.007978851522025075,-0.018082670063522942
NPTX2,-0.019781683657422857,0.033949701285423815,-0.09885588739706809,-0.03659916837823731,0.08575944568265594
FGF11,0.03619587731267769,0.011785298411478542,0.09736956819269335,0.01809415232497746,-0.058566039412116286
CD59,-0.0656465626901351,-0.010132128487190183,-0.04180698406829696,0.028845442513764055,0.03802815809842472
COL9A2,0.06530240746441285,0.0099026324966272,0.01648503611402847,-0.06493322150082007,0.0020736410636117484
DLL3,0.06323442517257519,-0.045195480176864325,0.03909287722153656,0.0030607692429353802,0.04688341111138425
FGF5,,,-0.015145659258403344,,
LIN7C,0.06445488321298794,0.06395527431117425,-0.03392038363056686,0.03260251057604702,0.040435432380949744
GDF7,-0.016096609082647644,-0.022442235079667035,-0.01245939707536747,,
PSPN,-0.004415883226282037,0.020990581765242725,-0.037918222316735466,0.06520304362782964,0.02511845846739832
ANGPT1,-0.03699879814184402,-0.0050618744045819244,0.06609985872150438,-0.019621399248933857,0.08161695568448654
PNOC,0.018000050486093266,0.05814887140503585,-0.08653557164007868,0.08849274749633348,
L1CAM,0.030638008188873283,-0.03679146539660431,-0.07844744579100126,0.03901422472975582,-0.04326614677538428
APOA1,-0.02229164265200473,-0.01958764268239185,0.026164996578369352,0.002855418768781866,-0.024936295978178917
PSEN1,-0.022912518822018432,0.05063235898489088,0.015287967069119335,-0.007064710229952061,0.06864367919136904
CALM2,0.0034471244953820936,-0.023135201032727287,-0.09033460725395198,0.037022264910052394,0.03300084114560653
CLEC2B,0.03744512655496128,0.041629943396526974,0.09328166469109739,0.005762943665466603,0.07482264286925835
NTNG1,0.05019620323973565,0.048622025933123265,0.004173985923354675,0.002040260546935332,0.033916770516268624
LRIG1,-0.007558064356294775,-0.027231210842667747,-0.009812141406813893,-0.014981893877804152,0.0436258146632524
CPAMD8,,0.024225866432400798,0.041213357352824116,-0.022867271832217595,
GHRL,0.11070508154956818,-0.017654987537761405,0.06251589229604419,0.005604780694146926,
NPY,-0.02211536995464874,-0.019701513623785877,0.0016718731702080338,0.03805052261427461,0.034321903587607526
MMP2,-0.018487935456049428,-0.006158887149348981,0.03876500923223787,-0.022911112710731926,0.016838732486606837
LHB,,-0.012956864655557955,,,
PPY,,0.029477966447162798,,,-0.027074958752192905
ALKAL2,-0.012920166061300094,0.009478876399149936,-0.015534980663777238,-0.022619389024936376,0.07576120140745983
CSF1,0.038946770493695576,-0.04382242158058233,0.020602452228633644,0.015974830793648868,0.029078697867201523
SEMA4C,0.017166084705677938,-0.012768998975699102,-0.05024951846971108,-0.005202635897808568,0.02403535780570891
ICAM2,0.015023843435414472,-0.03904564396382652,0.09217698704974672,0.0034893782223020023,0.051347695095108684
SYTL3,0.06121213823943662,0.027147494813457736,0.059019911786457276,0.03225969726131838,0.037182956252091434
IL1A,0.1308865297109014,0.035124816821514075,0.18031974336173082,-0.023795972762717263,0.03336022392771973
HLA-G,,0.007485735672400453,,,0.017127098995842895
PGF,0.022272909350649375,-0.028181692078076793,0.08053209005028486,-0.022996596329285898,0.07299169907510976
LGALS8,-0.014996358370895095,0.06196370540747718,-0.01313667672517375,0.016065265407641905,-0.016924959741843017
DKK3,-0.046879035212523165,0.0029378058058206822,-0.10220308942526847,0.00792675134509532,-0.00396392382581987
COL16A1,0.07258898575604679,-0.018418737570219317,-0.01671895590837022,-0.030318571699740372,-0.027187161414376666
TPH1,,-0.0004928429889295243,-0.016287373566582306,-0.014899816462839133,-0.04438095452721411
TNC,-0.012558534839264442,-0.01013504198322237,0.043115571606051,-0.04480623425250079,-0.028818952525507018
TNFSF9,-0.021605463128727145,-0.00941340481586817,-0.03676719467159747,0.0023262421899106845,-0.04501882525516548
C4A,-0.012732244526622409,0.021982732249301383,,-0.013097504683699928,-0.02039277604099263
CNTN2,0.02771810251749147,-0.004648089150864707,-0.022255990953974555,-0.04294307229198317,-0.018304426828767567
F7,,,-0.013701279086582169,,-0.025693720409004736
LUM,0.083832562091944,-0.05133779754413286,0.17413197861427362,-0.02577756929990565,0.06107502730274412
BTC,-0.01992370131866425,0.008436821919219096,,,-0.018588503419896995
APOC1,0.043123145508774094,0.0615527504463646,0.11607024098556715,-0.023905508403855667,0.07585936250818794
PKM,-0.05474927377991118,0.01854774864474354,-0.05382789682163402,-0.015195631140215094,-0.024064917256200198
TNF,-0.0282708777057161,-0.02519558997779656,0.01853590412252734,0.025772243846576285,-0.018041977214810937
GNAS,-0.014654874576274499,-0.009512979623917664,-0.01897924332463914,-0.007856824477795328,-0.045968987098814994
BMP8B,-0.03527029001959122,-0.019839661685478543,-0.025709783780886883,-0.021037928524830503,0.0623563300279358
LIPH,,-0.004147434997873826,,,-0.018317159223712073
CCL28,,,,0.1012606648823095,
PTPN11,0.02541325333043225,0.00025957919773350537,0.012761601047948328,-0.0265624563274353,-0.02595421355695267
ADAM12,0.15514998718144382,0.010439533144587735,0.0927096944428978,-0.025535176657373933,0.042445243255507074
EPO,,-0.005238232192188986,,-0.014899818650927644,-0.019892902713910417
EDN3,-0.039038777348362357,0.02160197573520363,-0.02427673315703727,-0.015053562605109016,-0.06638582852293178
CCL22,0.1045787762108744,,,,0.015199470989487837
CCL2,-0.03617115213308899,-0.013368846441159044,0.08580771273396227,-0.019182994081396385,0.024431759320542968
DSCAM,0.025870230565873783,-0.021317925226001875,0.0487573596818323,0.022385157447171764,-0.004058844342848982
ANG,0.05879395781232099,0.03214724365975413,0.008595649948389648,0.03241834188162239,0.021296465870011265
FBLN2,-0.005219752509868595,-0.010003285526887049,0.05854678337671712,0.005472371676972066,0.04400006412085348
VTN,,0.009755021082220304,0.09751407988453281,-0.012380852233327614,0.05581487661986446
VEGFA,-0.02918882726895016,0.029795845035063925,-0.04780652963039382,-0.010829185654795338,-0.08361675758180559
F10,-0.00011950469491688441,,-0.004179217034096582,,
SERPINA1,-0.00027195904209214385,0.003295664478224076,0.07614827337396594,0.02899824537914766,0.04876756646526678
VWF,0.05820806096304126,-0.019687277198096074,0.09856408492270512,0.012867560301239476,0.09456607575270222
GDNF,,-0.016137210542290767,,-0.014899817490577557,0.06270480362670237
VASP,-0.0015766110393996902,-0.010492331078687266,0.05422016688327527,0.048957545651354226,0.06655995598066067
ADAM15,-4.756808036400574e-05,-0.024171726580047626,0.04569378842661544,-0.0381378791156038,-0.016310741997688304
WNT2,,,0.007801710084397709,0.03487349181601757,-0.02467517098063463
CALCB,-0.00961509482823011,,-0.015145659093810536,,-0.02159528781935355
OLFM2,0.01146496383556349,-0.006692990700388511,-0.05256709370880641,-0.006362104686645818,-0.05471626234878622
MFAP2,0.06403210211068713,0.015707513364041706,0.16481696090678416,0.0035023522680797253,0.02077419426933431
HLA-C,-0.06644395433869445,-0.0033830251636273027,0.09811149852019,-0.022467370814356336,0.007500111527623787
THBS1,0.010834504583990105,0.03882522701663551,0.06010232274845699,-0.012493931079964316,0.06584156343026852
HSPA4,-0.00567647861942033,-0.007222801810984572,0.018127685057688216,0.004330860305472934,0.08376064946085955
LMAN1,-0.011479989755551088,-0.02159323964400656,0.0503555239760807,0.0027696972326072423,-0.03214697678001402
LYPD3,0.006965716282623678,-0.014546017772170834,0.009086428449877951,,0.0011012718320923918
APOE,-0.002290285216960183,0.023566291257234036,0.02637825003954571,-0.039610574028376484,-0.009990737919873687
SOSTDC1,,,0.006135593121989968,0.007809249303452618,0.01172226873030831
ANXA1,0.022617706847531407,0.02483688384137841,0.08199413391159258,-0.002330475922985983,0.050288097778056005
WNT2B,-0.005526945828420293,-0.02482868287042042,0.007838972683336854,-0.02439838117590869,0.10005138074827666
AMH,-0.01992370341455367,-0.020212315065069503,0.1365550918694227,0.015336137483875963,0.005492435993597737
GDF10,0.06223077669841556,,-0.024404885064528932,-0.01672892947530116,0.025094928360362208
EFNB3,0.002623048893488606,-0.02584555708411896,-0.021890675617943427,0.008140547462172326,-0.026224761738090515
LTB,0.002263544674575549,0.03780793180601912,0.05276518558518411,-0.027693561232684998,0.0280802229306516
ANGPT2,0.010857092897005255,0.009809440797474981,0.09979177070899571,-0.02772154480216299,0.0873376520144777
ADAM17,0.020620798629141394,-0.011215533624089896,0.055994092082279255,-0.024826617047041026,0.0023834372228236367
LRPAP1,0.0126795373632454,-0.012336320906752346,0.035925484288604245,0.048370944182635454,0.016287889776779745
NID1,0.05777092784366283,-0.022833094171526576,0.1444207571199076,0.007791838108124396,0.04997640878334276
MST1,-0.022897754552164678,0.005055466602398713,0.03267369989375858,0.03218128610272395,-0.0380840740295644
IL13,,,0.009588164901995282,-0.017474657273128025,
DCN,0.04613666760144274,-0.0427585877627525,0.09803335760370169,0.03915684467217026,0.07643023915480929
COL7A1,-0.024567382052041963,-0.03140857703378726,0.046173898241514494,-0.016159609162011347,0.03421419270499607
CALR,0.0832755106831243,-0.043503494079322004,0.07780462041346878,-0.0006166259211301051,-0.014077922039390076
PIGA,0.01683032064461273,0.029539032965479214,0.02902228753034325,0.045584980276546776,0.047851673990046
CD200,0.005866822932276091,-0.0013809777816618668,-0.021909012548550284,0.07045509077802976,0.028734858774533745
GRP,-0.014168982747511225,,,-0.015053564870782476,
CDH1,0.022773933270804233,0.006796152607748161,0.01137090773755551,-0.010706546859886642,0.12328623494717704
LPL,-0.032826663220670696,-0.021976913690524544,0.10371173274759019,0.006137105357584351,0.06238763103489718
SEMA5A,0.029993105983651423,0.02439679168138448,0.059826233185445665,-0.07490303875449292,-0.025081331002200755
SEMA7A,-0.008395694015138405,-0.041184742816006384,0.003167202309669019,0.061796462410157446,0.011402209066991995
SEMA4G,0.019431581293894,0.051218972738776146,-0.0010538818499728382,0.03834644196167955,0.043090917151517256
SEMA3B,0.02337899497580767,0.02885765110483947,0.030099995947326815,-0.014520951142319452,-0.08314353957180019
RPH3A,0.051026495596722427,0.08848073728685742,-0.039288235966177115,-0.033755198143903244,0.0264061891167603
JAG2,0.0642599199827304,-0.002207471208816142,-0.017012121690400853,-0.02261255206025566,0.13019570847598977
CGN,-0.0025967503195025196,0.015115463866355499,-0.019362129243917517,-0.03730438892513407,0.009996497417382713
GDF15,-0.02217857712293129,0.004244700568310471,0.016865477845262128,-0.015669692935228893,-0.0024098392762500077
SEMA4F,-0.0178288527086527,-0.01530646947195067,-0.060379772826462626,0.05355766652193294,-0.035072605966579885
NXPH1,-0.024664533277400733,-0.04652225362664805,0.06523411639824873,0.0017400453295478258,0.008600248337439238
ARF1,0.04920741321374933,0.02160633352567679,-0.06549496128421253,0.06812938050701918,0.019214975937829462
EBI3,0.03176452915411196,-0.006444813359385327,0.09448574359740261,-0.02849056242624959,0.03650861821777028
TIMP1,0.018071801157187036,-0.04362106837713467,0.12450882835636791,-0.08300356750335461,-0.04075328951913068
SEMA3C,-0.011519674584181499,-0.030343944989723152,-0.03212852707877916,-0.00402971610133281,-0.041665830611393596
GAS6,0.012291514310437646,-0.009014669884421025,0.0514020445515907,-0.03314425938941127,-0.014459687400392598
MEPE,,-0.0406596282874142,-0.024147985049202954,-0.002283327566574909,0.0414881452854724
SERPINE1,0.00042453883000539034,0.03017291564171575,-0.056255134869808474,-0.04794212059561721,-0.04880903891908785
RSPO2,-0.022178574298078867,0.03542958097677136,-0.04807181956281745,0.11197678273360055,-0.027817168084704743
SHBG,-0.005946127369840326,-0.01504621556032343,0.12122616331787577,-0.012007243801209738,0.028784958312183993
