,MGH258,UKF248,UKF259,UKF260,UKF266,UKF269,UKF296,UKF304,UKF334,ZH1007inf,ZH1007nec,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,-0.008034019985147937,,,,,,,,,-0.021684178189495102,,0.018716364133885492,
BMP1,0.0412416379166511,-0.014046899802355283,-0.008514539463522111,0.002460051346849352,0.04144289931979972,0.1262899180104119,-0.011695116409480004,-0.010457315158589171,0.045582246661324766,0.11475499348292914,0.10983954171250225,0.05218628934109165,0.0371215016401919,0.06770896241284885,0.10212462663655915,0.09937031997153915,0.23931967887405942,0.05266373853175707
NDP,-0.05331571583786314,-0.009472260168130197,0.014487657590425307,-0.023012727808915147,0.009105546168214516,0.038130331152242375,-0.017765623341018832,0.020439543895028348,-0.010002418108615352,0.05869636927671284,0.04491585244682351,-0.02503369368619228,-0.033897877536434896,0.00858761567251617,0.11116912480200236,-0.014442392278646387,-0.0617145787639092,0.011545885415688422
TNFSF18,-0.05194501427123624,0.01446474904777742,,,-0.011833024627708248,0.00686615876363394,,,,0.20072598160893532,,,,,-0.00026183483876835893,,0.022497709164034013,-0.02273813708567101
IL36G,,,,,,,,,-0.0171362344910923,,,,,,,,,
RTN4,-0.1130228673668048,-0.060223887093458835,0.019654061177228233,-0.04243273538967912,-0.07839023092849609,-0.18181485918815465,-0.0015272051688398813,-0.02697950233703231,0.007851468864524442,-0.05155683920696735,-0.08201464921851624,-0.07235065283936179,-0.03124319322762834,0.02130656395943709,-0.1212614625092964,-0.048336541732154556,-0.04426546810851275,-0.07495483870151284
HEBP1,-0.06256303061826271,0.011193921321528159,0.012081991526095745,0.00700097490758475,0.024754470213247535,0.0063725305493162404,-0.006716343803424136,-0.02011199479492684,-0.006034906519455965,0.021112582376799912,0.030263617486627835,0.03446294349039836,0.01990642575621519,0.023710631218273538,-0.02177209410480949,0.013804625559430099,0.05055839957648665,-0.012562588191513619
WNT7B,0.000744110709213109,-0.06188723134088947,0.01953462680577182,-0.013121294980387025,0.04795688136264233,-0.06702028001727244,-0.01732798054293864,,-0.018834696509355094,0.13494990303214305,-0.03976805707780788,-0.035723864763720956,0.011601125285269761,-0.0003776001750912981,-0.002605668464881224,-0.027882487610052242,-0.008389364531529038,-0.019163515567102697
PTMA,-0.037674503490850254,0.02481390924838507,-0.004846457768491375,-0.010522941543131846,0.10047971723348022,-0.10880119014233319,-0.013453669025690479,-0.030157074997347995,-0.06251321299055006,0.10083712239091576,0.1350065906192812,0.05928771886411501,0.015150371040263507,0.030473016223354066,-0.11256151696403961,-0.012891116195134632,0.14935960637333928,0.025385537059098084
FASLG,-0.023432259554777908,,,,,,,,,,,,,,,,-0.04365216582778877,
CEACAM1,0.05853620287641053,-0.019872866562509094,-0.007797431930467908,-0.016011000248046903,,-0.032269736144887234,,,,,-0.0712217109215344,-0.008623972996812217,-0.02886533074692205,-0.02731579185166134,-0.032132592506467876,-0.016521653110586274,0.08845670522856208,
PDAP1,0.10547401490277086,-0.0031953090678487933,0.010624150305411017,-0.02026118503849874,0.058675773096877215,0.08175510007231243,0.015324888535884285,0.02964558022262269,0.028347431953793703,0.04448222216625833,0.01277577043815645,0.005281706438179092,0.026783669177655695,-0.008957243433266884,0.03460880367821018,-0.06898619083207058,-0.018656800154912327,-0.07390551577903581
QDPR,-0.10864006920867059,0.0986566603209632,0.021036905265832483,0.02153693073169253,-0.07535520110099352,-0.17367959396208782,0.022732279493528487,-0.061023171992084825,0.0008343589137782007,-0.11058360847590432,0.14460041216850167,-0.030263442135761258,-0.038782883143403585,0.01861318372364148,-0.12478073005129008,-0.026584437595011143,-0.01367043578744718,0.0454235834614308
