,MGH258,UKF266,UKF296,UKF304,UKF334,ZH1007nec,ZH8812bulk,ZH881inf,ZH916bulk
UTS2,,,,,,0.07724262680872228,,,
BSG,0.07226443053756829,-0.014770023869107573,-0.013550588255247839,0.003706028792128681,-0.007467075640896492,-0.09082781461289327,-0.01527044420651751,0.10248337090241973,-0.03509716580659374
ADAMTS3,-0.05439670450902713,-0.030919780977883008,0.002784287411821289,0.028524742308914764,-0.031434718704112005,0.04043191396089179,-0.04173420299959786,-0.039314802695614125,-0.037651169146011715
CD34,-0.06411847008947977,0.006383948281849214,-0.03762724352597848,-0.0025309076535765655,-0.03493415765412723,0.15883559027925281,-0.019314102656066645,-0.02914953385574348,-0.04609668895590923
PLAT,0.009186726641982692,-0.0322795700559877,0.01698608307434911,-0.08741818874262819,0.018037267771105835,0.05729179354161055,-0.0017012218414780651,-0.008656050640990846,-0.06129032917308868
NTF3,,,0.04062189998211506,,,,,,
LTA,,,,,-0.01891746573504015,,,,
CKLF,-0.004810188249691104,-0.015016198589275314,-0.023311142575465457,0.018173864484032725,-0.015501416659762866,0.0735220391926267,-0.016389153366475184,0.011181908033862398,-0.04584013392752238
CD24,0.0072786012023040225,0.008673385109854024,-0.03256590452465614,-0.019001808854888523,-0.029983016052754108,0.10198115753927063,-0.01884715486770664,0.036231099352895216,-0.005606233128880698
HSP90AA1,-0.03585437410424417,0.06008774229927907,-0.034399334833900765,-0.008109604672572662,0.10764225846574023,-0.13321071563178402,0.04309178599228716,0.024910781395846696,0.027927203624899116
BMP4,-0.020244084084183545,-0.05338739944614326,-0.0039732911880771505,0.025702215615108003,-0.01611963468583401,0.06053227813218929,0.00728078037232477,,-0.011244242628378852
SCGB3A1,,-0.00930673314876719,0.01721834452446862,-0.046535148379797754,-0.013200357416889581,0.024615954433364454,,,0.05205816324854146
IGFBP4,0.04734504966653292,-0.047419212496366756,-0.014960012130283529,0.01891371132906773,0.04150985762431075,0.08589673740465505,0.017930860341043107,-0.015458789806601281,-0.003858365931342424
RSPO4,,,0.04985695609819914,,-0.026241503185731624,,,,0.037084915903757086
LEFTY2,0.028794351407652928,0.012184605171862435,-0.018601092760065996,-0.03419569174860494,0.06446804087771427,0.023646417174053778,-0.009056666248614375,0.06867526303723742,-0.01429863764522754
PF4,,,,,,,,,-0.024701633353687018
ANGPTL2,-0.04503561927019541,-0.04370474213912669,0.019459652855232355,-0.00526426927720192,-0.05209453551320914,0.0049231878723535166,-0.018228985076959782,-8.53614998777247e-05,-0.07964030038964721
LRIG2,-0.013692632989435061,0.005071245446102826,-0.011739446358399172,0.033422285036754026,0.06257578987515398,-0.026954287183448108,-0.009776703254982904,0.030660423014330508,0.0356989231851417
ICOSLG,0.027519064654880604,0.016181003987495158,0.04310829102851598,-0.010104544635556198,-0.00046621143708287414,-0.05439332357381284,-0.009907293106489641,0.015243331315402344,-0.042640354370813136
WIF1,,0.044814688834741205,-0.013089952944016173,-0.07833263054747347,0.14324181764517677,,,0.021252645729654275,-0.032817789179132896
NPPC,-0.02147432110615945,0.009689158833541925,-0.023575630203139065,-0.047249813724921576,-0.07454127047407828,-0.05830129960194441,0.04547305577242787,0.007401141407537341,-0.010098544420049595
LYZ,0.03147181603319876,-0.02397830295963681,-0.019910827064901285,0.05496674024661039,-0.02458827784510639,-0.053012698557444116,0.05747103189595442,-0.05443949742087812,-0.059784468839036875
EREG,,,,-0.03517737351634846,,,,,-0.028438897423859726
SPTAN1,-0.06619748682455108,0.04187197393153519,-0.0008103816834328336,-0.025405153499873386,0.04379557334845345,0.09885573284004819,0.002894314839758444,0.07795230969052411,0.026984257651953072
LIPC,-0.02518448154298258,-0.02976863050352497,,0.13461911037623406,-0.029717569609967215,0.06929499688838363,0.04451607155388944,,0.016400819315924964
COL8A1,0.025210879901503794,-0.06050516658901542,-0.04467274807056688,-0.023291819123181866,-0.06480684846157186,0.13961376674865486,-0.004730680015242724,0.12510943502367983,0.00011741120706612602
GSTM2,-0.012833342043065023,-0.016233106318627465,-0.050139702351906706,0.08619375918527361,-0.029814662385732316,0.052492617668673504,0.08671783105108365,-0.06130912656216155,-0.059211899442468095
IL4,,,,,,-0.04017969772841095,,,
SPX,-0.04125004907120299,-0.030882349052238106,0.02565685280490716,0.051626807290790784,0.01747494034572156,,0.026477561342620026,0.0029399623494902115,0.004298100675808701
MFGE8,0.014292065857773316,0.013083263521848425,-0.0014732860037006217,-0.03897937117246557,0.01539629464204536,0.06193930673905546,-0.058288094315562346,-0.05565884303092191,-0.018709237936686923
TGFA,0.008227857093074694,0.006070664882118393,-0.025681191410683223,-0.032214729086438625,-0.00902707118477728,-0.1292610699675067,0.010752646822159071,-0.08060630092881185,-0.04037424539994967
SLIT2,-0.020244080844826505,0.014019409872552801,-0.0146279497900421,-0.057689034042909926,0.0340190505849503,0.028797673072653185,0.03417302073027875,-0.049764163838015046,-0.03407057902683299
PLTP,0.01074656819083962,-0.03064945117209969,-0.022502462295698675,0.04426057614508255,0.024306740657495177,-0.10215091830727752,-0.012530725257460055,-0.05115972718139708,-0.08810946628031435
APOD,-0.03150450874654272,-0.043234934599764754,0.027394590739225736,-0.022796331816587377,0.057253328177250255,-0.06984044847021563,0.03624083353376759,-0.031032437657606157,-0.027935187862886998
B2M,0.03290178429053614,-0.05925000056402009,0.01312352309509854,0.07749613064668372,-0.053811580360150074,0.1342450332314441,-0.013925198355019397,0.01795920321551621,-0.004345252020027547
OMG,-0.06983403421053024,0.03817186057850353,0.00567674426804882,-0.05595506052649123,0.03138543966382332,0.17358872279152607,-0.01666058947749353,0.02688068024167109,0.045996961464256005
CXCL3,-0.015840938197892136,,-0.018147756921065454,-0.026373047937027137,-0.013624001024792613,-0.06599422444743573,-0.02739979608919231,0.03835295120677232,0.1010317220015985
CXCL10,0.04652630247551227,0.0031344549679172217,0.015185884123473893,0.1421403081214726,-0.021650186374497695,0.031766118747193615,-0.036913369849331,,0.04021929926830962
RSPO3,,0.028763763892723632,0.011532177368438262,-0.030845697307043403,-0.014236818494009712,,,-0.02458905010032953,0.05283877746014328
CORT,-0.019670779987698374,0.04560489848024037,0.04322057076324273,-0.007937405589931178,0.023276770976825102,,,-0.04861412063625359,
NCAN,-0.03196909105573393,-0.026958149608568314,0.03191589979816193,-0.05126002741276234,-0.012188703016974426,0.12379681553050584,-0.05208299591469095,0.03898353340128025,0.011310879416906767
PRG4,,,,,0.003755925434229062,,,,-0.02002388582036846
ZG16B,,,,,,,,,-0.021073026645560163
TGM2,-0.05023095395201403,0.008011634829593064,-0.017225970197268407,-0.009882743930144626,-0.013633491995617654,-0.06048090109175434,-0.05553548937856022,-0.04435495941137554,0.014130344245697276
VEGFC,-0.01967078125423774,0.0004423036701058348,0.03716817640094659,-0.03975027890657866,-0.016987084209752763,-0.04554650206414526,0.03405963417959547,,-0.02209431127497792
WNT6,,0.09398131918479186,,,0.030745406452007358,-0.004736779280020281,,,-0.021774758889071023
NRG4,,-0.008059491187039965,0.039974833147503636,-0.04428416281933232,-0.019817415090676974,,0.040326460527902244,,-0.01698486979452844
PMCH,,,,,,,,,-0.03003148985423363
COL9A1,0.033326564011530876,-0.010826309417969653,-0.0022480699927797335,-0.002147982989063824,-0.007876510192260641,0.08584180430817813,-0.030134308886400195,,0.00802696866566613
GDF11,0.00488827100943711,0.021489335074592136,-0.02565730613812198,-0.007095659760183154,-0.014342450930271547,0.002077983544131111,0.02303483210503466,0.07718270578943073,0.018752175112596744
IL24,,,,,,,,,0.01899549701870762
SORBS1,0.08238252191675487,0.017463981314902885,-0.02917714499376875,0.06397312347030006,0.02638917042338403,0.00994474225865273,-0.006669853902580881,-0.03753123445083006,-0.13195367629247784
DLL1,-0.04463524646189164,0.09594411612889506,-0.004830599521788724,0.006133834005602146,-0.06099328515175203,0.06810790328123965,0.06870626921804401,0.16022146726714415,0.01242329917700863
TLN1,0.029231245467182535,-0.03903450157838472,0.016815361353691525,0.07559499898703634,-0.08515258947446833,-0.05926575858333858,-0.0005918214108149726,-0.1065622188168656,-0.001631630704963832
COL2A1,0.08204711359629258,-0.02133117640896071,,,-0.013831158088669722,,,,0.041599348084726415
SHH,,0.009254813598414527,0.04042795561537599,,0.06381554776449125,-0.04876763685744069,-0.016815650073420212,,0.0022595385390382122
PON2,-0.02958992172825954,0.0029806356731567315,-0.0528151498127676,0.04130802248789625,0.030423343364022266,0.24978095895820168,-0.01880351878686009,0.04083223882674325,-0.05952513114823261
ICAM5,,-0.035425995576146424,0.025980617648770202,-0.0622798541092094,0.04209109048425591,,,-0.012414100838218223,0.05082076465202597
HPX,0.0011900911680161922,-0.019689550776679516,-0.0003137448565586864,,-0.033552671072007094,-0.029970935686759598,0.028822040019034798,,-0.04152532834944045
SFRP2,,0.021078388966278335,0.019696287927412407,0.010053971894736944,-0.0119710589047348,-0.0401797213775494,0.019533688983678164,-0.041451000299464844,-0.02463950418254185
CFC1,,0.0598706941883014,,-0.005370304997319975,,,,,0.040424513958898886
CD70,,,,,,,,,0.05224794344917297
HP,0.01758404973783884,,-0.0006672503420224316,-0.03102292769831472,-0.030204237226622892,0.02896436676956358,-0.037167822229106286,,-0.023492502835904008
CXCL2,0.06362253935139851,-0.030431053097767502,0.08692587450956359,-0.004299663128490439,-0.026126677677577384,0.07380304558924039,0.028371763422928912,-0.0013267138661957629,0.03355417907883347
NPPB,,,,,0.023565894061136895,,,,
CCK,0.0006788429450661583,0.010215487106182359,0.01859767823968043,-0.02973340596855028,0.09788351986928204,,-0.021801000718920167,0.10363630564327087,0.09730956804168282
SEMA6A,-0.003978280638213051,-0.01020155714895906,-0.008154727785539925,0.05065701966403019,-0.039967952903825876,0.02811981701045864,-0.06068877550881972,-0.029458780830867577,0.005802952838903114
IRAK4,0.01641639608673358,0.011362038583099393,0.0027196374482827933,0.04085789765597363,-0.0049442820771674065,0.03847383915262623,-0.026644112196929696,-0.033175785632159276,-0.06721432879135426
GSTP1,-0.005097401459418287,0.03796748960017657,-0.07342256865246105,0.06368080086436288,-0.08203151599517508,-0.05626100544736789,0.010905312162165878,0.048376312504613966,-0.051700655430015605
VCAM1,0.0268603531680921,-0.06225846662367356,-0.013654669740878887,0.08817932185546566,0.022934744032425215,0.07978317094767336,-0.003882951602856735,-0.03208883398799416,0.00035534693400521555
NXPH3,-0.051558124719110636,0.016108534902743287,0.032397822114291645,0.04570707518484763,-0.036152979429483804,-0.0876912201592614,-0.019592091861642576,0.09446056142664357,-0.05541884177005411
MTMR4,0.06908893176626991,0.031875554518389033,0.00495910748295478,-0.046853782141112375,0.0007725099327901457,-0.04939386463328885,0.06522798125654979,0.010294535829162375,0.07256753489023762
LAMC2,,-0.02697786821035629,,,,,-0.028058363026885597,,0.0005429861596384977
IL10,0.07180279379983392,,,-0.02011568215621033,-0.015205856538581121,-0.017706572608091973,-0.027064985717593155,,-0.0548542372843573
SEMA4D,0.05284496173694417,-0.06122603847694089,-0.07757067377528144,0.019178914718413848,0.025070433467587597,0.02086087463590149,0.010835478127896552,0.0745760689344536,0.03761878347580236
TRH,-0.01806155190706822,0.037196773394171864,,0.0970789675170003,-0.02335136308474703,-0.020775788365229243,0.02049774184367772,0.07503262550539638,-0.03488530582008272
SEMA6D,-0.032915613982188154,-0.06788469888843625,-0.04956085276575055,0.03443162171084065,-0.004793313526587639,-0.02904735239611142,-0.02152896272453448,0.09424139283379637,0.02099225286662025
CEL,,,,,,0.04336661800558666,-0.04559746467384293,,-0.03368879543731805
PDCD1LG2,-0.02672472496160002,-0.018945225962937434,-0.020272177548604314,0.034789321638156595,-0.026011423755722088,0.06407047113734785,-0.03340025063355582,,-0.05122986357553186
SPINT1,-0.038479704917524754,0.021948408267414277,0.06661031116970657,-0.05464924694085119,-0.022318923858853933,-0.03301491057812699,0.03501046250552789,,-0.04986602616625996
CTHRC1,0.04441560217488997,-0.05946553061257251,-0.030417861990604245,-0.03860861503565555,-0.02839242913391792,0.09416506741487903,-0.04624077266989287,,0.006042362705315765
PODXL,0.010080327657415095,-0.04699226912534665,0.006412613373131477,0.015741124674637532,-0.012375709693990107,0.006865921832727886,-0.024267422216497508,0.005787091924957326,-0.039718199013891724
JAM3,0.07719325219906402,-0.05909359683252592,-0.022447799948640698,0.021650291090246947,-0.07957912438314843,-0.03161929603439471,0.0237570555591775,0.033182914670806474,0.040112855965913914
TGFB2,0.03123346038767527,0.002757041238541457,0.016298568651102994,0.01533604249642619,-0.02541018889416838,0.08761345638941408,-0.014251097507338694,-0.016684812416836132,-0.09718137751193826
COL18A1,0.03448856701555495,-0.008728591041711753,-0.03929111263301153,0.028462761389042242,0.006532474317130896,0.1142975843898099,-0.03310358673380921,-0.028758120399527142,-0.05692698129712719
NODAL,-0.02857430300741569,0.012241744467422976,,,-0.02335339757423296,0.05758462337224036,-0.04220878482157674,,-0.027914853936607788
INHBB,-0.032377864752227,0.08091304046329355,0.04708901970348265,0.011691657445367163,-0.015961423013924635,0.023502279640488705,-0.043631804869596225,0.05026014096504977,-0.04946895722588273
LCN1,,,,,,,,,-0.022117766265383497
ARF4,0.013816794342944205,0.017465311512349858,-0.000704302317475231,0.09803113295976838,-0.0855378542068327,0.18252648182477416,-0.0664826423381322,0.02646266186106335,-0.0011940667558496718
CXCL14,0.04583481269849789,0.003971438871496944,-0.05362938274487461,-0.04539688389682547,0.10488850239039524,0.0990820745427611,-0.04499071932756175,0.06062028559591191,-0.04100884317640316
LIF,0.014285063013496257,-0.023900927103059428,-0.02011105803489393,0.054734037646270536,-0.0026448157214384103,-0.13875257276512362,0.07750250634825777,0.002722547720452045,0.036266872745134536
IL17B,,,,,,-0.05298738171636424,,,-0.025007175469731597
MMP1,,,,,,0.06573137328395841,,,0.03091911320302037
MATN1,,0.009002149508129892,,,-0.013831156367448279,,-0.028382390163146896,,-0.02278929011632972
ADAM28,-0.01874010564373796,0.003916888144619768,-0.0013463911353616216,0.04047781679677135,-0.02267985681127815,0.06875963645675018,0.03233990435880749,-0.06867645871067536,0.07917533922556431
TCN2,0.06206754046167033,-0.016558561696423883,0.04535428928138421,0.0015238962868982728,0.004641318646094614,-0.034124481597567466,-0.005844272955355253,-0.0016199597861655173,-0.036283592451689446
THPO,,-0.03281185665149699,0.03334447960296142,0.13767612488918274,-0.013831157956268053,0.07980967301272769,,,-0.034151823250708424
CUBN,-0.000972467178806869,-0.02115236654986323,-0.0017374471095251654,0.06469328786315538,-0.02109021590513751,0.052423682873968896,0.013645988333104571,0.05156018813918248,-0.04826114608128897
TIMP3,-0.0007005411420082888,-0.03653427329425296,-0.0015732592555636228,-0.050554083917884934,0.042190035596296624,0.06321343153432687,-0.022187881630144658,0.016037011529875363,-0.04029126335941996
PIGF,-0.001745761198257375,-0.030699816058911575,-0.07083517204336665,0.0462160945768115,-0.03189255354762482,0.11973629905079974,0.025605581469935045,0.02395123859018136,0.09137621698299157
CRH,,-0.01944442739292993,0.023948450753622046,-0.0030786254758368627,0.03644322234200521,,0.07651969649825394,-0.04192303351593468,-0.008528399860698057
BDNF,,0.028946610522497702,0.05339900080704488,0.01841642953868754,-0.015577436212012451,0.023782325077048538,-0.043744908730226274,-0.03877513228376002,0.02257144297066738
CCL5,0.02690435674010926,-0.028403522798759132,0.002269040496866205,0.06776664524043231,0.12631837184398584,0.09662450784343561,0.03756985173566293,0.04894734652584511,0.028799343835482473
GAD1,-0.043052357142719,0.032275829924984914,0.03463271406706492,-0.06969629040267633,0.09925803288911682,0.07097654454012904,0.024796407177884103,0.07145008779155222,0.02338345281342058
COL14A1,-0.021084765271401233,0.033515267726985876,-0.027412051373406646,-0.0147649939626067,-0.046334151838362155,0.03764970272256137,0.07074941837920815,,-0.02050796262781318
HLA-A,-8.796980512932794e-05,-0.06285086269791872,0.015501404904885127,0.06424566699275056,-0.07137569330008274,0.006509073447968716,-0.05429044067799175,0.13078053325448968,-0.02577350715928331
CD5L,-0.019369441647063078,,,0.00497501382862026,,,,,
FGF18,,0.02890008679777101,,,,,,,-0.03128558140440202
ADM,0.03314451628267386,0.01357903286085271,-0.04274135207054718,0.05583506284388049,-0.062162318805900216,-0.08581592718336731,0.015729868164413914,0.06017338231935969,-0.025508044039590134
CCL15,,,0.0235440201980637,,,,,,
GNAI2,-0.10668411212455556,-0.03351433229983843,-0.0023959678763425876,0.042963726329578546,-0.028255341888274978,-0.05971771997454682,0.10007601978077339,0.08949596300247784,-0.04170298527086311
HDC,,,-0.0022182337964619307,,,,,,-0.02278927979527591
COL11A1,-0.022747217382040934,0.0024673379271059554,0.022419663652937395,-0.02398593297403106,0.03239907354431025,0.15084526358306632,-0.012037432933748383,,0.043998285170328486
NUCB2,0.04518580520547287,-0.01433187897641526,-0.008272022688161792,0.008685469067319688,-0.0500357306530832,-0.030573460241454173,0.06399587286919643,-0.03231466673166616,0.07661365384905983
FGF16,,,,,,,,,-0.022455872650387843
CXCL1,,,-0.01904411871199663,-0.020527412633966628,-0.018763632222935478,-0.038248721320784135,0.09292245675691838,-0.03306563496888942,-0.00936670000453115
VCAN,-0.014672209029228382,-0.032360300228419826,-0.05841329731807671,-0.002840572134958411,-0.06369750730445939,0.009624503460799108,0.053596560448866994,0.08115195754268242,0.008392143584685085
MMP7,,-0.008251366783928307,-0.036789111700996836,0.09669789578515568,0.10505667683516559,-0.07290946650169551,,,0.02360796409944213
PTPN6,-0.02660498433363557,-0.014960831143677179,0.05121607814780914,0.03564864250786875,-0.014083933112500476,-0.0025659920761718132,0.08154053715325207,0.0874579495816034,-0.016692550585775862
PTGS2,0.013760276852216698,-0.031244551081256906,0.07408900247431247,0.004641800241276897,-0.03192568686732564,-0.060600422248279384,-0.03508786289416212,-0.06779912748153881,-0.04497189333024238
XCL1,-0.017638272595775707,,,0.029854657262180194,,,,,0.010358827428760063
CD58,0.0380176640572214,-0.046527817023236905,-0.03641403470984921,-0.031138139490452802,-0.07656565931670781,0.1211773836195111,0.037509933817840305,0.021871861197237004,-0.0525331320554309
TNFSF14,-0.028853373638704077,,0.07486885349084706,0.03286275727783167,,-0.04937979687189905,-0.059056157348494745,-0.0434241265463058,0.02533252626515266
CNTN4,,0.024661016722478387,0.02953434170291912,0.009405286191007165,-0.016234370879739352,,-0.03561770426909203,0.028402743648822976,0.06853178268554012
BTLA,,,-0.01147387983539945,,,,,,
MFNG,0.0006325734327714156,0.010556520421033751,0.01875213301410156,0.010855719275670526,0.02082556370757489,0.01648513537999071,-0.004250594321698377,-0.0008756621342953442,0.046485844381697713
ICAM1,0.07875514519623802,-0.0468314305332136,0.015559478297197508,0.05844024981472346,0.025979681393313723,-0.06652007833368923,-0.07987887230475878,-0.0782136621469617,-0.08196841050164398
PROS1,-0.007599578762678355,-0.03287010954231201,0.03067769695087811,0.08260816194458305,-0.014401732624757363,-0.034895033820428856,-0.020534260761919075,0.06337014794351542,-0.07534282899828494
CLCF1,-0.039587123070409,0.09313466179731085,-0.020276333488315295,0.0006856471705843184,-0.04118995063757338,-0.08681080451715743,-0.05699332213242829,0.011368418165446032,0.006188442805541811
PSAP,-0.05131479805611636,0.010935739409443654,-0.04503298070368471,0.0873288231554095,0.08015306191486637,-0.07479617849703447,-0.01275705224411207,0.03348372300067308,0.003062274895955288
EFEMP1,-0.009664766670701779,0.007470440294666816,-0.06793250948420845,0.01601598249369723,-0.009879412710060837,0.005038391080544067,0.03468487754624627,0.04332347096859626,-0.04173180817290553
C1QTNF1,-0.01079958932572906,-0.006091735673037476,-0.01124211164434877,0.09090957282295022,-0.004197224858857847,-0.07425281286846959,-0.019974281207141738,-0.005468670743853315,-0.018849969781745083
ALB,0.04477878435278963,-0.022862648856725582,-0.021126912688495265,-0.021606341900333836,-0.02992368621595531,-0.05688935510083427,-0.035803068767514684,-0.021924599941296162,-0.03226552894025769
EFNA3,0.02444366883043496,-0.01347202469748978,0.015712349058425484,-0.023262277504426776,-0.03663425064162617,-0.007024161690200132,-0.02825859830175176,0.0745249648068146,0.08764511684901943
DRAXIN,0.0644248677790407,0.007734982453507776,-0.00024298273908938633,-0.04103127951287306,-0.040546451972273766,-0.05497722868280541,0.004287075565998525,0.0966416832503151,-0.02498075821432185
RAET1L,,,-0.020318057039902852,,,,,,
NPTX2,0.06610972461117388,0.02538894346472952,0.04033904268341413,0.07029508388126607,0.008718957807433748,-0.06907944979796886,0.02606096417184395,0.056930426317992985,0.05058540081451725
FGF11,0.03023330708447214,-0.028655123363255132,-0.030686532087968166,0.007571726993311862,-0.030847379186423822,-0.08505499681776875,-0.008547219130465996,0.01997734390199336,-0.035399766373907494
CD59,0.0017977090183722037,0.03841029747633875,-0.031337491314581294,-0.013597594521626708,0.040468437199231364,0.16200317964215474,0.008416132367243959,0.010592379045693505,0.017237144980235486
COL9A2,-0.03495538773751656,-0.030545723963998028,0.027280609316837266,-0.0012750839345610726,-0.038862203644530094,0.1703365599168587,-0.019231936753913593,0.007934659626589196,-0.03992833499447856
DLL3,-0.008071989184520659,-0.016927853989673575,0.012539800967092939,-0.004772306948549289,-0.0008320034284841384,0.06773331831634341,0.014251799005146105,-0.011788669010177244,0.033001928502374024
FGF5,,,,-0.02882577343919697,,,,,-0.03852070699851241
LIN7C,0.01736692062968624,-0.04057563957084965,0.02782117483427459,0.011152208315448931,0.055582633916054454,-0.081216018494548,-0.04917421494664086,0.08312178704311796,0.04122474688783282
GDF7,-0.01826980421644959,-0.03265776160829075,-0.0186010920372275,-0.022150166059642495,,,-0.03470107512426881,,0.026936021310700876
